time;BESS_BESS_injector_PInjPu;BESS_BESS_injector_PInjPuSn;BESS_BESS_injector_QInjPu;BESS_BESS_injector_QInjPuSn;BESS_BESS_injector_terminal_V_re;BESS_BESS_injector_terminal_i_re;BESS_BESS_injector_terminal_V_im;BESS_BESS_injector_terminal_i_im;BESS_BESS_injector_UPu;BESS_BESS_pll_omegaPLLPu;BESS_BESS_reecC_idCmdPu;BESS_BESS_reecC_iqCmdPu;
1.0720510;0.0267588;0.4459801;0.0243788;0.4063129;0.5500163;-0.0486511;0.0000016;0.0443236;0.5500163;1.0000000;0.8182904;0.7500006;
1.0771710;0.0268250;0.4470835;0.0244791;0.4079846;0.5500164;-0.0487714;0.0000016;0.0445059;0.5500164;1.0000000;0.8182904;0.7500006;
1.0822910;0.0268734;0.4478896;0.0245524;0.4092059;0.5500164;-0.0488594;0.0000016;0.0446392;0.5500164;1.0000000;0.8182904;0.7500006;
1.0874110;0.0269087;0.4484784;0.0246059;0.4100979;0.5500164;-0.0489236;0.0000016;0.0447365;0.5500164;1.0000000;0.8182904;0.7500006;
1.0925310;0.0269345;0.4489085;0.0246450;0.4107494;0.5500165;-0.0489705;0.0000016;0.0448075;0.5500165;1.0000000;0.8182904;0.7500006;
1.1027710;0.0269691;0.4494843;0.0246973;0.4116219;0.5500165;-0.0490333;0.0000016;0.0449027;0.5500165;1.0000000;0.8182903;0.7500006;
1.1130110;0.0269874;0.4497899;0.0247251;0.4120848;0.5500165;-0.0490666;0.0000016;0.0449532;0.5500165;1.0000000;0.8182903;0.7500006;
1.1232510;0.0269966;0.4499436;0.0247391;0.4123177;0.5500165;-0.0490834;0.0000016;0.0449786;0.5500165;1.0000000;0.8182903;0.7500006;
1.1334910;0.0270010;0.4500171;0.0247457;0.4124291;0.5500165;-0.0490914;0.0000016;0.0449908;0.5500165;1.0000000;0.8182903;0.7500006;
1.1437310;0.0270030;0.4500505;0.0247488;0.4124797;0.5500165;-0.0490951;0.0000016;0.0449963;0.5500165;1.0000000;0.8182903;0.7500006;
1.1539710;0.0270039;0.4500648;0.0247501;0.4125014;0.5500165;-0.0490966;0.0000016;0.0449987;0.5500165;1.0000000;0.8182903;0.7500006;
1.1744510;0.0270046;0.4500771;0.0247512;0.4125201;0.5500165;-0.0490980;0.0000016;0.0450007;0.5500165;1.0000000;0.8182903;0.7500006;
1.1949310;0.0270046;0.4500774;0.0247512;0.4125205;0.5500165;-0.0490980;0.0000016;0.0450007;0.5500165;1.0000000;0.8182903;0.7500007;
1.2154110;0.0270045;0.4500754;0.0247510;0.4125174;0.5500165;-0.0490978;0.0000016;0.0450004;0.5500165;1.0000000;0.8182903;0.7500007;
1.2358910;0.0270044;0.4500738;0.0247509;0.4125150;0.5500165;-0.0490976;0.0000016;0.0450001;0.5500165;1.0000000;0.8182903;0.7500007;
1.2549006;0.0270044;0.4500730;0.0247508;0.4125139;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2689375;0.0270044;0.4500728;0.0247508;0.4125135;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2815707;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2815722;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2815753;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2815815;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2815938;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2816185;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2816678;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2817665;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2819639;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2823587;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2831483;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2847274;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2878857;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.2942023;0.0270044;0.4500727;0.0247508;0.4125134;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.3068355;0.0270044;0.4500727;0.0247508;0.4125133;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.3321018;0.0270044;0.4500727;0.0247508;0.4125133;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.3826345;0.0270044;0.4500727;0.0247508;0.4125133;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182903;0.7500007;
1.4836999;0.0270044;0.4500727;0.0247508;0.4125133;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182902;0.7500007;
1.5000000;0.0270044;0.4500726;0.0247508;0.4125133;0.5500165;-0.0490975;0.0000016;0.0450000;0.5500165;1.0000000;0.8182902;0.7500007;
1.5000000;0.0490982;0.8183038;0.0450008;0.7500130;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999977;0.8182902;0.7500007;
1.5000094;0.0490982;0.8183038;0.0450008;0.7500131;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999978;0.8182902;0.7500007;
1.5000194;0.0490982;0.8183038;0.0450008;0.7500131;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999978;0.8182902;0.7500007;
1.5000294;0.0490982;0.8183038;0.0450008;0.7500131;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999978;0.8182902;0.7500007;
1.5000494;0.0490982;0.8183038;0.0450008;0.7500131;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999978;0.8182902;0.7500007;
1.5000894;0.0490982;0.8183038;0.0450008;0.7500131;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999979;0.8182902;0.7500007;
1.5001694;0.0490982;0.8183037;0.0450008;0.7500131;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999981;0.8182902;0.7500007;
1.5003294;0.0490982;0.8183037;0.0450008;0.7500132;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999983;0.8182902;0.7500007;
1.5006494;0.0490982;0.8183036;0.0450008;0.7500133;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999988;0.8182902;0.7500007;
1.5012894;0.0490982;0.8183034;0.0450008;0.7500135;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999994;0.8182902;0.7500007;
1.5025694;0.0490982;0.8183033;0.0450008;0.7500137;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;0.9999999;0.8182903;0.7500007;
1.5031506;0.0490982;0.8183032;0.0450008;0.7500137;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;1.0000001;0.8182903;0.7500007;
1.5031580;0.0490982;0.8183032;0.0450008;0.7500137;1.0000165;-0.0490975;0.0000016;0.0450000;1.0000165;1.0000001;0.8182903;0.7500007;
1.5031680;0.0490982;0.8183030;0.0450008;0.7500137;1.0000165;-0.0490974;0.0000016;0.0450000;1.0000165;1.0000001;0.8178916;0.7500007;
1.5031780;0.0490982;0.8183025;0.0450008;0.7500137;1.0000165;-0.0490974;0.0000016;0.0450000;1.0000165;1.0000001;0.8174937;0.7500007;
1.5031980;0.0490981;0.8183010;0.0450008;0.7500137;1.0000165;-0.0490973;0.0000016;0.0450000;1.0000165;1.0000000;0.8167000;0.7500007;
1.5032380;0.0490977;0.8182953;0.0450008;0.7500137;1.0000165;-0.0490970;0.0000016;0.0450000;1.0000165;1.0000000;0.8151218;0.7500007;
1.5033180;0.0490964;0.8182731;0.0450008;0.7500137;1.0000165;-0.0490956;0.0000016;0.0450000;1.0000165;1.0000000;0.8120021;0.7500007;
1.5034780;0.0490912;0.8181861;0.0450008;0.7500137;1.0000165;-0.0490904;0.0000016;0.0450000;1.0000165;1.0000000;0.8059060;0.7500007;
1.5037980;0.0490711;0.8178511;0.0450008;0.7500137;1.0000165;-0.0490703;0.0000016;0.0450000;1.0000165;1.0000000;0.7942590;0.7500007;
