time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;Load2_load_PPu;Load2_load_QPu;Load2_load_zP;Load2_load_zQ;Load2_load_zPRaw;Load2_load_zQRaw;NETWORK_line1_P1;NETWORK_line1_Q1;NETWORK_line1_P2;NETWORK_line1_Q2;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
6.900000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.000000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.100000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.200000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.300000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.400000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.500000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.600000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.700000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.800000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
7.900000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.000000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.100000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.200000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.300000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.400000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.500000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.600000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.700000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.800000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
8.900000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.000000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.100000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.200000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.300000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.400000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.500000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.600000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.700000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.800000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
9.900000;1.453958;1.000000;0.600000;0.800000;1.000000;0.525140;0.165445;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
10.000000;1.453958;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.210058;0.110296;1.000000;1.000000;1.000000;1.000000;-0.054457;-0.220812;0.064802;0.324259;1.453958;2.552494;
10.000000;1.421130;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205313;0.105367;1.000000;1.000000;1.000000;1.000000;-0.535437;0.097877;0.594692;0.494669;1.421130;50.113089;
10.100000;1.421071;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205312;0.105368;1.000025;1.000050;1.000025;1.000050;-0.535433;0.097922;0.594688;0.494632;1.421071;50.115909;
10.200000;1.421071;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205317;0.105373;1.000050;1.000099;1.000050;1.000099;-0.535429;0.097916;0.594683;0.494627;1.421071;50.115348;
10.300000;1.421071;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205322;0.105379;1.000075;1.000149;1.000075;1.000149;-0.535425;0.097910;0.594678;0.494621;1.421071;50.114787;
10.400000;1.421070;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205327;0.105384;1.000100;1.000198;1.000100;1.000198;-0.535421;0.097905;0.594673;0.494616;1.421070;50.114227;
10.500000;1.421070;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205332;0.105389;1.000125;1.000248;1.000125;1.000248;-0.535417;0.097899;0.594668;0.494611;1.421070;50.113668;
10.600000;1.421070;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205338;0.105394;1.000150;1.000297;1.000150;1.000297;-0.535413;0.097894;0.594662;0.494606;1.421070;50.113109;
10.700000;1.421070;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205343;0.105399;1.000175;1.000346;1.000175;1.000346;-0.535409;0.097888;0.594657;0.494601;1.421070;50.112550;
10.800000;1.421069;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205348;0.105404;1.000200;1.000396;1.000200;1.000396;-0.535405;0.097882;0.594652;0.494596;1.421069;50.111993;
10.900000;1.421069;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205353;0.105410;1.000225;1.000445;1.000225;1.000445;-0.535401;0.097877;0.594647;0.494590;1.421069;50.111436;
11.000000;1.421069;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205358;0.105415;1.000250;1.000494;1.000250;1.000494;-0.535397;0.097871;0.594642;0.494585;1.421069;50.110879;
11.100000;1.421068;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205363;0.105420;1.000275;1.000543;1.000275;1.000543;-0.535393;0.097866;0.594637;0.494580;1.421068;50.110324;
11.200000;1.421068;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205368;0.105425;1.000299;1.000592;1.000299;1.000592;-0.535389;0.097860;0.594632;0.494575;1.421068;50.109769;
11.300000;1.421068;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205373;0.105430;1.000324;1.000641;1.000324;1.000641;-0.535385;0.097854;0.594627;0.494570;1.421068;50.109214;
11.400000;1.421067;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205378;0.105435;1.000349;1.000690;1.000349;1.000690;-0.535381;0.097849;0.594622;0.494565;1.421067;50.108660;
11.500000;1.421067;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205383;0.105440;1.000374;1.000739;1.000374;1.000739;-0.535377;0.097843;0.594617;0.494560;1.421067;50.108107;
11.600000;1.421067;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205388;0.105445;1.000398;1.000788;1.000398;1.000788;-0.535373;0.097838;0.594612;0.494555;1.421067;50.107554;
11.700000;1.421066;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205393;0.105451;1.000423;1.000837;1.000423;1.000837;-0.535369;0.097832;0.594607;0.494550;1.421066;50.107002;
11.800000;1.421066;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205398;0.105456;1.000448;1.000886;1.000448;1.000886;-0.535365;0.097827;0.594602;0.494544;1.421066;50.106451;
11.900000;1.421066;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205403;0.105461;1.000472;1.000934;1.000472;1.000934;-0.535361;0.097821;0.594597;0.494539;1.421066;50.105900;
12.000000;1.421065;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205408;0.105466;1.000497;1.000983;1.000497;1.000983;-0.535357;0.097816;0.594592;0.494534;1.421065;50.105350;
12.100000;1.421065;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205413;0.105471;1.000522;1.001032;1.000522;1.001032;-0.535353;0.097810;0.594587;0.494529;1.421065;50.104801;
12.200000;1.421065;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205418;0.105476;1.000546;1.001080;1.000546;1.001080;-0.535349;0.097805;0.594582;0.494524;1.421065;50.104252;
12.300000;1.421064;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205423;0.105481;1.000571;1.001129;1.000571;1.001129;-0.535345;0.097799;0.594577;0.494519;1.421064;50.103704;
12.400000;1.421064;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205428;0.105486;1.000595;1.001177;1.000595;1.001177;-0.535341;0.097794;0.594572;0.494514;1.421064;50.103156;
12.500000;1.421064;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205433;0.105491;1.000620;1.001226;1.000620;1.001226;-0.535337;0.097788;0.594567;0.494509;1.421064;50.102609;
12.600000;1.421064;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205438;0.105496;1.000644;1.001274;1.000644;1.001274;-0.535333;0.097783;0.594562;0.494504;1.421064;50.102063;
12.700000;1.421063;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205443;0.105501;1.000668;1.001322;1.000668;1.001322;-0.535329;0.097777;0.594557;0.494499;1.421063;50.101517;
12.800000;1.421063;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205448;0.105506;1.000693;1.001370;1.000693;1.001370;-0.535326;0.097772;0.594552;0.494494;1.421063;50.100972;
12.900000;1.421063;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205453;0.105511;1.000717;1.001419;1.000717;1.001419;-0.535322;0.097766;0.594547;0.494489;1.421063;50.100427;
