time;WTG4B_WTG4B_HvMeasurements_PPu;WTG4B_WTG4B_HvMeasurements_QPu;WTG4B_WTG4B_HvMeasurements_UPu;WTG4B_WTG4B_LvMeasurements_PPu;WTG4B_WTG4B_LvMeasurements_QPu;WTG4B_WTG4B_LvMeasurements_UPu;WTG4B_WTG4B_injector_PInjPuSn;WTG4B_WTG4B_injector_QInjPuSn;WTG4B_WTG4B_injector_UPu;WTG4B_WTG4B_injector_idPu;WTG4B_WTG4B_injector_iqPu;
0.001890;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.001894;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.001902;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.001918;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.001950;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.002014;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.002142;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.002398;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.002910;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.003934;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.005982;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.010078;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.018270;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.026462;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.042846;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.075614;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.108382;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.173918;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.304990;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
0.567134;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000000;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000001;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000002;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000004;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000008;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000016;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000032;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000064;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000128;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000256;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000510;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000511;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000512;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000514;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000518;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000526;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000538;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000539;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000540;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000542;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000546;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000554;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000570;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000602;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000666;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.000794;0.350000;0.100000;1.000000;0.356443;0.130067;1.002770;0.356444;0.130068;1.002775;0.355458;-0.129707;
1.001050;0.350001;0.100000;1.000000;0.356443;0.130067;1.002770;0.356445;0.130068;1.002775;0.355459;-0.129707;
1.001562;0.350002;0.100000;1.000000;0.356445;0.130067;1.002770;0.356446;0.130068;1.002775;0.355460;-0.129707;
1.002586;0.350011;0.099999;1.000000;0.356454;0.130067;1.002770;0.356455;0.130068;1.002775;0.355469;-0.129707;
1.004634;0.350064;0.099991;0.999999;0.356509;0.130067;1.002771;0.356511;0.130069;1.002776;0.355524;-0.129707;
1.004863;0.350075;0.099989;0.999999;0.356520;0.130067;1.002771;0.356521;0.130069;1.002776;0.355535;-0.129707;
1.004864;0.350075;0.099989;0.999999;0.356520;0.130067;1.002771;0.356521;0.130069;1.002776;0.355535;-0.129707;
1.004865;0.350075;0.099989;0.999999;0.356520;0.130067;1.002771;0.356521;0.130069;1.002776;0.355535;-0.129707;
1.004867;0.350075;0.099989;0.999999;0.356520;0.130067;1.002771;0.356522;0.130069;1.002776;0.355535;-0.129707;
1.004871;0.350075;0.099989;0.999999;0.356520;0.130067;1.002771;0.356522;0.130069;1.002776;0.355535;-0.129707;
1.004879;0.350075;0.099989;0.999999;0.356521;0.130067;1.002771;0.356522;0.130069;1.002776;0.355536;-0.129707;
1.004895;0.350076;0.099989;0.999999;0.356521;0.130067;1.002771;0.356523;0.130069;1.002776;0.355536;-0.129707;
1.004927;0.350077;0.099989;0.999999;0.356523;0.130067;1.002771;0.356524;0.130069;1.002776;0.355538;-0.129707;
1.004991;0.350080;0.099988;0.999999;0.356525;0.130067;1.002771;0.356527;0.130069;1.002776;0.355540;-0.129707;
1.005119;0.350085;0.099988;0.999998;0.356531;0.130067;1.002771;0.356533;0.130069;1.002776;0.355546;-0.129707;
1.005375;0.350097;0.099986;0.999998;0.356543;0.130067;1.002771;0.356545;0.130069;1.002776;0.355558;-0.129707;
1.005887;0.350125;0.099982;0.999998;0.356572;0.130068;1.002772;0.356573;0.130069;1.002777;0.355586;-0.129707;
1.006911;0.350194;0.099972;0.999996;0.356643;0.130068;1.002773;0.356644;0.130069;1.002778;0.355657;-0.129707;
1.008959;0.350397;0.099941;0.999993;0.356853;0.130069;1.002776;0.356854;0.130070;1.002780;0.355866;-0.129707;
1.013055;0.351088;0.099837;0.999980;0.357567;0.130071;1.002785;0.357568;0.130072;1.002790;0.356575;-0.129707;
1.021247;0.353617;0.099454;0.999933;0.360179;0.130077;1.002817;0.360180;0.130079;1.002822;0.359169;-0.129707;
1.029439;0.357555;0.098848;0.999859;0.364249;0.130085;1.002866;0.364250;0.130086;1.002871;0.363210;-0.129707;
1.037631;0.362665;0.098052;0.999762;0.369532;0.130096;1.002927;0.369533;0.130096;1.002932;0.368456;-0.129708;
1.045823;0.368671;0.097102;0.999645;0.375744;0.130110;1.002996;0.375746;0.130108;1.003001;0.374625;-0.129712;
1.054015;0.375321;0.096036;0.999515;0.382626;0.130130;1.003070;0.382627;0.130128;1.003074;0.381458;-0.129722;
1.070399;0.389644;0.093707;0.999229;0.397466;0.130208;1.003224;0.397468;0.130209;1.003230;0.396192;-0.129779;
1.086783;0.404842;0.091187;0.998918;0.413235;0.130354;1.003384;0.413236;0.130350;1.003388;0.411844;-0.129905;
1.100578;0.417936;0.088996;0.998645;0.426841;0.130549;1.003523;0.426841;0.130541;1.003527;0.425345;-0.130081;
1.100579;0.417939;0.089003;0.998646;0.426842;0.130549;1.003524;0.426844;0.130551;1.003530;0.425346;-0.130081;
1.100580;0.417940;0.089002;0.998646;0.426843;0.130549;1.003524;0.426845;0.130551;1.003530;0.425347;-0.130082;
1.100582;0.417942;0.089002;0.998646;0.426845;0.130549;1.003524;0.426847;0.130550;1.003530;0.425349;-0.130082;
1.100586;0.417946;0.089001;0.998646;0.426849;0.130549;1.003524;0.426851;0.130551;1.003530;0.425353;-0.130082;
1.100594;0.417954;0.089000;0.998646;0.426857;0.130549;1.003525;0.426859;0.130551;1.003530;0.425361;-0.130082;
1.100610;0.417969;0.088998;0.998646;0.426873;0.130549;1.003525;0.426875;0.130551;1.003530;0.425377;-0.130082;
1.100642;0.418000;0.088992;0.998645;0.426905;0.130550;1.003525;0.426907;0.130552;1.003531;0.425408;-0.130082;
1.100706;0.418062;0.088982;0.998644;0.426969;0.130551;1.003526;0.426971;0.130553;1.003531;0.425472;-0.130083;
1.100834;0.418185;0.088961;0.998641;0.427097;0.130553;1.003527;0.427099;0.130555;1.003533;0.425599;-0.130085;
1.101090;0.418431;0.088920;0.998636;0.427354;0.130557;1.003530;0.427356;0.130559;1.003535;0.425853;-0.130089;
1.101602;0.418923;0.088837;0.998626;0.427865;0.130566;1.003535;0.427867;0.130568;1.003540;0.426361;-0.130097;
1.102626;0.419903;0.088673;0.998605;0.428884;0.130584;1.003545;0.428886;0.130586;1.003551;0.427371;-0.130113;
1.104674;0.421814;0.088353;0.998565;0.430871;0.130620;1.003567;0.430873;0.130622;1.003572;0.429342;-0.130148;
1.106722;0.423657;0.088046;0.998527;0.432789;0.130659;1.003587;0.432791;0.130661;1.003593;0.431244;-0.130184;
1.110818;0.426980;0.087502;0.998459;0.436246;0.130743;1.003628;0.436248;0.130745;1.003634;0.434671;-0.130264;
1.114914;0.429890;0.087039;0.998400;0.439275;0.130834;1.003669;0.439277;0.130836;1.003674;0.437670;-0.130351;
1.119010;0.432372;0.086661;0.998352;0.441859;0.130934;1.003709;0.441861;0.130934;1.003714;0.440227;-0.130447;
1.127202;0.436360;0.086105;0.998279;0.446012;0.131150;1.003789;0.446015;0.131152;1.003794;0.444329;-0.130655;
1.135394;0.438892;0.085850;0.998242;0.448652;0.131394;1.003870;0.448654;0.131395;1.003875;0.446921;-0.130890;
1.143586;0.440051;0.085890;0.998241;0.449860;0.131665;1.003954;0.449862;0.131670;1.003960;0.448087;-0.131152;
1.146922;0.440196;0.085976;0.998249;0.450012;0.131782;1.003990;0.450015;0.131787;1.003996;0.448222;-0.131265;
1.146923;0.440196;0.085974;0.998249;0.450012;0.131782;1.003989;0.450014;0.131785;1.003995;0.448222;-0.131265;
1.146924;0.440196;0.085974;0.998249;0.450012;0.131782;1.003989;0.450014;0.131785;1.003995;0.448222;-0.131265;
1.146926;0.440196;0.085975;0.998249;0.450012;0.131783;1.003989;0.450014;0.131785;1.003995;0.448222;-0.131265;
1.146930;0.440196;0.085975;0.998249;0.450012;0.131783;1.003989;0.450014;0.131785;1.003995;0.448222;-0.131265;
1.146938;0.440196;0.085975;0.998249;0.450012;0.131783;1.003989;0.450014;0.131785;1.003995;0.448222;-0.131265;
1.146954;0.440196;0.085975;0.998249;0.450012;0.131784;1.003989;0.450015;0.131786;1.003995;0.448222;-0.131266;
1.146973;0.440197;0.085976;0.998249;0.450013;0.131784;1.003990;0.450015;0.131786;1.003995;0.448223;-0.131266;
1.146974;0.440197;0.085976;0.998249;0.450013;0.131784;1.003990;0.450015;0.131786;1.003995;0.448223;-0.131267;
1.146975;0.440197;0.085976;0.998249;0.450013;0.131784;1.003990;0.450015;0.131786;1.003995;0.448223;-0.131267;
1.146977;0.440197;0.085976;0.998249;0.450013;0.131784;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.146981;0.440197;0.085976;0.998249;0.450013;0.131785;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.146989;0.440197;0.085977;0.998249;0.450013;0.131785;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.146990;0.440197;0.085977;0.998249;0.450013;0.131785;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.146991;0.440197;0.085977;0.998249;0.450013;0.131785;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.146992;0.440197;0.085977;0.998249;0.450013;0.131785;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.146994;0.440197;0.085977;0.998249;0.450013;0.131785;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.146998;0.440197;0.085977;0.998249;0.450013;0.131785;1.003990;0.450015;0.131787;1.003996;0.448223;-0.131267;
1.147006;0.440197;0.085977;0.998249;0.450013;0.131785;1.003990;0.450015;0.131788;1.003996;0.448223;-0.131268;
1.147022;0.440197;0.085978;0.998249;0.450013;0.131786;1.003990;0.450015;0.131788;1.003996;0.448223;-0.131268;
1.147054;0.440197;0.085979;0.998249;0.450013;0.131787;1.003991;0.450015;0.131789;1.003996;0.448223;-0.131269;
1.147118;0.440197;0.085981;0.998250;0.450014;0.131789;1.003991;0.450016;0.131792;1.003997;0.448223;-0.131272;
1.147246;0.440198;0.085985;0.998250;0.450014;0.131794;1.003993;0.450016;0.131796;1.003998;0.448223;-0.131276;
1.147502;0.440198;0.085994;0.998251;0.450015;0.131803;1.003995;0.450017;0.131805;1.004001;0.448222;-0.131285;
1.148014;0.440196;0.086013;0.998253;0.450012;0.131822;1.004001;0.450015;0.131824;1.004007;0.448217;-0.131303;
1.149038;0.440180;0.086052;0.998257;0.449996;0.131859;1.004012;0.449998;0.131861;1.004018;0.448196;-0.131339;
1.151086;0.440106;0.086140;0.998266;0.449919;0.131935;1.004034;0.449921;0.131937;1.004040;0.448110;-0.131411;
1.155182;0.439804;0.086348;0.998288;0.449606;0.132089;1.004078;0.449608;0.132091;1.004084;0.447778;-0.131560;
1.163374;0.438722;0.086868;0.998344;0.448481;0.132408;1.004168;0.448483;0.132410;1.004174;0.446617;-0.131866;
1.171566;0.437158;0.087488;0.998413;0.446854;0.132734;1.004259;0.446856;0.132736;1.004265;0.444956;-0.132179;
1.187950;0.433543;0.088806;0.998560;0.443093;0.133376;1.004434;0.443095;0.133378;1.004440;0.441135;-0.132795;
1.202696;0.430273;0.089956;0.998689;0.439694;0.133918;1.004580;0.439696;0.133920;1.004585;0.437687;-0.133314;
1.217442;0.427609;0.090927;0.998796;0.436925;0.134401;1.004709;0.436927;0.134400;1.004714;0.434876;-0.133776;
1.232187;0.425847;0.091656;0.998876;0.435095;0.134811;1.004821;0.435097;0.134811;1.004827;0.433006;-0.134168;
1.246933;0.425083;0.092123;0.998926;0.434302;0.135145;1.004916;0.434304;0.135147;1.004922;0.432177;-0.134486;
1.252143;0.425034;0.092231;0.998937;0.434252;0.135246;1.004946;0.434254;0.135248;1.004951;0.432114;-0.134583;
1.252144;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004951;0.432114;-0.134583;
1.252145;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004951;0.432114;-0.134583;
1.252147;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004951;0.432114;-0.134583;
1.252151;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432114;-0.134583;
1.252157;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432115;-0.134583;
1.252158;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432115;-0.134583;
1.252159;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432115;-0.134583;
1.252161;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432115;-0.134583;
1.252165;0.425035;0.092231;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432115;-0.134583;
1.252173;0.425035;0.092232;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432115;-0.134583;
1.252189;0.425035;0.092232;0.998937;0.434252;0.135247;1.004946;0.434254;0.135249;1.004952;0.432115;-0.134583;
1.252221;0.425035;0.092232;0.998937;0.434253;0.135248;1.004946;0.434255;0.135250;1.004952;0.432115;-0.134584;
1.252230;0.425035;0.092233;0.998937;0.434253;0.135248;1.004946;0.434255;0.135250;1.004952;0.432115;-0.134584;
1.252231;0.425035;0.092233;0.998937;0.434253;0.135248;1.004946;0.434255;0.135250;1.004952;0.432115;-0.134584;
1.252232;0.425035;0.092233;0.998937;0.434253;0.135248;1.004946;0.434255;0.135250;1.004952;0.432115;-0.134584;
1.252234;0.425035;0.092233;0.998937;0.434253;0.135248;1.004946;0.434255;0.135250;1.004952;0.432115;-0.134584;
1.252238;0.425035;0.092233;0.998937;0.434253;0.135248;1.004946;0.434255;0.135250;1.004952;0.432115;-0.134584;
1.252246;0.425035;0.092233;0.998937;0.434253;0.135248;1.004946;0.434255;0.135250;1.004952;0.432115;-0.134584;
1.252262;0.425035;0.092233;0.998937;0.434253;0.135249;1.004946;0.434255;0.135251;1.004952;0.432115;-0.134585;
1.252294;0.425035;0.092234;0.998937;0.434253;0.135249;1.004947;0.434255;0.135251;1.004952;0.432115;-0.134585;
1.252358;0.425036;0.092235;0.998938;0.434253;0.135250;1.004947;0.434255;0.135253;1.004953;0.432115;-0.134586;
1.252486;0.425037;0.092237;0.998938;0.434254;0.135253;1.004948;0.434256;0.135255;1.004953;0.432116;-0.134589;
1.252742;0.425038;0.092241;0.998938;0.434256;0.135257;1.004949;0.434258;0.135260;1.004955;0.432117;-0.134593;
1.253254;0.425043;0.092249;0.998939;0.434261;0.135267;1.004952;0.434263;0.135269;1.004957;0.432121;-0.134602;
1.254278;0.425056;0.092264;0.998940;0.434274;0.135285;1.004957;0.434276;0.135287;1.004963;0.432132;-0.134619;
1.256326;0.425094;0.092291;0.998943;0.434315;0.135320;1.004968;0.434317;0.135323;1.004974;0.432168;-0.134653;
1.260422;0.425223;0.092332;0.998946;0.434450;0.135388;1.004988;0.434452;0.135390;1.004994;0.432293;-0.134717;
1.268614;0.425661;0.092367;0.998948;0.434905;0.135508;1.005026;0.434907;0.135510;1.005032;0.432730;-0.134831;
1.284998;0.427044;0.092300;0.998935;0.436346;0.135708;1.005091;0.436348;0.135710;1.005097;0.434135;-0.135020;
1.301382;0.428858;0.092113;0.998909;0.438234;0.135869;1.005147;0.438236;0.135871;1.005153;0.435990;-0.135173;
1.317766;0.430801;0.091885;0.998878;0.440257;0.136014;1.005199;0.440259;0.136015;1.005204;0.437980;-0.135310;
1.334150;0.432640;0.091675;0.998849;0.442172;0.136159;1.005250;0.442174;0.136160;1.005255;0.439863;-0.135448;
1.350534;0.434225;0.091525;0.998827;0.443824;0.136317;1.005303;0.443826;0.136318;1.005308;0.441483;-0.135598;
1.383302;0.436483;0.091451;0.998810;0.446177;0.136688;1.005421;0.446179;0.136691;1.005427;0.443771;-0.135952;
1.416070;0.437776;0.091618;0.998821;0.447526;0.137119;1.005553;0.447528;0.137121;1.005559;0.445054;-0.136362;
1.448838;0.438520;0.091920;0.998848;0.448304;0.137579;1.005691;0.448307;0.137582;1.005697;0.445767;-0.136801;
1.481606;0.439111;0.092252;0.998878;0.448922;0.138039;1.005829;0.448924;0.138042;1.005834;0.446321;-0.137240;
1.514374;0.439779;0.092547;0.998904;0.449621;0.138478;1.005960;0.449624;0.138481;1.005966;0.446957;-0.137658;
1.547142;0.440581;0.092789;0.998925;0.450460;0.138889;1.006084;0.450462;0.138891;1.006090;0.447736;-0.138050;
1.612678;0.442247;0.093201;0.998959;0.452200;0.139650;1.006313;0.452202;0.139652;1.006319;0.449363;-0.138774;
1.678214;0.443576;0.093603;0.998993;0.453590;0.140334;1.006518;0.453592;0.140336;1.006524;0.450652;-0.139425;
1.743750;0.444606;0.094031;0.999031;0.454667;0.140984;1.006713;0.454670;0.140987;1.006719;0.451636;-0.140045;
1.809286;0.445463;0.094462;0.999069;0.455565;0.141604;1.006897;0.455567;0.141605;1.006903;0.452444;-0.140634;
1.874822;0.446186;0.094882;0.999108;0.456322;0.142184;1.007070;0.456324;0.142186;1.007076;0.453118;-0.141186;
2.005894;0.447360;0.095677;0.999182;0.457553;0.143246;1.007385;0.457556;0.143248;1.007391;0.454199;-0.142196;
2.136966;0.448196;0.096407;0.999250;0.458431;0.144171;1.007659;0.458433;0.144173;1.007665;0.454947;-0.143075;
2.399110;0.449238;0.097656;0.999370;0.459528;0.145677;1.008103;0.459530;0.145679;1.008109;0.455834;-0.144506;
2.528851;0.449547;0.098176;0.999420;0.459854;0.146277;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528852;0.449547;0.098176;0.999420;0.459854;0.146277;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528853;0.449547;0.098176;0.999420;0.459854;0.146277;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528855;0.449547;0.098176;0.999420;0.459854;0.146278;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528859;0.449547;0.098176;0.999420;0.459854;0.146278;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528867;0.449547;0.098176;0.999420;0.459854;0.146278;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528883;0.449547;0.098176;0.999420;0.459854;0.146278;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528915;0.449547;0.098176;0.999420;0.459854;0.146278;1.008280;0.459856;0.146280;1.008286;0.456078;-0.145076;
2.528979;0.449547;0.098177;0.999420;0.459854;0.146278;1.008280;0.459857;0.146280;1.008286;0.456078;-0.145077;
2.529107;0.449547;0.098177;0.999420;0.459854;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145077;
2.529165;0.449547;0.098177;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145077;
2.529166;0.449547;0.098177;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145077;
2.529167;0.449547;0.098177;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145077;
2.529169;0.449547;0.098177;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145077;
2.529173;0.449547;0.098177;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145077;
2.529181;0.449547;0.098177;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145078;
2.529197;0.449547;0.098177;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145078;
2.529229;0.449547;0.098178;0.999420;0.459855;0.146279;1.008281;0.459857;0.146281;1.008287;0.456078;-0.145078;
2.529293;0.449547;0.098178;0.999420;0.459855;0.146279;1.008281;0.459857;0.146282;1.008287;0.456078;-0.145078;
2.529421;0.449547;0.098178;0.999420;0.459855;0.146280;1.008281;0.459857;0.146282;1.008287;0.456078;-0.145078;
2.529677;0.449548;0.098179;0.999420;0.459855;0.146281;1.008281;0.459857;0.146283;1.008287;0.456078;-0.145079;
2.530189;0.449548;0.098181;0.999420;0.459856;0.146283;1.008282;0.459858;0.146285;1.008288;0.456079;-0.145081;
2.531213;0.449550;0.098185;0.999421;0.459857;0.146287;1.008283;0.459860;0.146289;1.008289;0.456079;-0.145085;
2.533261;0.449552;0.098193;0.999422;0.459860;0.146296;1.008286;0.459862;0.146298;1.008292;0.456081;-0.145093;
2.537357;0.449557;0.098208;0.999423;0.459865;0.146312;1.008291;0.459868;0.146315;1.008297;0.456084;-0.145109;
2.545549;0.449567;0.098238;0.999426;0.459876;0.146346;1.008300;0.459878;0.146348;1.008306;0.456090;-0.145141;
