time;WECCPVVSource_photovoltaicsV_wecc_reec_PInjPu;WECCPVVSource_photovoltaicsV_wecc_reec_QInjPu;WECCPVVSource_photovoltaicsV_injector_terminal_V_re;WECCPVVSource_photovoltaicsV_injector_terminal_i_re;WECCPVVSource_photovoltaicsV_injector_terminal_V_im;WECCPVVSource_photovoltaicsV_injector_terminal_i_im;WECCPVVSource_photovoltaicsV_pll_omegaPLLPu;
2.3811425167;0.9129780882;0.3504810546;1.0545751663;-0.9129780882;0.2282464083;0.2182988609;0.9999999963;
2.4221025167;0.8902321596;0.3517907440;1.0563249956;-0.8902321596;0.2225598792;0.2252981206;0.9999999963;
2.4630625167;0.8678426543;0.3530812677;1.0580075140;-0.8678426543;0.2169624566;0.2320281385;0.9999999964;
2.5040225167;0.8463626454;0.3543526931;1.0595932060;-0.8463626454;0.2115924100;0.2383708540;0.9999999966;
2.5449825167;0.8261955650;0.3556058347;1.0610647827;-0.8261955650;0.2065505982;0.2442571123;0.9999999969;
2.5859425167;0.8076039879;0.3568417174;1.0624132742;-0.8076039879;0.2019026656;0.2496510334;0.9999999971;
2.6269025167;0.7907342061;0.3580603580;1.0636371181;-0.7907342061;0.1976851853;0.2545463688;0.9999999974;
2.6678625167;0.7756404947;0.3592616826;1.0647397964;-0.7756404947;0.1939117262;0.2589570454;0.9999999977;
2.7497825167;0.7505464957;0.3616125707;1.0666162714;-0.7505464957;0.1876381746;0.2664628835;0.9999999983;
2.8235105167;0.7333502313;0.3636658419;1.0679765809;-0.7333502313;0.1833390730;0.2719040765;0.9999999987;
2.8972385167;0.7205146663;0.3656592630;1.0690843734;-0.7205146663;0.1801301552;0.2763352098;0.9999999991;
2.9709665167;0.7113224804;0.3675916174;1.0699867945;-0.7113224804;0.1778320898;0.2799448645;0.9999999993;
3.0446945167;0.7050350508;0.3694616665;1.0707265687;-0.7050350508;0.1762602194;0.2829039367;0.9999999996;
3.1184225167;0.7009751095;0.3712686900;1.0713402635;-0.7009751095;0.1752452257;0.2853586956;0.9999999997;
3.1921505167;0.6985564149;0.3730124433;1.0718584605;-0.6985564149;0.1746405470;0.2874314667;0.9999999999;
3.2658785167;0.6972962415;0.3746930637;1.0723055783;-0.6972962415;0.1743255011;0.2892199229;0.9999999999;
3.3396065167;0.6968139573;0.3763109848;1.0727005100;-0.6968139573;0.1742049290;0.2907996369;1.0000000000;
3.4133345167;0.6968214443;0.3778668730;1.0730574700;-0.6968214443;0.1742068008;0.2922274651;1.0000000000;
3.4870625167;0.6971094295;0.3793616643;1.0733868184;-0.6971094295;0.1742787977;0.2935448478;1.0000000000;
3.5607905167;0.6975326276;0.3807964870;1.0736958276;-0.6975326276;0.1743845981;0.2947808740;1.0000000000;
3.7082465167;0.6983907601;0.3834932301;1.0742731647;-0.6983907601;0.1745991330;0.2970902036;1.0000000000;
3.8557025167;0.6990398819;0.3858725225;1.0747879291;-0.6990398819;0.1747614148;0.2991492442;1.0000000000;
4.0031585167;0.6994798807;0.3880797790;1.0752728976;-0.6994798807;0.1748714154;0.3010891022;1.0000000000;
4.1506145167;0.6997417348;0.3900993715;1.0757232824;-0.6997417348;0.1749368794;0.3028906264;1.0000000000;
4.4455265167;0.7000159631;0.3936733890;1.0765288951;-0.7000159631;0.1750054371;0.3061130507;1.0000000000;
4.7404385167;0.7000639147;0.3966174130;1.0772004435;-0.7000639147;0.1750174251;0.3087992221;1.0000000000;
5.3302625167;0.7000474350;0.4009453104;1.0781909459;-0.7000474350;0.1750133051;0.3127611989;1.0000000000;
5.8611041167;0.7000029503;0.4033334064;1.0787387296;-0.7000029503;0.1750021839;0.3149523155;1.0000000000;
5.9999999999;0.6999961132;0.4037837397;1.0788419378;-0.6999961132;0.1750004746;0.3153651449;1.0000000000;
5.9999999999;0.6999962622;0.4037810580;1.0788419335;-0.6999964112;0.1750005491;0.3153651276;1.0000000000;
6.0000000062;0.6999961779;0.4037810571;1.0788419334;-0.6999963331;0.1750005493;0.3153651275;1.0000000587;
6.0000000062;0.6999961779;0.4037810571;1.0788419334;-0.6999963331;0.1750005493;0.3153651275;1.0000000587;
6.0000100062;0.6998622372;0.4037795232;1.0788418756;-0.6998721512;0.1750009191;0.3153648981;1.0000934303;
6.0000200062;0.6997301971;0.4037753023;1.0788417465;-0.6997500196;0.1750018019;0.3153643876;1.0001859373;
6.0000400062;0.6994701822;0.4037668655;1.0788413326;-0.6995098326;0.1750045865;0.3153627557;1.0003689445;
6.0000800062;0.6989700112;0.4037513483;1.0788397434;-0.6990492971;0.1750151154;0.3153564937;1.0007250724;
6.0001600062;0.6980445921;0.4037231626;1.0788336911;-0.6982031899;0.1750549142;0.3153326636;1.0013996783;
6.0001728423;0.6979044517;0.4037189923;1.0788323991;-0.6980757769;0.1750633866;0.3153275801;1.0015036357;
6.0001728423;0.6979044517;0.4037189923;1.0788323991;-0.6980757769;0.1750633866;0.3153275801;1.0015036357;
6.0001828423;0.6977984858;0.4037158815;1.0788312700;-0.6979797276;0.1750707900;0.3153231340;1.0015830683;
6.0001928423;0.6976939603;0.4037128310;1.0788300854;-0.6978851184;0.1750785534;0.3153184697;1.0016617644;
6.0002128423;0.6974883592;0.4037068759;1.0788275835;-0.6976993509;0.1750949430;0.3153086224;1.0018173876;
6.0002528423;0.6970932534;0.4036956432;1.0788219601;-0.6973439141;0.1751317467;0.3152864967;1.0021203353;
6.0003328423;0.6963645386;0.4036757579;1.0788083433;-0.6966945443;0.1752207302;0.3152329546;1.0026941737;
6.0004928423;0.6951273760;0.4036451499;1.0787725874;-0.6956160704;0.1754537639;0.3150925401;1.0037245014;
6.0005394013;0.6948111347;0.4036380323;1.0787604727;-0.6953459958;0.1755325138;0.3150450304;1.0040000000;
6.0005394013;0.6948111347;0.4036380323;1.0787604727;-0.6953459958;0.1755325138;0.3150450304;1.0040000000;
6.0005394048;0.6948111126;0.4036380318;1.0787604717;-0.6953459772;0.1755325203;0.3150450264;1.0040000200;
6.0005394048;0.6948111126;0.4036380318;1.0787604717;-0.6953459772;0.1755325203;0.3150450264;1.0040000200;
6.0005494048;0.6947489219;0.4036367490;1.0787576544;-0.6952937079;0.1755508688;0.3150339722;1.0040563075;
6.0005594048;0.6946876750;0.4036355010;1.0787547955;-0.6952423763;0.1755694517;0.3150227554;1.0041120731;
6.0005794048;0.6945673560;0.4036330939;1.0787489921;-0.6951418869;0.1756071609;0.3149999916;1.0042223944;
6.0006194048;0.6943373710;0.4036287148;1.0787369689;-0.6949515586;0.1756852419;0.3149528461;1.0044370772;
6.0006994048;0.6939174778;0.4036215819;1.0787113475;-0.6946109620;0.1758514189;0.3148524436;1.0048437456;
6.0008594048;0.6932211547;0.4036130744;1.0786544274;-0.6940731520;0.1762196186;0.3146296884;1.0055738577;
6.0011794048;0.6922811201;0.4036138079;1.0785223703;-0.6934497369;0.1770690680;0.3141143423;1.0067588285;
6.0018194048;0.6915599773;0.4036581953;1.0782095117;-0.6933597812;0.1790571755;0.3129008021;1.0083558742;
6.0024594048;0.6918179344;0.4037357449;1.0778520221;-0.6942454578;0.1812891701;0.3115249094;1.0092255984;
6.0037394048;0.6931152715;0.4039012077;1.0770870193;-0.6967888580;0.1859460706;0.3086215396;1.0100576742;
6.0050194048;0.6947112992;0.4040419791;1.0762812369;-0.6996176928;0.1906741481;0.3056171426;1.0100644767;
6.0075794048;0.6966131525;0.4042054637;1.0746476887;-0.7039488379;0.1997978163;0.2997221900;1.0100671079;
6.0126994048;0.6983058110;0.4043192825;1.0712233558;-0.7103611405;0.2174775265;0.2880740588;1.0100661428;
6.0178194048;0.6990353906;0.4043338682;1.0675412512;-0.7156230825;0.2348593250;0.2764288980;1.0100641767;
6.0280594048;0.6992393812;0.4042726266;1.0594104562;-0.7243402871;0.2691236675;0.2531709464;1.0100600666;
6.0382994048;0.6989343635;0.4042050373;1.0502104478;-0.7318042865;0.3029836042;0.2297593257;1.0100562740;
6.0587794048;0.6974088340;0.4041706469;1.0286949819;-0.7436128930;0.3695180145;0.1827841694;1.0100493867;
6.0792594048;0.6951567584;0.4040352375;1.0030103397;-0.7517255665;0.4343686084;0.1354036281;1.0100436757;
6.0997394048;0.6924099176;0.4041337857;0.9733628319;-0.7563766987;0.4973340136;0.0882138594;1.0100382623;
6.1202194048;0.6893204147;0.4042585405;0.9398275629;-0.7579586138;0.5582586075;0.0412221789;1.0100328675;
6.1406994048;0.6858145084;0.4042945745;0.9025201038;-0.7561622079;0.6168089138;-0.0054762616;1.0100292451;
6.1816594048;0.6779028366;0.4042691019;0.8172856173;-0.7433293923;0.7260550062;-0.0969491563;1.0100221133;
6.2226194048;0.6696151577;0.4066878503;0.7195039631;-0.7203272078;0.8238262587;-0.1829497783;1.0100162868;
6.2490789640;0.6631559856;0.4045473249;0.6495014875;-0.6979025810;0.8795567479;-0.2385285498;1.0100144264;
6.2755385232;0.6571576302;0.4038803352;0.5754407338;-0.6722124330;0.9295734221;-0.2908236913;1.0100116033;
6.3019980824;0.6514942914;0.4045768857;0.4976458055;-0.6436695241;0.9736701759;-0.3399232677;1.0100092013;
6.3284576416;0.6459558535;0.4059810875;0.4165367510;-0.6123428856;1.0114364846;-0.3862590367;1.0100078983;
6.3549172009;0.6403579278;0.4069658207;0.3325126109;-0.5774420008;1.0423405097;-0.4302423132;1.0100069284;
6.3813767601;0.6348665265;0.4075125075;0.2462492990;-0.5386828218;1.0660777318;-0.4710313763;1.0100057113;
6.4078363193;0.6298229685;0.4071901059;0.1582856229;-0.4969535181;1.0826565176;-0.5085023727;1.0100045643;
6.4342958785;0.6251002539;0.4067510739;0.0690590004;-0.4529909067;1.0920600272;-0.5431331552;1.0100039329;
6.4607554377;0.6204308053;0.4078712198;-0.0207018007;-0.4069312750;1.0941724797;-0.5742709451;1.0100035535;
6.4872149969;0.6159879405;0.4096243989;-0.1102568036;-0.3594472780;1.0890734615;-0.6011990930;1.0100026089;
6.4928277989;0.6145254687;0.4063771810;-0.1291872598;-0.3468486637;1.0864590448;-0.6068649345;1.0100030902;
6.4999999999;0.6132395213;0.4037752531;-0.1533415826;-0.3311812673;1.0827906200;-0.6135046112;1.0100029176;
6.4999999999;0.6136553090;0.4040330070;-0.1534150951;-0.3311018149;1.0827761378;-0.6136553090;1.0100024136;
6.5000099999;0.6137855561;0.4040326569;-0.1534476572;-0.3310796823;1.0827706046;-0.6137855561;1.0099090410;
6.5000199999;0.6139140627;0.4040322480;-0.1534797841;-0.3310577830;1.0827651297;-0.6139140627;1.0098165340;
6.5000379771;0.6141417084;0.4040313996;-0.1535366960;-0.3310188648;1.0827554001;-0.6141417084;1.0096519144;
6.5000379771;0.6141417084;0.4040313996;-0.1535366960;-0.3310188648;1.0827554001;-0.6141417084;1.0096519144;
6.5000479771;0.6142654387;0.4040308296;-0.1535676288;-0.3309976069;1.0827500856;-0.6142654387;1.0095617972;
6.5000579771;0.6143875022;0.4040302036;-0.1535981449;-0.3309765731;1.0827448271;-0.6143875022;1.0094725215;
6.5000779771;0.6146277753;0.4040288226;-0.1536582137;-0.3309350221;1.0827344393;-0.6146277753;1.0092959205;
6.5001179771;0.6150894331;0.4040254277;-0.1537736291;-0.3308544666;1.0827143002;-0.6150894331;1.0089523249;
6.5001447326;0.6153849954;0.4040227164;-0.1538475203;-0.3308023748;1.0827012772;-0.6153849954;1.0087293022;
6.5001447326;0.6153849954;0.4040227164;-0.1538475203;-0.3308023748;1.0827012772;-0.6153849954;1.0087293022;
6.5001547326;0.6154918107;0.4040215804;-0.1538742244;-0.3307833978;1.0826965329;-0.6154918107;1.0086477992;
6.5001647326;0.6155971514;0.4040203950;-0.1539005597;-0.3307646226;1.0826918391;-0.6155971514;1.0085670572;
6.5001847326;0.6158044225;0.4040179112;-0.1539523779;-0.3307275336;1.0826825667;-0.6158044225;1.0084073372;
6.5002247326;0.6162022542;0.4040123911;-0.1540518367;-0.3306556265;1.0826645898;-0.6162022542;1.0080965853;
6.5003047326;0.6169350073;0.4039992865;-0.1542350265;-0.3305203942;1.0826307814;-0.6169350073;1.0075081574;
6.5004647326;0.6181749267;0.4039658008;-0.1545450089;-0.3302809263;1.0825709140;-0.6181749267;1.0064525001;
6.5007847326;0.6199401786;0.4038767375;-0.1549863255;-0.3299015863;1.0824760782;-0.6199401786;1.0047415278;
6.5009510279;0.6206141435;0.4038237917;-0.1551548181;-0.3297394092;1.0824355336;-0.6206141435;1.0040000200;
6.5009510279;0.6206141435;0.4038237917;-0.1551548181;-0.3297394092;1.0824355336;-0.6206141435;1.0040000200;
6.5009510333;0.6206141579;0.4038237898;-0.1551548217;-0.3297394049;1.0824355325;-0.6206141579;1.0040000000;
6.5009510333;0.6206141579;0.4038237898;-0.1551548217;-0.3297394049;1.0824355325;-0.6206141579;1.0040000000;
6.5009610333;0.6206409671;0.4038201656;-0.1551615241;-0.3297314402;1.0824335413;-0.6206409671;1.0039626532;
6.5009710333;0.6206672495;0.4038165070;-0.1551680947;-0.3297236577;1.0824315957;-0.6206672495;1.0039256550;
6.5009758178;0.6206796673;0.4038147536;-0.1551711992;-0.3297199517;1.0824306692;-0.6206796673;1.0039080520;
6.5009758178;0.6206796673;0.4038147536;-0.1551711992;-0.3297199517;1.0824306692;-0.6206796673;1.0039080520;
6.5009758178;0.6206796673;0.4038147536;-0.1551711992;-0.3297199517;1.0824306692;-0.6206796673;1.0039080520;
6.5009758178;0.6206796673;0.4038147536;-0.1551711992;-0.3297199517;1.0824306692;-0.6206796673;1.0039080520;
6.5009858178;0.6207051469;0.4038110730;-0.1551775692;-0.3297122912;1.0824287540;-0.6207051469;1.0038715635;
6.5009958178;0.6207300897;0.4038073795;-0.1551838049;-0.3297047035;1.0824268571;-0.6207300897;1.0038354158;
6.5010158178;0.6207786937;0.4037999590;-0.1551959560;-0.3296897168;1.0824231104;-0.6207786937;1.0037639386;
6.5010558178;0.6208699286;0.4037849673;-0.1552187649;-0.3296606086;1.0824158333;-0.6208699286;1.0036248222;
6.5011358178;0.6210296645;0.4037544230;-0.1552586992;-0.3296057340;1.0824021145;-0.6210296645;1.0033614101;
6.5012958178;0.6212683081;0.4036914845;-0.1553183606;-0.3295079889;1.0823776780;-0.6212683081;1.0028888023;
6.5016158178;0.6214932584;0.4035608630;-0.1553745987;-0.3293509528;1.0823384187;-0.6214932584;1.0021228178;
6.5022558178;0.6213146485;0.4032946241;-0.1553299458;-0.3291389514;1.0822854179;-0.6213146485;1.0010929864;
6.5035358178;0.6199441542;0.4027942782;-0.1549873194;-0.3289158063;1.0822296311;-0.6199441542;1.0001015670;
6.5048158178;0.6181498324;0.4023651604;-0.1545387353;-0.3288283510;1.0822077672;-0.6181498324;0.9998731243;
6.5073758178;0.6153708283;0.4017500235;-0.1538439785;-0.3287366606;1.0821848444;-0.6153708283;0.9997954730;
6.5124958178;0.6130756023;0.4015193788;-0.1532701673;-0.3289116897;1.0822286020;-0.6130756023;0.9999648884;
6.5176158178;0.6117850803;0.4016514508;-0.1529475341;-0.3292481291;1.0823127125;-0.6117850803;0.9999939714;
6.5227358178;0.6109340051;0.4019561155;-0.1527347635;-0.3296671472;1.0824174679;-0.6109340051;0.9999989642;
6.5329758178;0.6096858517;0.4026499781;-0.1524227226;-0.3305062506;1.0826272455;-0.6096858517;1.0000008187;
6.5432158178;0.6088798977;0.4032891159;-0.1522212324;-0.3312217043;1.0828061104;-0.6088798977;1.0000009773;
6.5636958178;0.6079011793;0.4039131093;-0.1519765508;-0.3319517472;1.0829886226;-0.6079011793;1.0000001187;
6.5819949010;0.6076889080;0.4039748747;-0.1519234825;-0.3320431155;1.0830114649;-0.6076889080;0.9999999825;
6.6002939842;0.6080558654;0.4038744131;-0.1520152227;-0.3318908495;1.0829733981;-0.6080558654;1.0000000167;
6.6185930674;0.6089726324;0.4037841130;-0.1522444163;-0.3316565283;1.0829148173;-0.6089726324;1.0000000132;
6.6551912339;0.6121419727;0.4037791000;-0.1530367579;-0.3311239678;1.0827816761;-0.6121419727;1.0000000017;
6.6917894003;0.6167190995;0.4038571556;-0.1541810491;-0.3304269905;1.0826074303;-0.6167190995;1.0000000008;
6.7283875667;0.6222498733;0.4039314551;-0.1555637539;-0.3295585108;1.0823903086;-0.6222498733;1.0000000011;
6.7649857332;0.6283600235;0.4039882602;-0.1570913041;-0.3285665368;1.0821423130;-0.6283600235;1.0000000012;
6.8015838996;0.6347542488;0.4040386369;-0.1586898737;-0.3275092446;1.0818779878;-0.6347542488;1.0000000012;
6.8381820661;0.6412030529;0.4040885682;-0.1603020880;-0.3264306981;1.0816083490;-0.6412030529;1.0000000012;
6.8747802325;0.6475316493;0.4041377481;-0.1618842502;-0.3253611966;1.0813409714;-0.6475316493;1.0000000011;
6.9113783989;0.6536112063;0.4041846943;-0.1634041520;-0.3243230039;1.0810814211;-0.6536112063;1.0000000011;
6.9845747318;0.6646402449;0.4042696210;-0.1661614344;-0.3224138880;1.0806041381;-0.6646402449;1.0000000009;
7.0577710647;0.6740192735;0.4043423764;-0.1685062110;-0.3207622579;1.0801912272;-0.6740192735;1.0000000008;
7.1309673976;0.6816686435;0.4044024750;-0.1704185693;-0.3193978137;1.0798501133;-0.6816686435;1.0000000006;
7.2041637305;0.6876672845;0.4044500732;-0.1719182419;-0.3183175702;1.0795800502;-0.6876672845;1.0000000005;
7.2773600633;0.6921952443;0.4044856336;-0.1730502412;-0.3174953073;1.0793744828;-0.6921952443;1.0000000003;
7.3505563962;0.6954816208;0.4045098249;-0.1738718421;-0.3168933527;1.0792239929;-0.6954816208;1.0000000002;
7.4237527291;0.6977660138;0.4045234999;-0.1744429451;-0.3164700954;1.0791181777;-0.6977660138;1.0000000002;
7.4969490620;0.6992738678;0.4045275502;-0.1748199117;-0.3161851663;1.0790469449;-0.6992738678;1.0000000001;
7.5701453949;0.7002029664;0.4045228391;-0.1750521883;-0.3160025033;1.0790012787;-0.7002029664;1.0000000001;
7.6433417277;0.7007178844;0.4045101718;-0.1751809189;-0.3158917914;1.0789736005;-0.7007178844;1.0000000000;
7.7165380606;0.7009496466;0.4044902804;-0.1752388599;-0.3158287821;1.0789578481;-0.7009496466;1.0000000000;
7.8629307264;0.7010106909;0.4044320792;-0.1752541211;-0.3157625604;1.0789412925;-0.7010106909;1.0000000000;
8.0093233921;0.7007758675;0.4043518421;-0.1751954147;-0.3157343773;1.0789342467;-0.7007758675;1.0000000000;
8.1557160579;0.7004835374;0.4042529774;-0.1751223316;-0.3157001769;1.0789256965;-0.7004835374;1.0000000000;
8.4485013894;0.7001840055;0.4039911788;-0.1750474480;-0.3155185232;1.0788802827;-0.7001840055;1.0000000000;
8.7412867209;0.7000590662;0.4036975528;-0.1750162129;-0.3152742614;1.0788192167;-0.7000590662;1.0000000000;
9.3268573840;0.7000057594;0.4030601517;-0.1750028861;-0.3147021123;1.0786761783;-0.7000057594;1.0000000000;
9.9124280470;0.6999981828;0.4024252095;-0.1750009920;-0.3141233560;1.0785314880;-0.6999981828;1.0000000000;
11.0835693731;0.6999991331;0.4013484295;-0.1750012296;-0.3131389923;1.0782853950;-0.6999991331;1.0000000000;
12.2547106992;0.6999998745;0.4005162618;-0.1750014149;-0.3123780229;1.0780951511;-0.6999998745;1.0000000000;
13.4258520253;0.7000000877;0.3999147743;-0.1750014682;-0.3118279622;1.0779576348;-0.7000000877;1.0000000000;
15.7681346775;0.7000001853;0.3991233432;-0.1750014926;-0.3111042083;1.0777766949;-0.7000001853;1.0000000000;
18.1104173297;0.7000001042;0.3988272677;-0.1750014723;-0.3108334512;1.0777090050;-0.7000001042;1.0000000000;
20.0000000000;0.7000000362;0.3987932660;-0.1750014553;-0.3108023318;1.0777012251;-0.7000000362;1.0000000000;
