time;WT4A_WT_controlMeasurements_PPu;WT4A_WT_controlMeasurements_QPu;WT4A_WT_controlMeasurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;
6.000740;0.368015;-0.135653;0.736339;0.729782;0.098047;-0.470809;-0.249135;
6.000797;0.368045;-0.135583;0.736364;0.729806;0.098054;-0.470844;-0.249041;
6.000797;0.368044;-0.135583;0.736364;0.729806;0.098054;-0.470844;-0.249041;
6.000797;0.368045;-0.135583;0.736364;0.729806;0.098054;-0.470844;-0.249040;
6.001028;0.368108;-0.135324;0.736459;0.729901;0.098065;-0.470916;-0.248670;
6.001491;0.368312;-0.134352;0.736818;0.730259;0.098096;-0.471143;-0.247268;
6.001953;0.368591;-0.132969;0.737329;0.730769;0.098135;-0.471450;-0.245268;
6.002877;0.369399;-0.128881;0.738834;0.732273;0.098248;-0.472339;-0.239374;
6.003059;0.369600;-0.127879;0.739202;0.732640;0.098276;-0.472561;-0.237934;
6.003059;0.369597;-0.127879;0.739202;0.732640;0.098275;-0.472557;-0.237934;
6.003436;0.369989;-0.125933;0.739915;0.733352;0.098331;-0.472988;-0.235143;
6.003831;0.370465;-0.123584;0.740774;0.734209;0.098400;-0.473513;-0.231783;
6.003831;0.370462;-0.123584;0.740774;0.734209;0.098399;-0.473509;-0.231782;
6.004221;0.370939;-0.121244;0.741627;0.735061;0.098468;-0.474035;-0.228446;
6.004673;0.371557;-0.118258;0.742712;0.736144;0.098559;-0.474716;-0.224203;
6.004673;0.371554;-0.118259;0.742712;0.736144;0.098558;-0.474712;-0.224202;
6.005079;0.372118;-0.115546;0.743695;0.737124;0.098642;-0.475335;-0.220362;
6.005331;0.372498;-0.113752;0.744344;0.737771;0.098700;-0.475756;-0.217831;
6.005331;0.372495;-0.113753;0.744343;0.737771;0.098699;-0.475752;-0.217831;
6.005343;0.372514;-0.113667;0.744374;0.737802;0.098702;-0.475772;-0.217710;
6.005344;0.372514;-0.113664;0.744376;0.737803;0.098702;-0.475772;-0.217705;
6.005719;0.373077;-0.111006;0.745334;0.738758;0.098788;-0.476395;-0.213965;
6.005719;0.373077;-0.111006;0.745334;0.738758;0.098788;-0.476394;-0.213965;
6.005719;0.373077;-0.111006;0.745334;0.738758;0.098788;-0.476394;-0.213964;
6.006121;0.373878;-0.106903;0.746810;0.740232;0.098898;-0.477267;-0.208184;
6.006925;0.375681;-0.097641;0.750120;0.743539;0.099147;-0.479228;-0.195222;
6.008532;0.379722;-0.077193;0.757318;0.750724;0.099719;-0.483617;-0.167064;
6.010139;0.383946;-0.056518;0.764447;0.757832;0.100347;-0.488202;-0.139224;
6.013352;0.391497;-0.022475;0.775876;0.769197;0.101584;-0.496451;-0.094782;
6.014314;0.393391;-0.015021;0.778325;0.771621;0.101934;-0.498551;-0.085328;
6.014314;0.393377;-0.015023;0.778325;0.771622;0.101930;-0.498534;-0.085324;
6.014819;0.394545;-0.009957;0.779984;0.773269;0.102130;-0.499811;-0.078889;
6.015827;0.396933;0.000428;0.783364;0.776624;0.102538;-0.502415;-0.065783;
6.017843;0.401679;0.020807;0.789909;0.783118;0.103361;-0.507587;-0.040425;
6.021877;0.410170;0.054753;0.800560;0.793653;0.104929;-0.516898;0.000649;
6.025910;0.417422;0.080387;0.808396;0.801364;0.106392;-0.524954;0.030618;
6.029943;0.423432;0.098026;0.813674;0.806511;0.107732;-0.531765;0.050511;
6.033976;0.428409;0.109053;0.816906;0.809606;0.108966;-0.537548;0.062350;
6.038010;0.432616;0.115163;0.818645;0.811206;0.110120;-0.542574;0.068312;
6.042043;0.436300;0.117931;0.819380;0.811797;0.111220;-0.547083;0.070319;
6.046076;0.439655;0.118623;0.819494;0.811766;0.112284;-0.551269;0.069878;
6.050109;0.442827;0.118159;0.819261;0.811386;0.113328;-0.555273;0.068069;
6.058176;0.448973;0.116039;0.818436;0.810260;0.115394;-0.563085;0.063020;
6.066242;0.455130;0.114014;0.817632;0.809151;0.117460;-0.570903;0.058031;
6.074309;0.461336;0.112383;0.816939;0.808147;0.119530;-0.578763;0.053460;
6.090442;0.473881;0.110111;0.815832;0.806403;0.123679;-0.594604;0.045351;
6.112567;0.491105;0.107639;0.814480;0.804132;0.129355;-0.616312;0.034715;
6.112567;0.491130;0.107705;0.814489;0.804151;0.129361;-0.616340;0.034788;
6.118802;0.494159;0.106787;0.814096;0.803588;0.130376;-0.620176;0.032269;
6.131271;0.496959;0.104914;0.813414;0.802739;0.131350;-0.623764;0.028631;
6.143741;0.498266;0.103096;0.812803;0.802039;0.131838;-0.625478;0.025728;
6.168680;0.499078;0.099554;0.811674;0.800831;0.132224;-0.626643;0.020850;
6.193620;0.499331;0.096066;0.810579;0.799688;0.132427;-0.627104;0.016281;
6.243498;0.499441;0.089327;0.808469;0.797505;0.132696;-0.627518;0.007596;
6.249999;0.499444;0.088510;0.808213;0.797241;0.132726;-0.627555;0.006544;
6.249999;0.681051;0.086814;1.093965;1.086568;0.127005;-0.627556;0.006544;
6.250075;0.681031;0.086973;1.094005;1.086609;0.126995;-0.627532;0.006699;
6.250226;0.680883;0.086999;1.094015;1.086624;0.126957;-0.627395;0.006761;
6.250378;0.680632;0.086743;1.093956;1.086571;0.126900;-0.627173;0.006584;
6.250681;0.679750;0.085169;1.093582;1.086215;0.126721;-0.626418;0.005329;
6.250985;0.678516;0.082600;1.092967;1.085624;0.126481;-0.625377;0.003226;
6.251591;0.674858;0.074001;1.090891;1.083614;0.125797;-0.622326;-0.003955;
6.252198;0.670217;0.062439;1.088082;1.080884;0.124948;-0.618476;-0.013729;
6.252683;0.665414;0.049733;1.084973;1.077853;0.124093;-0.614518;-0.024608;
6.252683;0.665381;0.049736;1.084974;1.077855;0.124084;-0.614488;-0.024597;
6.252964;0.662895;0.043441;1.083429;1.076352;0.123633;-0.612428;-0.029986;
6.253525;0.657602;0.030307;1.080192;1.073205;0.122666;-0.608031;-0.041258;
6.254015;0.652650;0.018283;1.077214;1.070311;0.121755;-0.603904;-0.051616;
6.254015;0.652624;0.018285;1.077215;1.070313;0.121748;-0.603881;-0.051607;
6.254023;0.652538;0.018073;1.077162;1.070262;0.121732;-0.603809;-0.051791;
6.254023;0.652538;0.018073;1.077162;1.070262;0.121732;-0.603808;-0.051791;
6.254024;0.652535;0.018067;1.077161;1.070260;0.121732;-0.603806;-0.051796;
6.254170;0.651090;0.014536;1.076283;1.069407;0.121466;-0.602603;-0.054852;
6.254170;0.651089;0.014537;1.076283;1.069407;0.121466;-0.602601;-0.054852;
6.254170;0.651089;0.014536;1.076283;1.069407;0.121466;-0.602601;-0.054852;
6.254455;0.648243;0.007606;1.074556;1.067728;0.120943;-0.600230;-0.060865;
6.255026;0.642396;-0.006496;1.071023;1.064295;0.119865;-0.595349;-0.073154;
6.256168;0.630447;-0.034960;1.063823;1.057297;0.117656;-0.585354;-0.098204;
6.257310;0.618609;-0.063022;1.056625;1.050297;0.115467;-0.575433;-0.123265;
6.259594;0.596481;-0.115153;1.042976;1.037012;0.111378;-0.556843;-0.170850;
6.259758;0.595077;-0.118514;1.042083;1.036141;0.111120;-0.555663;-0.173972;
6.259758;0.595056;-0.118512;1.042084;1.036143;0.111115;-0.555644;-0.173964;
6.260069;0.592144;-0.125394;1.040250;1.034356;0.110579;-0.553194;-0.180369;
6.260692;0.586469;-0.138799;1.036658;1.030855;0.109534;-0.548417;-0.192917;
6.261937;0.575824;-0.163958;1.029844;1.024209;0.107579;-0.539448;-0.216744;
6.264426;0.557678;-0.207064;1.017936;1.012583;0.104261;-0.524136;-0.258459;
6.266916;0.542741;-0.242910;1.007795;1.002666;0.101551;-0.511514;-0.294071;
6.268028;0.537374;-0.256029;1.004026;0.998974;0.100587;-0.506979;-0.307339;
6.268028;0.537344;-0.256026;1.004027;0.998976;0.100579;-0.506952;-0.307330;
6.268435;0.535297;-0.260714;1.002675;0.997655;0.100202;-0.505212;-0.312068;
6.269250;0.531781;-0.267744;1.000648;0.995687;0.099523;-0.502189;-0.319100;
6.270315;0.528424;-0.272037;0.999430;0.994535;0.098800;-0.499228;-0.323126;
6.270315;0.528421;-0.272035;0.999431;0.994535;0.098799;-0.499224;-0.323124;
6.270834;0.526773;-0.274183;0.998819;0.993956;0.098446;-0.497772;-0.325152;
6.271873;0.524141;-0.275895;0.998357;0.993552;0.097828;-0.495398;-0.326463;
6.273950;0.520773;-0.272343;0.999486;0.994782;0.096859;-0.492182;-0.321694;
6.276027;0.518649;-0.264619;1.001832;0.997215;0.096079;-0.489983;-0.312567;
6.276647;0.518238;-0.261730;1.002700;0.998104;0.095885;-0.489513;-0.309253;
6.276647;0.518242;-0.261727;1.002700;0.998105;0.095886;-0.489517;-0.309251;
6.277664;0.517505;-0.257073;1.004095;0.999538;0.095555;-0.488691;-0.303910;
6.279700;0.516470;-0.247126;1.007051;1.002561;0.094985;-0.487422;-0.292674;
6.279968;0.516356;-0.245881;1.007419;1.002937;0.094918;-0.487277;-0.291277;
6.279968;0.516359;-0.245881;1.007419;1.002937;0.094919;-0.487280;-0.291277;
6.281370;0.515758;-0.239236;1.009379;1.004940;0.094562;-0.486514;-0.283839;
6.284172;0.514585;-0.228323;1.012584;1.008218;0.093928;-0.485082;-0.271653;
6.286974;0.513268;-0.220362;1.014915;1.010613;0.093350;-0.483611;-0.262719;
6.292579;0.510343;-0.213686;1.016891;1.012684;0.092401;-0.480695;-0.254870;
6.298184;0.507574;-0.212218;1.017359;1.013222;0.091651;-0.478093;-0.252695;
6.303789;0.505287;-0.212872;1.017208;1.013122;0.091089;-0.476004;-0.252912;
6.314998;0.502670;-0.214470;1.016790;1.012757;0.090471;-0.473640;-0.254079;
6.326208;0.501336;-0.215023;1.016652;1.012648;0.090148;-0.472428;-0.254394;
6.348627;0.500453;-0.215086;1.016648;1.012663;0.089925;-0.471615;-0.254276;
6.371046;0.500165;-0.214922;1.016700;1.012722;0.089847;-0.471344;-0.254039;
6.415884;0.500050;-0.214578;1.016801;1.012827;0.089807;-0.471226;-0.253644;
6.505560;0.500022;-0.213976;1.016975;1.013004;0.089782;-0.471181;-0.252989;
6.684913;0.500015;-0.213023;1.017249;1.013282;0.089751;-0.471143;-0.251962;
7.043618;0.500009;-0.211820;1.017595;1.013633;0.089713;-0.471099;-0.250666;
7.761027;0.500004;-0.210762;1.017899;1.013941;0.089679;-0.471060;-0.249527;
8.478437;0.500002;-0.210297;1.018032;1.014076;0.089665;-0.471042;-0.249028;
9.913257;0.500000;-0.210078;1.018095;1.014140;0.089658;-0.471034;-0.248791;
11.348076;0.500000;-0.210015;1.018113;1.014158;0.089656;-0.471032;-0.248724;
11.999998;0.500000;-0.210012;1.018114;1.014159;0.089655;-0.471032;-0.248721;
11.999998;0.288617;-0.110574;0.580239;0.576070;0.069436;-0.471032;-0.248721;
11.999999;0.288617;-0.110575;0.580239;0.576069;0.069436;-0.471031;-0.248722;
12.000100;0.288585;-0.110627;0.580225;0.576056;0.069429;-0.470979;-0.248807;
12.000303;0.288588;-0.110583;0.580237;0.576068;0.069429;-0.470984;-0.248726;
12.000494;0.288653;-0.110406;0.580286;0.576116;0.069443;-0.471088;-0.248423;
12.000494;0.288653;-0.110406;0.580286;0.576116;0.069443;-0.471088;-0.248422;
12.000671;0.288722;-0.110147;0.580359;0.576187;0.069457;-0.471199;-0.247967;
12.001026;0.288906;-0.109253;0.580610;0.576436;0.069492;-0.471492;-0.246372;
12.001381;0.289134;-0.108007;0.580960;0.576784;0.069534;-0.471855;-0.244142;
12.002091;0.289747;-0.104318;0.581997;0.577816;0.069641;-0.472825;-0.237526;
12.002704;0.290397;-0.100259;0.583134;0.578947;0.069753;-0.473852;-0.230265;
12.002792;0.290495;-0.099649;0.583305;0.579117;0.069770;-0.474006;-0.229177;
12.003031;0.290765;-0.097963;0.583775;0.579585;0.069816;-0.474433;-0.226172;
12.003235;0.291019;-0.096356;0.584223;0.580031;0.069860;-0.474835;-0.223313;
12.003235;0.291018;-0.096357;0.584223;0.580031;0.069860;-0.474833;-0.223313;
12.003417;0.291298;-0.094460;0.584751;0.580557;0.069906;-0.475273;-0.219934;
12.003651;0.291681;-0.091833;0.585481;0.581285;0.069969;-0.475876;-0.215264;
12.004118;0.292562;-0.085682;0.587183;0.582982;0.070112;-0.477259;-0.204369;
12.005053;0.294690;-0.070585;0.591317;0.587105;0.070455;-0.480589;-0.177899;
12.005373;0.295518;-0.064720;0.592907;0.588690;0.070589;-0.481882;-0.167721;
12.005373;0.295512;-0.064721;0.592907;0.588690;0.070588;-0.481871;-0.167720;
12.005403;0.295586;-0.064193;0.593050;0.588832;0.070600;-0.481988;-0.166806;
12.005403;0.295586;-0.064193;0.593050;0.588832;0.070600;-0.481987;-0.166806;
12.005403;0.295588;-0.064183;0.593052;0.588835;0.070600;-0.481989;-0.166790;
12.005624;0.296140;-0.060278;0.594105;0.589885;0.070690;-0.482851;-0.160049;
12.006064;0.297306;-0.052013;0.596322;0.592094;0.070878;-0.484666;-0.145864;
12.006945;0.299816;-0.034211;0.601038;0.596796;0.071285;-0.488558;-0.115681;
12.008706;0.305109;0.003000;0.610659;0.606382;0.072148;-0.496719;-0.054152;
12.010152;0.309446;0.032825;0.618153;0.613843;0.072866;-0.503368;-0.006278;
12.010152;0.309422;0.032822;0.618152;0.613844;0.072860;-0.503328;-0.006273;
12.010376;0.310115;0.037626;0.619343;0.615028;0.072974;-0.504386;0.001331;
12.010825;0.311532;0.047491;0.621773;0.617448;0.073207;-0.506546;0.016856;
12.011723;0.314449;0.067920;0.626747;0.622400;0.073687;-0.510978;0.048630;
12.013518;0.320366;0.109526;0.636644;0.632251;0.074659;-0.519913;0.111838;
12.015314;0.326217;0.150621;0.646135;0.641694;0.075624;-0.528688;0.172417;
12.017109;0.331841;0.189984;0.654982;0.650493;0.076555;-0.537071;0.228855;
12.018905;0.337137;0.226730;0.663041;0.658504;0.077437;-0.544928;0.280229;
12.020700;0.342044;0.260268;0.670239;0.665654;0.078262;-0.552183;0.326075;
12.022496;0.346531;0.290264;0.676556;0.671924;0.079026;-0.558807;0.366267;
12.024291;0.350595;0.316591;0.682009;0.677333;0.079730;-0.564804;0.400924;
12.027882;0.357164;0.355499;0.689917;0.685156;0.080913;-0.574550;0.451008;
12.031114;0.362067;0.381056;0.695014;0.690178;0.081840;-0.581885;0.483114;
12.034345;0.366132;0.398793;0.698500;0.693593;0.082652;-0.588044;0.504892;
12.037577;0.369546;0.410271;0.700726;0.695748;0.083377;-0.593295;0.518585;
12.040809;0.372486;0.417281;0.702065;0.697017;0.084036;-0.597888;0.526582;
12.044041;0.375092;0.421067;0.702768;0.697652;0.084651;-0.602019;0.530502;
12.047273;0.377467;0.422660;0.703042;0.697856;0.085234;-0.605830;0.531661;
12.050504;0.379696;0.422764;0.703023;0.697768;0.085798;-0.609443;0.530942;
12.053736;0.381834;0.421955;0.702826;0.697501;0.086350;-0.612930;0.529072;
12.060200;0.385988;0.419082;0.702183;0.696718;0.087440;-0.619739;0.523730;
12.066663;0.390131;0.416050;0.701507;0.695899;0.088529;-0.626532;0.518156;
12.073127;0.394299;0.413268;0.700877;0.695124;0.089621;-0.633360;0.512866;
12.086054;0.402753;0.408807;0.699827;0.693777;0.091822;-0.647173;0.503594;
12.098981;0.411257;0.405016;0.698901;0.692547;0.094027;-0.661048;0.495070;
12.124836;0.428296;0.398319;0.697200;0.690216;0.098435;-0.688817;0.478857;
12.149998;0.444781;0.392152;0.695602;0.687963;0.102697;-0.715661;0.463188;
12.149998;0.802016;0.663205;1.220559;1.212297;0.141769;-0.715753;0.463363;
12.150090;0.801946;0.663153;1.220549;1.212290;0.141752;-0.715692;0.463340;
12.150273;0.801664;0.662128;1.220346;1.212091;0.141708;-0.715476;0.462621;
12.150457;0.801246;0.660217;1.219966;1.211714;0.141653;-0.715172;0.461256;
12.150825;0.799909;0.653122;1.218548;1.210304;0.141504;-0.714245;0.456128;
12.151193;0.798120;0.643026;1.216523;1.208287;0.141322;-0.713029;0.448783;
12.151484;0.796117;0.631028;1.214107;1.205876;0.141137;-0.711696;0.439997;
12.151484;0.796108;0.631026;1.214107;1.205876;0.141134;-0.711688;0.439998;
12.151637;0.795082;0.625546;1.213002;1.204777;0.141022;-0.710976;0.436000;
12.151942;0.792434;0.612831;1.210437;1.202232;0.140692;-0.709077;0.426764;
12.152552;0.785141;0.581484;1.204082;1.195952;0.139686;-0.703687;0.404020;
12.153163;0.776250;0.545358;1.196691;1.188660;0.138405;-0.697018;0.377641;
12.153287;0.773994;0.536600;1.194888;1.186885;0.138070;-0.695306;0.371223;
12.153287;0.773981;0.536599;1.194889;1.186885;0.138066;-0.695294;0.371226;
12.153292;0.773901;0.536281;1.194823;1.186821;0.138055;-0.695235;0.370992;
12.153292;0.773901;0.536281;1.194823;1.186821;0.138055;-0.695234;0.370992;
12.153292;0.773901;0.536280;1.194823;1.186820;0.138055;-0.695234;0.370991;
12.153456;0.771359;0.526132;1.192726;1.184752;0.137684;-0.693317;0.363513;
12.153784;0.765905;0.504730;1.188284;1.180374;0.136881;-0.689185;0.347681;
12.154440;0.753853;0.458552;1.178598;1.170831;0.135079;-0.679995;0.313195;
12.154451;0.753650;0.457784;1.178435;1.170671;0.135049;-0.679840;0.312618;
12.154451;0.753649;0.457784;1.178435;1.170671;0.135049;-0.679839;0.312618;
12.154617;0.750579;0.446175;1.175977;1.168250;0.134586;-0.677488;0.303869;
12.154949;0.744329;0.423047;1.171053;1.163403;0.133633;-0.672679;0.286362;
12.155417;0.735315;0.390794;1.164126;1.156592;0.132230;-0.665689;0.261778;
12.155417;0.735305;0.390794;1.164126;1.156592;0.132227;-0.665679;0.261781;
12.155417;0.735305;0.390794;1.164126;1.156592;0.132227;-0.665679;0.261780;
12.155417;0.735305;0.390793;1.164126;1.156592;0.132227;-0.665679;0.261780;
12.155590;0.732014;0.379039;1.161582;1.154091;0.131715;-0.663123;0.252750;
12.155934;0.725383;0.355744;1.156512;1.149106;0.130673;-0.657955;0.234763;
12.156622;0.712074;0.310254;1.146493;1.139264;0.128553;-0.647515;0.199264;
12.157310;0.698887;0.266245;1.136645;1.129592;0.126428;-0.637106;0.164393;
12.158645;0.674282;0.186915;1.118481;1.111763;0.122404;-0.617523;0.100136;
12.158645;0.674277;0.186915;1.118481;1.111763;0.122403;-0.617518;0.100138;
12.158819;0.671114;0.176800;1.116124;1.109449;0.121885;-0.614992;0.091795;
12.159167;0.664865;0.156974;1.111476;1.104886;0.120858;-0.609992;0.075349;
12.159864;0.652738;0.119025;1.102474;1.096049;0.118855;-0.600255;0.043503;
12.161256;0.630276;0.050200;1.085774;1.079654;0.115119;-0.582116;-0.015572;
12.162649;0.609895;-0.011157;1.070445;1.064600;0.111715;-0.565559;-0.069828;
12.164041;0.591611;-0.065429;1.056508;1.050905;0.108655;-0.550631;-0.119190;
12.165434;0.575384;-0.113102;1.043947;1.038557;0.105938;-0.537323;-0.163713;
12.166827;0.561124;-0.154720;1.032718;1.027513;0.103552;-0.525586;-0.203546;
12.168219;0.548709;-0.190842;1.022759;1.017711;0.101481;-0.515337;-0.238908;
12.169612;0.537999;-0.222023;1.013993;1.009078;0.099702;-0.506475;-0.270068;
12.171005;0.528844;-0.248795;1.006332;1.001529;0.098190;-0.498887;-0.297326;
12.173790;0.515426;-0.288543;0.994713;0.990070;0.095999;-0.487752;-0.338731;
12.176297;0.506781;-0.315222;0.986738;0.982190;0.094628;-0.480589;-0.367239;
12.177693;0.503424;-0.326171;0.983420;0.978906;0.094116;-0.477821;-0.379139;
12.177693;0.503414;-0.326171;0.983420;0.978906;0.094113;-0.477811;-0.379137;
12.177955;0.502759;-0.328102;0.982833;0.978327;0.094007;-0.477265;-0.381230;
12.178295;0.502340;-0.328039;0.982861;0.978365;0.093898;-0.476876;-0.381061;
12.178975;0.501601;-0.327911;0.982915;0.978438;0.093705;-0.476191;-0.380742;
12.180139;0.500616;-0.327690;0.983002;0.978551;0.093448;-0.475276;-0.380260;
12.180585;0.500258;-0.327605;0.983036;0.978593;0.093354;-0.474943;-0.380079;
12.181223;0.499829;-0.327485;0.983081;0.978649;0.093240;-0.474544;-0.379842;
12.181718;0.499867;-0.325115;0.983815;0.979393;0.093176;-0.474509;-0.377098;
12.182707;0.500338;-0.318529;0.985842;0.981437;0.093090;-0.474747;-0.369584;
12.183664;0.501192;-0.310348;0.988341;0.983951;0.093051;-0.475288;-0.360358;
12.183664;0.501197;-0.310348;0.988342;0.983951;0.093053;-0.475293;-0.360358;
12.184101;0.501561;-0.306701;0.989452;0.985068;0.093031;-0.475518;-0.356259;
12.184101;0.501562;-0.306701;0.989452;0.985068;0.093032;-0.475519;-0.356259;
12.184776;0.502180;-0.300810;0.991238;0.986866;0.093005;-0.475910;-0.349664;
12.186125;0.503589;-0.288275;0.995015;0.990661;0.092975;-0.476826;-0.335743;
12.187474;0.505016;-0.275720;0.998766;0.994431;0.092949;-0.477754;-0.321919;
12.190172;0.507277;-0.254127;1.005149;1.000850;0.092859;-0.479164;-0.298368;
12.192869;0.508656;-0.237565;1.009992;1.005728;0.092701;-0.479909;-0.280446;
12.195567;0.509164;-0.226251;1.013278;1.009049;0.092484;-0.480015;-0.268218;
12.198265;0.508958;-0.219547;1.015223;1.011025;0.092227;-0.479608;-0.260904;
12.203661;0.507237;-0.216609;1.016100;1.011954;0.091699;-0.477924;-0.257358;
12.209056;0.505254;-0.218009;1.015728;1.011622;0.091237;-0.476140;-0.258447;
12.214452;0.503572;-0.220301;1.015094;1.011018;0.090878;-0.474662;-0.260566;
12.225243;0.501732;-0.222666;1.014440;1.010396;0.090482;-0.473041;-0.262736;
12.236034;0.500863;-0.223187;1.014303;1.010277;0.090277;-0.472256;-0.263117;
