time;sm_generator_cePu;sm_generator_PePu;sm_generator_cmPu;sm_generator_PmPu;sm_generator_ufPu;sm_generator_efdPu;sm_generator_omegaPu;sm_generator_theta;sm_generator_PGenPu;sm_generator_QGenPu;sm_generator_PGen;sm_generator_QGen;sm_generator_UPu;sm_generator_IStatorPu;sm_generator_IRotorPu;sm_generator_UStatorPu;sm_generator_QStatorPu;sm_generator_thetaInternal;sm_governor_PmRefPu;busInf_infiniteBus_U;
0.001024;0.902952;0.902952;0.903000;0.903000;0.001119;2.557895;1.000000;1.185212;19.978930;9.678627;1997.892971;967.862731;1.000007;22.199695;2.557992;1.000007;9.678627;0.690749;0.903000;0.900810;
0.002048;0.902952;0.902952;0.903000;0.903000;0.001119;2.557895;1.000000;1.185212;19.978934;9.678630;1997.893401;967.863049;1.000007;22.199700;2.557991;1.000007;9.678630;0.690749;0.903000;0.900810;
0.004096;0.902952;0.902952;0.903000;0.903000;0.001119;2.557894;1.000000;1.185212;19.978942;9.678636;1997.894234;967.863647;1.000007;22.199709;2.557988;1.000007;9.678636;0.690749;0.903000;0.900810;
0.008192;0.902953;0.902953;0.903000;0.903000;0.001119;2.557893;1.000000;1.185212;19.978958;9.678647;1997.895811;967.864712;1.000007;22.199727;2.557985;1.000007;9.678647;0.690748;0.903000;0.900810;
0.016384;0.902954;0.902954;0.902999;0.902999;0.001119;2.557893;1.000000;1.185212;19.978987;9.678664;1997.898697;967.866424;1.000007;22.199760;2.557978;1.000007;9.678664;0.690748;0.903000;0.900810;
0.032768;0.902956;0.902957;0.902999;0.902999;0.001119;2.557895;1.000000;1.185213;19.979039;9.678688;1997.903928;967.868797;1.000007;22.199819;2.557971;1.000007;9.678688;0.690747;0.903000;0.900810;
0.065536;0.902961;0.902961;0.902998;0.902998;0.001119;2.557906;1.000000;1.185216;19.979144;9.678719;1997.914414;967.871883;1.000007;22.199940;2.557966;1.000007;9.678719;0.690747;0.903000;0.900810;
0.098304;0.902966;0.902967;0.902997;0.902997;0.001119;2.557923;1.000001;1.185221;19.979263;9.678744;1997.926300;967.874385;1.000006;22.200077;2.557971;1.000006;9.678744;0.690748;0.903000;0.900810;
0.163840;0.902980;0.902980;0.902995;0.902996;0.001119;2.557963;1.000001;1.185234;19.979559;9.678812;1997.955945;967.881229;1.000004;22.200418;2.557989;1.000004;9.678812;0.690752;0.903000;0.900810;
0.229376;0.902995;0.902996;0.902995;0.902996;0.001119;2.558006;1.000001;1.185250;19.979902;9.678898;1997.990195;967.889795;1.000002;22.200811;2.558013;1.000002;9.678898;0.690758;0.903000;0.900810;
0.360448;0.903021;0.903022;0.902996;0.902997;0.001119;2.558074;1.000001;1.185277;19.980469;9.679050;1998.046892;967.904956;0.999998;22.201463;2.558057;0.999998;9.679050;0.690767;0.903000;0.900810;
0.491520;0.903025;0.903026;0.902999;0.902999;0.001119;2.558082;1.000000;1.185282;19.980557;9.679079;1998.055687;967.907878;0.999998;22.201563;2.558068;0.999998;9.679079;0.690770;0.903000;0.900810;
0.609485;0.903018;0.903018;0.903001;0.903001;0.001119;2.558062;1.000000;1.185275;19.980399;9.679038;1998.039863;967.903758;0.999999;22.201382;2.558060;0.999999;9.679038;0.690768;0.903000;0.900810;
0.727450;0.903007;0.903007;0.903002;0.903001;0.001119;2.558034;1.000000;1.185264;19.980147;9.678968;1998.014665;967.896781;1.000000;22.201092;2.558043;1.000000;9.678968;0.690765;0.903000;0.900810;
0.845414;0.902997;0.902997;0.903001;0.903001;0.001119;2.558009;1.000000;1.185254;19.979921;9.678902;1997.992141;967.890238;1.000001;22.200834;2.558026;1.000001;9.678902;0.690761;0.903000;0.900810;
1.000000;0.902995;0.902995;0.903001;0.903001;0.001119;2.558007;1.000000;1.185252;19.979882;9.678886;1997.988207;967.888625;1.000002;22.200789;2.558021;1.000002;9.678886;0.690761;0.903000;0.900810;
1.000000;0.902995;0.902995;0.923001;0.923001;0.001119;2.558007;1.000000;1.185252;19.979882;9.678886;1997.988207;967.888624;1.000002;22.200789;2.558021;1.000002;9.678886;0.690761;0.923000;0.900810;
1.000001;0.902995;0.902995;0.923001;0.923001;0.001119;2.558007;1.000000;1.185252;19.979882;9.678886;1997.988211;967.888636;1.000002;22.200789;2.558021;1.000002;9.678886;0.690761;0.923000;0.900810;
1.000002;0.902995;0.902995;0.923001;0.923001;0.001119;2.558007;1.000000;1.185252;19.979882;9.678886;1997.988215;967.888647;1.000002;22.200789;2.558021;1.000002;9.678886;0.690761;0.923000;0.900810;
1.000004;0.902995;0.902995;0.923001;0.923001;0.001119;2.558007;1.000000;1.185252;19.979882;9.678887;1997.988223;967.888669;1.000002;22.200789;2.558021;1.000002;9.678887;0.690761;0.923000;0.900810;
1.000008;0.902995;0.902995;0.923001;0.923000;0.001119;2.558006;1.000000;1.185252;19.979882;9.678887;1997.988238;967.888712;1.000002;22.200789;2.558021;1.000002;9.678887;0.690761;0.923000;0.900810;
1.000016;0.902995;0.902995;0.923000;0.923000;0.001119;2.558006;1.000000;1.185252;19.979883;9.678888;1997.988269;967.888799;1.000002;22.200790;2.558021;1.000002;9.678888;0.690761;0.923000;0.900810;
1.000032;0.902995;0.902995;0.923000;0.923000;0.001119;2.558006;1.000000;1.185252;19.979883;9.678890;1997.988332;967.888973;1.000002;22.200790;2.558021;1.000002;9.678890;0.690761;0.923000;0.900810;
1.000064;0.902995;0.902995;0.923000;0.923000;0.001119;2.558004;1.000000;1.185252;19.979885;9.678893;1997.988460;967.889322;1.000002;22.200792;2.558022;1.000002;9.678893;0.690761;0.923000;0.900810;
1.000128;0.902995;0.902995;0.922998;0.922999;0.001119;2.558002;1.000000;1.185252;19.979887;9.678900;1997.988722;967.890022;1.000002;22.200794;2.558022;1.000002;9.678900;0.690761;0.923000;0.900810;
1.000256;0.902995;0.902995;0.922996;0.922997;0.001119;2.557997;1.000001;1.185252;19.979893;9.678914;1997.989272;967.891428;1.000002;22.200800;2.558022;1.000002;9.678914;0.690761;0.923000;0.900810;
1.000512;0.902995;0.902996;0.922992;0.922993;0.001119;2.557987;1.000001;1.185252;19.979905;9.678943;1997.990481;967.894269;1.000002;22.200813;2.558023;1.000002;9.678943;0.690761;0.923000;0.900810;
1.001024;0.902995;0.902997;0.922983;0.922986;0.001119;2.557969;1.000003;1.185253;19.979933;9.679001;1997.993330;967.900063;1.000003;22.200843;2.558024;1.000003;9.679001;0.690761;0.923000;0.900810;
1.002048;0.902995;0.903001;0.922966;0.922971;0.001119;2.557933;1.000006;1.185254;19.980007;9.679121;1998.000745;967.912099;1.000005;22.200923;2.558028;1.000005;9.679121;0.690761;0.923000;0.900810;
1.004096;0.903000;0.903010;0.922931;0.922942;0.001119;2.557871;1.000012;1.185259;19.980224;9.679379;1998.022403;967.937936;1.000008;22.201161;2.558038;1.000008;9.679379;0.690762;0.923000;0.900810;
1.008192;0.903021;0.903042;0.922863;0.922884;0.001119;2.557781;1.000023;1.185282;19.980927;9.679965;1998.092688;967.996532;1.000013;22.201949;2.558071;1.000013;9.679965;0.690768;0.923000;0.900810;
1.016384;0.903112;0.903154;0.922726;0.922769;0.001119;2.557731;1.000046;1.185371;19.983386;9.681404;1998.338576;968.140429;1.000015;22.204734;2.558189;1.000015;9.681404;0.690793;0.923000;0.900810;
1.024576;0.903265;0.903328;0.922591;0.922655;0.001119;2.557855;1.000069;1.185519;19.987217;9.683189;1998.721686;968.318862;1.000009;22.209097;2.558379;1.000009;9.683189;0.690834;0.923000;0.900810;
1.040960;0.903749;0.903851;0.922329;0.922433;0.001119;2.558596;1.000113;1.185988;19.998765;9.687729;1999.876467;968.772912;0.999972;22.222292;2.558996;0.999972;9.687729;0.690970;0.923000;0.900810;
1.057344;0.904458;0.904599;0.922079;0.922222;0.001120;2.559966;1.000156;1.186677;20.015255;9.693512;2001.525469;969.351189;0.999904;22.241178;2.559935;0.999904;9.693512;0.691178;0.923000;0.900810;
1.073728;0.905378;0.905555;0.921843;0.922023;0.001121;2.561918;1.000195;1.187578;20.036336;9.700463;2003.633626;970.046277;0.999806;22.265358;2.561198;0.999806;9.700463;0.691456;0.923000;0.900810;
1.090112;0.906492;0.906703;0.921625;0.921839;0.001122;2.564403;1.000232;1.188675;20.061633;9.708506;2006.163341;970.850601;0.999682;22.294408;2.562776;0.999682;9.708506;0.691802;0.923000;0.900810;
1.106496;0.907782;0.908023;0.921426;0.921671;0.001123;2.567368;1.000266;1.189953;20.090744;9.717559;2009.074442;971.755893;0.999533;22.327876;2.564653;0.999533;9.717559;0.692213;0.923000;0.900810;
1.122880;0.909228;0.909497;0.921249;0.921521;0.001124;2.570756;1.000296;1.191393;20.123242;9.727530;2012.324168;972.752965;0.999364;22.365280;2.566809;0.999364;9.727530;0.692682;0.923000;0.900810;
1.139264;0.910811;0.911104;0.921095;0.921391;0.001126;2.574511;1.000322;1.192978;20.158673;9.738316;2015.867305;973.831602;0.999176;22.406108;2.569216;0.999176;9.738316;0.693205;0.923000;0.900810;
1.155648;0.912509;0.912823;0.920965;0.921282;0.001128;2.578575;1.000344;1.194685;20.196565;9.749806;2019.656502;974.980610;0.998973;22.449825;2.571845;0.998973;9.749806;0.693774;0.923000;0.900810;
1.172032;0.914301;0.914631;0.920861;0.921194;0.001130;2.582889;1.000361;1.196494;20.236427;9.761879;2023.642721;976.187932;0.998757;22.495872;2.574663;0.998757;9.761879;0.694383;0.923000;0.900810;
1.188416;0.916163;0.916506;0.920784;0.921129;0.001132;2.587390;1.000374;1.198381;20.277758;9.774408;2027.775764;977.440814;0.998532;22.543676;2.577637;0.998532;9.774408;0.695024;0.923000;0.900810;
1.204800;0.918073;0.918425;0.920734;0.921086;0.001134;2.592019;1.000383;1.200323;20.320048;9.787260;2032.004832;978.725983;0.998301;22.592654;2.580731;0.998301;9.787260;0.695690;0.923000;0.900810;
1.221184;0.920008;0.920364;0.920711;0.921067;0.001136;2.596712;1.000387;1.202297;20.362791;9.800298;2036.279112;980.029828;0.998066;22.642220;2.583909;0.998066;9.800298;0.696372;0.923000;0.900810;
1.237568;0.921944;0.922300;0.920714;0.921070;0.001138;2.601410;1.000386;1.204280;20.405483;9.813386;2040.548344;981.338588;0.997831;22.691791;2.587132;0.997831;9.813386;0.697062;0.923000;0.900810;
1.253952;0.923861;0.924213;0.920744;0.921095;0.001140;2.606050;1.000381;1.206249;20.447634;9.826385;2044.763378;982.638523;0.997599;22.740795;2.590366;0.997599;9.826385;0.697752;0.923000;0.900810;
1.270336;0.925735;0.926079;0.920800;0.921142;0.001142;2.610574;1.000372;1.208180;20.488767;9.839161;2048.876697;983.916094;0.997373;22.788674;2.593572;0.997373;9.839161;0.698435;0.923000;0.900810;
1.286720;0.927546;0.927878;0.920880;0.921210;0.001144;2.614925;1.000358;1.210052;20.528429;9.851581;2052.842914;985.158122;0.997155;22.834894;2.596714;0.997156;9.851581;0.699103;0.923000;0.900810;
1.303104;0.929275;0.929591;0.920983;0.921297;0.001146;2.619049;1.000341;1.211845;20.566192;9.863519;2056.619219;986.351950;0.996949;22.878948;2.599759;0.996949;9.863519;0.699748;0.923000;0.900810;
1.319488;0.930903;0.931200;0.921108;0.921402;0.001147;2.622893;1.000320;1.213539;20.601658;9.874856;2060.165791;987.485591;0.996757;22.920362;2.602673;0.996757;9.874856;0.700364;0.923000;0.900810;
1.335872;0.932414;0.932689;0.921253;0.921525;0.001149;2.626412;1.000295;1.215117;20.634462;9.885479;2063.446161;988.547864;0.996581;22.958698;2.605424;0.996581;9.885479;0.700944;0.923000;0.900810;
1.352256;0.933792;0.934042;0.921415;0.921662;0.001150;2.629561;1.000268;1.216561;20.664275;9.895285;2066.427533;989.528521;0.996424;22.993563;2.607985;0.996424;9.895285;0.701482;0.923000;0.900810;
1.368640;0.935023;0.935245;0.921594;0.921812;0.001151;2.632304;1.000238;1.217857;20.690810;9.904184;2069.081048;990.418361;0.996286;23.024607;2.610329;0.996287;9.904184;0.701974;0.923000;0.900810;
1.385024;0.936097;0.936290;0.921785;0.921974;0.001152;2.634609;1.000205;1.218993;20.713820;9.912093;2071.382016;991.209327;0.996171;23.051532;2.612431;0.996171;9.912093;0.702413;0.923000;0.900810;
1.401408;0.937004;0.937164;0.921988;0.922145;0.001153;2.636447;1.000171;1.219958;20.733101;9.918946;2073.310087;991.894591;0.996079;23.074089;2.614273;0.996079;9.918946;0.702797;0.923000;0.900810;
1.417792;0.937736;0.937863;0.922199;0.922324;0.001154;2.637800;1.000135;1.220744;20.748494;9.924686;2074.849383;992.468619;0.996012;23.092084;2.615837;0.996012;9.924686;0.703122;0.923000;0.900810;
1.434176;0.938287;0.938380;0.922416;0.922507;0.001154;2.638653;1.000099;1.221345;20.759886;9.929272;2075.988585;992.927225;0.995969;23.105378;2.617110;0.995969;9.929272;0.703385;0.923000;0.900810;
1.450560;0.938654;0.938712;0.922636;0.922693;0.001154;2.638999;1.000061;1.221755;20.767210;9.932676;2076.720973;993.267601;0.995952;23.113887;2.618081;0.995952;9.932676;0.703585;0.923000;0.900810;
1.466944;0.938836;0.938859;0.922857;0.922880;0.001154;2.638837;1.000024;1.221975;20.770444;9.934883;2077.044423;993.488335;0.995960;23.117584;2.618745;0.995960;9.934883;0.703721;0.923000;0.900810;
1.499712;0.938655;0.938609;0.923289;0.923244;0.001153;2.637042;0.999951;1.221851;20.764940;9.935753;2076.494050;993.575345;0.996050;23.110893;2.619148;0.996050;9.935753;0.703799;0.923000;0.900810;
1.529203;0.937893;0.937789;0.923655;0.923553;0.001152;2.633831;0.999889;1.221120;20.746871;9.932631;2074.687061;993.263130;0.996210;23.089454;2.618482;0.996210;9.932631;0.703655;0.923000;0.900810;
1.558694;0.936607;0.936451;0.923987;0.923833;0.001150;2.629263;0.999833;1.219847;20.717392;9.926079;2071.739183;992.607899;0.996439;23.054639;2.616897;0.996439;9.926079;0.703322;0.923000;0.900810;
1.583603;0.935153;0.934958;0.924233;0.924041;0.001148;2.624480;0.999792;1.218391;20.684493;9.918119;2068.449303;991.811854;0.996678;23.015889;2.614899;0.996678;9.918119;0.702903;0.923000;0.900810;
1.606021;0.933594;0.933370;0.924422;0.924200;0.001146;2.619573;0.999760;1.216822;20.649473;9.909293;2064.947348;990.929342;0.996923;22.974724;2.612641;0.996923;9.909293;0.702432;0.923000;0.900810;
1.626197;0.932018;0.931772;0.924564;0.924320;0.001144;2.614767;0.999736;1.215232;20.614275;9.900204;2061.427482;990.020358;0.997163;22.933421;2.610285;0.997163;9.900204;0.701941;0.923000;0.900810;
1.644355;0.930487;0.930225;0.924665;0.924405;0.001142;2.610203;0.999719;1.213683;20.580174;9.891252;2058.017408;989.125216;0.997392;22.893470;2.607943;0.997392;9.891252;0.701454;0.923000;0.900810;
1.662514;0.928872;0.928599;0.924742;0.924470;0.001140;2.605487;0.999706;1.212049;20.544338;9.881729;2054.433760;988.172860;0.997627;22.851548;2.605430;0.997627;9.881729;0.700931;0.923000;0.900810;
1.680672;0.927199;0.926919;0.924792;0.924512;0.001138;2.600689;0.999698;1.210354;20.507304;9.871786;2050.730358;987.178552;0.997867;22.808290;2.602786;0.997867;9.871786;0.700381;0.923000;0.900810;
1.698831;0.925493;0.925209;0.924815;0.924532;0.001135;2.595876;0.999694;1.208624;20.469618;9.861577;2046.961774;986.157750;0.998108;22.764336;2.600051;0.998108;9.861577;0.699813;0.923000;0.900810;
1.716989;0.923777;0.923495;0.924813;0.924530;0.001133;2.591119;0.999694;1.206884;20.431828;9.851259;2043.182769;985.125943;0.998346;22.720326;2.597266;0.998346;9.851259;0.699235;0.923000;0.900810;
1.735148;0.922078;0.921800;0.924784;0.924505;0.001131;2.586480;0.999699;1.205159;20.394476;9.840985;2039.447565;984.098453;0.998578;22.676888;2.594472;0.998578;9.840985;0.698655;0.923000;0.900810;
1.753306;0.920419;0.920150;0.924730;0.924460;0.001129;2.582023;0.999708;1.203473;20.358091;9.830902;2035.809072;983.090219;0.998801;22.634634;2.591710;0.998801;9.830902;0.698083;0.923000;0.900810;
1.771464;0.918822;0.918566;0.924652;0.924395;0.001128;2.577806;0.999721;1.201850;20.323181;9.821156;2032.318128;982.115599;0.999012;22.594147;2.589018;0.999012;9.821156;0.697525;0.923000;0.900810;
1.789623;0.917312;0.917071;0.924552;0.924310;0.001126;2.573881;0.999738;1.200313;20.290228;9.811882;2029.022763;981.188179;0.999208;22.555978;2.586433;0.999208;9.811882;0.696990;0.923000;0.900810;
1.807781;0.915907;0.915685;0.924432;0.924208;0.001124;2.570297;0.999758;1.198881;20.259675;9.803206;2025.967513;980.320598;0.999387;22.520632;2.583992;0.999387;9.803206;0.696486;0.923000;0.900810;
1.825940;0.914626;0.914427;0.924292;0.924091;0.001123;2.567095;0.999782;1.197575;20.231928;9.795244;2023.192780;979.524395;0.999547;22.488568;2.581726;0.999547;9.795244;0.696020;0.923000;0.900810;
1.844098;0.913487;0.913311;0.924137;0.923959;0.001122;2.564311;0.999808;1.196409;20.207343;9.788099;2020.734278;978.809865;0.999686;22.460188;2.579664;0.999686;9.788099;0.695597;0.923000;0.900810;
1.862257;0.912503;0.912354;0.923967;0.923817;0.001121;2.561975;0.999837;1.195400;20.186225;9.781859;2018.622542;978.185945;0.999803;22.435834;2.577833;0.999803;9.781859;0.695223;0.923000;0.900810;
1.880415;0.911685;0.911564;0.923787;0.923664;0.001120;2.560108;0.999867;1.194558;20.168825;9.776601;2016.882533;977.660116;0.999896;22.415787;2.576254;0.999896;9.776601;0.694903;0.923000;0.900810;
1.898574;0.911044;0.910952;0.923598;0.923505;0.001119;2.558727;0.999899;1.193893;20.155333;9.772383;2015.533342;977.238330;0.999966;22.400258;2.574946;0.999966;9.772383;0.694641;0.923000;0.900810;
1.916732;0.910586;0.910523;0.923404;0.923341;0.001119;2.557839;0.999932;1.193412;20.145880;9.769250;2014.587984;976.924956;1.000010;22.389390;2.573923;1.000010;9.769250;0.694441;0.923000;0.900810;
1.934890;0.910313;0.910281;0.923207;0.923175;0.001119;2.557448;0.999965;1.193119;20.140531;9.767226;2014.053080;976.722556;1.000029;22.383256;2.573195;1.000029;9.767226;0.694303;0.923000;0.900810;
1.953049;0.910226;0.910225;0.923011;0.923009;0.001119;2.557546;0.999998;1.193014;20.139290;9.766327;2013.929049;976.632705;1.000025;22.381858;2.572765;1.000025;9.766327;0.694229;0.923000;0.900810;
1.971207;0.910324;0.910352;0.922818;0.922846;0.001119;2.558124;1.000031;1.193096;20.142102;9.766545;2014.210210;976.654544;0.999996;22.385129;2.572636;0.999996;9.766545;0.694219;0.923000;0.900810;
1.989366;0.910602;0.910659;0.922630;0.922688;0.001119;2.559165;1.000062;1.193361;20.148860;9.767856;2014.885991;976.785608;0.999944;22.392948;2.572805;0.999944;9.767856;0.694273;0.923000;0.900810;
2.007524;0.911052;0.911137;0.922451;0.922536;0.001120;2.560647;1.000093;1.193803;20.159398;9.770232;2015.939822;977.023168;0.999870;22.405128;2.573263;0.999870;9.770232;0.694388;0.923000;0.900810;
2.025683;0.911666;0.911776;0.922282;0.922394;0.001121;2.562540;1.000121;1.194411;20.173495;9.773620;2017.349467;977.361953;0.999775;22.421415;2.573999;0.999775;9.773620;0.694563;0.923000;0.900810;
2.043841;0.912430;0.912565;0.922127;0.922263;0.001122;2.564812;1.000147;1.195174;20.190881;9.777956;2019.088083;977.795599;0.999661;22.441506;2.575000;0.999661;9.777956;0.694794;0.923000;0.900810;
2.062000;0.913332;0.913489;0.921986;0.922144;0.001123;2.567423;1.000171;1.196080;20.211246;9.783165;2021.124578;978.316511;0.999531;22.465048;2.576244;0.999531;9.783165;0.695076;0.923000;0.900810;
2.080158;0.914356;0.914532;0.921863;0.922040;0.001124;2.570334;1.000192;1.197112;20.234241;9.789160;2023.424149;978.915973;0.999385;22.491644;2.577712;0.999385;9.789160;0.695406;0.923000;0.900810;
2.098317;0.915485;0.915677;0.921757;0.921951;0.001126;2.573498;1.000210;1.198254;20.259489;9.795843;2025.948892;979.584290;0.999227;22.520863;2.579379;0.999227;9.795843;0.695777;0.923000;0.900810;
2.116475;0.916700;0.916906;0.921671;0.921878;0.001127;2.576867;1.000224;1.199489;20.286584;9.803109;2028.658429;980.310940;0.999059;22.552243;2.581217;0.999059;9.803109;0.696183;0.923000;0.900810;
2.134633;0.917984;0.918200;0.921605;0.921822;0.001129;2.580390;1.000236;1.200796;20.315106;9.810847;2031.510563;981.084728;0.998882;22.585301;2.583198;0.998882;9.810847;0.696619;0.923000;0.900810;
2.152792;0.919315;0.919539;0.921560;0.921784;0.001130;2.584018;1.000243;1.202156;20.344619;9.818940;2034.461929;981.893963;0.998701;22.619538;2.585291;0.998701;9.818940;0.697077;0.923000;0.900810;
2.170950;0.920675;0.920903;0.921537;0.921764;0.001132;2.587695;1.000247;1.203550;20.374687;9.827266;2037.468651;982.726622;0.998517;22.654448;2.587465;0.998517;9.827266;0.697551;0.923000;0.900810;
2.189109;0.922044;0.922272;0.921534;0.921762;0.001133;2.591372;1.000248;1.204956;20.404870;9.835705;2040.486981;983.570528;0.998333;22.689524;2.589687;0.998333;9.835705;0.698034;0.923000;0.900810;
2.207267;0.923401;0.923627;0.921552;0.921777;0.001135;2.594994;1.000245;1.206354;20.434739;9.844135;2043.473916;984.413529;0.998152;22.724265;2.591926;0.998152;9.844135;0.698518;0.923000;0.900810;
2.225426;0.924729;0.924949;0.921590;0.921810;0.001137;2.598511;1.000238;1.207726;20.463878;9.852437;2046.387789;985.243665;0.997976;22.758185;2.594149;0.997976;9.852437;0.698998;0.923000;0.900810;
2.243584;0.926008;0.926220;0.921647;0.921858;0.001138;2.601876;1.000228;1.209052;20.491888;9.860493;2049.188814;986.049342;0.997808;22.790818;2.596324;0.997808;9.860493;0.699466;0.923000;0.900810;
2.261743;0.927222;0.927422;0.921723;0.921922;0.001139;2.605041;1.000216;1.210314;20.518396;9.868195;2051.839594;986.819486;0.997650;22.821724;2.598423;0.997650;9.868195;0.699917;0.923000;0.900810;
2.279901;0.928355;0.928541;0.921815;0.922000;0.001141;2.607965;1.000200;1.211496;20.543056;9.875437;2054.305585;987.543704;0.997504;22.850495;2.600416;0.997504;9.875437;0.700343;0.923000;0.900810;
2.298060;0.929393;0.929562;0.921922;0.922090;0.001142;2.610609;1.000182;1.212582;20.565555;9.882124;2056.555497;988.212416;0.997371;22.876760;2.602276;0.997371;9.882124;0.700740;0.923000;0.900810;
2.316218;0.930322;0.930472;0.922043;0.922192;0.001143;2.612939;1.000162;1.213559;20.585616;9.888170;2058.561649;988.816985;0.997255;22.900190;2.603980;0.997255;9.888170;0.701103;0.923000;0.900810;
2.334376;0.931131;0.931261;0.922175;0.922303;0.001144;2.614925;1.000139;1.214415;20.603003;9.893498;2060.300267;989.349827;0.997156;22.920501;2.605506;0.997156;9.893498;0.701428;0.923000;0.900810;
2.352535;0.931812;0.931920;0.922316;0.922422;0.001145;2.616544;1.000116;1.215139;20.617517;9.898045;2061.751723;989.804504;0.997075;22.937459;2.606835;0.997075;9.898045;0.701710;0.923000;0.900810;
2.370693;0.932357;0.932441;0.922464;0.922548;0.001145;2.617779;1.000090;1.215725;20.629007;9.901758;2062.900710;990.175801;0.997013;22.950880;2.607951;0.997013;9.901758;0.701946;0.923000;0.900810;
2.388852;0.932760;0.932820;0.922617;0.922677;0.001145;2.618616;1.000065;1.216165;20.637361;9.904596;2063.736122;990.459621;0.996971;22.960630;2.608843;0.996971;9.904596;0.702134;0.923000;0.900810;
2.407010;0.933018;0.933054;0.922773;0.922809;0.001146;2.619051;1.000038;1.216458;20.642523;9.906537;2064.252299;990.653682;0.996949;22.966641;2.609500;0.996949;9.906537;0.702273;0.923000;0.900810;
2.425169;0.933132;0.933143;0.922930;0.922941;0.001146;2.619083;1.000012;1.216600;20.644476;9.907567;2064.447555;990.756701;0.996948;22.968891;2.609919;0.996948;9.907567;0.702361;0.923000;0.900810;
2.461486;0.932933;0.932896;0.923233;0.923196;0.001145;2.617993;0.999961;1.216446;20.639040;9.906941;2063.903983;990.694143;0.997002;22.962448;2.610040;0.997002;9.906941;0.702387;0.923000;0.900810;
2.494171;0.932291;0.932215;0.923486;0.923410;0.001144;2.615774;0.999918;1.215830;20.624021;9.903442;2062.402144;990.344223;0.997113;22.944796;2.609360;0.997113;9.903442;0.702245;0.923000;0.900810;
2.526856;0.931254;0.931143;0.923709;0.923599;0.001143;2.612527;0.999880;1.214806;20.600399;9.897415;2060.039922;989.741519;0.997276;22.917093;2.607986;0.997276;9.897415;0.701958;0.923000;0.900810;
2.554789;0.930094;0.929957;0.923870;0.923735;0.001141;2.609063;0.999853;1.213646;20.574271;9.890497;2057.427148;989.049727;0.997449;22.886499;2.606320;0.997449;9.890497;0.701609;0.923000;0.900810;
2.579929;0.928871;0.928716;0.923987;0.923833;0.001140;2.605516;0.999833;1.212416;20.546910;9.883106;2054.690952;988.310625;0.997626;22.854503;2.604487;0.997626;9.883106;0.701227;0.923000;0.900810;
