time;sm_generator_cePu;sm_generator_PePu;sm_generator_cmPu;sm_generator_PmPu;sm_generator_ufPu;sm_generator_efdPu;sm_generator_omegaPu;sm_generator_theta;sm_generator_PGenPu;sm_generator_QGenPu;sm_generator_PGen;sm_generator_QGen;sm_generator_UPu;sm_generator_IStatorPu;sm_generator_IRotorPu;sm_generator_UStatorPu;sm_generator_QStatorPu;sm_generator_thetaInternal;sm_governor_PmRefPu;line1_line_P1Pu;line1_line_P2Pu;line1_line_Q1Pu;line1_line_Q2Pu;line2_line_P1Pu;line2_line_P2Pu;line2_line_Q1Pu;line2_line_Q2Pu;tfo_transformer_terminal1_V_re;tfo_transformer_terminal1_V_im;tfo_transformer_terminal2_V_re;tfo_transformer_terminal2_V_im;tfo_transformer_terminal1_i_re;tfo_transformer_terminal1_i_im;tfo_transformer_terminal2_i_re;tfo_transformer_terminal2_i_im;
0.004096;0.902952;0.902952;0.903000;0.903000;0.001119;2.557894;1.000000;1.185212;19.978942;9.678636;1997.894234;967.863647;1.000007;22.199709;2.557988;1.000007;9.678636;0.690749;0.903000;-12.993198;12.993198;0.563469;4.131024;-6.985744;6.985744;0.302947;2.221029;0.886722;0.324855;0.880230;0.474563;-22.178864;-0.961818;22.178864;0.961818;
0.008192;0.902953;0.902953;0.903000;0.903000;0.001119;2.557893;1.000000;1.185212;19.978958;9.678647;1997.895811;967.864712;1.000007;22.199727;2.557985;1.000007;9.678647;0.690748;0.903000;-12.993209;12.993209;0.563473;4.131028;-6.985749;6.985749;0.302949;2.221031;0.886722;0.324855;0.880230;0.474563;-22.178881;-0.961825;22.178881;0.961825;
0.016384;0.902954;0.902954;0.902999;0.902999;0.001119;2.557893;1.000000;1.185212;19.978987;9.678664;1997.898697;967.866424;1.000007;22.199760;2.557978;1.000007;9.678664;0.690748;0.903000;-12.993227;12.993227;0.563482;4.131032;-6.985760;6.985760;0.302954;2.221034;0.886722;0.324856;0.880229;0.474564;-22.178913;-0.961841;22.178913;0.961841;
0.032768;0.902956;0.902957;0.902999;0.902999;0.001119;2.557895;1.000000;1.185213;19.979039;9.678688;1997.903928;967.868797;1.000007;22.199819;2.557971;1.000007;9.678688;0.690747;0.903000;-12.993261;12.993261;0.563503;4.131036;-6.985778;6.985778;0.302965;2.221036;0.886721;0.324857;0.880229;0.474565;-22.178971;-0.961877;22.178971;0.961877;
0.065536;0.902961;0.902961;0.902998;0.902998;0.001119;2.557906;1.000000;1.185216;19.979144;9.678719;1997.914414;967.871883;1.000007;22.199940;2.557966;1.000007;9.678719;0.690747;0.903000;-12.993330;12.993330;0.563558;4.131033;-6.985815;6.985815;0.302995;2.221034;0.886720;0.324858;0.880227;0.474567;-22.179088;-0.961970;22.179088;0.961970;
0.098304;0.902966;0.902967;0.902997;0.902997;0.001119;2.557923;1.000001;1.185221;19.979263;9.678744;1997.926300;967.874385;1.000006;22.200077;2.557971;1.000006;9.678744;0.690748;0.903000;-12.993407;12.993407;0.563626;4.131022;-6.985856;6.985856;0.303031;2.221029;0.886718;0.324860;0.880224;0.474570;-22.179220;-0.962087;22.179220;0.962087;
0.163840;0.902980;0.902980;0.902995;0.902996;0.001119;2.557963;1.000001;1.185234;19.979559;9.678812;1997.955945;967.881229;1.000004;22.200418;2.557989;1.000004;9.678812;0.690752;0.903000;-12.993600;12.993600;0.563792;4.131000;-6.985960;6.985960;0.303121;2.221017;0.886714;0.324865;0.880218;0.474577;-22.179549;-0.962370;22.179549;0.962370;
0.229376;0.902995;0.902996;0.902995;0.902996;0.001119;2.558006;1.000001;1.185250;19.979902;9.678898;1997.990195;967.889795;1.000002;22.200811;2.558013;1.000002;9.678898;0.690758;0.903000;-12.993822;12.993822;0.563980;4.130979;-6.986079;6.986079;0.303222;2.221005;0.886709;0.324871;0.880211;0.474585;-22.179929;-0.962690;22.179929;0.962690;
0.360448;0.903021;0.903022;0.902996;0.902997;0.001119;2.558074;1.000001;1.185277;19.980469;9.679050;1998.046892;967.904956;0.999998;22.201463;2.558057;0.999998;9.679050;0.690767;0.903000;-12.994191;12.994191;0.564283;4.130951;-6.986278;6.986278;0.303385;2.220990;0.886702;0.324880;0.880200;0.474599;-22.180559;-0.963209;22.180559;0.963209;
0.491520;0.903025;0.903026;0.902999;0.902999;0.001119;2.558082;1.000000;1.185282;19.980557;9.679079;1998.055687;967.907878;0.999998;22.201563;2.558068;0.999998;9.679079;0.690770;0.903000;-12.994248;12.994248;0.564327;4.130950;-6.986308;6.986308;0.303408;2.220990;0.886701;0.324881;0.880199;0.474601;-22.180656;-0.963283;22.180656;0.963283;
0.609485;0.903018;0.903018;0.903001;0.903001;0.001119;2.558062;1.000000;1.185275;19.980399;9.679038;1998.039863;967.903758;0.999999;22.201382;2.558060;0.999999;9.679038;0.690768;0.903000;-12.994145;12.994145;0.564241;4.130959;-6.986253;6.986253;0.303362;2.220994;0.886703;0.324879;0.880202;0.474597;-22.180480;-0.963137;22.180480;0.963137;
0.727450;0.903007;0.903007;0.903002;0.903001;0.001119;2.558034;1.000000;1.185264;19.980147;9.678968;1998.014665;967.896781;1.000000;22.201092;2.558043;1.000000;9.678968;0.690765;0.903000;-12.993982;12.993982;0.564108;4.130970;-6.986165;6.986165;0.303290;2.221000;0.886706;0.324875;0.880207;0.474591;-22.180201;-0.962909;22.180201;0.962909;
0.963379;0.902996;0.902996;0.903001;0.903001;0.001119;2.558009;1.000000;1.185253;19.979910;9.678895;1997.991031;967.889534;1.000001;22.200821;2.558024;1.000001;9.678895;0.690761;0.903000;-12.993828;12.993828;0.563987;4.130976;-6.986082;6.986082;0.303226;2.221003;0.886709;0.324871;0.880211;0.474586;-22.179938;-0.962704;22.179938;0.962704;
1.000000;0.902996;0.902996;0.903001;0.903001;0.001119;2.558010;1.000000;1.185253;19.979909;9.678894;1997.990916;967.889403;1.000001;22.200820;2.558023;1.000001;9.678894;0.690761;0.903000;-12.993827;12.993827;0.563987;4.130975;-6.986082;6.986082;0.303226;2.221003;0.886709;0.324871;0.880211;0.474585;-22.179937;-0.962704;22.179937;0.962704;
1.000000;0.902996;0.902996;0.923001;0.923001;0.001119;2.558010;1.000000;1.185253;19.979909;9.678894;1997.990916;967.889403;1.000001;22.200820;2.558023;1.000001;9.678894;0.690761;0.923000;-12.993827;12.993827;0.563987;4.130975;-6.986082;6.986082;0.303226;2.221003;0.886709;0.324871;0.880211;0.474585;-22.179937;-0.962704;22.179937;0.962704;
1.000001;0.902996;0.902996;0.923001;0.923001;0.001119;2.558010;1.000000;1.185253;19.979909;9.678894;1997.990920;967.889414;1.000001;22.200820;2.558023;1.000001;9.678894;0.690761;0.923000;-12.993827;12.993827;0.563987;4.130975;-6.986082;6.986082;0.303226;2.221003;0.886709;0.324871;0.880211;0.474585;-22.179937;-0.962704;22.179937;0.962704;
1.000002;0.902996;0.902996;0.923001;0.923001;0.001119;2.558010;1.000000;1.185253;19.979909;9.678894;1997.990924;967.889425;1.000001;22.200820;2.558023;1.000001;9.678894;0.690761;0.923000;-12.993827;12.993827;0.563987;4.130975;-6.986082;6.986082;0.303226;2.221003;0.886709;0.324871;0.880211;0.474585;-22.179937;-0.962704;22.179937;0.962704;
1.000004;0.902996;0.902996;0.923001;0.923001;0.001119;2.558010;1.000000;1.185253;19.979909;9.678894;1997.990932;967.889447;1.000001;22.200820;2.558023;1.000001;9.678894;0.690761;0.923000;-12.993827;12.993827;0.563987;4.130975;-6.986082;6.986082;0.303226;2.221003;0.886709;0.324871;0.880211;0.474586;-22.179937;-0.962704;22.179937;0.962704;
1.000008;0.902996;0.902996;0.923001;0.923001;0.001119;2.558009;1.000000;1.185253;19.979909;9.678895;1997.990947;967.889490;1.000001;22.200820;2.558023;1.000001;9.678895;0.690761;0.923000;-12.993827;12.993827;0.563987;4.130976;-6.986082;6.986082;0.303226;2.221003;0.886709;0.324871;0.880211;0.474586;-22.179937;-0.962703;22.179937;0.962703;
1.000016;0.902996;0.902996;0.923000;0.923000;0.001119;2.558009;1.000000;1.185253;19.979910;9.678896;1997.990978;967.889577;1.000001;22.200821;2.558024;1.000001;9.678896;0.690761;0.923000;-12.993828;12.993828;0.563987;4.130976;-6.986082;6.986082;0.303225;2.221004;0.886709;0.324871;0.880211;0.474586;-22.179938;-0.962703;22.179938;0.962703;
1.000032;0.902996;0.902996;0.923000;0.923000;0.001119;2.558008;1.000000;1.185253;19.979910;9.678898;1997.991041;967.889752;1.000001;22.200821;2.558024;1.000001;9.678898;0.690761;0.923000;-12.993828;12.993828;0.563986;4.130977;-6.986082;6.986082;0.303225;2.221004;0.886709;0.324871;0.880211;0.474586;-22.179939;-0.962701;22.179939;0.962701;
1.000064;0.902996;0.902996;0.923000;0.923000;0.001119;2.558007;1.000000;1.185253;19.979912;9.678901;1997.991168;967.890100;1.000001;22.200823;2.558024;1.000001;9.678901;0.690761;0.923000;-12.993829;12.993829;0.563985;4.130979;-6.986083;6.986083;0.303224;2.221005;0.886709;0.324871;0.880211;0.474586;-22.179940;-0.962699;22.179940;0.962699;
1.000128;0.902996;0.902996;0.922999;0.922999;0.001119;2.558005;1.000000;1.185253;19.979914;9.678908;1997.991429;967.890800;1.000002;22.200825;2.558024;1.000002;9.678908;0.690761;0.923000;-12.993830;12.993830;0.563982;4.130983;-6.986084;6.986084;0.303223;2.221007;0.886709;0.324871;0.880211;0.474586;-22.179943;-0.962694;22.179943;0.962694;
1.000256;0.902996;0.902997;0.922996;0.922997;0.001119;2.558000;1.000001;1.185253;19.979920;9.678922;1997.991979;967.892206;1.000002;22.200831;2.558024;1.000002;9.678922;0.690761;0.923000;-12.993834;12.993834;0.563976;4.130991;-6.986086;6.986086;0.303220;2.221012;0.886710;0.324871;0.880211;0.474586;-22.179949;-0.962684;22.179949;0.962684;
1.000512;0.902996;0.902997;0.922992;0.922993;0.001119;2.557990;1.000001;1.185253;19.979932;9.678950;1997.993185;967.895046;1.000002;22.200844;2.558025;1.000002;9.678950;0.690761;0.923000;-12.993842;12.993842;0.563965;4.131007;-6.986090;6.986090;0.303214;2.221020;0.886710;0.324871;0.880212;0.474586;-22.179962;-0.962666;22.179962;0.962666;
1.001024;0.902996;0.902998;0.922983;0.922986;0.001119;2.557972;1.000003;1.185254;19.979960;9.679008;1997.996029;967.900840;1.000003;22.200874;2.558026;1.000003;9.679008;0.690761;0.923000;-12.993860;12.993860;0.563946;4.131039;-6.986100;6.986100;0.303204;2.221038;0.886710;0.324872;0.880212;0.474587;-22.179994;-0.962633;22.179994;0.962633;
1.002048;0.902997;0.903002;0.922966;0.922971;0.001119;2.557936;1.000006;1.185255;19.980034;9.679129;1998.003434;967.912872;1.000005;22.200954;2.558030;1.000005;9.679129;0.690761;0.923000;-12.993909;12.993909;0.563917;4.131102;-6.986126;6.986126;0.303188;2.221071;0.886711;0.324873;0.880214;0.474588;-22.180076;-0.962584;22.180076;0.962584;
1.004096;0.903001;0.903012;0.922932;0.922942;0.001119;2.557874;1.000012;1.185261;19.980251;9.679387;1998.025072;967.938705;1.000008;22.201192;2.558040;1.000008;9.679387;0.690763;0.923000;-12.994049;12.994049;0.563897;4.131223;-6.986201;6.986201;0.303177;2.221137;0.886711;0.324876;0.880214;0.474594;-22.180316;-0.962549;22.180316;0.962549;
1.008192;0.903023;0.903043;0.922863;0.922884;0.001119;2.557784;1.000023;1.185283;19.980953;9.679973;1998.095316;967.997290;1.000013;22.201979;2.558073;1.000013;9.679973;0.690769;0.923000;-12.994506;12.994506;0.564002;4.131451;-6.986447;6.986447;0.303234;2.221259;0.886709;0.324888;0.880210;0.474610;-22.181096;-0.962728;22.181096;0.962728;
1.016384;0.903113;0.903155;0.922726;0.922769;0.001119;2.557734;1.000046;1.185372;19.983411;9.681412;1998.341117;968.141166;1.000015;22.204763;2.558191;1.000015;9.681412;0.690793;0.923000;-12.996105;12.996105;0.564787;4.131844;-6.987307;6.987307;0.303655;2.221470;0.886689;0.324928;0.880182;0.474669;-22.183825;-0.964068;22.183825;0.964068;
1.032768;0.903478;0.903560;0.922459;0.922543;0.001119;2.558143;1.000091;1.185726;19.992348;9.685298;1999.234816;968.529838;0.999995;22.214955;2.558652;0.999995;9.685298;0.690894;0.923000;-13.001917;13.001917;0.568559;4.132384;-6.990431;6.990431;0.305684;2.221761;0.886595;0.325073;0.880044;0.474881;-22.193746;-0.970507;22.193746;0.970507;
1.049152;0.904076;0.904198;0.922202;0.922327;0.001119;2.559203;1.000135;1.186305;20.006402;9.690468;2000.640154;969.046827;0.999942;22.231035;2.559428;0.999942;9.690468;0.691066;0.923000;-13.011056;13.011056;0.575142;4.132609;-6.995345;6.995345;0.309223;2.221882;0.886430;0.325302;0.879804;0.475215;-22.209347;-0.981743;22.209347;0.981743;
1.065536;0.904892;0.905052;0.921959;0.922121;0.001120;2.560869;1.000176;1.187102;20.025228;9.696844;2002.522762;969.684364;0.999858;22.252612;2.560528;0.999858;9.696844;0.691309;0.923000;-13.023300;13.023300;0.584352;4.132542;-7.001928;7.001928;0.314175;2.221845;0.886200;0.325608;0.879467;0.475662;-22.230246;-0.997466;22.230246;0.997466;
1.081920;0.905911;0.906105;0.921732;0.921929;0.001121;2.563094;1.000214;1.188102;20.048461;9.704349;2004.846057;970.434948;0.999747;22.279276;2.561948;0.999747;9.704349;0.691621;0.923000;-13.038409;13.038409;0.595994;4.132211;-7.010051;7.010051;0.320434;2.221667;0.885909;0.325986;0.879042;0.476214;-22.256037;-1.017338;22.256037;1.017338;
1.098304;0.907115;0.907341;0.921523;0.921753;0.001122;2.565825;1.000249;1.189291;20.075711;9.712907;2007.571118;971.290690;0.999611;22.310588;2.563678;0.999611;9.712907;0.692000;0.923000;-13.056131;13.056131;0.609857;4.131647;-7.019580;7.019580;0.327887;2.221364;0.885562;0.326429;0.878536;0.476861;-22.286288;-1.041001;22.286288;1.041001;
1.114688;0.908485;0.908741;0.921335;0.921594;0.001124;2.569007;1.000281;1.190652;20.106565;9.722429;2010.656488;972.242907;0.999451;22.346079;2.565697;0.999451;9.722429;0.692440;0.923000;-13.076197;13.076197;0.625720;4.130882;-7.030368;7.030368;0.336416;2.220953;0.885166;0.326930;0.877956;0.477594;-22.320539;-1.068078;22.320539;1.068078;
1.131072;0.910002;0.910284;0.921169;0.921454;0.001125;2.572586;1.000309;1.192167;20.140582;9.732819;2014.058174;973.281919;0.999273;22.385255;2.567981;0.999273;9.732819;0.692937;0.923000;-13.098320;13.098320;0.643347;4.129947;-7.042262;7.042262;0.345893;2.220450;0.884725;0.327483;0.877312;0.478402;-22.358302;-1.098168;22.358302;1.098168;
1.147456;0.911645;0.911949;0.921027;0.921334;0.001127;2.576502;1.000333;1.193816;20.177299;9.743970;2017.729865;974.397022;0.999077;22.427590;2.570502;0.999077;9.743970;0.693483;0.923000;-13.122198;13.122198;0.662495;4.128870;-7.055100;7.055100;0.356188;2.219872;0.884246;0.328080;0.876613;0.479274;-22.399062;-1.130853;22.399062;1.130853;
1.163840;0.913393;0.913715;0.920910;0.921235;0.001129;2.580698;1.000353;1.195576;20.216233;9.755766;2021.623322;975.576579;0.998867;22.472537;2.573229;0.998867;9.755766;0.694073;0.923000;-13.147519;13.147519;0.682907;4.127682;-7.068714;7.068714;0.367163;2.219233;0.883736;0.328714;0.875868;0.480199;-22.442283;-1.165695;22.442283;1.165695;
1.180224;0.915222;0.915559;0.920820;0.921159;0.001131;2.585113;1.000368;1.197427;20.256889;9.768082;2025.688867;976.808167;0.998646;22.519530;2.576130;0.998646;9.768082;0.694699;0.923000;-13.173959;13.173959;0.704320;4.126410;-7.082929;7.082929;0.378675;2.218549;0.883201;0.329375;0.875085;0.481165;-22.487415;-1.202245;22.487415;1.202245;
1.196608;0.917111;0.917459;0.920756;0.921105;0.001133;2.589685;1.000379;1.199344;20.298759;9.780788;2029.875938;978.078753;0.998417;22.567990;2.579168;0.998418;9.780788;0.695354;0.923000;-13.201190;13.201190;0.726461;4.125082;-7.097570;7.097570;0.390579;2.217835;0.882647;0.330055;0.874277;0.482159;-22.533897;-1.240040;22.533897;1.240040;
1.212992;0.919036;0.919390;0.920719;0.921074;0.001135;2.594354;1.000385;1.201305;20.341337;9.793749;2034.133661;979.374872;0.998184;22.617332;2.582308;0.998184;9.793749;0.696028;0.923000;-13.228880;13.228880;0.749057;4.123724;-7.112457;7.112457;0.402728;2.217105;0.882082;0.330748;0.873452;0.483171;-22.581162;-1.278609;22.581162;1.278609;
1.229376;0.920975;0.921331;0.920709;0.921065;0.001137;2.599057;1.000387;1.203286;20.384114;9.806828;2038.411432;980.682816;0.997949;22.666971;2.585513;0.997949;9.806828;0.696715;0.923000;-13.256700;13.256700;0.771830;4.122362;-7.127414;7.127414;0.414972;2.216373;0.881513;0.331443;0.872620;0.484187;-22.628650;-1.317483;22.628650;1.317483;
1.245760;0.922904;0.923258;0.920726;0.921080;0.001139;2.603733;1.000384;1.205265;20.426595;9.819888;2042.659480;981.988812;0.997715;22.716327;2.588746;0.997715;9.819888;0.697407;0.923000;-13.284327;13.284327;0.794507;4.121023;-7.142268;7.142268;0.427164;2.215652;0.880946;0.332134;0.871791;0.485196;-22.675808;-1.356191;22.675808;1.356191;
1.262144;0.924801;0.925150;0.920769;0.921116;0.001141;2.608322;1.000377;1.207217;20.468294;9.832792;2046.829409;983.279201;0.997486;22.764837;2.591970;0.997486;9.832792;0.698094;0.923000;-13.311446;13.311446;0.816816;4.119730;-7.156848;7.156848;0.439158;2.214957;0.880388;0.332812;0.870977;0.486186;-22.722099;-1.394272;22.722099;1.394272;
1.278528;0.926647;0.926985;0.920837;0.921173;0.001143;2.612767;1.000365;1.209122;20.508747;9.845406;2050.874706;984.540601;0.997263;22.811951;2.595148;0.997263;9.845406;0.698770;0.923000;-13.337754;13.337754;0.838494;4.118507;-7.170993;7.170993;0.450813;2.214300;0.879846;0.333470;0.870185;0.487147;-22.767006;-1.431275;22.767006;1.431275;
1.294912;0.928419;0.928744;0.920929;0.921251;0.001145;2.617011;1.000350;1.210957;20.547512;9.857601;2054.751219;985.760078;0.997051;22.857151;2.598246;0.997051;9.857601;0.699428;0.923000;-13.362965;13.362965;0.859288;4.117376;-7.184547;7.184547;0.461993;2.213692;0.879326;0.334100;0.869425;0.488068;-22.810040;-1.466769;22.810040;1.466769;
1.311296;0.930100;0.930407;0.921043;0.921347;0.001146;2.621001;1.000331;1.212703;20.584176;9.869253;2058.417580;986.925289;0.996852;22.899943;2.601230;0.996852;9.869253;0.700059;0.923000;-13.386809;13.386809;0.878957;4.116358;-7.197367;7.197367;0.472568;2.213145;0.878834;0.334696;0.868707;0.488939;-22.850741;-1.500344;22.850741;1.500344;
1.327680;0.931671;0.931958;0.921178;0.921461;0.001148;2.624689;1.000308;1.214341;20.618356;9.880246;2061.835600;988.024634;0.996667;22.939872;2.604066;0.996667;9.880246;0.700658;0.923000;-13.409038;13.409038;0.897277;4.115473;-7.209318;7.209318;0.482418;2.212669;0.878376;0.335252;0.868038;0.489751;-22.888685;-1.531616;22.888685;1.531616;
1.344064;0.933118;0.933380;0.921332;0.921591;0.001150;2.628028;1.000282;1.215854;20.649706;9.890474;2064.970605;989.047382;0.996500;22.976522;2.606726;0.996500;9.890474;0.701218;0.923000;-13.429426;13.429426;0.914044;4.114737;-7.220280;7.220280;0.491432;2.212273;0.877957;0.335762;0.867426;0.490495;-22.923487;-1.560235;22.923487;1.560235;
1.360448;0.934424;0.934660;0.921502;0.921735;0.001151;2.630980;1.000253;1.217226;20.677917;9.899838;2067.791733;989.983794;0.996353;23.009521;2.609181;0.996353;9.899838;0.701733;0.923000;-13.447773;13.447773;0.929070;4.114165;-7.230144;7.230144;0.499511;2.211965;0.877581;0.336220;0.866877;0.491165;-22.954804;-1.585886;22.954804;1.585886;
1.376832;0.935579;0.935786;0.921688;0.921892;0.001152;2.633507;1.000222;1.218444;20.702722;9.908252;2070.272180;990.825229;0.996226;23.038545;2.611407;0.996226;9.908252;0.702199;0.923000;-13.463904;13.463904;0.942196;4.113771;-7.238817;7.238817;0.506568;2.211753;0.877253;0.336624;0.866397;0.491755;-22.982340;-1.608290;22.982340;1.608290;
1.393216;0.936570;0.936747;0.921885;0.922059;0.001153;2.635582;1.000188;1.219496;20.723894;9.915642;2072.389401;991.564233;0.996123;23.063319;2.613382;0.996123;9.915642;0.702612;0.923000;-13.477674;13.477674;0.953283;4.113563;-7.246220;7.246220;0.512529;2.211642;0.876976;0.336968;0.865992;0.492257;-23.005844;-1.627215;23.005844;1.627215;
1.409600;0.937391;0.937534;0.922092;0.922234;0.001154;2.637181;1.000153;1.220372;20.741253;9.921946;2074.125263;992.194617;0.996043;23.083621;2.615088;0.996043;9.921946;0.702966;0.923000;-13.488963;13.488963;0.962221;4.113550;-7.252290;7.252290;0.517334;2.211635;0.876753;0.337250;0.865666;0.492670;-23.025114;-1.642472;23.025114;1.642472;
1.425984;0.938033;0.938143;0.922307;0.922415;0.001154;2.638286;1.000117;1.221066;20.754662;9.927115;2075.466154;992.711513;0.995987;23.099286;2.616508;0.995988;9.927115;0.703261;0.923000;-13.497683;13.497683;0.968926;4.113736;-7.256978;7.256978;0.520939;2.211735;0.876585;0.337468;0.865421;0.492988;-23.039999;-1.653917;23.039999;1.653917;
1.442368;0.938493;0.938568;0.922526;0.922599;0.001154;2.638887;1.000080;1.221573;20.764030;9.931114;2076.403046;993.111419;0.995957;23.110200;2.617631;0.995958;9.931114;0.703493;0.923000;-13.503776;13.503776;0.973344;4.114123;-7.260254;7.260254;0.523314;2.211942;0.876475;0.337621;0.865260;0.493211;-23.050400;-1.661458;23.050400;1.661458;
1.458752;0.938767;0.938808;0.922747;0.922786;0.001154;2.638979;1.000043;1.221888;20.769315;9.933922;2076.931512;993.392223;0.995953;23.116310;2.618450;0.995953;9.933922;0.703661;0.923000;-13.507213;13.507213;0.975448;4.114709;-7.262102;7.262102;0.524446;2.212258;0.876422;0.337707;0.865183;0.493336;-23.056266;-1.665050;23.056266;1.665050;
