time;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_VL1_BUS1_U;NETWORK_VL2_BUS1_U;
45.2907366394;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339692;0.9999997227;
45.2973721594;0.0404187872;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339692;0.9999997227;
45.3006899194;0.0404187881;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339695;0.9999997228;
45.3073254394;0.0404187872;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339695;0.9999997228;
45.3106431994;0.0404187881;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339698;0.9999997230;
45.3172787194;0.0404187872;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339697;0.9999997230;
45.3205964794;0.0404187881;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339701;0.9999997231;
45.3272319994;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339700;0.9999997231;
45.3305497594;0.0404187881;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339703;0.9999997232;
45.3371852794;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339703;0.9999997232;
45.3405030394;0.0404187881;0.0051052451;-0.0404187870;0.0405969874;-0.0051052448;0.0059370635;1.9863339706;0.9999997234;
45.3471385594;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339706;0.9999997234;
45.3504563194;0.0404187881;0.0051052451;-0.0404187870;0.0405969874;-0.0051052448;0.0059370635;1.9863339709;0.9999997235;
45.3570918394;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339709;0.9999997235;
45.3604095994;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339712;0.9999997237;
45.3670451194;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339712;0.9999997237;
45.3703628794;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339715;0.9999997238;
45.3769983994;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339714;0.9999997238;
45.3803161594;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339718;0.9999997240;
45.3869516794;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339717;0.9999997239;
45.3902694394;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339720;0.9999997241;
45.3969049594;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339720;0.9999997241;
45.4002227194;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339723;0.9999997242;
45.4068582394;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339723;0.9999997242;
45.4101759994;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339726;0.9999997244;
45.4168115194;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339726;0.9999997244;
45.4201292794;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339729;0.9999997245;
45.4267647994;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339729;0.9999997245;
45.4300825594;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339732;0.9999997247;
45.4367180794;0.0404187873;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339731;0.9999997247;
45.4400358394;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339734;0.9999997248;
45.4466713594;0.0404187873;0.0051052449;-0.0404187870;0.0405969874;-0.0051052448;0.0059370635;1.9863339734;0.9999997248;
45.4499891194;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339737;0.9999997249;
45.4566246394;0.0404187873;0.0051052449;-0.0404187870;0.0405969874;-0.0051052448;0.0059370635;1.9863339737;0.9999997249;
45.4599423994;0.0404187881;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339740;0.9999997251;
45.4665779194;0.0404187873;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339740;0.9999997251;
45.4698956794;0.0404187882;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339743;0.9999997252;
45.4765311994;0.0404187873;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339743;0.9999997252;
45.4798489594;0.0404187882;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339746;0.9999997254;
45.4864844794;0.0404187873;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339745;0.9999997254;
45.4898022394;0.0404187882;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339748;0.9999997255;
45.4964377594;0.0404187873;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339748;0.9999997255;
45.4997555194;0.0404187882;0.0051052451;-0.0404187871;0.0405969874;-0.0051052448;0.0059370635;1.9863339751;0.9999997256;
45.5063910394;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370636;1.9863339751;0.9999997256;
45.5097087994;0.0404187882;0.0051052451;-0.0404187871;0.0405969875;-0.0051052448;0.0059370635;1.9863339754;0.9999997258;
45.5163443194;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370636;1.9863339754;0.9999997258;
45.5196620794;0.0404187882;0.0051052451;-0.0404187871;0.0405969875;-0.0051052448;0.0059370635;1.9863339757;0.9999997259;
45.5262975994;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370636;1.9863339757;0.9999997259;
45.5296153594;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339760;0.9999997261;
45.5362508794;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370636;1.9863339759;0.9999997261;
45.5395686394;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339762;0.9999997262;
45.5462041594;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370636;1.9863339762;0.9999997262;
45.5495219194;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339765;0.9999997263;
45.5561574394;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370636;1.9863339765;0.9999997263;
45.5594751994;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339768;0.9999997265;
45.5661107194;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052448;0.0059370636;1.9863339768;0.9999997265;
45.5694284794;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339771;0.9999997266;
45.5760639994;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052449;0.0059370636;1.9863339771;0.9999997266;
45.5793817594;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339774;0.9999997268;
45.5860172794;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052449;0.0059370636;1.9863339773;0.9999997268;
45.5893350394;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339776;0.9999997269;
45.5959705594;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052449;0.0059370636;1.9863339776;0.9999997269;
45.5992883194;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339779;0.9999997270;
45.6059238394;0.0404187874;0.0051052449;-0.0404187871;0.0405969874;-0.0051052449;0.0059370636;1.9863339779;0.9999997270;
45.6092415994;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339782;0.9999997272;
45.6158771194;0.0404187874;0.0051052449;-0.0404187871;0.0405969875;-0.0051052449;0.0059370636;1.9863339782;0.9999997272;
45.6191948794;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339785;0.9999997273;
45.6258303994;0.0404187874;0.0051052449;-0.0404187871;0.0405969875;-0.0051052449;0.0059370636;1.9863339785;0.9999997273;
45.6291481594;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339788;0.9999997275;
45.6357836794;0.0404187874;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339787;0.9999997275;
45.6391014394;0.0404187882;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339790;0.9999997276;
45.6457369594;0.0404187874;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339790;0.9999997276;
45.6490547194;0.0404187883;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339793;0.9999997277;
45.6556902394;0.0404187874;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339793;0.9999997277;
45.6590079994;0.0404187883;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339796;0.9999997279;
45.6656435194;0.0404187874;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339796;0.9999997279;
45.6689612794;0.0404187883;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339799;0.9999997280;
45.6755967994;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339798;0.9999997280;
45.6789145594;0.0404187883;0.0051052451;-0.0404187872;0.0405969875;-0.0051052448;0.0059370635;1.9863339801;0.9999997282;
45.6855500794;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339801;0.9999997282;
45.6888678394;0.0404187883;0.0051052451;-0.0404187872;0.0405969876;-0.0051052448;0.0059370635;1.9863339804;0.9999997283;
45.6955033594;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339804;0.9999997283;
45.6988211194;0.0404187883;0.0051052451;-0.0404187872;0.0405969876;-0.0051052448;0.0059370635;1.9863339807;0.9999997284;
45.7054566394;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339807;0.9999997284;
45.7087743994;0.0404187883;0.0051052451;-0.0404187873;0.0405969876;-0.0051052448;0.0059370635;1.9863339810;0.9999997286;
45.7154099194;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339810;0.9999997286;
45.7187276794;0.0404187883;0.0051052451;-0.0404187873;0.0405969876;-0.0051052448;0.0059370635;1.9863339813;0.9999997287;
45.7253631994;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339812;0.9999997287;
45.7286809594;0.0404187883;0.0051052451;-0.0404187873;0.0405969876;-0.0051052448;0.0059370635;1.9863339815;0.9999997289;
45.7353164794;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339815;0.9999997288;
45.7386342394;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339818;0.9999997290;
45.7452697594;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339818;0.9999997290;
45.7485875194;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339821;0.9999997291;
45.7552230394;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339821;0.9999997291;
45.7585407994;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339824;0.9999997293;
45.7651763194;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339823;0.9999997293;
45.7684940794;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339826;0.9999997294;
45.7751295994;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339826;0.9999997294;
45.7784473594;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339829;0.9999997295;
45.7850828794;0.0404187875;0.0051052449;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;1.9863339829;0.9999997295;
45.7884006394;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339832;0.9999997297;
45.7950361594;0.0404187875;0.0051052450;-0.0404187872;0.0405969876;-0.0051052449;0.0059370636;1.9863339832;0.9999997297;
45.7983539194;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339835;0.9999997298;
45.8049894394;0.0404187875;0.0051052450;-0.0404187872;0.0405969876;-0.0051052449;0.0059370636;1.9863339834;0.9999997298;
45.8083071994;0.0404187883;0.0051052452;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;1.9863339837;0.9999997300;
45.8149427194;0.0404187875;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339837;0.9999997300;
45.8182604794;0.0404187884;0.0051052452;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339840;0.9999997301;
45.8248959994;0.0404187875;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339840;0.9999997301;
45.8282137594;0.0404187884;0.0051052452;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339843;0.9999997302;
45.8348492794;0.0404187875;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339843;0.9999997302;
45.8381670394;0.0404187884;0.0051052452;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339846;0.9999997304;
45.8448025594;0.0404187875;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339845;0.9999997304;
45.8481203194;0.0404187884;0.0051052452;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339848;0.9999997305;
45.8547558394;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339848;0.9999997305;
45.8580735994;0.0404187884;0.0051052452;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339851;0.9999997307;
45.8647091194;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339851;0.9999997306;
45.8680268794;0.0404187884;0.0051052452;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;1.9863339854;0.9999997308;
45.8746623994;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339854;0.9999997308;
45.8779801594;0.0404187884;0.0051052452;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;1.9863339857;0.9999997309;
45.8846156794;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339856;0.9999997309;
45.8879334394;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339859;0.9999997311;
45.8945689594;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339859;0.9999997311;
45.8978867194;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339862;0.9999997312;
45.9045222394;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339862;0.9999997312;
45.9078399994;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339865;0.9999997313;
45.9144755194;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339865;0.9999997313;
45.9177932794;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339868;0.9999997315;
45.9244287994;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339867;0.9999997315;
45.9277465594;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339870;0.9999997316;
45.9343820794;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339870;0.9999997316;
45.9376998394;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339873;0.9999997318;
45.9443353594;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339873;0.9999997317;
45.9476531194;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339876;0.9999997319;
45.9542886394;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339876;0.9999997319;
45.9576063994;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339879;0.9999997320;
45.9642419194;0.0404187876;0.0051052450;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;1.9863339878;0.9999997320;
45.9675596794;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339881;0.9999997322;
45.9741951994;0.0404187876;0.0051052450;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;1.9863339881;0.9999997322;
45.9775129594;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339884;0.9999997323;
45.9841484794;0.0404187876;0.0051052450;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;1.9863339884;0.9999997323;
45.9874662394;0.0404187884;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339887;0.9999997324;
45.9941017594;0.0404187876;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339887;0.9999997324;
45.9974195194;0.0404187885;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339890;0.9999997326;
46.0040550394;0.0404187876;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339889;0.9999997326;
46.0073727994;0.0404187885;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339892;0.9999997327;
46.0140083194;0.0404187876;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339892;0.9999997327;
46.0173260794;0.0404187885;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339895;0.9999997328;
46.0239615994;0.0404187876;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339895;0.9999997328;
46.0272793594;0.0404187885;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339898;0.9999997330;
46.0339148794;0.0404187877;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339897;0.9999997330;
46.0372326394;0.0404187885;0.0051052452;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339901;0.9999997331;
46.0438681594;0.0404187877;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339900;0.9999997331;
46.0471859194;0.0404187885;0.0051052452;-0.0404187874;0.0405969878;-0.0051052449;0.0059370636;1.9863339903;0.9999997333;
46.0538214394;0.0404187877;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339903;0.9999997333;
46.0571391994;0.0404187885;0.0051052452;-0.0404187874;0.0405969878;-0.0051052449;0.0059370636;1.9863339906;0.9999997334;
46.0637747194;0.0404187877;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339906;0.9999997334;
46.0670924794;0.0404187885;0.0051052452;-0.0404187875;0.0405969878;-0.0051052449;0.0059370636;1.9863339909;0.9999997335;
46.0737279994;0.0404187877;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339908;0.9999997335;
46.0770457594;0.0404187885;0.0051052452;-0.0404187875;0.0405969878;-0.0051052449;0.0059370636;1.9863339911;0.9999997337;
46.0836812794;0.0404187877;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339911;0.9999997337;
46.0869990394;0.0404187885;0.0051052452;-0.0404187875;0.0405969878;-0.0051052449;0.0059370636;1.9863339914;0.9999997338;
46.0936345594;0.0404187877;0.0051052450;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;1.9863339914;0.9999997338;
