time;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_VL1_BUS1_U;NETWORK_VL2_BUS1_U;
44.2456422394;0.0404187874;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339386;0.9999997073;
44.2522777594;0.0404187866;0.0051052447;-0.0404187863;0.0405969866;-0.0051052447;0.0059370634;1.9863339386;0.9999997074;
44.2555955194;0.0404187874;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339389;0.9999997075;
44.2622310394;0.0404187866;0.0051052447;-0.0404187863;0.0405969867;-0.0051052447;0.0059370634;1.9863339389;0.9999997075;
44.2655487994;0.0404187874;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339392;0.9999997076;
44.2721843194;0.0404187866;0.0051052447;-0.0404187863;0.0405969867;-0.0051052447;0.0059370634;1.9863339392;0.9999997077;
44.2755020794;0.0404187874;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339395;0.9999997078;
44.2821375994;0.0404187866;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339395;0.9999997078;
44.2854553594;0.0404187875;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339398;0.9999997079;
44.2920908794;0.0404187866;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339398;0.9999997079;
44.2954086394;0.0404187875;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339401;0.9999997081;
44.3020441594;0.0404187866;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339401;0.9999997081;
44.3053619194;0.0404187875;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339404;0.9999997082;
44.3119974394;0.0404187866;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339404;0.9999997082;
44.3153151994;0.0404187875;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339407;0.9999997084;
44.3219507194;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339407;0.9999997084;
44.3252684794;0.0404187875;0.0051052449;-0.0404187864;0.0405969867;-0.0051052446;0.0059370633;1.9863339410;0.9999997085;
44.3319039994;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339410;0.9999997085;
44.3352217594;0.0404187875;0.0051052449;-0.0404187864;0.0405969868;-0.0051052446;0.0059370633;1.9863339413;0.9999997087;
44.3418572794;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339413;0.9999997087;
44.3451750394;0.0404187875;0.0051052449;-0.0404187865;0.0405969868;-0.0051052446;0.0059370633;1.9863339416;0.9999997088;
44.3518105594;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339416;0.9999997088;
44.3551283194;0.0404187875;0.0051052449;-0.0404187865;0.0405969868;-0.0051052446;0.0059370633;1.9863339419;0.9999997090;
44.3617638394;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339419;0.9999997090;
44.3650815994;0.0404187875;0.0051052449;-0.0404187865;0.0405969868;-0.0051052446;0.0059370633;1.9863339422;0.9999997091;
44.3717171194;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339422;0.9999997091;
44.3750348794;0.0404187875;0.0051052449;-0.0404187865;0.0405969868;-0.0051052446;0.0059370633;1.9863339425;0.9999997093;
44.3816703994;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339425;0.9999997093;
44.3849881594;0.0404187875;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339428;0.9999997094;
44.3916236794;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339428;0.9999997094;
44.3949414394;0.0404187875;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339431;0.9999997096;
44.4015769594;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339431;0.9999997096;
44.4048947194;0.0404187875;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339434;0.9999997097;
44.4115302394;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339434;0.9999997097;
44.4148479994;0.0404187875;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339437;0.9999997099;
44.4214835194;0.0404187867;0.0051052447;-0.0404187864;0.0405969867;-0.0051052447;0.0059370634;1.9863339437;0.9999997099;
44.4248012794;0.0404187875;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339440;0.9999997100;
44.4314367994;0.0404187867;0.0051052447;-0.0404187864;0.0405969868;-0.0051052447;0.0059370634;1.9863339440;0.9999997100;
44.4347545594;0.0404187875;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339443;0.9999997102;
44.4413900794;0.0404187867;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339443;0.9999997102;
44.4447078394;0.0404187875;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339446;0.9999997103;
44.4513433594;0.0404187867;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339446;0.9999997103;
44.4546611194;0.0404187876;0.0051052450;-0.0404187865;0.0405969868;-0.0051052446;0.0059370634;1.9863339449;0.9999997105;
44.4612966394;0.0404187867;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339449;0.9999997105;
44.4646143994;0.0404187876;0.0051052450;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339452;0.9999997106;
44.4712499194;0.0404187867;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339452;0.9999997106;
44.4745676794;0.0404187876;0.0051052450;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339455;0.9999997108;
44.4812031994;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339454;0.9999997108;
44.4845209594;0.0404187876;0.0051052450;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339458;0.9999997109;
44.4911564794;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339457;0.9999997109;
44.4944742394;0.0404187876;0.0051052450;-0.0404187865;0.0405969869;-0.0051052447;0.0059370634;1.9863339461;0.9999997111;
44.5011097594;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339460;0.9999997111;
44.5044275194;0.0404187876;0.0051052450;-0.0404187865;0.0405969869;-0.0051052447;0.0059370634;1.9863339464;0.9999997112;
44.5110630394;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339463;0.9999997112;
44.5143807994;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339466;0.9999997114;
44.5210163194;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339466;0.9999997114;
44.5243340794;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339469;0.9999997115;
44.5309695994;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339469;0.9999997115;
44.5342873594;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339472;0.9999997117;
44.5409228794;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339472;0.9999997117;
44.5442406394;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339475;0.9999997118;
44.5508761594;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339475;0.9999997118;
44.5541939194;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339478;0.9999997120;
44.5608294394;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339478;0.9999997120;
44.5641471994;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339481;0.9999997121;
44.5707827194;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339481;0.9999997121;
44.5741004794;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339484;0.9999997123;
44.5807359994;0.0404187868;0.0051052448;-0.0404187865;0.0405969868;-0.0051052447;0.0059370634;1.9863339484;0.9999997123;
44.5840537594;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339487;0.9999997124;
44.5906892794;0.0404187868;0.0051052448;-0.0404187865;0.0405969869;-0.0051052447;0.0059370634;1.9863339487;0.9999997124;
44.5940070394;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339490;0.9999997125;
44.6006425594;0.0404187868;0.0051052448;-0.0404187865;0.0405969869;-0.0051052447;0.0059370634;1.9863339490;0.9999997126;
44.6039603194;0.0404187876;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339493;0.9999997127;
44.6105958394;0.0404187868;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339493;0.9999997127;
44.6139135994;0.0404187877;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339496;0.9999997128;
44.6205491194;0.0404187868;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339496;0.9999997128;
44.6238668794;0.0404187877;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339499;0.9999997130;
44.6305023994;0.0404187868;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339499;0.9999997130;
44.6338201594;0.0404187877;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339502;0.9999997131;
44.6404556794;0.0404187868;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339502;0.9999997131;
44.6437734394;0.0404187877;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339505;0.9999997133;
44.6504089594;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339505;0.9999997133;
44.6537267194;0.0404187877;0.0051052450;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339508;0.9999997134;
44.6603622394;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339507;0.9999997134;
44.6636799994;0.0404187877;0.0051052450;-0.0404187866;0.0405969870;-0.0051052447;0.0059370634;1.9863339511;0.9999997136;
44.6703155194;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339510;0.9999997136;
44.6736332794;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339514;0.9999997137;
44.6802687994;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339513;0.9999997137;
44.6835865594;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339516;0.9999997139;
44.6902220794;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339516;0.9999997139;
44.6935398394;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339519;0.9999997140;
44.7001753594;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339519;0.9999997140;
44.7034931194;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339522;0.9999997142;
44.7101286394;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339522;0.9999997142;
44.7134463994;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339525;0.9999997143;
44.7200819194;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339525;0.9999997143;
44.7233996794;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339528;0.9999997145;
44.7300351994;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339528;0.9999997145;
44.7333529594;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339531;0.9999997146;
44.7399884794;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339531;0.9999997146;
44.7433062394;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339534;0.9999997147;
44.7499417594;0.0404187869;0.0051052448;-0.0404187866;0.0405969869;-0.0051052447;0.0059370634;1.9863339534;0.9999997148;
44.7532595194;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339537;0.9999997149;
44.7598950394;0.0404187869;0.0051052448;-0.0404187866;0.0405969870;-0.0051052447;0.0059370634;1.9863339537;0.9999997149;
44.7632127994;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339540;0.9999997150;
44.7698483194;0.0404187869;0.0051052448;-0.0404187866;0.0405969870;-0.0051052447;0.0059370634;1.9863339540;0.9999997150;
44.7731660794;0.0404187877;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339543;0.9999997152;
44.7798015994;0.0404187869;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339542;0.9999997152;
44.7831193594;0.0404187878;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339546;0.9999997153;
44.7897548794;0.0404187869;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339545;0.9999997153;
44.7930726394;0.0404187878;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339549;0.9999997155;
44.7997081594;0.0404187869;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339548;0.9999997155;
44.8030259194;0.0404187878;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339551;0.9999997156;
44.8096614394;0.0404187869;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339551;0.9999997156;
44.8129791994;0.0404187878;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339554;0.9999997158;
44.8196147194;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339554;0.9999997158;
44.8229324794;0.0404187878;0.0051052450;-0.0404187867;0.0405969870;-0.0051052447;0.0059370634;1.9863339557;0.9999997159;
44.8295679994;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370635;1.9863339557;0.9999997159;
44.8328857594;0.0404187878;0.0051052450;-0.0404187867;0.0405969871;-0.0051052447;0.0059370634;1.9863339560;0.9999997161;
44.8395212794;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370635;1.9863339560;0.9999997161;
44.8428390394;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339563;0.9999997162;
44.8494745594;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370635;1.9863339563;0.9999997162;
44.8527923194;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339566;0.9999997164;
44.8594278394;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370635;1.9863339566;0.9999997164;
44.8627455994;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339569;0.9999997165;
44.8693811194;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370635;1.9863339569;0.9999997165;
44.8726988794;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339572;0.9999997166;
44.8793343994;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370635;1.9863339572;0.9999997166;
44.8826521594;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339575;0.9999997168;
44.8892876794;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052447;0.0059370635;1.9863339574;0.9999997168;
44.8926054394;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339578;0.9999997169;
44.8992409594;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052448;0.0059370635;1.9863339577;0.9999997169;
44.9025587194;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339580;0.9999997171;
44.9091942394;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052448;0.0059370635;1.9863339580;0.9999997171;
44.9125119994;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339583;0.9999997172;
44.9191475194;0.0404187870;0.0051052448;-0.0404187867;0.0405969870;-0.0051052448;0.0059370635;1.9863339583;0.9999997172;
44.9224652794;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339586;0.9999997174;
44.9291007994;0.0404187870;0.0051052448;-0.0404187867;0.0405969871;-0.0051052448;0.0059370635;1.9863339586;0.9999997174;
44.9324185594;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339589;0.9999997175;
44.9390540794;0.0404187870;0.0051052448;-0.0404187867;0.0405969871;-0.0051052448;0.0059370635;1.9863339589;0.9999997175;
44.9423718394;0.0404187878;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339592;0.9999997177;
44.9490073594;0.0404187870;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339592;0.9999997177;
44.9523251194;0.0404187879;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339595;0.9999997178;
44.9589606394;0.0404187870;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339595;0.9999997178;
44.9622783994;0.0404187879;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339598;0.9999997179;
44.9689139194;0.0404187870;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339598;0.9999997179;
44.9722316794;0.0404187879;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339601;0.9999997181;
44.9788671994;0.0404187870;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339600;0.9999997181;
44.9821849594;0.0404187879;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339604;0.9999997182;
44.9888204794;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339603;0.9999997182;
44.9921382394;0.0404187879;0.0051052450;-0.0404187868;0.0405969871;-0.0051052447;0.0059370634;1.9863339606;0.9999997184;
44.9987737594;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339606;0.9999997184;
45.0020915194;0.0404187879;0.0051052450;-0.0404187868;0.0405969872;-0.0051052447;0.0059370634;1.9863339609;0.9999997185;
45.0087270394;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339609;0.9999997185;
45.0120447994;0.0404187879;0.0051052450;-0.0404187869;0.0405969872;-0.0051052447;0.0059370634;1.9863339612;0.9999997187;
45.0186803194;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339612;0.9999997187;
45.0219980794;0.0404187879;0.0051052450;-0.0404187869;0.0405969872;-0.0051052447;0.0059370634;1.9863339615;0.9999997188;
45.0286335994;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339615;0.9999997188;
45.0319513594;0.0404187879;0.0051052450;-0.0404187869;0.0405969872;-0.0051052447;0.0059370634;1.9863339618;0.9999997190;
45.0385868794;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339618;0.9999997190;
45.0419046394;0.0404187879;0.0051052450;-0.0404187869;0.0405969872;-0.0051052447;0.0059370634;1.9863339621;0.9999997191;
45.0485401594;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339621;0.9999997191;
45.0518579194;0.0404187879;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339624;0.9999997192;
45.0584934394;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339623;0.9999997192;
45.0618111994;0.0404187879;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339627;0.9999997194;
45.0684467194;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339626;0.9999997194;
45.0717644794;0.0404187879;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339629;0.9999997195;
45.0783999994;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339629;0.9999997195;
45.0817177594;0.0404187879;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339632;0.9999997197;
45.0883532794;0.0404187871;0.0051052448;-0.0404187868;0.0405969871;-0.0051052448;0.0059370635;1.9863339632;0.9999997197;
45.0916710394;0.0404187879;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339635;0.9999997198;
45.0983065594;0.0404187871;0.0051052449;-0.0404187868;0.0405969872;-0.0051052448;0.0059370635;1.9863339635;0.9999997198;
45.1016243194;0.0404187879;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339638;0.9999997200;
45.1082598394;0.0404187871;0.0051052449;-0.0404187868;0.0405969872;-0.0051052448;0.0059370635;1.9863339638;0.9999997200;
45.1115775994;0.0404187879;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339641;0.9999997201;
45.1182131194;0.0404187871;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339641;0.9999997201;
45.1215308794;0.0404187880;0.0051052451;-0.0404187869;0.0405969872;-0.0051052447;0.0059370635;1.9863339644;0.9999997202;
45.1281663994;0.0404187871;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339643;0.9999997202;
45.1314841594;0.0404187880;0.0051052451;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339647;0.9999997204;
45.1381196794;0.0404187871;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339646;0.9999997204;
45.1414374394;0.0404187880;0.0051052451;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339649;0.9999997205;
45.1480729594;0.0404187871;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339649;0.9999997205;
45.1513907194;0.0404187880;0.0051052451;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339652;0.9999997207;
45.1580262394;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339652;0.9999997207;
45.1613439994;0.0404187880;0.0051052451;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339655;0.9999997208;
45.1679795194;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339655;0.9999997208;
45.1712972794;0.0404187880;0.0051052451;-0.0404187869;0.0405969873;-0.0051052448;0.0059370635;1.9863339658;0.9999997210;
45.1779327994;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339658;0.9999997210;
45.1812505594;0.0404187880;0.0051052451;-0.0404187869;0.0405969873;-0.0051052448;0.0059370635;1.9863339661;0.9999997211;
45.1878860794;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339661;0.9999997211;
45.1912038394;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339664;0.9999997213;
45.1978393594;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339663;0.9999997213;
45.2011571194;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339667;0.9999997214;
45.2077926394;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339666;0.9999997214;
45.2111103994;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339669;0.9999997215;
45.2177459194;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339669;0.9999997215;
45.2210636794;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339672;0.9999997217;
45.2276991994;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339672;0.9999997217;
45.2310169594;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339675;0.9999997218;
45.2376524794;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339675;0.9999997218;
45.2409702394;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339678;0.9999997220;
45.2476057594;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339678;0.9999997220;
45.2509235194;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339681;0.9999997221;
45.2575590394;0.0404187872;0.0051052449;-0.0404187869;0.0405969872;-0.0051052448;0.0059370635;1.9863339680;0.9999997221;
45.2608767994;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339684;0.9999997222;
45.2675123194;0.0404187872;0.0051052449;-0.0404187869;0.0405969873;-0.0051052448;0.0059370635;1.9863339683;0.9999997222;
45.2708300794;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339686;0.9999997224;
45.2774655994;0.0404187872;0.0051052449;-0.0404187869;0.0405969873;-0.0051052448;0.0059370635;1.9863339686;0.9999997224;
45.2807833594;0.0404187880;0.0051052451;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339689;0.9999997225;
45.2874188794;0.0404187872;0.0051052449;-0.0404187870;0.0405969873;-0.0051052448;0.0059370635;1.9863339689;0.9999997225;
