time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___2_EC_load_UPu;_LOAD___2_EC_transformer_transformerVariableTap_U1Pu;_LOAD___2_EC_transformer_transformerVariableTap_U2Pu;_LOAD___2_EC_transformer_transformerVariableTap_tap;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_transformerVariableTap_U1Pu;_LOAD___3_EC_transformer_transformerVariableTap_U2Pu;_LOAD___3_EC_transformer_transformerVariableTap_tap;_LOAD___2_EC_transformer_tapChanger_valueMin;_LOAD___2_EC_transformer_tapChanger_valueMax;_LOAD___3_EC_transformer_tapChanger_valueMin;_LOAD___3_EC_transformer_tapChanger_valueMax;_LOAD___2_EC_transformer_tapChanger_tap_value;_LOAD___3_EC_transformer_tapChanger_tap_value;TAP_CHANGER_LOCK_tapChangerBlocking_blockedD;TAP_CHANGER_LOCK_tapChangerBlocking_blockedT;TAP_CHANGER_LOCK_tapChangerBlocking_UMin;TAP_CHANGER_LOCK_tapChangerBlocking_state;
0.001024;1.059928;1.044920;69.688704;1.009981;1.017641;1.019488;1.070117;1.061490;1.089907;1.055941;1.051013;1.056978;1.055301;1.050492;1.035620;1.000000;1.000000;1.000000;1.000000;1.000000;232.319464;40.078215;-0.057335;0.007668;-0.005668;-16.540701;44.024924;25.136987;12.820292;17.582863;0.216756;0.126763;1.000673;1.044920;1.000673;7.000000;0.941973;0.127192;0.999028;1.009981;0.999028;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.002048;1.059928;1.044919;69.688696;1.009981;1.017641;1.019488;1.070117;1.061490;1.089907;1.055941;1.051012;1.056977;1.055300;1.050491;1.035620;1.000000;1.000000;1.000000;1.000000;1.000000;232.319706;40.077795;-0.057177;0.007557;-0.005650;-16.540015;44.024189;25.137153;12.820075;17.582948;0.216756;0.126762;1.000673;1.044919;1.000673;7.000000;0.941972;0.127192;0.999028;1.009981;0.999028;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.004096;1.059928;1.044919;69.688679;1.009981;1.017640;1.019487;1.070115;1.061489;1.089907;1.055940;1.051012;1.056976;1.055299;1.050490;1.035619;1.000000;1.000000;1.000000;1.000000;1.000000;232.320193;40.076965;-0.056869;0.007348;-0.005614;-16.538690;44.022762;25.137464;12.819681;17.583105;0.216756;0.126762;1.000672;1.044919;1.000672;7.000000;0.941972;0.127192;0.999028;1.009981;0.999028;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.008192;1.059928;1.044917;69.688649;1.009980;1.017639;1.019486;1.070113;1.061488;1.089907;1.055939;1.051010;1.056975;1.055297;1.050489;1.035617;1.000000;1.000000;1.000000;1.000000;1.000000;232.321173;40.075341;-0.056284;0.006981;-0.005551;-16.536227;44.020079;25.138008;12.819045;17.583376;0.216756;0.126762;1.000671;1.044917;1.000671;7.000000;0.941971;0.127192;0.999028;1.009980;0.999028;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.016384;1.059928;1.044915;69.688598;1.009980;1.017638;1.019485;1.070111;1.061487;1.089906;1.055937;1.051009;1.056973;1.055295;1.050486;1.035616;1.000000;1.000000;1.000000;1.000000;1.000000;232.323172;40.072210;-0.055213;0.006394;-0.005448;-16.531950;44.015337;25.138823;12.818279;17.583768;0.216755;0.126761;1.000668;1.044915;1.000668;7.000000;0.941970;0.127191;0.999027;1.009980;0.999027;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.032768;1.059928;1.044912;69.688529;1.009979;1.017636;1.019483;1.070109;1.061486;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.327367;40.066280;-0.053347;0.005569;-0.005299;-16.525463;44.007968;25.139620;12.818170;17.584103;0.216754;0.126760;1.000665;1.044912;1.000665;7.000000;0.941969;0.127191;0.999026;1.009979;0.999026;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.040538;1.059929;1.044911;69.688506;1.009978;1.017636;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.329458;40.063536;-0.052521;0.005234;-0.005240;-16.523016;44.005184;25.139759;12.818466;17.584140;0.216754;0.126760;1.000664;1.044911;1.000664;7.000000;0.941969;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.040538;1.059929;1.044911;69.688506;1.009978;1.017636;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.329458;40.063536;-0.052521;0.005234;-0.005240;-16.523016;44.005184;25.139759;12.818466;17.584140;0.216754;0.126760;1.000664;1.044911;1.000664;7.000000;0.941969;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.040538;1.059929;1.044911;69.688506;1.009978;1.017636;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.329458;40.063536;-0.052521;0.005234;-0.005240;-16.523016;44.005184;25.139759;12.818466;17.584140;0.216754;0.126760;1.000664;1.044911;1.000664;7.000000;0.941969;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044422;1.059929;1.044910;69.688498;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330527;40.062180;-0.052122;0.005080;-0.005213;-16.521945;44.003965;25.139772;12.818697;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044422;1.059929;1.044910;69.688498;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330527;40.062180;-0.052122;0.005080;-0.005213;-16.521945;44.003965;25.139772;12.818697;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044423;1.059929;1.044910;69.688498;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330527;40.062180;-0.052122;0.005080;-0.005213;-16.521945;44.003964;25.139772;12.818697;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044424;1.059929;1.044910;69.688498;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330527;40.062180;-0.052122;0.005080;-0.005213;-16.521945;44.003964;25.139772;12.818697;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044426;1.059929;1.044910;69.688498;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330528;40.062179;-0.052122;0.005080;-0.005213;-16.521944;44.003964;25.139772;12.818697;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044430;1.059929;1.044910;69.688498;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330529;40.062178;-0.052121;0.005080;-0.005213;-16.521943;44.003963;25.139772;12.818698;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044438;1.059929;1.044910;69.688497;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330531;40.062175;-0.052120;0.005080;-0.005213;-16.521942;44.003961;25.139771;12.818699;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044454;1.059929;1.044910;69.688497;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330535;40.062170;-0.052119;0.005079;-0.005213;-16.521938;44.003956;25.139771;12.818700;17.584128;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044486;1.059929;1.044910;69.688497;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330544;40.062159;-0.052116;0.005079;-0.005213;-16.521931;44.003948;25.139770;12.818704;17.584127;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044550;1.059929;1.044910;69.688497;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330562;40.062137;-0.052110;0.005077;-0.005212;-16.521917;44.003931;25.139769;12.818711;17.584126;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044678;1.059929;1.044910;69.688497;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330597;40.062094;-0.052098;0.005074;-0.005212;-16.521890;44.003898;25.139766;12.818725;17.584124;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.044934;1.059929;1.044910;69.688497;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330668;40.062009;-0.052075;0.005068;-0.005211;-16.521835;44.003832;25.139760;12.818754;17.584119;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.045446;1.059929;1.044910;69.688496;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.330810;40.061837;-0.052028;0.005056;-0.005208;-16.521726;44.003701;25.139748;12.818812;17.584110;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.046470;1.059929;1.044910;69.688495;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055293;1.050484;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.331095;40.061494;-0.051934;0.005032;-0.005204;-16.521513;44.003444;25.139722;12.818929;17.584091;0.216754;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.048518;1.059929;1.044910;69.688493;1.009978;1.017635;1.019482;1.070109;1.061485;1.089905;1.055936;1.051007;1.056971;1.055294;1.050485;1.035614;1.000000;1.000000;1.000000;1.000000;1.000000;232.331668;40.060810;-0.051748;0.004983;-0.005195;-16.521104;44.002952;25.139663;12.819169;17.584049;0.216753;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052614;1.059930;1.044910;69.688489;1.009978;1.017636;1.019482;1.070110;1.061486;1.089905;1.055936;1.051007;1.056972;1.055294;1.050486;1.035615;1.000000;1.000000;1.000000;1.000000;1.000000;232.332830;40.059444;-0.051378;0.004882;-0.005176;-16.520349;44.002049;25.139525;12.819673;17.583956;0.216753;0.126760;1.000664;1.044910;1.000664;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.060806;1.059930;1.044910;69.688487;1.009978;1.017636;1.019483;1.070112;1.061486;1.089905;1.055937;1.051008;1.056973;1.055296;1.050487;1.035616;1.000000;1.000000;1.000000;1.000000;1.000000;232.335216;40.056718;-0.050646;0.004668;-0.005140;-16.519067;44.000542;25.139171;12.820752;17.583733;0.216753;0.126760;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070252;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338059;40.053565;-0.049802;0.004398;-0.005097;-16.517889;43.999211;25.138668;12.822068;17.583431;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070252;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338059;40.053565;-0.049802;0.004398;-0.005097;-16.517889;43.999211;25.138668;12.822068;17.583431;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070253;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338059;40.053565;-0.049802;0.004398;-0.005096;-16.517889;43.999211;25.138668;12.822068;17.583431;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070254;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338059;40.053564;-0.049802;0.004398;-0.005096;-16.517889;43.999211;25.138668;12.822068;17.583431;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070256;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338060;40.053564;-0.049802;0.004397;-0.005096;-16.517889;43.999210;25.138667;12.822068;17.583431;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070260;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338061;40.053562;-0.049801;0.004397;-0.005096;-16.517888;43.999210;25.138667;12.822069;17.583431;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
