time;WPP4B_WPP4B_injector_PInjPu;WPP4B_WPP4B_injector_QInjPu;WPP4B_WPP4B_injector_terminal_V_re;WPP4B_WPP4B_injector_terminal_i_re;WPP4B_WPP4B_injector_terminal_V_im;WPP4B_WPP4B_injector_terminal_i_im;WPP4B_WPP4B_pll_omegaPLLPu;HVRTWecc_hvrt_fOCB;HVRTWecc_hvrt_switchOffSignal;
0.571392;0.700005;0.279505;1.030009;-0.700000;0.105006;0.199999;1.000000;-1.000000;-1.000000;
1.000000;0.700005;0.279505;1.030009;-0.700000;0.105006;0.199999;1.000000;-1.000000;-1.000000;
1.000000;0.819005;0.313505;1.200009;-0.700000;0.105006;0.199999;0.948277;-1.000000;-1.000000;
1.000001;0.819001;0.313516;1.200011;-0.699997;0.105006;0.200008;0.948333;-1.000000;-1.000000;
1.000002;0.818997;0.313527;1.200012;-0.699993;0.105005;0.200018;0.948390;-1.000000;-1.000000;
1.000004;0.818989;0.313550;1.200015;-0.699986;0.105004;0.200037;0.948502;-1.000000;-1.000000;
1.000008;0.818973;0.313594;1.200021;-0.699973;0.105002;0.200076;0.948726;-1.000000;-1.000000;
1.000016;0.818942;0.313682;1.200032;-0.699946;0.104998;0.200152;0.949171;-1.000000;-1.000000;
1.000032;0.818879;0.313855;1.200055;-0.699892;0.104990;0.200302;0.950050;-1.000000;-1.000000;
1.000064;0.818755;0.314189;1.200098;-0.699786;0.104974;0.200591;0.951763;-1.000000;-1.000000;
1.000128;0.818517;0.314811;1.200179;-0.699583;0.104944;0.201132;0.955017;-1.000000;-1.000000;
1.000256;0.818073;0.315889;1.200320;-0.699204;0.104887;0.202072;0.960897;-1.000000;-1.000000;
1.000384;0.817668;0.316764;1.200436;-0.698857;0.104835;0.202842;0.966013;-1.000000;-1.000000;
1.000640;0.816946;0.318023;1.200605;-0.698240;0.104742;0.203970;0.974418;-1.000000;-1.000000;
1.000870;0.816379;0.318672;1.200696;-0.697755;0.104670;0.204580;0.980192;-1.000000;-1.000000;
1.001101;0.815869;0.318962;1.200743;-0.697320;0.104604;0.204889;0.984651;-1.000000;-1.000000;
1.001331;0.815398;0.318967;1.200754;-0.696917;0.104544;0.204962;0.988090;-1.000000;-1.000000;
1.001561;0.814951;0.318748;1.200737;-0.696535;0.104487;0.204849;0.990737;-1.000000;-1.000000;
1.001792;0.814517;0.318352;1.200698;-0.696164;0.104431;0.204590;0.992773;-1.000000;-1.000000;
1.002022;0.814089;0.317814;1.200642;-0.695798;0.104376;0.204215;0.994336;-1.000000;-1.000000;
1.002253;0.813661;0.317165;1.200572;-0.695432;0.104321;0.203750;0.995536;-1.000000;-1.000000;
1.002425;0.813337;0.316621;1.200513;-0.695155;0.104280;0.203355;0.996250;-1.000000;-1.000000;
1.002426;0.813335;0.316618;1.200512;-0.695154;0.104279;0.203353;0.996254;-1.000000;-1.000000;
1.002427;0.813333;0.316614;1.200512;-0.695152;0.104279;0.203350;0.996258;-1.000000;-1.000000;
1.002429;0.813329;0.316608;1.200511;-0.695149;0.104279;0.203346;0.996265;-1.000000;-1.000000;
1.002433;0.813322;0.316594;1.200510;-0.695142;0.104278;0.203336;0.996279;-1.000000;-1.000000;
1.002441;0.813307;0.316568;1.200507;-0.695129;0.104276;0.203316;0.996308;-1.000000;-1.000000;
1.002457;0.813276;0.316514;1.200501;-0.695103;0.104272;0.203277;0.996364;-1.000000;-1.000000;
1.002489;0.813216;0.316405;1.200489;-0.695052;0.104264;0.203198;0.996473;-1.000000;-1.000000;
1.002553;0.813094;0.316185;1.200465;-0.694948;0.104248;0.203036;0.996681;-1.000000;-1.000000;
1.002681;0.812848;0.315728;1.200415;-0.694737;0.104217;0.202701;0.997054;-1.000000;-1.000000;
1.002937;0.812345;0.314767;1.200308;-0.694308;0.104152;0.201992;0.997661;-1.000000;-1.000000;
1.003449;0.811291;0.312692;1.200078;-0.693406;0.104017;0.200458;0.998479;-1.000000;-1.000000;
1.003490;0.811202;0.312517;1.200059;-0.693331;0.104006;0.200329;0.998528;-1.000000;-1.000000;
1.003491;0.811200;0.312513;1.200058;-0.693329;0.104006;0.200326;0.998529;-1.000000;-1.000000;
1.003492;0.811198;0.312508;1.200058;-0.693327;0.104005;0.200323;0.998530;-1.000000;-1.000000;
1.003494;0.811194;0.312500;1.200057;-0.693324;0.104005;0.200316;0.998532;-1.000000;-1.000000;
1.003498;0.811185;0.312483;1.200055;-0.693316;0.104004;0.200303;0.998536;-1.000000;-1.000000;
1.003506;0.811168;0.312448;1.200051;-0.693302;0.104002;0.200278;0.998544;-1.000000;-1.000000;
1.003522;0.811134;0.312379;1.200043;-0.693272;0.103997;0.200226;0.998559;-1.000000;-1.000000;
1.003554;0.811065;0.312239;1.200028;-0.693214;0.103988;0.200122;0.998588;-1.000000;-1.000000;
1.003618;0.810926;0.311952;1.199996;-0.693095;0.103971;0.199909;0.998643;-1.000000;-1.000000;
1.003746;0.810644;0.311356;1.199929;-0.692853;0.103934;0.199466;0.998742;-1.000000;-1.000000;
1.004002;0.810060;0.310077;1.199786;-0.692354;0.103859;0.198510;0.998899;-1.000000;-1.000000;
1.004514;0.808819;0.307210;1.199463;-0.691294;0.103700;0.196357;0.999099;-1.000000;-1.000000;
1.005026;0.807488;0.303977;1.199097;-0.690156;0.103530;0.193917;0.999193;-1.000000;-1.000000;
1.006050;0.804596;0.296679;1.198267;-0.687685;0.103159;0.188387;0.999247;-1.000000;-1.000000;
1.007074;0.801445;0.288496;1.197334;-0.684992;0.102755;0.182163;0.999207;-1.000000;-1.000000;
1.008098;0.798097;0.279709;1.196328;-0.682130;0.102326;0.175461;0.999147;-1.000000;-1.000000;
1.009122;0.794610;0.270549;1.195278;-0.679149;0.101879;0.168461;0.999096;-1.000000;-1.000000;
1.010146;0.791033;0.261210;1.194206;-0.676093;0.101420;0.161312;0.999060;-1.000000;-1.000000;
1.011170;0.787411;0.251845;1.193129;-0.672997;0.100956;0.154134;0.999038;-1.000000;-1.000000;
1.011708;0.785503;0.246962;1.192567;-0.671366;0.100712;0.150388;0.999030;-1.000000;-1.000000;
1.011708;0.785503;0.246962;1.192567;-0.671366;0.100711;0.150388;0.999030;-1.000000;-1.000000;
1.011709;0.785499;0.246953;1.192566;-0.671363;0.100711;0.150381;0.999030;-1.000000;-1.000000;
1.011710;0.785496;0.246944;1.192565;-0.671360;0.100711;0.150374;0.999030;-1.000000;-1.000000;
1.011712;0.785489;0.246926;1.192563;-0.671354;0.100710;0.150360;0.999030;-1.000000;-1.000000;
1.011716;0.785474;0.246889;1.192558;-0.671342;0.100708;0.150332;0.999030;-1.000000;-1.000000;
1.011724;0.785446;0.246817;1.192550;-0.671317;0.100704;0.150277;0.999030;-1.000000;-1.000000;
1.011740;0.785389;0.246671;1.192533;-0.671269;0.100697;0.150165;0.999030;-1.000000;-1.000000;
1.011772;0.785275;0.246381;1.192500;-0.671171;0.100682;0.149942;0.999030;-1.000000;-1.000000;
1.011836;0.785047;0.245800;1.192433;-0.670977;0.100653;0.149497;0.999029;-1.000000;-1.000000;
1.011964;0.784592;0.244642;1.192300;-0.670588;0.100595;0.148607;0.999028;-1.000000;-1.000000;
1.012220;0.783683;0.242334;1.192034;-0.669810;0.100478;0.146835;0.999026;-1.000000;-1.000000;
1.012732;0.781870;0.237762;1.191507;-0.668261;0.100246;0.143324;0.999024;-1.000000;-1.000000;
1.013756;0.778277;0.228826;1.190477;-0.665190;0.099785;0.136458;0.999026;-1.000000;-1.000000;
1.014780;0.774742;0.220207;1.189483;-0.662169;0.099332;0.129831;0.999033;-1.000000;-1.000000;
1.016131;0.770175;0.209130;1.188203;-0.658266;0.098747;0.121299;0.999050;-1.000000;-1.000000;
1.017482;0.765718;0.198145;1.186929;-0.654456;0.098175;0.112807;0.999073;-1.000000;-1.000000;
1.018833;0.761389;0.187256;1.185661;-0.650756;0.097620;0.104354;0.999102;-1.000000;-1.000000;
1.020753;0.755501;0.172121;1.183891;-0.645724;0.096865;0.092553;0.999150;-1.000000;-1.000000;
1.022672;0.749956;0.157571;1.182180;-0.640984;0.096155;0.081153;0.999202;-1.000000;-1.000000;
1.024592;0.744781;0.143783;1.180553;-0.636561;0.095491;0.070304;0.999258;-1.000000;-1.000000;
1.026512;0.739991;0.130885;1.179024;-0.632467;0.094877;0.060116;0.999314;-1.000000;-1.000000;
1.028432;0.735589;0.118953;1.177606;-0.628705;0.094313;0.050660;0.999370;-1.000000;-1.000000;
1.030351;0.731570;0.108022;1.176303;-0.625270;0.093798;0.041973;0.999425;-1.000000;-1.000000;
1.032271;0.727922;0.098096;1.175116;-0.622152;0.093330;0.034065;0.999478;-1.000000;-1.000000;
1.034191;0.724626;0.089154;1.174045;-0.619336;0.092908;0.026926;0.999528;-1.000000;-1.000000;
1.036111;0.721666;0.081158;1.173086;-0.616805;0.092528;0.020532;0.999575;-1.000000;-1.000000;
1.038030;0.719016;0.074057;1.172233;-0.614541;0.092188;0.014846;0.999619;-1.000000;-1.000000;
1.039950;0.716655;0.067789;1.171480;-0.612522;0.091886;0.009823;0.999660;-1.000000;-1.000000;
1.041870;0.714558;0.062292;1.170818;-0.610730;0.091617;0.005414;0.999697;-1.000000;-1.000000;
1.043790;0.712703;0.057496;1.170241;-0.609144;0.091379;0.001567;0.999731;-1.000000;-1.000000;
1.045709;0.711066;0.053339;1.169741;-0.607745;0.091169;-0.001768;0.999762;-1.000000;-1.000000;
1.047629;0.709626;0.049757;1.169310;-0.606515;0.090985;-0.004641;0.999790;-1.000000;-1.000000;
1.049549;0.708365;0.046689;1.168941;-0.605437;0.090823;-0.007099;0.999815;-1.000000;-1.000000;
1.051469;0.707262;0.044078;1.168628;-0.604494;0.090682;-0.009189;0.999837;-1.000000;-1.000000;
1.053388;0.706301;0.041869;1.168363;-0.603673;0.090558;-0.010954;0.999858;-1.000000;-1.000000;
1.055308;0.705464;0.040013;1.168141;-0.602957;0.090451;-0.012435;0.999875;-1.000000;-1.000000;
1.057228;0.704737;0.038463;1.167956;-0.602336;0.090358;-0.013667;0.999891;-1.000000;-1.000000;
1.059148;0.704108;0.037179;1.167803;-0.601798;0.090277;-0.014685;0.999905;-1.000000;-1.000000;
1.061067;0.703563;0.036124;1.167678;-0.601333;0.090207;-0.015519;0.999918;-1.000000;-1.000000;
1.062987;0.703093;0.035265;1.167577;-0.600931;0.090147;-0.016194;0.999928;-1.000000;-1.000000;
1.064907;0.702688;0.034572;1.167496;-0.600585;0.090095;-0.016734;0.999938;-1.000000;-1.000000;
1.066827;0.702339;0.034021;1.167432;-0.600286;0.090050;-0.017162;0.999946;-1.000000;-1.000000;
1.068746;0.702038;0.033588;1.167382;-0.600029;0.090012;-0.017494;0.999953;-1.000000;-1.000000;
1.070666;0.701778;0.033250;1.167343;-0.599807;0.089979;-0.017749;0.999960;-1.000000;-1.000000;
1.072586;0.701555;0.032995;1.167315;-0.599617;0.089950;-0.017939;0.999965;-1.000000;-1.000000;
1.074506;0.701363;0.032807;1.167294;-0.599453;0.089925;-0.018075;0.999970;-1.000000;-1.000000;
1.076425;0.701198;0.032674;1.167281;-0.599312;0.089904;-0.018168;0.999974;-1.000000;-1.000000;
1.078345;0.701056;0.032585;1.167272;-0.599190;0.089886;-0.018225;0.999977;-1.000000;-1.000000;
1.080265;0.700934;0.032532;1.167268;-0.599086;0.089870;-0.018255;0.999981;-1.000000;-1.000000;
1.084104;0.700735;0.032496;1.167267;-0.598916;0.089845;-0.018259;0.999986;-1.000000;-1.000000;
1.087944;0.700587;0.032530;1.167274;-0.598790;0.089826;-0.018210;0.999989;-1.000000;-1.000000;
1.091783;0.700475;0.032598;1.167285;-0.598694;0.089811;-0.018138;0.999992;-1.000000;-1.000000;
1.095623;0.700390;0.032681;1.167297;-0.598621;0.089801;-0.018055;0.999994;-1.000000;-1.000000;
1.099462;0.700324;0.032764;1.167310;-0.598565;0.089792;-0.017975;0.999996;-1.000000;-1.000000;
1.103302;0.700271;0.032841;1.167320;-0.598519;0.089785;-0.017902;0.999997;-1.000000;-1.000000;
1.107141;0.700229;0.032906;1.167330;-0.598483;0.089780;-0.017840;0.999998;-1.000000;-1.000000;
1.110981;0.700193;0.032960;1.167337;-0.598452;0.089775;-0.017790;0.999998;-1.000000;-1.000000;
1.111709;0.700187;0.032969;1.167339;-0.598447;0.089774;-0.017781;0.999998;-1.000000;-1.000000;
1.111710;0.700187;0.032969;1.167339;-0.598447;0.089775;-0.017781;0.999998;-1.000000;-1.000000;
1.111711;0.700187;0.032969;1.167339;-0.598447;0.089775;-0.017781;0.999998;-1.000000;-1.000000;
1.111713;0.700187;0.032969;1.167339;-0.598447;0.089775;-0.017781;0.999998;-1.000000;-1.000000;
1.111717;0.700187;0.032969;1.167339;-0.598447;0.089775;-0.017781;0.999998;-1.000000;-1.000000;
1.111725;0.700187;0.032969;1.167339;-0.598447;0.089775;-0.017781;0.999998;-1.000000;-1.000000;
1.111741;0.700187;0.032969;1.167339;-0.598447;0.089774;-0.017781;0.999998;-1.000000;-1.000000;
1.111773;0.700187;0.032969;1.167339;-0.598447;0.089774;-0.017781;0.999998;-1.000000;-1.000000;
1.111837;0.700186;0.032970;1.167339;-0.598447;0.089774;-0.017780;0.999998;-1.000000;-1.000000;
1.111965;0.700185;0.032972;1.167339;-0.598446;0.089774;-0.017778;0.999998;-1.000000;-1.000000;
1.112221;0.700183;0.032975;1.167339;-0.598444;0.089774;-0.017776;0.999998;-1.000000;-1.000000;
1.112733;0.700179;0.032980;1.167340;-0.598441;0.089773;-0.017770;0.999998;-1.000000;-1.000000;
1.113757;0.700171;0.032991;1.167342;-0.598434;0.089772;-0.017760;0.999999;-1.000000;-1.000000;
1.115805;0.700157;0.033011;1.167345;-0.598422;0.089771;-0.017740;0.999999;-1.000000;-1.000000;
1.117853;0.700143;0.033029;1.167347;-0.598410;0.089769;-0.017724;0.999999;-1.000000;-1.000000;
1.121949;0.700120;0.033057;1.167351;-0.598390;0.089766;-0.017697;0.999999;-1.000000;-1.000000;
1.125635;0.700102;0.033075;1.167354;-0.598375;0.089764;-0.017678;1.000000;-1.000000;-1.000000;
1.129321;0.700087;0.033089;1.167356;-0.598362;0.089762;-0.017665;1.000000;-1.000000;-1.000000;
1.133008;0.700074;0.033098;1.167357;-0.598351;0.089760;-0.017655;1.000000;-1.000000;-1.000000;
1.136694;0.700063;0.033104;1.167358;-0.598341;0.089759;-0.017649;1.000000;-1.000000;-1.000000;
1.140381;0.700053;0.033108;1.167359;-0.598333;0.089757;-0.017644;1.000000;-1.000000;-1.000000;
1.144067;0.700045;0.033110;1.167360;-0.598326;0.089756;-0.017641;1.000001;-1.000000;-1.000000;
1.147753;0.700038;0.033110;1.167360;-0.598320;0.089755;-0.017640;1.000001;-1.000000;-1.000000;
1.151440;0.700032;0.033110;1.167360;-0.598315;0.089755;-0.017639;1.000001;-1.000000;-1.000000;
1.155126;0.700027;0.033110;1.167360;-0.598311;0.089754;-0.017639;1.000001;-1.000000;-1.000000;
1.158813;0.700023;0.033109;1.167360;-0.598307;0.089753;-0.017639;1.000001;-1.000000;-1.000000;
1.161709;0.700020;0.033108;1.167360;-0.598305;0.089753;-0.017640;1.000001;-1.000000;-1.000000;
1.161709;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.730943;1.000000;1.000000;
1.161710;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.731237;1.000000;1.000000;
1.161711;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.731530;1.000000;1.000000;
1.161713;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.732116;1.000000;1.000000;
1.161717;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.733284;1.000000;1.000000;
1.161725;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.735606;1.000000;1.000000;
1.161741;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.740190;1.000000;1.000000;
1.161773;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.749123;1.000000;1.000000;
1.161837;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.766097;1.000000;1.000000;
1.161901;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.781933;1.000000;1.000000;
1.162029;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.810564;1.000000;1.000000;
1.162141;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.832537;1.000000;1.000000;
1.162253;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.851990;1.000000;1.000000;
1.162365;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.869191;1.000000;1.000000;
1.162477;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.884399;1.000000;1.000000;
1.162589;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.897842;1.000000;1.000000;
1.162701;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.909723;1.000000;1.000000;
1.162813;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.920223;1.000000;1.000000;
1.162925;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.929503;1.000000;1.000000;
1.163037;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.937705;1.000000;1.000000;
1.163149;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.944952;1.000000;1.000000;
1.163261;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.951357;1.000000;1.000000;
1.163373;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.957016;1.000000;1.000000;
1.163485;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.962018;1.000000;1.000000;
1.163597;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.966438;1.000000;1.000000;
1.163709;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.970343;1.000000;1.000000;
1.163821;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.973795;1.000000;1.000000;
1.163934;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.976844;1.000000;1.000000;
1.164046;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.979539;1.000000;1.000000;
1.164158;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.981921;1.000000;1.000000;
1.164270;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.984026;1.000000;1.000000;
1.164382;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.985885;1.000000;1.000000;
1.164494;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.987529;1.000000;1.000000;
1.164606;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.988981;1.000000;1.000000;
1.164718;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.990264;1.000000;1.000000;
1.164830;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.991398;1.000000;1.000000;
1.164942;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.992400;1.000000;1.000000;
1.165054;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.993285;1.000000;1.000000;
1.165166;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.994068;1.000000;1.000000;
1.165278;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.994759;1.000000;1.000000;
1.165390;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.995370;1.000000;1.000000;
1.165502;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.995910;1.000000;1.000000;
1.165726;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.996817;1.000000;1.000000;
1.165928;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.997461;1.000000;1.000000;
1.166129;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.997977;1.000000;1.000000;
1.166331;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.998389;1.000000;1.000000;
1.166533;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.998718;1.000000;1.000000;
1.166734;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.998980;1.000000;1.000000;
1.166936;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999189;1.000000;1.000000;
1.167138;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999356;1.000000;1.000000;
1.167339;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999488;1.000000;1.000000;
1.167743;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999684;1.000000;1.000000;
1.168146;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999809;1.000000;1.000000;
1.168549;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999887;1.000000;1.000000;
1.168953;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999935;1.000000;1.000000;
1.169356;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999965;1.000000;1.000000;
1.169759;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;0.999983;1.000000;1.000000;
1.170566;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.171373;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000010;1.000000;1.000000;
1.172179;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000012;1.000000;1.000000;
1.173793;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000012;1.000000;1.000000;
1.175406;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000011;1.000000;1.000000;
1.178633;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000010;1.000000;1.000000;
1.181859;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000010;1.000000;1.000000;
1.185086;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000010;1.000000;1.000000;
1.188313;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000009;1.000000;1.000000;
1.191539;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000009;1.000000;1.000000;
1.194766;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000009;1.000000;1.000000;
1.197993;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000009;1.000000;1.000000;
1.201219;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000009;1.000000;1.000000;
1.204446;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000008;1.000000;1.000000;
1.207673;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000008;1.000000;1.000000;
1.210899;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000008;1.000000;1.000000;
1.214126;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000008;1.000000;1.000000;
1.217353;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000008;1.000000;1.000000;
1.220579;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000008;1.000000;1.000000;
1.223806;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000007;1.000000;1.000000;
1.227032;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000007;1.000000;1.000000;
1.230259;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000007;1.000000;1.000000;
1.233486;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000007;1.000000;1.000000;
1.236712;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000007;1.000000;1.000000;
1.239939;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000007;1.000000;1.000000;
1.243166;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000007;1.000000;1.000000;
1.246392;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000006;1.000000;1.000000;
1.249619;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000006;1.000000;1.000000;
1.252846;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000006;1.000000;1.000000;
1.256072;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000006;1.000000;1.000000;
1.259299;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000006;1.000000;1.000000;
