"time","WT4B.injector.PInjPu","WT4B.injector.QInjPu","WT4B.pll.omegaPLLPu"
0.06,0.6992454080249448,0.2397321496005171,1
0.061,0.6992710850869716,0.2397091536590971,1
0.062,0.6992955701534855,0.2396863824457783,1
0.063,0.6993191978887638,0.2396633853859302,1
0.064,0.6993417880885272,0.2396404050567166,1
0.065,0.6993633252801253,0.2396174622610222,1
0.066,0.6993838094635586,0.2395945569726348,1
0.067,0.6994035213086122,0.2395715097116333,1
0.068,0.699422378848868,0.2395483728706119,1
0.06900000000000001,0.6994403255438154,0.2395251825826482,1
0.07000000000000001,0.6994573613934545,0.2395019388299991,1
0.07099999999999999,0.6994736985753204,0.2394785898297778,1
0.07199999999999999,0.6994893506811247,0.2394551322548889,1
0.073,0.699504227747495,0.2394315880422623,1
0.074,0.6995183297744313,0.2394079571798677,1
0.075,0.6995318935239067,0.2393842477052094,1
0.076,0.6995450671400562,0.2393604646480779,1
0.077,0.6995576677144583,0.2393366017836034,1
0.078,0.6995696952471134,0.239312659104415,1
0.079,0.699581149738021,0.2392886366034381,1
0.08,0.6995920311871816,0.2392645342738955,1
0.081,0.6996023395945949,0.2392403521093064,1
0.082,0.6996120749602613,0.2392160901034873,1
0.083,0.6996213407251075,0.239191766567404,1
0.08400000000000001,0.6996304937203303,0.2391674446834567,1
0.08500000000000001,0.6996391897405683,0.239143063497817,1
0.08599999999999999,0.6996474287858212,0.2391186230061275,1
0.08699999999999999,0.6996552108560893,0.2390941232042199,1
0.08799999999999999,0.6996625359513724,0.2390695640881145,1
0.089,0.6996694040716707,0.2390449456540212,1
0.09,0.6996758152169841,0.2390202678983385,1
0.091,0.6996817693873123,0.2389955308176542,1
0.092,0.6996878542671034,0.2389708381916941,1
0.093,0.6996936701621688,0.2389461194354166,1
0.094,0.6996991685318946,0.2389213659744845,1
0.095,0.6997043493762806,0.2388965778066529,1
0.096,0.699709212695327,0.2388717549297685,1
0.097,0.6997137584890338,0.2388468973417698,1
0.098,0.6997179867574013,0.2388220050406863,1
0.099,0.6997218975004286,0.2387970780246397,1
0.1,0.6997257795544626,0.2387721700406775,1
0.101,0.6997296050975406,0.2387472759108182,1
0.102,0.6997332174908921,0.2387223664854,1
0.103,0.699736616734517,0.2386974417631147,1
0.104,0.6997398028284151,0.2386725017426961,1
0.105,0.6997427757725868,0.238647546422919,1
0.106,0.699745535567032,0.2386225758026004,1
0.107,0.6997480822117508,0.2385975898805984,1
0.108,0.6997505646169552,0.23857261221194,1
0.109,0.6997532113764409,0.2385476789575762,1
0.11,0.6997557508278883,0.2385227471427606,1
0.111,0.6997581829712977,0.2384978167667519,1
0.112,0.6997605078066684,0.2384728878288196,1
0.113,0.6997627253340009,0.2384479603282439,1
0.114,0.6997648355532947,0.2384230342643163,1
0.115,0.6997668384645506,0.2383981096363385,1
0.116,0.699768734067768,0.2383731864436236,1
0.117,0.6997705223629471,0.2383482646854951,1
0.118,0.6997722033500875,0.2383233443612874,1
0.119,0.6997737770291899,0.2382984254703461,1
0.12,0.6997752434002539,0.2382735080120272,1
0.121,0.6997766024632794,0.2382485919856976,1
0.122,0.6997778542182665,0.2382236773907352,1
0.123,0.6997789986652153,0.2381987642265286,1
0.124,0.6997800358041257,0.2381738524924772,1
0.125,0.6997812096600596,0.238148966776828,1
0.126,0.6997823961978398,0.2381240945814129,1
0.127,0.6997835136163087,0.2380992276632657,1
0.128,0.6997845619154668,0.2380743660219138,1
0.129,0.6997855410953131,0.2380495096568888,1
0.13,0.6997864511558481,0.2380246585677271,1
0.131,0.6997872920970722,0.2379998127539699,1
0.132,0.6997880639189845,0.2379749722151627,1
0.133,0.6997887666215861,0.2379501369508559,1
0.134,0.699789400204876,0.2379253069606043,1
0.135,0.6997899646688547,0.2379004822439672,1
0.136,0.6997904600135223,0.2378756628005091,1
0.137,0.6997908862388786,0.2378508486297984,1
0.138,0.6997912433449234,0.2378260397314086,1
0.139,0.6997915313316569,0.2378012361049176,1
0.14,0.6997917501990797,0.2377764377499081,1
0.141,0.6997919478596767,0.2377516486354798,1
0.142,0.6997923725812342,0.2377268893303885,1
0.143,0.6997927666588309,0.2377021384839125,1
0.144,0.6997931300924674,0.2376773960957414,1
0.145,0.6997934628821429,0.2376526621655659,1
0.146,0.6997937650278585,0.2376279366930776,1
0.147,0.6997940365296136,0.2376032196779692,1
0.148,0.6997942773874081,0.2375785111199343,1
0.149,0.6997944876012423,0.2375538110186675,1
0.15,0.699794667171116,0.2375291193738648,1
0.151,0.6997948160970289,0.2375044361852225,1
0.152,0.6997949343789818,0.2374797614524388,1
0.153,0.6997950220169736,0.2374550951752121,1
0.154,0.6997950790110057,0.2374304373532425,1
0.155,0.6997951053610769,0.2374057879862307,1
0.156,0.6997951010671878,0.2373811470738787,1
0.157,0.6997950661293382,0.2373565146158891,1
0.158,0.6997950924775675,0.2373318942072629,1
0.159,0.6997951753460363,0.2373072856616283,1
0.16,0.6997952467159991,0.2372826863186829,1
0.161,0.6997953065874558,0.237258096178195,1
0.162,0.6997953549604067,0.2372335152399331,1
0.163,0.6997953918348515,0.2372089435036659,1
0.164,0.6997954172107903,0.2371843809691624,1
0.165,0.6997954310882232,0.2371598276361919,1
0.166,0.6997954334671502,0.2371352835045237,1
0.167,0.6997954243475709,0.2371107485739274,1
0.168,0.6997954037294859,0.2370862228441731,1
0.169,0.699795371612895,0.2370617063150307,1
0.17,0.6997953279977978,0.2370371989862705,1
0.171,0.6997952728841946,0.2370127008576632,1
0.172,0.6997952062720857,0.2369882119289795,1
0.173,0.6997951281614705,0.2369637321999905,1
0.174,0.6997950385523495,0.2369392616704672,1
0.175,0.6997950232996875,0.2369147996467913,1
0.176,0.6997950090179209,0.2368903467216823,1
0.177,0.6997949933060892,0.2368659029143493,1
0.178,0.6997949761641924,0.2368414682246069,1
0.179,0.6997949575922304,0.2368170426522696,1
0.18,0.6997949375902037,0.2367926261971524,1
0.181,0.6997949161581115,0.23676821885907,1
0.182,0.6997948932959545,0.2367438206378374,1
0.183,0.6997948690037321,0.2367194315332695,1
0.184,0.6997948432814447,0.2366950515451814,1
0.185,0.6997948161290926,0.2366706806733883,1
0.186,0.6997947875466748,0.2366463189177052,1
0.187,0.6997947575341924,0.2366219662779476,1
0.188,0.6997947260916445,0.2365976227539306,1
0.189,0.6997946932190321,0.23657328834547,1
0.19,0.6997946589163538,0.2365489630523809,1
0.191,0.6997946231836113,0.2365246468744791,1
0.192,0.6997945860208028,0.2365003398115801,1
0.193,0.6997945474279298,0.2364760418634996,1
0.194,0.6997945074049915,0.2364517530300536,1
0.195,0.699794465951988,0.2364274733110576,1
0.196,0.6997944230689198,0.2364032027063278,1
0.197,0.6997943787557861,0.2363789412156801,1
0.198,0.6997943330125875,0.2363546888389306,1
0.199,0.699794285839324,0.2363304455758954,1
0.2,0.6997942372359951,0.2363062114263907,1
0.201,0.6997941872026011,0.2362819863902327,1
0.202,0.6997941357391423,0.2362577704672381,1
0.203,0.6997940828456181,0.2362335636572229,1
0.204,0.6997940285220288,0.2362093659600037,1
0.205,0.6997939727683746,0.2361851773753973,1
0.206,0.6997939155846553,0.2361609979032201,1
0.207,0.6997938569708708,0.236136827543289,1
0.208,0.6997938071365596,0.2361126646027629,1
0.209,0.69979375920672,0.2360885102213361,1
0.21,0.6997937106042124,0.2360643648261061,1
0.211,0.6997936613290366,0.2360402284168955,1
0.212,0.6997936113811922,0.2360161009935267,1
0.213,0.6997935607606801,0.2359919825558225,1
0.214,0.6997935094674999,0.2359678731036057,1
0.215,0.6997934575016513,0.2359437726366991,1
0.216,0.6997934048631348,0.2359196811549255,1
0.217,0.69979335155195,0.2358955986581078,1
0.218,0.6997932975680972,0.2358715251460691,1
0.219,0.6997932429115757,0.2358474606186324,1
0.22,0.6997931875823866,0.235823405075621,1
0.221,0.6997931315805291,0.235799358516858,1
0.222,0.6997930749060038,0.2357753209421666,1
0.223,0.69979301755881,0.2357512923513702,1
0.224,0.6997929595389482,0.2357272727442922,1
0.225,0.6997929008464184,0.2357032621207561,1
0.226,0.6997928414812202,0.2356792604805855,1
0.227,0.699792781443354,0.2356552678236038,1
0.228,0.6997927207328195,0.2356312841496348,1
0.229,0.6997926593496169,0.2356073094585022,1
0.23,0.6997925972937462,0.23558334375003,1
0.231,0.6997925345652073,0.2355593870240418,1
0.232,0.6997924711640002,0.2355354392803616,1
0.233,0.6997924070901249,0.2355115005188135,1
0.234,0.699792342343582,0.2354875707392215,1
0.235,0.6997922769243702,0.2354636499414097,1
0.236,0.6997922108324904,0.2354397381252023,1
0.237,0.6997921440679429,0.2354158352904238,1
0.238,0.699792076630727,0.2353919414368981,1
0.239,0.6997920085208427,0.23536805656445,1
0.24,0.6997919397382906,0.2353441806729038,1
0.241,0.6997918795444841,0.2353203131476587,1
0.242,0.6997918251703169,0.2352964541722935,1
0.243,0.6997917710132812,0.2352726041183318,1
0.244,0.6997917170733763,0.235248762985603,1
0.245,0.6997916633506031,0.2352249307739368,1
0.246,0.6997916098449608,0.2352011074831626,1
0.247,0.69979155655645,0.2351772931131101,1
0.248,0.6997915034850708,0.235153487663609,1
0.249,0.6997914506308226,0.2351296911344891,1
0.25,0.6997913979937055,0.2351059035255801,1
0.251,0.6997913455737199,0.2350821248367121,1
0.252,0.6997912933708658,0.2350583550677148,1
0.253,0.6997912413851428,0.2350345942184185,1
0.254,0.6997911896165512,0.235010842288653,1
0.255,0.6997911380650906,0.2349870992782486,1
0.256,0.6997910867307615,0.2349633651870355,1
0.257,0.6997910356135639,0.2349396400148439,1
0.258,0.6997909847134973,0.2349159237615042,1
0.259,0.6997909340305623,0.2348922164268467,1
0.26,0.6997908835647583,0.2348685180107019,1
0.261,0.6997908333160856,0.2348448285129003,1
0.262,0.6997907832845444,0.2348211479332724,1
0.263,0.6997907334701344,0.2347974762716491,1
0.264,0.6997906838728557,0.2347738135278608,1
0.265,0.6997906344927085,0.2347501597017385,1
0.266,0.6997905853296923,0.2347265147931128,1
0.267,0.6997905363838074,0.2347028788018147,1
0.268,0.6997904876550541,0.2346792517276753,1
0.269,0.6997904391434319,0.2346556335705253,1
0.27,0.6997903908489409,0.234632024330196,1
0.271,0.6997903427715815,0.2346084240065185,1
0.272,0.6997902949113531,0.2345848325993239,1
0.273,0.6997902472682561,0.2345612501084436,1
0.274,0.6997902001911958,0.2345376763590294,1
0.275,0.6997901538122768,0.2345141112847798,1
0.276,0.6997901076978396,0.2344905551026409,1
0.277,0.6997900618478835,0.2344670078124447,1
0.278,0.6997900162624091,0.2344434694140234,1
0.279,0.6997899709414158,0.2344199399072093,1
0.28,0.6997899258849043,0.2343964192918348,1
0.281,0.6997898810928741,0.2343729075677322,1
0.282,0.6997898365653252,0.2343494047347341,1
0.283,0.6997897923022578,0.234325910792673,1
0.284,0.6997897483036722,0.2343024257413814,1
0.285,0.6997897045695678,0.234278949580692,1
0.286,0.6997896610999446,0.2342554823104374,1
0.287,0.6997896178948032,0.2342320239304507,1
0.288,0.6997895749541433,0.2342085744405644,1
0.289,0.6997895322779647,0.2341851338406116,1
0.29,0.6997894898662672,0.2341617021304251,1
0.291,0.6997894477190515,0.234138279309838,1
0.292,0.6997894058363171,0.2341148653786835,1
0.293,0.6997893642180645,0.2340914603367947,1
0.294,0.6997893228642933,0.2340680641840047,1
0.295,0.6997892817750032,0.2340446769201469,1
0.296,0.6997892409501947,0.2340212985450544,1
0.297,0.6997892003898676,0.2339979290585608,1
0.298,0.699789160094022,0.2339745684604996,1
0.299,0.6997891200626578,0.2339512167507042,1
0.3,0.6997890802957751,0.2339278739290082,1
0.301,0.6997890407933737,0.2339045399952453,1
0.302,0.6997890015554542,0.2338812149492492,1
0.303,0.6997889625820155,0.2338578987908535,1
0.304,0.6997889238730587,0.2338345915198923,1
0.305,0.6997888854285832,0.2338112931361994,1
0.306,0.6997888472485891,0.2337880036396086,1
0.307,0.6997888086751353,0.2337647228327155,1
0.308,0.6997887684062013,0.233741450325035,1
0.309,0.6997887282508568,0.2337181866587277,1
0.31,0.6997886882091027,0.2336949318336282,1
0.311,0.699788648280939,0.2336716858495709,1
0.312,0.6997886084663656,0.2336484487063906,1
0.313,0.6997885687653822,0.2336252204039218,1
0.314,0.6997885291779886,0.2336020009419991,1
0.315,0.6997884897041857,0.2335787903204576,1
0.316,0.6997884503439727,0.2335555885391318,1
0.317,0.6997884110973499,0.2335323955978567,1
0.318,0.6997883719643176,0.2335092114964674,1
0.319,0.6997883329448751,0.2334860362347988,1
0.32,0.6997882940390229,0.233462869812686,1
0.321,0.6997882552467611,0.2334397122299641,1
0.322,0.699788216568089,0.2334165634864684,1
0.323,0.6997881780030073,0.233393423582034,1
0.324,0.6997881395515161,0.2333702925164964,1
0.325,0.6997881012136146,0.2333471702896909,1
0.326,0.6997880629893034,0.233324056901453,1
0.327,0.6997880248785826,0.2333009523516181,1
0.328,0.6997879868814517,0.2332778566400219,1
0.329,0.699787948997911,0.2332547697665,1
0.33,0.6997879112279607,0.2332316917308881,1
0.331,0.6997878735716003,0.2332086225330219,1
0.332,0.6997878360288305,0.2331855621727374,1
0.333,0.6997877985996505,0.2331625106498702,1
0.334,0.6997877612840608,0.2331394679642564,1
0.335,0.699787724082061,0.2331164341157321,1
0.336,0.6997876869936517,0.2330934091041332,1
0.337,0.6997876500188327,0.233070392929296,1
0.338,0.6997876131576034,0.2330473855910564,1
0.339,0.6997875764099647,0.2330243870892511,1
0.34,0.6997875397759161,0.233001397423716,1
0.341,0.6997875032554577,0.2329784165942877,1
0.342,0.6997874668485892,0.2329554446008025,1
0.343,0.699787430555311,0.232932481443097,1
0.344,0.6997873943756232,0.2329095271210078,1
0.345,0.6997873583095254,0.2328865816343714,1
0.346,0.6997873223570179,0.2328636449830245,1
0.347,0.6997872865181003,0.232840717166804,1
0.348,0.699787250792773,0.2328177981855465,1
0.349,0.6997872151810359,0.232794888039089,1
0.35,0.6997871796828889,0.2327719867272685,1
0.351,0.6997871442983324,0.2327490942499218,1
0.352,0.699787109027366,0.2327262106068861,1
0.353,0.6997870738699895,0.2327033357979985,1
0.354,0.6997870388262033,0.2326804698230961,1
0.355,0.6997870038960073,0.2326576126820161,1
0.356,0.6997869690794014,0.232634764374596,1
0.357,0.6997869343763855,0.232611924900673,1
0.358,0.6997868997869602,0.2325890942600846,1
0.359,0.6997868653111249,0.2325662724526683,1
0.36,0.6997868309488799,0.2325434594782616,1
0.361,0.6997867967002248,0.2325206553367021,1
0.362,0.6997867625651599,0.2324978600278275,1
0.363,0.6997867285436855,0.2324750735514756,1
0.364,0.699786694635801,0.2324522959074841,1
0.365,0.6997866608415068,0.2324295270956909,1
0.366,0.6997866271608028,0.2324067671159338,1
0.367,0.6997865935936888,0.2323840159680511,1
0.368,0.6997865601401652,0.2323612736518804,1
0.369,0.6997865268002315,0.2323385401672602,1
0.37,0.6997864935738881,0.2323158155140285,1
0.371,0.699786460461135,0.2322930996920235,1
0.372,0.6997864274619718,0.2322703927010835,1
0.373,0.699786394576399,0.2322476945410469,1
0.374,0.6997863601269082,0.2322250040132089,1
0.375,0.6997863255636626,0.2322023221535297,1
0.376,0.699786291058927,0.2321796490849281,1
0.377,0.6997862566127013,0.232156984807243,1
0.378,0.6997862222249859,0.2321343293203137,1
0.379,0.69978618789578,0.2321116826239793,1
0.38,0.699786153625084,0.2320890447180791,1
0.381,0.6997861194128978,0.2320664156024526,1
0.382,0.6997860852592216,0.2320437952769391,1
0.383,0.6997860511640553,0.2320211837413781,1
0.384,0.6997860171273986,0.2319985809956091,1
0.385,0.6997859831492521,0.2319759870394719,1
0.386,0.6997859492296153,0.2319534018728059,1
0.387,0.6997859153684887,0.2319308254954509,1
0.388,0.6997858815658715,0.2319082579072467,1
0.389,0.6997858478217646,0.2318856991080333,1
0.39,0.6997858141361673,0.2318631490976504,1
0.391,0.6997857805090798,0.231840607875938,1
0.392,0.6997857469405026,0.2318180754427362,1
0.393,0.6997857134304348,0.2317955517978851,1
0.394,0.6997856799788773,0.2317730369412249,1
0.395,0.6997856465858293,0.2317505308725956,1
0.396,0.6997856132512915,0.2317280335918376,1
0.397,0.6997855799752637,0.2317055450987913,1
0.398,0.6997855467577453,0.2316830653932971,1
0.399,0.6997855135987371,0.2316605944751953,1
0.4,0.6997854804982387,0.2316381323443265,1
0.401,0.69978544745625,0.2316156790005314,1
0.402,0.6997854144727715,0.2315932344436506,1
0.403,0.6997853815478027,0.2315707986735246,1
0.404,0.6997853486813439,0.2315483716899944,1
0.405,0.6997853158733949,0.2315259534929007,1
0.406,0.6997852831239558,0.2315035440820845,1
0.407,0.6997852504330264,0.2314811434573867,1
0.408,0.6997852178006072,0.2314587516186483,1
0.409,0.6997851852266976,0.2314363685657103,1
0.41,0.6997851527112979,0.2314139942984139,1
0.411,0.6997851202544082,0.2313916288166004,1
0.412,0.6997850878560284,0.2313692721201108,1
0.413,0.6997850555161584,0.2313469242087866,1
0.414,0.6997850232347985,0.2313245850824693,1
0.415,0.6997849910119482,0.2313022547410001,1
0.416,0.6997849588476081,0.2312799331842207,1
0.417,0.6997849267417774,0.2312576204119724,1
0.418,0.6997848946944567,0.231235316424097,1
0.419,0.6997848627056461,0.2312130212204363,1
0.42,0.6997848307753456,0.2311907348008319,1
0.421,0.6997847989035545,0.2311684571651255,1
0.422,0.6997847670902736,0.2311461883131592,1
0.423,0.6997847353355025,0.2311239282447748,1
0.424,0.6997847036392409,0.2311016769598143,1
0.425,0.6997846720014895,0.2310794344581198,1
0.426,0.699784640422248,0.2310572007395333,1
0.427,0.6997846089015163,0.2310349758038972,1
0.428,0.6997845774392947,0.2310127596510536,1
0.429,0.699784546035583,0.2309905522808448,1
0.43,0.6997845146903809,0.2309683536931131,1
0.431,0.6997844834036886,0.2309461638877009,1
0.432,0.6997844521755066,0.2309239828644509,1
0.433,0.6997844210058344,0.2309018106232055,1
0.434,0.6997843898946715,0.2308796471638072,1
0.435,0.6997843588420192,0.2308574924860989,1
0.436,0.6997843278478764,0.2308353465899232,1
0.437,0.6997842969122433,0.2308132094751228,1
0.438,0.6997842660351205,0.2307910811415408,1
0.439,0.6997842352165076,0.2307689615890199,1
0.44,0.6997842039027798,0.2307468486554101,1
0.441,0.6997841721720194,0.2307247426455118,1
0.442,0.6997841404697009,0.2307026452988309,1
0.443,0.6997841087958242,0.2306805566152124,1
0.444,0.6997840771503896,0.2306584765945016,1
0.445,0.6997840455333968,0.2306364052365438,1
0.446,0.6997840139448458,0.2306143425411842,1
0.447,0.6997839823847368,0.2305922885082684,1
0.448,0.6997839508530698,0.2305702431376417,1
0.449,0.6997839193498443,0.2305482064291494,1
0.45,0.6997838878750612,0.2305261783826376,1
0.451,0.6997838564287197,0.2305041589979514,1
0.452,0.6997838250108203,0.2304821482749368,1
0.453,0.6997837936213622,0.2304601462134394,1
0.454,0.6997837622603464,0.2304381528133051,1
0.455,0.6997837309277728,0.2304161680743798,1
0.456,0.6997836996236408,0.2303941919965092,1
0.457,0.6997836683479506,0.2303722245795395,1
0.458,0.6997836371007022,0.2303502658233167,1
0.459,0.6997836058818961,0.2303283157276869,1
0.46,0.6997835746915316,0.2303063742924962,1
0.461,0.6997835435296091,0.2302844415175909,1
0.462,0.6997835123961283,0.2302625174028172,1
0.463,0.6997834812910897,0.2302406019480216,1
0.464,0.6997834502144928,0.2302186951530504,1
0.465,0.6997834191663379,0.23019679701775,1
0.466,0.6997833881466248,0.2301749075419671,1
0.467,0.6997833571553536,0.230153026725548,1
0.468,0.6997833261925246,0.2301311545683397,1
0.469,0.6997832952581369,0.2301092910701887,1
0.47,0.6997832643521915,0.2300874362309417,1
0.471,0.6997832334746878,0.2300655900504457,1
0.472,0.6997832026256262,0.2300437525285474,1
0.473,0.6997831718050064,0.2300219236650939,1
0.474,0.6997831410128285,0.230000103459932,1
0.475,0.6997831102490923,0.2299782919129091,1
0.476,0.6997830795137981,0.2299564890238719,1
0.477,0.699783048806946,0.229934694792668,1
0.478,0.6997830181285357,0.2299129092191443,1
0.479,0.699782987478567,0.2298911323031483,1
0.48,0.6997829568570406,0.2298693640445272,1
0.481,0.699782926263956,0.2298476044431286,1
0.482,0.6997828956993131,0.2298258534987999,1
0.483,0.6997828651631119,0.2298041112113886,1
0.484,0.6997828346553533,0.2297823775807423,1
0.485,0.6997828041760361,0.2297606526067087,1
0.486,0.6997827737251611,0.2297389362891357,1
0.487,0.6997827433027275,0.2297172286278706,1
0.488,0.6997827129087362,0.2296955296227616,1
0.489,0.6997826825431867,0.2296738392736566,1
0.49,0.699782652206079,0.2296521575804035,1
0.491,0.6997826218974132,0.2296304845428502,1
0.492,0.6997825916171894,0.2296088201608449,1
0.493,0.6997825613654074,0.2295871644342357,1
0.494,0.6997825311420672,0.2295655173628708,1
0.495,0.6997825009471692,0.2295438789465985,1
0.496,0.6997824707807128,0.2295222491852671,1
0.497,0.6997824406426986,0.2295006280787249,1
0.498,0.6997824105331258,0.2294790156268203,1
0.499,0.6997823804519956,0.229457411829402,1
0.5,0.6997823503993065,0.2294358166863184,1
0.501,0.6997823203750597,0.2294142301974181,1
0.502,0.6997822903792548,0.22939265236255,1
0.503,0.6997822604118916,0.2293710831815625,1
0.504,0.6997822304729706,0.2293495226543046,1
0.505,0.6997822005624913,0.2293279707806251,1
0.506,0.6997821706804541,0.2293064275603729,1
0.507,0.6997821408268586,0.229284892993397,1
0.508,0.6997821110017048,0.2292633670795464,1
0.509,0.6997820812049932,0.2292418498186703,1
0.51,0.6997820514367236,0.2292203412106177,1
0.511,0.6997820216968957,0.2291988412552379,1
0.512,0.6997819919855098,0.2291773499523803,1
0.513,0.6997819623025655,0.2291558673018938,1
0.514,0.6997819326480633,0.2291343933036282,1
0.515,0.6997819030220028,0.2291129279574328,1
0.516,0.6997818734243845,0.2290914712631573,1
0.517,0.6997818438552081,0.229070023220651,1
0.518,0.6997818143144733,0.2290485838297636,1
0.519,0.6997817848021808,0.2290271530903448,1
0.52,0.6997817553183299,0.2290057310022445,1
0.521,0.6997817258629206,0.2289843175653122,1
0.522,0.6997816964359538,0.2289629127793981,1
0.523,0.6997816670374285,0.228941516644352,1
0.524,0.6997816376673454,0.2289201291600238,1
0.525,0.6997816083257038,0.2288987503262636,1
0.526,0.6997815790125044,0.2288773801429216,1
0.527,0.6997815497277469,0.2288560186098479,1
0.528,0.6997815204714309,0.2288346657268927,1
0.529,0.6997814912435573,0.2288133214939064,1
0.53,0.6997814620441254,0.2287919859107391,1
0.531,0.6997814328731353,0.2287706589772415,1
0.532,0.6997814037305871,0.2287493406932637,1
0.533,0.6997813746164808,0.2287280310586567,1
0.534,0.6997813455308164,0.2287067300732708,1
0.535,0.6997813164735943,0.2286854377369567,1
0.536,0.6997812874448135,0.228664154049565,1
0.537,0.6997812584444749,0.2286428790109467,1
0.538,0.6997812294725779,0.2286216126209523,1
0.539,0.699781200529123,0.2286003548794331,1
0.54,0.6997811716141098,0.2285791057862396,1
0.541,0.699781142727539,0.2285578653412232,1
0.542,0.6997811138694098,0.2285366335442347,1
0.543,0.6997810850397225,0.2285154103951253,1
0.544,0.699781056238477,0.2284941958937462,1
0.545,0.6997810274656734,0.2284729900399487,1
0.546,0.6997809987213117,0.228451792833584,1
0.547,0.699780970005392,0.2284306042745035,1
0.548,0.6997809413179144,0.2284094243625586,1
0.549,0.6997809126588781,0.2283882530976008,1
0.55,0.699780884028284,0.2283670904794817,1
0.551,0.6997808554261318,0.2283459365080528,1
0.552,0.6997808268524216,0.2283247911831658,1
0.553,0.6997807983071531,0.2283036545046725,1
0.554,0.6997807697903266,0.2282825264724246,1
0.555,0.699780741301942,0.228261407086274,1
0.556,0.6997807128419994,0.2282402963460725,1
0.5570000000000001,0.6997806844104986,0.2282191942516721,1
0.5580000000000001,0.6997806560074397,0.2281981008029249,1
0.5590000000000001,0.6997806276328224,0.2281770159996828,1
0.5600000000000001,0.6997805992866474,0.2281559398417981,1
0.5610000000000001,0.6997805709689143,0.2281348723291231,1
0.5620000000000001,0.6997805426796228,0.2281138134615097,1
0.5629999999999999,0.6997805144187734,0.2280927632388106,1
0.5639999999999999,0.6997804861863659,0.2280717216608779,1
0.5649999999999999,0.6997804579824001,0.2280506887275642,1
0.5659999999999999,0.6997804298068763,0.2280296644387219,1
0.5669999999999999,0.6997804016597944,0.2280086487942036,1
0.5679999999999999,0.6997803735411543,0.227987641793862,1
0.569,0.6997803454509564,0.2279666434375497,1
0.57,0.6997803173891998,0.2279456537251193,1
0.571,0.6997802893558857,0.2279246726564239,1
0.572,0.6997802613510131,0.2279037002313161,1
0.573,0.6997802334008919,0.2278827308545124,1
0.574,0.6997802054846552,0.2278617689635624,1
0.575,0.6997801775973294,0.227840815616087,1
0.576,0.6997801497389144,0.2278198708119413,1
0.577,0.6997801219094109,0.2277989345509799,1
0.578,0.6997800941088177,0.2277780068330577,1
