time;WPP4A_WPP_wPPControl2015_qControl_PWPPu;WPP4A_WPP_wPPControl2015_qControl_QWPPu;WPP4A_WPP_wPPControl2015_qControl_UWPPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;WPP4A_WPP_wT4ACurrentSource_gridProtection_fOCB;
0.000000;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930285;-0.422694;-1.000000;
0.000012;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930285;-0.422694;-1.000000;
0.000025;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930285;-0.422694;-1.000000;
0.000050;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930285;-0.422694;-1.000000;
0.000099;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930285;-0.422694;-1.000000;
0.000198;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930285;-0.422694;-1.000000;
0.000397;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930285;-0.422694;-1.000000;
0.000793;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422694;-1.000000;
0.001000;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422693;-1.000000;
0.001000;1.000164;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422693;-1.000000;
0.001015;1.000163;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422693;-1.000000;
0.001030;1.000163;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422693;-1.000000;
0.001059;1.000163;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422693;-1.000000;
0.001118;1.000163;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422693;-1.000000;
0.001237;1.000163;-0.210035;1.000164;0.976169;0.217767;-0.930284;-0.422693;-1.000000;
0.001473;1.000163;-0.210035;1.000164;0.976169;0.217767;-0.930283;-0.422693;-1.000000;
0.001946;1.000161;-0.210035;1.000164;0.976169;0.217767;-0.930282;-0.422693;-1.000000;
0.002892;1.000158;-0.210035;1.000164;0.976170;0.217766;-0.930280;-0.422692;-1.000000;
0.003838;1.000155;-0.210036;1.000165;0.976170;0.217765;-0.930276;-0.422690;-1.000000;
0.005730;1.000145;-0.210036;1.000165;0.976171;0.217763;-0.930268;-0.422686;-1.000000;
0.007433;1.000136;-0.210036;1.000166;0.976172;0.217760;-0.930259;-0.422681;-1.000000;
0.009136;1.000125;-0.210036;1.000166;0.976173;0.217757;-0.930249;-0.422676;-1.000000;
0.010838;1.000114;-0.210036;1.000167;0.976175;0.217755;-0.930239;-0.422670;-1.000000;
0.012541;1.000103;-0.210035;1.000168;0.976176;0.217752;-0.930229;-0.422663;-1.000000;
0.014244;1.000093;-0.210034;1.000169;0.976178;0.217749;-0.930219;-0.422657;-1.000000;
0.015947;1.000082;-0.210033;1.000170;0.976179;0.217746;-0.930210;-0.422650;-1.000000;
0.017649;1.000073;-0.210031;1.000171;0.976181;0.217744;-0.930201;-0.422644;-1.000000;
0.019352;1.000064;-0.210030;1.000172;0.976183;0.217741;-0.930193;-0.422637;-1.000000;
0.020528;1.000058;-0.210028;1.000173;0.976184;0.217740;-0.930187;-0.422633;-1.000000;
0.020528;1.000058;-0.210028;1.000173;0.976184;0.217740;-0.930187;-0.422633;-1.000000;
0.020697;1.000057;-0.210028;1.000173;0.976184;0.217740;-0.930187;-0.422632;-1.000000;
0.020865;1.000056;-0.210028;1.000173;0.976184;0.217739;-0.930186;-0.422632;-1.000000;
0.021203;1.000055;-0.210028;1.000173;0.976184;0.217739;-0.930185;-0.422630;-1.000000;
0.021642;1.000053;-0.210027;1.000173;0.976185;0.217738;-0.930183;-0.422629;-1.000000;
0.021642;1.000053;-0.210027;1.000173;0.976185;0.217738;-0.930183;-0.422629;-1.000000;
0.021642;1.000053;-0.210027;1.000173;0.976185;0.217738;-0.930183;-0.422629;-1.000000;
0.021831;1.000052;-0.210027;1.000173;0.976185;0.217738;-0.930182;-0.422628;-1.000000;
0.022020;1.000051;-0.210027;1.000173;0.976185;0.217738;-0.930181;-0.422628;-1.000000;
0.022398;1.000049;-0.210026;1.000174;0.976185;0.217738;-0.930180;-0.422626;-1.000000;
0.023155;1.000046;-0.210026;1.000174;0.976186;0.217737;-0.930177;-0.422624;-1.000000;
0.024668;1.000040;-0.210024;1.000175;0.976187;0.217735;-0.930171;-0.422619;-1.000000;
0.024758;1.000040;-0.210024;1.000175;0.976187;0.217735;-0.930171;-0.422618;-1.000000;
0.024758;1.000040;-0.210024;1.000175;0.976187;0.217735;-0.930171;-0.422618;-1.000000;
0.024758;1.000040;-0.210024;1.000175;0.976187;0.217735;-0.930171;-0.422618;-1.000000;
0.024758;1.000040;-0.210024;1.000175;0.976187;0.217735;-0.930171;-0.422618;-1.000000;
0.025017;1.000039;-0.210023;1.000175;0.976187;0.217735;-0.930170;-0.422618;-1.000000;
0.025277;1.000038;-0.210023;1.000175;0.976188;0.217735;-0.930169;-0.422617;-1.000000;
0.025795;1.000036;-0.210023;1.000176;0.976188;0.217734;-0.930168;-0.422615;-1.000000;
0.026833;1.000033;-0.210021;1.000176;0.976189;0.217733;-0.930165;-0.422612;-1.000000;
0.028908;1.000027;-0.210019;1.000177;0.976190;0.217732;-0.930159;-0.422606;-1.000000;
0.033058;1.000017;-0.210014;1.000179;0.976193;0.217729;-0.930150;-0.422596;-1.000000;
0.037209;1.000010;-0.210010;1.000181;0.976195;0.217727;-0.930143;-0.422587;-1.000000;
0.041359;1.000005;-0.210006;1.000183;0.976197;0.217725;-0.930138;-0.422580;-1.000000;
0.045509;1.000001;-0.210003;1.000184;0.976199;0.217724;-0.930135;-0.422574;-1.000000;
0.049660;0.999998;-0.210000;1.000185;0.976200;0.217723;-0.930132;-0.422569;-1.000000;
0.053810;0.999996;-0.209998;1.000186;0.976201;0.217723;-0.930130;-0.422565;-1.000000;
0.062111;0.999993;-0.209994;1.000187;0.976202;0.217722;-0.930127;-0.422559;-1.000000;
0.070411;0.999992;-0.209992;1.000188;0.976203;0.217722;-0.930126;-0.422556;-1.000000;
0.078712;0.999991;-0.209991;1.000188;0.976204;0.217721;-0.930125;-0.422555;-1.000000;
0.087012;0.999991;-0.209991;1.000188;0.976204;0.217721;-0.930125;-0.422554;-1.000000;
0.103614;0.999991;-0.209991;1.000188;0.976204;0.217721;-0.930125;-0.422554;-1.000000;
0.136816;0.999993;-0.209993;1.000187;0.976203;0.217722;-0.930127;-0.422558;-1.000000;
0.203221;0.999996;-0.209996;1.000186;0.976201;0.217723;-0.930130;-0.422563;-1.000000;
0.277858;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.277858;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.277858;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.277858;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.279380;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.279743;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.279743;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.279743;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.281268;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.282792;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.285840;0.999997;-0.209998;1.000186;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.291937;0.999997;-0.209998;1.000185;0.976201;0.217723;-0.930131;-0.422566;-1.000000;
0.304131;0.999998;-0.209998;1.000185;0.976200;0.217723;-0.930132;-0.422567;-1.000000;
0.328518;0.999998;-0.209999;1.000185;0.976200;0.217723;-0.930132;-0.422567;-1.000000;
0.377293;0.999998;-0.209999;1.000185;0.976200;0.217724;-0.930132;-0.422568;-1.000000;
0.474842;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;-1.000000;
0.669941;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;-1.000000;
0.838471;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;-1.000000;
0.838471;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;-1.000000;
0.840567;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;-1.000000;
0.842664;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;-1.000000;
0.846858;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;-1.000000;
0.855245;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;-1.000000;
0.872019;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;-1.000000;
0.905567;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;-1.000000;
0.972663;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;-1.000000;
1.106855;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;-1.000000;
1.375239;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;-1.000000;
1.912008;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;-1.000000;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;-1.000000;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;-1.000000;
2.001148;0.999995;-0.210001;1.000185;0.976200;0.217723;-0.930130;-0.422569;-1.000000;
2.001148;0.999995;-0.210001;1.000185;0.976200;0.217723;-0.930130;-0.422569;-1.000000;
2.002071;0.999991;-0.210002;1.000185;0.976200;0.217722;-0.930126;-0.422568;-1.000000;
2.002994;0.999984;-0.210002;1.000185;0.976200;0.217720;-0.930119;-0.422566;-1.000000;
2.004839;0.999963;-0.210008;1.000185;0.976202;0.217715;-0.930100;-0.422560;-1.000000;
2.008529;0.999837;-0.210030;1.000185;0.976209;0.217683;-0.929986;-0.422524;-1.000000;
2.011851;0.999654;-0.210059;1.000187;0.976221;0.217637;-0.929820;-0.422467;-1.000000;
2.015173;0.999397;-0.210095;1.000190;0.976240;0.217572;-0.929586;-0.422382;-1.000000;
2.018494;0.999061;-0.210138;1.000197;0.976265;0.217486;-0.929280;-0.422267;-1.000000;
2.025137;0.998200;-0.210238;1.000216;0.976333;0.217268;-0.928497;-0.421956;-1.000000;
2.031780;0.997035;-0.210351;1.000249;0.976433;0.216971;-0.927436;-0.421511;-1.000000;
2.045067;0.993774;-0.210584;1.000365;0.976737;0.216138;-0.924465;-0.420171;-1.000000;
2.057024;0.989830;-0.210783;1.000531;0.977129;0.215127;-0.920869;-0.418458;-1.000000;
2.068982;0.985007;-0.210950;1.000755;0.977631;0.213890;-0.916469;-0.416285;-1.000000;
2.080939;0.979374;-0.211114;1.001035;0.978232;0.212447;-0.911344;-0.413691;-1.000000;
2.104855;0.966183;-0.211199;1.001733;0.979677;0.209048;-0.899277;-0.407472;-1.000000;
2.128770;0.950612;-0.211355;1.002578;0.981384;0.205058;-0.885116;-0.400136;-1.000000;
2.152685;0.933281;-0.211257;1.003527;0.983273;0.200596;-0.869274;-0.392002;-1.000000;
2.176600;0.914522;-0.211054;1.004538;0.985277;0.195762;-0.852100;-0.383346;-1.000000;
2.200515;0.894630;-0.210819;1.005576;0.987338;0.190637;-0.833876;-0.374401;-1.000000;
2.224430;0.873849;-0.210590;1.006616;0.989414;0.185287;-0.814828;-0.365343;-1.000000;
2.248346;0.852369;-0.210394;1.007639;0.991473;0.179762;-0.795136;-0.356300;-1.000000;
2.296176;0.808049;-0.210060;1.009590;0.995451;0.168371;-0.754466;-0.338631;-1.000000;
2.344006;0.762228;-0.210057;1.011393;0.999188;0.156641;-0.712487;-0.321754;-1.000000;
2.391837;0.715697;-0.209764;1.013030;1.002641;0.144703;-0.669669;-0.305859;-1.000000;
2.420045;0.687968;-0.209703;1.013909;1.004528;0.137607;-0.644170;-0.297021;-1.000000;
2.420045;0.687957;-0.209724;1.013909;1.004528;0.137606;-0.644168;-0.297021;-1.000000;
2.420348;0.687656;-0.209724;1.013918;1.004547;0.137529;-0.643892;-0.296928;-1.000000;
2.420652;0.687356;-0.209724;1.013927;1.004567;0.137453;-0.643616;-0.296835;-1.000000;
2.421144;0.686870;-0.209724;1.013942;1.004599;0.137328;-0.643169;-0.296684;-1.000000;
2.421144;0.686870;-0.209724;1.013942;1.004599;0.137328;-0.643169;-0.296684;-1.000000;
2.421144;0.686870;-0.209724;1.013942;1.004599;0.137328;-0.643169;-0.296684;-1.000000;
2.421240;0.686774;-0.209724;1.013945;1.004605;0.137304;-0.643081;-0.296655;-1.000000;
2.421240;0.686774;-0.209724;1.013945;1.004605;0.137304;-0.643081;-0.296655;-1.000000;
2.421240;0.686774;-0.209724;1.013945;1.004605;0.137304;-0.643081;-0.296655;-1.000000;
2.421621;0.686398;-0.209723;1.013956;1.004630;0.137208;-0.642735;-0.296538;-1.000000;
2.422002;0.686021;-0.209723;1.013968;1.004655;0.137111;-0.642389;-0.296422;-1.000000;
2.422763;0.685268;-0.209722;1.013990;1.004704;0.136919;-0.641696;-0.296189;-1.000000;
2.424286;0.683762;-0.209721;1.014036;1.004802;0.136534;-0.640311;-0.295725;-1.000000;
2.424300;0.683749;-0.209721;1.014036;1.004803;0.136530;-0.640298;-0.295721;-1.000000;
2.424300;0.683749;-0.209721;1.014036;1.004803;0.136530;-0.640298;-0.295721;-1.000000;
2.424300;0.683749;-0.209721;1.014036;1.004803;0.136530;-0.640298;-0.295721;-1.000000;
2.424300;0.683749;-0.209721;1.014036;1.004803;0.136530;-0.640298;-0.295721;-1.000000;
2.424745;0.683309;-0.209721;1.014049;1.004832;0.136418;-0.639894;-0.295586;-1.000000;
2.425189;0.682869;-0.209720;1.014063;1.004860;0.136305;-0.639490;-0.295450;-1.000000;
2.426078;0.681990;-0.209720;1.014089;1.004917;0.136080;-0.638681;-0.295180;-1.000000;
2.427856;0.680231;-0.209719;1.014141;1.005031;0.135631;-0.637064;-0.294642;-1.000000;
2.431411;0.676712;-0.209717;1.014245;1.005257;0.134731;-0.633827;-0.293569;-1.000000;
2.434966;0.673191;-0.209715;1.014348;1.005481;0.133831;-0.630589;-0.292504;-1.000000;
2.442077;0.666146;-0.209712;1.014551;1.005924;0.132030;-0.624108;-0.290392;-1.000000;
2.449188;0.659095;-0.209710;1.014750;1.006359;0.130228;-0.617622;-0.288308;-1.000000;
2.456299;0.652040;-0.209708;1.014945;1.006788;0.128425;-0.611130;-0.286249;-1.000000;
2.463409;0.644980;-0.209707;1.015136;1.007209;0.126621;-0.604634;-0.284218;-1.000000;
2.470520;0.637916;-0.209706;1.015324;1.007622;0.124817;-0.598132;-0.282212;-1.000000;
2.484742;0.623778;-0.209705;1.015686;1.008428;0.121206;-0.585118;-0.278279;-1.000000;
2.499000;0.609582;-0.209706;1.016026;1.009193;0.117583;-0.572044;-0.274495;-1.000000;
2.499000;0.609590;-0.209711;1.016033;1.009206;0.117585;-0.572054;-0.274446;-1.000000;
2.499549;0.609043;-0.209708;1.016046;1.009236;0.117445;-0.571550;-0.274300;-1.000000;
2.500099;0.608496;-0.209708;1.016059;1.009265;0.117305;-0.571045;-0.274155;-1.000000;
2.501199;0.607400;-0.209708;1.016085;1.009324;0.117025;-0.570036;-0.273863;-1.000000;
2.503398;0.605209;-0.209708;1.016137;1.009441;0.116466;-0.568018;-0.273282;-1.000000;
2.505597;0.603018;-0.209707;1.016189;1.009557;0.115907;-0.566000;-0.272704;-1.000000;
2.509996;0.598635;-0.209707;1.016291;1.009788;0.114788;-0.561963;-0.271556;-1.000000;
2.518793;0.589869;-0.209706;1.016491;1.010241;0.112552;-0.553888;-0.269289;-1.000000;
2.536387;0.572329;-0.209706;1.016873;1.011113;0.108077;-0.537726;-0.264878;-1.000000;
2.554626;0.554130;-0.209706;1.017233;1.011950;0.103438;-0.520948;-0.260554;-1.000000;
2.554626;0.554140;-0.209712;1.017243;1.011970;0.103440;-0.520961;-0.260480;-1.000000;
2.555195;0.553573;-0.209709;1.017255;1.011997;0.103295;-0.520437;-0.260345;-1.000000;
2.555764;0.553004;-0.209709;1.017266;1.012023;0.103150;-0.519913;-0.260210;-1.000000;
2.556215;0.552554;-0.209709;1.017275;1.012043;0.103035;-0.519498;-0.260103;-1.000000;
2.556215;0.552554;-0.209709;1.017275;1.012043;0.103035;-0.519498;-0.260103;-1.000000;
2.556215;0.552554;-0.209709;1.017275;1.012043;0.103035;-0.519498;-0.260103;-1.000000;
2.556633;0.552136;-0.209709;1.017283;1.012062;0.102929;-0.519112;-0.260004;-1.000000;
2.557052;0.551718;-0.209709;1.017291;1.012081;0.102822;-0.518727;-0.259905;-1.000000;
2.557889;0.550881;-0.209709;1.017307;1.012119;0.102609;-0.517956;-0.259708;-1.000000;
2.559563;0.549209;-0.209708;1.017340;1.012195;0.102183;-0.516414;-0.259314;-1.000000;
2.562911;0.545865;-0.209707;1.017405;1.012346;0.101330;-0.513330;-0.258531;-1.000000;
2.566259;0.542521;-0.209706;1.017468;1.012495;0.100478;-0.510247;-0.257754;-1.000000;
2.572955;0.535834;-0.209704;1.017593;1.012788;0.098774;-0.504080;-0.256218;-1.000000;
2.579651;0.529147;-0.209703;1.017715;1.013075;0.097070;-0.497913;-0.254705;-1.000000;
2.586347;0.522461;-0.209702;1.017833;1.013355;0.095366;-0.491745;-0.253216;-1.000000;
2.593043;0.515774;-0.209701;1.017947;1.013629;0.093663;-0.485576;-0.251751;-1.000000;
2.599739;0.509086;-0.209701;1.018058;1.013896;0.091960;-0.479406;-0.250308;-1.000000;
2.613131;0.495709;-0.209701;1.018270;1.014412;0.088553;-0.467061;-0.247493;-1.000000;
2.626523;0.482329;-0.209701;1.018469;1.014903;0.085147;-0.454711;-0.244771;-1.000000;
2.653307;0.455562;-0.209702;1.018827;1.015811;0.078337;-0.429994;-0.239599;-1.000000;
2.680091;0.428788;-0.209705;1.019132;1.016619;0.071528;-0.405259;-0.234790;-1.000000;
2.688356;0.420524;-0.209705;1.019216;1.016849;0.069428;-0.397622;-0.233378;-1.000000;
2.688356;0.420524;-0.209705;1.019216;1.016849;0.069428;-0.397622;-0.233379;-1.000000;
2.688650;0.420231;-0.209705;1.019219;1.016857;0.069353;-0.397351;-0.233329;-1.000000;
2.688943;0.419938;-0.209705;1.019222;1.016865;0.069279;-0.397080;-0.233280;-1.000000;
2.689228;0.419653;-0.209705;1.019225;1.016872;0.069206;-0.396817;-0.233232;-1.000000;
2.689228;0.419653;-0.209705;1.019225;1.016872;0.069206;-0.396817;-0.233232;-1.000000;
2.689521;0.419360;-0.209705;1.019228;1.016880;0.069132;-0.396546;-0.233183;-1.000000;
2.689815;0.419067;-0.209705;1.019230;1.016888;0.069057;-0.396275;-0.233133;-1.000000;
2.690402;0.418482;-0.209705;1.019236;1.016904;0.068909;-0.395735;-0.233035;-1.000000;
2.691576;0.417316;-0.209704;1.019248;1.016936;0.068612;-0.394657;-0.232839;-1.000000;
2.693923;0.415010;-0.209701;1.019270;1.016998;0.068026;-0.392525;-0.232452;-1.000000;
2.698619;0.410555;-0.209685;1.019316;1.017119;0.066893;-0.388407;-0.231701;-1.000000;
2.708010;0.402497;-0.209619;1.019406;1.017342;0.064844;-0.380955;-0.230328;-1.000000;
2.717402;0.395703;-0.209522;1.019491;1.017535;0.063115;-0.374671;-0.229151;-1.000000;
2.726793;0.390239;-0.209413;1.019565;1.017695;0.061724;-0.369615;-0.228190;-1.000000;
2.736184;0.386074;-0.209303;1.019626;1.017820;0.060661;-0.365755;-0.227443;-1.000000;
2.745575;0.383120;-0.209204;1.019673;1.017912;0.059907;-0.363015;-0.226901;-1.000000;
2.754967;0.381274;-0.209130;1.019706;1.017973;0.059435;-0.361304;-0.226549;-1.000000;
2.764358;0.380439;-0.209078;1.019727;1.018006;0.059222;-0.360530;-0.226370;-1.000000;
2.773749;0.380524;-0.209046;1.019736;1.018013;0.059243;-0.360608;-0.226348;-1.000000;
2.783141;0.381446;-0.209031;1.019734;1.017998;0.059477;-0.361462;-0.226468;-1.000000;
2.796503;0.383980;-0.209036;1.019717;1.017943;0.060122;-0.363810;-0.226845;-1.000000;
2.796503;0.383976;-0.209045;1.019717;1.017943;0.060122;-0.363810;-0.226845;-1.000000;
2.797555;0.384248;-0.209043;1.019715;1.017937;0.060191;-0.364062;-0.226887;-1.000000;
2.798607;0.384526;-0.209044;1.019712;1.017930;0.060261;-0.364319;-0.226930;-1.000000;
2.800712;0.385093;-0.209048;1.019707;1.017917;0.060405;-0.364844;-0.227019;-1.000000;
2.804921;0.386250;-0.209063;1.019694;1.017886;0.060700;-0.365914;-0.227210;-1.000000;
2.809130;0.387379;-0.209082;1.019679;1.017854;0.060986;-0.366955;-0.227406;-1.000000;
2.817548;0.389403;-0.209158;1.019644;1.017787;0.061503;-0.368833;-0.227791;-1.000000;
2.825966;0.391212;-0.209240;1.019607;1.017722;0.061965;-0.370508;-0.228155;-1.000000;
2.834384;0.392852;-0.209323;1.019570;1.017660;0.062384;-0.372027;-0.228496;-1.000000;
2.851220;0.395898;-0.209477;1.019502;1.017544;0.063163;-0.374849;-0.229133;-1.000000;
