time;WTG4A_WTG4A_injector_PInjPu;WTG4A_WTG4A_injector_QInjPu;WTG4A_WTG4A_injector_terminal_V_re;WTG4A_WTG4A_injector_terminal_i_re;WTG4A_WTG4A_injector_terminal_V_im;WTG4A_WTG4A_injector_terminal_i_im;WTG4A_WTG4A_pll_omegaPLLPu;WTG4A_WTG4A_driveTrainPmConstrant_PePu;
6.5009499933;0.6130998721;0.4040573063;-0.0919662475;-0.3312168907;1.0496832179;-0.6130998721;1.0039626531;0.6130998721;
6.5009599933;0.6130984844;0.4040574652;-0.0919660394;-0.3312172674;1.0496832744;-0.6130984844;1.0039256547;0.6130984844;
6.5009647861;0.6130978194;0.4040575414;-0.0919659396;-0.3312174480;1.0496833015;-0.6130978194;1.0039080213;0.6130978194;
6.5009647861;0.6130978194;0.4040575414;-0.0919659396;-0.3312174480;1.0496833015;-0.6130978194;1.0039080213;0.6130978194;
6.5009647861;0.6130978194;0.4040575414;-0.0919659396;-0.3312174480;1.0496833015;-0.6130978194;1.0039080213;0.6130978194;
6.5009647861;0.6130978194;0.4040575414;-0.0919659396;-0.3312174480;1.0496833015;-0.6130978194;1.0039080213;0.6130978194;
6.5009747861;0.6130964318;0.4040577003;-0.0919657315;-0.3312178247;1.0496833580;-0.6130964318;1.0038715329;0.6130964318;
6.5009847861;0.6130950444;0.4040578592;-0.0919655234;-0.3312182013;1.0496834145;-0.6130950444;1.0038353853;0.6130950444;
6.5010047861;0.6130922696;0.4040581769;-0.0919651072;-0.3312189546;1.0496835275;-0.6130922696;1.0037639084;0.6130922696;
6.5010447861;0.6130867211;0.4040588124;-0.0919642749;-0.3312204609;1.0496837535;-0.6130867211;1.0036247925;0.6130867211;
6.5011247861;0.6130756281;0.4040600829;-0.0919626109;-0.3312234725;1.0496842052;-0.6130756281;1.0033613816;0.6130756281;
6.5012847861;0.6130534581;0.4040626217;-0.0919592853;-0.3312294908;1.0496851080;-0.6130534581;1.0028887762;0.6130534581;
6.5016047861;0.6130091835;0.4040676890;-0.0919526441;-0.3312415067;1.0496869104;-0.6130091835;1.0021227971;0.6130091835;
6.5022447861;0.6129209101;0.4040777666;-0.0919394029;-0.3312654387;1.0496905002;-0.6129209101;1.0010929758;0.6129209101;
6.5035247861;0.6127456082;0.4040975922;-0.0919131072;-0.3313127881;1.0496976027;-0.6127456082;1.0001015699;0.6127456082;
6.5048047861;0.6125721655;0.4041168707;-0.0918870905;-0.3313593200;1.0497045826;-0.6125721655;0.9998731326;0.6125721655;
6.5073647861;0.6122322787;0.4041532435;-0.0918361067;-0.3314492016;1.0497180650;-0.6122322787;0.9997954822;0.6122322787;
6.5124847861;0.6116137572;0.4042102155;-0.0917433272;-0.3316042959;1.0497413295;-0.6116137572;0.9999648918;0.6116137572;
6.5227247861;0.6106158960;0.4042877658;-0.0915936460;-0.3318412134;1.0497768676;-0.6106158960;0.9999967032;0.6106158960;
6.5329647861;0.6098629892;0.4043427816;-0.0914807084;-0.3320166019;1.0498031763;-0.6098629892;0.9999996900;0.6098629892;
6.5534447861;0.6092581612;0.4044182622;-0.0913899830;-0.3321858276;1.0498285605;-0.6092581612;0.9999999845;0.6092581612;
6.5718767861;0.6093607206;0.4044760154;-0.0914053671;-0.3322212983;1.0498338811;-0.6093607206;0.9999999998;0.6093607206;
6.5903087861;0.6100476040;0.4045312703;-0.0915084010;-0.3321572916;1.0498242800;-0.6100476040;1.0000000009;0.6100476040;
6.6087407861;0.6112099264;0.4045860771;-0.0916827518;-0.3320134970;1.0498027105;-0.6112099264;1.0000000005;0.6112099264;
6.6456047861;0.6144211456;0.4046963252;-0.0921644413;-0.3315768367;1.0497372106;-0.6144211456;1.0000000007;0.6144211456;
6.6824687861;0.6188430350;0.4048092135;-0.0928277338;-0.3309354499;1.0496410012;-0.6188430350;1.0000000008;0.6188430350;
6.7323709780;0.6261411934;0.4049648292;-0.0939224727;-0.3298370076;1.0494762326;-0.6261411934;1.0000000011;0.6261411934;
6.7822731699;0.6343438270;0.4051198389;-0.0951528847;-0.3285665720;1.0492856647;-0.6343438270;1.0000000012;0.6343438270;
6.8321753617;0.6428749563;0.4052720321;-0.0964325717;-0.3272170736;1.0490832371;-0.6428749563;1.0000000011;0.6428749563;
6.8820775536;0.6512983025;0.4054197845;-0.0976960910;-0.3258623283;1.0488800225;-0.6512983025;1.0000000011;0.6512983025;
6.9319797455;0.6592733080;0.4055587282;-0.0988923583;-0.3245604914;1.0486847443;-0.6592733080;1.0000000010;0.6592733080;
6.9818819374;0.6666274269;0.4056925582;-0.0999954914;-0.3233493817;1.0485030753;-0.6666274269;1.0000000009;0.6666274269;
7.0317841293;0.6732220125;0.4058206112;-0.1009846928;-0.3222577681;1.0483393310;-0.6732220125;1.0000000008;0.6732220125;
7.0816863212;0.6789781326;0.4059405029;-0.1018481227;-0.3213023604;1.0481960179;-0.6789781326;1.0000000007;0.6789781326;
7.1814907050;0.6879423328;0.4061545480;-0.1031927713;-0.3198208541;1.0479737889;-0.6879423328;1.0000000005;0.6879423328;
7.2812950888;0.6938951674;0.4063320310;-0.1040857088;-0.3188568016;1.0478291790;-0.6938951674;1.0000000003;0.6938951674;
7.3810994726;0.6974078732;0.4064920253;-0.1046126219;-0.3183336983;1.0477507124;-0.6974078732;1.0000000002;0.6974078732;
7.4809038564;0.6993291856;0.4066079715;-0.1049008227;-0.3180720785;1.0477114689;-0.6993291856;1.0000000001;0.6993291856;
7.5807082402;0.7004706870;0.4066895278;-0.1050720503;-0.3179277222;1.0476898152;-0.7004706870;1.0000000001;0.7004706870;
7.6805126240;0.7010786006;0.4067639630;-0.1051632386;-0.3178789993;1.0476825067;-0.7010786006;1.0000000000;0.7010786006;
7.7803170078;0.7012768037;0.4068212415;-0.1051929695;-0.3178932277;1.0476846410;-0.7012768037;1.0000000000;0.7012768037;
7.8801213916;0.7011422673;0.4068585814;-0.1051727887;-0.3179531538;1.0476936300;-0.7011422673;1.0000000000;0.7011422673;
7.9799257754;0.7007831966;0.4068809619;-0.1051189274;-0.3180425184;1.0477070349;-0.7007831966;1.0000000000;0.7007831966;
8.1795345430;0.7002428058;0.4068789312;-0.1050378676;-0.3181443380;1.0477223080;-0.7002428058;1.0000000000;0.7002428058;
8.3791433105;0.7001016587;0.4068080085;-0.1050166953;-0.3181066598;1.0477166562;-0.7001016587;1.0000000000;0.7001016587;
8.5787520781;0.7000580202;0.4066988627;-0.1050101494;-0.3180153883;1.0477029653;-0.7000580202;1.0000000000;0.7000580202;
8.9779696133;0.7000116666;0.4063642797;-0.1050031963;-0.3177188213;1.0476584796;-0.7000116666;1.0000000000;0.7000116666;
9.3771871485;0.6999969856;0.4059461609;-0.1050009941;-0.3173398832;1.0476016381;-0.6999969856;1.0000000000;0.6999969856;
10.1756222188;0.6999975116;0.4049603125;-0.1050010730;-0.3164395203;1.0474665818;-0.6999975116;1.0000000000;0.6999975116;
10.9740572892;0.6999992166;0.4039491544;-0.1050013288;-0.3155155879;1.0473279901;-0.6999992166;1.0000000000;0.6999992166;
11.7724923595;0.6999998839;0.4029911098;-0.1050014288;-0.3146401534;1.0471966731;-0.6999998839;1.0000000000;0.6999998839;
13.3693625002;0.7000001520;0.4015046621;-0.1050014691;-0.3132816100;1.0469928888;-0.7000001520;1.0000000000;0.7000001520;
14.9662326409;0.7000001895;0.4004590205;-0.1050014747;-0.3123256683;1.0468494955;-0.7000001895;1.0000000000;0.7000001895;
16.5631027816;0.7000001659;0.3997798916;-0.1050014711;-0.3117046732;1.0467563450;-0.7000001659;1.0000000000;0.7000001659;
19.7568430630;0.7000000919;0.3989914510;-0.1050014601;-0.3109835996;1.0466481825;-0.7000000919;1.0000000000;0.7000000919;
20.0000000000;0.7000000846;0.3989665643;-0.1050014590;-0.3109608379;1.0466447682;-0.7000000846;1.0000000000;0.7000000846;
