time;WTG4A_WTG4A_injector_PInjPu;WTG4A_WTG4A_injector_QInjPu;WTG4A_WTG4A_injector_terminal_V_re;WTG4A_WTG4A_injector_terminal_i_re;WTG4A_WTG4A_injector_terminal_V_im;WTG4A_WTG4A_injector_terminal_i_im;WTG4A_WTG4A_pll_omegaPLLPu;WTG4A_WTG4A_driveTrainPmConstrant_PePu;
1.0001600000;0.4272714039;0.1709410225;0.6228484767;-0.7121190065;0.1068193223;0.1523210802;1.0000016559;0.4272714039;
1.0003200000;0.4273617344;0.1713354804;0.6229326297;-0.7122695574;0.1068419052;0.1528820923;1.0000015149;0.4273617344;
1.0006400000;0.4276160042;0.1722132499;0.6231154020;-0.7126933404;0.1069054736;0.1541005576;1.0000012676;0.4276160042;
1.0010127353;0.4280311946;0.1733749755;0.6233506148;-0.7133853243;0.1070092726;0.1556686214;1.0000010260;0.4280311946;
1.0010127353;0.4280311946;0.1733749755;0.6233506148;-0.7133853243;0.1070092726;0.1556686214;1.0000010260;0.4280311946;
1.0010227353;0.4280441975;0.1734084581;0.6233573052;-0.7134069959;0.1070125234;0.1557132233;1.0000010204;0.4280441975;
1.0010327353;0.4280573260;0.1734420367;0.6233640073;-0.7134288766;0.1070158055;0.1557579034;1.0000010149;0.4280573260;
1.0010527353;0.4280837982;0.1735094407;0.6233774504;-0.7134729970;0.1070224237;0.1558475226;1.0000010039;0.4280837982;
1.0010927353;0.4281378079;0.1736454890;0.6234045340;-0.7135630132;0.1070359263;0.1560280775;1.0000009822;0.4281378079;
1.0011727353;0.4282501027;0.1739225026;0.6234594790;-0.7137501711;0.1070640004;0.1563943726;1.0000009404;0.4282501027;
1.0013240241;0.4284780514;0.1744641742;0.6235661918;-0.7141300856;0.1071209883;0.1571057812;1.0000008663;0.4284780514;
1.0013240241;0.4284780514;0.1744641742;0.6235661918;-0.7141300856;0.1071209883;0.1571057812;1.0000008663;0.4284780514;
1.0013340241;0.4284939169;0.1745010884;0.6235734351;-0.7141565282;0.1071249547;0.1571540691;1.0000008617;0.4284939169;
1.0013440241;0.4285099066;0.1745383397;0.6235807460;-0.7141831777;0.1071289522;0.1572028079;1.0000008570;0.4285099066;
1.0013640241;0.4285421870;0.1746136602;0.6235955318;-0.7142369783;0.1071370224;0.1573013790;1.0000008478;0.4285421870;
1.0014040241;0.4286081910;0.1747682173;0.6236258890;-0.7143469849;0.1071535237;0.1575037574;1.0000008298;0.4286081910;
1.0014840241;0.4287460221;0.1750930968;0.6236897632;-0.7145767035;0.1071879819;0.1579295794;1.0000007949;0.4287460221;
1.0016440241;0.4290449287;0.1758054931;0.6238300454;-0.7150748811;0.1072627096;0.1588647813;1.0000007297;0.4290449287;
1.0019640241;0.4297336084;0.1774728852;0.6241589820;-0.7162226806;0.1074348819;0.1610576616;1.0000006160;0.4297336084;
1.0026040241;0.4314573082;0.1817156979;0.6249964562;-0.7190955137;0.1078658128;0.1666407463;1.0000004410;0.4314573082;
1.0038840241;0.4361597505;0.1933790434;0.6272876724;-0.7269329175;0.1090414395;0.1819153104;1.0000002297;0.4361597505;
1.0051640241;0.4423782661;0.2087678001;0.6302788311;-0.7372971102;0.1105960899;0.2018560935;1.0000001403;0.4423782661;
1.0056156958;0.4448832404;0.2149246247;0.6314645206;-0.7414720673;0.1112223420;0.2097605812;1.0000001235;0.4448832404;
1.0056156958;0.4448799923;0.2149251392;0.6314649095;-0.7414666538;0.1112215300;0.2097631738;1.0000001235;0.4448799923;
1.0056166095;0.4448853045;0.2149382339;0.6314674268;-0.7414755074;0.1112228581;0.2097799556;1.0000001235;0.4448853045;
1.0056166095;0.4448853045;0.2149382339;0.6314674268;-0.7414755074;0.1112228581;0.2097799556;1.0000001235;0.4448853045;
1.0056266095;0.4449434414;0.2150815166;0.6314949689;-0.7415724024;0.1112373925;0.2099635670;1.0000001234;0.4449434414;
1.0056366095;0.4450016463;0.2152249260;0.6315225310;-0.7416694106;0.1112519439;0.2101473119;1.0000001233;0.4450016463;
1.0056566095;0.4451182182;0.2155120397;0.6315776995;-0.7418636969;0.1112810873;0.2105150973;1.0000001231;0.4451182182;
1.0056966095;0.4453521349;0.2160876671;0.6316882532;-0.7422535581;0.1113395673;0.2112521113;1.0000001228;0.4453521349;
1.0057766095;0.4458230662;0.2172444723;0.6319102131;-0.7430384436;0.1114573017;0.2127318241;1.0000001222;0.4458230662;
1.0059366095;0.4467772182;0.2195798223;0.6323574366;-0.7446286970;0.1116958430;0.2157132728;1.0000001211;0.4467772182;
1.0062566095;0.4487329530;0.2243322301;0.6332639680;-0.7478882549;0.1121847835;0.2217567323;1.0000001197;0.4487329530;
1.0068966095;0.4528204173;0.2341236102;0.6351168103;-0.7547006954;0.1132066636;0.2341088443;1.0000001190;0.4528204173;
1.0081766095;0.4615962322;0.2545647498;0.6389217151;-0.7693270536;0.1154006475;0.2594745267;1.0000001224;0.4615962322;
1.0094566095;0.4710490855;0.2758215129;0.6427906974;-0.7850818092;0.1177638934;0.2852673866;1.0000001292;0.4710490855;
1.0107366095;0.4810099290;0.2974747608;0.6466421366;-0.8016832150;0.1202541386;0.3109432945;1.0000001366;0.4810099290;
1.0111228114;0.4840832533;0.3040131846;0.6477875287;-0.8068054221;0.1210224803;0.3185791363;1.0000001386;0.4840832533;
1.0111228114;0.4840795048;0.3040144106;0.6477881191;-0.8067991747;0.1210215431;0.3185830728;1.0000001386;0.4840795048;
1.0111328114;0.4841598961;0.3041850298;0.6478179179;-0.8069331602;0.1210416412;0.3187817286;1.0000001386;0.4841598961;
1.0111428114;0.4842401997;0.3043556453;0.6478477198;-0.8070669995;0.1210617174;0.3189804053;1.0000001387;0.4842401997;
1.0111628114;0.4844006187;0.3046968712;0.6479073278;-0.8073343644;0.1211018227;0.3193777863;1.0000001388;0.4844006187;
1.0112028114;0.4847204980;0.3053792431;0.6480265655;-0.8078674967;0.1211817936;0.3201726933;1.0000001390;0.4847204980;
1.0112828114;0.4853564449;0.3067436291;0.6482651183;-0.8089274082;0.1213407825;0.3217630233;1.0000001393;0.4853564449;
1.0114428114;0.4866131781;0.3094706067;0.6487424532;-0.8110219634;0.1216549702;0.3249452119;1.0000001398;0.4866131781;
1.0117628114;0.4890681116;0.3149149450;0.6496973755;-0.8151135194;0.1222687120;0.3313112734;1.0000001401;0.4890681116;
1.0124028114;0.4937603338;0.3257470299;0.6516032616;-0.8229338897;0.1234417837;0.3440170053;1.0000001387;0.4937603338;
1.0136828114;0.5023971683;0.3470600010;0.6553647428;-0.8373286138;0.1256010221;0.3690932018;1.0000001317;0.5023971683;
1.0149628114;0.5101814109;0.3677596920;0.6590215153;-0.8503023515;0.1275471095;0.3934713493;1.0000001218;0.5101814109;
1.0162428114;0.5173005719;0.3876726246;0.6625275732;-0.8621676198;0.1293269243;0.4168447462;1.0000001117;0.5173005719;
1.0175228114;0.5239212169;0.4066576705;0.6658458392;-0.8732020282;0.1309821084;0.4389662150;1.0000001030;0.5239212169;
1.0181893903;0.5272559258;0.4161300406;0.6674846412;-0.8787598764;0.1318157971;0.4498914110;1.0000000991;0.5272559258;
1.0181893903;0.5272595247;0.4161282852;0.6674839602;-0.8787658745;0.1318166968;0.4498868711;1.0000000992;0.5272595247;
1.0181993903;0.5273078152;0.4162686289;0.6675082719;-0.8788463586;0.1318287696;0.4500489469;1.0000000991;0.5273078152;
1.0182093903;0.5273560618;0.4164089525;0.6675325814;-0.8789267697;0.1318408314;0.4502110082;1.0000000990;0.5273560618;
1.0182293903;0.5274524020;0.4166895786;0.6675812039;-0.8790873367;0.1318649168;0.4505351535;1.0000000989;0.5274524020;
1.0182693903;0.5276443995;0.4172506773;0.6676784547;-0.8794073325;0.1319129168;0.4511834834;1.0000000987;0.5276443995;
1.0183493903;0.5280255382;0.4183722739;0.6678729942;-0.8800425637;0.1320082028;0.4524803957;1.0000000982;0.5280255382;
1.0185093903;0.5287764884;0.4206128495;0.6682621744;-0.8812941473;0.1321959429;0.4550748947;1.0000000972;0.5287764884;
1.0188293903;0.5302342750;0.4250823649;0.6690406140;-0.8837237916;0.1325603946;0.4602644203;1.0000000950;0.5302342750;
1.0194693903;0.5329830715;0.4339662135;0.6705953384;-0.8883051192;0.1332476032;0.4706291072;1.0000000902;0.5329830715;
1.0207493903;0.5378871057;0.4514524930;0.6736785382;-0.8964785095;0.1344736286;0.4911834890;1.0000000799;0.5378871057;
1.0233093903;0.5458345410;0.4849259204;0.6796293164;-0.9097242350;0.1364605148;0.5308547972;1.0000000607;0.5458345410;
1.0258693903;0.5518721668;0.5160065301;0.6851835156;-0.9197869446;0.1379699421;0.5678822823;1.0000000455;0.5518721668;
1.0284293903;0.5566961769;0.5443028863;0.6902263566;-0.9278269615;0.1391759612;0.6015007586;1.0000000354;0.5566961769;
1.0296093933;0.5586962119;0.5563424552;0.6923558834;-0.9311603531;0.1396759768;0.6156974087;1.0000000322;0.5586962119;
1.0296093933;0.5586962119;0.5563424552;0.6923558834;-0.9311603531;0.1396759768;0.6156974087;1.0000000322;0.5586962119;
1.0296093933;0.5586962119;0.5563424552;0.6923558834;-0.9311603531;0.1396759768;0.6156974087;1.0000000322;0.5586962119;
1.0296093933;0.5586962119;0.5563424552;0.6923558834;-0.9311603531;0.1396759768;0.6156974087;1.0000000322;0.5586962119;
1.0296193933;0.5587250677;0.5564425510;0.6923724487;-0.9312084461;0.1396831909;0.6158078426;1.0000000323;0.5587250677;
1.0296293933;0.5587405725;0.5565418558;0.6923900502;-0.9312342876;0.1396870672;0.6159251844;1.0000000323;0.5587405725;
1.0296493933;0.5587707537;0.5567403094;0.6924252947;-0.9312845895;0.1396946126;0.6161601443;1.0000000322;0.5587707537;
1.0296669524;0.5587979094;0.5569144226;0.6924561535;-0.9313298490;0.1397014016;0.6163658670;1.0000000322;0.5587979094;
1.0296669524;0.5587979094;0.5569144226;0.6924561535;-0.9313298490;0.1397014016;0.6163658670;1.0000000322;0.5587979094;
1.0296769524;0.5588142522;0.5570135447;0.6924736416;-0.9313570870;0.1397054873;0.6164824527;1.0000000322;0.5588142522;
1.0296869524;0.5588297293;0.5571125708;0.6924911876;-0.9313828821;0.1397093566;0.6165994242;1.0000000322;0.5588297293;
1.0297069524;0.5588606195;0.5573105092;0.6925262610;-0.9314343659;0.1397170793;0.6168332438;1.0000000321;0.5588606195;
1.0297469524;0.5589225026;0.5577058226;0.6925962813;-0.9315375043;0.1397325503;0.6173000390;1.0000000320;0.5589225026;
1.0298269524;0.5590459454;0.5584941522;0.6927358725;-0.9317432424;0.1397634114;0.6182306345;1.0000000319;0.5590459454;
1.0299869524;0.5592919910;0.5600615326;0.6930132030;-0.9321533184;0.1398249237;0.6200794792;1.0000000315;0.5592919910;
1.0303069524;0.5597810377;0.5631591842;0.6935604477;-0.9329683962;0.1399471870;0.6237277269;1.0000000309;0.5597810377;
1.0309469524;0.5607492866;0.5692063828;0.6946252740;-0.9345821443;0.1401892526;0.6308264713;1.0000000299;0.5607492866;
1.0322269524;0.5626621209;0.5807142223;0.6966371096;-0.9377702015;0.1406674677;0.6442385233;1.0000000285;0.5626621209;
1.0347869524;0.5664793255;0.6014604005;0.7002044148;-0.9441322091;0.1416217820;0.6680202305;1.0000000272;0.5664793255;
1.0373469524;0.5703554102;0.6192907200;0.7031907074;-0.9505923503;0.1425908166;0.6879285739;1.0000000273;0.5703554102;
1.0424669524;0.5784351492;0.6474563489;0.7076855560;-0.9640585821;0.1446107791;0.7178938186;1.0000000286;0.5784351492;
1.0470749524;0.5859691916;0.6652412695;0.7102767119;-0.9766153194;0.1464943157;0.7351679534;1.0000000299;0.5859691916;
1.0516829524;0.5934949321;0.6774783555;0.7118346536;-0.9891582201;0.1483757767;0.7455540884;1.0000000301;0.5934949321;
1.0562909524;0.6007687267;0.6854844701;0.7126327349;-1.0012812111;0.1501942504;0.7508745570;1.0000000290;0.6007687267;
1.0608989524;0.6075560565;0.6904417847;0.7129125647;-1.0125934276;0.1518911063;0.7527400629;1.0000000270;0.6075560565;
1.0655069524;0.6136901015;0.6933088702;0.7128663746;-1.0228168359;0.1534246386;0.7524321330;1.0000000242;0.6136901015;
1.0701149524;0.6190781837;0.6948178380;0.7126376607;-1.0317969729;0.1547716777;0.7509073951;1.0000000212;0.6190781837;
1.0747229524;0.6236939229;0.6954977241;0.7123266836;-1.0394898716;0.1559256284;0.7488342427;1.0000000180;0.6236939229;
1.0793309524;0.6275622098;0.6957113776;0.7119985686;-1.0459370164;0.1568927135;0.7466468395;1.0000000150;0.6275622098;
1.0839389524;0.6307425404;0.6956939807;0.7116917415;-1.0512375674;0.1576878071;0.7446013535;1.0000000122;0.6307425404;
1.0931549524;0.6354607362;0.6955329494;0.7112086301;-1.0591012270;0.1588673723;0.7413806556;1.0000000078;0.6354607362;
1.1023709524;0.6384333827;0.6953787907;0.7108926010;-1.0640556379;0.1596105441;0.7392738237;1.0000000046;0.6384333827;
1.1115869524;0.6402090849;0.6953410547;0.7107129894;-1.0670151415;0.1600544758;0.7380764295;1.0000000026;0.6402090849;
1.1208029524;0.6412208303;0.6954012097;0.7106253167;-1.0687013839;0.1603074156;0.7374919532;1.0000000014;0.6412208303;
1.1300189524;0.6417762376;0.6955063813;0.7105902932;-1.0696270627;0.1604462694;0.7372584660;1.0000000007;0.6417762376;
1.1392349524;0.6420748906;0.6956124960;0.7105804933;-1.0701248176;0.1605209336;0.7371931345;1.0000000004;0.6420748906;
1.1484509524;0.6422360767;0.6956965136;0.7105800843;-1.0703934612;0.1605612307;0.7371904078;1.0000000002;0.6422360767;
1.1668829524;0.6424105726;0.6957911516;0.7105803098;-1.0706842876;0.1606048553;0.7371919110;1.0000000000;0.6424105726;
1.1805975133;0.6424630621;0.6958200651;0.7105804581;-1.0707717702;0.1606179778;0.7371929000;1.0000000000;0.6424630621;
1.1805975133;0.6424630621;0.6958200651;0.7105804581;-1.0707717702;0.1606179778;0.7371929000;1.0000000000;0.6424630621;
1.1806075133;0.6424630749;0.6958201393;0.7105804704;-1.0707717914;0.1606179810;0.7371929821;1.0000000000;0.6424630749;
1.1806175133;0.6424630715;0.6958201426;0.7105804714;-1.0707717858;0.1606179802;0.7371929883;1.0000000000;0.6424630715;
1.1806375133;0.6424630717;0.6958201795;0.7105804781;-1.0707717862;0.1606179802;0.7371930331;1.0000000000;0.6424630717;
1.1806775133;0.6424630515;0.6958201620;0.7105804769;-1.0707717525;0.1606179752;0.7371930250;1.0000000000;0.6424630515;
1.1807575133;0.6424630254;0.6958201873;0.7105804840;-1.0707717090;0.1606179687;0.7371930728;1.0000000000;0.6424630254;
1.1809175133;0.6424629749;0.6958202355;0.7105804978;-1.0707716248;0.1606179560;0.7371931644;1.0000000000;0.6424629749;
1.1812375133;0.6424628804;0.6958203228;0.7105805230;-1.0707714674;0.1606179324;0.7371933324;1.0000000000;0.6424628804;
1.1818775133;0.6424627168;0.6958204632;0.7105805646;-1.0707711947;0.1606178915;0.7371936100;1.0000000000;0.6424627168;
1.1831575133;0.6424624798;0.6958206219;0.7105806168;-1.0707707996;0.1606178323;0.7371939578;1.0000000000;0.6424624798;
1.1857175133;0.6424622933;0.6958205546;0.7105806227;-1.0707704888;0.1606177856;0.7371939974;1.0000000000;0.6424622933;
1.1908375133;0.6424626403;0.6958194858;0.7105803935;-1.0707710672;0.1606178724;0.7371924696;1.0000000000;0.6424626403;
1.2010775133;0.6424643407;0.6958162141;0.7105796296;-1.0707739012;0.1606182975;0.7371873767;1.0000000000;0.6424643407;
1.2113175133;0.6424661800;0.6958130633;0.7105788742;-1.0707769666;0.1606187573;0.7371823404;1.0000000000;0.6424661800;
1.2317975133;0.6424680437;0.6958098503;0.7105781050;-1.0707800728;0.1606192233;0.7371772126;1.0000000000;0.6424680437;
1.2502295133;0.6424683319;0.6958092995;0.7105779762;-1.0707805531;0.1606192953;0.7371763539;1.0000000000;0.6424683319;
1.2686615133;0.6424680903;0.6958096275;0.7105780597;-1.0707801506;0.1606192349;0.7371769108;1.0000000000;0.6424680903;
1.2870935133;0.6424677996;0.6958100594;0.7105781670;-1.0707796660;0.1606191622;0.7371776264;1.0000000000;0.6424677996;
1.3055255133;0.6424676479;0.6958102930;0.7105782246;-1.0707794131;0.1606191243;0.7371780098;1.0000000000;0.6424676479;
1.3239575133;0.6424676170;0.6958103469;0.7105782374;-1.0707793617;0.1606191166;0.7371780955;1.0000000000;0.6424676170;
1.3423895133;0.6424676364;0.6958103237;0.7105782313;-1.0707793939;0.1606191214;0.7371780546;1.0000000000;0.6424676364;
1.3608215133;0.6424676589;0.6958102931;0.7105782235;-1.0707794315;0.1606191271;0.7371780027;1.0000000000;0.6424676589;
1.3792535133;0.6424676700;0.6958102777;0.7105782196;-1.0707794500;0.1606191298;0.7371779767;1.0000000000;0.6424676700;
1.4161175133;0.6424676734;0.6958102732;0.7105782184;-1.0707794557;0.1606191307;0.7371779690;1.0000000000;0.6424676734;
1.4529815133;0.6424676702;0.6958102778;0.7105782196;-1.0707794503;0.1606191299;0.7371779767;1.0000000000;0.6424676702;
1.4898455133;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779808;1.0000000000;0.6424676684;
1.5267095133;0.6424676681;0.6958102805;0.7105782203;-1.0707794469;0.1606191294;0.7371779813;1.0000000000;0.6424676681;
1.5635735133;0.6424676683;0.6958102803;0.7105782202;-1.0707794471;0.1606191294;0.7371779809;1.0000000000;0.6424676683;
1.6004375133;0.6424676684;0.6958102801;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.6373015133;0.6424676684;0.6958102801;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.7110295133;0.6424676684;0.6958102801;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.7847575133;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.8584855133;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093103101;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093103101;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093103102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093103102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093203102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093303102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093503102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9093903102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9094703102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9096303102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9099503102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9105903102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9118703102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9144303102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9195503102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9297903102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9502703102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
1.9912303102;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
2.0000000000;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;0.6424676684;
2.0000000000;1.0004980251;1.0835670883;1.1245112208;-1.0004980251;0.1500767709;0.8300633717;0.9999951182;1.0004980251;
2.0000100000;1.0004981927;1.0835657571;1.1245110548;-1.0004981927;0.1500767960;0.8300622656;0.9999951638;1.0004981927;
2.0000200000;1.0004994977;1.0835641793;1.1245108183;-1.0004994977;0.1500769918;0.8300606887;0.9999952090;1.0004994977;
2.0000400000;1.0005034707;1.0835588805;1.1245100387;-1.0005034707;0.1500775877;0.8300554917;0.9999952983;1.0005034707;
2.0000800000;1.0005195041;1.0835398258;1.1245071724;-1.0005195041;0.1500799928;0.8300363828;0.9999954722;1.0005195041;
2.0001600000;1.0005807013;1.0834644055;1.1244959085;-1.0005807013;0.1500891725;0.8299612911;0.9999958016;1.0005807013;
2.0003200000;1.0008166814;1.0831672272;1.1244517079;-1.0008166814;0.1501245700;0.8296666248;0.9999963932;1.0008166814;
2.0004577119;1.0011298913;1.0827602828;1.1243915314;-1.0011298913;0.1501715521;0.8292654534;0.9999968431;1.0011298913;
2.0004577119;1.0011299088;1.0827603048;1.1243915334;-1.0011299088;0.1501715547;0.8292654669;0.9999968431;1.0011299088;
2.0004578809;1.0011303756;1.0827597024;1.1243914442;-1.0011303756;0.1501716248;0.8292648722;0.9999968436;1.0011303756;
2.0004578809;1.0011303756;1.0827597024;1.1243914442;-1.0011303756;0.1501716248;0.8292648722;0.9999968436;1.0011303756;
2.0004678809;1.0011571300;1.0827240386;1.1243861950;-1.0011571300;0.1501756380;0.8292298785;0.9999968732;1.0011571300;
2.0004778809;1.0011835233;1.0826876564;1.1243808726;-1.0011835233;0.1501795970;0.8291943958;0.9999969026;1.0011835233;
2.0004978809;1.0012354351;1.0826131507;1.1243700498;-1.0012354351;0.1501873839;0.8291222451;0.9999969606;1.0012354351;
2.0005378809;1.0013350777;1.0824557974;1.1243475522;-1.0013350777;0.1502023305;0.8289722633;0.9999970736;1.0013350777;
2.0006178809;1.0015175968;1.0821075132;1.1242991249;-1.0015175968;0.1502297088;0.8286494188;0.9999972873;1.0015175968;
2.0007778809;1.0018165447;1.0812775982;1.1241886197;-1.0018165447;0.1502745516;0.8279127274;0.9999976705;1.0018165447;
2.0010978809;1.0021624237;1.0791019464;1.1239146454;-1.0021624237;0.1503264341;0.8260862573;0.9999982901;1.0021624237;
2.0017378809;1.0019388822;1.0728269175;1.1231679530;-1.0019388822;0.1502929024;0.8211083769;0.9999991191;1.0019388822;
2.0030178809;0.9984656136;1.0536211839;1.1209780439;-0.9984656136;0.1497719050;0.8065091835;0.9999999063;0.9984656136;
2.0034498734;0.9965384031;1.0454185944;1.1200563166;-0.9965384031;0.1494828194;0.8003644200;1.0000000322;0.9965384031;
2.0034498734;0.9965384031;1.0454185944;1.1200563166;-0.9965384031;0.1494828194;0.8003644200;1.0000000322;0.9965384031;
2.0034498734;0.9965384031;1.0454185944;1.1200563166;-0.9965384031;0.1494828194;0.8003644200;1.0000000322;0.9965384031;
2.0034498734;0.9965384031;1.0454185944;1.1200563166;-0.9965384031;0.1494828194;0.8003644200;1.0000000322;0.9965384031;
2.0034598734;0.9964843975;1.0452131078;1.1200334138;-0.9964843975;0.1494747185;0.8002117365;1.0000000316;0.9964843975;
2.0034698734;0.9964319096;1.0450069004;1.1200103679;-0.9964319096;0.1494668452;0.8000580996;1.0000000310;0.9964319096;
2.0034898734;0.9963266130;1.0445934787;1.1199641631;-0.9963266130;0.1494510505;0.7997500717;1.0000000297;0.9963266130;
2.0035298734;0.9961135760;1.0437617062;1.1198712339;-0.9961135760;0.1494190945;0.7991305523;1.0000000273;0.9961135760;
