time;Converter250_control_omegaPu;Converter250_converter_IConvPu;Converter500_control_omegaPu;Converter500_converter_IConvPu;Converter1000_control_omegaPu;Converter1000_converter_IConvPu;
0.0000;1.0000;0.6154;1.0000;0.5958;1.0000;0.6301;
0.0000;1.0000;0.6154;1.0000;0.5958;1.0000;0.6301;
0.0000;1.0000;0.6154;1.0000;0.5957;1.0000;0.6301;
0.0000;1.0000;0.6153;1.0000;0.5956;1.0000;0.6302;
0.0000;1.0000;0.6153;1.0000;0.5956;1.0000;0.6302;
0.0001;1.0000;0.6153;1.0000;0.5955;1.0000;0.6304;
0.0001;1.0000;0.6155;1.0000;0.5954;1.0000;0.6306;
0.0001;1.0000;0.6156;1.0000;0.5953;1.0000;0.6308;
0.0002;1.0000;0.6159;1.0000;0.5953;1.0000;0.6311;
0.0002;1.0000;0.6162;1.0000;0.5952;1.0000;0.6314;
0.0002;1.0000;0.6165;1.0000;0.5951;1.0000;0.6317;
0.0003;1.0000;0.6169;1.0000;0.5949;1.0000;0.6321;
0.0003;1.0000;0.6174;1.0000;0.5948;1.0000;0.6325;
0.0003;1.0000;0.6178;1.0000;0.5946;1.0000;0.6329;
0.0004;1.0000;0.6183;1.0000;0.5944;1.0000;0.6333;
0.0004;1.0000;0.6189;1.0000;0.5941;1.0000;0.6337;
0.0005;1.0000;0.6200;1.0000;0.5935;1.0000;0.6347;
0.0005;1.0000;0.6210;1.0000;0.5929;0.9999;0.6355;
0.0006;1.0000;0.6221;1.0000;0.5922;0.9999;0.6363;
0.0006;1.0000;0.6232;1.0000;0.5915;0.9999;0.6371;
0.0007;1.0000;0.6242;1.0000;0.5908;0.9999;0.6379;
0.0007;1.0000;0.6252;1.0000;0.5901;0.9999;0.6387;
0.0008;1.0000;0.6261;1.0000;0.5894;0.9999;0.6393;
0.0008;1.0000;0.6269;1.0000;0.5887;0.9999;0.6400;
0.0009;1.0000;0.6277;1.0000;0.5881;0.9999;0.6406;
0.0010;1.0000;0.6284;1.0000;0.5876;0.9999;0.6411;
0.0010;1.0000;0.6290;1.0000;0.5872;0.9999;0.6416;
0.0011;1.0000;0.6295;1.0000;0.5869;0.9999;0.6420;
0.0011;1.0000;0.6299;1.0000;0.5866;0.9999;0.6423;
0.0012;1.0000;0.6303;1.0000;0.5865;0.9999;0.6426;
0.0012;1.0000;0.6305;1.0000;0.5864;0.9999;0.6428;
0.0013;1.0000;0.6307;1.0000;0.5864;0.9999;0.6430;
0.0013;1.0000;0.6309;1.0000;0.5865;0.9999;0.6432;
0.0014;1.0000;0.6310;1.0000;0.5867;0.9999;0.6433;
0.0015;1.0000;0.6310;1.0000;0.5871;0.9998;0.6434;
0.0016;1.0000;0.6310;1.0000;0.5876;0.9998;0.6434;
0.0017;1.0000;0.6311;1.0000;0.5880;0.9998;0.6435;
0.0018;1.0000;0.6311;1.0000;0.5883;0.9998;0.6436;
0.0019;1.0000;0.6312;1.0000;0.5885;0.9998;0.6437;
0.0020;1.0000;0.6314;1.0000;0.5885;0.9998;0.6439;
0.0021;1.0000;0.6317;1.0000;0.5883;0.9998;0.6441;
0.0022;1.0000;0.6321;1.0000;0.5880;0.9998;0.6443;
0.0023;1.0000;0.6325;1.0000;0.5875;0.9998;0.6446;
0.0024;1.0000;0.6330;1.0000;0.5870;0.9997;0.6449;
0.0026;1.0000;0.6339;1.0000;0.5857;0.9997;0.6456;
0.0028;1.0000;0.6348;1.0000;0.5845;0.9997;0.6461;
0.0030;1.0000;0.6356;1.0000;0.5836;0.9997;0.6465;
0.0032;1.0000;0.6363;1.0000;0.5829;0.9997;0.6468;
0.0034;1.0000;0.6369;1.0000;0.5824;0.9997;0.6470;
0.0036;1.0000;0.6374;1.0000;0.5821;0.9997;0.6471;
0.0040;1.0000;0.6383;1.0000;0.5817;0.9997;0.6472;
0.0044;1.0000;0.6392;1.0000;0.5814;0.9997;0.6473;
0.0048;0.9999;0.6401;1.0000;0.5813;0.9997;0.6472;
0.0056;0.9999;0.6417;1.0000;0.5818;0.9997;0.6467;
0.0064;0.9999;0.6431;1.0000;0.5833;0.9997;0.6457;
0.0072;0.9999;0.6443;1.0000;0.5856;0.9997;0.6445;
0.0080;0.9999;0.6454;1.0000;0.5886;0.9998;0.6429;
0.0089;0.9999;0.6463;1.0000;0.5923;0.9998;0.6411;
0.0097;0.9998;0.6470;1.0000;0.5966;0.9998;0.6391;
0.0105;0.9998;0.6476;1.0000;0.6014;0.9999;0.6369;
0.0113;0.9998;0.6481;1.0000;0.6066;0.9999;0.6345;
0.0121;0.9998;0.6483;1.0000;0.6121;1.0000;0.6320;
0.0129;0.9998;0.6485;0.9999;0.6178;1.0000;0.6294;
0.0137;0.9998;0.6484;0.9999;0.6236;1.0001;0.6267;
0.0145;0.9997;0.6483;0.9999;0.6294;1.0001;0.6240;
0.0153;0.9997;0.6480;0.9999;0.6352;1.0002;0.6214;
0.0161;0.9997;0.6476;0.9999;0.6409;1.0003;0.6187;
0.0169;0.9997;0.6470;0.9999;0.6464;1.0003;0.6162;
0.0177;0.9997;0.6464;0.9998;0.6517;1.0004;0.6137;
0.0185;0.9997;0.6456;0.9998;0.6567;1.0004;0.6114;
0.0193;0.9997;0.6447;0.9998;0.6613;1.0005;0.6092;
0.0201;0.9997;0.6438;0.9998;0.6656;1.0005;0.6072;
0.0209;0.9997;0.6428;0.9998;0.6695;1.0005;0.6054;
0.0217;0.9997;0.6417;0.9998;0.6730;1.0006;0.6038;
0.0225;0.9997;0.6405;0.9998;0.6760;1.0006;0.6024;
0.0233;0.9997;0.6393;0.9998;0.6786;1.0006;0.6012;
0.0241;0.9997;0.6380;0.9998;0.6807;1.0006;0.6003;
0.0249;0.9997;0.6367;0.9997;0.6824;1.0006;0.5996;
0.0257;0.9997;0.6354;0.9997;0.6836;1.0007;0.5991;
0.0265;0.9997;0.6340;0.9997;0.6843;1.0007;0.5989;
0.0273;0.9997;0.6327;0.9997;0.6846;1.0007;0.5990;
0.0282;0.9997;0.6313;0.9997;0.6845;1.0007;0.5992;
0.0290;0.9997;0.6300;0.9997;0.6840;1.0006;0.5997;
0.0298;0.9997;0.6286;0.9997;0.6831;1.0006;0.6004;
0.0314;0.9997;0.6260;0.9997;0.6799;1.0006;0.6025;
0.0328;0.9997;0.6238;0.9998;0.6763;1.0005;0.6048;
0.0342;0.9997;0.6218;0.9998;0.6719;1.0005;0.6075;
0.0356;0.9998;0.6199;0.9998;0.6671;1.0004;0.6104;
0.0370;0.9998;0.6182;0.9998;0.6619;1.0004;0.6134;
0.0385;0.9998;0.6167;0.9998;0.6565;1.0003;0.6165;
0.0399;0.9998;0.6154;0.9998;0.6511;1.0003;0.6195;
0.0413;0.9999;0.6144;0.9998;0.6460;1.0002;0.6224;
0.0427;0.9999;0.6135;0.9999;0.6411;1.0001;0.6250;
0.0441;0.9999;0.6129;0.9999;0.6366;1.0001;0.6273;
0.0456;0.9999;0.6125;0.9999;0.6327;1.0000;0.6294;
0.0470;0.9999;0.6122;0.9999;0.6293;1.0000;0.6311;
0.0484;1.0000;0.6122;0.9999;0.6265;1.0000;0.6324;
0.0498;1.0000;0.6123;0.9999;0.6244;1.0000;0.6334;
0.0512;1.0000;0.6126;0.9999;0.6230;1.0000;0.6340;
0.0527;1.0000;0.6130;0.9999;0.6221;0.9999;0.6343;
0.0541;1.0000;0.6136;0.9999;0.6218;0.9999;0.6343;
0.0555;1.0000;0.6142;0.9999;0.6221;0.9999;0.6340;
0.0569;1.0000;0.6149;0.9999;0.6227;1.0000;0.6335;
0.0583;1.0000;0.6156;0.9999;0.6238;1.0000;0.6328;
0.0598;1.0000;0.6164;0.9999;0.6251;1.0000;0.6320;
0.0612;1.0000;0.6172;0.9999;0.6266;1.0000;0.6311;
0.0626;1.0000;0.6180;0.9999;0.6282;1.0000;0.6301;
0.0640;1.0000;0.6188;0.9999;0.6299;1.0000;0.6291;
0.0654;1.0000;0.6195;0.9999;0.6315;1.0001;0.6281;
0.0669;1.0000;0.6202;0.9999;0.6330;1.0001;0.6272;
0.0683;1.0000;0.6208;0.9999;0.6344;1.0001;0.6263;
0.0697;1.0000;0.6213;0.9999;0.6355;1.0001;0.6256;
0.0711;1.0000;0.6218;0.9999;0.6365;1.0001;0.6250;
0.0725;1.0000;0.6222;0.9999;0.6372;1.0001;0.6246;
0.0754;1.0000;0.6227;0.9999;0.6375;1.0001;0.6242;
0.0782;1.0000;0.6230;0.9999;0.6370;1.0001;0.6244;
0.0810;1.0000;0.6229;0.9999;0.6358;1.0001;0.6250;
0.0839;1.0000;0.6227;0.9999;0.6341;1.0001;0.6260;
0.0867;1.0000;0.6224;0.9999;0.6321;1.0001;0.6271;
0.0896;1.0000;0.6219;0.9999;0.6300;1.0001;0.6282;
0.0924;1.0000;0.6215;0.9999;0.6281;1.0000;0.6293;
0.0952;1.0000;0.6211;0.9999;0.6265;1.0000;0.6302;
0.0981;1.0000;0.6208;0.9999;0.6252;1.0000;0.6309;
0.1009;1.0000;0.6205;0.9999;0.6243;1.0000;0.6314;
0.1037;1.0000;0.6204;0.9999;0.6238;1.0000;0.6317;
0.1094;1.0000;0.6204;0.9999;0.6236;1.0000;0.6318;
0.1151;1.0000;0.6208;0.9999;0.6237;1.0000;0.6317;
0.1208;1.0000;0.6212;0.9999;0.6237;1.0000;0.6315;
0.1265;1.0000;0.6217;0.9999;0.6235;1.0000;0.6315;
0.1321;1.0000;0.6221;0.9999;0.6231;1.0000;0.6317;
0.1435;1.0000;0.6225;0.9999;0.6219;1.0000;0.6322;
0.1548;1.0000;0.6227;0.9999;0.6209;1.0000;0.6326;
0.1662;1.0000;0.6228;0.9999;0.6202;1.0000;0.6330;
0.1889;1.0000;0.6229;0.9999;0.6193;1.0000;0.6334;
0.2116;0.9999;0.6230;0.9999;0.6187;1.0000;0.6337;
0.2570;0.9999;0.6232;0.9999;0.6180;0.9999;0.6340;
0.3024;0.9999;0.6233;0.9999;0.6177;0.9999;0.6342;
0.3933;0.9999;0.6233;0.9999;0.6174;0.9999;0.6344;
0.4841;0.9999;0.6234;0.9999;0.6174;0.9999;0.6345;
0.5000;0.9999;0.6234;0.9999;0.6174;0.9999;0.6345;
0.5000;0.9999;0.6234;0.9999;0.6174;0.9999;0.6345;
0.5000;0.9999;0.6234;0.9999;0.6174;0.9999;0.6345;
0.5000;0.9999;0.6234;0.9999;0.6174;0.9999;0.6345;
0.5000;0.9999;0.6234;0.9999;0.6174;0.9999;0.6344;
0.5000;0.9999;0.6234;0.9999;0.6174;0.9999;0.6344;
0.5000;0.9999;0.6234;0.9999;0.6173;0.9999;0.6343;
0.5000;0.9999;0.6234;0.9999;0.6173;0.9999;0.6341;
0.5000;0.9999;0.6234;0.9999;0.6172;0.9999;0.6339;
0.5001;0.9999;0.6234;0.9999;0.6172;1.0000;0.6337;
0.5001;0.9999;0.6234;0.9999;0.6171;1.0000;0.6334;
0.5001;0.9999;0.6234;0.9999;0.6170;1.0000;0.6331;
0.5001;0.9999;0.6235;0.9999;0.6169;1.0000;0.6323;
0.5001;0.9999;0.6236;0.9999;0.6167;1.0000;0.6314;
0.5002;0.9999;0.6238;0.9999;0.6165;1.0000;0.6303;
0.5002;0.9999;0.6240;0.9999;0.6163;1.0000;0.6291;
0.5002;0.9999;0.6242;0.9999;0.6160;1.0001;0.6278;
0.5002;0.9999;0.6245;0.9999;0.6158;1.0001;0.6263;
0.5003;0.9999;0.6249;0.9999;0.6156;1.0001;0.6248;
0.5003;0.9999;0.6253;0.9999;0.6154;1.0001;0.6231;
0.5003;0.9999;0.6258;0.9999;0.6151;1.0002;0.6213;
0.5003;0.9999;0.6263;0.9999;0.6149;1.0002;0.6194;
0.5004;0.9999;0.6270;0.9999;0.6148;1.0002;0.6175;
0.5004;0.9999;0.6277;0.9999;0.6146;1.0002;0.6154;
0.5004;0.9999;0.6285;0.9999;0.6145;1.0003;0.6134;
0.5004;0.9999;0.6293;0.9999;0.6143;1.0003;0.6112;
0.5005;0.9999;0.6303;0.9999;0.6143;1.0003;0.6091;
0.5005;0.9999;0.6313;0.9999;0.6142;1.0003;0.6069;
0.5005;0.9999;0.6323;0.9999;0.6142;1.0004;0.6047;
0.5005;0.9999;0.6335;0.9999;0.6142;1.0004;0.6025;
0.5006;0.9999;0.6347;0.9999;0.6142;1.0004;0.6003;
0.5006;0.9999;0.6360;0.9999;0.6143;1.0005;0.5981;
0.5006;0.9999;0.6373;0.9999;0.6144;1.0005;0.5960;
0.5006;0.9999;0.6387;0.9999;0.6146;1.0005;0.5939;
0.5007;0.9999;0.6402;0.9999;0.6148;1.0006;0.5918;
0.5007;0.9999;0.6417;0.9999;0.6150;1.0006;0.5897;
0.5007;0.9999;0.6432;0.9999;0.6153;1.0007;0.5877;
0.5007;0.9999;0.6447;0.9999;0.6156;1.0007;0.5858;
0.5008;0.9999;0.6463;0.9999;0.6159;1.0007;0.5839;
0.5008;0.9999;0.6479;0.9999;0.6162;1.0008;0.5820;
0.5008;0.9999;0.6495;0.9999;0.6166;1.0008;0.5803;
0.5008;0.9999;0.6512;0.9999;0.6170;1.0009;0.5786;
0.5009;0.9999;0.6528;0.9999;0.6174;1.0009;0.5769;
0.5009;0.9999;0.6544;0.9999;0.6179;1.0009;0.5753;
0.5009;0.9999;0.6576;0.9999;0.6188;1.0010;0.5725;
0.5010;0.9999;0.6604;0.9999;0.6196;1.0011;0.5701;
0.5010;0.9999;0.6631;0.9999;0.6205;1.0012;0.5680;
0.5011;0.9999;0.6656;0.9999;0.6214;1.0012;0.5660;
0.5011;0.9999;0.6681;0.9999;0.6222;1.0013;0.5643;
0.5012;0.9999;0.6704;0.9999;0.6231;1.0014;0.5628;
0.5012;0.9999;0.6726;0.9999;0.6239;1.0014;0.5614;
0.5013;0.9999;0.6747;0.9999;0.6247;1.0015;0.5602;
0.5013;0.9999;0.6767;0.9999;0.6255;1.0015;0.5590;
0.5014;0.9999;0.6785;0.9999;0.6262;1.0016;0.5580;
0.5014;0.9999;0.6803;0.9999;0.6269;1.0017;0.5571;
0.5014;0.9999;0.6821;0.9999;0.6276;1.0017;0.5562;
0.5015;0.9999;0.6838;0.9999;0.6283;1.0018;0.5554;
0.5015;0.9999;0.6855;0.9999;0.6290;1.0018;0.5546;
0.5016;0.9999;0.6872;0.9999;0.6297;1.0019;0.5537;
0.5016;0.9999;0.6889;0.9999;0.6304;1.0019;0.5529;
0.5017;0.9999;0.6907;0.9999;0.6312;1.0020;0.5520;
0.5017;0.9999;0.6926;0.9999;0.6319;1.0020;0.5510;
0.5018;0.9999;0.6945;0.9999;0.6328;1.0021;0.5500;
0.5018;0.9999;0.6966;0.9999;0.6336;1.0022;0.5489;
0.5018;0.9999;0.6988;0.9999;0.6346;1.0022;0.5478;
0.5019;0.9999;0.7011;0.9999;0.6355;1.0023;0.5465;
0.5020;0.9999;0.7064;0.9999;0.6378;1.0024;0.5437;
0.5021;0.9999;0.7116;0.9999;0.6401;1.0024;0.5408;
0.5021;0.9999;0.7172;0.9999;0.6426;1.0025;0.5377;
0.5022;0.9999;0.7233;0.9999;0.6453;1.0026;0.5344;
0.5023;0.9999;0.7297;0.9999;0.6482;1.0027;0.5310;
0.5024;0.9999;0.7364;0.9999;0.6513;1.0028;0.5274;
0.5025;0.9999;0.7434;0.9999;0.6546;1.0029;0.5238;
0.5026;0.9999;0.7504;0.9999;0.6579;1.0030;0.5201;
0.5026;0.9999;0.7576;0.9999;0.6613;1.0031;0.5164;
0.5027;0.9999;0.7647;0.9999;0.6647;1.0031;0.5128;
0.5028;0.9999;0.7719;0.9999;0.6682;1.0032;0.5093;
0.5029;0.9998;0.7790;0.9999;0.6717;1.0033;0.5058;
0.5030;0.9998;0.7860;0.9998;0.6751;1.0034;0.5024;
0.5030;0.9998;0.7930;0.9998;0.6785;1.0035;0.4991;
0.5032;0.9998;0.8066;0.9998;0.6854;1.0037;0.4928;
0.5034;0.9998;0.8201;0.9998;0.6922;1.0039;0.4867;
0.5035;0.9998;0.8335;0.9998;0.6990;1.0040;0.4807;
0.5037;0.9998;0.8469;0.9998;0.7060;1.0042;0.4747;
0.5039;0.9997;0.8605;0.9998;0.7131;1.0044;0.4687;
0.5040;0.9997;0.8741;0.9997;0.7203;1.0045;0.4627;
0.5042;0.9997;0.8879;0.9997;0.7276;1.0047;0.4566;
0.5043;0.9997;0.9017;0.9997;0.7350;1.0049;0.4504;
0.5045;0.9996;0.9156;0.9997;0.7425;1.0050;0.4442;
0.5047;0.9996;0.9294;0.9997;0.7500;1.0052;0.4380;
0.5048;0.9996;0.9431;0.9996;0.7575;1.0053;0.4317;
0.5050;0.9995;0.9567;0.9996;0.7649;1.0055;0.4255;
0.5052;0.9995;0.9702;0.9996;0.7723;1.0056;0.4193;
0.5053;0.9994;0.9835;0.9996;0.7796;1.0058;0.4132;
0.5055;0.9994;0.9966;0.9996;0.7868;1.0059;0.4070;
0.5056;0.9994;1.0027;0.9995;0.7903;1.0060;0.4041;
0.5056;0.9994;1.0084;0.9995;0.7938;1.0060;0.4011;
0.5057;0.9993;1.0132;0.9995;0.7968;1.0061;0.3985;
0.5058;0.9993;1.0177;0.9995;0.7999;1.0062;0.3958;
0.5058;0.9993;1.0217;0.9995;0.8026;1.0062;0.3934;
0.5059;0.9993;1.0255;0.9995;0.8054;1.0063;0.3910;
0.5060;0.9993;1.0291;0.9995;0.8081;1.0063;0.3887;
0.5060;0.9993;1.0327;0.9995;0.8108;1.0064;0.3863;
0.5061;0.9992;1.0361;0.9995;0.8135;1.0064;0.3839;
0.5062;0.9992;1.0394;0.9995;0.8162;1.0065;0.3815;
0.5062;0.9992;1.0426;0.9995;0.8189;1.0065;0.3791;
0.5063;0.9992;1.0456;0.9995;0.8216;1.0066;0.3767;
0.5064;0.9992;1.0485;0.9994;0.8242;1.0066;0.3742;
0.5064;0.9991;1.0512;0.9994;0.8269;1.0067;0.3718;
0.5065;0.9991;1.0538;0.9994;0.8296;1.0067;0.3693;
0.5065;0.9991;1.0561;0.9994;0.8323;1.0068;0.3669;
0.5066;0.9991;1.0582;0.9994;0.8350;1.0068;0.3644;
0.5067;0.9991;1.0601;0.9994;0.8377;1.0068;0.3619;
0.5067;0.9990;1.0617;0.9994;0.8405;1.0069;0.3595;
0.5068;0.9990;1.0631;0.9994;0.8432;1.0069;0.3570;
0.5069;0.9990;1.0643;0.9994;0.8460;1.0070;0.3545;
0.5069;0.9990;1.0652;0.9994;0.8488;1.0070;0.3520;
0.5070;0.9990;1.0659;0.9994;0.8517;1.0070;0.3495;
0.5070;0.9989;1.0664;0.9994;0.8545;1.0071;0.3470;
0.5071;0.9989;1.0666;0.9994;0.8574;1.0071;0.3445;
0.5072;0.9989;1.0666;0.9993;0.8603;1.0071;0.3421;
0.5072;0.9989;1.0665;0.9993;0.8632;1.0072;0.3397;
0.5073;0.9989;1.0662;0.9993;0.8662;1.0072;0.3373;
0.5074;0.9988;1.0657;0.9993;0.8691;1.0072;0.3349;
0.5074;0.9988;1.0650;0.9993;0.8721;1.0072;0.3325;
0.5075;0.9988;1.0643;0.9993;0.8751;1.0073;0.3302;
0.5076;0.9988;1.0634;0.9993;0.8782;1.0073;0.3280;
0.5076;0.9988;1.0624;0.9993;0.8812;1.0073;0.3258;
0.5077;0.9987;1.0613;0.9993;0.8843;1.0073;0.3236;
0.5077;0.9987;1.0602;0.9993;0.8873;1.0073;0.3215;
0.5078;0.9987;1.0590;0.9993;0.8904;1.0074;0.3194;
0.5079;0.9987;1.0577;0.9993;0.8935;1.0074;0.3174;
0.5079;0.9987;1.0564;0.9993;0.8965;1.0074;0.3155;
0.5080;0.9986;1.0551;0.9992;0.8996;1.0074;0.3136;
0.5081;0.9986;1.0537;0.9992;0.9027;1.0074;0.3118;
0.5081;0.9986;1.0523;0.9992;0.9057;1.0074;0.3101;
0.5082;0.9986;1.0509;0.9992;0.9087;1.0074;0.3084;
0.5083;0.9986;1.0495;0.9992;0.9118;1.0074;0.3068;
0.5083;0.9985;1.0481;0.9992;0.9148;1.0075;0.3052;
0.5084;0.9985;1.0466;0.9992;0.9177;1.0075;0.3037;
0.5084;0.9985;1.0451;0.9992;0.9207;1.0075;0.3023;
0.5085;0.9985;1.0437;0.9992;0.9237;1.0075;0.3010;
0.5086;0.9985;1.0422;0.9992;0.9266;1.0075;0.2997;
0.5086;0.9984;1.0407;0.9992;0.9295;1.0075;0.2984;
0.5087;0.9984;1.0392;0.9992;0.9323;1.0075;0.2973;
0.5088;0.9984;1.0377;0.9992;0.9352;1.0075;0.2962;
0.5088;0.9984;1.0361;0.9991;0.9380;1.0075;0.2951;
0.5089;0.9984;1.0346;0.9991;0.9408;1.0075;0.2941;
0.5090;0.9983;1.0315;0.9991;0.9462;1.0075;0.2924;
0.5091;0.9983;1.0288;0.9991;0.9510;1.0075;0.2909;
0.5092;0.9983;1.0261;0.9991;0.9556;1.0075;0.2897;
0.5094;0.9982;1.0234;0.9991;0.9601;1.0075;0.2885;
0.5095;0.9982;1.0207;0.9991;0.9645;1.0075;0.2875;
0.5096;0.9982;1.0182;0.9990;0.9687;1.0075;0.2866;
0.5097;0.9982;1.0157;0.9990;0.9728;1.0075;0.2858;
0.5098;0.9981;1.0133;0.9990;0.9767;1.0075;0.2851;
0.5099;0.9981;1.0110;0.9990;0.9805;1.0075;0.2845;
0.5100;0.9981;1.0089;0.9990;0.9841;1.0075;0.2839;
0.5102;0.9980;1.0068;0.9990;0.9876;1.0074;0.2834;
0.5103;0.9980;1.0049;0.9990;0.9909;1.0074;0.2829;
0.5104;0.9980;1.0032;0.9989;0.9941;1.0074;0.2824;
0.5105;0.9980;1.0015;0.9989;0.9971;1.0074;0.2820;
0.5106;0.9979;1.0000;0.9989;0.9999;1.0074;0.2816;
0.5107;0.9979;0.9985;0.9989;1.0023;1.0074;0.2812;
0.5108;0.9979;0.9971;0.9989;1.0044;1.0074;0.2808;
0.5109;0.9979;0.9958;0.9989;1.0061;1.0074;0.2805;
0.5110;0.9978;0.9946;0.9989;1.0077;1.0074;0.2802;
0.5111;0.9978;0.9935;0.9989;1.0091;1.0074;0.2799;
0.5112;0.9978;0.9924;0.9989;1.0104;1.0074;0.2796;
0.5113;0.9978;0.9914;0.9989;1.0115;1.0074;0.2793;
0.5114;0.9977;0.9904;0.9989;1.0125;1.0074;0.2791;
0.5115;0.9977;0.9895;0.9989;1.0133;1.0074;0.2788;
0.5116;0.9977;0.9886;0.9989;1.0140;1.0073;0.2787;
0.5118;0.9977;0.9877;0.9988;1.0145;1.0073;0.2786;
0.5119;0.9976;0.9868;0.9988;1.0148;1.0073;0.2785;
0.5120;0.9976;0.9859;0.9988;1.0150;1.0073;0.2785;
0.5121;0.9976;0.9850;0.9988;1.0150;1.0073;0.2786;
0.5122;0.9976;0.9840;0.9988;1.0149;1.0073;0.2787;
0.5123;0.9975;0.9830;0.9988;1.0147;1.0073;0.2790;
0.5124;0.9975;0.9821;0.9988;1.0143;1.0073;0.2793;
0.5125;0.9975;0.9811;0.9988;1.0138;1.0073;0.2797;
0.5126;0.9975;0.9801;0.9988;1.0132;1.0072;0.2801;
0.5127;0.9975;0.9792;0.9988;1.0126;1.0072;0.2806;
0.5128;0.9974;0.9783;0.9988;1.0118;1.0072;0.2812;
0.5129;0.9974;0.9774;0.9988;1.0111;1.0072;0.2819;
0.5130;0.9974;0.9765;0.9988;1.0103;1.0072;0.2826;
0.5131;0.9974;0.9756;0.9988;1.0095;1.0071;0.2834;
0.5132;0.9973;0.9748;0.9988;1.0086;1.0071;0.2842;
0.5133;0.9973;0.9740;0.9988;1.0078;1.0071;0.2851;
0.5134;0.9973;0.9733;0.9988;1.0070;1.0071;0.2860;
0.5136;0.9973;0.9719;0.9988;1.0053;1.0070;0.2879;
0.5138;0.9972;0.9707;0.9988;1.0039;1.0070;0.2898;
0.5139;0.9972;0.9695;0.9988;1.0025;1.0069;0.2916;
0.5141;0.9972;0.9684;0.9988;1.0011;1.0069;0.2936;
0.5143;0.9971;0.9673;0.9988;0.9998;1.0069;0.2956;
0.5145;0.9971;0.9663;0.9988;0.9983;1.0068;0.2976;
0.5147;0.9970;0.9653;0.9988;0.9968;1.0068;0.2996;
0.5149;0.9970;0.9643;0.9988;0.9952;1.0067;0.3017;
0.5150;0.9970;0.9633;0.9989;0.9935;1.0067;0.3037;
0.5152;0.9969;0.9624;0.9989;0.9918;1.0066;0.3057;
0.5154;0.9969;0.9615;0.9989;0.9900;1.0066;0.3078;
0.5158;0.9969;0.9600;0.9989;0.9860;1.0065;0.3119;
0.5161;0.9968;0.9588;0.9989;0.9814;1.0064;0.3161;
0.5165;0.9967;0.9578;0.9989;0.9765;1.0063;0.3202;
0.5168;0.9967;0.9572;0.9989;0.9711;1.0063;0.3244;
0.5172;0.9966;0.9568;0.9990;0.9655;1.0062;0.3286;
0.5176;0.9965;0.9568;0.9990;0.9596;1.0061;0.3327;
0.5179;0.9965;0.9570;0.9990;0.9534;1.0060;0.3368;
0.5183;0.9964;0.9576;0.9990;0.9470;1.0059;0.3408;
0.5186;0.9964;0.9586;0.9990;0.9403;1.0058;0.3448;
0.5190;0.9963;0.9598;0.9991;0.9335;1.0058;0.3487;
0.5194;0.9963;0.9615;0.9991;0.9265;1.0057;0.3526;
0.5197;0.9962;0.9634;0.9991;0.9193;1.0056;0.3564;
0.5201;0.9962;0.9657;0.9991;0.9119;1.0055;0.3601;
0.5204;0.9961;0.9684;0.9992;0.9045;1.0055;0.3637;
0.5208;0.9961;0.9714;0.9992;0.8969;1.0054;0.3672;
0.5212;0.9960;0.9746;0.9992;0.8892;1.0053;0.3707;
0.5215;0.9959;0.9782;0.9993;0.8815;1.0052;0.3740;
0.5219;0.9959;0.9821;0.9993;0.8737;1.0052;0.3772;
0.5223;0.9958;0.9863;0.9993;0.8658;1.0051;0.3803;
0.5226;0.9958;0.9907;0.9993;0.8579;1.0050;0.3833;
0.5230;0.9957;0.9954;0.9994;0.8500;1.0050;0.3862;
0.5233;0.9957;1.0003;0.9994;0.8421;1.0049;0.3890;
0.5235;0.9956;1.0021;0.9994;0.8388;1.0049;0.3901;
0.5236;0.9956;1.0038;0.9994;0.8355;1.0049;0.3912;
0.5238;0.9956;1.0054;0.9994;0.8323;1.0049;0.3923;
0.5239;0.9956;1.0070;0.9994;0.8290;1.0048;0.3934;
0.5241;0.9956;1.0085;0.9994;0.8257;1.0048;0.3945;
0.5242;0.9955;1.0098;0.9995;0.8225;1.0048;0.3956;
0.5244;0.9955;1.0110;0.9995;0.8193;1.0048;0.3968;
0.5245;0.9955;1.0121;0.9995;0.8160;1.0047;0.3979;
0.5247;0.9955;1.0129;0.9995;0.8129;1.0047;0.3991;
0.5248;0.9954;1.0135;0.9995;0.8097;1.0047;0.4004;
0.5250;0.9954;1.0139;0.9995;0.8065;1.0047;0.4017;
0.5251;0.9954;1.0142;0.9995;0.8034;1.0047;0.4030;
0.5253;0.9954;1.0142;0.9995;0.8003;1.0046;0.4043;
0.5254;0.9954;1.0142;0.9995;0.7972;1.0046;0.4057;
0.5256;0.9953;1.0140;0.9995;0.7942;1.0046;0.4071;
0.5257;0.9953;1.0138;0.9996;0.7911;1.0045;0.4085;
0.5260;0.9953;1.0131;0.9996;0.7852;1.0045;0.4113;
0.5263;0.9952;1.0125;0.9996;0.7799;1.0044;0.4138;
0.5266;0.9952;1.0118;0.9996;0.7747;1.0044;0.4163;
0.5268;0.9952;1.0111;0.9996;0.7696;1.0043;0.4187;
0.5271;0.9951;1.0104;0.9996;0.7646;1.0043;0.4211;
0.5274;0.9951;1.0097;0.9996;0.7597;1.0043;0.4233;
0.5276;0.9951;1.0091;0.9997;0.7550;1.0042;0.4255;
0.5279;0.9950;1.0085;0.9997;0.7503;1.0042;0.4276;
