time;WT4B_WT4B_LvMeasurements_PPu;WT4B_WT4B_LvMeasurements_QPu;WT4B_WT4B_LvMeasurements_UPu;WT4B_WT4B_injector_PInjPu;WT4B_WT4B_injector_PInjPuSn;WT4B_WT4B_injector_QInjPu;WT4B_WT4B_injector_QInjPuSn;WT4B_WT4B_injector_terminal_V_re;WT4B_WT4B_injector_terminal_i_re;WT4B_WT4B_injector_terminal_V_im;WT4B_WT4B_injector_terminal_i_im;WT4B_WT4B_injector_UPu;WT4B_WT4B_injector_idPu;WT4B_WT4B_injector_iqPu;WT4B_WT4B_pll_omegaPLLPu;WT4B_WT4B_LvTfo_RPu;WT4B_WT4B_LvTfo_XPu;
1.106496;0.426445;0.099991;0.999702;0.852895;0.426447;0.199981;0.099990;0.998779;-0.860968;0.043052;0.163113;0.999707;0.426573;-0.100018;1.000323;0.000010;0.000010;
1.122880;0.442798;0.099990;0.999630;0.885599;0.442800;0.199980;0.099990;0.998635;-0.893982;0.044703;0.160235;0.999636;0.442962;-0.100025;1.000323;0.000010;0.000010;
1.139264;0.459189;0.099989;0.999556;0.918382;0.459191;0.199981;0.099990;0.998486;-0.927075;0.046358;0.157242;0.999562;0.459393;-0.100031;1.000323;0.000010;0.000010;
1.149000;0.468931;0.099989;0.999511;0.937867;0.468934;0.199981;0.099990;0.998394;-0.946745;0.047341;0.155410;0.999516;0.469161;-0.100036;1.000323;0.000010;0.000010;
1.149001;0.468932;0.099989;0.999511;0.937869;0.468935;0.199982;0.099991;0.998395;-0.946747;0.047341;0.155412;0.999516;0.469162;-0.100036;1.000323;0.000010;0.000010;
1.149002;0.468933;0.099989;0.999511;0.937871;0.468936;0.199982;0.099991;0.998395;-0.946749;0.047341;0.155411;0.999516;0.469163;-0.100036;1.000323;0.000010;0.000010;
1.149004;0.468935;0.099989;0.999511;0.937875;0.468938;0.199982;0.099991;0.998394;-0.946753;0.047342;0.155411;0.999516;0.469165;-0.100036;1.000323;0.000010;0.000010;
1.149008;0.468939;0.099989;0.999511;0.937883;0.468942;0.199982;0.099991;0.998394;-0.946761;0.047342;0.155410;0.999516;0.469170;-0.100036;1.000323;0.000010;0.000010;
1.149016;0.468947;0.099989;0.999511;0.937899;0.468950;0.199982;0.099991;0.998394;-0.946777;0.047343;0.155409;0.999516;0.469178;-0.100036;1.000323;0.000010;0.000010;
1.149032;0.468963;0.099989;0.999510;0.937931;0.468966;0.199982;0.099991;0.998394;-0.946809;0.047344;0.155406;0.999516;0.469194;-0.100036;1.000323;0.000010;0.000010;
1.149064;0.468995;0.099989;0.999510;0.937996;0.468998;0.199982;0.099991;0.998394;-0.946874;0.047348;0.155400;0.999516;0.469226;-0.100036;1.000323;0.000010;0.000010;
1.149128;0.469060;0.099989;0.999510;0.938124;0.469062;0.199982;0.099991;0.998393;-0.947003;0.047354;0.155387;0.999516;0.469290;-0.100036;1.000323;0.000010;0.000010;
1.149256;0.469188;0.099989;0.999509;0.938380;0.469190;0.199982;0.099991;0.998392;-0.947262;0.047367;0.155363;0.999515;0.469418;-0.100036;1.000323;0.000010;0.000010;
1.149512;0.469444;0.099989;0.999508;0.938893;0.469446;0.199982;0.099991;0.998390;-0.947780;0.047393;0.155314;0.999514;0.469675;-0.100036;1.000323;0.000010;0.000010;
1.150024;0.469956;0.099989;0.999506;0.939917;0.469959;0.199982;0.099991;0.998385;-0.948814;0.047445;0.155217;0.999511;0.470189;-0.100036;1.000323;0.000010;0.000010;
1.151048;0.470978;0.099989;0.999501;0.941961;0.470981;0.199982;0.099991;0.998375;-0.950878;0.047548;0.155022;0.999507;0.471214;-0.100036;1.000322;0.000010;0.000010;
1.152072;0.471995;0.099989;0.999496;0.943994;0.471997;0.199982;0.099991;0.998365;-0.952929;0.047650;0.154828;0.999502;0.472233;-0.100037;1.000320;0.000010;0.000010;
1.154120;0.473993;0.099989;0.999487;0.947991;0.473995;0.199982;0.099991;0.998346;-0.956964;0.047852;0.154444;0.999492;0.474237;-0.100038;1.000312;0.000010;0.000010;
1.158216;0.477606;0.099988;0.999469;0.955217;0.477608;0.199981;0.099991;0.998311;-0.964258;0.048217;0.153747;0.999475;0.477860;-0.100040;1.000285;0.000010;0.000010;
1.161902;0.480551;0.099988;0.999455;0.961106;0.480553;0.199981;0.099990;0.998283;-0.970203;0.048514;0.153175;0.999461;0.480813;-0.100041;1.000258;0.000010;0.000010;
1.165589;0.483166;0.099988;0.999442;0.966337;0.483168;0.199980;0.099990;0.998257;-0.975483;0.048778;0.152664;0.999448;0.483436;-0.100043;1.000231;0.000010;0.000010;
1.169275;0.485482;0.099988;0.999431;0.970968;0.485484;0.199980;0.099990;0.998235;-0.980158;0.049012;0.152209;0.999437;0.485758;-0.100044;1.000205;0.000010;0.000010;
1.176648;0.489485;0.099988;0.999412;0.978974;0.489487;0.199981;0.099991;0.998195;-0.988241;0.049416;0.151420;0.999418;0.489773;-0.100048;1.000156;0.000010;0.000010;
1.184021;0.492557;0.099989;0.999397;0.985120;0.492560;0.199982;0.099991;0.998165;-0.994444;0.049726;0.150809;0.999402;0.492855;-0.100050;1.000114;0.000010;0.000010;
1.198766;0.496607;0.099991;0.999377;0.993219;0.496610;0.199987;0.099993;0.998124;-1.002620;0.050135;0.150001;0.999383;0.496916;-0.100055;1.000056;0.000010;0.000010;
1.213512;0.498663;0.099993;0.999367;0.997331;0.498665;0.199992;0.099996;0.998104;-1.006770;0.050343;0.149592;0.999373;0.498978;-0.100059;1.000023;0.000010;0.000010;
1.228257;0.499582;0.099995;0.999362;0.999169;0.499585;0.199996;0.099998;0.998095;-1.008626;0.050436;0.149410;0.999368;0.499900;-0.100061;1.000008;0.000010;0.000010;
1.243003;0.499933;0.099996;0.999361;0.999870;0.499935;0.199999;0.099999;0.998091;-1.009334;0.050471;0.149342;0.999367;0.500252;-0.100063;1.000001;0.000010;0.000010;
1.257749;0.500035;0.099997;0.999360;1.000075;0.500038;0.200000;0.100000;0.998090;-1.009541;0.050481;0.149322;0.999366;0.500355;-0.100063;0.999999;0.000010;0.000010;
1.272494;0.500046;0.099998;0.999360;1.000098;0.500049;0.200001;0.100001;0.998090;-1.009564;0.050483;0.149321;0.999366;0.500366;-0.100064;0.999999;0.000010;0.000010;
1.287240;0.500033;0.099998;0.999360;1.000072;0.500036;0.200002;0.100001;0.998090;-1.009538;0.050481;0.149324;0.999366;0.500353;-0.100064;0.999999;0.000010;0.000010;
1.301985;0.500019;0.099998;0.999360;1.000044;0.500022;0.200002;0.100001;0.998091;-1.009510;0.050480;0.149327;0.999366;0.500339;-0.100064;1.000000;0.000010;0.000010;
1.331477;0.500005;0.099999;0.999360;1.000016;0.500008;0.200003;0.100001;0.998091;-1.009481;0.050478;0.149331;0.999366;0.500325;-0.100064;1.000000;0.000010;0.000010;
1.360968;0.500002;0.099999;0.999360;1.000010;0.500005;0.200003;0.100002;0.998091;-1.009475;0.050478;0.149332;0.999366;0.500322;-0.100064;1.000000;0.000010;0.000010;
1.390459;0.500001;0.099999;0.999360;1.000007;0.500004;0.200003;0.100002;0.998091;-1.009472;0.050478;0.149333;0.999366;0.500321;-0.100064;1.000000;0.000010;0.000010;
1.449441;0.500000;0.099999;0.999361;1.000006;0.500003;0.200004;0.100002;0.998091;-1.009471;0.050478;0.149333;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
1.567406;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100002;0.998091;-1.009471;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
1.803336;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100002;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
2.275195;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
3.218913;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
5.106350;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
7.999998;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
7.999999;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
8.000000;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
8.000002;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
8.000006;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
8.000014;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100003;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
8.000030;0.500000;0.100000;0.999361;1.000005;0.500003;0.200005;0.100002;0.998091;-1.009470;0.050478;0.149334;0.999367;0.500320;-0.100064;1.000000;0.000010;0.000010;
8.000062;0.500000;0.099999;0.999360;1.000005;0.500003;0.200003;0.100002;0.998091;-1.009470;0.050478;0.149332;0.999366;0.500320;-0.100063;1.000000;0.000010;0.000010;
8.000126;0.500000;0.099996;0.999360;1.000005;0.500002;0.199997;0.099998;0.998091;-1.009470;0.050478;0.149326;0.999366;0.500320;-0.100060;1.000000;0.000010;0.000010;
8.000254;0.499999;0.099984;0.999359;1.000004;0.500002;0.199973;0.099986;0.998089;-1.009469;0.050478;0.149302;0.999365;0.500320;-0.100048;1.000000;0.000010;0.000010;
8.000510;0.499997;0.099936;0.999354;0.999999;0.499999;0.199877;0.099938;0.998085;-1.009464;0.050478;0.149207;0.999360;0.500320;-0.100000;1.000000;0.000010;0.000010;
8.001022;0.499988;0.099751;0.999336;0.999981;0.499990;0.199507;0.099753;0.998066;-1.009446;0.050477;0.148841;0.999342;0.500320;-0.099817;1.000000;0.000010;0.000010;
8.002046;0.499955;0.099060;0.999267;0.999916;0.499958;0.198125;0.099063;0.997998;-1.009380;0.050473;0.147474;0.999273;0.500322;-0.099133;1.000001;0.000010;0.000010;
8.004094;0.499846;0.096644;0.999028;0.999698;0.499849;0.193294;0.096647;0.997759;-1.009160;0.050462;0.142689;0.999034;0.500333;-0.096738;1.000002;0.000010;0.000010;
8.006142;0.499696;0.093128;0.998679;0.999397;0.499699;0.186261;0.093130;0.997410;-1.008857;0.050447;0.135718;0.998685;0.500357;-0.093251;1.000005;0.000010;0.000010;
8.008190;0.499524;0.088844;0.998254;0.999053;0.499526;0.177692;0.088846;0.996985;-1.008509;0.050430;0.127216;0.998260;0.500398;-0.088999;1.000008;0.000010;0.000010;
8.010238;0.499344;0.084068;0.997779;0.998694;0.499347;0.168139;0.084070;0.996510;-1.008147;0.050412;0.117728;0.997785;0.500456;-0.084254;1.000010;0.000010;0.000010;
8.012286;0.499169;0.079018;0.997276;0.998343;0.499172;0.158039;0.079019;0.996008;-1.007793;0.050394;0.107682;0.997282;0.500532;-0.079232;1.000013;0.000010;0.000010;
8.014334;0.499005;0.073860;0.996763;0.998015;0.499007;0.147723;0.073862;0.995494;-1.007461;0.050378;0.097409;0.996768;0.500626;-0.074099;1.000016;0.000010;0.000010;
8.016382;0.498857;0.068719;0.996250;0.997719;0.498860;0.137441;0.068721;0.994982;-1.007163;0.050363;0.087155;0.996255;0.500735;-0.068977;1.000018;0.000010;0.000010;
8.018430;0.498729;0.063686;0.995747;0.997462;0.498731;0.127376;0.063688;0.994479;-1.006903;0.050350;0.077104;0.995753;0.500859;-0.063957;1.000020;0.000010;0.000010;
8.020478;0.498620;0.058825;0.995261;0.997246;0.498623;0.117655;0.058827;0.993993;-1.006685;0.050339;0.067384;0.995267;0.500994;-0.059105;1.000022;0.000010;0.000010;
8.024574;0.498463;0.049806;0.994358;0.996932;0.498466;0.099616;0.049808;0.993089;-1.006368;0.050323;0.049314;0.994364;0.501292;-0.050088;1.000025;0.000010;0.000010;
8.028670;0.498380;0.041787;0.993553;0.996764;0.498382;0.083578;0.041789;0.992284;-1.006199;0.050315;0.033208;0.993559;0.501613;-0.042057;1.000026;0.000010;0.000010;
8.032766;0.498358;0.034804;0.992851;0.996721;0.498360;0.069613;0.034807;0.991581;-1.006155;0.050313;0.019152;0.992857;0.501946;-0.035054;1.000027;0.000010;0.000010;
8.036862;0.498386;0.028823;0.992249;0.996777;0.498389;0.057651;0.028826;0.990978;-1.006212;0.050316;0.007087;0.992254;0.502279;-0.029048;1.000026;0.000010;0.000010;
8.040958;0.498451;0.023763;0.991739;0.996907;0.498454;0.047533;0.023766;0.990467;-1.006343;0.050322;-0.003139;0.991744;0.502603;-0.023961;1.000025;0.000010;0.000010;
8.045054;0.498542;0.019525;0.991311;0.997089;0.498545;0.039055;0.019528;0.990037;-1.006527;0.050331;-0.011721;0.991316;0.502912;-0.019696;1.000024;0.000010;0.000010;
8.053246;0.498757;0.012963;0.990647;0.997518;0.498759;0.025930;0.012965;0.989371;-1.006960;0.050353;-0.025039;0.990652;0.503466;-0.013085;1.000020;0.000010;0.000010;
8.061438;0.498987;0.008476;0.990192;0.997979;0.498989;0.016958;0.008479;0.988915;-1.007425;0.050376;-0.034171;0.990197;0.503930;-0.008560;1.000017;0.000010;0.000010;
8.069630;0.499204;0.005481;0.989888;0.998413;0.499207;0.010968;0.005484;0.988609;-1.007863;0.050398;-0.040286;0.989893;0.504304;-0.005537;1.000013;0.000010;0.000010;
8.077822;0.499393;0.003516;0.989688;0.998790;0.499395;0.007039;0.003519;0.988408;-1.008244;0.050417;-0.044308;0.989693;0.504596;-0.003554;1.000010;0.000010;0.000010;
8.086014;0.499547;0.002244;0.989558;0.999099;0.499550;0.004494;0.002247;0.988277;-1.008556;0.050433;-0.046920;0.989563;0.504818;-0.002268;1.000007;0.000010;0.000010;
8.094206;0.499669;0.001427;0.989475;0.999343;0.499671;0.002861;0.001431;0.988193;-1.008802;0.050445;-0.048602;0.989480;0.504984;-0.001443;1.000005;0.000010;0.000010;
8.102398;0.499762;0.000906;0.989422;0.999528;0.499764;0.001819;0.000909;0.988139;-1.008989;0.050455;-0.049679;0.989427;0.505105;-0.000917;1.000004;0.000010;0.000010;
8.118782;0.499887;0.000298;0.989359;0.999778;0.499889;0.000601;0.000301;0.988076;-1.009241;0.050467;-0.050940;0.989364;0.505263;-0.000301;1.000002;0.000010;0.000010;
8.135166;0.499952;0.000062;0.989335;0.999910;0.499955;0.000128;0.000064;0.988052;-1.009374;0.050474;-0.051433;0.989340;0.505342;-0.000062;1.000001;0.000010;0.000010;
8.151550;0.499984;-0.000011;0.989327;0.999972;0.499986;-0.000017;-0.000008;0.988044;-1.009437;0.050477;-0.051587;0.989332;0.505377;0.000011;1.000000;0.000010;0.000010;
8.167934;0.499997;-0.000023;0.989326;0.999998;0.499999;-0.000040;-0.000020;0.988043;-1.009463;0.050478;-0.051614;0.989331;0.505391;0.000023;1.000000;0.000010;0.000010;
8.200702;0.500006;-0.000024;0.989326;1.000017;0.500009;-0.000044;-0.000022;0.988042;-1.009483;0.050479;-0.051619;0.989331;0.505401;0.000025;1.000000;0.000010;0.000010;
8.266238;0.500002;-0.000006;0.989328;1.000008;0.500004;-0.000006;-0.000003;0.988044;-1.009474;0.050479;-0.051580;0.989333;0.505395;0.000006;1.000000;0.000010;0.000010;
8.397310;0.500000;-0.000001;0.989328;1.000006;0.500003;0.000004;0.000002;0.988045;-1.009471;0.050479;-0.051570;0.989333;0.505394;0.000001;1.000000;0.000010;0.000010;
8.659454;0.500000;-0.000000;0.989328;1.000005;0.500003;0.000005;0.000002;0.988045;-1.009470;0.050479;-0.051568;0.989333;0.505393;0.000000;1.000000;0.000010;0.000010;
9.183742;0.500000;-0.000000;0.989328;1.000005;0.500003;0.000005;0.000003;0.988045;-1.009470;0.050479;-0.051568;0.989333;0.505393;0.000000;1.000000;0.000010;0.000010;
10.232318;0.500000;-0.000000;0.989328;1.000005;0.500003;0.000005;0.000003;0.988045;-1.009470;0.050479;-0.051568;0.989333;0.505393;0.000000;1.000000;0.000010;0.000010;
11.999998;0.500000;-0.000000;0.989328;1.000005;0.500003;0.000005;0.000003;0.988045;-1.009470;0.050479;-0.051568;0.989333;0.505393;0.000000;1.000000;0.000010;0.000010;
11.999998;0.252368;0.012650;0.499976;0.504740;0.252370;0.025305;0.012653;0.497426;-1.009470;0.050479;-0.051568;0.499981;0.505393;0.000000;1.750911;0.000010;0.000010;
11.999998;0.252366;0.012620;0.499970;0.504738;0.252369;0.025245;0.012622;0.497420;-1.009465;0.050479;-0.051690;0.499975;0.505394;0.000000;1.749108;0.000010;0.000010;
11.999999;0.252365;0.012589;0.499964;0.504735;0.252368;0.025184;0.012592;0.497414;-1.009460;0.050478;-0.051812;0.499969;0.505394;0.000000;1.747310;0.000010;0.000010;
11.999999;0.252364;0.012559;0.499958;0.504733;0.252366;0.025124;0.012562;0.497408;-1.009456;0.050478;-0.051933;0.499963;0.505395;0.000000;1.745518;0.000010;0.000010;
12.000000;0.252363;0.012528;0.499951;0.504731;0.252365;0.025062;0.012531;0.497402;-1.009452;0.050478;-0.052056;0.499957;0.505397;0.000000;1.743692;0.000010;0.000010;
12.000000;0.252362;0.012497;0.499945;0.504729;0.252365;0.024998;0.012499;0.497396;-1.009449;0.050478;-0.052184;0.499950;0.505398;-0.000001;1.741767;0.000010;0.000010;
12.000001;0.252362;0.012465;0.499939;0.504728;0.252364;0.024936;0.012468;0.497389;-1.009446;0.050478;-0.052310;0.499944;0.505400;-0.000003;1.739848;0.000010;0.000010;
12.000001;0.252361;0.012435;0.499933;0.504728;0.252364;0.024875;0.012437;0.497383;-1.009445;0.050478;-0.052433;0.499938;0.505403;-0.000007;1.737935;0.000010;0.000010;
12.000002;0.252361;0.012375;0.499921;0.504727;0.252363;0.024755;0.012378;0.497371;-1.009443;0.050477;-0.052675;0.499926;0.505408;-0.000016;1.734121;0.000010;0.000010;
12.000004;0.252360;0.012317;0.499909;0.504726;0.252363;0.024640;0.012320;0.497359;-1.009442;0.050477;-0.052908;0.499914;0.505414;-0.000028;1.730327;0.000010;0.000010;
