time;WPP4A_WPP_elecMeasurements_PPu;WPP4A_WPP_elecMeasurements_QPu;WPP4A_WPP_elecMeasurements_UPu;WPP4A_WPP_elecMeasurements_UPhase;Tfo_transformer_P1Pu;Tfo_transformer_Q1Pu;Tfo_transformer_U1Pu;WPP4A_WPP_wPPControl_measurements_QPu;WPP4A_WPP_wPPControl_measurements_PPu;WPP4A_WPP_wPPControl_measurements_theta;WPP4A_WPP_wPPControl_measurements_UPu;
6.001023;0.717185;-0.134757;0.711931;0.302402;-0.717185;0.187289;0.723151;-0.187289;0.717185;0.232693;0.723151;
6.001151;0.714641;-0.136205;0.711594;0.301401;-0.714641;0.188466;0.722910;-0.188466;0.714641;0.231884;0.722910;
6.001279;0.712124;-0.137626;0.711264;0.300409;-0.712124;0.189619;0.722674;-0.189619;0.712124;0.231082;0.722674;
6.001407;0.709634;-0.139021;0.710940;0.299425;-0.709634;0.190749;0.722444;-0.190749;0.709634;0.230287;0.722444;
6.001454;0.708717;-0.139532;0.710822;0.299061;-0.708717;0.191163;0.722359;-0.191163;0.708717;0.229994;0.722359;
6.001493;0.707969;-0.139948;0.710726;0.298765;-0.707969;0.191500;0.722291;-0.191500;0.707969;0.229755;0.722291;
6.001502;0.707802;-0.140041;0.710705;0.298699;-0.707802;0.191575;0.722275;-0.191575;0.707802;0.229701;0.722275;
6.001510;0.707648;-0.140126;0.710685;0.298638;-0.707648;0.191644;0.722261;-0.191644;0.707648;0.229652;0.722261;
6.001532;0.707222;-0.140363;0.710630;0.298469;-0.707222;0.191835;0.722223;-0.191835;0.707222;0.229515;0.722223;
6.001660;0.704784;-0.141709;0.710320;0.297500;-0.704784;0.192923;0.722001;-0.192923;0.704784;0.228734;0.722001;
6.001788;0.702372;-0.143032;0.710016;0.296540;-0.702372;0.193990;0.721785;-0.193990;0.702372;0.227959;0.721785;
6.001929;0.699746;-0.144462;0.709688;0.295492;-0.699746;0.195143;0.721552;-0.195143;0.699746;0.227114;0.721552;
6.001929;0.699746;-0.144462;0.709688;0.295491;-0.699746;0.195143;0.721552;-0.195143;0.699746;0.227114;0.721552;
6.002057;0.697387;-0.145737;0.709396;0.294548;-0.697387;0.196169;0.721344;-0.196169;0.697387;0.226353;0.721344;
6.002185;0.695065;-0.146983;0.709111;0.293617;-0.695065;0.197170;0.721143;-0.197170;0.695065;0.225603;0.721143;
6.002313;0.692767;-0.148208;0.708832;0.292693;-0.692767;0.198153;0.720945;-0.198153;0.692767;0.224860;0.720945;
6.002441;0.690493;-0.149413;0.708558;0.291778;-0.690493;0.199119;0.720751;-0.199119;0.690493;0.224123;0.720751;
6.002697;0.686057;-0.151753;0.708025;0.289990;-0.686057;0.200995;0.720373;-0.200995;0.686057;0.222684;0.720373;
6.002855;0.683405;-0.153147;0.707706;0.288920;-0.683405;0.202114;0.720147;-0.202114;0.683405;0.221824;0.720147;
6.002961;0.681670;-0.154058;0.707498;0.288220;-0.681670;0.202845;0.719999;-0.202845;0.681670;0.221261;0.719999;
6.003089;0.679614;-0.155136;0.707250;0.287390;-0.679614;0.203711;0.719823;-0.203711;0.679614;0.220593;0.719823;
6.003217;0.677606;-0.156188;0.707008;0.286580;-0.677606;0.204556;0.719651;-0.204556;0.677606;0.219941;0.719651;
6.003473;0.673732;-0.158219;0.706537;0.285016;-0.673732;0.206191;0.719316;-0.206191;0.673732;0.218684;0.719316;
6.003723;0.670131;-0.160109;0.706096;0.283562;-0.670131;0.207716;0.719002;-0.207716;0.670131;0.217516;0.719002;
6.003723;0.670131;-0.160109;0.706096;0.283562;-0.670131;0.207716;0.719002;-0.207717;0.670131;0.217516;0.719002;
6.003851;0.668367;-0.160998;0.705896;0.282842;-0.668367;0.208424;0.718860;-0.208424;0.668367;0.216937;0.718860;
6.003864;0.668178;-0.161093;0.705874;0.282765;-0.668178;0.208499;0.718845;-0.208499;0.668178;0.216876;0.718845;
6.003865;0.668178;-0.161093;0.705874;0.282765;-0.668178;0.208500;0.718845;-0.208500;0.668178;0.216876;0.718845;
6.003993;0.666463;-0.161959;0.705677;0.282065;-0.666463;0.209190;0.718706;-0.209190;0.666463;0.216314;0.718706;
6.004121;0.664790;-0.162805;0.705484;0.281382;-0.664790;0.209866;0.718569;-0.209866;0.664790;0.215766;0.718569;
6.004377;0.661569;-0.164439;0.705109;0.280070;-0.661569;0.211174;0.718303;-0.211174;0.661569;0.214713;0.718303;
6.004497;0.660111;-0.165171;0.704942;0.279474;-0.660111;0.211758;0.718185;-0.211758;0.660111;0.214235;0.718185;
6.004497;0.660111;-0.165170;0.704942;0.279474;-0.660111;0.211758;0.718185;-0.211758;0.660111;0.214235;0.718185;
6.004625;0.658606;-0.165925;0.704769;0.278858;-0.658606;0.212361;0.718062;-0.212361;0.658606;0.213741;0.718062;
6.004753;0.657163;-0.166596;0.704626;0.278256;-0.657163;0.212882;0.717964;-0.212882;0.657163;0.213260;0.717964;
6.005009;0.654428;-0.167781;0.704392;0.277094;-0.654428;0.213776;0.717807;-0.213776;0.654428;0.212333;0.717807;
6.005265;0.651894;-0.168757;0.704228;0.275989;-0.651894;0.214473;0.717704;-0.214473;0.651894;0.211454;0.717704;
6.005777;0.647425;-0.170055;0.704122;0.273941;-0.647425;0.215244;0.717671;-0.215244;0.647425;0.209838;0.717671;
6.006289;0.643680;-0.170653;0.704245;0.272114;-0.643680;0.215359;0.717817;-0.215359;0.643680;0.208406;0.717817;
6.006799;0.640650;-0.170543;0.704603;0.270501;-0.640650;0.214808;0.718146;-0.214808;0.640650;0.207154;0.718146;
6.006799;0.640650;-0.170543;0.704603;0.270501;-0.640650;0.214808;0.718146;-0.214811;0.640650;0.207154;0.718146;
6.006927;0.639997;-0.170411;0.704728;0.270129;-0.639997;0.214571;0.718255;-0.214571;0.639997;0.206868;0.718255;
6.007055;0.639382;-0.170248;0.704862;0.269770;-0.639382;0.214307;0.718371;-0.214307;0.639382;0.206591;0.718371;
6.007311;0.638261;-0.169832;0.705157;0.269088;-0.638261;0.213696;0.718626;-0.213696;0.638261;0.206070;0.718626;
6.007823;0.636470;-0.168571;0.705889;0.267866;-0.636470;0.212072;0.719243;-0.212072;0.636470;0.205144;0.719243;
6.007894;0.636265;-0.168362;0.706001;0.267712;-0.636265;0.211816;0.719337;-0.211816;0.636265;0.205028;0.719337;
6.007926;0.636177;-0.168262;0.706053;0.267644;-0.636177;0.211695;0.719381;-0.211695;0.636177;0.204977;0.719381;
6.007948;0.636117;-0.168191;0.706090;0.267596;-0.636117;0.211609;0.719412;-0.211609;0.636117;0.204941;0.719412;
6.008076;0.635792;-0.167772;0.706305;0.267332;-0.635792;0.211108;0.719591;-0.211108;0.635792;0.204744;0.719591;
6.008176;0.635560;-0.167430;0.706477;0.267134;-0.635560;0.210704;0.719734;-0.210704;0.635560;0.204597;0.719734;
6.008177;0.635558;-0.167427;0.706479;0.267132;-0.635558;0.210700;0.719735;-0.210700;0.635558;0.204595;0.719735;
6.008304;0.635290;-0.166970;0.706705;0.266890;-0.635290;0.210166;0.719922;-0.210166;0.635290;0.204415;0.719922;
6.008432;0.635051;-0.166482;0.706940;0.266655;-0.635051;0.209603;0.720117;-0.209603;0.635051;0.204242;0.720117;
6.008552;0.634854;-0.165997;0.707171;0.266444;-0.634854;0.209048;0.720308;-0.209048;0.634854;0.204087;0.720308;
6.008680;0.634676;-0.165452;0.707425;0.266229;-0.634676;0.208432;0.720517;-0.208432;0.634676;0.203930;0.720517;
6.008808;0.634527;-0.164879;0.707688;0.266023;-0.634527;0.207789;0.720733;-0.207789;0.634527;0.203781;0.720733;
6.009064;0.634309;-0.163676;0.708231;0.265640;-0.634309;0.206454;0.721178;-0.206454;0.634309;0.203506;0.721178;
6.009298;0.634198;-0.162512;0.708745;0.265323;-0.634198;0.205176;0.721598;-0.205176;0.634198;0.203281;0.721598;
6.009426;0.634173;-0.161847;0.709035;0.265163;-0.634173;0.204452;0.721835;-0.204452;0.634173;0.203168;0.721835;
6.009554;0.634175;-0.161158;0.709332;0.265010;-0.634175;0.203705;0.722077;-0.203705;0.634175;0.203063;0.722077;
6.009716;0.634213;-0.160254;0.709718;0.264830;-0.634213;0.202730;0.722391;-0.202730;0.634213;0.202939;0.722391;
6.009844;0.634272;-0.159512;0.710031;0.264696;-0.634272;0.201935;0.722645;-0.201935;0.634272;0.202849;0.722645;
6.009972;0.634352;-0.158756;0.710348;0.264570;-0.634352;0.201128;0.722903;-0.201128;0.634352;0.202765;0.722903;
6.010228;0.634573;-0.157207;0.710991;0.264343;-0.634573;0.199481;0.723425;-0.199481;0.634573;0.202616;0.723425;
6.010740;0.635264;-0.153903;0.712337;0.263973;-0.635264;0.196003;0.724514;-0.196003;0.635264;0.202390;0.724514;
6.011252;0.636241;-0.150415;0.713729;0.263715;-0.636241;0.192368;0.725636;-0.192368;0.636241;0.202252;0.725636;
6.011764;0.637488;-0.146725;0.715173;0.263555;-0.637488;0.188557;0.726798;-0.188557;0.637488;0.202194;0.726798;
6.012421;0.639397;-0.141804;0.717065;0.263472;-0.639397;0.183515;0.728319;-0.183515;0.639397;0.202218;0.728319;
6.012549;0.639810;-0.140819;0.717439;0.263471;-0.639810;0.182510;0.728619;-0.182510;0.639810;0.202235;0.728619;
6.012677;0.640225;-0.139827;0.717816;0.263471;-0.640225;0.181499;0.728921;-0.181499;0.640225;0.202253;0.728921;
6.012703;0.640312;-0.139619;0.717895;0.263471;-0.640312;0.181287;0.728985;-0.181287;0.640312;0.202256;0.728985;
6.012831;0.640730;-0.138620;0.718274;0.263470;-0.640730;0.180269;0.729288;-0.180269;0.640730;0.202274;0.729288;
6.012959;0.641148;-0.137618;0.718653;0.263469;-0.641148;0.179248;0.729593;-0.179248;0.641148;0.202291;0.729593;
6.013215;0.641988;-0.135604;0.719415;0.263468;-0.641988;0.177197;0.730204;-0.177197;0.641988;0.202326;0.730204;
6.013325;0.642349;-0.134738;0.719742;0.263468;-0.642349;0.176315;0.730466;-0.176315;0.642349;0.202341;0.730466;
6.013325;0.642349;-0.134738;0.719742;0.263468;-0.642349;0.176315;0.730467;-0.176315;0.642349;0.202341;0.730467;
6.013453;0.642769;-0.133728;0.720123;0.263468;-0.642769;0.175288;0.730772;-0.175288;0.642769;0.202358;0.730772;
6.013581;0.643189;-0.132719;0.720503;0.263468;-0.643189;0.174261;0.731077;-0.174261;0.643189;0.202376;0.731077;
6.013837;0.644031;-0.130695;0.721264;0.263467;-0.644031;0.172202;0.731688;-0.172202;0.644031;0.202412;0.731688;
6.013982;0.644510;-0.129545;0.721696;0.263468;-0.644510;0.171033;0.732034;-0.171033;0.644510;0.202432;0.732034;
6.014110;0.644932;-0.128528;0.722077;0.263468;-0.644932;0.169999;0.732340;-0.169999;0.644932;0.202450;0.732340;
6.014238;0.645354;-0.127511;0.722458;0.263468;-0.645354;0.168966;0.732645;-0.168966;0.645354;0.202468;0.732645;
6.014494;0.646195;-0.125488;0.723214;0.263469;-0.646195;0.166911;0.733252;-0.166911;0.646195;0.202504;0.733252;
6.015006;0.647877;-0.121434;0.724723;0.263473;-0.647877;0.162797;0.734463;-0.162797;0.647877;0.202577;0.734463;
6.015518;0.649545;-0.117419;0.726212;0.263481;-0.649545;0.158726;0.735656;-0.158726;0.649545;0.202652;0.735656;
6.016030;0.651204;-0.113423;0.727686;0.263491;-0.651204;0.154680;0.736839;-0.154680;0.651204;0.202728;0.736839;
6.016542;0.652843;-0.109484;0.729132;0.263506;-0.652843;0.150695;0.737999;-0.150695;0.652843;0.202806;0.737999;
6.017054;0.654467;-0.105584;0.730557;0.263523;-0.654467;0.146756;0.739142;-0.146756;0.654467;0.202885;0.739142;
6.017566;0.656064;-0.101758;0.731949;0.263545;-0.656064;0.142894;0.740258;-0.142894;0.656064;0.202966;0.740258;
6.018078;0.657641;-0.097990;0.733313;0.263570;-0.657641;0.139096;0.741352;-0.139096;0.657641;0.203049;0.741352;
6.018590;0.659187;-0.094310;0.734640;0.263601;-0.659187;0.135391;0.742415;-0.135391;0.659187;0.203133;0.742415;
6.019102;0.660707;-0.090702;0.735935;0.263635;-0.660707;0.131762;0.743453;-0.131762;0.660707;0.203219;0.743453;
6.019128;0.660782;-0.090526;0.735998;0.263637;-0.660782;0.131585;0.743504;-0.131585;0.660782;0.203223;0.743504;
6.019229;0.661080;-0.089820;0.736250;0.263644;-0.661080;0.130876;0.743706;-0.130876;0.661080;0.203241;0.743706;
6.019357;0.661453;-0.088938;0.736566;0.263653;-0.661453;0.129989;0.743959;-0.129989;0.661453;0.203262;0.743959;
6.019485;0.661824;-0.088063;0.736878;0.263663;-0.661824;0.129110;0.744210;-0.129110;0.661824;0.203284;0.744210;
6.019741;0.662560;-0.086330;0.737496;0.263684;-0.662560;0.127370;0.744705;-0.127370;0.662560;0.203329;0.744705;
6.020253;0.664009;-0.082931;0.738704;0.263728;-0.664009;0.123961;0.745673;-0.123961;0.664009;0.203418;0.745673;
6.021277;0.666807;-0.076431;0.740999;0.263830;-0.666807;0.117451;0.747512;-0.117451;0.666807;0.203603;0.747512;
6.022301;0.669467;-0.070340;0.743132;0.263951;-0.669467;0.111367;0.749220;-0.111367;0.669467;0.203794;0.749220;
6.024349;0.674369;-0.059427;0.746909;0.264244;-0.674369;0.100503;0.752243;-0.100503;0.674369;0.204196;0.752243;
6.026193;0.678311;-0.051049;0.749764;0.264565;-0.678311;0.092205;0.754526;-0.092205;0.678311;0.204578;0.754526;
6.028036;0.681827;-0.043996;0.752133;0.264937;-0.681827;0.085257;0.756417;-0.085257;0.681827;0.204979;0.756417;
6.029879;0.684949;-0.038184;0.754053;0.265354;-0.684949;0.079568;0.757947;-0.079568;0.684949;0.205396;0.757947;
6.031722;0.687714;-0.033501;0.755571;0.265812;-0.687714;0.075022;0.759154;-0.075022;0.687714;0.205828;0.759154;
6.033565;0.690165;-0.029823;0.756736;0.266305;-0.690165;0.071490;0.760075;-0.071490;0.690165;0.206273;0.760075;
6.035409;0.692342;-0.027017;0.757595;0.266830;-0.692342;0.068838;0.760752;-0.068838;0.692342;0.206730;0.760752;
6.037252;0.694288;-0.024952;0.758196;0.267380;-0.694288;0.066933;0.761220;-0.066933;0.694288;0.207196;0.761220;
6.039095;0.696040;-0.023507;0.758584;0.267951;-0.696040;0.065650;0.761516;-0.065650;0.696040;0.207670;0.761516;
6.040938;0.697634;-0.022567;0.758796;0.268541;-0.697634;0.064876;0.761672;-0.064876;0.697634;0.208150;0.761672;
6.042781;0.699101;-0.022032;0.758869;0.269144;-0.699101;0.064509;0.761715;-0.064509;0.699101;0.208636;0.761715;
6.044625;0.700468;-0.021815;0.758833;0.269759;-0.700468;0.064461;0.761670;-0.064461;0.700468;0.209125;0.761670;
6.046468;0.701758;-0.021840;0.758713;0.270382;-0.701758;0.064656;0.761558;-0.064656;0.701758;0.209618;0.761558;
6.048311;0.702991;-0.022044;0.758531;0.271011;-0.702991;0.065032;0.761396;-0.065032;0.702991;0.210113;0.761396;
6.050154;0.704182;-0.022377;0.758305;0.271645;-0.704182;0.065538;0.761198;-0.065538;0.704181;0.210609;0.761198;
6.051997;0.705343;-0.022796;0.758048;0.272282;-0.705343;0.066130;0.760975;-0.066130;0.705343;0.211107;0.760975;
6.053841;0.706486;-0.023270;0.757772;0.272921;-0.706486;0.066778;0.760737;-0.066778;0.706486;0.211605;0.760737;
6.055684;0.707618;-0.023773;0.757486;0.273561;-0.707618;0.067456;0.760491;-0.067456;0.707618;0.212104;0.760491;
6.057527;0.708745;-0.024286;0.757196;0.274202;-0.708745;0.068144;0.760241;-0.068144;0.708745;0.212602;0.760241;
6.058708;0.709467;-0.024614;0.757010;0.274612;-0.709467;0.068583;0.760081;-0.068583;0.709467;0.212922;0.760081;
6.058836;0.709546;-0.024649;0.756990;0.274657;-0.709546;0.068631;0.760064;-0.068631;0.709546;0.212957;0.760064;
6.058964;0.709624;-0.024685;0.756969;0.274701;-0.709624;0.068679;0.760047;-0.068679;0.709624;0.212991;0.760047;
6.059220;0.709780;-0.024756;0.756929;0.274790;-0.709780;0.068774;0.760012;-0.068774;0.709780;0.213060;0.760012;
