time;WPP4B_WPP_wPPControl_measurements_PGenNomPu;WPP4B_WPP_wPPControl_measurements_QGenNomPu;WPP4B_WPP_wPPControl_measurements_UPu;WPP4B_WPP_terminal_V_re;WPP4B_WPP_terminal_V_im;WPP4B_WPP_terminal_i_re;WPP4B_WPP_terminal_i_im;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.860462;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.904444;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.992408;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.168335;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.520189;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000429;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001289;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.003008;0.999967;-0.210007;1.000184;0.976201;0.217716;-0.930104;-0.422562;
2.004727;0.999885;-0.210024;1.000184;0.976205;0.217695;-0.930030;-0.422541;
2.008165;0.999400;-0.210111;1.000185;0.976234;0.217573;-0.929589;-0.422403;
2.011603;0.998530;-0.210252;1.000192;0.976290;0.217353;-0.928799;-0.422138;
2.015041;0.997266;-0.210436;1.000209;0.976378;0.217033;-0.927649;-0.421728;
2.018479;0.995629;-0.210648;1.000238;0.976500;0.216618;-0.926161;-0.421168;
2.021918;0.993664;-0.210872;1.000282;0.976656;0.216118;-0.924373;-0.420461;
2.025356;0.991422;-0.211094;1.000342;0.976844;0.215548;-0.922332;-0.419617;
2.032232;0.986177;-0.211474;1.000526;0.977326;0.214208;-0.917552;-0.417487;
2.039108;0.980411;-0.211761;1.000765;0.977893;0.212731;-0.912294;-0.415009;
2.045984;0.974268;-0.211960;1.001049;0.978525;0.211155;-0.906687;-0.412264;
2.059737;0.960956;-0.212108;1.001739;0.979964;0.207731;-0.894527;-0.406065;
2.073489;0.946862;-0.212098;1.002501;0.981506;0.204101;-0.881643;-0.399430;
2.100994;0.916944;-0.211805;1.004140;0.984747;0.196394;-0.854272;-0.385458;
2.128499;0.886073;-0.211394;1.005773;0.987962;0.188444;-0.826006;-0.371522;
2.183509;0.823208;-0.210694;1.008779;0.993960;0.172279;-0.768387;-0.345156;
2.238519;0.760224;-0.210213;1.011370;0.999248;0.156117;-0.710583;-0.321389;
2.348538;0.636074;-0.209841;1.015332;1.007689;0.124351;-0.596441;-0.281842;
2.458558;0.513901;-0.209680;1.017985;1.013711;0.093185;-0.483848;-0.251321;
2.499000;0.469612;-0.210470;1.018534;1.015124;0.081935;-0.442995;-0.243090;
2.499000;0.469757;-0.209687;1.018648;1.015346;0.081948;-0.443103;-0.242280;
2.502656;0.465818;-0.209667;1.018706;1.015485;0.080945;-0.439464;-0.241500;
2.506313;0.462156;-0.209629;1.018764;1.015618;0.080012;-0.436082;-0.240761;
2.513625;0.456413;-0.209485;1.018878;1.015846;0.078547;-0.430773;-0.239525;
2.520938;0.452171;-0.209314;1.018980;1.016031;0.077462;-0.426850;-0.238554;
2.535564;0.447399;-0.209046;1.019113;1.016257;0.076241;-0.422432;-0.237393;
2.550190;0.444741;-0.208910;1.019183;1.016378;0.075560;-0.419972;-0.236766;
2.564816;0.443350;-0.208879;1.019208;1.016430;0.075206;-0.418686;-0.236481;
2.594068;0.443075;-0.209003;1.019176;1.016402;0.075140;-0.418436;-0.236564;
2.623320;0.444098;-0.209185;1.019112;1.016319;0.075405;-0.419387;-0.236942;
2.681823;0.447799;-0.209499;1.018979;1.016114;0.076356;-0.422817;-0.237949;
2.740327;0.451898;-0.209684;1.018877;1.015933;0.077404;-0.426609;-0.238899;
2.857334;0.459345;-0.209869;1.018732;1.015640;0.079304;-0.433494;-0.240485;
2.974341;0.465659;-0.210080;1.018590;1.015371;0.080917;-0.439331;-0.241911;
3.208356;0.475087;-0.209998;1.018486;1.015073;0.083313;-0.448035;-0.243653;
3.442370;0.481890;-0.209971;1.018398;1.014841;0.085044;-0.454314;-0.244972;
3.676385;0.486827;-0.209975;1.018325;1.014661;0.086301;-0.458872;-0.245970;
3.910399;0.490417;-0.209983;1.018269;1.014527;0.087215;-0.462186;-0.246709;
4.378428;0.494543;-0.209941;1.018219;1.014386;0.088264;-0.465993;-0.247511;
4.846457;0.496883;-0.209958;1.018178;1.014293;0.088860;-0.468153;-0.248013;
5.314485;0.498099;-0.210207;1.018088;1.014175;0.089177;-0.469284;-0.248533;
5.999999;0.498967;-0.210050;1.018120;1.014187;0.089394;-0.470080;-0.248546;
5.999999;0.367440;-0.135419;0.736446;0.729917;0.097852;-0.470080;-0.248545;
6.000072;0.367378;-0.135537;0.736404;0.729876;0.097836;-0.470005;-0.248700;
6.000217;0.367277;-0.135766;0.736321;0.729796;0.097812;-0.469886;-0.249010;
6.000363;0.367200;-0.135989;0.736240;0.729716;0.097795;-0.469796;-0.249321;
6.000654;0.367134;-0.136422;0.736079;0.729554;0.097790;-0.469727;-0.249956;
6.000795;0.367143;-0.136626;0.736002;0.729475;0.097800;-0.469743;-0.250272;
6.000795;0.367143;-0.136626;0.736002;0.729475;0.097800;-0.469744;-0.250272;
6.000795;0.367143;-0.136627;0.736001;0.729474;0.097800;-0.469744;-0.250273;
6.000795;0.367143;-0.136627;0.736001;0.729474;0.097800;-0.469744;-0.250273;
6.000795;0.367143;-0.136627;0.736001;0.729474;0.097800;-0.469744;-0.250273;
6.000795;0.367143;-0.136627;0.736001;0.729474;0.097800;-0.469744;-0.250273;
6.001013;0.367126;-0.136950;0.735880;0.729351;0.097806;-0.469732;-0.250762;
6.001449;0.367099;-0.137617;0.735629;0.729096;0.097822;-0.469719;-0.251772;
6.001885;0.367079;-0.138307;0.735369;0.728831;0.097841;-0.469715;-0.252822;
6.002757;0.367059;-0.139792;0.734808;0.728259;0.097889;-0.469735;-0.255093;
6.003247;0.367057;-0.140685;0.734470;0.727913;0.097921;-0.469758;-0.256466;
6.003247;0.367058;-0.140685;0.734470;0.727913;0.097921;-0.469760;-0.256465;
6.003248;0.367058;-0.140686;0.734470;0.727913;0.097921;-0.469760;-0.256467;
6.003248;0.367058;-0.140686;0.734470;0.727913;0.097921;-0.469760;-0.256467;
6.003248;0.367058;-0.140686;0.734470;0.727913;0.097921;-0.469760;-0.256467;
6.003248;0.367058;-0.140686;0.734470;0.727913;0.097921;-0.469760;-0.256467;
6.003632;0.367055;-0.141384;0.734205;0.727642;0.097946;-0.469777;-0.257540;
6.004399;0.367060;-0.142855;0.733647;0.727072;0.098002;-0.469828;-0.259807;
6.004553;0.367065;-0.143172;0.733526;0.726948;0.098015;-0.469844;-0.260300;
6.004553;0.367066;-0.143172;0.733526;0.726948;0.098016;-0.469845;-0.260299;
6.004973;0.367072;-0.144002;0.733210;0.726625;0.098048;-0.469877;-0.261583;
6.005570;0.367089;-0.145232;0.732741;0.726145;0.098099;-0.469935;-0.263490;
6.005570;0.367089;-0.145231;0.732741;0.726145;0.098099;-0.469936;-0.263490;
6.005570;0.367089;-0.145231;0.732741;0.726145;0.098099;-0.469936;-0.263490;
6.005570;0.367089;-0.145231;0.732741;0.726145;0.098099;-0.469936;-0.263490;
6.006010;0.367329;-0.144657;0.732952;0.726349;0.098156;-0.470219;-0.262700;
6.006659;0.367852;-0.142879;0.733610;0.727000;0.098260;-0.470823;-0.260167;
6.006659;0.367851;-0.142879;0.733610;0.727000;0.098259;-0.470821;-0.260167;
6.006659;0.367851;-0.142879;0.733610;0.727000;0.098259;-0.470821;-0.260167;
6.006659;0.367851;-0.142879;0.733610;0.727000;0.098259;-0.470821;-0.260167;
6.007109;0.368245;-0.141482;0.734126;0.727511;0.098336;-0.471275;-0.258176;
6.008009;0.369237;-0.137637;0.735548;0.728920;0.098516;-0.472404;-0.252671;
6.009809;0.371807;-0.127137;0.739404;0.732751;0.098965;-0.475309;-0.237702;
6.011609;0.374800;-0.114890;0.743847;0.737164;0.099488;-0.478682;-0.220458;
6.013408;0.378053;-0.101748;0.748551;0.741833;0.100065;-0.482343;-0.202220;
6.017008;0.384676;-0.076181;0.757517;0.750715;0.101289;-0.489805;-0.167565;
6.017722;0.385945;-0.071620;0.759091;0.752269;0.101537;-0.491241;-0.161510;
6.017722;0.385936;-0.071621;0.759091;0.752270;0.101534;-0.491230;-0.161507;
6.018368;0.387132;-0.067137;0.760632;0.753795;0.101761;-0.492577;-0.155562;
6.019659;0.389483;-0.058526;0.763573;0.756701;0.102214;-0.495228;-0.144238;
6.022242;0.393912;-0.043259;0.768721;0.761776;0.103105;-0.500247;-0.124494;
6.024824;0.398032;-0.030131;0.773082;0.766058;0.103975;-0.504945;-0.107868;
6.027407;0.401815;-0.019183;0.776669;0.769565;0.104813;-0.509291;-0.094291;
6.032572;0.408172;-0.004724;0.781313;0.774039;0.106363;-0.516731;-0.077109;
6.037738;0.413639;0.004107;0.784071;0.776622;0.107825;-0.523262;-0.067361;
6.042903;0.418450;0.008963;0.785521;0.777892;0.109215;-0.529117;-0.062765;
6.048068;0.422821;0.011198;0.786116;0.778304;0.110554;-0.534518;-0.061538;
6.053233;0.426914;0.011810;0.786184;0.778186;0.111860;-0.539633;-0.062393;
6.058399;0.430842;0.011483;0.785945;0.777758;0.113146;-0.544576;-0.064459;
6.063564;0.434678;0.010656;0.785542;0.777164;0.114420;-0.549422;-0.067179;
6.073895;0.442235;0.008447;0.784548;0.775782;0.116950;-0.558988;-0.073380;
6.084225;0.449762;0.006199;0.783529;0.774367;0.119473;-0.568515;-0.079708;
6.094556;0.457279;0.004043;0.782529;0.772962;0.121990;-0.578021;-0.085994;
6.115217;0.472291;0.000037;0.780596;0.770194;0.127008;-0.596985;-0.098396;
6.135878;0.487233;-0.003773;0.778682;0.767412;0.131999;-0.615838;-0.110844;
6.147049;0.495243;-0.005815;0.777651;0.765885;0.134676;-0.625939;-0.117660;
6.147049;0.495292;-0.005723;0.777665;0.765913;0.134688;-0.625997;-0.117556;
6.147050;0.495292;-0.005723;0.777665;0.765913;0.134688;-0.625997;-0.117556;
6.147050;0.495292;-0.005723;0.777665;0.765913;0.134688;-0.625997;-0.117556;
6.151864;0.498750;-0.006587;0.777215;0.765251;0.135844;-0.630355;-0.120505;
6.161492;0.505654;-0.008287;0.776317;0.763926;0.138150;-0.639054;-0.126415;
6.180748;0.519412;-0.011590;0.774524;0.761257;0.142744;-0.656376;-0.138302;
6.219262;0.546715;-0.017869;0.770931;0.755827;0.151859;-0.690702;-0.162416;
6.249999;0.568253;-0.022676;0.768034;0.751373;0.159051;-0.717737;-0.182110;
6.249999;0.772754;-0.077359;1.048764;1.037206;0.155274;-0.717782;-0.182039;
6.250060;0.772889;-0.077122;1.048825;1.037263;0.155301;-0.717898;-0.181837;
6.250182;0.773135;-0.076738;1.048922;1.037354;0.155353;-0.718111;-0.181518;
6.250427;0.773540;-0.076312;1.049026;1.037445;0.155443;-0.718469;-0.181208;
6.250672;0.773863;-0.076212;1.049043;1.037451;0.155523;-0.718762;-0.181210;
6.250917;0.774108;-0.076422;1.048978;1.037375;0.155592;-0.718995;-0.181508;
6.251193;0.774230;-0.077293;1.048736;1.037121;0.155649;-0.719136;-0.182454;
6.251193;0.774229;-0.077294;1.048736;1.037121;0.155649;-0.719135;-0.182454;
6.251325;0.774300;-0.077661;1.048633;1.037013;0.155678;-0.719213;-0.182859;
6.251589;0.774366;-0.078709;1.048343;1.036713;0.155727;-0.719309;-0.183970;
6.252117;0.774232;-0.081926;1.047465;1.035815;0.155789;-0.719294;-0.187277;
6.252645;0.773870;-0.086132;1.046321;1.034652;0.155823;-0.719104;-0.191548;
6.253264;0.773041;-0.092870;1.044489;1.032802;0.155814;-0.718568;-0.198327;
6.253264;0.773027;-0.092873;1.044489;1.032802;0.155810;-0.718556;-0.198326;
6.253266;0.773024;-0.092900;1.044482;1.032795;0.155811;-0.718554;-0.198354;
6.253266;0.773024;-0.092900;1.044482;1.032795;0.155811;-0.718554;-0.198354;
6.253266;0.773024;-0.092900;1.044481;1.032795;0.155811;-0.718554;-0.198354;
6.253266;0.773024;-0.092900;1.044481;1.032795;0.155811;-0.718554;-0.198354;
6.253399;0.772876;-0.094232;1.044118;1.032427;0.155813;-0.718462;-0.199701;
6.253664;0.772535;-0.097088;1.043339;1.031639;0.155812;-0.718245;-0.202589;
6.253723;0.772442;-0.097803;1.043144;1.031442;0.155809;-0.718183;-0.203310;
6.253723;0.772441;-0.097803;1.043144;1.031442;0.155809;-0.718182;-0.203310;
6.253724;0.772439;-0.097816;1.043141;1.031439;0.155809;-0.718181;-0.203322;
6.253724;0.772439;-0.097816;1.043141;1.031439;0.155809;-0.718181;-0.203322;
6.253724;0.772439;-0.097816;1.043141;1.031439;0.155809;-0.718181;-0.203322;
6.253724;0.772439;-0.097816;1.043141;1.031439;0.155809;-0.718181;-0.203322;
6.253724;0.772439;-0.097816;1.043141;1.031439;0.155809;-0.718181;-0.203322;
6.253724;0.772439;-0.097816;1.043141;1.031439;0.155809;-0.718181;-0.203322;
6.253855;0.772259;-0.099284;1.042740;1.031033;0.155807;-0.718064;-0.204808;
6.254116;0.771862;-0.102387;1.041892;1.030177;0.155799;-0.717803;-0.207945;
6.254410;0.771343;-0.106210;1.040846;1.029122;0.155782;-0.717454;-0.211808;
6.254410;0.771339;-0.106210;1.040846;1.029122;0.155781;-0.717450;-0.211807;
6.254537;0.771138;-0.107769;1.040418;1.028690;0.155777;-0.717317;-0.213388;
6.254789;0.770756;-0.110805;1.039584;1.027848;0.155771;-0.717067;-0.216474;
6.255295;0.770070;-0.116570;1.037995;1.026241;0.155770;-0.716628;-0.222364;
6.255353;0.770008;-0.117162;1.037832;1.026075;0.155772;-0.716590;-0.222972;
6.255353;0.770006;-0.117162;1.037832;1.026075;0.155771;-0.716589;-0.222972;
6.255409;0.769918;-0.117790;1.037659;1.025900;0.155768;-0.716528;-0.223610;
6.255409;0.769918;-0.117790;1.037659;1.025900;0.155768;-0.716528;-0.223610;
6.255529;0.769713;-0.119131;1.037289;1.025529;0.155756;-0.716385;-0.224969;
6.255688;0.769362;-0.120883;1.036810;1.025049;0.155719;-0.716119;-0.226718;
6.255688;0.769362;-0.120883;1.036810;1.025049;0.155719;-0.716119;-0.226718;
6.255824;0.769046;-0.122373;1.036402;1.024642;0.155684;-0.715879;-0.228200;
6.256097;0.768268;-0.125295;1.035606;1.023854;0.155573;-0.715259;-0.231058;
6.256641;0.766161;-0.130920;1.034091;1.022377;0.155205;-0.713509;-0.236371;
6.256708;0.765841;-0.131586;1.033914;1.022207;0.155143;-0.713237;-0.236977;
6.256708;0.765840;-0.131586;1.033914;1.022207;0.155143;-0.713236;-0.236976;
6.256708;0.765840;-0.131586;1.033914;1.022207;0.155143;-0.713236;-0.236977;
6.256708;0.765840;-0.131586;1.033914;1.022207;0.155143;-0.713236;-0.236977;
6.256891;0.765019;-0.133602;1.033371;1.021682;0.154994;-0.712548;-0.238863;
6.257256;0.763167;-0.137486;1.032334;1.020686;0.154638;-0.710973;-0.242415;
6.257934;0.759034;-0.144217;1.030562;1.019023;0.153785;-0.707396;-0.248280;
6.257934;0.759033;-0.144217;1.030562;1.019023;0.153785;-0.707395;-0.248280;
6.258166;0.757570;-0.146472;1.029969;1.018469;0.153479;-0.706124;-0.250226;
6.258629;0.754377;-0.150795;1.028843;1.017434;0.152793;-0.703331;-0.253834;
6.259554;0.747090;-0.158761;1.026807;1.015618;0.151171;-0.696894;-0.260050;
6.260480;0.739076;-0.166099;1.024965;1.014027;0.149344;-0.689766;-0.265389;
6.261406;0.730484;-0.172856;1.023299;1.012634;0.147353;-0.682089;-0.269953;
6.261788;0.726762;-0.175424;1.022678;1.012133;0.146479;-0.678750;-0.271552;
6.261788;0.726760;-0.175421;1.022679;1.012134;0.146478;-0.678748;-0.271547;
6.261791;0.726725;-0.175445;1.022673;1.012129;0.146470;-0.678717;-0.271563;
6.261791;0.726725;-0.175445;1.022673;1.012129;0.146470;-0.678717;-0.271563;
6.261791;0.726724;-0.175446;1.022673;1.012129;0.146470;-0.678716;-0.271563;
6.261791;0.726724;-0.175446;1.022673;1.012129;0.146470;-0.678716;-0.271563;
6.261791;0.726724;-0.175446;1.022672;1.012129;0.146470;-0.678716;-0.271563;
6.261791;0.726724;-0.175446;1.022672;1.012129;0.146470;-0.678716;-0.271563;
6.262163;0.723131;-0.177978;1.022056;1.011628;0.145628;-0.675495;-0.273172;
6.262906;0.715713;-0.182711;1.020922;1.010733;0.143875;-0.668828;-0.275977;
6.263649;0.708134;-0.187128;1.019879;1.009935;0.142072;-0.662002;-0.278414;
6.265136;0.692752;-0.194833;1.018111;1.008664;0.138374;-0.648105;-0.282071;
6.266622;0.677547;-0.201510;1.016617;1.007655;0.134692;-0.634335;-0.284769;
6.268109;0.662816;-0.207269;1.015359;1.006859;0.131104;-0.620968;-0.286713;
6.269596;0.648796;-0.212211;1.014304;1.006236;0.127673;-0.608225;-0.288069;
6.271082;0.635659;-0.216431;1.013423;1.005750;0.124447;-0.596268;-0.288973;
6.274055;0.613477;-0.222593;1.012182;1.005166;0.118972;-0.576043;-0.289630;
6.276633;0.597406;-0.226607;1.011395;1.004836;0.114993;-0.561371;-0.289760;
6.279211;0.584308;-0.229582;1.010826;1.004631;0.111742;-0.549400;-0.289632;
6.281788;0.573843;-0.231757;1.010422;1.004510;0.109139;-0.539826;-0.289368;
6.284366;0.565592;-0.233325;1.010140;1.004448;0.107083;-0.532273;-0.289037;
6.286944;0.559120;-0.234436;1.009951;1.004429;0.105467;-0.526344;-0.288669;
6.289522;0.554013;-0.235207;1.009831;1.004441;0.104188;-0.521661;-0.288278;
6.292099;0.549905;-0.235728;1.009762;1.004478;0.103157;-0.517891;-0.287862;
6.297255;0.543715;-0.236172;1.009755;1.004631;0.101592;-0.512198;-0.286879;
6.302411;0.538438;-0.236257;1.009833;1.004844;0.100249;-0.507335;-0.285733;
6.307566;0.533566;-0.236099;1.009972;1.005108;0.099003;-0.502839;-0.284429;
6.312722;0.528952;-0.235745;1.010162;1.005415;0.097816;-0.498572;-0.282981;
6.317877;0.524619;-0.235235;1.010391;1.005753;0.096697;-0.494559;-0.281438;
6.328188;0.517496;-0.233788;1.010941;1.006483;0.094837;-0.487943;-0.278259;
6.338499;0.511966;-0.232107;1.011528;1.007209;0.093377;-0.482788;-0.275204;
6.359121;0.505355;-0.228624;1.012653;1.008502;0.091587;-0.476577;-0.269977;
6.379743;0.501427;-0.225411;1.013649;1.009602;0.090488;-0.472849;-0.265647;
6.400365;0.499074;-0.222604;1.014500;1.010518;0.089803;-0.470587;-0.262107;
6.441609;0.497039;-0.218548;1.015704;1.011783;0.089162;-0.468577;-0.257295;
6.482853;0.496173;-0.215717;1.016533;1.012643;0.088855;-0.467686;-0.254062;
6.524098;0.495842;-0.213784;1.017095;1.013219;0.088712;-0.467318;-0.251910;
6.606586;0.495899;-0.211838;1.017654;1.013784;0.088667;-0.467306;-0.249829;
6.689074;0.496211;-0.210881;1.017924;1.014050;0.088717;-0.467563;-0.248865;
6.854050;0.496941;-0.210276;1.018086;1.014199;0.088885;-0.468217;-0.248367;
7.019027;0.497564;-0.210093;1.018129;1.014228;0.089038;-0.468786;-0.248300;
7.348979;0.498402;-0.210012;1.018139;1.014220;0.089249;-0.469557;-0.248388;
8.008885;0.499221;-0.209984;1.018134;1.014197;0.089456;-0.470312;-0.248528;
9.328696;0.499750;-0.209973;1.018129;1.014180;0.089591;-0.470799;-0.248626;
10.648507;0.499861;-0.210088;1.018095;1.014142;0.089622;-0.470905;-0.248773;
11.999998;0.499917;-0.210043;1.018107;1.014153;0.089635;-0.470956;-0.248736;
11.999998;0.288570;-0.110593;0.580235;0.576067;0.069425;-0.470956;-0.248736;
12.000094;0.288535;-0.110678;0.580211;0.576044;0.069417;-0.470899;-0.248881;
12.000286;0.288513;-0.110843;0.580165;0.575997;0.069413;-0.470864;-0.249180;
12.000479;0.288536;-0.111004;0.580118;0.575949;0.069422;-0.470903;-0.249492;
12.000493;0.288545;-0.111016;0.580114;0.575945;0.069424;-0.470916;-0.249518;
12.000493;0.288545;-0.111016;0.580114;0.575945;0.069424;-0.470916;-0.249518;
12.000493;0.288545;-0.111016;0.580114;0.575945;0.069424;-0.470917;-0.249518;
12.000493;0.288545;-0.111016;0.580114;0.575945;0.069424;-0.470917;-0.249518;
12.000493;0.288545;-0.111016;0.580114;0.575945;0.069424;-0.470917;-0.249518;
12.000493;0.288545;-0.111016;0.580114;0.575945;0.069424;-0.470917;-0.249518;
12.000661;0.288569;-0.111160;0.580072;0.575902;0.069432;-0.470956;-0.249798;
12.000997;0.288618;-0.111469;0.579983;0.575810;0.069448;-0.471038;-0.250398;
12.001333;0.288668;-0.111803;0.579886;0.575710;0.069465;-0.471120;-0.251046;
12.002004;0.288767;-0.112590;0.579657;0.575476;0.069501;-0.471286;-0.252564;
12.002675;0.288863;-0.113500;0.579394;0.575206;0.069537;-0.471447;-0.254314;
12.002696;0.288866;-0.113535;0.579384;0.575195;0.069538;-0.471451;-0.254381;
12.002696;0.288866;-0.113535;0.579384;0.575195;0.069538;-0.471451;-0.254381;
12.002847;0.288887;-0.113750;0.579321;0.575132;0.069547;-0.471487;-0.254794;
12.002847;0.288887;-0.113750;0.579321;0.575132;0.069547;-0.471487;-0.254794;
12.002847;0.288887;-0.113750;0.579321;0.575132;0.069547;-0.471487;-0.254794;
12.002847;0.288887;-0.113750;0.579321;0.575132;0.069547;-0.471487;-0.254794;
12.002847;0.288887;-0.113750;0.579321;0.575132;0.069547;-0.471487;-0.254794;
12.002847;0.288887;-0.113750;0.579321;0.575132;0.069547;-0.471487;-0.254794;
12.003073;0.288918;-0.114080;0.579225;0.575034;0.069559;-0.471539;-0.255429;
12.003208;0.288936;-0.114295;0.579163;0.574970;0.069566;-0.471570;-0.255841;
12.003208;0.288937;-0.114295;0.579163;0.574970;0.069566;-0.471570;-0.255841;
12.003208;0.288937;-0.114295;0.579163;0.574970;0.069566;-0.471570;-0.255841;
12.003208;0.288937;-0.114295;0.579163;0.574970;0.069566;-0.471570;-0.255841;
12.003323;0.288990;-0.114139;0.579207;0.575012;0.069578;-0.471656;-0.255570;
12.003323;0.288990;-0.114139;0.579207;0.575012;0.069578;-0.471656;-0.255570;
12.003323;0.288990;-0.114139;0.579207;0.575012;0.069578;-0.471656;-0.255570;
12.003323;0.288990;-0.114139;0.579207;0.575012;0.069578;-0.471656;-0.255570;
12.003555;0.289108;-0.113749;0.579316;0.575119;0.069603;-0.471845;-0.254888;
12.003860;0.289308;-0.112882;0.579560;0.575361;0.069642;-0.472165;-0.253345;
12.003860;0.289308;-0.112882;0.579560;0.575361;0.069642;-0.472164;-0.253345;
12.004097;0.289470;-0.112163;0.579762;0.575561;0.069674;-0.472423;-0.252064;
12.004436;0.289766;-0.110640;0.580192;0.575986;0.069729;-0.472893;-0.249336;
12.004436;0.289765;-0.110640;0.580192;0.575986;0.069729;-0.472892;-0.249336;
12.004441;0.289769;-0.110619;0.580198;0.575992;0.069729;-0.472898;-0.249299;
12.004441;0.289769;-0.110619;0.580198;0.575992;0.069729;-0.472898;-0.249299;
12.004441;0.289769;-0.110619;0.580198;0.575992;0.069729;-0.472898;-0.249298;
