time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;Load2_load_PPu;Load2_load_QPu;Load2_load_UPu;
299.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
300.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
301.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
302.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
303.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
304.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
305.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
306.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
307.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
308.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
309.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
310.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
311.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
312.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
313.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
314.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
315.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
316.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
317.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
318.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
319.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
320.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
321.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
322.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
323.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
324.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
325.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
326.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
327.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
328.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
329.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
330.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
331.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
332.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
333.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
334.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
335.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
336.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
337.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
338.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
339.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
340.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
341.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
342.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
343.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
344.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
345.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
346.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
347.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
348.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
349.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
350.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
351.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
352.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
353.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
354.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
355.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
356.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
357.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
358.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
359.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
360.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
361.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
362.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
363.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
364.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
365.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
366.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
367.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
368.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
369.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
370.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
371.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
372.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
373.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
374.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
375.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
376.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
377.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
378.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
379.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
380.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
381.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
382.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
383.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
384.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
385.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
386.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
387.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
388.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
389.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
390.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
391.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
392.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
393.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
394.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
395.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
396.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
397.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
398.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
399.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
400.000000;1.005107;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005107;
