time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load1_P;NETWORK_Load1_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load4_P;NETWORK_Load4_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
45.7087743994;0.9999997286;7.0596979449;1.5937058094;0.0705969794;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052451;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370635;-2368.3035901105;2368.3035901105;-2368.8007068300;2368.8007068300;2368.3035901105;2368.8007068300;0.9931669905;131.0116384250;0.9999997286;132.1484820336;
45.7154099194;0.9999997286;7.0596979357;1.5937058150;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999973;0.0099999973;0.0049999973;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035871785;2368.3035871785;-2368.8007038973;2368.8007038973;2368.3035871785;2368.8007038973;0.9931669905;154.9166502888;0.9999997286;156.0534938955;
45.7187276794;0.9999997287;7.0596979459;1.5937058098;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052451;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370635;-2368.3035901157;2368.3035901157;-2368.8007068353;2368.8007068353;2368.3035901157;2368.8007068353;0.9931669906;166.8691531729;0.9999997287;168.0059967812;
45.7253631994;0.9999997287;7.0596979366;1.5937058154;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999973;0.0099999973;0.0049999973;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035871836;2368.3035871836;-2368.8007039026;2368.8007039026;2368.3035871836;2368.8007039026;0.9931669906;-169.2258470726;0.9999997287;-168.0890034660;
45.7286809594;0.9999997289;7.0596979469;1.5937058102;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052451;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370635;-2368.3035901208;2368.3035901208;-2368.8007068405;2368.8007068405;2368.3035901208;2368.8007068405;0.9931669908;-157.2733502415;0.9999997289;-156.1365066333;
45.7353164794;0.9999997288;7.0596979376;1.5937058158;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999973;0.0099999973;0.0049999973;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035871888;2368.3035871888;-2368.8007039078;2368.8007039078;2368.3035871888;2368.8007039078;0.9931669908;-133.3683625899;0.9999997288;-132.2315189834;
45.7386342394;0.9999997290;7.0596979479;1.5937058107;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901260;2368.3035901260;-2368.8007068458;2368.8007068458;2368.3035901260;2368.8007068458;0.9931669909;-121.4158718087;0.9999997290;-120.2790282006;
45.7452697594;0.9999997290;7.0596979386;1.5937058163;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999973;0.0099999973;0.0049999973;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035871940;2368.3035871940;-2368.8007039131;2368.8007039131;2368.3035871940;2368.8007039131;0.9931669909;-97.5108962538;0.9999997290;-96.3740526475;
45.7485875194;0.9999997291;7.0596979488;1.5937058111;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901312;2368.3035901312;-2368.8007068510;2368.8007068510;2368.3035901312;2368.8007068510;0.9931669910;-85.5584115195;0.9999997291;-84.4215679116;
45.7552230394;0.9999997291;7.0596979396;1.5937058167;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999973;0.0099999973;0.0049999973;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035871992;2368.3035871992;-2368.8007039183;2368.8007039183;2368.3035871992;2368.8007039183;0.9931669910;-61.6534480552;0.9999997291;-60.5166044491;
45.7585407994;0.9999997293;7.0596979498;1.5937058115;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901363;2368.3035901363;-2368.8007068562;2368.8007068562;2368.3035901363;2368.8007068562;0.9931669912;-49.7009693646;0.9999997293;-48.5641257568;
45.7651763194;0.9999997293;7.0596979406;1.5937058171;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035872044;2368.3035872044;-2368.8007039235;2368.8007039235;2368.3035872044;2368.8007039235;0.9931669912;-25.7960179846;0.9999997293;-24.6591743787;
45.7684940794;0.9999997294;7.0596979508;1.5937058119;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901415;2368.3035901415;-2368.8007068614;2368.8007068614;2368.3035901415;2368.8007068614;0.9931669913;-13.8435453346;0.9999997294;-12.7067017271;
45.7751295994;0.9999997294;7.0596979415;1.5937058175;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035872096;2368.3035872096;-2368.8007039288;2368.8007039288;2368.3035872096;2368.8007039288;0.9931669913;10.0613939671;0.9999997294;11.1982375728;
45.7784473594;0.9999997295;7.0596979518;1.5937058123;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901467;2368.3035901467;-2368.8007068666;2368.8007068666;2368.3035901467;2368.8007068666;0.9931669915;22.0138605795;0.9999997295;23.1507041869;
45.7850828794;0.9999997295;7.0596979425;1.5937058179;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052449;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187872;0.0405969875;-0.0051052449;0.0059370636;-2368.3035872147;2368.3035872147;-2368.8007039340;2368.8007039340;2368.3035872147;2368.8007039340;0.9931669914;45.9187878092;0.9999997295;47.0556314148;
45.7884006394;0.9999997297;7.0596979527;1.5937058127;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901518;2368.3035901518;-2368.8007068718;2368.8007068718;2368.3035901518;2368.8007068718;0.9931669916;57.8712483871;0.9999997297;59.0080919943;
45.7950361594;0.9999997297;7.0596979435;1.5937058184;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187872;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872199;2368.3035872199;-2368.8007039393;2368.8007039393;2368.3035872199;2368.8007039393;0.9931669916;81.7761635509;0.9999997297;82.9130071563;
45.7983539194;0.9999997298;7.0596979537;1.5937058132;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901570;2368.3035901570;-2368.8007068771;2368.8007068771;2368.3035901570;2368.8007068771;0.9931669917;93.7286180974;0.9999997298;94.8654617045;
45.8049894394;0.9999997298;7.0596979445;1.5937058188;0.0705969794;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187872;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872251;2368.3035872251;-2368.8007039445;2368.8007039445;2368.3035872251;2368.8007039445;0.9931669917;117.6335212016;0.9999997298;118.7703648069;
45.8083071994;0.9999997300;7.0596979547;1.5937058136;0.0705969795;0.0159370581;0.0000000000;0.0000000000;0.0404187883;0.0051052452;0.0199999950;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052448;0.0059370636;-2368.3035901621;2368.3035901621;-2368.8007068823;2368.8007068823;2368.3035901621;2368.8007068823;0.9931669919;129.5859697198;0.9999997300;130.7228133267;
45.8149427194;0.9999997300;7.0596979454;1.5937058192;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872302;2368.3035872302;-2368.8007039497;2368.8007039497;2368.3035872302;2368.8007039497;0.9931669919;153.4908607704;0.9999997300;154.6277043756;
45.8182604794;0.9999997301;7.0596979557;1.5937058140;0.0705969796;0.0159370581;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035901673;2368.3035901673;-2368.8007068875;2368.8007068875;2368.3035901673;2368.8007068875;0.9931669920;165.4433032634;0.9999997301;166.5801468702;
45.8248959994;0.9999997301;7.0596979464;1.5937058196;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872354;2368.3035872354;-2368.8007039549;2368.8007039549;2368.3035872354;2368.8007039549;0.9931669920;-170.6518177333;0.9999997301;-169.5149741284;
45.8282137594;0.9999997302;7.0596979567;1.5937058144;0.0705969796;0.0159370581;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035901724;2368.3035901724;-2368.8007068927;2368.8007068927;2368.3035901724;2368.8007068927;0.9931669921;-158.6993812625;0.9999997302;-157.5625376559;
45.8348492794;0.9999997302;7.0596979474;1.5937058200;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872406;2368.3035872406;-2368.8007039602;2368.8007039602;2368.3035872406;2368.8007039602;0.9931669921;-134.7945143004;0.9999997302;-133.6576706956;
45.8381670394;0.9999997304;7.0596979576;1.5937058148;0.0705969796;0.0159370581;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035901776;2368.3035901776;-2368.8007068979;2368.8007068979;2368.3035901776;2368.8007068979;0.9931669923;-122.8420838486;0.9999997304;-121.7052402422;
45.8448025594;0.9999997304;7.0596979484;1.5937058204;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187875;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872457;2368.3035872457;-2368.8007039654;2368.8007039654;2368.3035872457;2368.8007039654;0.9931669923;-98.9372289216;0.9999997304;-97.8003853170;
45.8481203194;0.9999997305;7.0596979586;1.5937058153;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035901827;2368.3035901827;-2368.8007069031;2368.8007069031;2368.3035901827;2368.8007069031;0.9931669924;-86.9848044858;0.9999997305;-85.8479608795;
45.8547558394;0.9999997305;7.0596979493;1.5937058209;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872509;2368.3035872509;-2368.8007039706;2368.8007039706;2368.3035872509;2368.8007039706;0.9931669924;-63.0799615877;0.9999997305;-61.9431179833;
45.8580735994;0.9999997307;7.0596979596;1.5937058157;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035901878;2368.3035901878;-2368.8007069083;2368.8007069083;2368.3035901878;2368.8007069083;0.9931669926;-51.1275431648;0.9999997307;-49.9906995587;
45.8647091194;0.9999997306;7.0596979503;1.5937058213;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872560;2368.3035872560;-2368.8007039758;2368.8007039758;2368.3035872560;2368.8007039758;0.9931669925;-27.2227122895;0.9999997306;-26.0858686852;
45.8680268794;0.9999997308;7.0596979605;1.5937058161;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;-2368.3035901930;2368.3035901930;-2368.8007069135;2368.8007069135;2368.3035901930;2368.8007069135;0.9931669927;-15.2702998765;0.9999997308;-14.1334562705;
45.8746623994;0.9999997308;7.0596979513;1.5937058217;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872612;2368.3035872612;-2368.8007039810;2368.8007039810;2368.3035872612;2368.8007039810;0.9931669927;8.6345189823;0.9999997308;9.7713625864;
45.8779801594;0.9999997309;7.0596979615;1.5937058165;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;-2368.3035901981;2368.3035901981;-2368.8007069187;2368.8007069187;2368.3035901981;2368.8007069187;0.9931669928;20.5869253886;0.9999997309;21.7237689944;
45.8846156794;0.9999997309;7.0596979523;1.5937058221;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872663;2368.3035872663;-2368.8007039862;2368.8007039862;2368.3035872663;2368.8007039862;0.9931669928;44.4917322368;0.9999997309;45.6285758408;
45.8879334394;0.9999997311;7.0596979625;1.5937058169;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902032;2368.3035902032;-2368.8007069238;2368.8007069238;2368.3035902032;2368.8007069238;0.9931669930;56.4441326394;0.9999997311;57.5809762451;
45.8945689594;0.9999997311;7.0596979532;1.5937058225;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872715;2368.3035872715;-2368.8007039914;2368.8007039914;2368.3035872715;2368.8007039914;0.9931669930;80.3489274834;0.9999997311;81.4857710873;
45.8978867194;0.9999997312;7.0596979635;1.5937058173;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902084;2368.3035902084;-2368.8007069290;2368.8007069290;2368.3035902084;2368.8007069290;0.9931669931;92.3013218854;0.9999997312;93.4381654909;
45.9045222394;0.9999997312;7.0596979542;1.5937058229;0.0705969795;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872766;2368.3035872766;-2368.8007039966;2368.8007039966;2368.3035872766;2368.8007039966;0.9931669931;116.2061047312;0.9999997312;117.3429483349;
45.9078399994;0.9999997313;7.0596979644;1.5937058178;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902135;2368.3035902135;-2368.8007069342;2368.8007069342;2368.3035902135;2368.8007069342;0.9931669932;128.1584931356;0.9999997313;129.2953367409;
45.9144755194;0.9999997313;7.0596979552;1.5937058234;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872817;2368.3035872817;-2368.8007040018;2368.8007040018;2368.3035872817;2368.8007040018;0.9931669932;152.0632639893;0.9999997313;153.2001075928;
45.9177932794;0.9999997315;7.0596979654;1.5937058182;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902186;2368.3035902186;-2368.8007069394;2368.8007069394;2368.3035902186;2368.8007069394;0.9931669934;164.0156463992;0.9999997315;165.1524900044;
45.9244287994;0.9999997315;7.0596979561;1.5937058238;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872869;2368.3035872869;-2368.8007040070;2368.8007040070;2368.3035872869;2368.8007040070;0.9931669934;-172.0795947329;0.9999997315;-170.9427511296;
45.9277465594;0.9999997316;7.0596979664;1.5937058186;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902238;2368.3035902238;-2368.8007069446;2368.8007069446;2368.3035902238;2368.8007069446;0.9931669935;-160.1272183144;0.9999997316;-158.9903747094;
45.9343820794;0.9999997316;7.0596979571;1.5937058242;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999947;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872921;2368.3035872921;-2368.8007040122;2368.8007040122;2368.3035872921;2368.8007040122;0.9931669935;-136.2224714264;0.9999997316;-135.0856278232;
45.9376998394;0.9999997318;7.0596979673;1.5937058190;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902289;2368.3035902289;-2368.8007069498;2368.8007069498;2368.3035902289;2368.8007069498;0.9931669937;-124.2701009963;0.9999997318;-123.1332573914;
45.9443353594;0.9999997317;7.0596979581;1.5937058246;0.0705969796;0.0159370582;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999948;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035872971;2368.3035872971;-2368.8007040173;2368.8007040173;2368.3035872971;2368.8007040173;0.9931669936;-100.3653660819;0.9999997317;-99.2285224789;
45.9476531194;0.9999997319;7.0596979683;1.5937058194;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902340;2368.3035902340;-2368.8007069549;2368.8007069549;2368.3035902340;2368.8007069549;0.9931669938;-88.4130016371;0.9999997319;-87.2761580324;
45.9542886394;0.9999997319;7.0596979590;1.5937058250;0.0705969796;0.0159370583;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999948;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035873023;2368.3035873023;-2368.8007040226;2368.8007040226;2368.3035873023;2368.8007040226;0.9931669938;-64.5082786903;0.9999997319;-63.3714350874;
45.9576063994;0.9999997320;7.0596979693;1.5937058198;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902391;2368.3035902391;-2368.8007069601;2368.8007069601;2368.3035902391;2368.8007069601;0.9931669939;-52.5559202277;0.9999997320;-51.4190766232;
45.9642419194;0.9999997320;7.0596979600;1.5937058254;0.0705969796;0.0159370583;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999948;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969876;-0.0051052449;0.0059370636;-2368.3035873074;2368.3035873074;-2368.8007040278;2368.8007040278;2368.3035873074;2368.8007040278;0.9931669939;-28.6512092423;0.9999997320;-27.5143656396;
45.9675596794;0.9999997322;7.0596979703;1.5937058203;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902442;2368.3035902442;-2368.8007069653;2368.8007069653;2368.3035902442;2368.8007069653;0.9931669941;-16.6988567589;0.9999997322;-15.5620131545;
45.9741951994;0.9999997322;7.0596979610;1.5937058259;0.0705969796;0.0159370583;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999948;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;-2368.3035873126;2368.3035873126;-2368.8007040329;2368.8007040329;2368.3035873126;2368.8007040329;0.9931669941;7.2058422712;0.9999997322;8.3426858738;
45.9775129594;0.9999997323;7.0596979712;1.5937058207;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902493;2368.3035902493;-2368.8007069704;2368.8007069704;2368.3035902493;2368.8007069704;0.9931669942;19.1581887785;0.9999997323;20.2950323827;
45.9841484794;0.9999997323;7.0596979620;1.5937058263;0.0705969796;0.0159370583;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999948;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187873;0.0405969877;-0.0051052449;0.0059370636;-2368.3035873177;2368.3035873177;-2368.8007040381;2368.8007040381;2368.3035873177;2368.8007040381;0.9931669942;43.0628758594;0.9999997323;44.1997194618;
45.9874662394;0.9999997324;7.0596979722;1.5937058211;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187884;0.0051052452;0.0199999951;0.0049999975;0.0099999975;0.0049999975;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902544;2368.3035902544;-2368.8007069756;2368.8007069756;2368.3035902544;2368.8007069756;0.9931669943;55.0152163936;0.9999997324;56.1520599976;
45.9941017594;0.9999997324;7.0596979629;1.5937058267;0.0705969796;0.0159370583;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999948;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035873228;2368.3035873228;-2368.8007040433;2368.8007040433;2368.3035873228;2368.8007040433;0.9931669943;78.9198915314;0.9999997324;80.0567351336;
45.9974195194;0.9999997326;7.0596979732;1.5937058215;0.0705969797;0.0159370582;0.0000000000;0.0000000000;0.0404187885;0.0051052452;0.0199999951;0.0049999976;0.0099999976;0.0049999976;0.0410202215;0.0410288318;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035902595;2368.3035902595;-2368.8007069807;2368.8007069807;2368.3035902595;2368.8007069807;0.9931669945;90.8722260956;0.9999997326;92.0090696994;
46.0040550394;0.9999997326;7.0596979639;1.5937058271;0.0705969796;0.0159370583;0.0000000000;0.0000000000;0.0404187876;0.0051052450;0.0199999948;0.0049999974;0.0099999974;0.0049999974;0.0410202214;0.0410288317;-0.0404187874;0.0405969877;-0.0051052449;0.0059370636;-2368.3035873279;2368.3035873279;-2368.8007040485;2368.8007040485;2368.3035873279;2368.8007040485;0.9931669945;114.7768892964;0.9999997326;115.9137328985;
