time;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;
0.511518;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999546;
0.511526;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.511542;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.511574;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.511638;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.511766;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.511796;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.511796;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.511796;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.512022;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.512534;0.999980;0.999995;1.000000;1.000016;1.000011;1.000000;0.999545;
0.513558;0.999980;0.999995;0.999999;1.000016;1.000011;0.999999;0.999544;
0.515606;0.999980;0.999994;0.999999;1.000016;1.000010;0.999999;0.999543;
0.519702;0.999979;0.999994;0.999998;1.000016;1.000010;0.999998;0.999540;
0.527894;0.999977;0.999992;0.999996;1.000015;1.000009;0.999995;0.999535;
0.544278;0.999973;0.999989;0.999992;1.000014;1.000006;0.999990;0.999526;
0.560662;0.999969;0.999986;0.999988;1.000013;1.000004;0.999984;0.999519;
0.577046;0.999964;0.999982;0.999983;1.000011;1.000000;0.999978;0.999513;
0.593430;0.999960;0.999978;0.999978;1.000009;0.999997;0.999972;0.999508;
0.609814;0.999955;0.999973;0.999973;1.000006;0.999993;0.999965;0.999504;
0.626198;0.999949;0.999968;0.999967;1.000003;0.999988;0.999958;0.999502;
0.642582;0.999944;0.999963;0.999961;1.000000;0.999984;0.999950;0.999501;
0.643746;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643746;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643747;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643748;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643750;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643754;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643762;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643778;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643810;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.643874;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.644002;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.644135;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.644135;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.644135;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.644258;0.999943;0.999963;0.999961;1.000000;0.999983;0.999950;0.999501;
0.644770;0.999943;0.999963;0.999960;1.000000;0.999983;0.999949;0.999501;
0.645794;0.999943;0.999962;0.999960;1.000000;0.999983;0.999949;0.999501;
0.647842;0.999942;0.999962;0.999959;0.999999;0.999982;0.999948;0.999501;
0.651938;0.999940;0.999960;0.999958;0.999998;0.999981;0.999946;0.999501;
0.660130;0.999938;0.999957;0.999955;0.999996;0.999978;0.999942;0.999502;
0.676514;0.999932;0.999952;0.999948;0.999993;0.999973;0.999934;0.999503;
0.692898;0.999925;0.999946;0.999941;0.999988;0.999967;0.999926;0.999506;
0.697954;0.999923;0.999944;0.999939;0.999987;0.999965;0.999923;0.999507;
0.697954;0.999923;0.999944;0.999939;0.999987;0.999965;0.999923;0.999507;
0.725666;0.999912;0.999933;0.999927;0.999979;0.999953;0.999909;0.999515;
0.755021;0.999900;0.999921;0.999914;0.999969;0.999940;0.999894;0.999526;
0.784376;0.999888;0.999908;0.999900;0.999958;0.999927;0.999878;0.999539;
0.813731;0.999875;0.999894;0.999886;0.999945;0.999912;0.999862;0.999555;
0.843086;0.999862;0.999880;0.999871;0.999932;0.999896;0.999847;0.999572;
0.872441;0.999849;0.999865;0.999857;0.999918;0.999880;0.999832;0.999590;
0.901796;0.999836;0.999850;0.999843;0.999902;0.999863;0.999817;0.999608;
0.931151;0.999823;0.999835;0.999828;0.999886;0.999846;0.999803;0.999625;
0.960506;0.999811;0.999820;0.999814;0.999869;0.999828;0.999790;0.999643;
0.989861;0.999799;0.999804;0.999800;0.999851;0.999811;0.999778;0.999658;
1.019216;0.999787;0.999789;0.999787;0.999833;0.999794;0.999766;0.999673;
1.048571;0.999776;0.999774;0.999774;0.999814;0.999777;0.999755;0.999685;
1.077926;0.999765;0.999760;0.999761;0.999795;0.999760;0.999745;0.999695;
1.107281;0.999754;0.999745;0.999749;0.999776;0.999745;0.999736;0.999702;
1.136636;0.999744;0.999732;0.999737;0.999757;0.999730;0.999727;0.999706;
1.165991;0.999735;0.999718;0.999726;0.999738;0.999715;0.999719;0.999708;
1.195346;0.999726;0.999706;0.999715;0.999720;0.999702;0.999712;0.999706;
1.224701;0.999717;0.999694;0.999704;0.999702;0.999689;0.999705;0.999702;
1.254056;0.999709;0.999683;0.999694;0.999685;0.999678;0.999699;0.999694;
1.283411;0.999701;0.999672;0.999684;0.999668;0.999667;0.999693;0.999684;
1.312766;0.999693;0.999662;0.999675;0.999652;0.999658;0.999687;0.999672;
1.342121;0.999685;0.999653;0.999666;0.999638;0.999649;0.999681;0.999657;
1.371476;0.999678;0.999645;0.999657;0.999624;0.999641;0.999675;0.999640;
1.400831;0.999670;0.999637;0.999648;0.999611;0.999633;0.999669;0.999622;
1.430186;0.999663;0.999629;0.999639;0.999600;0.999627;0.999663;0.999602;
1.459541;0.999655;0.999622;0.999631;0.999589;0.999621;0.999656;0.999581;
1.488896;0.999647;0.999615;0.999622;0.999580;0.999615;0.999649;0.999559;
1.518251;0.999639;0.999609;0.999614;0.999572;0.999610;0.999641;0.999538;
1.547606;0.999631;0.999603;0.999606;0.999564;0.999605;0.999633;0.999516;
1.576961;0.999622;0.999597;0.999597;0.999558;0.999599;0.999625;0.999495;
1.606316;0.999613;0.999591;0.999589;0.999552;0.999594;0.999615;0.999474;
1.635671;0.999604;0.999585;0.999580;0.999548;0.999589;0.999605;0.999454;
1.665026;0.999594;0.999578;0.999572;0.999544;0.999583;0.999595;0.999435;
1.694381;0.999584;0.999572;0.999563;0.999540;0.999577;0.999584;0.999418;
1.723736;0.999574;0.999565;0.999554;0.999537;0.999571;0.999573;0.999402;
1.753091;0.999564;0.999558;0.999546;0.999534;0.999564;0.999561;0.999388;
1.782446;0.999553;0.999551;0.999537;0.999531;0.999556;0.999549;0.999376;
1.811801;0.999543;0.999543;0.999528;0.999528;0.999548;0.999537;0.999365;
1.841156;0.999532;0.999534;0.999520;0.999525;0.999539;0.999524;0.999356;
1.870511;0.999521;0.999526;0.999511;0.999522;0.999530;0.999512;0.999349;
1.899866;0.999510;0.999516;0.999502;0.999518;0.999520;0.999499;0.999343;
1.929221;0.999498;0.999507;0.999493;0.999514;0.999510;0.999486;0.999339;
1.958576;0.999487;0.999497;0.999484;0.999509;0.999499;0.999474;0.999336;
1.987931;0.999477;0.999486;0.999475;0.999504;0.999488;0.999462;0.999334;
2.017286;0.999466;0.999476;0.999466;0.999498;0.999477;0.999450;0.999333;
2.046641;0.999455;0.999465;0.999457;0.999491;0.999465;0.999439;0.999333;
2.075997;0.999445;0.999454;0.999448;0.999483;0.999453;0.999428;0.999334;
2.105352;0.999435;0.999442;0.999439;0.999475;0.999442;0.999417;0.999335;
2.134707;0.999425;0.999431;0.999430;0.999466;0.999430;0.999407;0.999336;
2.164062;0.999416;0.999420;0.999421;0.999456;0.999418;0.999398;0.999337;
2.193417;0.999407;0.999408;0.999412;0.999446;0.999406;0.999389;0.999338;
2.222772;0.999398;0.999397;0.999403;0.999434;0.999395;0.999380;0.999339;
2.252127;0.999389;0.999386;0.999394;0.999423;0.999384;0.999372;0.999339;
2.281482;0.999381;0.999375;0.999386;0.999411;0.999373;0.999365;0.999339;
2.310837;0.999373;0.999365;0.999377;0.999398;0.999363;0.999358;0.999338;
2.340192;0.999365;0.999355;0.999368;0.999385;0.999353;0.999351;0.999336;
2.369547;0.999358;0.999345;0.999359;0.999372;0.999344;0.999345;0.999333;
2.398902;0.999351;0.999336;0.999350;0.999360;0.999335;0.999339;0.999330;
2.428257;0.999343;0.999327;0.999341;0.999347;0.999327;0.999334;0.999325;
2.457612;0.999337;0.999319;0.999332;0.999334;0.999319;0.999328;0.999320;
2.486967;0.999330;0.999311;0.999324;0.999321;0.999311;0.999323;0.999313;
2.516322;0.999323;0.999303;0.999315;0.999309;0.999304;0.999318;0.999306;
2.545677;0.999317;0.999296;0.999307;0.999297;0.999298;0.999313;0.999298;
2.575032;0.999310;0.999289;0.999299;0.999286;0.999291;0.999308;0.999289;
2.604387;0.999304;0.999283;0.999290;0.999276;0.999285;0.999302;0.999280;
2.633742;0.999297;0.999277;0.999282;0.999266;0.999280;0.999297;0.999270;
2.663097;0.999291;0.999271;0.999275;0.999256;0.999274;0.999292;0.999260;
2.692452;0.999284;0.999265;0.999267;0.999247;0.999269;0.999286;0.999250;
2.721807;0.999278;0.999260;0.999260;0.999239;0.999263;0.999280;0.999239;
2.751162;0.999271;0.999255;0.999252;0.999232;0.999258;0.999274;0.999229;
2.780517;0.999264;0.999250;0.999245;0.999225;0.999253;0.999268;0.999218;
2.809872;0.999258;0.999244;0.999239;0.999219;0.999248;0.999261;0.999208;
2.839227;0.999251;0.999239;0.999232;0.999214;0.999242;0.999254;0.999197;
2.868582;0.999244;0.999234;0.999225;0.999209;0.999237;0.999247;0.999187;
2.897937;0.999237;0.999229;0.999219;0.999204;0.999231;0.999240;0.999178;
2.927292;0.999230;0.999224;0.999213;0.999200;0.999225;0.999232;0.999169;
2.956647;0.999223;0.999218;0.999207;0.999197;0.999219;0.999225;0.999160;
2.986002;0.999216;0.999213;0.999202;0.999193;0.999213;0.999217;0.999153;
3.015357;0.999209;0.999207;0.999196;0.999190;0.999207;0.999209;0.999145;
3.044712;0.999202;0.999201;0.999191;0.999187;0.999200;0.999201;0.999138;
3.074067;0.999195;0.999195;0.999185;0.999184;0.999193;0.999193;0.999132;
3.103422;0.999188;0.999189;0.999180;0.999181;0.999187;0.999185;0.999126;
3.162132;0.999175;0.999176;0.999170;0.999175;0.999173;0.999169;0.999117;
3.214971;0.999163;0.999165;0.999160;0.999168;0.999160;0.999155;0.999109;
3.267810;0.999151;0.999153;0.999151;0.999161;0.999148;0.999142;0.999103;
3.320649;0.999140;0.999140;0.999141;0.999153;0.999135;0.999129;0.999098;
3.373488;0.999129;0.999128;0.999132;0.999144;0.999123;0.999117;0.999093;
3.426327;0.999119;0.999117;0.999122;0.999133;0.999112;0.999106;0.999089;
3.479166;0.999109;0.999105;0.999112;0.999122;0.999101;0.999096;0.999084;
3.532005;0.999099;0.999094;0.999101;0.999110;0.999090;0.999087;0.999079;
3.584844;0.999090;0.999083;0.999091;0.999098;0.999081;0.999079;0.999073;
3.637683;0.999081;0.999073;0.999080;0.999085;0.999072;0.999071;0.999067;
3.690522;0.999073;0.999064;0.999070;0.999072;0.999063;0.999064;0.999059;
3.743361;0.999064;0.999055;0.999060;0.999059;0.999055;0.999057;0.999052;
3.796200;0.999056;0.999047;0.999049;0.999047;0.999047;0.999051;0.999043;
3.849039;0.999048;0.999039;0.999040;0.999036;0.999040;0.999045;0.999034;
3.901878;0.999039;0.999031;0.999030;0.999025;0.999033;0.999038;0.999025;
3.954717;0.999031;0.999024;0.999022;0.999015;0.999025;0.999032;0.999015;
4.007556;0.999023;0.999017;0.999013;0.999006;0.999018;0.999025;0.999006;
4.060395;0.999015;0.999010;0.999005;0.998999;0.999011;0.999018;0.998996;
4.113235;0.999007;0.999003;0.998998;0.998992;0.999004;0.999010;0.998987;
4.166074;0.998999;0.998996;0.998991;0.998986;0.998997;0.999003;0.998979;
4.218913;0.998992;0.998989;0.998984;0.998980;0.998989;0.998994;0.998970;
4.271752;0.998984;0.998982;0.998978;0.998975;0.998982;0.998986;0.998963;
4.324591;0.998977;0.998975;0.998972;0.998970;0.998975;0.998978;0.998956;
4.377430;0.998969;0.998968;0.998966;0.998966;0.998967;0.998969;0.998949;
4.430269;0.998962;0.998961;0.998960;0.998961;0.998960;0.998961;0.998943;
4.483108;0.998956;0.998954;0.998954;0.998956;0.998953;0.998953;0.998938;
4.535947;0.998949;0.998947;0.998949;0.998951;0.998946;0.998945;0.998932;
4.588786;0.998942;0.998940;0.998943;0.998946;0.998939;0.998938;0.998927;
4.641625;0.998936;0.998934;0.998937;0.998940;0.998932;0.998930;0.998923;
4.694464;0.998930;0.998927;0.998930;0.998934;0.998926;0.998924;0.998918;
4.747303;0.998924;0.998921;0.998924;0.998928;0.998919;0.998918;0.998913;
4.800142;0.998918;0.998915;0.998918;0.998921;0.998914;0.998912;0.998909;
4.852981;0.998913;0.998909;0.998912;0.998915;0.998908;0.998906;0.998904;
4.905820;0.998907;0.998904;0.998906;0.998908;0.998902;0.998901;0.998899;
4.958659;0.998902;0.998898;0.998900;0.998901;0.998897;0.998897;0.998894;
5.011498;0.998897;0.998893;0.998894;0.998894;0.998892;0.998892;0.998889;
5.117176;0.998886;0.998883;0.998882;0.998881;0.998882;0.998884;0.998879;
5.212286;0.998877;0.998874;0.998873;0.998870;0.998873;0.998876;0.998870;
5.307397;0.998868;0.998866;0.998864;0.998861;0.998865;0.998868;0.998861;
5.402507;0.998860;0.998858;0.998856;0.998853;0.998857;0.998860;0.998852;
5.497617;0.998851;0.998850;0.998848;0.998846;0.998849;0.998852;0.998844;
5.592727;0.998843;0.998842;0.998841;0.998839;0.998841;0.998844;0.998836;
5.687838;0.998836;0.998834;0.998834;0.998833;0.998834;0.998835;0.998829;
5.705320;0.998834;0.998833;0.998833;0.998832;0.998832;0.998834;0.998828;
5.705320;0.998834;0.998833;0.998833;0.998832;0.998832;0.998834;0.998828;
5.782948;0.998828;0.998827;0.998827;0.998828;0.998827;0.998827;0.998822;
5.878058;0.998821;0.998820;0.998821;0.998822;0.998820;0.998820;0.998816;
5.973168;0.998815;0.998813;0.998814;0.998816;0.998813;0.998813;0.998810;
6.068278;0.998808;0.998807;0.998808;0.998810;0.998807;0.998806;0.998804;
6.163389;0.998802;0.998801;0.998802;0.998803;0.998801;0.998800;0.998798;
6.258499;0.998797;0.998795;0.998795;0.998796;0.998795;0.998794;0.998793;
6.353609;0.998791;0.998789;0.998789;0.998790;0.998789;0.998789;0.998787;
6.448719;0.998786;0.998784;0.998784;0.998784;0.998784;0.998784;0.998782;
6.543830;0.998780;0.998779;0.998778;0.998778;0.998778;0.998779;0.998777;
6.638940;0.998775;0.998774;0.998773;0.998772;0.998773;0.998775;0.998772;
6.734050;0.998770;0.998769;0.998769;0.998767;0.998768;0.998770;0.998767;
6.829160;0.998766;0.998765;0.998764;0.998763;0.998764;0.998765;0.998763;
6.924271;0.998761;0.998760;0.998760;0.998759;0.998759;0.998761;0.998758;
7.019381;0.998757;0.998756;0.998756;0.998755;0.998755;0.998756;0.998754;
7.114491;0.998752;0.998751;0.998752;0.998751;0.998751;0.998752;0.998750;
7.304712;0.998744;0.998744;0.998744;0.998744;0.998744;0.998743;0.998743;
7.494932;0.998737;0.998736;0.998737;0.998737;0.998736;0.998736;0.998736;
7.685153;0.998730;0.998730;0.998730;0.998730;0.998730;0.998730;0.998729;
7.875373;0.998724;0.998724;0.998724;0.998724;0.998724;0.998724;0.998723;
8.065594;0.998719;0.998718;0.998718;0.998718;0.998718;0.998718;0.998717;
8.255814;0.998713;0.998713;0.998713;0.998712;0.998713;0.998713;0.998712;
8.446035;0.998708;0.998708;0.998708;0.998708;0.998708;0.998708;0.998708;
8.636255;0.998704;0.998704;0.998704;0.998703;0.998703;0.998703;0.998703;
8.826476;0.998700;0.998699;0.998699;0.998699;0.998699;0.998699;0.998699;
9.016696;0.998696;0.998696;0.998696;0.998696;0.998695;0.998695;0.998695;
9.397137;0.998689;0.998689;0.998689;0.998689;0.998689;0.998689;0.998688;
9.777578;0.998683;0.998683;0.998683;0.998683;0.998683;0.998683;0.998683;
10.158019;0.998679;0.998678;0.998679;0.998678;0.998678;0.998679;0.998678;
10.538460;0.998675;0.998674;0.998674;0.998674;0.998674;0.998675;0.998674;
10.918901;0.998671;0.998671;0.998671;0.998671;0.998671;0.998671;0.998671;
11.679783;0.998666;0.998666;0.998666;0.998666;0.998666;0.998666;0.998666;
12.440665;0.998662;0.998662;0.998662;0.998662;0.998662;0.998662;0.998662;
13.201547;0.998659;0.998659;0.998659;0.998659;0.998659;0.998659;0.998659;
14.723311;0.998654;0.998654;0.998654;0.998654;0.998654;0.998654;0.998654;
16.245075;0.998652;0.998652;0.998652;0.998652;0.998652;0.998652;0.998652;
19.288603;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;
22.332131;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;
25.375659;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;
30.000000;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;0.998649;
