time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;Load_load_running;Load_load_switchOffSignal2;Load_load_PPu;Load_load_QPu;Load_load_UPu;Load2_load_running;Load2_load_switchOffSignal2;Load2_load_PPu;Load2_load_QPu;Load2_load_UPu;
27.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199911;0.099911;1.001396;
28.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199912;0.099912;1.001396;
29.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199913;0.099913;1.001396;
30.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199913;0.099913;1.001396;
31.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199914;0.099914;1.001396;
32.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199915;0.099915;1.001396;
33.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199916;0.099916;1.001396;
34.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199917;0.099917;1.001396;
35.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199918;0.099918;1.001396;
36.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199919;0.099919;1.001396;
37.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199920;0.099920;1.001396;
38.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199921;0.099921;1.001396;
39.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199922;0.099922;1.001396;
40.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199922;0.099922;1.001396;
41.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199923;0.099923;1.001396;
42.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199924;0.099924;1.001396;
43.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199925;0.099925;1.001396;
44.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199926;0.099926;1.001396;
45.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199927;0.099927;1.001396;
46.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199927;0.099927;1.001396;
47.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199928;0.099928;1.001396;
48.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199929;0.099929;1.001396;
49.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199930;0.099930;1.001396;
50.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199931;0.099931;1.001396;
51.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199931;0.099931;1.001396;
52.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199932;0.099932;1.001396;
53.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199933;0.099933;1.001396;
54.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199934;0.099934;1.001396;
55.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199934;0.099934;1.001396;
56.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199935;0.099935;1.001396;
57.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199936;0.099936;1.001396;
58.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199936;0.099936;1.001396;
59.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199937;0.099937;1.001396;
60.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199938;0.099938;1.001396;
61.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199938;0.099938;1.001396;
62.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199939;0.099939;1.001396;
63.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199940;0.099940;1.001396;
64.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199940;0.099940;1.001396;
65.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199941;0.099941;1.001396;
66.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199942;0.099942;1.001396;
67.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199942;0.099942;1.001396;
68.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199943;0.099943;1.001396;
69.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199944;0.099944;1.001396;
70.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199944;0.099944;1.001396;
71.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199945;0.099945;1.001396;
72.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199945;0.099945;1.001396;
73.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199946;0.099946;1.001396;
74.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199947;0.099947;1.001396;
75.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199947;0.099947;1.001396;
76.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199948;0.099948;1.001396;
77.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199948;0.099948;1.001396;
78.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199949;0.099949;1.001396;
79.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199950;0.099950;1.001396;
80.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199950;0.099950;1.001396;
81.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199951;0.099951;1.001396;
82.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199951;0.099951;1.001396;
83.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199952;0.099952;1.001396;
84.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199952;0.099952;1.001396;
85.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199953;0.099953;1.001396;
86.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199953;0.099953;1.001396;
87.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199954;0.099954;1.001396;
88.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199954;0.099954;1.001396;
89.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199955;0.099955;1.001396;
90.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199955;0.099955;1.001396;
91.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199956;0.099956;1.001396;
92.000000;1.001396;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001396;1.000000;-1.000000;0.199956;0.099956;1.001396;
93.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199957;0.099957;1.001395;
94.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199957;0.099957;1.001395;
95.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199958;0.099958;1.001395;
96.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199958;0.099958;1.001395;
97.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199959;0.099959;1.001395;
98.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199959;0.099959;1.001395;
99.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199959;0.099959;1.001395;
100.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199960;0.099960;1.001395;
101.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199960;0.099960;1.001395;
102.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199961;0.099961;1.001395;
103.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199961;0.099961;1.001395;
104.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199962;0.099962;1.001395;
105.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199962;0.099962;1.001395;
106.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199962;0.099962;1.001395;
107.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199963;0.099963;1.001395;
108.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199963;0.099963;1.001395;
109.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199964;0.099964;1.001395;
110.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199964;0.099964;1.001395;
111.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199964;0.099964;1.001395;
112.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199965;0.099965;1.001395;
113.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199965;0.099965;1.001395;
114.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199966;0.099966;1.001395;
115.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199966;0.099966;1.001395;
116.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199966;0.099966;1.001395;
117.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199967;0.099967;1.001395;
118.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199967;0.099967;1.001395;
119.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199967;0.099967;1.001395;
120.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199968;0.099968;1.001395;
121.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199968;0.099968;1.001395;
122.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199969;0.099969;1.001395;
123.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199969;0.099969;1.001395;
124.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199969;0.099969;1.001395;
125.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199970;0.099970;1.001395;
126.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199970;0.099970;1.001395;
127.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199970;0.099970;1.001395;
128.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199971;0.099971;1.001395;
129.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199971;0.099971;1.001395;
130.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199971;0.099971;1.001395;
131.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199972;0.099971;1.001395;
132.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199972;0.099972;1.001395;
133.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199972;0.099972;1.001395;
134.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199972;0.099972;1.001395;
135.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199973;0.099973;1.001395;
136.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199973;0.099973;1.001395;
137.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199973;0.099973;1.001395;
138.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199974;0.099974;1.001395;
139.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199974;0.099974;1.001395;
140.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199974;0.099974;1.001395;
141.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199974;0.099974;1.001395;
142.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199975;0.099975;1.001395;
143.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199975;0.099975;1.001395;
144.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199975;0.099975;1.001395;
145.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199976;0.099976;1.001395;
146.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199976;0.099976;1.001395;
147.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199976;0.099976;1.001395;
148.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199976;0.099976;1.001395;
149.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199977;0.099977;1.001395;
150.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199977;0.099977;1.001395;
151.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199977;0.099977;1.001395;
152.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399759;0.149819;1.001395;1.000000;-1.000000;0.199977;0.099977;1.001395;
153.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199978;0.099978;1.001395;
154.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199978;0.099978;1.001395;
155.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199978;0.099978;1.001395;
156.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199978;0.099978;1.001395;
157.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199979;0.099979;1.001395;
158.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199979;0.099979;1.001395;
159.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199979;0.099979;1.001395;
160.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199979;0.099979;1.001395;
161.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199980;0.099979;1.001395;
162.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199980;0.099980;1.001395;
163.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199980;0.099980;1.001395;
