time;BESScb_BESScb_injector_PInjPu;BESScb_BESScb_injector_PInjPuSn;BESScb_BESScb_injector_QInjPu;BESScb_BESScb_injector_QInjPuSn;BESScb_BESScb_injector_terminal_V_re;BESScb_BESScb_injector_terminal_i_re;BESScb_BESScb_injector_terminal_V_im;BESScb_BESScb_injector_terminal_i_im;BESScb_BESScb_injector_UPu;BESScb_BESScb_pll_omegaPLLPu;BESScb_BESScb_reecC_idCmdPu;BESScb_BESScb_reecC_iqCmdPu;
1.588871;0.030550;0.509162;0.000677;0.011283;1.000000;-0.030550;0.000000;0.000677;1.000000;1.000000;0.493164;0.000000;
1.591431;0.030409;0.506813;0.000582;0.009693;1.000000;-0.030409;0.000000;0.000582;1.000000;1.000000;0.491642;0.000000;
1.596551;0.030148;0.502470;0.000427;0.007117;1.000000;-0.030148;0.000000;0.000427;1.000000;1.000000;0.488849;0.000000;
1.601159;0.029937;0.498946;0.000323;0.005383;1.000000;-0.029937;0.000000;0.000323;1.000000;1.000000;0.486620;0.000000;
1.605767;0.029746;0.495763;0.000244;0.004065;1.000000;-0.029746;0.000000;0.000244;1.000000;1.000000;0.484654;0.000000;
1.610375;0.029574;0.492902;0.000184;0.003068;1.000000;-0.029574;0.000000;0.000184;1.000000;1.000000;0.482945;0.000000;
1.614983;0.029421;0.490346;0.000139;0.002314;1.000000;-0.029421;0.000000;0.000139;1.000000;1.000000;0.481485;0.000000;
1.619591;0.029285;0.488081;0.000105;0.001745;1.000000;-0.029285;0.000000;0.000105;1.000000;1.000000;0.480265;0.000000;
1.624199;0.029166;0.486093;0.000079;0.001316;1.000000;-0.029166;0.000000;0.000079;1.000000;1.000000;0.479272;0.000000;
1.628807;0.029062;0.484368;0.000060;0.000992;1.000000;-0.029062;0.000000;0.000060;1.000000;1.000000;0.478495;0.000000;
1.633415;0.028974;0.482894;0.000045;0.000748;1.000000;-0.028974;0.000000;0.000045;1.000000;1.000000;0.477922;0.000000;
1.638023;0.028899;0.481658;0.000034;0.000564;1.000000;-0.028899;0.000000;0.000034;1.000000;1.000000;0.477539;0.000000;
1.642631;0.028839;0.480646;0.000026;0.000425;1.000000;-0.028839;0.000000;0.000026;1.000000;1.000000;0.477333;0.000000;
1.647239;0.028791;0.479846;0.000019;0.000321;1.000000;-0.028791;0.000000;0.000019;1.000000;1.000000;0.477289;0.000000;
1.651847;0.028755;0.479245;0.000015;0.000242;1.000000;-0.028755;0.000000;0.000015;1.000000;1.000000;0.477395;0.000000;
1.656455;0.028730;0.478829;0.000011;0.000182;1.000000;-0.028730;0.000000;0.000011;1.000000;1.000000;0.477638;0.000000;
1.661063;0.028715;0.478584;0.000008;0.000137;1.000000;-0.028715;0.000000;0.000008;1.000000;1.000000;0.478003;0.000000;
1.665671;0.028710;0.478498;0.000006;0.000104;1.000000;-0.028710;0.000000;0.000006;1.000000;1.000000;0.478478;0.000000;
1.670279;0.028713;0.478558;0.000005;0.000078;1.000000;-0.028713;0.000000;0.000005;1.000000;1.000000;0.479051;0.000000;
1.679495;0.028743;0.479048;0.000003;0.000043;1.000000;-0.028743;0.000000;0.000003;1.000000;1.000000;0.480427;0.000000;
1.688711;0.028798;0.479966;0.000001;0.000023;1.000000;-0.028798;0.000000;0.000001;1.000000;1.000000;0.482053;0.000000;
1.697927;0.028873;0.481221;0.000001;0.000012;1.000000;-0.028873;0.000000;0.000001;1.000000;1.000000;0.483850;0.000000;
1.707143;0.028964;0.482730;0.000000;0.000006;1.000000;-0.028964;0.000000;0.000000;1.000000;1.000000;0.485748;0.000000;
1.716359;0.029065;0.484415;0.000000;0.000003;1.000000;-0.029065;0.000000;0.000000;1.000000;1.000000;0.487683;0.000000;
1.725575;0.029172;0.486204;0.000000;0.000002;1.000000;-0.029172;0.000000;0.000000;1.000000;1.000000;0.489602;0.000000;
1.744007;0.029388;0.489807;0.000000;0.000000;1.000000;-0.029388;0.000000;-0.000000;1.000000;1.000000;0.493189;0.000000;
1.752190;0.029481;0.491349;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494632;0.000000;
1.752190;0.029481;0.491349;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494632;0.000000;
1.752200;0.029481;0.491351;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494634;0.000000;
1.752210;0.029481;0.491353;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494636;0.000000;
1.752230;0.029481;0.491357;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494639;0.000000;
1.752270;0.029482;0.491365;-0.000000;-0.000000;1.000000;-0.029482;0.000000;-0.000000;1.000000;1.000000;0.494646;0.000000;
1.752350;0.029483;0.491380;-0.000000;-0.000000;1.000000;-0.029483;0.000000;-0.000000;1.000000;1.000000;0.494660;0.000000;
1.752510;0.029485;0.491411;-0.000000;-0.000000;1.000000;-0.029485;0.000000;-0.000000;1.000000;1.000000;0.494688;0.000000;
1.752830;0.029488;0.491473;-0.000000;-0.000000;1.000000;-0.029488;0.000000;-0.000000;1.000000;1.000000;0.494744;0.000000;
1.753470;0.029496;0.491596;-0.000000;-0.000000;1.000000;-0.029496;0.000000;-0.000000;1.000000;1.000000;0.494855;0.000000;
1.754750;0.029510;0.491840;-0.000000;-0.000000;1.000000;-0.029510;0.000000;-0.000000;1.000000;1.000000;0.495075;0.000000;
1.757310;0.029539;0.492323;-0.000000;-0.000000;1.000000;-0.029539;0.000000;-0.000000;1.000000;1.000000;0.495505;0.000000;
1.762430;0.029596;0.493263;-0.000000;-0.000000;1.000000;-0.029596;0.000000;-0.000000;1.000000;1.000000;0.496329;0.000000;
1.772670;0.029702;0.495026;-0.000000;-0.000000;1.000000;-0.029702;0.000000;-0.000000;1.000000;1.000000;0.497825;0.000000;
1.793150;0.029881;0.498014;0.000000;0.000000;1.000000;-0.029881;0.000000;0.000000;1.000000;1.000000;0.500206;0.000000;
1.834110;0.030111;0.501856;0.000000;0.000000;1.000000;-0.030111;0.000000;0.000000;1.000000;1.000000;0.502860;0.000000;
1.875070;0.030196;0.503266;0.000000;0.000000;1.000000;-0.030196;0.000000;0.000000;1.000000;1.000000;0.503347;0.000000;
1.916030;0.030182;0.503032;0.000000;0.000000;1.000000;-0.030182;0.000000;0.000000;1.000000;1.000000;0.502593;0.000000;
1.956990;0.030120;0.502006;0.000000;0.000000;1.000000;-0.030120;0.000000;0.000000;1.000000;1.000000;0.501416;0.000000;
1.997950;0.030052;0.500863;0.000000;0.000000;1.000000;-0.030052;0.000000;0.000000;1.000000;1.000000;0.500364;0.000000;
2.038910;0.030000;0.499994;0.000000;0.000000;1.000000;-0.030000;0.000000;0.000000;1.000000;1.000000;0.499691;0.000000;
2.120830;0.029959;0.499315;0.000000;0.000000;1.000000;-0.029959;0.000000;0.000000;1.000000;1.000000;0.499313;0.000000;
2.202750;0.029969;0.499478;0.000000;0.000000;1.000000;-0.029969;0.000000;0.000000;1.000000;1.000000;0.499599;0.000000;
2.284670;0.029991;0.499851;0.000000;0.000000;1.000000;-0.029991;0.000000;0.000000;1.000000;1.000000;0.499951;0.000000;
2.448510;0.030008;0.500137;0.000000;0.000000;1.000000;-0.030008;0.000000;0.000000;1.000000;1.000000;0.500153;0.000000;
2.776190;0.030002;0.500032;0.000000;0.000000;1.000000;-0.030002;0.000000;0.000000;1.000000;1.000000;0.500027;0.000000;
3.000000;0.030000;0.500005;0.000000;0.000000;1.000000;-0.030000;0.000000;0.000000;1.000000;1.000000;0.500002;0.000000;
