time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_UOelPu;SM_overExcitationLimiter_inputPu;SM_overExcitationLimiter_Input0Pu;SM_overExcitationLimiter_add3_u1;SM_overExcitationLimiter_add3_u2;SM_overExcitationLimiter_add3_u3;SM_overExcitationLimiter_or1_u1;SM_overExcitationLimiter_or1_u2;SM_overExcitationLimiter_or1_y;SM_overExcitationLimiter_K;SM_overExcitationLimiter_KScale1;SM_overExcitationLimiter_KScale2;SM_overExcitationLimiter_greaterThreshold1_y;SM_overExcitationLimiter_power1_u;SM_overExcitationLimiter_limIntegrator_u;SM_overExcitationLimiter_limIntegrator_y;SM_overExcitationLimiter_limitedPI_u;SM_overExcitationLimiter_limitedPI1_u;
1.000005;5.833901;22.209264;1.000000;0.000000;3.329447;0.781857;0.149913;0.386695;0.892857;0.000000;5.833901;2.678811;0.000000;1.466381;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.466381;0.446381;0.000001;0.000000;-0.495709;
1.000006;5.833935;22.209065;1.000000;0.000000;3.329387;0.781857;0.149911;0.386646;0.892857;0.000000;5.833935;2.678811;0.000000;1.526874;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.526874;0.506874;0.000001;0.000000;-0.557411;
1.000007;5.833969;22.208865;1.000000;0.000000;3.329327;0.781857;0.149910;0.386597;0.892857;0.000000;5.833969;2.678811;0.000000;1.581935;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.581935;0.561935;0.000002;0.000000;-0.613573;
1.000008;5.834004;22.208666;1.000001;-0.000000;3.329268;0.781857;0.149908;0.386548;0.892857;0.000000;5.834004;2.678811;0.000000;1.632026;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.632026;0.612026;0.000003;0.000000;-0.664666;
1.000009;5.834038;22.208466;1.000001;0.000000;3.329208;0.781857;0.149907;0.386499;0.892857;0.000000;5.834038;2.678811;0.000000;1.677587;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.677587;0.657587;0.000003;0.000000;-0.711139;
1.000010;5.834072;22.208267;1.000001;0.000000;3.329148;0.781857;0.149906;0.386450;0.892857;0.000000;5.834072;2.678811;0.000000;1.719025;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.719025;0.699025;0.000004;0.000000;-0.753406;
1.000011;5.834106;22.208067;1.000001;0.000000;3.329088;0.781857;0.149904;0.386400;0.892857;0.000000;5.834106;2.678811;0.000000;1.756712;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.756712;0.736712;0.000004;0.000000;-0.791847;
1.000013;5.834175;22.207669;1.000001;-0.000000;3.328969;0.781857;0.149902;0.386302;0.892857;0.000000;5.834175;2.678811;0.000000;1.822535;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.822535;0.802535;0.000006;0.000000;-0.858985;
1.000015;5.834236;22.207310;1.000001;0.000000;3.328861;0.781857;0.149899;0.386214;0.892857;0.000000;5.834236;2.678811;0.000000;1.871979;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.871979;0.851979;0.000007;0.000000;-0.909419;
1.000016;5.834298;22.206951;1.000001;-0.000000;3.328754;0.781857;0.149897;0.386126;0.892857;0.000000;5.834298;2.678811;0.000000;1.913685;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.913685;0.893685;0.000009;0.000000;-0.951959;
1.000018;5.834360;22.206592;1.000001;0.000000;3.328646;0.781857;0.149894;0.386038;0.892857;0.000000;5.834360;2.678811;0.000000;1.948809;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.948809;0.928810;0.000010;0.000000;-0.987786;
1.000020;5.834421;22.206233;1.000001;0.000000;3.328538;0.781857;0.149892;0.385949;0.892857;0.000000;5.834421;2.678811;0.000000;1.978379;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.978379;0.958379;0.000012;0.000000;-1.017947;
1.000021;5.834483;22.205874;1.000001;0.000000;3.328431;0.781857;0.149890;0.385861;0.892857;0.000000;5.834483;2.678811;0.000000;2.003267;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.003267;0.983267;0.000014;0.000000;-1.043332;
1.000023;5.834545;22.205516;1.000002;-0.000000;3.328323;0.781857;0.149887;0.385773;0.892857;0.000000;5.834545;2.678811;0.000000;2.024212;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.024212;1.004212;0.000015;0.000000;-1.064697;
1.000025;5.834606;22.205157;1.000002;-0.000000;3.328216;0.781857;0.149885;0.385685;0.892857;0.000000;5.834606;2.678811;0.000000;2.041840;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.041840;1.021840;0.000017;0.000000;-1.082677;
1.000026;5.834668;22.204798;1.000002;0.000000;3.328108;0.781857;0.149882;0.385596;0.892857;0.000000;5.834668;2.678811;0.000000;2.056675;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.056675;1.036675;0.000019;0.000000;-1.097808;
1.000028;5.834729;22.204439;1.000002;-0.000000;3.328001;0.781857;0.149880;0.385508;0.892857;0.000000;5.834729;2.678811;0.000000;2.069160;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.069160;1.049160;0.000021;0.000000;-1.110544;
1.000030;5.834791;22.204080;1.000002;-0.000000;3.327893;0.781857;0.149878;0.385420;0.892857;0.000000;5.834791;2.678811;0.000000;2.079669;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.079669;1.059669;0.000022;0.000000;-1.121262;
1.000032;5.834853;22.203722;1.000002;0.000000;3.327785;0.781857;0.149875;0.385332;0.892857;0.000000;5.834853;2.678811;0.000000;2.088514;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.088514;1.068514;0.000024;0.000000;-1.130284;
1.000035;5.834976;22.203004;1.000002;0.000000;3.327570;0.781857;0.149870;0.385155;0.892857;0.000000;5.834976;2.678811;0.000000;2.102465;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.102465;1.082465;0.000028;0.000000;-1.144514;
1.000038;5.835099;22.202287;1.000003;0.000000;3.327355;0.781857;0.149865;0.384979;0.892857;0.000000;5.835099;2.678811;0.000000;2.112374;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.112374;1.092374;0.000032;0.000000;-1.154621;
1.000042;5.835222;22.201570;1.000003;-0.000000;3.327140;0.781857;0.149861;0.384803;0.892857;0.000000;5.835222;2.678811;0.000000;2.119360;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.119360;1.099360;0.000035;0.000000;-1.161747;
1.000045;5.835345;22.200853;1.000003;0.000000;3.326926;0.781857;0.149856;0.384627;0.892857;0.000000;5.835345;2.678811;0.000000;2.124267;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.124267;1.104267;0.000039;0.000000;-1.166753;
1.000049;5.835468;22.200135;1.000003;-0.000000;3.326711;0.781857;0.149851;0.384450;0.892857;0.000000;5.835468;2.678811;0.000000;2.127710;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.127710;1.107710;0.000043;0.000000;-1.170264;
1.000052;5.835591;22.199418;1.000004;-0.000000;3.326496;0.781857;0.149846;0.384274;0.892857;0.000000;5.835591;2.678811;0.000000;2.130126;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.130126;1.110126;0.000047;0.000000;-1.172729;
1.000055;5.835714;22.198701;1.000004;0.000000;3.326281;0.781857;0.149841;0.384098;0.892857;0.000000;5.835714;2.678811;0.000000;2.131825;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.131825;1.111825;0.000050;0.000000;-1.174461;
1.000062;5.835960;22.197268;1.000004;0.000000;3.325851;0.781857;0.149832;0.383746;0.892857;0.000000;5.835960;2.678811;0.000000;2.134024;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.134024;1.114024;0.000058;0.000000;-1.176705;
1.000069;5.836206;22.195834;1.000005;0.000000;3.325422;0.781857;0.149822;0.383394;0.892857;0.000000;5.836206;2.678811;0.000000;2.135126;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.135126;1.115126;0.000065;0.000000;-1.177828;
1.000076;5.836452;22.194401;1.000005;-0.000000;3.324992;0.781857;0.149812;0.383042;0.892857;0.000000;5.836452;2.678811;0.000000;2.135660;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.135660;1.115660;0.000073;0.000000;-1.178373;
1.000083;5.836698;22.192968;1.000006;-0.000000;3.324563;0.781857;0.149803;0.382691;0.892857;0.000000;5.836698;2.678811;0.000000;2.135925;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.135925;1.115925;0.000081;0.000000;-1.178644;
1.000096;5.837190;22.190103;1.000007;-0.000000;3.323705;0.781857;0.149783;0.381988;0.892857;0.000000;5.837190;2.678811;0.000000;2.136242;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.136242;1.116242;0.000096;0.000000;-1.178966;
1.000124;5.838171;22.184378;1.000009;0.000000;3.321990;0.781857;0.149745;0.380585;0.892857;0.000000;5.838171;2.678811;0.000001;2.136545;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.136545;1.116545;0.000126;0.000000;-1.179276;
1.000178;5.840130;22.172946;1.000012;-0.000000;3.318567;0.781857;0.149667;0.377789;0.892857;0.000000;5.840130;2.678811;0.000001;2.137245;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.137245;1.117245;0.000187;0.000000;-1.179990;
1.000287;5.844029;22.150149;1.000020;-0.000000;3.311746;0.781858;0.149514;0.372235;0.892857;0.000000;5.844029;2.678811;0.000001;2.138669;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.138669;1.118671;0.000309;0.000000;-1.181443;
1.000434;5.849254;22.119497;1.000030;-0.000000;3.302587;0.781859;0.149307;0.364822;0.892857;0.000000;5.849254;2.678811;0.000002;2.140582;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.140582;1.120584;0.000474;0.000000;-1.183394;
1.000434;5.849254;22.119497;1.000030;-0.000000;3.302587;0.781859;0.149307;0.364822;0.892857;0.000000;5.849254;2.678811;0.000002;2.140582;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.140582;1.120584;0.000474;0.000000;-1.183394;
1.000437;5.849329;22.119060;1.000030;0.000000;3.302457;0.781859;0.149304;0.364712;0.892857;0.000000;5.849329;2.678811;0.000002;2.140609;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.140609;1.120612;0.000477;0.000000;-1.183422;
1.000439;5.849403;22.118623;1.000031;-0.000000;3.302326;0.781859;0.149301;0.364606;0.892857;0.000000;5.849403;2.678811;0.000002;2.140637;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.140637;1.120639;0.000479;0.000000;-1.183450;
1.000443;5.849553;22.117748;1.000031;-0.000000;3.302065;0.781859;0.149295;0.364395;0.892857;0.000000;5.849553;2.678811;0.000002;2.140691;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.140691;1.120694;0.000484;0.000000;-1.183505;
1.000451;5.849851;22.115999;1.000032;0.000000;3.301543;0.781859;0.149283;0.363971;0.892857;0.000000;5.849851;2.678811;0.000002;2.140801;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.140801;1.120803;0.000493;0.000000;-1.183617;
1.000468;5.850448;22.112503;1.000033;-0.000000;3.300499;0.781860;0.149259;0.363125;0.892857;0.000000;5.850448;2.678811;0.000002;2.141019;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.141019;1.121021;0.000512;0.000000;-1.183840;
1.000502;5.851640;22.105514;1.000035;-0.000000;3.298413;0.781860;0.149212;0.361436;0.892857;0.000000;5.851640;2.678811;0.000002;2.141456;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.141456;1.121458;0.000550;0.000000;-1.184285;
1.000569;5.854020;22.091558;1.000040;-0.000000;3.294249;0.781861;0.149118;0.358070;0.892857;0.000000;5.854020;2.678811;0.000003;2.142327;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.142327;1.122330;0.000625;0.000000;-1.185174;
1.000703;5.858759;22.063725;1.000049;-0.000000;3.285954;0.781863;0.148930;0.351381;0.892857;0.000000;5.858759;2.678811;0.000003;2.144062;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.144062;1.124065;0.000776;0.000000;-1.186943;
1.000972;5.868155;22.008378;1.000068;0.000000;3.269489;0.781868;0.148557;0.338180;0.892857;0.000000;5.868155;2.678811;0.000005;2.147502;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.147502;1.127507;0.001079;0.000000;-1.190453;
1.001510;5.886630;21.898942;1.000105;0.000000;3.237055;0.781882;0.147818;0.312468;0.892857;0.000000;5.886630;2.678811;0.000007;2.154267;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.154267;1.134274;0.001687;0.000000;-1.197352;
1.002586;5.922336;21.685002;1.000181;0.000000;3.174115;0.781930;0.146374;0.263680;0.892857;0.000000;5.922336;2.678811;0.000013;2.167340;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.167340;1.147353;0.002914;0.000000;-1.210687;
1.003661;5.956425;21.477491;1.000256;0.000000;3.113658;0.782004;0.144973;0.218222;0.892857;0.000000;5.956425;2.678811;0.000018;2.179821;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;2.179821;1.159839;0.004155;0.000000;-1.223418;
