time;WT4B_WT_measurements_PGenNomPu;WT4B_WT_measurements_QGenNomPu;WT4B_WT_measurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
20.625200;0.495553;-0.209630;1.018293;-0.307045;-0.970898;-0.049543;0.526074;
20.626451;0.495553;-0.209628;1.018293;-0.310857;-0.969685;-0.047474;0.526265;
20.628952;0.495554;-0.209625;1.018294;-0.318467;-0.967214;-0.043334;0.526620;
20.630202;0.495554;-0.209623;1.018295;-0.322265;-0.965955;-0.041263;0.526786;
20.632703;0.495554;-0.209620;1.018296;-0.329845;-0.963394;-0.037120;0.527093;
20.633954;0.495555;-0.209618;1.018296;-0.333627;-0.962091;-0.035047;0.527234;
20.636455;0.495555;-0.209615;1.018297;-0.341177;-0.959441;-0.030901;0.527492;
20.637705;0.495555;-0.209614;1.018297;-0.344944;-0.958094;-0.028826;0.527609;
20.640206;0.495556;-0.209611;1.018298;-0.352461;-0.955355;-0.024677;0.527818;
20.645209;0.495557;-0.209605;1.018300;-0.367431;-0.949699;-0.016375;0.528139;
20.655213;0.495559;-0.209595;1.018303;-0.397094;-0.937687;0.000240;0.528389;
20.675221;0.495562;-0.209575;1.018308;-0.455215;-0.910896;0.033450;0.527322;
20.677722;0.495563;-0.209573;1.018309;-0.462358;-0.907291;0.037595;0.527042;
20.678973;0.495563;-0.209572;1.018309;-0.465920;-0.905468;0.039666;0.526890;
20.681474;0.495564;-0.209570;1.018310;-0.473020;-0.901780;0.043807;0.526561;
20.682724;0.495564;-0.209569;1.018310;-0.476559;-0.899915;0.045876;0.526384;
20.685226;0.495564;-0.209567;1.018311;-0.483616;-0.896143;0.050012;0.526007;
20.686476;0.495564;-0.209566;1.018311;-0.487133;-0.894237;0.052079;0.525806;
20.688977;0.495565;-0.209564;1.018311;-0.494144;-0.890382;0.056211;0.525380;
20.690228;0.495565;-0.209563;1.018312;-0.497638;-0.888434;0.058275;0.525154;
20.692729;0.495565;-0.209562;1.018312;-0.504604;-0.884497;0.062401;0.524680;
20.693979;0.495566;-0.209561;1.018313;-0.508075;-0.882508;0.064463;0.524430;
20.696480;0.495566;-0.209559;1.018313;-0.514994;-0.878489;0.068583;0.523906;
20.697731;0.495566;-0.209558;1.018313;-0.518441;-0.876459;0.070642;0.523633;
20.698356;0.495566;-0.209557;1.018313;-0.520162;-0.875439;0.071671;0.523493;
20.699607;0.495567;-0.209556;1.018314;-0.523597;-0.873389;0.073728;0.523206;
20.700232;0.495567;-0.209556;1.018314;-0.525312;-0.872359;0.074756;0.523060;
20.701482;0.495567;-0.209555;1.018314;-0.528735;-0.870289;0.076811;0.522762;
20.702108;0.495567;-0.209554;1.018314;-0.530444;-0.869249;0.077839;0.522610;
20.703358;0.495567;-0.209553;1.018315;-0.533855;-0.867159;0.079892;0.522300;
20.703983;0.495568;-0.209552;1.018315;-0.535557;-0.866108;0.080919;0.522141;
20.705234;0.495568;-0.209551;1.018315;-0.538956;-0.863998;0.082970;0.521819;
20.705859;0.495568;-0.209551;1.018315;-0.540652;-0.862938;0.083996;0.521655;
20.707110;0.495568;-0.209549;1.018316;-0.544038;-0.860807;0.086046;0.521320;
20.707735;0.495568;-0.209549;1.018316;-0.545728;-0.859737;0.087070;0.521150;
20.708986;0.495569;-0.209548;1.018316;-0.549102;-0.857587;0.089118;0.520803;
20.709611;0.495569;-0.209547;1.018316;-0.550785;-0.856507;0.090141;0.520627;
20.710861;0.495569;-0.209546;1.018317;-0.554146;-0.854336;0.092187;0.520268;
20.711487;0.495569;-0.209546;1.018317;-0.555823;-0.853246;0.093209;0.520086;
20.712737;0.495569;-0.209545;1.018317;-0.559171;-0.851056;0.095252;0.519715;
20.713362;0.495569;-0.209544;1.018317;-0.560842;-0.849956;0.096274;0.519527;
20.714613;0.495570;-0.209543;1.018317;-0.564177;-0.847747;0.098315;0.519144;
20.715238;0.495570;-0.209543;1.018318;-0.565841;-0.846637;0.099335;0.518950;
20.716489;0.495570;-0.209542;1.018318;-0.569163;-0.844408;0.101374;0.518555;
20.717114;0.495570;-0.209541;1.018318;-0.570821;-0.843288;0.102392;0.518355;
20.718365;0.495570;-0.209541;1.018318;-0.574130;-0.841039;0.104429;0.517948;
20.718990;0.495570;-0.209540;1.018318;-0.575781;-0.839910;0.105446;0.517742;
20.720240;0.495571;-0.209539;1.018319;-0.579076;-0.837642;0.107480;0.517323;
20.720866;0.495571;-0.209539;1.018319;-0.580720;-0.836503;0.108497;0.517111;
20.722116;0.495571;-0.209538;1.018319;-0.584002;-0.834215;0.110528;0.516680;
20.722741;0.495571;-0.209538;1.018319;-0.585640;-0.833066;0.111543;0.516462;
20.723992;0.495571;-0.209537;1.018319;-0.588908;-0.830759;0.113572;0.516019;
20.724617;0.495571;-0.209537;1.018319;-0.590539;-0.829601;0.114586;0.515795;
20.725868;0.495572;-0.209536;1.018320;-0.593794;-0.827275;0.116612;0.515340;
20.726493;0.495572;-0.209535;1.018320;-0.595418;-0.826107;0.117624;0.515110;
20.727744;0.495572;-0.209535;1.018320;-0.598659;-0.823761;0.119648;0.514644;
20.728369;0.495572;-0.209534;1.018320;-0.600276;-0.822584;0.120659;0.514407;
20.729619;0.495572;-0.209534;1.018320;-0.603503;-0.820220;0.122680;0.513929;
20.730245;0.495572;-0.209533;1.018320;-0.605113;-0.819033;0.123689;0.513687;
20.731495;0.495573;-0.209532;1.018321;-0.608326;-0.816649;0.125707;0.513197;
20.732120;0.495573;-0.209532;1.018321;-0.609929;-0.815453;0.126715;0.512949;
20.733371;0.495573;-0.209531;1.018321;-0.613128;-0.813050;0.128730;0.512446;
20.733996;0.495573;-0.209531;1.018321;-0.614724;-0.811845;0.129737;0.512192;
20.735247;0.495573;-0.209530;1.018321;-0.617909;-0.809423;0.131749;0.511678;
20.735872;0.495573;-0.209530;1.018321;-0.619498;-0.808208;0.132754;0.511418;
20.737123;0.495574;-0.209529;1.018321;-0.622668;-0.805768;0.134763;0.510893;
20.737748;0.495574;-0.209529;1.018322;-0.624250;-0.804544;0.135766;0.510627;
20.738998;0.495574;-0.209528;1.018322;-0.627406;-0.802085;0.137772;0.510089;
20.739624;0.495574;-0.209528;1.018322;-0.628981;-0.800851;0.138774;0.509817;
20.740874;0.495574;-0.209527;1.018322;-0.632122;-0.798374;0.140776;0.509268;
20.741499;0.495574;-0.209527;1.018322;-0.633689;-0.797131;0.141777;0.508990;
20.742750;0.495574;-0.209526;1.018322;-0.636816;-0.794636;0.143776;0.508429;
20.743375;0.495575;-0.209526;1.018322;-0.638376;-0.793383;0.144775;0.508145;
20.744626;0.495575;-0.209525;1.018323;-0.641488;-0.790869;0.146770;0.507572;
20.745251;0.495575;-0.209525;1.018323;-0.643040;-0.789608;0.147768;0.507283;
20.746502;0.495575;-0.209524;1.018323;-0.646137;-0.787075;0.149760;0.506698;
20.747127;0.495575;-0.209524;1.018323;-0.647682;-0.785805;0.150755;0.506403;
20.748377;0.495575;-0.209523;1.018323;-0.650765;-0.783254;0.152744;0.505806;
20.749003;0.495576;-0.209523;1.018323;-0.652302;-0.781975;0.153738;0.505505;
20.750253;0.495576;-0.209522;1.018323;-0.655369;-0.779406;0.155723;0.504897;
20.750878;0.495576;-0.209522;1.018323;-0.656899;-0.778117;0.156715;0.504590;
20.752129;0.495576;-0.209521;1.018324;-0.659951;-0.775531;0.158696;0.503970;
20.752754;0.495576;-0.209521;1.018324;-0.661473;-0.774233;0.159686;0.503657;
20.754005;0.495576;-0.209521;1.018324;-0.664510;-0.771628;0.161664;0.503026;
20.754630;0.495577;-0.209520;1.018324;-0.666024;-0.770322;0.162652;0.502707;
20.755880;0.495577;-0.209520;1.018324;-0.669045;-0.767699;0.164627;0.502064;
20.756506;0.495577;-0.209519;1.018324;-0.670552;-0.766384;0.165613;0.501739;
20.757756;0.495577;-0.209519;1.018324;-0.673558;-0.763744;0.167583;0.501084;
20.758382;0.495577;-0.209518;1.018324;-0.675057;-0.762419;0.168568;0.500754;
20.759632;0.495577;-0.209518;1.018325;-0.678047;-0.759761;0.170534;0.500088;
20.760257;0.495578;-0.209518;1.018325;-0.679538;-0.758428;0.171516;0.499752;
20.761508;0.495578;-0.209517;1.018325;-0.682513;-0.755753;0.173479;0.499074;
20.762133;0.495578;-0.209517;1.018325;-0.683996;-0.754410;0.174459;0.498732;
20.763384;0.495578;-0.209516;1.018325;-0.686955;-0.751718;0.176418;0.498042;
20.764009;0.495578;-0.209516;1.018325;-0.688430;-0.750367;0.177396;0.497695;
20.765259;0.495578;-0.209516;1.018325;-0.691373;-0.747657;0.179350;0.496994;
20.765885;0.495579;-0.209515;1.018325;-0.692840;-0.746297;0.180326;0.496640;
20.767135;0.495579;-0.209515;1.018325;-0.695767;-0.743570;0.182277;0.495928;
20.767761;0.495579;-0.209515;1.018326;-0.697226;-0.742201;0.183251;0.495569;
20.769011;0.495579;-0.209514;1.018326;-0.700136;-0.739457;0.185197;0.494845;
20.769636;0.495579;-0.209514;1.018326;-0.701588;-0.738080;0.186168;0.494480;
20.770887;0.495579;-0.209513;1.018326;-0.704482;-0.735318;0.188110;0.493744;
20.771512;0.495579;-0.209513;1.018326;-0.705925;-0.733933;0.189080;0.493374;
20.772763;0.495580;-0.209513;1.018326;-0.708803;-0.731154;0.191017;0.492627;
20.773388;0.495580;-0.209512;1.018326;-0.710238;-0.729760;0.191985;0.492251;
20.774638;0.495580;-0.209512;1.018326;-0.713100;-0.726965;0.193917;0.491492;
20.775264;0.495580;-0.209512;1.018326;-0.714526;-0.725562;0.194883;0.491110;
20.776514;0.495580;-0.209511;1.018326;-0.717371;-0.722750;0.196811;0.490341;
20.777140;0.495580;-0.209511;1.018327;-0.718790;-0.721339;0.197774;0.489953;
20.778390;0.495581;-0.209511;1.018327;-0.721618;-0.718510;0.199698;0.489172;
20.779015;0.495581;-0.209510;1.018327;-0.723028;-0.717091;0.200659;0.488779;
20.780266;0.495581;-0.209510;1.018327;-0.725840;-0.714245;0.202578;0.487987;
20.780891;0.495581;-0.209510;1.018327;-0.727241;-0.712818;0.203536;0.487588;
20.782142;0.495581;-0.209509;1.018327;-0.730036;-0.709956;0.205450;0.486784;
20.782767;0.495581;-0.209509;1.018327;-0.731429;-0.708520;0.206406;0.486379;
20.784017;0.495582;-0.209509;1.018327;-0.734207;-0.705641;0.208316;0.485565;
20.784643;0.495582;-0.209508;1.018327;-0.735592;-0.704198;0.209270;0.485154;
20.785893;0.495582;-0.209508;1.018327;-0.738353;-0.701303;0.211174;0.484328;
20.786518;0.495582;-0.209508;1.018327;-0.739729;-0.699851;0.212126;0.483912;
20.787769;0.495582;-0.209507;1.018328;-0.742473;-0.696940;0.214025;0.483075;
20.788394;0.495582;-0.209507;1.018328;-0.743841;-0.695480;0.214974;0.482654;
20.789645;0.495583;-0.209507;1.018328;-0.746567;-0.692552;0.216869;0.481805;
20.790270;0.495583;-0.209507;1.018328;-0.747926;-0.691085;0.217815;0.481378;
20.791521;0.495583;-0.209506;1.018328;-0.750636;-0.688141;0.219705;0.480519;
20.792146;0.495583;-0.209506;1.018328;-0.751986;-0.686665;0.220649;0.480086;
20.793396;0.495583;-0.209506;1.018328;-0.754678;-0.683706;0.222533;0.479215;
20.794022;0.495583;-0.209506;1.018328;-0.756019;-0.682222;0.223475;0.478777;
20.795272;0.495584;-0.209505;1.018328;-0.758694;-0.679247;0.225354;0.477895;
20.795897;0.495584;-0.209505;1.018328;-0.760027;-0.677755;0.226293;0.477452;
20.797148;0.495584;-0.209505;1.018328;-0.762683;-0.674764;0.228167;0.476559;
20.797773;0.495584;-0.209505;1.018328;-0.764007;-0.673265;0.229103;0.476110;
20.799024;0.495584;-0.209504;1.018328;-0.766647;-0.670258;0.230972;0.475206;
20.799649;0.495584;-0.209504;1.018328;-0.767962;-0.668751;0.231905;0.474751;
20.800900;0.495585;-0.209504;1.018329;-0.770583;-0.665729;0.233769;0.473836;
20.801525;0.495585;-0.209504;1.018329;-0.771889;-0.664214;0.234699;0.473376;
20.802775;0.495585;-0.209503;1.018329;-0.774493;-0.661176;0.236557;0.472450;
20.803401;0.495585;-0.209503;1.018329;-0.775790;-0.659654;0.237485;0.471985;
20.804651;0.495585;-0.209503;1.018329;-0.778376;-0.656601;0.239338;0.471048;
20.805276;0.495585;-0.209503;1.018329;-0.779664;-0.655071;0.240263;0.470577;
20.806527;0.495586;-0.209502;1.018329;-0.782232;-0.652003;0.242110;0.469629;
20.807152;0.495586;-0.209502;1.018329;-0.783511;-0.650465;0.243032;0.469153;
20.808403;0.495586;-0.209502;1.018329;-0.786060;-0.647382;0.244874;0.468194;
20.809028;0.495586;-0.209502;1.018329;-0.787331;-0.645837;0.245793;0.467712;
20.810279;0.495586;-0.209502;1.018329;-0.789862;-0.642738;0.247629;0.466743;
20.810904;0.495586;-0.209501;1.018329;-0.791123;-0.641186;0.248546;0.466255;
20.812154;0.495587;-0.209501;1.018329;-0.793636;-0.638073;0.250376;0.465275;
20.812780;0.495587;-0.209501;1.018329;-0.794888;-0.636513;0.251289;0.464783;
20.814030;0.495587;-0.209501;1.018329;-0.797382;-0.633385;0.253114;0.463792;
20.814655;0.495587;-0.209501;1.018329;-0.798625;-0.631817;0.254024;0.463293;
20.815906;0.495587;-0.209500;1.018329;-0.801101;-0.628675;0.255843;0.462292;
20.816531;0.495587;-0.209500;1.018330;-0.802334;-0.627100;0.256750;0.461788;
20.817782;0.495588;-0.209500;1.018330;-0.804792;-0.623944;0.258563;0.460776;
20.818407;0.495588;-0.209500;1.018330;-0.806016;-0.622361;0.259468;0.460267;
20.819658;0.495588;-0.209500;1.018330;-0.808455;-0.619190;0.261274;0.459244;
20.820283;0.495588;-0.209500;1.018330;-0.809669;-0.617601;0.262176;0.458730;
20.821533;0.495588;-0.209499;1.018330;-0.812089;-0.614415;0.263976;0.457697;
20.822159;0.495588;-0.209499;1.018330;-0.813295;-0.612819;0.264875;0.457177;
20.823409;0.495589;-0.209499;1.018330;-0.815696;-0.609619;0.266669;0.456133;
20.824034;0.495589;-0.209499;1.018330;-0.816892;-0.608016;0.267565;0.455608;
20.825285;0.495589;-0.209499;1.018330;-0.819274;-0.604802;0.269353;0.454553;
20.825910;0.495589;-0.209499;1.018330;-0.820461;-0.603191;0.270246;0.454023;
20.827161;0.495589;-0.209498;1.018330;-0.822824;-0.599964;0.272027;0.452958;
20.827786;0.495589;-0.209498;1.018330;-0.824001;-0.598346;0.272917;0.452423;
20.829037;0.495590;-0.209498;1.018330;-0.826346;-0.595104;0.274692;0.451347;
20.829662;0.495590;-0.209498;1.018330;-0.827513;-0.593480;0.275579;0.450807;
20.830912;0.495590;-0.209498;1.018330;-0.829838;-0.590224;0.277348;0.449721;
20.831538;0.495590;-0.209498;1.018330;-0.830996;-0.588593;0.278231;0.449175;
20.832788;0.495590;-0.209498;1.018330;-0.833302;-0.585324;0.279993;0.448078;
20.833413;0.495590;-0.209498;1.018330;-0.834450;-0.583686;0.280873;0.447528;
20.834664;0.495591;-0.209497;1.018330;-0.836737;-0.580403;0.282629;0.446421;
20.835289;0.495591;-0.209497;1.018330;-0.837875;-0.578759;0.283506;0.445865;
20.836540;0.495591;-0.209497;1.018330;-0.840142;-0.575463;0.285256;0.444747;
20.837165;0.495591;-0.209497;1.018330;-0.841271;-0.573811;0.286129;0.444186;
20.838415;0.495591;-0.209497;1.018330;-0.843519;-0.570502;0.287872;0.443059;
20.839041;0.495591;-0.209497;1.018330;-0.844638;-0.568844;0.288742;0.442492;
20.840291;0.495592;-0.209497;1.018330;-0.846866;-0.565521;0.290478;0.441355;
20.840917;0.495592;-0.209497;1.018330;-0.847976;-0.563857;0.291345;0.440783;
20.842167;0.495592;-0.209497;1.018330;-0.850184;-0.560521;0.293074;0.439635;
20.842792;0.495592;-0.209497;1.018330;-0.851284;-0.558850;0.293937;0.439059;
20.844043;0.495592;-0.209496;1.018331;-0.853473;-0.555501;0.295660;0.437901;
20.844668;0.495592;-0.209496;1.018331;-0.854562;-0.553824;0.296520;0.437319;
20.845919;0.495593;-0.209496;1.018331;-0.856731;-0.550462;0.298236;0.436151;
20.846544;0.495593;-0.209496;1.018331;-0.857811;-0.548778;0.299092;0.435564;
20.847794;0.495593;-0.209496;1.018331;-0.859960;-0.545404;0.300801;0.434386;
20.848420;0.495593;-0.209496;1.018331;-0.861030;-0.543714;0.301654;0.433794;
20.849670;0.495593;-0.209496;1.018331;-0.863159;-0.540327;0.303356;0.432606;
20.850296;0.495593;-0.209496;1.018331;-0.864219;-0.538630;0.304206;0.432009;
20.851546;0.495594;-0.209496;1.018331;-0.866329;-0.535231;0.305901;0.430810;
20.852171;0.495594;-0.209496;1.018331;-0.867378;-0.533528;0.306746;0.430209;
20.853422;0.495594;-0.209496;1.018331;-0.869468;-0.530117;0.308434;0.429000;
20.854047;0.495594;-0.209496;1.018331;-0.870507;-0.528408;0.309277;0.428394;
20.855298;0.495594;-0.209496;1.018331;-0.872576;-0.524984;0.310957;0.427175;
20.855923;0.495594;-0.209496;1.018331;-0.873606;-0.523269;0.311796;0.426564;
20.857173;0.495595;-0.209496;1.018331;-0.875655;-0.519833;0.313470;0.425336;
20.857799;0.495595;-0.209496;1.018331;-0.876674;-0.518112;0.314305;0.424719;
20.859049;0.495595;-0.209496;1.018331;-0.878703;-0.514664;0.315971;0.423481;
20.859674;0.495595;-0.209495;1.018331;-0.879712;-0.512937;0.316802;0.422860;
20.860925;0.495595;-0.209495;1.018331;-0.881721;-0.509477;0.318461;0.421612;
20.861550;0.495595;-0.209495;1.018331;-0.882720;-0.507744;0.319289;0.420986;
20.862801;0.495596;-0.209495;1.018331;-0.884708;-0.504272;0.320940;0.419728;
20.863426;0.495596;-0.209495;1.018331;-0.885696;-0.502533;0.321764;0.419097;
20.864677;0.495596;-0.209495;1.018331;-0.887664;-0.499050;0.323409;0.417830;
20.865302;0.495596;-0.209495;1.018331;-0.888642;-0.497305;0.324229;0.417194;
20.866552;0.495596;-0.209495;1.018331;-0.890589;-0.493810;0.325866;0.415917;
20.867178;0.495596;-0.209495;1.018331;-0.891558;-0.492060;0.326682;0.415276;
20.868428;0.495597;-0.209495;1.018331;-0.893484;-0.488553;0.328311;0.413989;
20.869053;0.495597;-0.209495;1.018331;-0.894442;-0.486797;0.329124;0.413344;
20.870304;0.495597;-0.209495;1.018331;-0.896347;-0.483280;0.330745;0.412048;
20.870929;0.495597;-0.209495;1.018331;-0.897295;-0.481518;0.331554;0.411397;
20.872180;0.495597;-0.209495;1.018331;-0.899180;-0.477989;0.333168;0.410092;
20.872805;0.495597;-0.209495;1.018331;-0.900117;-0.476222;0.333973;0.409436;
20.874056;0.495598;-0.209495;1.018331;-0.901981;-0.472682;0.335579;0.408121;
20.874681;0.495598;-0.209495;1.018331;-0.902907;-0.470910;0.336380;0.407461;
20.875931;0.495598;-0.209495;1.018331;-0.904750;-0.467359;0.337979;0.406137;
20.876557;0.495598;-0.209495;1.018331;-0.905667;-0.465581;0.338776;0.405472;
20.877807;0.495598;-0.209495;1.018331;-0.907489;-0.462019;0.340366;0.404138;
20.878432;0.495598;-0.209495;1.018331;-0.908395;-0.460236;0.341160;0.403469;
20.879683;0.495599;-0.209495;1.018331;-0.910196;-0.456663;0.342742;0.402126;
20.880308;0.495599;-0.209495;1.018331;-0.911091;-0.454875;0.343532;0.401452;
20.881559;0.495599;-0.209495;1.018331;-0.912871;-0.451292;0.345106;0.400099;
20.882184;0.495599;-0.209495;1.018331;-0.913756;-0.449498;0.345892;0.399421;
20.883435;0.495599;-0.209495;1.018331;-0.915514;-0.445904;0.347458;0.398059;
20.884060;0.495599;-0.209495;1.018331;-0.916389;-0.444105;0.348240;0.397376;
20.885310;0.495600;-0.209495;1.018331;-0.918126;-0.440502;0.349798;0.396005;
20.885936;0.495600;-0.209495;1.018331;-0.918990;-0.438697;0.350575;0.395317;
20.887186;0.495600;-0.209496;1.018331;-0.920706;-0.435084;0.352126;0.393937;
20.887811;0.495600;-0.209496;1.018331;-0.921559;-0.433274;0.352899;0.393244;
20.889062;0.495600;-0.209496;1.018331;-0.923254;-0.429650;0.354442;0.391855;
20.889687;0.495600;-0.209496;1.018331;-0.924096;-0.427836;0.355211;0.391158;
20.890938;0.495601;-0.209496;1.018331;-0.925770;-0.424202;0.356745;0.389760;
20.891563;0.495601;-0.209496;1.018331;-0.926601;-0.422383;0.357510;0.389058;
20.892814;0.495601;-0.209496;1.018331;-0.928253;-0.418740;0.359036;0.387651;
20.893439;0.495601;-0.209496;1.018331;-0.929074;-0.416915;0.359797;0.386945;
20.894689;0.495601;-0.209496;1.018331;-0.930705;-0.413262;0.361314;0.385529;
20.895315;0.495601;-0.209496;1.018331;-0.931515;-0.411433;0.362071;0.384818;
20.896565;0.495602;-0.209496;1.018331;-0.933124;-0.407771;0.363580;0.383393;
20.897190;0.495602;-0.209496;1.018330;-0.933923;-0.405937;0.364332;0.382678;
20.898441;0.495602;-0.209496;1.018330;-0.935511;-0.402265;0.365833;0.381244;
20.899066;0.495602;-0.209496;1.018330;-0.936299;-0.400426;0.366581;0.380525;
20.900317;0.495602;-0.209496;1.018330;-0.937865;-0.396745;0.368074;0.379082;
20.900942;0.495602;-0.209496;1.018330;-0.938642;-0.394902;0.368818;0.378358;
20.902193;0.495603;-0.209496;1.018330;-0.940186;-0.391211;0.370301;0.376907;
20.902818;0.495603;-0.209497;1.018330;-0.940953;-0.389364;0.371041;0.376179;
20.904068;0.495603;-0.209497;1.018330;-0.942475;-0.385664;0.372516;0.374718;
20.904694;0.495603;-0.209497;1.018330;-0.943231;-0.383812;0.373252;0.373986;
20.905944;0.495603;-0.209497;1.018330;-0.944732;-0.380103;0.374718;0.372517;
20.906569;0.495603;-0.209497;1.018330;-0.945476;-0.378247;0.375449;0.371780;
20.907820;0.495604;-0.209497;1.018330;-0.946955;-0.374530;0.376907;0.370303;
20.908445;0.495604;-0.209497;1.018330;-0.947689;-0.372669;0.377634;0.369562;
20.909696;0.495604;-0.209497;1.018330;-0.949146;-0.368943;0.379083;0.368075;
20.910321;0.495604;-0.209497;1.018330;-0.949869;-0.367078;0.379805;0.367330;
20.911571;0.495604;-0.209497;1.018330;-0.951303;-0.363343;0.381246;0.365835;
20.912197;0.495604;-0.209497;1.018330;-0.952015;-0.361474;0.381964;0.365086;
20.913447;0.495605;-0.209498;1.018330;-0.953428;-0.357731;0.383395;0.363583;
20.914073;0.495605;-0.209498;1.018330;-0.954129;-0.355858;0.384109;0.362829;
20.915323;0.495605;-0.209498;1.018330;-0.955519;-0.352106;0.385531;0.361317;
20.915948;0.495605;-0.209498;1.018330;-0.956209;-0.350229;0.386240;0.360560;
20.917199;0.495605;-0.209498;1.018330;-0.957578;-0.346469;0.387654;0.359040;
20.917824;0.495605;-0.209498;1.018330;-0.958256;-0.344588;0.388359;0.358278;
20.919075;0.495606;-0.209498;1.018330;-0.959603;-0.340821;0.389763;0.356749;
20.919700;0.495606;-0.209498;1.018330;-0.960270;-0.338935;0.390464;0.355983;
20.920950;0.495606;-0.209498;1.018330;-0.961594;-0.335160;0.391859;0.354447;
20.921576;0.495606;-0.209498;1.018330;-0.962251;-0.333270;0.392555;0.353676;
20.922826;0.495606;-0.209499;1.018330;-0.963552;-0.329487;0.393941;0.352132;
20.923452;0.495606;-0.209499;1.018330;-0.964198;-0.327594;0.394632;0.351357;
20.924702;0.495607;-0.209499;1.018330;-0.965477;-0.323804;0.396010;0.349805;
20.925327;0.495607;-0.209499;1.018330;-0.966111;-0.321907;0.396696;0.349026;
20.926578;0.495607;-0.209499;1.018330;-0.967369;-0.318109;0.398065;0.347465;
20.927203;0.495607;-0.209499;1.018330;-0.967992;-0.316208;0.398746;0.346683;
20.928454;0.495607;-0.209499;1.018329;-0.969226;-0.312402;0.400105;0.345114;
20.929079;0.495607;-0.209499;1.018329;-0.969838;-0.310498;0.400783;0.344327;
20.930329;0.495607;-0.209500;1.018329;-0.971050;-0.306686;0.402133;0.342750;
20.930955;0.495608;-0.209500;1.018329;-0.971651;-0.304778;0.402805;0.341960;
20.932205;0.495608;-0.209500;1.018329;-0.972841;-0.300958;0.404146;0.340375;
20.932831;0.495608;-0.209500;1.018329;-0.973430;-0.299046;0.404813;0.339581;
20.934081;0.495608;-0.209500;1.018329;-0.974597;-0.295220;0.406145;0.337988;
20.934706;0.495608;-0.209500;1.018329;-0.975175;-0.293305;0.406808;0.337190;
20.935957;0.495608;-0.209501;1.018329;-0.976320;-0.289472;0.408130;0.335589;
20.936582;0.495609;-0.209501;1.018329;-0.976887;-0.287553;0.408788;0.334787;
20.937833;0.495609;-0.209501;1.018329;-0.978009;-0.283713;0.410100;0.333179;
20.938458;0.495609;-0.209501;1.018329;-0.978564;-0.281792;0.410754;0.332373;
20.939708;0.495609;-0.209501;1.018329;-0.979663;-0.277945;0.412057;0.330757;
20.940334;0.495609;-0.209501;1.018329;-0.980207;-0.276020;0.412706;0.329947;
20.941584;0.495609;-0.209501;1.018329;-0.981284;-0.272167;0.413999;0.328323;
20.942209;0.495610;-0.209502;1.018329;-0.981817;-0.270239;0.414643;0.327509;
20.943460;0.495610;-0.209502;1.018329;-0.982871;-0.266380;0.415927;0.325878;
20.944085;0.495610;-0.209502;1.018329;-0.983392;-0.264449;0.416566;0.325061;
20.945336;0.495610;-0.209502;1.018329;-0.984423;-0.260583;0.417840;0.323422;
20.945961;0.495610;-0.209502;1.018329;-0.984933;-0.258649;0.418475;0.322601;
20.947212;0.495610;-0.209502;1.018329;-0.985942;-0.254778;0.419739;0.320955;
20.947837;0.495611;-0.209503;1.018329;-0.986440;-0.252840;0.420369;0.320130;
20.949087;0.495611;-0.209503;1.018328;-0.987426;-0.248963;0.421623;0.318476;
20.949713;0.495611;-0.209503;1.018328;-0.987913;-0.247023;0.422248;0.317647;
20.950963;0.495611;-0.209503;1.018328;-0.988876;-0.243140;0.423493;0.315986;
20.951588;0.495611;-0.209503;1.018328;-0.989352;-0.241197;0.424113;0.315154;
20.952839;0.495611;-0.209503;1.018328;-0.990291;-0.237309;0.425348;0.313486;
20.953464;0.495612;-0.209504;1.018328;-0.990756;-0.235363;0.425963;0.312650;
20.954715;0.495612;-0.209504;1.018328;-0.991673;-0.231469;0.427188;0.310974;
20.955340;0.495612;-0.209504;1.018328;-0.992125;-0.229520;0.427798;0.310135;
20.956591;0.495612;-0.209504;1.018328;-0.993019;-0.225621;0.429014;0.308452;
20.957216;0.495612;-0.209504;1.018328;-0.993460;-0.223670;0.429619;0.307609;
20.958466;0.495612;-0.209505;1.018328;-0.994331;-0.219765;0.430824;0.305919;
20.959092;0.495613;-0.209505;1.018328;-0.994761;-0.217812;0.431424;0.305072;
20.960342;0.495613;-0.209505;1.018328;-0.995609;-0.213902;0.432620;0.303375;
20.960967;0.495613;-0.209505;1.018328;-0.996027;-0.211946;0.433215;0.302525;
20.962218;0.495613;-0.209505;1.018328;-0.996852;-0.208031;0.434400;0.300821;
20.962843;0.495613;-0.209505;1.018328;-0.997259;-0.206073;0.434990;0.299967;
20.964094;0.495613;-0.209506;1.018328;-0.998061;-0.202153;0.436166;0.298257;
20.964719;0.495613;-0.209506;1.018328;-0.998456;-0.200192;0.436751;0.297399;
20.965970;0.495614;-0.209506;1.018327;-0.999234;-0.196268;0.437916;0.295682;
20.966595;0.495614;-0.209506;1.018327;-0.999618;-0.194305;0.438496;0.294821;
20.967845;0.495614;-0.209507;1.018327;-1.000374;-0.190377;0.439651;0.293096;
20.968471;0.495614;-0.209507;1.018327;-1.000746;-0.188411;0.440226;0.292232;
20.969721;0.495614;-0.209507;1.018327;-1.001478;-0.184478;0.441371;0.290501;
20.970346;0.495614;-0.209507;1.018327;-1.001838;-0.182511;0.441941;0.289634;
