time;NETWORK_Load_P;NETWORK_Load_Q;Load2_load_PPu;Load2_load_QPu;Load2_load_zP;Load2_load_zQ;Load2_load_zPRaw;Load2_load_zQRaw;
4.600000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
4.700000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
4.800000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
4.900000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.000000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.100000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.200000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.300000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.400000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.500000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.600000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.700000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.800000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
5.900000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.000000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.100000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.200000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.300000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.400000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.500000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.600000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.700000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.800000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
6.900000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.000000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.100000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.200000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.300000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.400000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.500000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.600000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.700000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.800000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
7.900000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.000000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.100000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.200000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.300000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.400000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.500000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.600000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.700000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.800000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
8.900000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.000000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.100000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.200000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.300000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.400000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.500000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.600000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.700000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.800000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
9.900000;0.053545;0.014565;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
10.000000;0.000000;0.000000;0.019478;0.009709;1.000000;1.000000;1.000000;1.000000;
10.000000;0.000000;0.000000;0.019998;0.010234;1.000000;1.000000;1.000000;1.000000;
10.100000;0.000000;0.000000;0.019997;0.010233;0.999970;0.999940;0.999970;0.999940;
10.200000;0.000000;0.000000;0.019996;0.010232;0.999941;0.999880;0.999941;0.999880;
10.300000;0.000000;0.000000;0.019995;0.010232;0.999911;0.999820;0.999911;0.999820;
10.400000;0.000000;0.000000;0.019995;0.010231;0.999882;0.999761;0.999882;0.999761;
10.500000;0.000000;0.000000;0.019994;0.010230;0.999852;0.999701;0.999852;0.999701;
10.600000;0.000000;0.000000;0.019994;0.010230;0.999823;0.999641;0.999823;0.999641;
10.700000;0.000000;0.000000;0.019993;0.010229;0.999794;0.999582;0.999794;0.999582;
10.800000;0.000000;0.000000;0.019993;0.010229;0.999764;0.999522;0.999764;0.999522;
10.900000;0.000000;0.000000;0.019992;0.010228;0.999735;0.999463;0.999735;0.999463;
11.000000;0.000000;0.000000;0.019991;0.010228;0.999706;0.999404;0.999706;0.999404;
11.100000;0.000000;0.000000;0.019991;0.010227;0.999676;0.999344;0.999676;0.999344;
11.200000;0.000000;0.000000;0.019990;0.010226;0.999647;0.999285;0.999647;0.999285;
11.300000;0.000000;0.000000;0.019990;0.010226;0.999618;0.999226;0.999618;0.999226;
11.400000;0.000000;0.000000;0.019989;0.010225;0.999589;0.999167;0.999589;0.999167;
11.500000;0.000000;0.000000;0.019989;0.010225;0.999560;0.999108;0.999560;0.999108;
11.600000;0.000000;0.000000;0.019988;0.010224;0.999531;0.999049;0.999531;0.999049;
11.700000;0.000000;0.000000;0.019987;0.010223;0.999502;0.998990;0.999502;0.998990;
11.800000;0.000000;0.000000;0.019987;0.010223;0.999472;0.998931;0.999472;0.998931;
11.900000;0.000000;0.000000;0.019986;0.010222;0.999443;0.998872;0.999443;0.998872;
12.000000;0.000000;0.000000;0.019986;0.010222;0.999415;0.998814;0.999415;0.998814;
12.100000;0.000000;0.000000;0.019985;0.010221;0.999386;0.998755;0.999386;0.998755;
12.200000;0.000000;0.000000;0.019985;0.010221;0.999357;0.998697;0.999357;0.998697;
12.300000;0.000000;0.000000;0.019984;0.010220;0.999328;0.998638;0.999328;0.998638;
12.400000;0.000000;0.000000;0.019984;0.010219;0.999299;0.998580;0.999299;0.998580;
12.500000;0.000000;0.000000;0.019983;0.010219;0.999270;0.998521;0.999270;0.998521;
12.600000;0.000000;0.000000;0.019982;0.010218;0.999241;0.998463;0.999241;0.998463;
12.700000;0.000000;0.000000;0.019982;0.010218;0.999213;0.998405;0.999213;0.998405;
12.800000;0.000000;0.000000;0.019981;0.010217;0.999184;0.998347;0.999184;0.998347;
12.900000;0.000000;0.000000;0.019981;0.010216;0.999155;0.998289;0.999155;0.998289;
13.000000;0.000000;0.000000;0.019980;0.010216;0.999127;0.998231;0.999127;0.998231;
13.100000;0.000000;0.000000;0.019980;0.010215;0.999098;0.998173;0.999098;0.998173;
13.200000;0.000000;0.000000;0.019979;0.010215;0.999069;0.998115;0.999069;0.998115;
13.300000;0.000000;0.000000;0.019979;0.010214;0.999041;0.998057;0.999041;0.998057;
13.400000;0.000000;0.000000;0.019978;0.010214;0.999012;0.997999;0.999012;0.997999;
13.500000;0.000000;0.000000;0.019977;0.010213;0.998984;0.997942;0.998984;0.997942;
13.600000;0.000000;0.000000;0.019977;0.010212;0.998955;0.997884;0.998955;0.997884;
13.700000;0.000000;0.000000;0.019976;0.010212;0.998927;0.997827;0.998927;0.997827;
13.800000;0.000000;0.000000;0.019976;0.010211;0.998899;0.997769;0.998899;0.997769;
13.900000;0.000000;0.000000;0.019975;0.010211;0.998870;0.997712;0.998870;0.997712;
14.000000;0.000000;0.000000;0.019975;0.010210;0.998842;0.997654;0.998842;0.997654;
14.100000;0.000000;0.000000;0.019974;0.010210;0.998814;0.997597;0.998814;0.997597;
14.200000;0.000000;0.000000;0.019974;0.010209;0.998785;0.997540;0.998785;0.997540;
14.300000;0.000000;0.000000;0.019973;0.010208;0.998757;0.997483;0.998757;0.997483;
14.400000;0.000000;0.000000;0.019973;0.010208;0.998729;0.997425;0.998729;0.997425;
14.500000;0.000000;0.000000;0.019972;0.010207;0.998701;0.997368;0.998701;0.997368;
14.600000;0.000000;0.000000;0.019971;0.010207;0.998672;0.997311;0.998672;0.997311;
14.700000;0.000000;0.000000;0.019971;0.010206;0.998644;0.997255;0.998644;0.997255;
14.800000;0.000000;0.000000;0.019970;0.010206;0.998616;0.997198;0.998616;0.997198;
14.900000;0.000000;0.000000;0.019970;0.010205;0.998588;0.997141;0.998588;0.997141;
15.000000;0.000000;0.000000;0.019969;0.010205;0.998560;0.997084;0.998560;0.997084;
15.100000;0.000000;0.000000;0.019969;0.010204;0.998532;0.997028;0.998532;0.997028;
15.200000;0.000000;0.000000;0.019968;0.010203;0.998504;0.996971;0.998504;0.996971;
15.300000;0.000000;0.000000;0.019968;0.010203;0.998476;0.996915;0.998476;0.996915;
15.400000;0.000000;0.000000;0.019967;0.010202;0.998448;0.996858;0.998448;0.996858;
15.500000;0.000000;0.000000;0.019967;0.010202;0.998421;0.996802;0.998421;0.996802;
15.600000;0.000000;0.000000;0.019966;0.010201;0.998393;0.996745;0.998393;0.996745;
15.700000;0.000000;0.000000;0.019965;0.010201;0.998365;0.996689;0.998365;0.996689;
15.800000;0.000000;0.000000;0.019965;0.010200;0.998337;0.996633;0.998337;0.996633;
15.900000;0.000000;0.000000;0.019964;0.010199;0.998309;0.996577;0.998309;0.996577;
16.000000;0.000000;0.000000;0.019964;0.010199;0.998282;0.996521;0.998282;0.996521;
16.100000;0.000000;0.000000;0.019963;0.010198;0.998254;0.996465;0.998254;0.996465;
16.200000;0.000000;0.000000;0.019963;0.010198;0.998226;0.996409;0.998226;0.996409;
16.300000;0.000000;0.000000;0.019962;0.010197;0.998199;0.996353;0.998199;0.996353;
16.400000;0.000000;0.000000;0.019962;0.010197;0.998171;0.996297;0.998171;0.996297;
16.500000;0.000000;0.000000;0.019961;0.010196;0.998144;0.996241;0.998144;0.996241;
16.600000;0.000000;0.000000;0.019961;0.010196;0.998116;0.996186;0.998116;0.996186;
16.700000;0.000000;0.000000;0.019960;0.010195;0.998089;0.996130;0.998089;0.996130;
16.800000;0.000000;0.000000;0.019960;0.010195;0.998061;0.996074;0.998061;0.996074;
16.900000;0.000000;0.000000;0.019959;0.010194;0.998034;0.996019;0.998034;0.996019;
17.000000;0.000000;0.000000;0.019959;0.010193;0.998006;0.995964;0.998006;0.995964;
17.100000;0.000000;0.000000;0.019958;0.010193;0.997979;0.995908;0.997979;0.995908;
17.200000;0.000000;0.000000;0.019957;0.010192;0.997951;0.995853;0.997951;0.995853;
17.300000;0.000000;0.000000;0.019957;0.010192;0.997924;0.995798;0.997924;0.995798;
17.400000;0.000000;0.000000;0.019956;0.010191;0.997897;0.995742;0.997897;0.995742;
17.500000;0.000000;0.000000;0.019956;0.010191;0.997870;0.995687;0.997870;0.995687;
17.600000;0.000000;0.000000;0.019955;0.010190;0.997842;0.995632;0.997842;0.995632;
17.700000;0.000000;0.000000;0.019955;0.010190;0.997815;0.995577;0.997815;0.995577;
17.800000;0.000000;0.000000;0.019954;0.010189;0.997788;0.995522;0.997788;0.995522;
17.900000;0.000000;0.000000;0.019954;0.010188;0.997761;0.995467;0.997761;0.995467;
18.000000;0.000000;0.000000;0.019953;0.010188;0.997734;0.995413;0.997734;0.995413;
18.100000;0.000000;0.000000;0.019953;0.010187;0.997707;0.995358;0.997707;0.995358;
18.200000;0.000000;0.000000;0.019952;0.010187;0.997680;0.995303;0.997680;0.995303;
18.300000;0.000000;0.000000;0.019952;0.010186;0.997653;0.995249;0.997653;0.995249;
18.400000;0.000000;0.000000;0.019951;0.010186;0.997626;0.995194;0.997626;0.995194;
18.500000;0.000000;0.000000;0.019951;0.010185;0.997599;0.995139;0.997599;0.995139;
18.600000;0.000000;0.000000;0.019950;0.010185;0.997572;0.995085;0.997572;0.995085;
18.700000;0.000000;0.000000;0.019950;0.010184;0.997545;0.995031;0.997545;0.995031;
18.800000;0.000000;0.000000;0.019949;0.010184;0.997518;0.994976;0.997518;0.994976;
18.900000;0.000000;0.000000;0.019949;0.010183;0.997491;0.994922;0.997491;0.994922;
19.000000;0.000000;0.000000;0.019948;0.010183;0.997464;0.994868;0.997464;0.994868;
19.100000;0.000000;0.000000;0.019947;0.010182;0.997438;0.994814;0.997438;0.994814;
19.200000;0.000000;0.000000;0.019947;0.010181;0.997411;0.994760;0.997411;0.994760;
19.300000;0.000000;0.000000;0.019946;0.010181;0.997384;0.994706;0.997384;0.994706;
19.400000;0.000000;0.000000;0.019946;0.010180;0.997357;0.994652;0.997357;0.994652;
19.500000;0.000000;0.000000;0.019945;0.010180;0.997331;0.994598;0.997331;0.994598;
19.600000;0.000000;0.000000;0.019945;0.010179;0.997304;0.994544;0.997304;0.994544;
19.700000;0.000000;0.000000;0.019944;0.010179;0.997277;0.994490;0.997277;0.994490;
19.800000;0.000000;0.000000;0.019944;0.010178;0.997251;0.994437;0.997251;0.994437;
19.900000;0.000000;0.000000;0.019943;0.010178;0.997224;0.994383;0.997224;0.994383;
20.000000;0.000000;0.000000;0.019943;0.010177;0.997198;0.994329;0.997198;0.994329;
20.100000;0.000000;0.000000;0.019942;0.010177;0.997171;0.994276;0.997171;0.994276;
20.200000;0.000000;0.000000;0.019942;0.010176;0.997145;0.994222;0.997145;0.994222;
20.300000;0.000000;0.000000;0.019941;0.010176;0.997118;0.994169;0.997118;0.994169;
20.400000;0.000000;0.000000;0.019941;0.010175;0.997092;0.994116;0.997092;0.994116;
20.500000;0.000000;0.000000;0.019940;0.010175;0.997066;0.994062;0.997066;0.994062;
20.600000;0.000000;0.000000;0.019940;0.010174;0.997039;0.994009;0.997039;0.994009;
20.700000;0.000000;0.000000;0.019939;0.010173;0.997013;0.993956;0.997013;0.993956;
20.800000;0.000000;0.000000;0.019939;0.010173;0.996987;0.993903;0.996987;0.993903;
20.900000;0.000000;0.000000;0.019938;0.010172;0.996960;0.993850;0.996960;0.993850;
21.000000;0.000000;0.000000;0.019938;0.010172;0.996934;0.993797;0.996934;0.993797;
21.100000;0.000000;0.000000;0.019937;0.010171;0.996908;0.993744;0.996908;0.993744;
21.200000;0.000000;0.000000;0.019937;0.010171;0.996882;0.993691;0.996882;0.993691;
21.300000;0.000000;0.000000;0.019936;0.010170;0.996856;0.993638;0.996856;0.993638;
21.400000;0.000000;0.000000;0.019936;0.010170;0.996830;0.993586;0.996830;0.993586;
21.500000;0.000000;0.000000;0.019935;0.010169;0.996804;0.993533;0.996804;0.993533;
21.600000;0.000000;0.000000;0.019935;0.010169;0.996777;0.993480;0.996777;0.993480;
21.700000;0.000000;0.000000;0.019934;0.010168;0.996751;0.993428;0.996751;0.993428;
21.800000;0.000000;0.000000;0.019934;0.010168;0.996725;0.993375;0.996725;0.993375;
21.900000;0.000000;0.000000;0.019933;0.010167;0.996700;0.993323;0.996700;0.993323;
22.000000;0.000000;0.000000;0.019933;0.010167;0.996674;0.993270;0.996674;0.993270;
22.100000;0.000000;0.000000;0.019932;0.010166;0.996648;0.993218;0.996648;0.993218;
22.200000;0.000000;0.000000;0.019932;0.010166;0.996622;0.993166;0.996622;0.993166;
22.300000;0.000000;0.000000;0.019931;0.010165;0.996596;0.993114;0.996596;0.993114;
22.400000;0.000000;0.000000;0.019931;0.010165;0.996570;0.993062;0.996570;0.993062;
22.500000;0.000000;0.000000;0.019930;0.010164;0.996544;0.993009;0.996544;0.993009;
22.600000;0.000000;0.000000;0.019930;0.010164;0.996519;0.992957;0.996519;0.992957;
22.700000;0.000000;0.000000;0.019929;0.010163;0.996493;0.992905;0.996493;0.992905;
22.800000;0.000000;0.000000;0.019929;0.010163;0.996467;0.992854;0.996467;0.992854;
22.900000;0.000000;0.000000;0.019928;0.010162;0.996441;0.992802;0.996441;0.992802;
23.000000;0.000000;0.000000;0.019928;0.010162;0.996416;0.992750;0.996416;0.992750;
23.100000;0.000000;0.000000;0.019927;0.010161;0.996390;0.992698;0.996390;0.992698;
23.200000;0.000000;0.000000;0.019927;0.010160;0.996365;0.992647;0.996365;0.992647;
23.300000;0.000000;0.000000;0.019926;0.010160;0.996339;0.992595;0.996339;0.992595;
23.400000;0.000000;0.000000;0.019926;0.010159;0.996313;0.992543;0.996313;0.992543;
23.500000;0.000000;0.000000;0.019925;0.010159;0.996288;0.992492;0.996288;0.992492;
23.600000;0.000000;0.000000;0.019925;0.010158;0.996262;0.992440;0.996262;0.992440;
23.700000;0.000000;0.000000;0.019924;0.010158;0.996237;0.992389;0.996237;0.992389;
23.800000;0.000000;0.000000;0.019924;0.010157;0.996212;0.992338;0.996212;0.992338;
23.900000;0.000000;0.000000;0.019923;0.010157;0.996186;0.992286;0.996186;0.992286;
24.000000;0.000000;0.000000;0.019923;0.010156;0.996161;0.992235;0.996161;0.992235;
24.100000;0.000000;0.000000;0.019922;0.010156;0.996135;0.992184;0.996135;0.992184;
24.200000;0.000000;0.000000;0.019922;0.010155;0.996110;0.992133;0.996110;0.992133;
24.300000;0.000000;0.000000;0.019921;0.010155;0.996085;0.992082;0.996085;0.992082;
24.400000;0.000000;0.000000;0.019921;0.010154;0.996060;0.992031;0.996060;0.992031;
24.500000;0.000000;0.000000;0.019920;0.010154;0.996034;0.991980;0.996034;0.991980;
24.600000;0.000000;0.000000;0.019920;0.010153;0.996009;0.991929;0.996009;0.991929;
24.700000;0.000000;0.000000;0.019919;0.010153;0.995984;0.991878;0.995984;0.991878;
24.800000;0.000000;0.000000;0.019919;0.010152;0.995959;0.991828;0.995959;0.991828;
24.900000;0.000000;0.000000;0.019918;0.010152;0.995934;0.991777;0.995934;0.991777;
25.000000;0.000000;0.000000;0.019918;0.010151;0.995909;0.991726;0.995909;0.991726;
25.100000;0.000000;0.000000;0.019917;0.010151;0.995884;0.991676;0.995884;0.991676;
25.200000;0.000000;0.000000;0.019917;0.010150;0.995859;0.991625;0.995859;0.991625;
25.300000;0.000000;0.000000;0.019916;0.010150;0.995834;0.991575;0.995834;0.991575;
25.400000;0.000000;0.000000;0.019916;0.010149;0.995809;0.991524;0.995809;0.991524;
25.500000;0.000000;0.000000;0.019915;0.010149;0.995784;0.991474;0.995784;0.991474;
25.600000;0.000000;0.000000;0.019915;0.010148;0.995759;0.991424;0.995759;0.991424;
25.700000;0.000000;0.000000;0.019914;0.010148;0.995734;0.991374;0.995734;0.991374;
25.800000;0.000000;0.000000;0.019914;0.010147;0.995709;0.991323;0.995709;0.991323;
25.900000;0.000000;0.000000;0.019914;0.010147;0.995684;0.991273;0.995684;0.991273;
26.000000;0.000000;0.000000;0.019913;0.010146;0.995659;0.991223;0.995659;0.991223;
26.100000;0.000000;0.000000;0.019913;0.010146;0.995634;0.991173;0.995634;0.991173;
26.200000;0.000000;0.000000;0.019912;0.010145;0.995610;0.991123;0.995610;0.991123;
26.300000;0.000000;0.000000;0.019912;0.010145;0.995585;0.991074;0.995585;0.991074;
26.400000;0.000000;0.000000;0.019911;0.010144;0.995560;0.991024;0.995560;0.991024;
26.500000;0.000000;0.000000;0.019911;0.010144;0.995536;0.990974;0.995536;0.990974;
26.600000;0.000000;0.000000;0.019910;0.010143;0.995511;0.990924;0.995511;0.990924;
26.700000;0.000000;0.000000;0.019910;0.010143;0.995486;0.990875;0.995486;0.990875;
26.800000;0.000000;0.000000;0.019909;0.010142;0.995462;0.990825;0.995462;0.990825;
26.900000;0.000000;0.000000;0.019909;0.010142;0.995437;0.990775;0.995437;0.990775;
27.000000;0.000000;0.000000;0.019908;0.010141;0.995413;0.990726;0.995413;0.990726;
27.100000;0.000000;0.000000;0.019908;0.010141;0.995388;0.990676;0.995388;0.990676;
27.200000;0.000000;0.000000;0.019907;0.010140;0.995364;0.990627;0.995364;0.990627;
27.300000;0.000000;0.000000;0.019907;0.010140;0.995339;0.990578;0.995339;0.990578;
27.400000;0.000000;0.000000;0.019906;0.010139;0.995315;0.990529;0.995315;0.990529;
27.500000;0.000000;0.000000;0.019906;0.010139;0.995290;0.990479;0.995290;0.990479;
27.600000;0.000000;0.000000;0.019905;0.010138;0.995266;0.990430;0.995266;0.990430;
27.700000;0.000000;0.000000;0.019905;0.010138;0.995242;0.990381;0.995242;0.990381;
27.800000;0.000000;0.000000;0.019904;0.010138;0.995217;0.990332;0.995217;0.990332;
27.900000;0.000000;0.000000;0.019904;0.010137;0.995193;0.990283;0.995193;0.990283;
28.000000;0.000000;0.000000;0.019904;0.010137;0.995169;0.990234;0.995169;0.990234;
28.100000;0.000000;0.000000;0.019903;0.010136;0.995144;0.990185;0.995144;0.990185;
28.200000;0.000000;0.000000;0.019903;0.010136;0.995120;0.990136;0.995120;0.990136;
28.300000;0.000000;0.000000;0.019902;0.010135;0.995096;0.990088;0.995096;0.990088;
28.400000;0.000000;0.000000;0.019902;0.010135;0.995072;0.990039;0.995072;0.990039;
28.500000;0.000000;0.000000;0.019901;0.010134;0.995048;0.989990;0.995048;0.989990;
28.600000;0.000000;0.000000;0.019901;0.010134;0.995024;0.989942;0.995024;0.989942;
28.700000;0.000000;0.000000;0.019900;0.010133;0.994999;0.989893;0.994999;0.989893;
28.800000;0.000000;0.000000;0.019900;0.010133;0.994975;0.989845;0.994975;0.989845;
28.900000;0.000000;0.000000;0.019899;0.010132;0.994951;0.989796;0.994951;0.989796;
29.000000;0.000000;0.000000;0.019899;0.010132;0.994927;0.989748;0.994927;0.989748;
29.100000;0.000000;0.000000;0.019898;0.010131;0.994903;0.989700;0.994903;0.989700;
29.200000;0.000000;0.000000;0.019898;0.010131;0.994879;0.989651;0.994879;0.989651;
29.300000;0.000000;0.000000;0.019897;0.010130;0.994855;0.989603;0.994855;0.989603;
29.400000;0.000000;0.000000;0.019897;0.010130;0.994832;0.989555;0.994832;0.989555;
29.500000;0.000000;0.000000;0.019897;0.010129;0.994808;0.989507;0.994808;0.989507;
29.600000;0.000000;0.000000;0.019896;0.010129;0.994784;0.989459;0.994784;0.989459;
29.700000;0.000000;0.000000;0.019896;0.010128;0.994760;0.989411;0.994760;0.989411;
29.800000;0.000000;0.000000;0.019895;0.010128;0.994736;0.989363;0.994736;0.989363;
