time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;Load2_load_PPu;Load2_load_QPu;Load2_load_zP;Load2_load_zQ;Load2_load_zPRaw;Load2_load_zQRaw;NETWORK_line1_P1;NETWORK_line1_Q1;NETWORK_line1_P2;NETWORK_line1_Q2;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load3_state;
16.000000;1.339641;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.267921;0.179454;1.001162;1.002304;1.001162;1.002304;0.049376;-0.171447;-0.043009;0.235110;1.000000;0.000000;1.339641;-5.699480;0.050000;0.020000;2.000000;
17.000000;1.339574;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.267958;0.179503;1.001350;1.002677;1.001350;1.002677;0.049411;-0.171413;-0.043046;0.235061;1.000000;0.000000;1.339574;-5.702526;0.050000;0.020000;2.000000;
18.000000;1.339508;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.267995;0.179551;1.001536;1.003048;1.001536;1.003048;0.049446;-0.171380;-0.043083;0.235013;1.000000;0.000000;1.339508;-5.705549;0.050000;0.020000;2.000000;
19.000000;1.339442;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268031;0.179599;1.001722;1.003415;1.001722;1.003415;0.049481;-0.171348;-0.043119;0.234965;1.000000;0.000000;1.339442;-5.708546;0.050000;0.020000;2.000000;
20.000000;1.339377;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268068;0.179647;1.001906;1.003780;1.001906;1.003780;0.049516;-0.171315;-0.043156;0.234917;1.000000;0.000000;1.339377;-5.711520;0.050000;0.020000;2.000000;
21.000000;1.339312;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268103;0.179695;1.002088;1.004142;1.002088;1.004142;0.049550;-0.171283;-0.043191;0.234869;1.000000;0.000000;1.339312;-5.714471;0.050000;0.020000;2.000000;
22.000000;1.339248;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268139;0.179742;1.002269;1.004502;1.002269;1.004502;0.049584;-0.171251;-0.043227;0.234822;1.000000;0.000000;1.339248;-5.717397;0.050000;0.020000;2.000000;
23.000000;1.339184;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268174;0.179788;1.002448;1.004858;1.002448;1.004858;0.049618;-0.171220;-0.043262;0.234776;1.000000;0.000000;1.339184;-5.720300;0.050000;0.020000;2.000000;
24.000000;1.339121;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268209;0.179835;1.002626;1.005212;1.002626;1.005212;0.049651;-0.171188;-0.043297;0.234729;1.000000;0.000000;1.339121;-5.723180;0.050000;0.020000;2.000000;
25.000000;1.339058;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268244;0.179881;1.002803;1.005563;1.002803;1.005563;0.049685;-0.171157;-0.043332;0.234683;1.000000;0.000000;1.339058;-5.726037;0.050000;0.020000;2.000000;
26.000000;1.338996;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268278;0.179926;1.002978;1.005911;1.002978;1.005911;0.049717;-0.171126;-0.043366;0.234638;1.000000;0.000000;1.338996;-5.728871;0.050000;0.020000;2.000000;
27.000000;1.338935;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268312;0.179971;1.003152;1.006256;1.003152;1.006256;0.049750;-0.171095;-0.043400;0.234593;1.000000;0.000000;1.338935;-5.731683;0.050000;0.020000;2.000000;
28.000000;1.338873;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268346;0.180016;1.003324;1.006599;1.003324;1.006599;0.049783;-0.171065;-0.043434;0.234548;1.000000;0.000000;1.338873;-5.734472;0.050000;0.020000;2.000000;
29.000000;1.338813;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268380;0.180061;1.003495;1.006939;1.003495;1.006939;0.049815;-0.171035;-0.043468;0.234503;1.000000;0.000000;1.338813;-5.737238;0.050000;0.020000;2.000000;
30.000000;1.338752;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268413;0.180105;1.003665;1.007277;1.003665;1.007277;0.049847;-0.171005;-0.043501;0.234459;1.000000;0.000000;1.338752;-5.739983;0.050000;0.020000;2.000000;
31.000000;1.338693;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268446;0.180149;1.003833;1.007612;1.003833;1.007612;0.049878;-0.170975;-0.043534;0.234415;1.000000;0.000000;1.338693;-5.742706;0.050000;0.020000;2.000000;
32.000000;1.338633;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268479;0.180192;1.004000;1.007944;1.004000;1.007944;0.049910;-0.170945;-0.043567;0.234372;1.000000;0.000000;1.338633;-5.745407;0.050000;0.020000;2.000000;
33.000000;1.338575;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268511;0.180235;1.004166;1.008274;1.004166;1.008274;0.049941;-0.170916;-0.043599;0.234329;1.000000;0.000000;1.338575;-5.748086;0.050000;0.020000;2.000000;
34.000000;1.338516;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268544;0.180278;1.004330;1.008601;1.004330;1.008601;0.049972;-0.170887;-0.043632;0.234286;1.000000;0.000000;1.338516;-5.750744;0.050000;0.020000;2.000000;
35.000000;1.338458;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268576;0.180321;1.004493;1.008925;1.004493;1.008925;0.050002;-0.170858;-0.043664;0.234244;1.000000;0.000000;1.338458;-5.753381;0.050000;0.020000;2.000000;
36.000000;1.338401;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268607;0.180363;1.004655;1.009247;1.004655;1.009247;0.050033;-0.170830;-0.043695;0.234202;1.000000;0.000000;1.338401;-5.755996;0.050000;0.020000;2.000000;
37.000000;1.338344;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268639;0.180404;1.004816;1.009567;1.004816;1.009567;0.050063;-0.170801;-0.043727;0.234160;1.000000;0.000000;1.338344;-5.758591;0.050000;0.020000;2.000000;
38.000000;1.338287;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268670;0.180446;1.004975;1.009884;1.004975;1.009884;0.050093;-0.170773;-0.043758;0.234118;1.000000;0.000000;1.338287;-5.761165;0.050000;0.020000;2.000000;
39.000000;1.338231;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268701;0.180487;1.005133;1.010199;1.005133;1.010199;0.050122;-0.170745;-0.043789;0.234077;1.000000;0.000000;1.338231;-5.763719;0.050000;0.020000;2.000000;
40.000000;1.338175;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268732;0.180528;1.005289;1.010511;1.005289;1.010511;0.050152;-0.170717;-0.043820;0.234037;1.000000;0.000000;1.338175;-5.766252;0.050000;0.020000;2.000000;
41.000000;1.338120;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268762;0.180568;1.005445;1.010821;1.005445;1.010821;0.050181;-0.170690;-0.043850;0.233996;1.000000;0.000000;1.338120;-5.768765;0.050000;0.020000;2.000000;
42.000000;1.338065;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268792;0.180608;1.005599;1.011128;1.005599;1.011128;0.050210;-0.170663;-0.043880;0.233956;1.000000;0.000000;1.338065;-5.771258;0.050000;0.020000;2.000000;
43.000000;1.338011;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268822;0.180648;1.005752;1.011433;1.005752;1.011433;0.050239;-0.170635;-0.043910;0.233916;1.000000;0.000000;1.338011;-5.773731;0.050000;0.020000;2.000000;
44.000000;1.337957;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268852;0.180688;1.005904;1.011736;1.005904;1.011736;0.050267;-0.170609;-0.043940;0.233877;1.000000;0.000000;1.337957;-5.776184;0.050000;0.020000;2.000000;
45.000000;1.337904;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268882;0.180727;1.006055;1.012036;1.006055;1.012036;0.050295;-0.170582;-0.043970;0.233838;1.000000;0.000000;1.337904;-5.778618;0.050000;0.020000;2.000000;
46.000000;1.337850;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268911;0.180766;1.006204;1.012334;1.006204;1.012334;0.050323;-0.170555;-0.043999;0.233799;1.000000;0.000000;1.337850;-5.781032;0.050000;0.020000;2.000000;
47.000000;1.337798;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268940;0.180804;1.006352;1.012630;1.006352;1.012630;0.050351;-0.170529;-0.044028;0.233760;1.000000;0.000000;1.337798;-5.783427;0.050000;0.020000;2.000000;
48.000000;1.337746;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268969;0.180842;1.006499;1.012923;1.006499;1.012923;0.050379;-0.170503;-0.044057;0.233722;1.000000;0.000000;1.337746;-5.785803;0.050000;0.020000;2.000000;
49.000000;1.337694;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.268997;0.180880;1.006645;1.013214;1.006645;1.013214;0.050406;-0.170477;-0.044085;0.233684;1.000000;0.000000;1.337694;-5.788160;0.050000;0.020000;2.000000;
50.000000;1.337642;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269026;0.180918;1.006790;1.013503;1.006790;1.013503;0.050433;-0.170452;-0.044114;0.233646;1.000000;0.000000;1.337642;-5.790499;0.050000;0.020000;2.000000;
51.000000;1.337591;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269054;0.180955;1.006933;1.013790;1.006933;1.013790;0.050460;-0.170426;-0.044142;0.233609;1.000000;0.000000;1.337591;-5.792818;0.050000;0.020000;2.000000;
52.000000;1.337540;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269082;0.180992;1.007076;1.014074;1.007076;1.014074;0.050487;-0.170401;-0.044170;0.233572;1.000000;0.000000;1.337540;-5.795119;0.050000;0.020000;2.000000;
53.000000;1.337490;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269109;0.181029;1.007217;1.014356;1.007217;1.014356;0.050513;-0.170376;-0.044197;0.233535;1.000000;0.000000;1.337490;-5.797402;0.050000;0.020000;2.000000;
54.000000;1.337440;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269137;0.181066;1.007357;1.014636;1.007357;1.014636;0.050539;-0.170351;-0.044225;0.233499;1.000000;0.000000;1.337440;-5.799667;0.050000;0.020000;2.000000;
55.000000;1.337391;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269164;0.181102;1.007496;1.014914;1.007496;1.014914;0.050565;-0.170326;-0.044252;0.233462;1.000000;0.000000;1.337391;-5.801913;0.050000;0.020000;2.000000;
56.000000;1.337342;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269191;0.181138;1.007634;1.015190;1.007634;1.015190;0.050591;-0.170302;-0.044279;0.233427;1.000000;0.000000;1.337342;-5.804142;0.050000;0.020000;2.000000;
57.000000;1.337293;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269218;0.181173;1.007771;1.015464;1.007771;1.015464;0.050617;-0.170278;-0.044306;0.233391;1.000000;0.000000;1.337293;-5.806353;0.050000;0.020000;2.000000;
58.000000;1.337245;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269244;0.181209;1.007907;1.015735;1.007907;1.015735;0.050642;-0.170254;-0.044332;0.233356;1.000000;0.000000;1.337245;-5.808546;0.050000;0.020000;2.000000;
59.000000;1.337197;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269271;0.181244;1.008042;1.016004;1.008042;1.016004;0.050668;-0.170230;-0.044359;0.233321;1.000000;0.000000;1.337197;-5.810722;0.050000;0.020000;2.000000;
60.000000;1.337149;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269297;0.181279;1.008176;1.016272;1.008176;1.016272;0.050693;-0.170206;-0.044385;0.233286;1.000000;0.000000;1.337149;-5.812881;0.050000;0.020000;2.000000;
61.000000;1.337102;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269323;0.181313;1.008308;1.016537;1.008308;1.016537;0.050717;-0.170183;-0.044411;0.233251;1.000000;0.000000;1.337102;-5.815022;0.050000;0.020000;2.000000;
62.000000;1.337055;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269348;0.181347;1.008440;1.016800;1.008440;1.016800;0.050742;-0.170159;-0.044436;0.233217;1.000000;0.000000;1.337055;-5.817146;0.050000;0.020000;2.000000;
63.000000;1.337009;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269374;0.181381;1.008570;1.017061;1.008570;1.017061;0.050766;-0.170136;-0.044462;0.233183;1.000000;0.000000;1.337009;-5.819254;0.050000;0.020000;2.000000;
64.000000;1.336963;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269399;0.181415;1.008700;1.017320;1.008700;1.017320;0.050791;-0.170113;-0.044487;0.233149;1.000000;0.000000;1.336963;-5.821344;0.050000;0.020000;2.000000;
65.000000;1.336917;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269424;0.181448;1.008828;1.017578;1.008828;1.017578;0.050815;-0.170090;-0.044512;0.233116;1.000000;0.000000;1.336917;-5.823418;0.050000;0.020000;2.000000;
66.000000;1.336872;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269449;0.181482;1.008956;1.017833;1.008956;1.017833;0.050839;-0.170068;-0.044537;0.233083;1.000000;0.000000;1.336872;-5.825476;0.050000;0.020000;2.000000;
67.000000;1.336826;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269474;0.181515;1.009082;1.018086;1.009082;1.018086;0.050862;-0.170045;-0.044562;0.233050;1.000000;0.000000;1.336826;-5.827517;0.050000;0.020000;2.000000;
68.000000;1.336782;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269498;0.181547;1.009208;1.018337;1.009208;1.018337;0.050886;-0.170023;-0.044586;0.233017;1.000000;0.000000;1.336782;-5.829542;0.050000;0.020000;2.000000;
69.000000;1.336737;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269523;0.181580;1.009332;1.018586;1.009332;1.018586;0.050909;-0.170001;-0.044611;0.232985;1.000000;0.000000;1.336737;-5.831550;0.050000;0.020000;2.000000;
70.000000;1.336693;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269547;0.181612;1.009456;1.018834;1.009456;1.018834;0.050932;-0.169979;-0.044635;0.232953;1.000000;0.000000;1.336693;-5.833543;0.050000;0.020000;2.000000;
71.000000;1.336650;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269571;0.181644;1.009578;1.019079;1.009578;1.019079;0.050955;-0.169957;-0.044659;0.232921;1.000000;0.000000;1.336650;-5.835520;0.050000;0.020000;2.000000;
72.000000;1.336607;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269594;0.181675;1.009700;1.019323;1.009700;1.019323;0.050978;-0.169935;-0.044682;0.232889;1.000000;0.000000;1.336607;-5.837481;0.050000;0.020000;2.000000;
73.000000;1.336564;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269618;0.181707;1.009820;1.019564;1.009820;1.019564;0.051000;-0.169914;-0.044706;0.232858;1.000000;0.000000;1.336564;-5.839427;0.050000;0.020000;2.000000;
74.000000;1.336521;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269641;0.181738;1.009940;1.019804;1.009940;1.019804;0.051023;-0.169893;-0.044729;0.232826;1.000000;0.000000;1.336521;-5.841357;0.050000;0.020000;2.000000;
75.000000;1.336479;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269664;0.181769;1.010059;1.020042;1.010059;1.020042;0.051045;-0.169872;-0.044752;0.232796;1.000000;0.000000;1.336479;-5.843272;0.050000;0.020000;2.000000;
76.000000;1.336437;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269687;0.181799;1.010176;1.020278;1.010176;1.020278;0.051067;-0.169851;-0.044775;0.232765;1.000000;0.000000;1.336437;-5.845172;0.050000;0.020000;2.000000;
77.000000;1.336395;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269710;0.181830;1.010293;1.020513;1.010293;1.020513;0.051089;-0.169830;-0.044798;0.232735;1.000000;0.000000;1.336395;-5.847056;0.050000;0.020000;2.000000;
78.000000;1.336354;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269733;0.181860;1.010409;1.020745;1.010409;1.020745;0.051110;-0.169809;-0.044821;0.232704;1.000000;0.000000;1.336354;-5.848926;0.050000;0.020000;2.000000;
79.000000;1.336313;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269755;0.181890;1.010524;1.020976;1.010524;1.020976;0.051132;-0.169789;-0.044843;0.232674;1.000000;0.000000;1.336313;-5.850780;0.050000;0.020000;2.000000;
80.000000;1.336272;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269777;0.181920;1.010638;1.021205;1.010638;1.021205;0.051153;-0.169769;-0.044865;0.232645;1.000000;0.000000;1.336272;-5.852620;0.050000;0.020000;2.000000;
81.000000;1.336232;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269799;0.181949;1.010751;1.021432;1.010751;1.021432;0.051174;-0.169749;-0.044887;0.232615;1.000000;0.000000;1.336232;-5.854445;0.050000;0.020000;2.000000;
82.000000;1.336192;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269821;0.181978;1.010864;1.021658;1.010864;1.021658;0.051195;-0.169729;-0.044909;0.232586;1.000000;0.000000;1.336192;-5.856256;0.050000;0.020000;2.000000;
83.000000;1.336152;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269843;0.182007;1.010975;1.021881;1.010975;1.021881;0.051216;-0.169709;-0.044931;0.232557;1.000000;0.000000;1.336152;-5.858053;0.050000;0.020000;2.000000;
84.000000;1.336112;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269865;0.182036;1.011086;1.022103;1.011086;1.022103;0.051236;-0.169689;-0.044953;0.232528;1.000000;0.000000;1.336112;-5.859835;0.050000;0.020000;2.000000;
85.000000;1.336073;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269886;0.182065;1.011195;1.022323;1.011195;1.022323;0.051257;-0.169670;-0.044974;0.232500;1.000000;0.000000;1.336073;-5.861603;0.050000;0.020000;2.000000;
86.000000;1.336035;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269907;0.182093;1.011304;1.022542;1.011304;1.022542;0.051277;-0.169650;-0.044995;0.232471;1.000000;0.000000;1.336035;-5.863357;0.050000;0.020000;2.000000;
87.000000;1.335996;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269928;0.182121;1.011412;1.022759;1.011412;1.022759;0.051297;-0.169631;-0.045016;0.232443;1.000000;0.000000;1.335996;-5.865097;0.050000;0.020000;2.000000;
88.000000;1.335958;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269949;0.182149;1.011519;1.022974;1.011519;1.022974;0.051317;-0.169612;-0.045037;0.232415;1.000000;0.000000;1.335958;-5.866823;0.050000;0.020000;2.000000;
89.000000;1.335920;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269970;0.182177;1.011625;1.023188;1.011625;1.023188;0.051337;-0.169593;-0.045058;0.232388;1.000000;0.000000;1.335920;-5.868536;0.050000;0.020000;2.000000;
90.000000;1.335882;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.269990;0.182204;1.011731;1.023400;1.011731;1.023400;0.051357;-0.169574;-0.045078;0.232360;1.000000;0.000000;1.335882;-5.870235;0.050000;0.020000;2.000000;
91.000000;1.335845;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270011;0.182232;1.011835;1.023610;1.011835;1.023610;0.051376;-0.169556;-0.045099;0.232333;1.000000;0.000000;1.335845;-5.871920;0.050000;0.020000;2.000000;
92.000000;1.335808;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270031;0.182259;1.011939;1.023819;1.011939;1.023819;0.051396;-0.169537;-0.045119;0.232306;1.000000;0.000000;1.335808;-5.873592;0.050000;0.020000;2.000000;
93.000000;1.335771;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270051;0.182285;1.012042;1.024026;1.012042;1.024026;0.051415;-0.169519;-0.045139;0.232279;1.000000;0.000000;1.335771;-5.875251;0.050000;0.020000;2.000000;
94.000000;1.335735;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270071;0.182312;1.012144;1.024231;1.012144;1.024231;0.051434;-0.169501;-0.045159;0.232252;1.000000;0.000000;1.335735;-5.876897;0.050000;0.020000;2.000000;
95.000000;1.335699;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270090;0.182338;1.012245;1.024435;1.012245;1.024435;0.051453;-0.169482;-0.045178;0.232226;1.000000;0.000000;1.335699;-5.878529;0.050000;0.020000;2.000000;
96.000000;1.335663;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270110;0.182365;1.012346;1.024637;1.012346;1.024637;0.051471;-0.169465;-0.045198;0.232200;1.000000;0.000000;1.335663;-5.880149;0.050000;0.020000;2.000000;
97.000000;1.335627;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270129;0.182391;1.012446;1.024838;1.012446;1.024838;0.051490;-0.169447;-0.045217;0.232174;1.000000;0.000000;1.335627;-5.881756;0.050000;0.020000;2.000000;
98.000000;1.335592;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270149;0.182416;1.012545;1.025037;1.012545;1.025037;0.051508;-0.169429;-0.045237;0.232148;1.000000;0.000000;1.335592;-5.883350;0.050000;0.020000;2.000000;
99.000000;1.335557;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270168;0.182442;1.012643;1.025235;1.012643;1.025235;0.051527;-0.169412;-0.045256;0.232122;1.000000;0.000000;1.335557;-5.884931;0.050000;0.020000;2.000000;
100.000000;1.335522;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270187;0.182467;1.012740;1.025431;1.012740;1.025431;0.051545;-0.169394;-0.045275;0.232097;1.000000;0.000000;1.335522;-5.886500;0.050000;0.020000;2.000000;
101.000000;1.335487;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.270205;0.182493;1.012837;1.025626;1.012837;1.025626;0.051563;-0.169377;-0.045293;0.232072;1.000000;0.000000;1.335487;-5.888056;0.050000;0.020000;2.000000;
