time;WT4A_WT_measurements_PGenNomPu;WT4A_WT_measurements_QGenNomPu;WT4A_WT_measurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;
12.150561;0.823283;0.791261;1.245684;1.237362;0.143745;-0.729793;0.554694;
12.151011;0.820951;0.779174;1.243356;1.235050;0.143474;-0.728172;0.546293;
12.151461;0.817914;0.762276;1.240085;1.231795;0.143153;-0.726113;0.534449;
12.151902;0.813877;0.738200;1.235393;1.227116;0.142770;-0.723442;0.517404;
12.151902;0.813857;0.738197;1.235393;1.227116;0.142765;-0.723423;0.517406;
12.152103;0.811983;0.728189;1.233437;1.225171;0.142556;-0.722131;0.510333;
12.152504;0.807225;0.705211;1.228931;1.220704;0.141962;-0.718742;0.494122;
12.153214;0.796053;0.656457;1.219290;1.211176;0.140431;-0.710547;0.459615;
12.153214;0.796045;0.656457;1.219290;1.211176;0.140429;-0.710539;0.459616;
12.153234;0.795721;0.655056;1.219011;1.210901;0.140384;-0.710301;0.458618;
12.153234;0.795721;0.655056;1.219011;1.210901;0.140384;-0.710301;0.458618;
12.153234;0.795719;0.655049;1.219010;1.210899;0.140384;-0.710299;0.458613;
12.153234;0.795719;0.655049;1.219010;1.210899;0.140384;-0.710299;0.458613;
12.153434;0.792487;0.641096;1.216224;1.208147;0.139938;-0.707918;0.448647;
12.153549;0.790450;0.632533;1.214510;1.206455;0.139651;-0.706408;0.442522;
12.153549;0.790446;0.632533;1.214510;1.206455;0.139650;-0.706404;0.442523;
12.153745;0.787024;0.618096;1.211610;1.203591;0.139169;-0.703866;0.432156;
12.154015;0.781970;0.597226;1.207397;1.199433;0.138448;-0.700096;0.417113;
12.154015;0.781965;0.597226;1.207397;1.199433;0.138447;-0.700092;0.417114;
12.154018;0.781898;0.596949;1.207341;1.199378;0.138437;-0.700042;0.416914;
12.154018;0.781898;0.596949;1.207341;1.199378;0.138437;-0.700042;0.416914;
12.154019;0.781896;0.596940;1.207339;1.199376;0.138437;-0.700040;0.416907;
12.154019;0.781896;0.596940;1.207339;1.199376;0.138437;-0.700040;0.416907;
12.154210;0.778276;0.582066;1.204320;1.196397;0.137919;-0.697335;0.406128;
12.154302;0.776421;0.574547;1.202789;1.194887;0.137651;-0.695943;0.400665;
12.154302;0.776417;0.574547;1.202789;1.194887;0.137650;-0.695939;0.400666;
12.154490;0.772721;0.559550;1.199725;1.191864;0.137117;-0.693166;0.389730;
12.154589;0.770673;0.551334;1.198041;1.190202;0.136820;-0.691625;0.383722;
12.154589;0.770669;0.551334;1.198041;1.190202;0.136819;-0.691621;0.383723;
12.154773;0.766967;0.536585;1.195006;1.187210;0.136279;-0.688830;0.372901;
12.155140;0.759428;0.507274;1.188936;1.181229;0.135160;-0.683108;0.351282;
12.155636;0.749028;0.468340;1.180791;1.173211;0.133579;-0.675141;0.322325;
12.155636;0.749012;0.468340;1.180792;1.173212;0.133575;-0.675127;0.322329;
12.155636;0.749012;0.468339;1.180791;1.173212;0.133575;-0.675127;0.322328;
12.155636;0.749012;0.468339;1.180791;1.173212;0.133575;-0.675127;0.322328;
12.155818;0.745211;0.454123;1.177791;1.170258;0.132998;-0.672212;0.311658;
12.156184;0.737561;0.426022;1.171821;1.164382;0.131825;-0.666318;0.290442;
12.156914;0.722256;0.371453;1.160070;1.152826;0.129438;-0.654437;0.248731;
12.158375;0.692663;0.270408;1.137717;1.130860;0.124724;-0.631204;0.169500;
12.159836;0.664990;0.179087;1.116781;1.110287;0.120258;-0.609258;0.095307;
12.161297;0.639590;0.097537;1.097426;1.091265;0.116122;-0.588942;0.026710;
12.162758;0.616639;0.025433;1.079739;1.073876;0.112364;-0.570451;-0.036005;
12.164219;0.596174;-0.037782;1.063743;1.058142;0.109001;-0.553861;-0.092761;
12.165680;0.578140;-0.092800;1.049412;1.044039;0.106034;-0.539164;-0.143644;
12.167142;0.562419;-0.140370;1.036687;1.031511;0.103450;-0.526297;-0.188864;
12.168603;0.548854;-0.181251;1.025484;1.020473;0.101227;-0.515155;-0.228716;
12.170064;0.537267;-0.216181;1.015700;1.010828;0.099337;-0.505612;-0.263553;
12.171525;0.527470;-0.245858;1.007224;1.002468;0.097749;-0.497527;-0.293766;
12.172986;0.519274;-0.270927;0.999940;0.995278;0.096434;-0.490756;-0.319762;
12.174447;0.512497;-0.291978;0.993731;0.989143;0.095359;-0.485155;-0.341954;
12.177369;0.503129;-0.321927;0.984740;0.980252;0.093907;-0.477421;-0.374149;
12.178987;0.499736;-0.333823;0.981112;0.976654;0.093416;-0.474646;-0.387202;
12.178987;0.499726;-0.333823;0.981112;0.976654;0.093413;-0.474637;-0.387200;
12.179414;0.498854;-0.336502;0.980293;0.975845;0.093276;-0.473912;-0.390131;
12.180269;0.497755;-0.338739;0.979615;0.975184;0.093066;-0.472964;-0.392496;
12.181977;0.497424;-0.334201;0.981038;0.976635;0.092839;-0.472525;-0.387114;
12.183686;0.498344;-0.323615;0.984309;0.979930;0.092741;-0.473060;-0.375013;
12.185395;0.499986;-0.309439;0.988642;0.984285;0.092716;-0.474148;-0.359042;
12.187103;0.501941;-0.293655;0.993417;0.989080;0.092722;-0.475472;-0.341471;
12.190520;0.505334;-0.265000;1.001960;0.997663;0.092699;-0.477713;-0.310008;
12.193938;0.507445;-0.243276;1.008340;1.004082;0.092568;-0.478974;-0.286445;
12.197355;0.508240;-0.229246;1.012424;1.008204;0.092341;-0.479259;-0.271276;
12.200772;0.508011;-0.221748;1.014603;1.010418;0.092053;-0.478805;-0.263083;
12.204189;0.507142;-0.218891;1.015443;1.011290;0.091745;-0.477911;-0.259803;
12.211024;0.504923;-0.220121;1.015124;1.011017;0.091217;-0.475903;-0.260660;
12.217858;0.503094;-0.222517;1.014460;1.010387;0.090824;-0.474293;-0.262864;
12.231527;0.501344;-0.224474;1.013922;1.009881;0.090438;-0.472741;-0.264613;
12.245196;0.500611;-0.224699;1.013869;1.009843;0.090259;-0.472072;-0.264702;
12.272533;0.500221;-0.224092;1.014051;1.010037;0.090141;-0.471693;-0.263962;
12.327208;0.500086;-0.222921;1.014392;1.010385;0.090071;-0.471531;-0.262665;
12.436559;0.500053;-0.220928;1.014969;1.010971;0.090002;-0.471436;-0.260501;
12.655259;0.500039;-0.217905;1.015842;1.011856;0.089906;-0.471324;-0.257230;
13.092660;0.500022;-0.214373;1.016860;1.012888;0.089794;-0.471194;-0.253417;
13.530062;0.500013;-0.212341;1.017445;1.013481;0.089730;-0.471119;-0.251227;
14.404864;0.500005;-0.210861;1.017870;1.013912;0.089682;-0.471064;-0.249634;
15.279666;0.500002;-0.210284;1.018036;1.014080;0.089664;-0.471042;-0.249013;
17.029271;0.500000;-0.210064;1.018099;1.014144;0.089657;-0.471034;-0.248777;
19.999996;0.500000;-0.210016;1.018113;1.014158;0.089656;-0.471032;-0.248725;
19.999996;0.500000;-0.210016;1.018113;1.014158;0.089656;-0.471032;-0.248725;
20.000530;0.499701;-0.210430;1.017998;1.014184;0.087894;-0.471191;-0.248323;
20.000530;0.499702;-0.210430;1.017985;1.014184;0.087894;-0.471193;-0.248323;
20.001361;0.499257;-0.211029;1.017821;1.014234;0.085156;-0.471458;-0.247652;
20.001361;0.499276;-0.211033;1.017833;1.014263;0.085165;-0.471460;-0.247653;
20.006360;0.496836;-0.214252;1.016945;1.014620;0.068722;-0.473204;-0.243215;
20.011331;0.495467;-0.215214;1.016689;1.015329;0.052557;-0.475740;-0.236590;
20.011331;0.495468;-0.215214;1.016689;1.015329;0.052557;-0.475741;-0.236591;
20.011948;0.495314;-0.215303;1.016666;1.015409;0.050555;-0.476061;-0.235737;
20.013181;0.495059;-0.215374;1.016650;1.015583;0.046559;-0.476738;-0.233925;
20.015646;0.494705;-0.215242;1.016693;1.015960;0.038595;-0.478195;-0.230026;
20.020578;0.494327;-0.214646;1.016871;1.016617;0.022725;-0.481287;-0.221896;
20.030440;0.493998;-0.213800;1.017119;1.017080;-0.008915;-0.487507;-0.205936;
20.050166;0.493750;-0.213197;1.017296;1.014745;-0.071994;-0.498970;-0.174698;
20.069891;0.493621;-0.212780;1.017412;1.008452;-0.134771;-0.508598;-0.143027;
20.109342;0.493617;-0.212328;1.017548;0.984175;-0.258463;-0.522197;-0.078604;
20.188244;0.493630;-0.211507;1.017784;0.890867;-0.492179;-0.525019;0.052641;
20.227695;0.493634;-0.211192;1.017874;0.823252;-0.598600;-0.514257;0.117391;
20.306598;0.493645;-0.210675;1.018022;0.651300;-0.782418;-0.469279;0.240285;
20.346049;0.493649;-0.210456;1.018085;0.549604;-0.856990;-0.435766;0.296561;
20.424951;0.493655;-0.210133;1.018178;0.322559;-0.965733;-0.349350;0.394487;
20.425105;0.493655;-0.210133;1.018178;0.322092;-0.965890;-0.349158;0.394656;
20.425413;0.493655;-0.210131;1.018178;0.321156;-0.966201;-0.348774;0.394994;
20.426029;0.493655;-0.210129;1.018179;0.319285;-0.966822;-0.348006;0.395669;
20.426338;0.493655;-0.210128;1.018179;0.318349;-0.967131;-0.347622;0.396006;
20.426954;0.493655;-0.210126;1.018180;0.316475;-0.967746;-0.346852;0.396679;
20.427262;0.493655;-0.210124;1.018180;0.315538;-0.968053;-0.346466;0.397015;
20.427879;0.493655;-0.210122;1.018181;0.313663;-0.968663;-0.345695;0.397686;
20.429111;0.493655;-0.210118;1.018182;0.309909;-0.969872;-0.344147;0.399023;
20.429728;0.493655;-0.210115;1.018183;0.308030;-0.970471;-0.343371;0.399689;
20.430961;0.493655;-0.210111;1.018184;0.304269;-0.971658;-0.341816;0.401017;
20.431577;0.493655;-0.210109;1.018184;0.302387;-0.972246;-0.341036;0.401678;
20.432810;0.493655;-0.210104;1.018186;0.298619;-0.973411;-0.339473;0.402997;
20.433426;0.493655;-0.210102;1.018186;0.296734;-0.973988;-0.338690;0.403654;
20.434659;0.493655;-0.210097;1.018188;0.292959;-0.975131;-0.337119;0.404964;
20.435276;0.493655;-0.210095;1.018188;0.291071;-0.975697;-0.336332;0.405616;
20.436509;0.493655;-0.210091;1.018190;0.287290;-0.976819;-0.334754;0.406917;
20.437125;0.493655;-0.210088;1.018190;0.285397;-0.977374;-0.333963;0.407565;
20.438358;0.493655;-0.210084;1.018192;0.281610;-0.978473;-0.332377;0.408856;
20.438974;0.493655;-0.210081;1.018192;0.279715;-0.979017;-0.331582;0.409499;
20.440207;0.493656;-0.210077;1.018194;0.275921;-0.980095;-0.329989;0.410782;
20.440824;0.493656;-0.210075;1.018194;0.274022;-0.980628;-0.329190;0.411420;
20.442056;0.493656;-0.210070;1.018196;0.270223;-0.981683;-0.327589;0.412693;
20.442673;0.493656;-0.210068;1.018196;0.268321;-0.982205;-0.326787;0.413327;
20.443906;0.493656;-0.210063;1.018198;0.264515;-0.983239;-0.325179;0.414590;
20.444522;0.493656;-0.210061;1.018198;0.262610;-0.983750;-0.324373;0.415220;
20.445755;0.493656;-0.210056;1.018200;0.258798;-0.984761;-0.322757;0.416474;
20.446371;0.493656;-0.210054;1.018200;0.256891;-0.985261;-0.321948;0.417098;
20.447604;0.493656;-0.210049;1.018201;0.253073;-0.986250;-0.320325;0.418343;
20.448221;0.493656;-0.210047;1.018202;0.251163;-0.986738;-0.319512;0.418963;
20.449453;0.493656;-0.210043;1.018203;0.247339;-0.987705;-0.317882;0.420198;
20.450070;0.493656;-0.210040;1.018204;0.245426;-0.988183;-0.317066;0.420813;
20.451303;0.493657;-0.210036;1.018205;0.241597;-0.989127;-0.315429;0.422039;
20.451919;0.493657;-0.210034;1.018206;0.239681;-0.989594;-0.314608;0.422649;
20.453152;0.493657;-0.210029;1.018207;0.235847;-0.990516;-0.312964;0.423865;
20.453768;0.493657;-0.210027;1.018208;0.233928;-0.990972;-0.312141;0.424470;
20.455001;0.493657;-0.210023;1.018209;0.230088;-0.991872;-0.310490;0.425677;
20.455618;0.493657;-0.210020;1.018210;0.228167;-0.992316;-0.309662;0.426278;
20.456850;0.493657;-0.210016;1.018211;0.224322;-0.993193;-0.308005;0.427474;
20.457467;0.493657;-0.210014;1.018212;0.222398;-0.993627;-0.307174;0.428070;
20.458700;0.493657;-0.210010;1.018213;0.218548;-0.994482;-0.305509;0.429257;
20.459316;0.493657;-0.210008;1.018213;0.216622;-0.994904;-0.304675;0.429848;
20.460549;0.493657;-0.210003;1.018215;0.212767;-0.995737;-0.303003;0.431026;
20.461165;0.493657;-0.210001;1.018215;0.210838;-0.996147;-0.302166;0.431612;
20.462398;0.493657;-0.209997;1.018216;0.206979;-0.996958;-0.300487;0.432779;
20.463015;0.493657;-0.209995;1.018217;0.205048;-0.997357;-0.299647;0.433361;
20.464248;0.493657;-0.209991;1.018218;0.201183;-0.998145;-0.297961;0.434519;
20.464864;0.493657;-0.209989;1.018219;0.199250;-0.998533;-0.297117;0.435095;
20.466097;0.493658;-0.209985;1.018220;0.195381;-0.999299;-0.295425;0.436243;
20.466713;0.493658;-0.209983;1.018221;0.193446;-0.999676;-0.294578;0.436814;
20.467946;0.493658;-0.209979;1.018222;0.189572;-1.000419;-0.292880;0.437952;
20.468563;0.493658;-0.209977;1.018222;0.187635;-1.000785;-0.292029;0.438519;
20.469795;0.493658;-0.209973;1.018223;0.183757;-1.001505;-0.290324;0.439647;
20.470412;0.493658;-0.209971;1.018224;0.181817;-1.001860;-0.289470;0.440209;
20.471645;0.493658;-0.209967;1.018225;0.177936;-1.002557;-0.287758;0.441327;
20.472261;0.493658;-0.209965;1.018226;0.175994;-1.002901;-0.286901;0.441883;
20.473494;0.493658;-0.209961;1.018227;0.172108;-1.003576;-0.285183;0.442991;
20.474110;0.493658;-0.209959;1.018227;0.170164;-1.003908;-0.284323;0.443543;
20.475343;0.493658;-0.209955;1.018229;0.166275;-1.004561;-0.282599;0.444641;
20.475960;0.493658;-0.209953;1.018229;0.164329;-1.004881;-0.281735;0.445188;
20.477192;0.493658;-0.209949;1.018230;0.160436;-1.005511;-0.280004;0.446276;
20.477809;0.493658;-0.209947;1.018231;0.158488;-1.005821;-0.279138;0.446817;
20.479042;0.493658;-0.209943;1.018232;0.154592;-1.006428;-0.277401;0.447895;
20.479658;0.493658;-0.209941;1.018232;0.152642;-1.006726;-0.276531;0.448432;
20.480891;0.493658;-0.209937;1.018234;0.148742;-1.007311;-0.274788;0.449500;
20.481507;0.493658;-0.209936;1.018234;0.146791;-1.007598;-0.273915;0.450031;
20.482740;0.493658;-0.209932;1.018235;0.142887;-1.008160;-0.272166;0.451089;
20.483357;0.493658;-0.209930;1.018236;0.140935;-1.008435;-0.271290;0.451615;
20.484589;0.493659;-0.209926;1.018237;0.137028;-1.008975;-0.269534;0.452662;
20.485206;0.493659;-0.209924;1.018237;0.135074;-1.009239;-0.268655;0.453184;
20.486439;0.493659;-0.209921;1.018238;0.131164;-1.009755;-0.266894;0.454221;
20.487055;0.493659;-0.209919;1.018239;0.129208;-1.010008;-0.266012;0.454737;
20.488288;0.493659;-0.209915;1.018240;0.125295;-1.010502;-0.264245;0.455764;
20.488904;0.493659;-0.209913;1.018241;0.123338;-1.010743;-0.263360;0.456275;
20.490137;0.493659;-0.209910;1.018242;0.119422;-1.011214;-0.261587;0.457291;
20.490754;0.493659;-0.209908;1.018242;0.117464;-1.011444;-0.260699;0.457797;
20.491987;0.493659;-0.209904;1.018243;0.113545;-1.011893;-0.258920;0.458803;
20.492603;0.493659;-0.209902;1.018244;0.111586;-1.012111;-0.258029;0.459304;
20.493836;0.493659;-0.209899;1.018245;0.107665;-1.012537;-0.256244;0.460300;
20.494452;0.493659;-0.209897;1.018245;0.105704;-1.012744;-0.255351;0.460795;
20.495685;0.493659;-0.209893;1.018246;0.101780;-1.013147;-0.253560;0.461781;
20.496302;0.493659;-0.209892;1.018247;0.099818;-1.013342;-0.252664;0.462271;
20.497534;0.493659;-0.209888;1.018248;0.095892;-1.013722;-0.250868;0.463246;
20.498151;0.493659;-0.209886;1.018248;0.093929;-1.013907;-0.249968;0.463731;
20.499384;0.493659;-0.209883;1.018249;0.090001;-1.014264;-0.248166;0.464696;
20.500000;0.493659;-0.209881;1.018250;0.088037;-1.014437;-0.247264;0.465175;
20.501233;0.493659;-0.209878;1.018251;0.084107;-1.014771;-0.245457;0.466129;
20.501849;0.493659;-0.209876;1.018251;0.082142;-1.014933;-0.244552;0.466604;
20.503082;0.493659;-0.209873;1.018252;0.078210;-1.015244;-0.242739;0.467547;
20.503699;0.493659;-0.209871;1.018253;0.076244;-1.015394;-0.241832;0.468017;
20.504931;0.493660;-0.209868;1.018254;0.072311;-1.015683;-0.240014;0.468950;
20.505548;0.493660;-0.209866;1.018254;0.070343;-1.015821;-0.239103;0.469413;
20.506781;0.493660;-0.209863;1.018255;0.066408;-1.016087;-0.237280;0.470336;
20.507397;0.493660;-0.209861;1.018255;0.064441;-1.016214;-0.236367;0.470794;
20.508630;0.493660;-0.209858;1.018256;0.060504;-1.016457;-0.234538;0.471706;
20.509246;0.493660;-0.209856;1.018257;0.058536;-1.016573;-0.233622;0.472159;
20.510479;0.493660;-0.209853;1.018258;0.054598;-1.016793;-0.231788;0.473061;
20.511096;0.493660;-0.209851;1.018258;0.052628;-1.016897;-0.230870;0.473508;
20.512328;0.493660;-0.209848;1.018259;0.048689;-1.017094;-0.229031;0.474399;
20.512945;0.493660;-0.209846;1.018260;0.046720;-1.017187;-0.228110;0.474841;
20.514178;0.493660;-0.209843;1.018261;0.042779;-1.017362;-0.226266;0.475721;
20.514794;0.493660;-0.209842;1.018261;0.040809;-1.017443;-0.225343;0.476158;
20.516027;0.493660;-0.209838;1.018262;0.036868;-1.017594;-0.223493;0.477027;
20.516643;0.493660;-0.209837;1.018262;0.034897;-1.017664;-0.222567;0.477459;
20.517876;0.493660;-0.209834;1.018263;0.030955;-1.017793;-0.220713;0.478317;
20.518493;0.493660;-0.209832;1.018264;0.028984;-1.017851;-0.219785;0.478744;
20.519726;0.493660;-0.209829;1.018265;0.025042;-1.017957;-0.217926;0.479591;
20.520342;0.493660;-0.209827;1.018265;0.023070;-1.018004;-0.216995;0.480012;
20.521575;0.493660;-0.209824;1.018266;0.019127;-1.018086;-0.215131;0.480849;
20.522191;0.493660;-0.209823;1.018266;0.017155;-1.018122;-0.214197;0.481264;
20.523424;0.493660;-0.209820;1.018267;0.013212;-1.018182;-0.212329;0.482090;
20.524041;0.493660;-0.209818;1.018268;0.011240;-1.018206;-0.211393;0.482500;
20.525273;0.493660;-0.209815;1.018269;0.007296;-1.018242;-0.209519;0.483315;
20.525890;0.493660;-0.209814;1.018269;0.005324;-1.018255;-0.208582;0.483719;
20.527123;0.493660;-0.209811;1.018270;0.001380;-1.018269;-0.206703;0.484523;
20.527739;0.493660;-0.209809;1.018270;-0.000592;-1.018270;-0.205763;0.484923;
20.528972;0.493661;-0.209806;1.018271;-0.004536;-1.018261;-0.203880;0.485716;
20.529588;0.493661;-0.209805;1.018272;-0.006508;-1.018251;-0.202938;0.486109;
20.530821;0.493661;-0.209802;1.018272;-0.010452;-1.018219;-0.201050;0.486891;
20.531438;0.493661;-0.209800;1.018273;-0.012423;-1.018197;-0.200105;0.487280;
20.532670;0.493661;-0.209798;1.018274;-0.016367;-1.018142;-0.198214;0.488051;
20.533287;0.493661;-0.209796;1.018274;-0.018339;-1.018109;-0.197267;0.488433;
20.534520;0.493661;-0.209793;1.018275;-0.022282;-1.018031;-0.195370;0.489193;
20.535136;0.493661;-0.209792;1.018275;-0.024254;-1.017986;-0.194421;0.489571;
20.536369;0.493661;-0.209789;1.018276;-0.028196;-1.017886;-0.192520;0.490319;
20.536985;0.493661;-0.209788;1.018277;-0.030168;-1.017830;-0.191569;0.490691;
20.538218;0.493661;-0.209785;1.018277;-0.034110;-1.017706;-0.189664;0.491429;
20.538835;0.493661;-0.209783;1.018278;-0.036080;-1.017638;-0.188711;0.491795;
20.540067;0.493661;-0.209781;1.018279;-0.040022;-1.017492;-0.186801;0.492522;
20.540684;0.493661;-0.209779;1.018279;-0.041992;-1.017413;-0.185846;0.492883;
20.541917;0.493661;-0.209776;1.018280;-0.045933;-1.017243;-0.183933;0.493598;
20.542533;0.493661;-0.209775;1.018280;-0.047903;-1.017153;-0.182975;0.493953;
20.543766;0.493661;-0.209772;1.018281;-0.051842;-1.016960;-0.181057;0.494658;
20.544382;0.493661;-0.209771;1.018281;-0.053811;-1.016858;-0.180098;0.495007;
20.545615;0.493661;-0.209768;1.018282;-0.057749;-1.016643;-0.178176;0.495701;
20.546232;0.493661;-0.209767;1.018282;-0.059718;-1.016530;-0.177215;0.496045;
20.547465;0.493661;-0.209764;1.018283;-0.063655;-1.016292;-0.175289;0.496727;
20.548081;0.493661;-0.209763;1.018284;-0.065623;-1.016167;-0.174326;0.497065;
20.549314;0.493661;-0.209760;1.018284;-0.069559;-1.015906;-0.172396;0.497736;
20.549930;0.493661;-0.209759;1.018285;-0.071526;-1.015770;-0.171431;0.498069;
20.551163;0.493661;-0.209756;1.018285;-0.075460;-1.015486;-0.169498;0.498728;
20.551780;0.493661;-0.209755;1.018286;-0.077426;-1.015338;-0.168530;0.499055;
20.553012;0.493661;-0.209752;1.018287;-0.081358;-1.015031;-0.166593;0.499704;
20.553629;0.493661;-0.209751;1.018287;-0.083324;-1.014872;-0.165624;0.500025;
20.554862;0.493661;-0.209749;1.018288;-0.087254;-1.014543;-0.163683;0.500663;
20.555478;0.493661;-0.209747;1.018288;-0.089219;-1.014372;-0.162712;0.500978;
20.556711;0.493661;-0.209745;1.018289;-0.093147;-1.014020;-0.160768;0.501604;
20.557327;0.493661;-0.209744;1.018289;-0.095111;-1.013838;-0.159795;0.501914;
20.558560;0.493662;-0.209741;1.018290;-0.099037;-1.013462;-0.157847;0.502529;
20.559177;0.493662;-0.209740;1.018290;-0.100999;-1.013269;-0.156872;0.502833;
20.560409;0.493662;-0.209737;1.018291;-0.104923;-1.012871;-0.154921;0.503437;
20.561026;0.493662;-0.209736;1.018291;-0.106885;-1.012666;-0.153945;0.503735;
20.562259;0.493662;-0.209734;1.018292;-0.110806;-1.012245;-0.151990;0.504327;
20.562875;0.493662;-0.209732;1.018292;-0.112766;-1.012029;-0.151012;0.504620;
20.564108;0.493662;-0.209730;1.018293;-0.116685;-1.011586;-0.149054;0.505201;
20.564724;0.493662;-0.209729;1.018293;-0.118644;-1.011358;-0.148074;0.505488;
20.565957;0.493662;-0.209726;1.018294;-0.122561;-1.010892;-0.146112;0.506058;
20.566574;0.493662;-0.209725;1.018294;-0.124518;-1.010653;-0.145131;0.506339;
20.567807;0.493662;-0.209723;1.018295;-0.128432;-1.010163;-0.143166;0.506897;
20.568423;0.493662;-0.209722;1.018295;-0.130388;-1.009913;-0.142183;0.507173;
20.569656;0.493662;-0.209719;1.018296;-0.134299;-1.009401;-0.140215;0.507719;
20.570272;0.493662;-0.209718;1.018296;-0.136253;-1.009140;-0.139230;0.507990;
20.571505;0.493662;-0.209716;1.018297;-0.140161;-1.008605;-0.137259;0.508524;
20.572121;0.493662;-0.209715;1.018297;-0.142114;-1.008332;-0.136273;0.508789;
20.573354;0.493662;-0.209712;1.018298;-0.146018;-1.007775;-0.134299;0.509312;
20.573971;0.493662;-0.209711;1.018298;-0.147970;-1.007490;-0.133311;0.509571;
20.575204;0.493662;-0.209709;1.018299;-0.151871;-1.006910;-0.131334;0.510083;
20.575820;0.493662;-0.209708;1.018299;-0.153821;-1.006615;-0.130345;0.510336;
20.577053;0.493662;-0.209705;1.018300;-0.157719;-1.006012;-0.128365;0.510837;
20.577669;0.493662;-0.209704;1.018300;-0.159667;-1.005705;-0.127375;0.511084;
20.578902;0.493662;-0.209702;1.018301;-0.163561;-1.005080;-0.125392;0.511573;
20.579519;0.493662;-0.209701;1.018301;-0.165507;-1.004761;-0.124400;0.511814;
20.580751;0.493662;-0.209699;1.018302;-0.169397;-1.004113;-0.122414;0.512292;
20.581368;0.493662;-0.209698;1.018302;-0.171342;-1.003784;-0.121421;0.512527;
20.582601;0.493662;-0.209696;1.018303;-0.175228;-1.003113;-0.119433;0.512993;
20.583217;0.493662;-0.209694;1.018303;-0.177171;-1.002772;-0.118438;0.513223;
20.584450;0.493662;-0.209692;1.018304;-0.181053;-1.002079;-0.116447;0.513677;
20.585066;0.493662;-0.209691;1.018304;-0.182994;-1.001727;-0.115451;0.513902;
20.586299;0.493662;-0.209689;1.018305;-0.186872;-1.001011;-0.113458;0.514344;
20.586916;0.493662;-0.209688;1.018305;-0.188811;-1.000648;-0.112460;0.514563;
20.588148;0.493662;-0.209686;1.018306;-0.192685;-0.999909;-0.110464;0.514994;
20.588765;0.493662;-0.209685;1.018306;-0.194621;-0.999535;-0.109466;0.515206;
20.589998;0.493662;-0.209683;1.018307;-0.198491;-0.998774;-0.107467;0.515626;
20.590614;0.493662;-0.209682;1.018307;-0.200425;-0.998388;-0.106468;0.515833;
20.591847;0.493662;-0.209680;1.018307;-0.204291;-0.997605;-0.104467;0.516240;
20.592463;0.493662;-0.209679;1.018308;-0.206222;-0.997208;-0.103466;0.516441;
20.593696;0.493662;-0.209677;1.018308;-0.210083;-0.996402;-0.101463;0.516838;
20.594313;0.493662;-0.209676;1.018309;-0.212013;-0.995993;-0.100461;0.517033;
20.595546;0.493662;-0.209674;1.018309;-0.215869;-0.995165;-0.098455;0.517417;
20.596162;0.493662;-0.209673;1.018309;-0.217796;-0.994746;-0.097452;0.517607;
20.597395;0.493662;-0.209671;1.018310;-0.221647;-0.993895;-0.095445;0.517980;
20.598011;0.493663;-0.209670;1.018310;-0.223571;-0.993464;-0.094440;0.518163;
20.599244;0.493663;-0.209668;1.018311;-0.227418;-0.992592;-0.092431;0.518524;
20.599860;0.493663;-0.209667;1.018311;-0.229340;-0.992150;-0.091425;0.518702;
20.601093;0.493663;-0.209665;1.018312;-0.233181;-0.991254;-0.089414;0.519052;
20.601710;0.493663;-0.209664;1.018312;-0.235100;-0.990801;-0.088408;0.519223;
20.602943;0.493663;-0.209662;1.018313;-0.238936;-0.989884;-0.086394;0.519561;
20.603559;0.493663;-0.209661;1.018313;-0.240853;-0.989420;-0.085387;0.519727;
20.604792;0.493663;-0.209659;1.018313;-0.244683;-0.988480;-0.083371;0.520053;
20.605408;0.493663;-0.209658;1.018314;-0.246597;-0.988004;-0.082363;0.520213;
20.606641;0.493663;-0.209656;1.018314;-0.250422;-0.987042;-0.080346;0.520528;
20.607258;0.493663;-0.209655;1.018314;-0.252333;-0.986556;-0.079337;0.520682;
20.608490;0.493663;-0.209653;1.018315;-0.256153;-0.985572;-0.077317;0.520985;
20.609107;0.493663;-0.209653;1.018315;-0.258061;-0.985074;-0.076307;0.521133;
20.610340;0.493663;-0.209651;1.018316;-0.261874;-0.984067;-0.074287;0.521424;
20.612805;0.493663;-0.209647;1.018317;-0.269490;-0.982010;-0.070241;0.521982;
20.614038;0.493663;-0.209645;1.018317;-0.273291;-0.980960;-0.068217;0.522250;
20.616504;0.493663;-0.209641;1.018319;-0.280882;-0.978815;-0.064166;0.522761;
20.617737;0.493663;-0.209639;1.018319;-0.284671;-0.977720;-0.062139;0.523005;
20.620202;0.493663;-0.209635;1.018320;-0.292237;-0.975486;-0.058082;0.523469;
20.621435;0.493663;-0.209633;1.018321;-0.296013;-0.974348;-0.056052;0.523689;
20.623901;0.493663;-0.209630;1.018322;-0.303552;-0.972026;-0.051990;0.524106;
20.625134;0.493663;-0.209628;1.018322;-0.307315;-0.970844;-0.049958;0.524303;
20.627599;0.493663;-0.209625;1.018323;-0.314826;-0.968435;-0.045892;0.524673;
20.628832;0.493663;-0.209623;1.018324;-0.318575;-0.967209;-0.043858;0.524846;
20.631298;0.493663;-0.209620;1.018325;-0.326058;-0.964713;-0.039789;0.525168;
