time;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_PInjPu;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_QInjPu;Converter_Converter_controlAndProtection_control_qControl_voltageDroop;
0.021746;0.000000;1.000000;1.000000;-0.000000;1.000002;1.000002;1.030002;0.150002;1.000002;
0.021812;0.000000;1.000000;1.000000;-0.000000;1.000002;1.000002;1.030002;0.150002;1.000002;
0.021944;0.000000;1.000000;1.000000;-0.000000;1.000002;1.000002;1.030002;0.150002;1.000002;
0.022207;0.000000;1.000000;1.000000;-0.000000;1.000002;1.000002;1.030002;0.150002;1.000002;
0.022734;0.000000;1.000000;1.000000;-0.000000;1.000002;1.000002;1.030002;0.150002;1.000002;
0.023788;0.000000;1.000000;1.000000;0.000000;1.000002;1.000002;1.030002;0.150002;1.000002;
0.025896;0.000000;1.000000;1.000000;0.000000;1.000002;1.000002;1.030002;0.150001;1.000002;
0.028004;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.029413;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.029476;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.029540;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.029666;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.029920;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.030427;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.031440;0.000000;1.000000;1.000000;0.000001;1.000002;1.000002;1.030001;0.150001;1.000003;
0.033467;0.000000;1.000000;1.000000;0.000001;1.000002;1.000001;1.030001;0.150001;1.000003;
0.035494;0.000000;1.000000;1.000000;0.000001;1.000003;1.000001;1.030001;0.150000;1.000003;
0.037521;0.000000;1.000000;1.000000;0.000001;1.000003;1.000001;1.030001;0.150000;1.000003;
0.039548;0.000000;1.000000;1.000000;0.000001;1.000003;1.000001;1.030001;0.150000;1.000003;
0.041575;0.000000;1.000000;1.000000;0.000001;1.000003;1.000001;1.030001;0.150000;1.000003;
0.043602;0.000000;1.000000;1.000000;0.000001;1.000003;1.000001;1.030001;0.150000;1.000003;
0.045629;0.000000;1.000000;1.000000;0.000001;1.000003;1.000001;1.030001;0.150000;1.000003;
0.047656;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.149999;1.000003;
0.051710;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.149999;1.000003;
0.055764;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.149999;1.000003;
0.059818;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.149999;1.000003;
0.063872;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.149999;1.000003;
0.066570;0.000000;1.000000;1.000000;-0.000000;1.000003;1.000001;1.030001;0.149999;1.000003;
0.067097;0.000000;1.000000;1.000000;-0.000000;1.000003;1.000001;1.030001;0.149999;1.000003;
0.067625;0.000000;1.000000;1.000000;-0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.068680;0.000000;1.000000;1.000000;-0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.070790;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.075011;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.080985;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.081534;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.082083;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.083180;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.085376;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.089766;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.098548;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.116111;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.133674;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030001;0.150000;1.000003;
0.168800;0.000000;1.000000;1.000000;0.000000;1.000003;1.000001;1.030000;0.149999;1.000003;
0.203926;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
0.274178;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
0.344430;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
0.484934;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
0.611388;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
0.737841;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
0.864295;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
0.990749;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
1.000000;0.000000;1.000000;1.000000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
1.000000;0.000000;1.000000;0.800000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
1.000083;0.000000;1.000000;0.800000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
1.000166;0.000000;1.000000;0.800000;0.000000;1.000003;1.000000;1.030000;0.149999;1.000003;
1.000332;0.000000;1.000000;0.800000;0.000000;1.000003;1.000000;1.029999;0.149999;1.000003;
1.000665;0.000000;1.000000;0.800000;0.000000;1.000003;1.000000;1.029998;0.149998;1.000003;
1.000831;0.000000;1.000000;0.800000;-0.000000;1.000003;1.000000;1.029996;0.149998;1.000003;
1.000914;0.000000;1.000000;0.800000;-0.000000;1.000003;1.000000;1.029995;0.149998;1.000003;
1.001080;0.000000;1.000000;0.800000;-0.000000;1.000003;1.000000;1.029992;0.149997;1.000003;
1.001413;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999999;1.029983;0.149994;1.000003;
1.001454;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999999;1.029982;0.149993;1.000003;
1.001475;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999999;1.029981;0.149993;1.000003;
1.001516;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999999;1.029979;0.149993;1.000003;
1.001600;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999999;1.029976;0.149991;1.000003;
1.001766;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999999;1.029969;0.149989;1.000003;
1.002098;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999997;1.029949;0.149983;1.000003;
1.002763;0.000000;1.000000;0.800000;-0.000000;1.000003;0.999992;1.029890;0.149963;1.000002;
1.004093;0.000000;1.000000;0.800000;-0.000001;1.000003;0.999966;1.029670;0.149893;1.000002;
1.006752;0.000000;1.000000;0.800000;-0.000008;1.000002;0.999785;1.028757;0.149605;1.000000;
1.009412;0.000000;1.000000;0.800000;-0.000022;1.000002;0.999367;1.027187;0.149128;0.999997;
1.012071;0.000000;1.000000;0.800000;-0.000043;1.000002;0.998631;1.024983;0.148441;0.999992;
1.014730;0.000000;1.000000;0.800000;-0.000070;1.000002;0.997525;1.022231;0.147598;0.999985;
1.017390;0.000000;1.000000;0.800000;-0.000102;1.000003;0.996029;1.019056;0.146654;0.999977;
1.020049;0.000000;1.000000;0.800000;-0.000134;1.000003;0.994157;1.015594;0.145652;0.999969;
1.022709;0.000000;1.000000;0.800000;-0.000164;1.000004;0.991945;1.011978;0.144630;0.999962;
1.025368;0.000000;1.000000;0.800000;-0.000189;1.000004;0.989451;1.008326;0.143619;0.999957;
1.028028;0.000000;1.000000;0.800000;-0.000206;1.000006;0.986742;1.004733;0.142643;0.999954;
1.033346;0.000000;1.000000;0.800000;-0.000215;1.000009;0.981025;0.998008;0.140867;0.999955;
1.038665;0.000000;1.000000;0.800000;-0.000199;1.000013;0.975187;0.991981;0.139250;0.999963;
1.043984;0.000000;1.000000;0.800000;-0.000164;1.000017;0.969531;0.986660;0.137881;0.999976;
1.049303;0.000000;1.000000;0.800000;-0.000121;1.000021;0.964226;0.981919;0.136677;0.999991;
1.054622;0.000000;1.000000;0.800000;-0.000081;1.000025;0.959322;0.977578;0.135541;1.000005;
1.059940;0.000000;1.000000;0.800000;-0.000052;1.000029;0.954780;0.973463;0.134432;1.000016;
1.065259;0.000000;1.000000;0.800000;-0.000037;1.000032;0.950522;0.969446;0.133329;1.000022;
1.070578;0.000000;1.000000;0.800000;-0.000035;1.000034;0.946459;0.965453;0.132227;1.000025;
1.081216;0.000000;1.000000;0.800000;-0.000045;1.000039;0.938625;0.957518;0.130074;1.000027;
1.091853;0.000000;1.000000;0.800000;-0.000056;1.000043;0.931098;0.949786;0.128032;1.000029;
1.102491;0.000000;1.000000;0.800000;-0.000061;1.000047;0.923856;0.942415;0.126067;1.000032;
1.113129;0.000000;1.000000;0.800000;-0.000054;1.000051;0.916952;0.935495;0.124306;1.000038;
1.123766;0.000000;1.000000;0.800000;-0.000040;1.000055;0.910433;0.929025;0.122675;1.000045;
1.145042;0.000000;1.000000;0.800000;-0.000021;1.000062;0.898505;0.917184;0.119656;1.000057;
1.166317;0.000000;1.000000;0.800000;-0.000008;1.000068;0.887900;0.906627;0.117041;1.000066;
1.187592;0.000000;1.000000;0.800000;-0.000003;1.000074;0.878436;0.897182;0.114671;1.000073;
1.208868;0.000000;1.000000;0.800000;0.000000;1.000078;0.869978;0.888747;0.112564;1.000078;
1.230143;0.000000;1.000000;0.800000;0.000004;1.000083;0.862426;0.881227;0.110716;1.000084;
1.272694;0.000000;1.000000;0.800000;0.000010;1.000090;0.849578;0.868444;0.107585;1.000092;
1.315244;0.000000;1.000000;0.800000;0.000023;1.000095;0.839337;0.858264;0.105248;1.000101;
1.357795;0.000000;1.000000;0.800000;0.000026;1.000099;0.831198;0.850175;0.103346;1.000106;
1.366893;0.000000;1.000000;0.800000;0.000026;1.000100;0.829676;0.848662;0.102986;1.000107;
1.366893;0.000000;1.000000;0.800000;0.000026;1.000100;0.829676;0.848659;0.102846;1.000107;
1.367229;0.000000;1.000000;0.800000;0.000026;1.000100;0.829623;0.848606;0.102834;1.000107;
1.368539;0.000000;1.000000;0.800000;0.000024;1.000100;0.829417;0.848402;0.102785;1.000106;
1.369850;0.000000;1.000000;0.800000;0.000022;1.000100;0.829213;0.848198;0.102737;1.000106;
1.372470;0.000000;1.000000;0.800000;0.000018;1.000101;0.828807;0.847795;0.102642;1.000105;
1.377712;0.000000;1.000000;0.800000;0.000015;1.000101;0.828023;0.847016;0.102459;1.000105;
1.388195;0.000000;1.000000;0.800000;0.000012;1.000102;0.826537;0.845540;0.102113;1.000105;
1.388277;0.000000;1.000000;0.800000;0.000012;1.000102;0.826525;0.845529;0.102110;1.000105;
1.388441;0.000000;1.000000;0.800000;0.000012;1.000102;0.826502;0.845506;0.102104;1.000105;
1.388769;0.000000;1.000000;0.800000;0.000012;1.000102;0.826456;0.845460;0.102094;1.000105;
1.389424;0.000000;1.000000;0.800000;0.000012;1.000102;0.826364;0.845368;0.102072;1.000105;
1.389751;0.000000;1.000000;0.800000;0.000012;1.000102;0.826318;0.845322;0.102061;1.000105;
1.390407;0.000000;1.000000;0.800000;0.000012;1.000102;0.826226;0.845231;0.102040;1.000105;
1.390488;0.000000;1.000000;0.800000;0.000012;1.000102;0.826214;0.845220;0.102037;1.000105;
1.390652;0.000000;1.000000;0.800000;0.000012;1.000102;0.826191;0.845197;0.102032;1.000105;
1.390980;0.000000;1.000000;0.800000;0.000012;1.000102;0.826146;0.845152;0.102021;1.000105;
1.391635;0.000000;1.000000;0.800000;0.000012;1.000102;0.826055;0.845061;0.102000;1.000105;
1.392946;0.000000;1.000000;0.800000;0.000012;1.000102;0.825873;0.844881;0.101958;1.000105;
1.393601;0.000000;1.000000;0.800000;0.000012;1.000102;0.825783;0.844792;0.101937;1.000105;
1.394911;0.000000;1.000000;0.800000;0.000012;1.000102;0.825604;0.844614;0.101895;1.000105;
1.395075;0.000000;1.000000;0.800000;0.000012;1.000102;0.825582;0.844591;0.101890;1.000105;
1.395403;0.000000;1.000000;0.800000;0.000012;1.000102;0.825537;0.844547;0.101879;1.000105;
1.396058;0.000000;1.000000;0.800000;0.000012;1.000102;0.825448;0.844459;0.101859;1.000105;
1.396385;0.000000;1.000000;0.800000;0.000012;1.000102;0.825404;0.844414;0.101848;1.000105;
1.397041;0.000000;1.000000;0.800000;0.000012;1.000102;0.825315;0.844326;0.101828;1.000105;
1.397122;0.000000;1.000000;0.800000;0.000012;1.000102;0.825304;0.844315;0.101825;1.000105;
1.397286;0.000000;1.000000;0.800000;0.000012;1.000102;0.825282;0.844293;0.101820;1.000105;
1.397614;0.000000;1.000000;0.800000;0.000012;1.000103;0.825238;0.844250;0.101809;1.000105;
1.398269;0.000000;1.000000;0.800000;0.000012;1.000103;0.825150;0.844162;0.101789;1.000105;
1.399579;0.000000;1.000000;0.800000;0.000011;1.000103;0.824975;0.843989;0.101748;1.000106;
1.400235;0.000000;1.000000;0.800000;0.000011;1.000103;0.824888;0.843902;0.101728;1.000106;
1.401545;0.000000;1.000000;0.800000;0.000011;1.000103;0.824715;0.843730;0.101687;1.000106;
1.401709;0.000000;1.000000;0.800000;0.000011;1.000103;0.824693;0.843709;0.101682;1.000106;
1.402036;0.000000;1.000000;0.800000;0.000011;1.000103;0.824650;0.843666;0.101672;1.000106;
1.402692;0.000000;1.000000;0.800000;0.000011;1.000103;0.824564;0.843581;0.101652;1.000106;
1.403019;0.000000;1.000000;0.800000;0.000011;1.000103;0.824521;0.843538;0.101642;1.000106;
1.403674;0.000000;1.000000;0.800000;0.000011;1.000103;0.824436;0.843453;0.101622;1.000106;
1.403756;0.000000;1.000000;0.800000;0.000011;1.000103;0.824425;0.843442;0.101619;1.000106;
1.403920;0.000000;1.000000;0.800000;0.000011;1.000103;0.824404;0.843421;0.101614;1.000106;
1.404248;0.000000;1.000000;0.800000;0.000011;1.000103;0.824361;0.843379;0.101604;1.000106;
1.404903;0.000000;1.000000;0.800000;0.000011;1.000103;0.824276;0.843295;0.101584;1.000106;
1.406213;0.000000;1.000000;0.800000;0.000011;1.000103;0.824108;0.843127;0.101545;1.000106;
1.406869;0.000000;1.000000;0.800000;0.000011;1.000103;0.824023;0.843044;0.101525;1.000106;
1.408179;0.000000;1.000000;0.800000;0.000011;1.000103;0.823857;0.842878;0.101486;1.000106;
1.408343;0.000000;1.000000;0.800000;0.000011;1.000103;0.823836;0.842857;0.101481;1.000106;
1.408670;0.000000;1.000000;0.800000;0.000011;1.000103;0.823794;0.842816;0.101471;1.000106;
1.409326;0.000000;1.000000;0.800000;0.000011;1.000103;0.823711;0.842733;0.101452;1.000106;
1.409653;0.000000;1.000000;0.800000;0.000011;1.000103;0.823670;0.842692;0.101442;1.000106;
1.410308;0.000000;1.000000;0.800000;0.000011;1.000103;0.823587;0.842610;0.101423;1.000106;
1.410390;0.000000;1.000000;0.800000;0.000011;1.000103;0.823577;0.842600;0.101420;1.000106;
1.410554;0.000000;1.000000;0.800000;0.000011;1.000103;0.823556;0.842579;0.101415;1.000106;
1.410882;0.000000;1.000000;0.800000;0.000011;1.000103;0.823515;0.842539;0.101406;1.000106;
1.411537;0.000000;1.000000;0.800000;0.000011;1.000103;0.823433;0.842457;0.101387;1.000106;
1.412847;0.000000;1.000000;0.800000;0.000011;1.000104;0.823270;0.842295;0.101348;1.000106;
1.413503;0.000000;1.000000;0.800000;0.000011;1.000104;0.823189;0.842215;0.101329;1.000106;
1.414813;0.000000;1.000000;0.800000;0.000011;1.000104;0.823028;0.842055;0.101291;1.000106;
1.414977;0.000000;1.000000;0.800000;0.000011;1.000104;0.823008;0.842035;0.101287;1.000106;
1.415304;0.000000;1.000000;0.800000;0.000011;1.000104;0.822968;0.841995;0.101277;1.000106;
1.415960;0.000000;1.000000;0.800000;0.000011;1.000104;0.822888;0.841915;0.101258;1.000106;
1.416287;0.000000;1.000000;0.800000;0.000011;1.000104;0.822848;0.841876;0.101249;1.000106;
1.416942;0.000000;1.000000;0.800000;0.000010;1.000104;0.822768;0.841796;0.101230;1.000106;
1.417024;0.000000;1.000000;0.800000;0.000010;1.000104;0.822758;0.841787;0.101228;1.000106;
1.417188;0.000000;1.000000;0.800000;0.000010;1.000104;0.822738;0.841767;0.101223;1.000106;
1.417516;0.000000;1.000000;0.800000;0.000010;1.000104;0.822698;0.841727;0.101214;1.000106;
1.418171;0.000000;1.000000;0.800000;0.000010;1.000104;0.822619;0.841649;0.101195;1.000106;
1.419481;0.000000;1.000000;0.800000;0.000010;1.000104;0.822462;0.841493;0.101158;1.000106;
1.420137;0.000000;1.000000;0.800000;0.000010;1.000104;0.822384;0.841415;0.101140;1.000106;
1.421447;0.000000;1.000000;0.800000;0.000010;1.000104;0.822228;0.841260;0.101104;1.000107;
1.421611;0.000000;1.000000;0.800000;0.000010;1.000104;0.822209;0.841241;0.101099;1.000107;
1.421938;0.000000;1.000000;0.800000;0.000010;1.000104;0.822170;0.841202;0.101090;1.000107;
1.422594;0.000000;1.000000;0.800000;0.000010;1.000104;0.822093;0.841126;0.101072;1.000107;
1.422921;0.000000;1.000000;0.800000;0.000010;1.000104;0.822054;0.841087;0.101063;1.000107;
1.423576;0.000000;1.000000;0.800000;0.000010;1.000104;0.821977;0.841011;0.101045;1.000107;
1.423658;0.000000;1.000000;0.800000;0.000010;1.000104;0.821968;0.841001;0.101042;1.000107;
1.423822;0.000000;1.000000;0.800000;0.000010;1.000104;0.821948;0.840982;0.101038;1.000107;
1.424150;0.000000;1.000000;0.800000;0.000009;1.000104;0.821910;0.840944;0.101029;1.000107;
1.424805;0.000000;1.000000;0.800000;0.000009;1.000104;0.821834;0.840868;0.101011;1.000107;
1.426115;0.000000;1.000000;0.800000;0.000009;1.000104;0.821682;0.840718;0.100975;1.000107;
1.426770;0.000000;1.000000;0.800000;0.000009;1.000104;0.821606;0.840643;0.100958;1.000107;
1.428081;0.000000;1.000000;0.800000;0.000009;1.000104;0.821456;0.840494;0.100922;1.000107;
1.428245;0.000000;1.000000;0.800000;0.000009;1.000104;0.821438;0.840475;0.100918;1.000107;
1.428572;0.000000;1.000000;0.800000;0.000009;1.000104;0.821400;0.840438;0.100909;1.000107;
