time;WECCPVVSource_photovoltaics_HvMeasurements_PPu;WECCPVVSource_photovoltaics_HvMeasurements_QPu;WECCPVVSource_photovoltaics_HvMeasurements_UPu;WECCPVVSource_photovoltaics_LvMeasurements_PPu;WECCPVVSource_photovoltaics_LvMeasurements_QPu;WECCPVVSource_photovoltaics_LvMeasurements_UPu;WECCPVVSource_photovoltaics_injector_PInjPu;WECCPVVSource_photovoltaics_injector_QInjPu;WECCPVVSource_photovoltaics_injector_terminal_V_re;WECCPVVSource_photovoltaics_injector_terminal_i_re;WECCPVVSource_photovoltaics_injector_terminal_V_im;WECCPVVSource_photovoltaics_injector_terminal_i_im;WECCPVVSource_photovoltaics_pll_omegaPLLPu;
4.000009;0.350230;0.903988;0.815623;0.350230;1.115909;0.983984;0.350244;1.257203;1.028178;-0.700459;0.385250;0.960293;1.080493;
4.000011;0.350285;0.903775;0.815561;0.350285;1.115649;0.983897;0.350299;1.256913;1.028045;-0.700570;0.385311;0.960051;1.080553;
4.000013;0.350317;0.903654;0.815526;0.350317;1.115502;0.983848;0.350331;1.256748;1.027969;-0.700633;0.385346;0.959914;1.080588;
4.000014;0.350354;0.903512;0.815485;0.350354;1.115330;0.983790;0.350368;1.256555;1.027881;-0.700707;0.385386;0.959753;1.080628;
4.000015;0.350372;0.903441;0.815465;0.350372;1.115243;0.983761;0.350386;1.256459;1.027837;-0.700744;0.385407;0.959673;1.080648;
4.000015;0.350381;0.903406;0.815455;0.350381;1.115200;0.983747;0.350395;1.256411;1.027815;-0.700763;0.385417;0.959633;1.080658;
4.000016;0.350388;0.903381;0.815448;0.350388;1.115170;0.983737;0.350402;1.256377;1.027799;-0.700775;0.385424;0.959605;1.080665;
4.000016;0.350394;0.903356;0.815441;0.350394;1.115140;0.983727;0.350408;1.256344;1.027784;-0.700788;0.385431;0.959577;1.080672;
4.000016;0.350401;0.903332;0.815434;0.350401;1.115110;0.983717;0.350415;1.256310;1.027769;-0.700801;0.385438;0.959549;1.080679;
4.000017;0.350407;0.903307;0.815426;0.350407;1.115080;0.983706;0.350421;1.256277;1.027753;-0.700814;0.385445;0.959521;1.080685;
4.000017;0.350413;0.903282;0.815419;0.350413;1.115050;0.983696;0.350428;1.256243;1.027738;-0.700827;0.385452;0.959493;1.080692;
4.000017;0.350420;0.903258;0.815412;0.350420;1.115020;0.983686;0.350434;1.256210;1.027723;-0.700840;0.385459;0.959466;1.080699;
4.000017;0.350426;0.903233;0.815405;0.350426;1.114990;0.983676;0.350440;1.256176;1.027707;-0.700852;0.385466;0.959438;1.080706;
4.000018;0.350433;0.903209;0.815398;0.350433;1.114960;0.983666;0.350447;1.256143;1.027692;-0.700865;0.385473;0.959410;1.080713;
4.000018;0.350439;0.903184;0.815391;0.350439;1.114931;0.983656;0.350453;1.256109;1.027677;-0.700878;0.385480;0.959382;1.080720;
4.000018;0.350445;0.903159;0.815384;0.350445;1.114901;0.983646;0.350460;1.256076;1.027661;-0.700891;0.385487;0.959354;1.080727;
4.000019;0.350458;0.903110;0.815370;0.350458;1.114841;0.983626;0.350472;1.256009;1.027631;-0.700917;0.385502;0.959298;1.080741;
4.000019;0.350471;0.903061;0.815356;0.350471;1.114781;0.983606;0.350485;1.255942;1.027600;-0.700942;0.385516;0.959242;1.080755;
4.000020;0.350484;0.903012;0.815341;0.350484;1.114721;0.983586;0.350498;1.255875;1.027569;-0.700968;0.385530;0.959186;1.080769;
4.000020;0.350497;0.902962;0.815327;0.350497;1.114661;0.983566;0.350511;1.255808;1.027538;-0.700994;0.385544;0.959131;1.080783;
4.000021;0.350510;0.902913;0.815313;0.350510;1.114601;0.983546;0.350524;1.255741;1.027508;-0.701019;0.385558;0.959075;1.080797;
4.000022;0.350535;0.902815;0.815285;0.350535;1.114481;0.983506;0.350550;1.255607;1.027446;-0.701071;0.385586;0.958963;1.080824;
4.000024;0.350587;0.902618;0.815228;0.350587;1.114242;0.983425;0.350601;1.255339;1.027324;-0.701174;0.385643;0.958740;1.080880;
4.000027;0.350638;0.902421;0.815171;0.350638;1.114003;0.983345;0.350652;1.255071;1.027201;-0.701277;0.385700;0.958517;1.080935;
4.000031;0.350741;0.902028;0.815058;0.350741;1.113524;0.983184;0.350755;1.254536;1.026955;-0.701483;0.385813;0.958070;1.081046;
4.000040;0.350948;0.901241;0.814831;0.350948;1.112568;0.982863;0.350962;1.253466;1.026463;-0.701896;0.386040;0.957176;1.081268;
4.000058;0.351362;0.899670;0.814377;0.351362;1.110658;0.982221;0.351376;1.251331;1.025480;-0.702725;0.386496;0.955388;1.081710;
4.000094;0.352198;0.896536;0.813469;0.352198;1.106852;0.980938;0.352212;1.247077;1.023510;-0.704396;0.387415;0.951806;1.082589;
4.000165;0.353895;0.890299;0.811655;0.353895;1.099292;0.978377;0.353908;1.238634;1.019561;-0.707789;0.389282;0.944627;1.084328;
4.000308;0.357384;0.877949;0.808031;0.357384;1.084374;0.973274;0.357398;1.222004;1.011626;-0.714768;0.393120;0.930200;1.087728;
4.000451;0.360952;0.865743;0.804412;0.360952;1.069690;0.968191;0.360966;1.205671;1.003651;-0.721904;0.397045;0.915699;1.091050;
4.000593;0.364591;0.853678;0.800795;0.364591;1.055237;0.963125;0.364604;1.189627;0.995634;-0.729181;0.401048;0.901124;1.094295;
4.000879;0.371976;0.829925;0.793564;0.371976;1.026943;0.953034;0.371989;1.158303;0.979493;-0.743952;0.409172;0.871776;1.100607;
4.001165;0.379550;0.806700;0.786341;0.379550;0.999514;0.943008;0.379562;1.128074;0.963194;-0.759099;0.417504;0.842142;1.106636;
4.001450;0.387291;0.784001;0.779121;0.387291;0.972951;0.933046;0.387304;1.098921;0.946727;-0.774582;0.426020;0.812202;1.112367;
4.001679;0.393577;0.766177;0.773336;0.393577;0.952266;0.925106;0.393589;1.076315;0.933415;-0.787153;0.432934;0.787999;1.116746;
4.001679;0.393586;0.766181;0.773340;0.393586;0.952269;0.925107;0.393598;1.076341;0.933419;-0.787171;0.432944;0.788006;1.116746;
4.001682;0.393675;0.765932;0.773259;0.393675;0.951982;0.924995;0.393688;1.076027;0.933230;-0.787350;0.433043;0.787663;1.116807;
4.001686;0.393771;0.765666;0.773172;0.393771;0.951675;0.924876;0.393783;1.075693;0.933029;-0.787541;0.433148;0.787298;1.116871;
4.001689;0.393866;0.765401;0.773085;0.393866;0.951369;0.924757;0.393879;1.075360;0.932828;-0.787732;0.433253;0.786932;1.116935;
4.001696;0.394057;0.764871;0.772911;0.394057;0.950756;0.924519;0.394070;1.074692;0.932426;-0.788114;0.433463;0.786201;1.117063;
4.001710;0.394439;0.763812;0.772563;0.394439;0.949533;0.924043;0.394452;1.073360;0.931622;-0.788878;0.433883;0.784738;1.117320;
4.001737;0.395204;0.761697;0.771868;0.395204;0.947092;0.923092;0.395216;1.070702;0.930011;-0.790408;0.434724;0.781810;1.117830;
4.001792;0.396736;0.757480;0.770478;0.396736;0.942234;0.921191;0.396748;1.065415;0.926786;-0.793472;0.436410;0.775946;1.118842;
4.001903;0.399808;0.749103;0.767697;0.399808;0.932608;0.917396;0.399820;1.054957;0.920318;-0.799616;0.439789;0.764186;1.120833;
4.002123;0.405977;0.732567;0.762136;0.405977;0.913717;0.909832;0.405989;1.034495;0.907311;-0.811953;0.446575;0.740537;1.124686;
4.002410;0.414047;0.711396;0.754869;0.414047;0.889744;0.900000;0.414058;1.008650;0.890184;-0.828093;0.455452;0.709397;1.129461;
4.002414;0.414150;0.711136;0.754780;0.414150;0.889452;0.899878;0.414162;1.008342;0.889970;-0.828300;0.455566;0.709008;1.129518;
4.002418;0.414251;0.710876;0.754689;0.414251;0.889159;0.899756;0.414263;1.008026;0.889756;-0.828502;0.455677;0.708618;1.129576;
4.002425;0.414452;0.710355;0.754508;0.414452;0.888573;0.899512;0.414464;1.007396;0.889327;-0.828904;0.455899;0.707839;1.129691;
4.002439;0.414856;0.709314;0.754146;0.414856;0.887402;0.899024;0.414867;1.006139;0.888469;-0.829711;0.456342;0.706279;1.129920;
4.002468;0.415663;0.707237;0.753422;0.415663;0.885067;0.898048;0.415675;1.003632;0.886751;-0.831326;0.457230;0.703156;1.130375;
4.002525;0.417280;0.703099;0.751974;0.417280;0.880423;0.896099;0.417291;0.998651;0.883311;-0.834559;0.459009;0.696902;1.131274;
4.002640;0.420520;0.694886;0.749079;0.420520;0.871239;0.892210;0.420532;0.988820;0.876411;-0.841040;0.462573;0.684356;1.133026;
4.002754;0.423752;0.686746;0.746183;0.423752;0.862177;0.888329;0.423764;0.979143;0.869488;-0.847505;0.466129;0.671769;1.134732;
4.002984;0.430220;0.670709;0.740393;0.430220;0.844449;0.880599;0.430232;0.960287;0.855567;-0.860440;0.473244;0.646458;1.137966;
4.003053;0.432143;0.665970;0.738647;0.432143;0.839252;0.878286;0.432154;0.954706;0.851361;-0.864286;0.475359;0.638812;1.138890;
4.003053;0.432181;0.665952;0.738654;0.432181;0.839220;0.878284;0.432173;0.954752;0.851366;-0.864323;0.475380;0.638820;1.138892;
4.003054;0.432212;0.665829;0.738608;0.432212;0.839088;0.878225;0.432223;0.954606;0.851256;-0.864423;0.475435;0.638620;1.138914;
4.003056;0.432262;0.665704;0.738562;0.432262;0.838951;0.878164;0.432273;0.954460;0.851146;-0.864524;0.475490;0.638419;1.138940;
4.003060;0.432363;0.665453;0.738471;0.432363;0.838675;0.878042;0.432373;0.954169;0.850925;-0.864724;0.475600;0.638018;1.138990;
4.003067;0.432562;0.664953;0.738287;0.432562;0.838125;0.877798;0.432574;0.953585;0.850484;-0.865124;0.475820;0.637216;1.139089;
4.003082;0.432962;0.663953;0.737921;0.432962;0.837026;0.877311;0.432973;0.952420;0.849601;-0.865923;0.476260;0.635611;1.139286;
4.003111;0.433758;0.661955;0.737188;0.433758;0.834833;0.876336;0.433770;0.950096;0.847835;-0.867517;0.477137;0.632401;1.139671;
4.003168;0.435343;0.657974;0.735724;0.435343;0.830465;0.874388;0.435354;0.945471;0.844304;-0.870686;0.478880;0.625980;1.140406;
4.003284;0.438470;0.650061;0.732796;0.438470;0.821806;0.870499;0.438482;0.936314;0.837243;-0.876940;0.482320;0.613141;1.141739;
4.003400;0.441539;0.642209;0.729868;0.441539;0.813237;0.866617;0.441550;0.927267;0.830181;-0.883078;0.485696;0.600302;1.142939;
4.003516;0.444546;0.634416;0.726942;0.444546;0.804757;0.862741;0.444557;0.918328;0.823123;-0.889092;0.489003;0.587469;1.144010;
4.003748;0.450368;0.618995;0.721090;0.450368;0.788039;0.855000;0.450379;0.900746;0.809012;-0.900736;0.495408;0.561814;1.145859;
4.003979;0.455919;0.603798;0.715242;0.455919;0.771645;0.847282;0.455930;0.883550;0.794931;-0.911837;0.501514;0.536212;1.147256;
4.004211;0.461177;0.588820;0.709402;0.461177;0.755554;0.839588;0.461188;0.866719;0.780902;-0.922354;0.507299;0.510704;1.148189;
4.004675;0.470724;0.559504;0.697765;0.470724;0.724215;0.824278;0.470735;0.834033;0.753104;-0.941447;0.517801;0.460164;1.148765;
4.005138;0.478921;0.531004;0.686196;0.478921;0.693896;0.809074;0.478932;0.802490;0.725756;-0.957843;0.526819;0.410441;1.147764;
4.005602;0.485720;0.503282;0.674720;0.485720;0.664478;0.793985;0.485731;0.771922;0.698994;-0.971440;0.534298;0.361782;1.145369;
4.006065;0.491104;0.476307;0.663361;0.491104;0.635856;0.779020;0.491115;0.742195;0.672942;-0.982209;0.540222;0.314417;1.141764;
4.006528;0.495084;0.450054;0.652143;0.495084;0.607947;0.764191;0.495094;0.713179;0.647708;-0.990168;0.544600;0.268538;1.137129;
4.006992;0.497695;0.424506;0.641086;0.497695;0.580683;0.749509;0.497706;0.684775;0.623379;-0.995390;0.547472;0.224304;1.131641;
4.007455;0.498996;0.399650;0.630211;0.498996;0.554016;0.734988;0.499006;0.656907;0.600022;-0.997992;0.548904;0.181836;1.125465;
4.007919;0.499060;0.375475;0.619534;0.499060;0.527908;0.720638;0.499070;0.629521;0.577681;-0.998120;0.548974;0.141218;1.118758;
4.008382;0.497973;0.351976;0.609069;0.497973;0.502340;0.706470;0.497983;0.602584;0.556383;-0.995946;0.547779;0.102494;1.111664;
4.008846;0.495828;0.329146;0.598829;0.495828;0.477299;0.692495;0.495838;0.576082;0.536134;-0.991656;0.545420;0.065680;1.104319;
4.009309;0.492723;0.306983;0.588822;0.492723;0.452786;0.678721;0.492733;0.550015;0.516926;-0.985447;0.542005;0.030755;1.096843;
4.009431;0.491755;0.301253;0.586219;0.491755;0.446418;0.675132;0.491764;0.543205;0.512025;-0.983509;0.540940;0.021846;1.094833;
4.009490;0.491270;0.298529;0.584982;0.491270;0.443383;0.673418;0.491280;0.539962;0.509712;-0.982540;0.540407;0.017639;1.093881;
4.009491;0.491258;0.298463;0.584953;0.491258;0.443310;0.673376;0.491268;0.539884;0.509656;-0.982516;0.540393;0.017538;1.093858;
4.009493;0.491246;0.298397;0.584923;0.491246;0.443236;0.673335;0.491256;0.539805;0.509600;-0.982492;0.540380;0.017437;1.093835;
4.009495;0.491222;0.298266;0.584863;0.491222;0.443090;0.673252;0.491232;0.539649;0.509489;-0.982445;0.540354;0.017235;1.093789;
4.009501;0.491175;0.298004;0.584744;0.491175;0.442798;0.673087;0.491184;0.539337;0.509267;-0.982350;0.540302;0.016831;1.093697;
4.009507;0.491127;0.297742;0.584625;0.491127;0.442506;0.672922;0.491137;0.539025;0.509045;-0.982255;0.540250;0.016427;1.093605;
4.009518;0.491032;0.297220;0.584388;0.491032;0.441924;0.672593;0.491042;0.538403;0.508602;-0.982065;0.540145;0.015623;1.093421;
4.009541;0.490842;0.296182;0.583916;0.490842;0.440767;0.671938;0.490852;0.537167;0.507722;-0.981685;0.539936;0.014022;1.093053;
4.009586;0.490463;0.294128;0.582981;0.490463;0.438478;0.670640;0.490472;0.534721;0.505981;-0.980926;0.539519;0.010856;1.092317;
4.009676;0.489705;0.290111;0.581148;0.489705;0.434001;0.668094;0.489715;0.529938;0.502574;-0.979411;0.538686;0.004662;1.090845;
4.009766;0.488946;0.286187;0.579350;0.488946;0.429629;0.665597;0.488956;0.525265;0.499244;-0.977893;0.537851;-0.001393;1.089373;
4.009857;0.488186;0.282352;0.577589;0.488186;0.425356;0.663147;0.488196;0.520700;0.495988;-0.976372;0.537015;-0.007312;1.087904;
4.010037;0.486658;0.274894;0.574146;0.486658;0.417049;0.658358;0.486667;0.511828;0.489653;-0.973315;0.535333;-0.018830;1.084971;
4.010218;0.485126;0.267756;0.570831;0.485126;0.409098;0.653741;0.485135;0.503335;0.483589;-0.970251;0.533648;-0.029855;1.082051;
4.010579;0.482067;0.254413;0.564587;0.482067;0.394227;0.645023;0.482076;0.487446;0.472271;-0.964134;0.530284;-0.050433;1.076269;
4.010941;0.479035;0.242228;0.558835;0.479035;0.380629;0.636965;0.479044;0.472907;0.461977;-0.958069;0.526948;-0.069149;1.070587;
4.011302;0.476046;0.231105;0.553547;0.476046;0.368189;0.629530;0.476055;0.459591;0.452642;-0.952092;0.523661;-0.086122;1.065034;
4.011663;0.473116;0.220956;0.548695;0.473116;0.356802;0.622680;0.473125;0.447381;0.444198;-0.946233;0.520438;-0.101473;1.059635;
4.012025;0.470259;0.211697;0.544254;0.470259;0.346376;0.616380;0.470268;0.436179;0.436582;-0.940518;0.517296;-0.115321;1.054413;
4.012386;0.467486;0.203257;0.540196;0.467486;0.336830;0.610594;0.467495;0.425896;0.429731;-0.934972;0.514245;-0.127777;1.049391;
4.012747;0.464808;0.195569;0.536498;0.464808;0.328090;0.605293;0.464817;0.416456;0.423588;-0.929616;0.511299;-0.138946;1.044586;
4.013108;0.462234;0.188576;0.533137;0.462234;0.320096;0.600447;0.462242;0.407795;0.418096;-0.924467;0.508468;-0.148930;1.040012;
4.013470;0.459771;0.182223;0.530090;0.459771;0.312790;0.596027;0.459780;0.399854;0.413206;-0.919542;0.505759;-0.157822;1.035682;
4.014151;0.455451;0.171790;0.525105;0.455451;0.300689;0.588734;0.455459;0.386633;0.405400;-0.910901;0.501007;-0.172013;1.028227;
4.014157;0.455414;0.171709;0.525066;0.455414;0.300594;0.588677;0.455422;0.386526;0.405341;-0.910828;0.500966;-0.172121;1.028166;
4.014163;0.455378;0.171627;0.525027;0.455378;0.300498;0.588619;0.455387;0.386421;0.405281;-0.910756;0.500927;-0.172229;1.028104;
4.014175;0.455307;0.171463;0.524950;0.455307;0.300307;0.588505;0.455315;0.386211;0.405162;-0.910614;0.500848;-0.172446;1.027982;
4.014199;0.455166;0.171140;0.524796;0.455166;0.299928;0.588278;0.455174;0.385796;0.404927;-0.910332;0.500693;-0.172873;1.027739;
4.014246;0.454889;0.170507;0.524496;0.454889;0.299187;0.587835;0.454897;0.384983;0.404468;-0.909777;0.500388;-0.173707;1.027257;
4.014342;0.454354;0.169295;0.523921;0.454354;0.297767;0.586986;0.454363;0.383423;0.403593;-0.908708;0.499800;-0.175299;1.026311;
4.014533;0.453361;0.167075;0.522871;0.453361;0.295160;0.585431;0.453370;0.380558;0.402004;-0.906723;0.498708;-0.178188;1.024497;
4.014724;0.452443;0.165055;0.521917;0.452443;0.292781;0.584014;0.452451;0.377939;0.400571;-0.904886;0.497698;-0.180794;1.022758;
4.014915;0.451598;0.163225;0.521054;0.451598;0.290620;0.582729;0.451606;0.375557;0.399284;-0.903195;0.496768;-0.183133;1.021096;
4.015297;0.450075;0.159985;0.519531;0.450075;0.286784;0.580455;0.450083;0.371324;0.397035;-0.900150;0.495093;-0.187223;1.017951;
4.015679;0.448816;0.157388;0.518317;0.448816;0.283689;0.578631;0.448824;0.367897;0.395272;-0.897632;0.493708;-0.190428;1.015090;
4.016062;0.447825;0.155410;0.517401;0.447825;0.281313;0.577245;0.447833;0.365257;0.393970;-0.895649;0.492618;-0.192795;1.012525;
4.016826;0.446602;0.153085;0.516343;0.446602;0.278486;0.575627;0.446610;0.362095;0.392518;-0.893204;0.491273;-0.195435;1.008265;
4.017590;0.446337;0.152696;0.516190;0.446337;0.277971;0.575372;0.446345;0.361497;0.392367;-0.892674;0.490982;-0.195709;1.005124;
4.017882;0.446467;0.152978;0.516326;0.446467;0.278301;0.575573;0.446475;0.361857;0.392571;-0.892933;0.491124;-0.195337;1.004200;
4.017882;0.446466;0.152978;0.516326;0.446466;0.278301;0.575573;0.446475;0.361857;0.392572;-0.892933;0.491124;-0.195336;1.004200;
4.017889;0.446471;0.152987;0.516331;0.446471;0.278312;0.575580;0.446479;0.361870;0.392579;-0.892942;0.491129;-0.195323;1.004182;
4.017895;0.446476;0.152997;0.516336;0.446476;0.278323;0.575587;0.446484;0.361883;0.392586;-0.892951;0.491134;-0.195310;1.004164;
4.017908;0.446485;0.153018;0.516346;0.446485;0.278347;0.575602;0.446493;0.361909;0.392601;-0.892970;0.491144;-0.195284;1.004128;
4.017933;0.446505;0.153060;0.516366;0.446505;0.278397;0.575632;0.446513;0.361964;0.392631;-0.893010;0.491166;-0.195228;1.004057;
4.017954;0.446523;0.153098;0.516384;0.446523;0.278442;0.575659;0.446532;0.362013;0.392658;-0.893046;0.491186;-0.195180;1.004000;
4.017961;0.446528;0.153109;0.516389;0.446528;0.278455;0.575667;0.446537;0.362028;0.392666;-0.893057;0.491192;-0.195165;1.003983;
4.017967;0.446534;0.153121;0.516395;0.446534;0.278469;0.575675;0.446542;0.362042;0.392674;-0.893068;0.491198;-0.195151;1.003965;
4.017980;0.446545;0.153143;0.516406;0.446545;0.278496;0.575691;0.446553;0.362072;0.392690;-0.893089;0.491210;-0.195122;1.003931;
4.018006;0.446567;0.153190;0.516428;0.446567;0.278551;0.575725;0.446575;0.362133;0.392723;-0.893134;0.491234;-0.195062;1.003863;
4.018057;0.446614;0.153288;0.516474;0.446614;0.278667;0.575794;0.446623;0.362261;0.392791;-0.893228;0.491287;-0.194939;1.003729;
4.018159;0.446720;0.153504;0.516576;0.446720;0.278923;0.575946;0.446728;0.362545;0.392937;-0.893440;0.491403;-0.194672;1.003476;
4.018364;0.446974;0.154008;0.516810;0.446974;0.279529;0.576301;0.446983;0.363218;0.393270;-0.893949;0.491683;-0.194067;1.003023;
4.018774;0.447649;0.155293;0.517394;0.447649;0.281092;0.577195;0.447658;0.364966;0.394073;-0.895298;0.492425;-0.192608;1.002321;
4.019594;0.449612;0.158809;0.518938;0.449612;0.285455;0.579600;0.449620;0.369895;0.396074;-0.899223;0.494584;-0.188970;1.001663;
4.020413;0.452325;0.163406;0.520881;0.452325;0.291282;0.582683;0.452334;0.376539;0.398426;-0.904650;0.497569;-0.184693;1.001906;
4.021233;0.455702;0.168848;0.523093;0.455702;0.298319;0.586259;0.455711;0.384634;0.400906;-0.911404;0.501283;-0.180184;1.002918;
4.021806;0.458409;0.173029;0.524730;0.458409;0.303820;0.588954;0.458418;0.391013;0.402599;-0.916818;0.504261;-0.177106;1.004000;
4.021806;0.458410;0.173022;0.524729;0.458410;0.303810;0.588953;0.458418;0.391013;0.402598;-0.916819;0.504261;-0.177108;1.004000;
4.021806;0.458412;0.173024;0.524730;0.458412;0.303813;0.588954;0.458420;0.391016;0.402599;-0.916822;0.504263;-0.177106;1.004000;
4.021815;0.458453;0.173089;0.524755;0.458453;0.303899;0.588996;0.458461;0.391115;0.402624;-0.916905;0.504309;-0.177061;1.004019;
4.021823;0.458495;0.173153;0.524780;0.458495;0.303984;0.589037;0.458503;0.391213;0.402649;-0.916989;0.504355;-0.177016;1.004038;
4.021840;0.458579;0.173281;0.524829;0.458579;0.304153;0.589119;0.458587;0.391410;0.402699;-0.917157;0.504448;-0.176925;1.004075;
4.021873;0.458748;0.173539;0.524928;0.458748;0.304494;0.589283;0.458757;0.391807;0.402798;-0.917496;0.504634;-0.176745;1.004151;
4.021895;0.458857;0.173704;0.524992;0.458857;0.304714;0.589389;0.458866;0.392062;0.402861;-0.917714;0.504754;-0.176630;1.004200;
4.021904;0.458903;0.173774;0.525019;0.458903;0.304806;0.589433;0.458912;0.392170;0.402887;-0.917806;0.504804;-0.176582;1.004221;
4.021913;0.458949;0.173843;0.525046;0.458949;0.304898;0.589478;0.458958;0.392277;0.402914;-0.917898;0.504855;-0.176533;1.004241;
4.021931;0.459041;0.173983;0.525099;0.459041;0.305083;0.589567;0.459050;0.392493;0.402967;-0.918082;0.504956;-0.176437;1.004283;
4.021967;0.459225;0.174262;0.525207;0.459225;0.305454;0.589745;0.459234;0.392924;0.403073;-0.918451;0.505159;-0.176244;1.004366;
4.022040;0.459598;0.174823;0.525422;0.459598;0.306201;0.590103;0.459606;0.393794;0.403284;-0.919195;0.505568;-0.175861;1.004536;
4.022184;0.460353;0.175955;0.525852;0.460353;0.307710;0.590822;0.460362;0.395555;0.403698;-0.920706;0.506399;-0.175107;1.004888;
4.022474;0.461908;0.178251;0.526714;0.461908;0.310790;0.592270;0.461917;0.399158;0.404499;-0.923816;0.508110;-0.173652;1.005633;
4.023053;0.465177;0.182943;0.528426;0.465177;0.317163;0.595189;0.465186;0.406651;0.405962;-0.930354;0.511706;-0.170991;1.007267;
4.023632;0.468640;0.187731;0.530106;0.468640;0.323775;0.598112;0.468649;0.414479;0.407214;-0.937281;0.515515;-0.168715;1.009062;
4.024790;0.476014;0.197338;0.533257;0.476014;0.337405;0.603800;0.476023;0.430792;0.408933;-0.952028;0.523626;-0.165590;1.012925;
4.025317;0.479526;0.201658;0.534573;0.479526;0.343702;0.606278;0.479535;0.438406;0.409335;-0.959051;0.527489;-0.164861;1.014748;
4.025328;0.479605;0.201755;0.534602;0.479605;0.343844;0.606333;0.479615;0.438579;0.409343;-0.959210;0.527577;-0.164846;1.014789;
4.025340;0.479685;0.201851;0.534631;0.479685;0.343985;0.606387;0.479694;0.438750;0.409349;-0.959369;0.527664;-0.164834;1.014831;
4.025363;0.479844;0.202043;0.534688;0.479844;0.344268;0.606497;0.479853;0.439094;0.409362;-0.959688;0.527840;-0.164811;1.014914;
4.025410;0.480163;0.202428;0.534802;0.480163;0.344834;0.606715;0.480172;0.439781;0.409385;-0.960325;0.528190;-0.164768;1.015081;
4.025503;0.480802;0.203195;0.535028;0.480802;0.345966;0.607148;0.480812;0.441156;0.409427;-0.961604;0.528894;-0.164694;1.015415;
