time;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_energyConversion_storageSys_sOCcontrol_soc;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_PInjPu;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_QInjPu;
0.068152;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.931848;1.031200;-0.044000;
0.073307;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.926693;1.031200;-0.044000;
0.080868;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.919132;1.031200;-0.044000;
0.086258;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.913742;1.031200;-0.044000;
0.091648;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.908352;1.031200;-0.044000;
0.102428;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.897572;1.031200;-0.044000;
0.123988;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.876012;1.031200;-0.044000;
0.167107;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.832893;1.031200;-0.044000;
0.253347;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.746653;1.031200;-0.044000;
0.425827;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.574173;1.031200;-0.044000;
0.598306;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.401694;1.031200;-0.044000;
0.943265;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.056735;1.031200;-0.044000;
1.000000;-0.200000;1.000000;1.000000;-0.200000;1.000000;1.000000;49.000000;1.031200;-0.044000;
1.000000;-0.200000;1.000000;1.000000;-0.200000;1.000000;0.800000;49.000000;1.031200;-0.044000;
1.000822;-0.200000;1.000000;0.999991;-0.200000;1.000000;0.800000;48.999178;1.031068;-0.044037;
1.001644;-0.200000;1.000000;0.999964;-0.200000;1.000000;0.800000;48.998356;1.030826;-0.044069;
1.003288;-0.200000;1.000000;0.999851;-0.200000;1.000000;0.800000;48.996712;1.030067;-0.044321;
1.005451;-0.199999;1.000000;0.999500;-0.200000;1.000000;0.800000;48.994551;1.028586;-0.044751;
1.005451;-0.199999;1.000000;0.999500;-0.200000;1.000000;0.800000;48.994551;1.028588;-0.044739;
1.005451;-0.199999;1.000000;0.999500;-0.200000;1.000000;0.800000;48.994550;1.028588;-0.044739;
1.005452;-0.199999;1.000000;0.999500;-0.200000;1.000000;0.800000;48.994550;1.028587;-0.044739;
1.005453;-0.199999;1.000000;0.999500;-0.200000;1.000000;0.800000;48.994548;1.028586;-0.044740;
1.005455;-0.199999;1.000000;0.999499;-0.200000;1.000000;0.800000;48.994546;1.028584;-0.044740;
1.005460;-0.199999;1.000000;0.999498;-0.200000;1.000000;0.800000;48.994541;1.028580;-0.044741;
1.005471;-0.199999;1.000000;0.999496;-0.200000;1.000000;0.800000;48.994531;1.028571;-0.044744;
1.005491;-0.199999;1.000000;0.999492;-0.200000;1.000000;0.800000;48.994510;1.028554;-0.044749;
1.005531;-0.199999;1.000000;0.999484;-0.200000;1.000000;0.800000;48.994470;1.028520;-0.044758;
1.005552;-0.199999;1.000000;0.999480;-0.200000;1.000000;0.800000;48.994449;1.028503;-0.044763;
1.005592;-0.199999;1.000000;0.999472;-0.200000;1.000000;0.800000;48.994409;1.028468;-0.044773;
1.005674;-0.199999;1.000000;0.999455;-0.200000;1.000000;0.800000;48.994328;1.028398;-0.044793;
1.005836;-0.199999;1.000000;0.999419;-0.200000;1.000000;0.800000;48.994165;1.028255;-0.044833;
1.006161;-0.199999;1.000000;0.999341;-0.200000;1.000000;0.800000;48.993841;1.027960;-0.044915;
1.006810;-0.199999;1.000001;0.999159;-0.200000;1.000000;0.800000;48.993192;1.027333;-0.045088;
1.008109;-0.199997;1.000001;0.998688;-0.200000;1.000000;0.800000;48.991895;1.025968;-0.045457;
1.010707;-0.199976;1.000002;0.997358;-0.200000;1.000000;0.800000;48.989304;1.022971;-0.046225;
1.015903;-0.199835;1.000008;0.993600;-0.200000;1.000000;0.800000;48.984141;1.016750;-0.047659;
1.021099;-0.199588;1.000017;0.989177;-0.200000;1.000000;0.800000;48.979001;1.010693;-0.048960;
1.026295;-0.199236;1.000029;0.984421;-0.200000;1.000000;0.800000;48.973886;1.004983;-0.049987;
1.036687;-0.198359;1.000057;0.974748;-0.200000;1.000000;0.800000;48.963715;0.994315;-0.051822;
1.047079;-0.197289;1.000089;0.965231;-0.200000;1.000000;0.800000;48.953638;0.984722;-0.053296;
1.050441;-0.196934;1.000100;0.962270;-0.200000;1.000000;0.800000;48.950396;0.981762;-0.053738;
1.050447;-0.196933;1.000100;0.962265;-0.200000;1.000000;0.800000;48.950391;0.981757;-0.053738;
1.050458;-0.196932;1.000100;0.962255;-0.200000;1.000000;0.800000;48.950380;0.981747;-0.053739;
1.050482;-0.196929;1.000100;0.962234;-0.200000;1.000000;0.800000;48.950357;0.981728;-0.053742;
1.050528;-0.196924;1.000100;0.962192;-0.200000;1.000000;0.800000;48.950313;0.981688;-0.053747;
1.050621;-0.196913;1.000101;0.962110;-0.200000;1.000000;0.800000;48.950223;0.981610;-0.053758;
1.050807;-0.196892;1.000101;0.961945;-0.200000;1.000000;0.800000;48.950044;0.981454;-0.053780;
1.050900;-0.196881;1.000102;0.961862;-0.200000;1.000000;0.800000;48.949955;0.981375;-0.053791;
1.051086;-0.196860;1.000102;0.961697;-0.200000;1.000000;0.800000;48.949776;0.981219;-0.053813;
1.051458;-0.196817;1.000104;0.961369;-0.200000;1.000000;0.800000;48.949419;0.980908;-0.053856;
1.052201;-0.196731;1.000106;0.960718;-0.200000;1.000000;0.800000;48.948704;0.980288;-0.053943;
1.053689;-0.196559;1.000111;0.959434;-0.200000;1.000000;0.800000;48.947277;0.979062;-0.054114;
1.056664;-0.196219;1.000121;0.956933;-0.200000;1.000000;0.800000;48.944430;0.976647;-0.054456;
1.062613;-0.195554;1.000141;0.952139;-0.200000;1.000000;0.800000;48.938766;0.971944;-0.055122;
1.074512;-0.194278;1.000178;0.943180;-0.200000;1.000000;0.800000;48.927543;0.963023;-0.056347;
1.098310;-0.191835;1.000249;0.927268;-0.200000;1.000000;0.800000;48.905475;0.947083;-0.058301;
1.145907;-0.187278;1.000378;0.901796;-0.200000;1.000000;0.800000;48.862553;0.921574;-0.060673;
1.193503;-0.183155;1.000497;0.881401;-0.200000;1.000000;0.800000;48.820601;0.900872;-0.063319;
1.241100;-0.179214;1.000602;0.865130;-0.200000;1.000000;0.800000;48.779424;0.884913;-0.062376;
1.288696;-0.175751;1.000695;0.852099;-0.200000;1.000000;0.800000;48.738867;0.871889;-0.062382;
1.336293;-0.172678;1.000777;0.841675;-0.200000;1.000000;0.800000;48.698806;0.861480;-0.062058;
1.431486;-0.167917;1.000904;0.827784;-0.200000;1.000000;0.800000;48.620007;0.847611;-0.060986;
1.526679;-0.164429;1.001000;0.818511;-0.200000;1.000000;0.800000;48.542091;0.838103;-0.061113;
1.621872;-0.161854;1.001067;0.812348;-0.200000;1.000000;0.800000;48.464761;0.832037;-0.059821;
1.717065;-0.160123;1.001112;0.808236;-0.200000;1.000000;0.800000;48.387823;0.827991;-0.058960;
1.907450;-0.158683;1.001148;0.804121;-0.200000;1.000000;0.800000;48.234729;0.824002;-0.058124;
2.097836;-0.158380;1.001158;0.802054;-0.200000;1.000000;0.800000;48.082030;0.821832;-0.058885;
2.478608;-0.158860;1.001145;0.800684;-0.200000;1.000000;0.800000;47.777152;0.820591;-0.059159;
2.859380;-0.159415;1.001132;0.800224;-0.200000;1.000000;0.800000;47.472449;0.820094;-0.060001;
2.886098;-0.159439;1.001132;0.800214;-0.200000;1.000000;0.800000;47.451073;0.820086;-0.060015;
2.886098;-0.159439;1.001132;0.800214;-0.200000;1.000000;0.800000;47.451073;0.820137;-0.059783;
2.890212;-0.159434;1.001131;0.800211;-0.200000;1.000000;0.800000;47.447781;0.820132;-0.059788;
2.894326;-0.159432;1.001131;0.800208;-0.200000;1.000000;0.800000;47.444489;0.820126;-0.059791;
2.902553;-0.159430;1.001131;0.800200;-0.200000;1.000000;0.800000;47.437905;0.820116;-0.059798;
2.919009;-0.159431;1.001131;0.800184;-0.200000;1.000000;0.800000;47.424737;0.820100;-0.059803;
2.951920;-0.159433;1.001131;0.800156;-0.200000;1.000000;0.800000;47.398403;0.820073;-0.059810;
2.954650;-0.159433;1.001131;0.800155;-0.200000;1.000000;0.800000;47.396219;0.820071;-0.059810;
2.958696;-0.159434;1.001131;0.800151;-0.200000;1.000000;0.800000;47.392982;0.820068;-0.059814;
2.962741;-0.159436;1.001131;0.800148;-0.200000;1.000000;0.800000;47.389745;0.820065;-0.059820;
2.970832;-0.159443;1.001131;0.800142;-0.200000;1.000000;0.800000;47.383271;0.820058;-0.059832;
2.987013;-0.159463;1.001130;0.800130;-0.200000;1.000000;0.800000;47.370324;0.820047;-0.059860;
3.019376;-0.159510;1.001129;0.800109;-0.200000;1.000000;0.800000;47.344430;0.820027;-0.059910;
3.084102;-0.159601;1.001127;0.800076;-0.200000;1.000000;0.800000;47.292643;0.819995;-0.060002;
3.213553;-0.159740;1.001123;0.800044;-0.200000;1.000000;0.800000;47.189076;0.819965;-0.060137;
3.472455;-0.159898;1.001119;0.800018;-0.200000;1.000000;0.800000;46.981950;0.819940;-0.060287;
3.990260;-0.159992;1.001117;0.800005;-0.200000;1.000000;0.800000;46.567704;0.819928;-0.060376;
4.508065;-0.160009;1.001117;0.800001;-0.200000;1.000000;0.800000;46.153459;0.819925;-0.060390;
4.999999;-0.160007;1.001117;0.800001;-0.200000;1.000000;0.800000;45.759912;0.819924;-0.060388;
4.999999;-0.160007;1.001117;0.800001;-0.200000;1.000000;0.800000;45.759912;0.035610;0.096481;
4.999999;-0.160005;1.001105;0.799991;-0.200000;1.000000;0.800000;45.759912;0.035610;0.096481;
5.000001;-0.159973;1.000904;0.799831;-0.200000;1.000000;0.800000;45.759910;0.035610;0.096481;
5.000009;-0.159844;1.000100;0.799188;-0.200000;1.000000;0.800000;45.759903;0.035610;0.096483;
5.000012;-0.159812;0.999900;0.799028;-0.200000;1.000000;0.800000;45.759902;0.035611;0.096483;
5.000135;-0.157899;0.987928;0.789461;-0.200000;1.000000;0.800000;45.759804;0.035618;0.096509;
5.000259;-0.156009;0.976102;0.780011;-0.200000;1.000000;0.800000;45.759708;0.035631;0.096559;
5.000506;-0.152282;0.952788;0.761382;-0.200000;1.000000;0.800000;45.759518;0.035673;0.096712;
5.001001;-0.145090;0.907812;0.725443;-0.200000;1.000000;0.800000;45.759150;0.035827;0.097274;
5.001089;-0.143841;0.900000;0.719202;-0.200000;1.000000;0.800000;45.759087;0.035864;0.097407;
5.001089;-0.143841;0.900000;0.719201;-0.200000;1.000000;0.800000;45.759087;0.035864;0.097407;
5.001216;-0.142069;0.888925;0.710353;-0.200000;1.000000;0.800000;45.758996;0.035910;0.097581;
5.001344;-0.140318;0.877990;0.701616;-0.200000;1.000000;0.800000;45.758907;0.035956;0.097762;
5.001599;-0.136868;0.856441;0.684400;-0.200000;1.000000;0.800000;45.758731;0.036035;0.098070;
5.001676;-0.135836;0.850000;0.679254;-0.200000;1.000000;0.800000;45.758678;0.036058;0.098161;
5.001676;-0.135836;0.850000;0.679254;-0.200000;1.000000;0.800000;45.758678;0.036058;0.098162;
5.001781;-0.134450;0.841354;0.672347;-0.200000;1.000000;0.800000;45.758607;0.036087;0.098282;
5.001781;-0.134450;0.841354;0.672346;-0.200000;1.000000;0.800000;45.758607;0.036087;0.098282;
5.001907;-0.132812;0.831142;0.664188;-0.200000;1.000000;0.800000;45.758524;0.036121;0.098424;
5.002033;-0.131194;0.821057;0.656132;-0.200000;1.000000;0.800000;45.758441;0.036155;0.098573;
5.002285;-0.128002;0.801181;0.640254;-0.200000;1.000000;0.800000;45.758278;0.036215;0.098838;
5.002300;-0.127813;0.800000;0.639311;-0.200000;1.000000;0.800000;45.758268;0.036218;0.098854;
5.002300;-0.127813;0.800000;0.639311;-0.200000;1.000000;0.800000;45.758268;0.036218;0.098853;
5.002301;-0.127797;0.799900;0.639231;-0.200000;1.000000;0.800000;45.758268;0.036218;0.098854;
5.002425;-0.126260;0.790343;0.631597;-0.200000;1.000000;0.800000;45.758189;0.036246;0.098986;
5.002549;-0.124742;0.780904;0.624057;-0.200000;1.000000;0.800000;45.758112;0.036275;0.099128;
5.002797;-0.121745;0.762295;0.609194;-0.200000;1.000000;0.800000;45.757959;0.036327;0.099390;
5.003293;-0.115951;0.726399;0.580525;-0.200000;1.000000;0.800000;45.757665;0.036433;0.099969;
5.004285;-0.105100;0.659564;0.527153;-0.200000;1.000000;0.800000;45.757115;0.036678;0.101448;
5.004889;-0.098912;0.621738;0.496951;-0.200000;1.000000;0.800000;45.756803;0.036875;0.102670;
5.004999;-0.097842;0.615221;0.491748;-0.200000;1.000000;0.800000;45.756749;0.036916;0.102926;
5.005108;-0.096781;0.608774;0.486601;-0.200000;1.000000;0.800000;45.756696;0.036958;0.103199;
5.005327;-0.094684;0.596044;0.476439;-0.200000;1.000000;0.800000;45.756591;0.037049;0.103769;
5.005765;-0.090606;0.571385;0.456755;-0.200000;1.000000;0.800000;45.756387;0.037259;0.105072;
5.006640;-0.082883;0.525094;0.419809;-0.200000;1.000000;0.800000;45.756003;0.037802;0.108366;
5.008391;-0.068987;0.443437;0.354652;-0.200000;1.000000;0.800000;45.755322;0.039460;0.118033;
5.008910;-0.065222;0.421738;0.337342;-0.200000;1.000000;0.800000;45.755140;0.040120;0.121690;
5.008910;-0.065222;0.421738;0.337342;-0.200000;1.000000;0.800000;45.755140;0.040109;0.121730;
5.009032;-0.064373;0.416892;0.333477;-0.200000;1.000000;0.800000;45.755100;0.040273;0.122660;
5.009154;-0.063532;0.412104;0.329658;-0.200000;1.000000;0.800000;45.755060;0.040440;0.123597;
5.009399;-0.061870;0.402663;0.322128;-0.200000;1.000000;0.800000;45.754980;0.040780;0.125516;
5.009887;-0.058640;0.384443;0.307598;-0.200000;1.000000;0.800000;45.754827;0.041483;0.129449;
5.010863;-0.052536;0.350483;0.280518;-0.200000;1.000000;0.800000;45.754539;0.042959;0.137600;
5.012816;-0.041639;0.291399;0.233419;-0.200000;1.000000;0.800000;45.754035;0.046034;0.154330;
5.014769;-0.032326;0.242708;0.194621;-0.200000;1.000000;0.800000;45.753614;0.049001;0.170638;
5.018675;-0.017417;0.168205;0.135290;-0.200000;1.000000;0.800000;45.752953;0.054525;0.199637;
5.022190;-0.007583;0.122348;0.098804;-0.200000;1.000000;0.800000;45.752527;0.058405;0.220106;
5.025705;-0.000307;0.090555;0.073532;-0.200000;1.000000;0.800000;45.752212;0.061324;0.235449;
5.029220;0.005047;0.068600;0.056096;-0.200000;1.000000;0.800000;45.751976;0.063451;0.246596;
5.032735;0.008970;0.053472;0.044093;-0.200000;1.000000;0.800000;45.751794;0.064968;0.254541;
5.036251;0.011833;0.043062;0.035842;-0.200000;1.000000;0.800000;45.751649;0.066038;0.260134;
5.039766;0.013915;0.035903;0.030174;-0.200000;1.000000;0.800000;45.751530;0.066785;0.264040;
5.046796;0.016677;0.026895;0.023049;-0.200000;1.000000;0.800000;45.751334;0.067740;0.269024;
5.053826;0.018111;0.022706;0.019743;-0.200000;1.000000;0.800000;45.751177;0.068048;0.271506;
5.060857;0.018807;0.020947;0.018360;-0.200000;1.000000;0.800000;45.751038;0.068230;0.272504;
5.067887;0.019120;0.020302;0.017855;-0.200000;1.000000;0.800000;45.750908;0.068366;0.272805;
5.074999;0.019315;0.019926;0.017562;-0.200000;1.000000;0.800000;45.750779;0.068457;0.272970;
5.074999;0.019315;0.019926;0.017562;-0.200000;1.000000;0.800000;45.750779;0.956650;1.238338;
5.075042;0.023439;0.024237;0.021357;-0.200000;1.000000;0.800000;45.750778;0.956650;1.238336;
5.075085;0.027546;0.028530;0.025136;-0.200000;1.000000;0.800000;45.750777;0.956649;1.238333;
5.075171;0.035719;0.037072;0.032657;-0.200000;1.000000;0.800000;45.750774;0.956649;1.238328;
5.075342;0.051858;0.053942;0.047509;-0.200000;1.000000;0.800000;45.750767;0.956648;1.238318;
5.075685;0.083335;0.086844;0.076475;-0.200000;1.000000;0.800000;45.750746;0.956646;1.238299;
5.075708;0.085335;0.088934;0.078315;-0.200000;1.000000;0.800000;45.750744;0.956646;1.238298;
5.075763;0.090288;0.094111;0.082873;-0.200000;1.000000;0.800000;45.750740;0.956646;1.238295;
5.075818;0.095213;0.099260;0.087405;-0.200000;1.000000;0.800000;45.750735;0.956645;1.238292;
5.075929;0.105000;0.109490;0.096412;-0.200000;1.000000;0.800000;45.750725;0.956645;1.238286;
5.076151;0.124258;0.129620;0.114134;-0.200000;1.000000;0.800000;45.750701;0.956644;1.238274;
5.076594;0.161545;0.168597;0.148448;-0.200000;1.000000;0.800000;45.750643;0.956641;1.238251;
5.077480;0.231436;0.241656;0.212768;-0.200000;1.000000;0.800000;45.750484;0.956637;1.238208;
5.078366;0.295437;0.308562;0.271670;-0.200000;1.000000;0.800000;45.750270;0.956633;1.238169;
5.079252;0.354014;0.369799;0.325581;-0.200000;1.000000;0.800000;45.750006;0.956630;1.238133;
5.080070;0.403694;0.421738;0.371306;-0.200000;1.000000;0.800000;45.749722;0.956627;1.238103;
5.080186;0.410343;0.428692;0.377428;-0.200000;1.000000;0.800000;45.749679;0.956614;1.237885;
5.080302;0.416913;0.435566;0.383480;-0.200000;1.000000;0.800000;45.749634;0.956596;1.237452;
5.080533;0.429861;0.449130;0.395422;-0.200000;1.000000;0.800000;45.749544;0.956510;1.236132;
5.080997;0.454776;0.475354;0.418508;-0.200000;1.000000;0.800000;45.749355;0.956218;1.231227;
5.081923;0.500529;0.524386;0.461674;-0.200000;1.000000;0.800000;45.748947;0.955174;1.213517;
5.083777;0.575192;0.610150;0.537178;-0.200000;1.000000;0.800000;45.748025;0.951711;1.153903;
5.084054;0.584468;0.621738;0.547379;-0.200000;1.000000;0.800000;45.747876;0.951059;1.142962;
5.084054;0.584468;0.621738;0.547379;-0.200000;1.000000;0.800000;45.747876;0.951083;1.142937;
5.084244;0.590393;0.629290;0.554027;-0.200000;1.000000;0.800000;45.747771;0.950603;1.134525;
5.084434;0.596079;0.636698;0.560549;-0.200000;1.000000;0.800000;45.747664;0.950121;1.125914;
5.084814;0.606897;0.651185;0.573303;-0.200000;1.000000;0.800000;45.747449;0.949119;1.108310;
5.085573;0.625792;0.678571;0.597412;-0.200000;1.000000;0.800000;45.747004;0.947050;1.071326;
5.087092;0.653221;0.727580;0.640557;-0.200000;1.000000;0.800000;45.746064;0.942764;0.992640;
5.087525;0.658843;0.740375;0.651822;-0.200000;1.000000;0.800000;45.745787;0.941550;0.969840;
5.087525;0.658844;0.740376;0.651822;-0.200000;1.000000;0.800000;45.745787;0.941550;0.969839;
5.087767;0.661180;0.747047;0.657696;-0.200000;1.000000;0.800000;45.745628;0.940850;0.956562;
5.088008;0.663203;0.753555;0.663425;-0.200000;1.000000;0.800000;45.745468;0.940155;0.943246;
5.088490;0.666532;0.766200;0.674557;-0.200000;1.000000;0.800000;45.745145;0.938771;0.916597;
5.089455;0.669763;0.789721;0.695263;-0.200000;1.000000;0.800000;45.744483;0.936066;0.863347;
5.089902;0.669899;0.799900;0.704224;-0.200000;1.000000;0.800000;45.744171;0.934853;0.838962;
5.089907;0.669889;0.800000;0.704313;-0.200000;1.000000;0.800000;45.744168;0.934841;0.838707;
5.090160;0.669350;0.805468;0.709126;-0.200000;1.000000;0.800000;45.743988;0.934157;0.824803;
5.090414;0.668534;0.810793;0.713814;-0.200000;1.000000;0.800000;45.743807;0.933481;0.810965;
5.090922;0.666278;0.821121;0.722907;-0.200000;1.000000;0.800000;45.743442;0.932158;0.783490;
5.091937;0.658832;0.840245;0.739742;-0.200000;1.000000;0.800000;45.742699;0.929627;0.729621;
5.092495;0.653332;0.850000;0.748330;-0.200000;1.000000;0.800000;45.742285;0.928308;0.700785;
5.092749;0.650291;0.854171;0.752001;-0.200000;1.000000;0.800000;45.742093;0.927722;0.687783;
5.093004;0.647048;0.858231;0.755576;-0.200000;1.000000;0.800000;45.741901;0.927145;0.674909;
