time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;Load_load_PPu;Load_load_QPu;Transformer_transformer_terminal1_V_re;Transformer_transformer_terminal1_V_im;Transformer_transformer_terminal2_V_re;Transformer_transformer_terminal2_V_im;Transformer_transformer_terminal1_i_re;Transformer_transformer_terminal1_i_im;Transformer_transformer_terminal2_i_re;Transformer_transformer_terminal2_i_im;Transformer_transformer_P1Pu;Transformer_transformer_Q1Pu;Transformer_transformer_P2Pu;Transformer_transformer_Q2Pu;Transformer_transformer_U1Pu;Transformer_transformer_U2Pu;Bus1_bus_U;Bus1_bus_UPhaseDeg;Bus2_bus_U;Bus2_bus_UPhaseDeg;
14.0000000000;0.9999994420;9.0849087528;1.5087757089;0.0908490875;0.0150877571;0.0900000000;0.0100000000;0.9037105567;-0.3875164953;0.9389729467;-0.3439893740;-0.0801136055;0.0454186834;0.0801148967;-0.0454181672;-0.0900000000;-0.0100000000;0.0908490875;0.0150877571;0.9832913121;0.9999994420;0.9832913121;-23.2099432573;0.9999994420;-20.1201273187;
14.1000000000;0.9999994454;9.0849087522;1.5087757053;0.0908490875;0.0150877571;0.0900000000;0.0100000000;0.9020027544;-0.3914752130;0.9374556558;-0.3481031229;-0.0799136907;0.0457695156;0.0799149842;-0.0457690050;-0.0900000000;-0.0100000000;0.0908490875;0.0150877571;0.9832913156;0.9999994454;0.9832913156;-23.4611651675;0.9999994454;-20.3713492503;
14.2000000000;0.9999994488;9.0849087517;1.5087757018;0.0908490875;0.0150877570;0.0900000000;0.0100000000;0.9002699102;-0.3954439365;0.9359134831;-0.3522284057;-0.0797113415;0.0461210202;0.0797126372;-0.0461205153;-0.0900000000;-0.0100000000;0.0908490875;0.0150877570;0.9832913190;0.9999994488;0.9832913190;-23.7135028617;0.9999994488;-20.6236869659;
14.3000000000;0.9999994522;9.0849087511;1.5087756982;0.0908490875;0.0150877570;0.0900000000;0.0100000000;0.8985118735;-0.3994223804;0.9343462599;-0.3563649406;-0.0795065467;0.0464731690;0.0795078446;-0.0464726699;-0.0900000000;-0.0100000000;0.0908490875;0.0150877570;0.9832913225;0.9999994522;0.9832913225;-23.9669494937;0.9999994522;-20.8771336190;
14.4000000000;0.9999994555;9.0849087505;1.5087756947;0.0908490875;0.0150877569;0.0900000000;0.0100000000;0.8967284958;-0.4034102582;0.9327538197;-0.3605124449;-0.0792992955;0.0468259339;0.0793005956;-0.0468254406;-0.0900000000;-0.0100000000;0.0908490875;0.0150877569;0.9832913259;0.9999994555;0.9832913259;-24.2214982590;0.9999994555;-21.1316824055;
14.5000000000;0.9999994588;9.0849087500;1.5087756912;0.0908490875;0.0150877569;0.0900000000;0.0100000000;0.8949196301;-0.4074072826;0.9311359975;-0.3646706348;-0.0790895771;0.0471792866;0.0790908794;-0.0471787991;-0.0900000000;-0.0100000000;0.0908490875;0.0150877569;0.9832913293;0.9999994588;0.9832913293;-24.4771423952;0.9999994588;-21.3873265626;
14.6000000000;0.9999994621;9.0849087494;1.5087756877;0.0908490875;0.0150877569;0.0900000000;0.0100000000;0.8930851315;-0.4114131655;0.9294926303;-0.3688392259;-0.0788773811;0.0475331987;0.0788786856;-0.0475327171;-0.0900000000;-0.0100000000;0.0908490875;0.0150877569;0.9832913326;0.9999994621;0.9832913326;-24.7338751811;0.9999994621;-21.6440593694;
14.7000000000;0.9999994654;9.0849087488;1.5087756842;0.0908490875;0.0150877568;0.0900000000;0.0100000000;0.8912248569;-0.4154276181;0.9278235570;-0.3730179325;-0.0786626971;0.0478876420;0.0786640037;-0.0478871662;-0.0900000000;-0.0100000000;0.0908490875;0.0150877568;0.9832913360;0.9999994654;0.9832913360;-24.9916899369;0.9999994654;-21.9018741459;
14.8000000000;0.9999994687;9.0849087483;1.5087756807;0.0908490875;0.0150877568;0.0900000000;0.0100000000;0.8893386652;-0.4194503507;0.9261286184;-0.3772064682;-0.0784455150;0.0482425879;0.0784468238;-0.0482421181;-0.0900000000;-0.0100000000;0.0908490875;0.0150877568;0.9832913393;0.9999994687;0.9832913393;-25.2505800237;0.9999994687;-22.1607642533;
14.9000000000;0.9999994720;9.0849087477;1.5087756773;0.0908490875;0.0150877568;0.0900000000;0.0100000000;0.8874264171;-0.4234810726;0.9244076571;-0.3814045456;-0.0782258248;0.0485980081;0.0782271357;-0.0485975441;-0.0900000000;-0.0100000000;0.0908490875;0.0150877568;0.9832913427;0.9999994720;0.9832913427;-25.5105388433;0.9999994720;-22.4207230934;
15.0000000000;0.9999994752;9.0849087472;1.5087756739;0.0908490875;0.0150877567;0.0900000000;0.0100000000;0.8854879754;-0.4275194926;0.9226605179;-0.3856118763;-0.0780036168;0.0489538739;0.0780049298;-0.0489534159;-0.0900000000;-0.0100000000;0.0908490875;0.0150877567;0.9832913460;0.9999994752;0.9832913460;-25.7715598381;0.9999994752;-22.6817441085;
15.1000000000;0.9999994784;9.0849087466;1.5087756705;0.0908490875;0.0150877567;0.0900000000;0.0100000000;0.8835232048;-0.4315653185;0.9208870473;-0.3898281711;-0.0777788814;0.0493101567;0.0777801964;-0.0493097048;-0.0900000000;-0.0100000000;0.0908490875;0.0150877567;0.9832913492;0.9999994784;0.9832913492;-26.0336364906;0.9999994784;-22.9438207813;
15.2000000000;0.9999994816;9.0849087461;1.5087756671;0.0908490875;0.0150877567;0.0900000000;0.0100000000;0.8815319720;-0.4356182575;0.9190870939;-0.3940531399;-0.0775516091;0.0496668280;0.0775529263;-0.0496663821;-0.0900000000;-0.0100000000;0.0908490875;0.0150877567;0.9832913525;0.9999994816;0.9832913525;-26.2967623233;0.9999994816;-23.2069466342;
15.3000000000;0.9999994848;9.0849087455;1.5087756638;0.0908490875;0.0150877566;0.0900000000;0.0100000000;0.8795141458;-0.4396780158;0.9172605084;-0.3982864916;-0.0773217910;0.0500238590;0.0773231102;-0.0500234192;-0.0900000000;-0.0100000000;0.0908490875;0.0150877566;0.9832913558;0.9999994848;0.9832913558;-26.5609308986;0.9999994848;-23.4711152295;
15.4000000000;0.9999994880;9.0849087450;1.5087756604;0.0908490874;0.0150877566;0.0900000000;0.0100000000;0.8774695971;-0.4437442990;0.9154071433;-0.4025279342;-0.0770894179;0.0503812210;0.0770907391;-0.0503807873;-0.0900000000;-0.0100000000;0.0908490874;0.0150877566;0.9832913590;0.9999994880;0.9832913590;-26.8261358182;0.9999994880;-23.7363201690;
15.5000000000;0.9999994911;9.0849087444;1.5087756571;0.0908490874;0.0150877566;0.0900000000;0.0100000000;0.8753981985;-0.4478168118;0.9135268535;-0.4067771750;-0.0768544810;0.0507388852;0.0768558042;-0.0507384576;-0.0900000000;-0.0100000000;0.0908490874;0.0150877566;0.9832913622;0.9999994911;0.9832913622;-27.0923707231;0.9999994911;-24.0025550937;
15.6000000000;0.9999994942;9.0849087439;1.5087756538;0.0908490874;0.0150877565;0.0900000000;0.0100000000;0.8732998252;-0.4518952584;0.9116194956;-0.4110339203;-0.0766169719;0.0510968227;0.0766182971;-0.0510964013;-0.0900000000;-0.0100000000;0.0908490874;0.0150877565;0.9832913654;0.9999994942;0.9832913654;-27.3596292933;0.9999994942;-24.2698136836;
15.7000000000;0.9999994973;9.0849087434;1.5087756506;0.0908490874;0.0150877565;0.0900000000;0.0100000000;0.8711743541;-0.4559793419;0.9096849286;-0.4152978753;-0.0763768820;0.0514550046;0.0763782092;-0.0514545894;-0.0900000000;-0.0100000000;0.0908490874;0.0150877565;0.9832913685;0.9999994973;0.9832913685;-27.6279052477;0.9999994973;-24.5380896576;
15.8000000000;0.9999995004;9.0849087429;1.5087756473;0.0908490874;0.0150877565;0.0900000000;0.0100000000;0.8690216644;-0.4600687649;0.9077230135;-0.4195687448;-0.0761342034;0.0518134021;0.0761355324;-0.0518129931;-0.0900000000;-0.0100000000;0.0908490874;0.0150877565;0.9832913717;0.9999995004;0.9832913717;-27.8971923436;0.9999995004;-24.8073767729;
15.9000000000;0.9999995035;9.0849087423;1.5087756441;0.0908490874;0.0150877564;0.0900000000;0.0100000000;0.8668416374;-0.4641632293;0.9057336133;-0.4238462324;-0.0758889279;0.0521719861;0.0758902589;-0.0521715834;-0.0900000000;-0.0100000000;0.0908490874;0.0150877564;0.9832913748;0.9999995035;0.9832913748;-28.1674843766;0.9999995035;-25.0776688252;
16.0000000000;0.9999995065;9.0849087418;1.5087756409;0.0908490874;0.0150877564;0.0900000000;0.0100000000;0.8646341566;-0.4682624362;0.9037165934;-0.4281300409;-0.0756410478;0.0525307276;0.0756423807;-0.0525303312;-0.0900000000;-0.0100000000;0.0908490874;0.0150877564;0.9832913779;0.9999995065;0.9832913779;-28.4387751804;0.9999995065;-25.3489596482;
16.1000000000;0.9999995095;9.0849087413;1.5087756377;0.0908490874;0.0150877564;0.0900000000;0.0100000000;0.8623991076;-0.4723660860;0.9016718211;-0.4324198725;-0.0753905556;0.0528895975;0.0753918904;-0.0528892074;-0.0900000000;-0.0100000000;0.0908490874;0.0150877564;0.9832913810;0.9999995095;0.9832913810;-28.7110586266;0.9999995095;-25.6212431134;
16.2000000000;0.9999995126;9.0849087408;1.5087756345;0.0908490874;0.0150877563;0.0900000000;0.0100000000;0.8601363783;-0.4764738783;0.8995991662;-0.4367154283;-0.0751374439;0.0532485667;0.0751387806;-0.0532481831;-0.0900000000;-0.0100000000;0.0908490874;0.0150877563;0.9832913841;0.9999995126;0.9832913841;-28.9843286242;0.9999995126;-25.8945131300;
16.3000000000;0.9999995156;9.0849087403;1.5087756313;0.0908490874;0.0150877563;0.0900000000;0.0100000000;0.8578458587;-0.4805855123;0.8974985005;-0.4410164087;-0.0748817057;0.0536076061;0.0748830442;-0.0536072289;-0.0900000000;-0.0100000000;0.0908490874;0.0150877563;0.9832913871;0.9999995156;0.9832913871;-29.2585791197;0.9999995156;-26.1687636444;
16.4000000000;0.9999995185;9.0849087398;1.5087756282;0.0908490874;0.0150877563;0.0900000000;0.0100000000;0.8555274412;-0.4847006863;0.8953696980;-0.4453225133;-0.0746233340;0.0539666865;0.0746246743;-0.0539663157;-0.0900000000;-0.0100000000;0.0908490874;0.0150877563;0.9832913902;0.9999995185;0.9832913902;-29.5338040968;0.9999995185;-26.4439886402;
16.5000000000;0.9999995215;9.0849087393;1.5087756251;0.0908490874;0.0150877563;0.0900000000;0.0100000000;0.8531810202;-0.4888190980;0.8932126352;-0.4496334410;-0.0743623222;0.0543257786;0.0743636642;-0.0543254143;-0.0900000000;-0.0100000000;0.0908490874;0.0150877563;0.9832913932;0.9999995215;0.9832913932;-29.8099975760;0.9999995215;-26.7201821380;
16.6000000000;0.9999995244;9.0849087388;1.5087756220;0.0908490874;0.0150877562;0.0900000000;0.0100000000;0.8508064926;-0.4929404445;0.8910271906;-0.4539488896;-0.0740986637;0.0546848533;0.0741000074;-0.0546844954;-0.0900000000;-0.0100000000;0.0908490874;0.0150877562;0.9832913962;0.9999995244;0.9832913962;-30.0871536145;0.9999995244;-26.9973381951;
16.7000000000;0.9999995273;9.0849087383;1.5087756189;0.0908490874;0.0150877562;0.0900000000;0.0100000000;0.8484037575;-0.4970644223;0.8888132451;-0.4582685566;-0.0738323523;0.0550438811;0.0738336977;-0.0550435297;-0.0900000000;-0.0100000000;0.0908490874;0.0150877562;0.9832913992;0.9999995273;0.9832913992;-30.3652663061;0.9999995273;-27.2754509050;
16.8000000000;0.9999995302;9.0849087378;1.5087756158;0.0908490874;0.0150877562;0.0900000000;0.0100000000;0.8459727163;-0.5011907270;0.8865706819;-0.4625921383;-0.0735633819;0.0554028327;0.0735647291;-0.0554024879;-0.0900000000;-0.0100000000;0.0908490874;0.0150877562;0.9832914021;0.9999995302;0.9832914021;-30.6443297805;0.9999995302;-27.5545143977;
16.9000000000;0.9999995331;9.0849087373;1.5087756128;0.0908490874;0.0150877561;0.0900000000;0.0100000000;0.8435132725;-0.5053190539;0.8842993865;-0.4669193306;-0.0732917468;0.0557616788;0.0732930957;-0.0557613406;-0.0900000000;-0.0100000000;0.0908490874;0.0150877561;0.9832914051;0.9999995331;0.9832914051;-30.9243382038;0.9999995331;-27.8345228391;
17.0000000000;0.9999995360;9.0849087368;1.5087756098;0.0908490874;0.0150877561;0.0900000000;0.0100000000;0.8410253325;-0.5094490977;0.8819992467;-0.4712498284;-0.0730174414;0.0561203900;0.0730187919;-0.0561200584;-0.0900000000;-0.0100000000;0.0908490874;0.0150877561;0.9832914080;0.9999995360;0.9832914080;-31.2052857776;0.9999995360;-28.1154704310;
17.1000000000;0.9999995388;9.0849087363;1.5087756068;0.0908490874;0.0150877561;0.0900000000;0.0100000000;0.8385088043;-0.5135805523;0.8796701527;-0.4755833261;-0.0727404603;0.0564789368;0.0727418124;-0.0564786119;-0.0900000000;-0.0100000000;0.0908490874;0.0150877561;0.9832914109;0.9999995388;0.9832914109;-31.4871667393;0.9999995388;-28.3973514107;
17.2000000000;0.9999995417;9.0849087358;1.5087756038;0.0908490874;0.0150877560;0.0900000000;0.0100000000;0.8359635990;-0.5177131112;0.8773119972;-0.4799195171;-0.0724607984;0.0568372899;0.0724621521;-0.0568369716;-0.0900000000;-0.0100000000;0.0908490874;0.0150877560;0.9832914138;0.9999995417;0.9832914138;-31.7699753615;0.9999995417;-28.6801600507;
17.3000000000;0.9999995445;9.0849087354;1.5087756008;0.0908490874;0.0150877560;0.0900000000;0.0100000000;0.8333896295;-0.5218464673;0.8749246749;-0.4842580945;-0.0721784508;0.0571954196;0.0721798060;-0.0571951081;-0.0900000000;-0.0100000000;0.0908490874;0.0150877560;0.9832914166;0.9999995445;0.9832914166;-32.0537059520;0.9999995445;-28.9638906589;
17.4000000000;0.9999995473;9.0849087349;1.5087755979;0.0908490873;0.0150877560;0.0900000000;0.0100000000;0.8307868114;-0.5259803130;0.8725080834;-0.4885987505;-0.0718934127;0.0575532965;0.0718947695;-0.0575529917;-0.0900000000;-0.0100000000;0.0908490873;0.0150877560;0.9832914195;0.9999995473;0.9832914195;-32.3383528535;0.9999995473;-29.2485375779;
17.5000000000;0.9999995500;9.0849087344;1.5087755949;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.8281550626;-0.5301143400;0.8700621223;-0.4929411765;-0.0716056797;0.0579108911;0.0716070380;-0.0579105931;-0.0900000000;-0.0100000000;0.0908490873;0.0150877559;0.9832914223;0.9999995500;0.9832914223;-32.6239104433;0.9999995500;-29.5340951853;
17.6000000000;0.9999995528;9.0849087340;1.5087755920;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.8254943035;-0.5342482396;0.8675866938;-0.4972850634;-0.0713152477;0.0582681738;0.0713166074;-0.0582678826;-0.0900000000;-0.0100000000;0.0908490873;0.0150877559;0.9832914251;0.9999995528;0.9832914251;-32.9103731335;0.9999995528;-29.8205578929;
17.7000000000;0.9999995555;9.0849087335;1.5087755891;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.8228044569;-0.5383817028;0.8650817027;-0.5016301016;-0.0710221126;0.0586251150;0.0710234738;-0.0586248306;-0.0900000000;-0.0100000000;0.0908490873;0.0150877559;0.9832914279;0.9999995555;0.9832914279;-33.1977353702;0.9999995555;-30.1079201468;
17.8000000000;0.9999995583;9.0849087330;1.5087755863;0.0908490873;0.0150877559;0.0900000000;0.0100000000;0.8200854480;-0.5425144197;0.8625470559;-0.5059759806;-0.0707262706;0.0589816851;0.0707276332;-0.0589814076;-0.0900000000;-0.0100000000;0.0908490873;0.0150877559;0.9832914307;0.9999995583;0.9832914307;-33.4859916337;0.9999995583;-30.3961764275;
17.9000000000;0.9999995610;9.0849087326;1.5087755834;0.0908490873;0.0150877558;0.0900000000;0.0100000000;0.8173372046;-0.5466460804;0.8599826631;-0.5103223894;-0.0704277183;0.0593378546;0.0704290823;-0.0593375839;-0.0900000000;-0.0100000000;0.0908490873;0.0150877558;0.9832914335;0.9999995610;0.9832914335;-33.7751364380;0.9999995610;-30.6853212489;
18.0000000000;0.9999995637;9.0849087321;1.5087755806;0.0908490873;0.0150877558;0.0900000000;0.0100000000;0.8145596567;-0.5507763741;0.8573884364;-0.5146690165;-0.0701264523;0.0596935937;0.0701278177;-0.0596933299;-0.0900000000;-0.0100000000;0.0908490873;0.0150877558;0.9832914362;0.9999995637;0.9832914362;-34.0651643311;0.9999995637;-30.9753491590;
18.1000000000;0.9999995663;9.0849087317;1.5087755777;0.0908490873;0.0150877558;0.0900000000;0.0100000000;0.8117527371;-0.5549049898;0.8547642903;-0.5190155496;-0.0698224697;0.0600488728;0.0698238363;-0.0600486159;-0.0900000000;-0.0100000000;0.0908490873;0.0150877558;0.9832914390;0.9999995663;0.9832914390;-34.3560698941;0.9999995663;-31.2662547388;
18.2000000000;0.9999995690;9.0849087312;1.5087755749;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.8089163810;-0.5590316162;0.8521101419;-0.5233616761;-0.0695157675;0.0604036623;0.0695171355;-0.0604034124;-0.0900000000;-0.0100000000;0.0908490873;0.0150877557;0.9832914417;0.9999995690;0.9832914417;-34.6478477415;0.9999995690;-31.5580326030;
18.3000000000;0.9999995717;9.0849087308;1.5087755722;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.8060505260;-0.5631559412;0.8494259110;-0.5277070827;-0.0692063433;0.0607579324;0.0692077125;-0.0607576895;-0.0900000000;-0.0100000000;0.0908490873;0.0150877557;0.9832914444;0.9999995717;0.9832914444;-34.9404925209;0.9999995717;-31.8506773990;
18.4000000000;0.9999995743;9.0849087303;1.5087755694;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.8031551124;-0.5672776527;0.8467115195;-0.5320514555;-0.0688941946;0.0611116536;0.0688955650;-0.0611114177;-0.0900000000;-0.0100000000;0.0908490873;0.0150877557;0.9832914470;0.9999995743;0.9832914470;-35.2339989126;0.9999995743;-32.1441838072;
18.5000000000;0.9999995769;9.0849087299;1.5087755666;0.0908490873;0.0150877557;0.0900000000;0.0100000000;0.8002300829;-0.5713964381;0.8439668924;-0.5363944802;-0.0685793194;0.0614647961;0.0685806911;-0.0614645672;-0.0900000000;-0.0100000000;0.0908490873;0.0150877557;0.9832914497;0.9999995769;0.9832914497;-35.5283616295;0.9999995769;-32.4385465407;
18.6000000000;0.9999995795;9.0849087294;1.5087755639;0.0908490873;0.0150877556;0.0900000000;0.0100000000;0.7972753829;-0.5755119843;0.8411919568;-0.5407358420;-0.0682617159;0.0618173302;0.0682630887;-0.0618171084;-0.0900000000;-0.0100000000;0.0908490873;0.0150877556;0.9832914524;0.9999995795;0.9832914524;-35.8235754173;0.9999995795;-32.7337603447;
18.7000000000;0.9999995821;9.0849087290;1.5087755612;0.0908490873;0.0150877556;0.0900000000;0.0100000000;0.7942909602;-0.5796239781;0.8383866427;-0.5450752255;-0.0679413824;0.0621692261;0.0679427563;-0.0621690115;-0.0900000000;-0.0100000000;0.0908490873;0.0150877556;0.9832914550;0.9999995821;0.9832914550;-36.1196350534;0.9999995821;-33.0298199972;
18.8000000000;0.9999995846;9.0849087286;1.5087755585;0.0908490873;0.0150877556;0.0900000000;0.0100000000;0.7912767653;-0.5837321058;0.8355508826;-0.5494123150;-0.0676183175;0.0625204543;0.0676196925;-0.0625202468;-0.0900000000;-0.0100000000;0.0908490873;0.0150877556;0.9832914576;0.9999995846;0.9832914576;-36.4165353478;0.9999995846;-33.3267203076;
18.9000000000;0.9999995872;9.0849087282;1.5087755558;0.0908490873;0.0150877556;0.0900000000;0.0100000000;0.7882327512;-0.5878360534;0.8326846116;-0.5537467941;-0.0672925202;0.0628709850;0.0672938962;-0.0628707846;-0.0900000000;-0.0100000000;0.0908490873;0.0150877556;0.9832914602;0.9999995872;0.9832914602;-36.7142711418;0.9999995872;-33.6244561177;
19.0000000000;0.9999995897;9.0849087277;1.5087755531;0.0908490873;0.0150877555;0.0900000000;0.0100000000;0.7851588735;-0.5919355067;0.8297877673;-0.5580783463;-0.0669639895;0.0632207885;0.0669653666;-0.0632205952;-0.0900000000;-0.0100000000;0.0908490873;0.0150877555;0.9832914628;0.9999995897;0.9832914628;-37.0128373087;0.9999995897;-33.9230223006;
19.1000000000;0.9999995922;9.0849087273;1.5087755505;0.0908490873;0.0150877555;0.0900000000;0.0100000000;0.7820550905;-0.5960301512;0.8268602902;-0.5624066544;-0.0666327248;0.0635698350;0.0666341029;-0.0635696490;-0.0900000000;-0.0100000000;0.0908490873;0.0150877555;0.9832914654;0.9999995922;0.9832914654;-37.3122287532;0.9999995922;-34.2224137609;
19.2000000000;0.9999995947;9.0849087269;1.5087755478;0.0908490873;0.0150877555;0.0900000000;0.0100000000;0.7789213631;-0.6001196722;0.8239021233;-0.5667314009;-0.0662987258;0.0639180949;0.0663001048;-0.0639179161;-0.0900000000;-0.0100000000;0.0908490873;0.0150877555;0.9832914679;0.9999995947;0.9832914679;-37.6124404113;0.9999995947;-34.5226254347;
19.3000000000;0.9999995972;9.0849087265;1.5087755452;0.0908490873;0.0150877555;0.0900000000;0.0100000000;0.7757576547;-0.6042037545;0.8209132121;-0.5710522679;-0.0659619922;0.0642655384;0.0659633722;-0.0642653669;-0.0900000000;-0.0100000000;0.0908490873;0.0150877555;0.9832914704;0.9999995972;0.9832914704;-37.9134672498;0.9999995972;-34.8236522889;
19.4000000000;0.9999995997;9.0849087260;1.5087755426;0.0908490873;0.0150877554;0.0900000000;0.0100000000;0.7725639315;-0.6082820831;0.8178935050;-0.5753689372;-0.0656225243;0.0646121360;0.0656239051;-0.0646119717;-0.0900000000;-0.0100000000;0.0908490873;0.0150877554;0.9832914730;0.9999995997;0.9832914730;-38.2153042667;0.9999995997;-35.1254893214;
19.5000000000;0.9999996021;9.0849087256;1.5087755400;0.0908490873;0.0150877554;0.0900000000;0.0100000000;0.7693401621;-0.6123543424;0.8148429530;-0.5796810901;-0.0652803223;0.0649578578;0.0652817040;-0.0649577008;-0.0900000000;-0.0100000000;0.0908490873;0.0150877554;0.9832914755;0.9999996021;0.9832914755;-38.5179464906;0.9999996021;-35.4281315607;
19.6000000000;0.9999996046;9.0849087252;1.5087755374;0.0908490873;0.0150877554;0.0900000000;0.0100000000;0.7660863181;-0.6164202170;0.8117615097;-0.5839884078;-0.0649353868;0.0653026742;0.0649367693;-0.0653025245;-0.0900000000;-0.0100000000;0.0908490873;0.0150877554;0.9832914780;0.9999996046;0.9832914780;-38.8213889804;0.9999996046;-35.7315740659;
19.7000000000;0.9999996070;9.0849087248;1.5087755349;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.7628023734;-0.6204793909;0.8086491316;-0.5882905710;-0.0645877188;0.0656465556;0.0645891021;-0.0656464133;-0.0900000000;-0.0100000000;0.0908490872;0.0150877553;0.9832914804;0.9999996070;0.9832914804;-39.1256268257;0.9999996070;-36.0358119265;
19.8000000000;0.9999996094;9.0849087244;1.5087755323;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.7594883050;-0.6245315484;0.8055057777;-0.5925872602;-0.0642373192;0.0659894723;0.0642387033;-0.0659893373;-0.0900000000;-0.0100000000;0.0908490872;0.0150877553;0.9832914829;0.9999996094;0.9832914829;-39.4306551459;0.9999996094;-36.3408402619;
19.9000000000;0.9999996118;9.0849087240;1.5087755298;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.7561440921;-0.6285763734;0.8023314097;-0.5968781555;-0.0638841896;0.0663313947;0.0638855743;-0.0663312671;-0.0900000000;-0.0100000000;0.0908490872;0.0150877553;0.9832914853;0.9999996118;0.9832914853;-39.7364690904;0.9999996118;-36.6466542215;
20.0000000000;0.9999996142;9.0849087236;1.5087755273;0.0908490872;0.0150877553;0.0900000000;0.0100000000;0.7527697168;-0.6326135497;0.7991259923;-0.6011629370;-0.0635283314;0.0666722931;0.0635297167;-0.0666721730;-0.0900000000;-0.0100000000;0.0908490872;0.0150877553;0.9832914878;0.9999996142;0.9832914878;-40.0430638386;0.9999996142;-36.9532489846;
20.1000000000;0.9999996166;9.0849087232;1.5087755248;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.7493651641;-0.6366427612;0.7958894926;-0.6054412843;-0.0631697465;0.0670121380;0.0631711325;-0.0670120253;-0.0900000000;-0.0100000000;0.0908490872;0.0150877552;0.9832914902;0.9999996166;0.9832914902;-40.3504345990;0.9999996166;-37.2606197600;
20.2000000000;0.9999996189;9.0849087228;1.5087755223;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.7459304215;-0.6406636916;0.7926218806;-0.6097128769;-0.0628084370;0.0673508999;0.0628098236;-0.0673507946;-0.0900000000;-0.0100000000;0.0908490872;0.0150877552;0.9832914926;0.9999996189;0.9832914926;-40.6585766101;0.9999996189;-37.5687617858;
20.3000000000;0.9999996212;9.0849087224;1.5087755199;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.7424654790;-0.6446760245;0.7893231290;-0.6139773941;-0.0624444053;0.0676885490;0.0624457925;-0.0676884512;-0.0900000000;-0.0100000000;0.0908490872;0.0150877552;0.9832914950;0.9999996212;0.9832914950;-40.9674851391;0.9999996212;-37.8776703296;
20.4000000000;0.9999996236;9.0849087220;1.5087755174;0.0908490872;0.0150877552;0.0900000000;0.0100000000;0.7389703298;-0.6486794435;0.7859932134;-0.6182345151;-0.0620776541;0.0680250561;0.0620790417;-0.0680249658;-0.0900000000;-0.0100000000;0.0908490872;0.0150877552;0.9832914973;0.9999996236;0.9832914973;-41.2771554825;0.9999996236;-38.1873406876;
20.5000000000;0.9999996259;9.0849087217;1.5087755150;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.7354449694;-0.6526736324;0.7826321120;-0.6224839187;-0.0617081861;0.0683603914;0.0617095742;-0.0683603087;-0.0900000000;-0.0100000000;0.0908490872;0.0150877551;0.9832914997;0.9999996259;0.9832914997;-41.5875829656;0.9999996259;-38.4977681852;
20.6000000000;0.9999996282;9.0849087213;1.5087755126;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.7318893962;-0.6566582747;0.7792398057;-0.6267252839;-0.0613360045;0.0686945257;0.0613373931;-0.0686944504;-0.0900000000;-0.0100000000;0.0908490872;0.0150877551;0.9832915020;0.9999996282;0.9832915020;-41.8987629423;0.9999996282;-38.8089481765;
20.7000000000;0.9999996304;9.0849087209;1.5087755102;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.7283036114;-0.6606330541;0.7758162785;-0.6309582893;-0.0609611127;0.0690274294;0.0609625017;-0.0690273617;-0.0900000000;-0.0100000000;0.0908490872;0.0150877551;0.9832915044;0.9999996304;0.9832915044;-42.2106907953;0.9999996304;-39.1208760438;
20.8000000000;0.9999996327;9.0849087205;1.5087755078;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.7246876188;-0.6645976545;0.7723615169;-0.6351826136;-0.0605835143;0.0693590731;0.0605849036;-0.0693590130;-0.0900000000;-0.0100000000;0.0908490872;0.0150877551;0.9832915067;0.9999996327;0.9832915067;-42.5233619352;0.9999996327;-39.4335471980;
20.9000000000;0.9999996350;9.0849087201;1.5087755054;0.0908490872;0.0150877551;0.0900000000;0.0100000000;0.7210414250;-0.6685517594;0.7688755103;-0.6393979353;-0.0602032132;0.0696894275;0.0602046028;-0.0696893750;-0.0900000000;-0.0100000000;0.0908490872;0.0150877551;0.9832915090;0.9999996350;0.9832915090;-42.8367718011;0.9999996350;-39.7469570780;
21.0000000000;0.9999996372;9.0849087198;1.5087755030;0.0908490872;0.0150877550;0.0900000000;0.0100000000;0.7173650394;-0.6724950530;0.7653582508;-0.6436039328;-0.0598202135;0.0700184633;0.0598216034;-0.0700184184;-0.0900000000;-0.0100000000;0.0908490872;0.0150877550;0.9832915113;0.9999996372;0.9832915113;-43.1509158599;0.9999996372;-40.0611011509;
