time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_UOelPu;
1.041327;6.470372;17.009779;1.002882;-0.000000;1.952995;0.800574;0.114816;-0.348924;0.892857;0.000000;
1.044122;6.475309;16.818851;1.003076;-0.000000;1.909398;0.803189;0.113527;-0.357065;0.892857;0.000000;
1.046917;6.477584;16.639475;1.003271;-0.000000;1.868884;0.805976;0.112316;-0.363642;0.892857;0.000000;
1.049712;6.477422;16.470673;1.003465;-0.000000;1.831153;0.808933;0.111177;-0.368891;0.892857;0.000000;
1.052506;6.475042;16.311527;1.003660;-0.000000;1.795934;0.812061;0.110103;-0.373018;0.892857;0.000000;
1.055301;6.470643;16.161193;1.003854;-0.000000;1.762980;0.815359;0.109088;-0.376201;0.892857;0.000000;
1.058096;6.464409;16.018897;1.004049;0.000000;1.732069;0.818828;0.108128;-0.378589;0.892857;0.000000;
1.060890;6.456510;15.883937;1.004243;0.000000;1.703005;0.822468;0.107217;-0.380309;0.892857;0.000000;
1.063685;6.447098;15.755672;1.004437;0.000000;1.675611;0.826279;0.106351;-0.381469;0.892857;0.000000;
1.066480;6.436314;15.633519;1.004632;0.000000;1.649728;0.830260;0.105526;-0.382158;0.892857;0.000000;
1.069274;6.424285;15.516951;1.004826;-0.000000;1.625218;0.834412;0.104739;-0.382452;0.892857;0.000000;
1.072069;6.411128;15.405485;1.005020;0.000000;1.601952;0.838734;0.103987;-0.382416;0.892857;0.000000;
1.074864;6.396950;15.298686;1.005214;-0.000000;1.579817;0.843227;0.103266;-0.382104;0.892857;0.000000;
1.077658;6.381847;15.196155;1.005408;-0.000000;1.558712;0.847890;0.102574;-0.381561;0.892857;0.000000;
1.080453;6.365908;15.097533;1.005602;0.000000;1.538546;0.852723;0.101908;-0.380827;0.892857;0.000000;
1.086042;6.331928;14.910461;1.005990;0.000000;1.500672;0.862901;0.100646;-0.378931;0.892857;0.000000;
1.091632;6.295489;14.735499;1.006378;0.000000;1.465652;0.873761;0.099465;-0.376598;0.892857;0.000000;
1.097221;6.257035;14.570810;1.006766;-0.000000;1.433058;0.885301;0.098353;-0.373962;0.892857;0.000000;
1.102810;6.216959;14.414818;1.007154;0.000000;1.402530;0.897522;0.097300;-0.371125;0.892857;0.000000;
1.108400;6.175589;14.266233;1.007541;0.000000;1.373760;0.910424;0.096297;-0.368165;0.892857;0.000000;
1.113989;6.133204;14.123975;1.007929;0.000000;1.346496;0.924006;0.095337;-0.365135;0.892857;0.000000;
1.119578;6.090033;13.987151;1.008316;-0.000000;1.320533;0.938268;0.094413;-0.362073;0.892857;0.000000;
1.125168;6.046270;13.855015;1.008703;-0.000000;1.295700;0.953210;0.093521;-0.359005;0.892857;0.000000;
1.130757;6.002074;13.726950;1.009090;0.000000;1.271859;0.968831;0.092657;-0.355949;0.892857;0.000000;
1.141936;5.913018;13.480577;1.009863;0.000000;1.226650;1.002110;0.090994;-0.349915;0.892857;0.000000;
1.153115;5.823525;13.245668;1.010636;-0.000000;1.184247;1.038103;0.089408;-0.344010;0.892857;0.000000;
1.164293;5.734128;13.019893;1.011408;0.000000;1.144181;1.076810;0.087884;-0.338246;0.892857;0.000000;
1.175472;5.645222;12.801435;1.012179;0.000000;1.106101;1.118226;0.086410;-0.332624;0.892857;0.000000;
1.186651;5.557084;12.589187;1.012950;-0.000000;1.069738;1.162352;0.084977;-0.327137;0.892857;0.000000;
1.197829;5.469900;12.382318;1.013720;-0.000000;1.034895;1.209183;0.083581;-0.321778;0.892857;0.000000;
1.209008;5.383793;12.180221;1.014490;0.000000;1.001423;1.258719;0.082216;-0.316538;0.892857;0.000000;
1.224915;5.263308;11.898542;1.015585;0.000000;0.955792;1.333862;0.080315;-0.309245;0.892857;0.000000;
1.224915;5.263308;11.899344;1.015585;-0.000000;0.955762;1.333862;0.080321;-0.309234;0.892857;-0.000000;
1.225134;5.261663;11.895542;1.015600;-0.000000;0.955151;1.334937;0.080295;-0.309135;0.892857;0.000000;
1.225353;5.260018;11.891741;1.015615;0.000000;0.954541;1.336012;0.080269;-0.309037;0.892857;0.000000;
1.225792;5.256730;11.884142;1.015645;0.000000;0.953322;1.338166;0.080218;-0.308839;0.892857;-0.000000;
1.226669;5.250163;11.868973;1.015705;-0.000000;0.950890;1.342495;0.080116;-0.308445;0.892857;0.000000;
1.228424;5.237059;11.838726;1.015826;-0.000000;0.946049;1.351217;0.079911;-0.307659;0.892857;0.000000;
1.231933;5.210976;11.778590;1.016067;-0.000000;0.936462;1.368929;0.079505;-0.306096;0.892857;0.000000;
1.233000;5.203117;11.759375;1.016140;-0.000000;0.933602;1.374477;0.079376;-0.305626;0.892857;0.000000;
1.233000;4.029269;15.441716;1.016140;8.876143;-7.533634;1.374477;0.753947;-2.902695;0.892857;0.000000;
1.233000;4.029269;15.441716;1.016140;8.876143;-7.533634;1.374477;0.753947;-2.902695;0.892857;0.000000;
1.233000;4.029269;15.441716;1.016140;8.876143;-7.533634;1.374477;0.753947;-2.902695;0.892857;0.000000;
1.233000;4.029269;15.441714;1.016140;8.876143;-7.533633;1.374477;0.753947;-2.902696;0.892857;0.000000;
1.233000;4.029269;15.441713;1.016140;8.876143;-7.533632;1.374477;0.753947;-2.902696;0.892857;0.000000;
1.233000;4.029269;15.441710;1.016140;8.876143;-7.533631;1.374477;0.753947;-2.902696;0.892857;0.000000;
1.233000;4.029268;15.441705;1.016140;8.876142;-7.533628;1.374478;0.753947;-2.902696;0.892857;0.000000;
1.233000;4.029268;15.441700;1.016140;8.876142;-7.533626;1.374478;0.753947;-2.902696;0.892857;0.000000;
1.233000;4.029268;15.441700;1.016140;8.876142;-7.533626;1.374478;0.753947;-2.902696;0.892857;0.000000;
1.233000;4.029268;15.441699;1.016140;8.876141;-7.533626;1.374478;0.753947;-2.902697;0.892857;0.000000;
1.233000;4.029268;15.441697;1.016140;8.876141;-7.533625;1.374478;0.753947;-2.902697;0.892857;0.000000;
1.233000;4.029267;15.441695;1.016140;8.876141;-7.533624;1.374478;0.753947;-2.902697;0.892857;0.000000;
1.233000;4.029267;15.441689;1.016140;8.876140;-7.533621;1.374478;0.753947;-2.902697;0.892857;0.000000;
1.233000;4.029266;15.441678;1.016140;8.876139;-7.533615;1.374479;0.753948;-2.902698;0.892857;0.000000;
1.233000;4.029264;15.441655;1.016140;8.876136;-7.533605;1.374480;0.753948;-2.902700;0.892857;0.000000;
1.233001;4.029260;15.441610;1.016140;8.876131;-7.533583;1.374481;0.753949;-2.902704;0.892857;0.000000;
1.233001;4.029252;15.441519;1.016140;8.876120;-7.533539;1.374485;0.753951;-2.902712;0.892857;0.000000;
1.233001;4.029249;15.441485;1.016140;8.876116;-7.533523;1.374486;0.753952;-2.902715;0.892857;0.000000;
1.233001;4.029249;15.441485;1.016140;8.876116;-7.533523;1.374486;0.753952;-2.902715;0.892857;0.000000;
1.233001;4.029248;15.441484;1.016140;8.876116;-7.533522;1.374486;0.753952;-2.902716;0.892857;0.000000;
1.233001;4.029248;15.441482;1.016140;8.876116;-7.533522;1.374486;0.753952;-2.902716;0.892857;0.000000;
1.233002;4.029248;15.441478;1.016140;8.876116;-7.533520;1.374486;0.753952;-2.902716;0.892857;0.000000;
1.233002;4.029247;15.441471;1.016140;8.876115;-7.533516;1.374486;0.753952;-2.902717;0.892857;0.000000;
1.233002;4.029246;15.441456;1.016140;8.876113;-7.533509;1.374487;0.753953;-2.902718;0.892857;0.000000;
1.233002;4.029243;15.441427;1.016140;8.876110;-7.533496;1.374488;0.753953;-2.902721;0.892857;0.000000;
1.233002;4.029238;15.441370;1.016140;8.876103;-7.533468;1.374490;0.753955;-2.902726;0.892857;0.000000;
1.233003;4.029228;15.441254;1.016140;8.876089;-7.533412;1.374495;0.753957;-2.902736;0.892857;0.000000;
1.233004;4.029217;15.441138;1.016140;8.876076;-7.533357;1.374499;0.753960;-2.902746;0.892857;0.000000;
1.233006;4.029196;15.440906;1.016140;8.876049;-7.533246;1.374508;0.753965;-2.902767;0.892857;0.000000;
1.233007;4.029178;15.440698;1.016140;8.876024;-7.533146;1.374515;0.753970;-2.902785;0.892857;0.000000;
1.233009;4.029159;15.440489;1.016139;8.876000;-7.533046;1.374523;0.753975;-2.902804;0.892857;0.000000;
1.233010;4.029140;15.440281;1.016139;8.875976;-7.532946;1.374531;0.753980;-2.902822;0.892857;0.000000;
1.233012;4.029121;15.440072;1.016139;8.875951;-7.532846;1.374539;0.753985;-2.902840;0.892857;0.000000;
1.233013;4.029102;15.439864;1.016139;8.875927;-7.532746;1.374547;0.753989;-2.902859;0.892857;0.000000;
1.233015;4.029084;15.439656;1.016139;8.875902;-7.532646;1.374554;0.753994;-2.902877;0.892857;0.000000;
1.233017;4.029065;15.439447;1.016139;8.875878;-7.532547;1.374562;0.753999;-2.902896;0.892857;0.000000;
1.233018;4.029046;15.439239;1.016139;8.875854;-7.532447;1.374570;0.754004;-2.902914;0.892857;0.000000;
1.233020;4.029027;15.439030;1.016139;8.875829;-7.532347;1.374578;0.754008;-2.902933;0.892857;0.000000;
1.233021;4.029009;15.438822;1.016138;8.875805;-7.532247;1.374586;0.754013;-2.902951;0.892857;0.000000;
1.233024;4.028971;15.438405;1.016138;8.875756;-7.532047;1.374601;0.754023;-2.902988;0.892857;0.000000;
1.233027;4.028934;15.437989;1.016138;8.875708;-7.531847;1.374617;0.754032;-2.903025;0.892857;0.000000;
1.233030;4.028896;15.437572;1.016138;8.875659;-7.531648;1.374633;0.754042;-2.903062;0.892857;0.000000;
1.233033;4.028858;15.437155;1.016137;8.875610;-7.531448;1.374648;0.754052;-2.903098;0.892857;0.000000;
1.233037;4.028821;15.436739;1.016137;8.875562;-7.531248;1.374664;0.754061;-2.903135;0.892857;0.000000;
1.233040;4.028783;15.436322;1.016137;8.875513;-7.531048;1.374680;0.754071;-2.903172;0.892857;0.000000;
1.233043;4.028746;15.435906;1.016137;8.875464;-7.530849;1.374695;0.754080;-2.903209;0.892857;0.000000;
1.233046;4.028708;15.435489;1.016136;8.875416;-7.530649;1.374711;0.754090;-2.903246;0.892857;0.000000;
1.233052;4.028634;15.434656;1.016136;8.875319;-7.530249;1.374742;0.754109;-2.903320;0.892857;0.000000;
1.233058;4.028559;15.433824;1.016135;8.875221;-7.529850;1.374773;0.754128;-2.903393;0.892857;0.000000;
1.233064;4.028484;15.432991;1.016135;8.875124;-7.529450;1.374805;0.754147;-2.903467;0.892857;0.000000;
1.233070;4.028409;15.432159;1.016134;8.875027;-7.529051;1.374836;0.754166;-2.903541;0.892857;0.000000;
1.233083;4.028259;15.430495;1.016133;8.874833;-7.528252;1.374898;0.754205;-2.903688;0.892857;0.000000;
1.233107;4.027960;15.427169;1.016131;8.874446;-7.526654;1.375023;0.754281;-2.903982;0.892857;0.000000;
1.233132;4.027662;15.423845;1.016129;8.874059;-7.525057;1.375148;0.754358;-2.904277;0.892857;0.000000;
1.233181;4.027068;15.417208;1.016125;8.873288;-7.521864;1.375398;0.754510;-2.904864;0.892857;0.000000;
1.233280;4.025886;15.403968;1.016117;8.871753;-7.515483;1.375897;0.754815;-2.906037;0.892857;0.000000;
1.233477;4.023553;15.377631;1.016100;8.868714;-7.502745;1.376895;0.755422;-2.908373;0.892857;0.000000;
1.233675;4.021251;15.351449;1.016084;8.865724;-7.490013;1.377892;0.756026;-2.910699;0.892857;0.000000;
1.233872;4.018978;15.325420;1.016067;8.862782;-7.477287;1.378888;0.756628;-2.913016;0.892857;0.000000;
1.234267;4.014502;15.273750;1.016034;8.857054;-7.451808;1.380877;0.757825;-2.917628;0.892857;0.000000;
1.234277;4.014380;15.272340;1.016033;8.856899;-7.451108;1.380932;0.757858;-2.917754;0.892857;0.000000;
1.234277;4.014380;15.272340;1.016033;8.856899;-7.451108;1.380932;0.757858;-2.917754;0.892857;0.000000;
1.234281;4.014337;15.271834;1.016033;8.856844;-7.450858;1.380951;0.757870;-2.917799;0.892857;0.000000;
1.234285;4.014293;15.271329;1.016033;8.856789;-7.450607;1.380971;0.757882;-2.917844;0.892857;0.000000;
1.234293;4.014206;15.270319;1.016032;8.856678;-7.450106;1.381010;0.757905;-2.917935;0.892857;0.000000;
1.234308;4.014033;15.268300;1.016031;8.856458;-7.449104;1.381088;0.757952;-2.918116;0.892857;0.000000;
1.234339;4.013686;15.264264;1.016028;8.856017;-7.447099;1.381245;0.758046;-2.918477;0.892857;0.000000;
1.234401;4.012994;15.256202;1.016023;8.855140;-7.443090;1.381557;0.758233;-2.919198;0.892857;0.000000;
1.234526;4.011620;15.240125;1.016013;8.853399;-7.435075;1.382182;0.758607;-2.920639;0.892857;0.000000;
1.234733;4.009349;15.213398;1.015995;8.850531;-7.421692;1.383225;0.759230;-2.923037;0.892857;0.000000;
1.234733;4.009349;15.213398;1.015995;8.850531;-7.421692;1.383225;0.759230;-2.923037;0.892857;0.000000;
1.234737;4.009303;15.212854;1.015995;8.850473;-7.421419;1.383246;0.759243;-2.923085;0.892857;0.000000;
1.234742;4.009257;15.212310;1.015995;8.850415;-7.421146;1.383267;0.759256;-2.923134;0.892857;0.000000;
1.234750;4.009165;15.211223;1.015994;8.850299;-7.420599;1.383310;0.759281;-2.923232;0.892857;0.000000;
1.234767;4.008982;15.209049;1.015993;8.850067;-7.419507;1.383395;0.759332;-2.923427;0.892857;0.000000;
1.234801;4.008615;15.204704;1.015990;8.849605;-7.417323;1.383565;0.759433;-2.923817;0.892857;0.000000;
1.234869;4.007884;15.196028;1.015984;8.848685;-7.412955;1.383905;0.759636;-2.924597;0.892857;0.000000;
1.235004;4.006431;15.178729;1.015973;8.846860;-7.404221;1.384585;0.760040;-2.926154;0.892857;0.000000;
1.235275;4.003567;15.144341;1.015950;8.843276;-7.386768;1.385944;0.760845;-2.929253;0.892857;0.000000;
1.235817;3.997998;15.076403;1.015905;8.836363;-7.351918;1.388656;0.762441;-2.935398;0.892857;0.000000;
1.236901;3.987482;14.943818;1.015815;8.823531;-7.282461;1.394057;0.765579;-2.947479;0.892857;0.000000;
1.237985;3.977773;14.815536;1.015725;8.811977;-7.213388;1.399427;0.768645;-2.959282;0.892857;0.000000;
1.239069;3.968840;14.691451;1.015636;8.801644;-7.144755;1.404767;0.771640;-2.970814;0.892857;0.000000;
1.240153;3.960654;14.571453;1.015547;8.792479;-7.076614;1.410076;0.774566;-2.982078;0.892857;0.000000;
1.241237;3.953186;14.455435;1.015457;8.784430;-7.009011;1.415355;0.777423;-2.993079;0.892857;0.000000;
1.242321;3.946407;14.343293;1.015368;8.777449;-6.941988;1.420604;0.780214;-3.003823;0.892857;0.000000;
1.243405;3.940290;14.234921;1.015279;8.771486;-6.875586;1.425822;0.782939;-3.014314;0.892857;0.000000;
1.244489;3.934807;14.130218;1.015190;8.766496;-6.809840;1.431010;0.785599;-3.024558;0.892857;0.000000;
1.245572;3.929934;14.029084;1.015102;8.762434;-6.744782;1.436168;0.788197;-3.034558;0.892857;0.000000;
1.246656;3.925645;13.931420;1.015013;8.759257;-6.680443;1.441295;0.790733;-3.044320;0.892857;0.000000;
1.247740;3.921915;13.837130;1.014924;8.756921;-6.616850;1.446392;0.793207;-3.053849;0.892857;0.000000;
1.248824;3.918722;13.746118;1.014835;8.755386;-6.554028;1.451459;0.795623;-3.063148;0.892857;0.000000;
1.249908;3.916042;13.658293;1.014747;8.754614;-6.491997;1.456496;0.797980;-3.072224;0.892857;0.000000;
