time;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_PInjPu;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_QInjPu;
0.059982;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.150000;
0.064040;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.150000;
0.067069;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.067592;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.068115;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.069161;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.071254;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.075440;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.081640;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.082184;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.082727;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.083814;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.085988;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030002;0.149999;
0.090336;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030001;0.149999;
0.099033;0.000001;1.000003;1.000001;0.000000;1.000000;1.000000;1.030001;0.149999;
0.116426;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.133818;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.168604;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.203390;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.272961;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.342532;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.481675;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.606904;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.732132;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.857360;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
0.982589;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
1.000000;0.000001;1.000003;1.000000;0.000000;1.000000;1.000000;1.030001;0.149999;
1.000000;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030001;0.149999;
1.000020;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030001;0.149999;
1.000031;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030001;0.149999;
1.000036;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030001;0.149999;
1.000046;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030001;0.149999;
1.000067;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030000;0.149999;
1.000077;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030000;0.149999;
1.000097;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030000;0.149999;
1.000108;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.030000;0.149999;
1.000113;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029999;0.149999;
1.000123;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029999;0.149999;
1.000144;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029999;0.149999;
1.000154;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029998;0.149998;
1.000174;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029997;0.149998;
1.000185;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029997;0.149998;
1.000190;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029997;0.149998;
1.000200;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029996;0.149998;
1.000205;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029996;0.149998;
1.000216;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029996;0.149998;
1.000221;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029995;0.149998;
1.000231;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029995;0.149997;
1.000236;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029995;0.149997;
1.000246;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029994;0.149997;
1.000252;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029994;0.149997;
1.000262;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029993;0.149997;
1.000267;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029993;0.149997;
1.000277;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029992;0.149997;
1.000282;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029992;0.149997;
1.000293;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029992;0.149996;
1.000298;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029991;0.149996;
1.000308;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029991;0.149996;
1.000313;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029990;0.149996;
1.000324;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029990;0.149996;
1.000329;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029989;0.149996;
1.000339;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029988;0.149996;
1.000344;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029988;0.149995;
1.000354;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029987;0.149995;
1.000359;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029987;0.149995;
1.000370;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029986;0.149995;
1.000375;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029986;0.149995;
1.000385;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029985;0.149994;
1.000390;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029985;0.149994;
1.000401;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029984;0.149994;
1.000406;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029983;0.149994;
1.000416;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029982;0.149994;
1.000421;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029982;0.149993;
1.000431;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029981;0.149993;
1.000437;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029980;0.149993;
1.000447;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029980;0.149993;
1.000452;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029979;0.149993;
1.000462;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029978;0.149992;
1.000467;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029978;0.149992;
1.000478;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029977;0.149992;
1.000483;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029976;0.149992;
1.000493;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029975;0.149991;
1.000498;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029974;0.149991;
1.000508;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029973;0.149991;
1.000514;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029973;0.149991;
1.000524;0.000001;1.000003;1.000000;0.000000;1.000000;0.800000;1.029972;0.149990;
1.000544;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029969;0.149990;
1.000555;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029968;0.149989;
1.000575;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029966;0.149989;
1.000586;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029965;0.149988;
1.000591;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029964;0.149988;
1.000601;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029963;0.149988;
1.000606;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029962;0.149987;
1.000616;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029961;0.149987;
1.000637;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029958;0.149986;
1.000647;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029957;0.149986;
1.000668;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029954;0.149985;
1.000678;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029952;0.149984;
1.000683;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029952;0.149984;
1.000693;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029950;0.149984;
1.000699;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029950;0.149984;
1.000709;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029948;0.149983;
1.000729;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029945;0.149982;
1.000740;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029943;0.149982;
1.000760;0.000001;1.000003;0.999999;0.000000;1.000000;0.800000;1.029940;0.149981;
1.000771;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029939;0.149980;
1.000791;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029935;0.149979;
1.000801;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029934;0.149979;
1.000822;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029930;0.149978;
1.000832;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029928;0.149977;
1.000853;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029925;0.149976;
1.000863;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029923;0.149976;
1.000884;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029919;0.149974;
1.000894;0.000001;1.000003;0.999998;0.000000;1.000000;0.800000;1.029918;0.149974;
1.000914;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029914;0.149973;
1.000925;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029912;0.149972;
1.000945;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029908;0.149971;
1.000956;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029906;0.149970;
1.000976;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029902;0.149969;
1.000986;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029900;0.149968;
1.001007;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029896;0.149967;
1.001017;0.000001;1.000003;0.999997;0.000000;1.000000;0.800000;1.029894;0.149966;
1.001038;0.000001;1.000003;0.999996;0.000000;1.000000;0.800000;1.029889;0.149965;
1.001048;0.000001;1.000003;0.999996;0.000000;1.000000;0.800000;1.029887;0.149964;
1.001069;0.000001;1.000003;0.999996;0.000000;1.000000;0.800000;1.029883;0.149963;
1.001079;0.000001;1.000003;0.999996;0.000000;1.000000;0.800000;1.029881;0.149962;
1.001099;0.000001;1.000003;0.999996;0.000000;1.000000;0.800000;1.029876;0.149961;
1.001110;0.000001;1.000003;0.999996;0.000000;1.000000;0.800000;1.029874;0.149960;
1.001130;0.000001;1.000003;0.999995;0.000000;1.000000;0.800000;1.029869;0.149959;
1.001140;0.000001;1.000003;0.999995;0.000000;1.000000;0.800000;1.029867;0.149958;
1.001161;0.000001;1.000003;0.999995;0.000000;1.000000;0.800000;1.029862;0.149957;
1.001171;0.000001;1.000003;0.999995;0.000000;1.000000;0.800000;1.029860;0.149956;
1.001192;0.000001;1.000003;0.999995;0.000000;1.000000;0.800000;1.029855;0.149955;
1.001202;0.000001;1.000003;0.999994;0.000000;1.000000;0.800000;1.029852;0.149954;
1.001223;0.000001;1.000003;0.999994;0.000000;1.000000;0.800000;1.029847;0.149952;
1.001233;0.000001;1.000003;0.999994;0.000000;1.000000;0.800000;1.029845;0.149952;
1.001254;0.000001;1.000003;0.999994;0.000000;1.000000;0.800000;1.029840;0.149950;
1.001264;0.000001;1.000003;0.999993;0.000000;1.000000;0.800000;1.029837;0.149949;
1.001284;0.000001;1.000003;0.999993;0.000000;1.000000;0.800000;1.029832;0.149948;
1.001295;0.000001;1.000003;0.999993;0.000000;1.000000;0.800000;1.029829;0.149947;
1.001315;0.000001;1.000003;0.999993;0.000000;1.000000;0.800000;1.029824;0.149945;
1.001325;0.000001;1.000003;0.999993;0.000000;1.000000;0.800000;1.029821;0.149944;
1.001346;0.000001;1.000003;0.999992;0.000000;1.000000;0.800000;1.029816;0.149943;
1.001356;0.000001;1.000003;0.999992;0.000000;1.000000;0.800000;1.029813;0.149942;
1.001377;0.000001;1.000003;0.999992;0.000000;1.000000;0.800000;1.029807;0.149940;
1.001387;0.000001;1.000003;0.999991;0.000000;1.000000;0.800000;1.029805;0.149939;
1.001408;0.000001;1.000003;0.999991;0.000000;1.000000;0.800000;1.029799;0.149937;
1.001418;0.000001;1.000003;0.999991;0.000000;1.000000;0.800000;1.029796;0.149937;
1.001438;0.000001;1.000003;0.999991;0.000000;1.000000;0.800000;1.029790;0.149935;
1.001449;0.000001;1.000003;0.999990;0.000000;1.000000;0.800000;1.029787;0.149934;
1.001469;0.000001;1.000003;0.999990;0.000000;1.000000;0.800000;1.029781;0.149932;
1.001480;0.000001;1.000003;0.999990;0.000000;1.000000;0.800000;1.029778;0.149931;
1.001500;0.000001;1.000003;0.999989;0.000000;1.000000;0.800000;1.029772;0.149929;
1.001510;0.000001;1.000003;0.999989;0.000000;1.000000;0.800000;1.029769;0.149928;
1.001531;0.000001;1.000003;0.999989;0.000000;1.000000;0.800000;1.029763;0.149927;
1.001541;0.000001;1.000003;0.999988;0.000000;1.000000;0.800000;1.029760;0.149926;
1.001562;0.000001;1.000003;0.999988;0.000000;1.000000;0.800000;1.029754;0.149924;
1.001572;0.000001;1.000003;0.999988;0.000000;1.000000;0.800000;1.029751;0.149923;
1.001593;0.000001;1.000003;0.999987;0.000000;1.000000;0.800000;1.029744;0.149921;
1.001603;0.000001;1.000003;0.999987;0.000000;1.000000;0.800000;1.029741;0.149920;
1.001623;0.000001;1.000003;0.999987;0.000000;1.000000;0.800000;1.029734;0.149918;
1.001634;0.000001;1.000003;0.999986;0.000000;1.000000;0.800000;1.029731;0.149917;
1.001654;0.000001;1.000003;0.999986;0.000000;1.000000;0.800000;1.029725;0.149915;
1.001665;0.000001;1.000003;0.999986;0.000000;1.000000;0.800000;1.029721;0.149914;
1.001685;0.000001;1.000003;0.999985;0.000000;1.000000;0.800000;1.029715;0.149912;
1.001695;0.000001;1.000003;0.999985;0.000000;1.000000;0.800000;1.029711;0.149911;
1.001716;0.000001;1.000003;0.999984;0.000000;1.000000;0.800000;1.029704;0.149909;
1.001726;0.000001;1.000003;0.999984;0.000000;1.000000;0.800000;1.029701;0.149908;
1.001747;0.000001;1.000003;0.999983;0.000000;1.000000;0.800000;1.029694;0.149905;
1.001757;0.000001;1.000003;0.999983;0.000000;1.000000;0.800000;1.029690;0.149904;
1.001778;0.000001;1.000003;0.999982;0.000000;1.000000;0.800000;1.029683;0.149902;
1.001788;0.000001;1.000003;0.999982;0.000000;1.000000;0.800000;1.029680;0.149901;
1.001808;0.000001;1.000003;0.999982;0.000000;1.000000;0.800000;1.029673;0.149899;
1.001819;0.000001;1.000003;0.999981;0.000000;1.000000;0.800000;1.029669;0.149898;
1.001839;0.000001;1.000003;0.999981;0.000000;1.000000;0.800000;1.029662;0.149896;
1.001850;0.000001;1.000003;0.999980;0.000000;1.000000;0.800000;1.029658;0.149894;
1.001870;0.000001;1.000003;0.999980;0.000000;1.000000;0.800000;1.029651;0.149892;
1.001880;0.000001;1.000003;0.999979;0.000000;1.000000;0.800000;1.029647;0.149891;
1.001901;0.000001;1.000003;0.999979;0.000000;1.000000;0.800000;1.029640;0.149889;
1.001911;0.000001;1.000003;0.999978;0.000000;1.000000;0.800000;1.029636;0.149888;
1.001932;0.000001;1.000003;0.999978;0.000000;1.000000;0.800000;1.029628;0.149885;
1.001942;0.000001;1.000003;0.999977;0.000000;1.000000;0.800000;1.029624;0.149884;
1.001963;0.000001;1.000003;0.999977;0.000000;1.000000;0.800000;1.029617;0.149882;
1.001973;0.000001;1.000003;0.999976;0.000000;1.000000;0.800000;1.029613;0.149881;
1.001993;0.000001;1.000003;0.999976;0.000000;1.000000;0.800000;1.029605;0.149878;
1.002004;0.000001;1.000003;0.999975;0.000000;1.000000;0.800000;1.029601;0.149877;
1.002024;0.000001;1.000003;0.999975;0.000000;1.000000;0.800000;1.029593;0.149875;
1.002035;0.000001;1.000003;0.999974;0.000000;1.000000;0.800000;1.029589;0.149873;
1.002055;0.000001;1.000003;0.999973;0.000000;1.000000;0.800000;1.029581;0.149871;
1.002065;0.000001;1.000003;0.999973;0.000000;1.000000;0.800000;1.029577;0.149870;
1.002086;0.000001;1.000003;0.999972;0.000000;1.000000;0.800000;1.029569;0.149867;
1.002096;0.000000;1.000003;0.999972;0.000000;1.000000;0.800000;1.029565;0.149866;
1.002117;0.000000;1.000003;0.999971;0.000000;1.000000;0.800000;1.029557;0.149863;
1.002127;0.000000;1.000003;0.999971;0.000000;1.000000;0.800000;1.029552;0.149862;
1.002148;0.000000;1.000003;0.999970;0.000000;1.000000;0.800000;1.029544;0.149860;
1.002158;0.000000;1.000003;0.999969;0.000000;1.000000;0.800000;1.029540;0.149858;
1.002178;0.000000;1.000003;0.999969;0.000000;1.000000;0.800000;1.029531;0.149856;
1.002189;0.000000;1.000003;0.999968;0.000000;1.000000;0.800000;1.029527;0.149855;
1.002209;0.000000;1.000003;0.999967;0.000000;1.000000;0.800000;1.029519;0.149852;
1.002220;0.000000;1.000003;0.999967;0.000000;1.000000;0.800000;1.029514;0.149851;
1.002240;0.000000;1.000003;0.999966;0.000000;1.000000;0.800000;1.029506;0.149848;
1.002250;0.000000;1.000003;0.999965;0.000000;1.000000;0.800000;1.029501;0.149847;
1.002271;0.000000;1.000003;0.999965;0.000000;1.000000;0.800000;1.029493;0.149844;
1.002281;0.000000;1.000003;0.999964;0.000000;1.000000;0.800000;1.029488;0.149843;
1.002302;0.000000;1.000003;0.999963;0.000000;1.000000;0.800000;1.029479;0.149840;
1.002312;0.000000;1.000003;0.999963;0.000000;1.000000;0.800000;1.029475;0.149839;
1.002333;0.000000;1.000003;0.999962;0.000000;1.000000;0.800000;1.029466;0.149836;
1.002343;0.000000;1.000003;0.999961;0.000000;1.000000;0.800000;1.029461;0.149834;
1.002363;0.000000;1.000003;0.999960;0.000000;1.000000;0.800000;1.029452;0.149832;
1.002374;0.000000;1.000003;0.999960;0.000000;1.000000;0.800000;1.029448;0.149830;
1.002394;0.000000;1.000003;0.999959;0.000000;1.000000;0.800000;1.029438;0.149827;
1.002404;0.000000;1.000003;0.999958;0.000000;1.000000;0.800000;1.029434;0.149826;
1.002425;0.000000;1.000003;0.999957;0.000000;1.000000;0.800000;1.029425;0.149823;
1.002435;0.000000;1.000003;0.999957;0.000000;1.000000;0.800000;1.029420;0.149822;
1.002456;0.000000;1.000003;0.999956;0.000000;1.000000;0.800000;1.029411;0.149819;
