time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load2_zP;NETWORK_Load2_zQ;NETWORK_line1_P1;NETWORK_line1_Q1;NETWORK_line1_P2;NETWORK_line1_Q2;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
23.000000;1.421031;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205924;0.105990;1.003034;1.006009;-0.534950;0.097248;0.594076;0.494010;1.421031;50.048782;
24.000000;1.421028;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.205968;0.106035;1.003250;1.006438;-0.534916;0.097200;0.594032;0.493965;1.421028;50.043974;
25.000000;1.421025;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206011;0.106079;1.003464;1.006863;-0.534881;0.097152;0.593989;0.493921;1.421025;50.039219;
26.000000;1.421022;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206054;0.106123;1.003676;1.007283;-0.534847;0.097105;0.593946;0.493877;1.421022;50.034518;
27.000000;1.421019;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206097;0.106166;1.003885;1.007699;-0.534814;0.097059;0.593903;0.493834;1.421019;50.029869;
28.000000;1.421016;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206139;0.106209;1.004093;1.008111;-0.534781;0.097013;0.593861;0.493791;1.421016;50.025271;
29.000000;1.421012;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206181;0.106252;1.004298;1.008518;-0.534748;0.096967;0.593819;0.493749;1.421012;50.020725;
30.000000;1.421009;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206222;0.106294;1.004501;1.008921;-0.534715;0.096922;0.593778;0.493707;1.421009;50.016230;
31.000000;1.421006;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206263;0.106335;1.004701;1.009320;-0.534683;0.096878;0.593737;0.493665;1.421006;50.011785;
32.000000;1.421003;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206303;0.106376;1.004900;1.009715;-0.534651;0.096834;0.593697;0.493624;1.421003;50.007389;
33.000000;1.421000;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206343;0.106417;1.005097;1.010106;-0.534620;0.096790;0.593657;0.493583;1.421000;50.003043;
34.000000;1.420997;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206382;0.106457;1.005291;1.010493;-0.534589;0.096747;0.593618;0.493543;1.420997;49.998744;
35.000000;1.420994;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206421;0.106497;1.005483;1.010875;-0.534558;0.096705;0.593579;0.493503;1.420994;49.994494;
36.000000;1.420991;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206460;0.106537;1.005674;1.011254;-0.534527;0.096663;0.593540;0.493464;1.420991;49.990291;
37.000000;1.420988;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206498;0.106576;1.005862;1.011629;-0.534497;0.096621;0.593502;0.493425;1.420988;49.986134;
38.000000;1.420985;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206536;0.106614;1.006048;1.012000;-0.534467;0.096580;0.593464;0.493386;1.420985;49.982024;
39.000000;1.420982;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206573;0.106653;1.006233;1.012367;-0.534438;0.096540;0.593427;0.493348;1.420982;49.977960;
40.000000;1.420979;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206610;0.106690;1.006415;1.012730;-0.534409;0.096500;0.593390;0.493310;1.420979;49.973941;
41.000000;1.420976;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206647;0.106728;1.006595;1.013089;-0.534380;0.096460;0.593353;0.493273;1.420976;49.969966;
42.000000;1.420973;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206683;0.106765;1.006774;1.013445;-0.534351;0.096421;0.593317;0.493236;1.420973;49.966035;
43.000000;1.420970;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206719;0.106801;1.006950;1.013797;-0.534323;0.096382;0.593281;0.493199;1.420970;49.962148;
44.000000;1.420967;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206755;0.106838;1.007125;1.014146;-0.534295;0.096344;0.593246;0.493163;1.420967;49.958305;
45.000000;1.420964;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206790;0.106874;1.007298;1.014490;-0.534267;0.096306;0.593210;0.493127;1.420964;49.954504;
46.000000;1.420961;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206824;0.106909;1.007469;1.014832;-0.534240;0.096268;0.593176;0.493091;1.420961;49.950745;
47.000000;1.420958;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206859;0.106944;1.007638;1.015169;-0.534213;0.096231;0.593142;0.493056;1.420958;49.947028;
48.000000;1.420955;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206893;0.106979;1.007806;1.015503;-0.534186;0.096195;0.593108;0.493021;1.420955;49.943352;
49.000000;1.420952;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206926;0.107013;1.007971;1.015834;-0.534159;0.096158;0.593074;0.492987;1.420952;49.939716;
50.000000;1.420949;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206959;0.107047;1.008135;1.016161;-0.534133;0.096123;0.593041;0.492953;1.420949;49.936121;
51.000000;1.420946;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.206992;0.107081;1.008298;1.016485;-0.534107;0.096087;0.593008;0.492919;1.420946;49.932566;
52.000000;1.420943;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207025;0.107114;1.008458;1.016806;-0.534082;0.096052;0.592975;0.492886;1.420943;49.929050;
53.000000;1.420940;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207057;0.107147;1.008617;1.017123;-0.534056;0.096018;0.592943;0.492853;1.420940;49.925573;
54.000000;1.420937;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207089;0.107180;1.008774;1.017437;-0.534031;0.095983;0.592911;0.492820;1.420937;49.922135;
55.000000;1.420934;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207120;0.107212;1.008929;1.017747;-0.534006;0.095950;0.592880;0.492788;1.420934;49.918735;
56.000000;1.420931;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207151;0.107244;1.009083;1.018055;-0.533982;0.095916;0.592849;0.492756;1.420931;49.915372;
57.000000;1.420928;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207182;0.107276;1.009235;1.018359;-0.533957;0.095883;0.592818;0.492725;1.420928;49.912046;
58.000000;1.420926;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207213;0.107307;1.009386;1.018660;-0.533933;0.095850;0.592787;0.492693;1.420926;49.908758;
59.000000;1.420923;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207243;0.107338;1.009535;1.018958;-0.533909;0.095818;0.592757;0.492662;1.420923;49.905505;
60.000000;1.420920;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207273;0.107369;1.009682;1.019253;-0.533886;0.095786;0.592727;0.492632;1.420920;49.902289;
61.000000;1.420917;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207302;0.107399;1.009828;1.019545;-0.533862;0.095755;0.592698;0.492601;1.420917;49.899108;
62.000000;1.420914;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207331;0.107429;1.009972;1.019834;-0.533839;0.095723;0.592669;0.492571;1.420914;49.895962;
63.000000;1.420912;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207360;0.107459;1.010115;1.020120;-0.533816;0.095692;0.592640;0.492542;1.420912;49.892851;
64.000000;1.420909;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207389;0.107488;1.010256;1.020402;-0.533794;0.095662;0.592611;0.492512;1.420909;49.889774;
65.000000;1.420906;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207417;0.107517;1.010395;1.020682;-0.533772;0.095632;0.592583;0.492483;1.420906;49.886732;
66.000000;1.420903;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207445;0.107546;1.010534;1.020959;-0.533749;0.095602;0.592555;0.492454;1.420903;49.883722;
67.000000;1.420901;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207473;0.107574;1.010670;1.021234;-0.533728;0.095572;0.592527;0.492426;1.420901;49.880746;
68.000000;1.420898;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207500;0.107603;1.010806;1.021505;-0.533706;0.095543;0.592500;0.492398;1.420898;49.877803;
69.000000;1.420895;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207527;0.107630;1.010940;1.021773;-0.533685;0.095514;0.592473;0.492370;1.420895;49.874892;
70.000000;1.420892;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207554;0.107658;1.011072;1.022039;-0.533663;0.095486;0.592446;0.492342;1.420892;49.872014;
71.000000;1.420890;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207580;0.107685;1.011203;1.022302;-0.533642;0.095458;0.592420;0.492315;1.420890;49.869167;
72.000000;1.420887;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207607;0.107712;1.011333;1.022562;-0.533622;0.095430;0.592393;0.492288;1.420887;49.866351;
73.000000;1.420884;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207633;0.107739;1.011461;1.022820;-0.533601;0.095402;0.592367;0.492261;1.420884;49.863567;
74.000000;1.420882;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207658;0.107766;1.011588;1.023075;-0.533581;0.095375;0.592342;0.492235;1.420882;49.860813;
75.000000;1.420879;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207684;0.107792;1.011714;1.023327;-0.533561;0.095348;0.592316;0.492209;1.420879;49.858090;
76.000000;1.420876;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207709;0.107818;1.011838;1.023577;-0.533541;0.095321;0.592291;0.492183;1.420876;49.855396;
77.000000;1.420874;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207734;0.107843;1.011961;1.023824;-0.533521;0.095295;0.592266;0.492157;1.420874;49.852732;
78.000000;1.420871;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207758;0.107869;1.012082;1.024069;-0.533502;0.095269;0.592242;0.492132;1.420871;49.850098;
79.000000;1.420869;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207783;0.107894;1.012203;1.024311;-0.533483;0.095243;0.592217;0.492107;1.420869;49.847492;
80.000000;1.420866;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207807;0.107919;1.012322;1.024550;-0.533463;0.095217;0.592193;0.492082;1.420866;49.844915;
81.000000;1.420864;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207830;0.107943;1.012440;1.024787;-0.533445;0.095192;0.592170;0.492057;1.420864;49.842366;
82.000000;1.420861;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207854;0.107967;1.012556;1.025022;-0.533426;0.095167;0.592146;0.492033;1.420861;49.839846;
83.000000;1.420858;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207877;0.107992;1.012672;1.025254;-0.533408;0.095143;0.592123;0.492009;1.420858;49.837353;
84.000000;1.420856;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207900;0.108015;1.012786;1.025484;-0.533389;0.095118;0.592100;0.491985;1.420856;49.834888;
85.000000;1.420853;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207923;0.108039;1.012899;1.025711;-0.533371;0.095094;0.592077;0.491962;1.420853;49.832449;
86.000000;1.420851;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207946;0.108062;1.013010;1.025936;-0.533353;0.095070;0.592054;0.491938;1.420851;49.830038;
87.000000;1.420848;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207968;0.108085;1.013121;1.026159;-0.533336;0.095047;0.592032;0.491915;1.420848;49.827653;
88.000000;1.420846;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.207990;0.108108;1.013230;1.026379;-0.533318;0.095023;0.592010;0.491892;1.420846;49.825294;
89.000000;1.420844;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208012;0.108131;1.013339;1.026597;-0.533301;0.095000;0.591988;0.491870;1.420844;49.822961;
90.000000;1.420841;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208034;0.108153;1.013446;1.026813;-0.533284;0.094978;0.591966;0.491847;1.420841;49.820653;
91.000000;1.420839;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208055;0.108175;1.013552;1.027027;-0.533267;0.094955;0.591945;0.491825;1.420839;49.818371;
92.000000;1.420836;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208076;0.108197;1.013656;1.027238;-0.533250;0.094933;0.591924;0.491803;1.420836;49.816114;
93.000000;1.420834;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208097;0.108219;1.013760;1.027447;-0.533234;0.094911;0.591903;0.491782;1.420834;49.813882;
94.000000;1.420832;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208118;0.108240;1.013863;1.027654;-0.533217;0.094889;0.591882;0.491760;1.420832;49.811674;
95.000000;1.420829;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208138;0.108262;1.013964;1.027859;-0.533201;0.094867;0.591862;0.491739;1.420829;49.809491;
96.000000;1.420827;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208159;0.108283;1.014065;1.028062;-0.533185;0.094846;0.591841;0.491718;1.420827;49.807331;
97.000000;1.420824;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208179;0.108303;1.014164;1.028263;-0.533169;0.094825;0.591821;0.491697;1.420824;49.805195;
98.000000;1.420822;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208199;0.108324;1.014263;1.028462;-0.533153;0.094804;0.591801;0.491677;1.420822;49.803082;
99.000000;1.420820;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208218;0.108344;1.014360;1.028658;-0.533138;0.094784;0.591782;0.491656;1.420820;49.800993;
100.000000;1.420818;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208238;0.108364;1.014456;1.028853;-0.533122;0.094763;0.591762;0.491636;1.420818;49.798927;
101.000000;1.420815;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208257;0.108384;1.014551;1.029046;-0.533107;0.094743;0.591743;0.491616;1.420815;49.796883;
102.000000;1.420813;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208276;0.108404;1.014646;1.029236;-0.533092;0.094723;0.591724;0.491596;1.420813;49.794861;
103.000000;1.420811;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208295;0.108424;1.014739;1.029425;-0.533077;0.094704;0.591705;0.491577;1.420811;49.792862;
104.000000;1.420809;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208313;0.108443;1.014831;1.029611;-0.533063;0.094684;0.591687;0.491558;1.420809;49.790884;
105.000000;1.420806;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208332;0.108462;1.014923;1.029796;-0.533048;0.094665;0.591668;0.491538;1.420806;49.788929;
106.000000;1.420804;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208350;0.108481;1.015013;1.029979;-0.533034;0.094646;0.591650;0.491519;1.420804;49.786994;
107.000000;1.420802;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208368;0.108500;1.015102;1.030160;-0.533019;0.094627;0.591632;0.491501;1.420802;49.785081;
108.000000;1.420800;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208386;0.108518;1.015191;1.030339;-0.533005;0.094608;0.591614;0.491482;1.420800;49.783189;
109.000000;1.420798;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208403;0.108537;1.015278;1.030516;-0.532991;0.094590;0.591597;0.491464;1.420798;49.781317;
110.000000;1.420795;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208421;0.108555;1.015365;1.030692;-0.532977;0.094572;0.591579;0.491446;1.420795;49.779466;
111.000000;1.420793;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208438;0.108573;1.015451;1.030865;-0.532964;0.094554;0.591562;0.491428;1.420793;49.777635;
112.000000;1.420791;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208455;0.108590;1.015535;1.031037;-0.532950;0.094536;0.591545;0.491410;1.420791;49.775824;
113.000000;1.420789;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208472;0.108608;1.015619;1.031207;-0.532937;0.094518;0.591528;0.491392;1.420789;49.774033;
114.000000;1.420787;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208489;0.108625;1.015702;1.031376;-0.532924;0.094501;0.591511;0.491375;1.420787;49.772262;
115.000000;1.420785;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208505;0.108643;1.015784;1.031542;-0.532910;0.094484;0.591495;0.491358;1.420785;49.770510;
116.000000;1.420783;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208522;0.108660;1.015866;1.031707;-0.532897;0.094467;0.591478;0.491341;1.420783;49.768777;
117.000000;1.420781;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208538;0.108677;1.015946;1.031870;-0.532885;0.094450;0.591462;0.491324;1.420781;49.767063;
118.000000;1.420779;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208554;0.108693;1.016026;1.032032;-0.532872;0.094433;0.591446;0.491307;1.420779;49.765367;
119.000000;1.420777;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208570;0.108710;1.016104;1.032191;-0.532859;0.094417;0.591430;0.491291;1.420777;49.763690;
120.000000;1.420775;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208586;0.108726;1.016182;1.032350;-0.532847;0.094400;0.591414;0.491274;1.420775;49.762032;
121.000000;1.420773;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208601;0.108742;1.016259;1.032506;-0.532835;0.094384;0.591399;0.491258;1.420773;49.760392;
122.000000;1.420771;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208617;0.108758;1.016335;1.032661;-0.532823;0.094368;0.591384;0.491242;1.420771;49.758769;
123.000000;1.420769;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208632;0.108774;1.016411;1.032814;-0.532810;0.094353;0.591368;0.491226;1.420769;49.757164;
124.000000;1.420767;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208647;0.108790;1.016486;1.032966;-0.532799;0.094337;0.591353;0.491211;1.420767;49.755577;
125.000000;1.420765;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208662;0.108805;1.016559;1.033116;-0.532787;0.094322;0.591338;0.491195;1.420765;49.754007;
126.000000;1.420763;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208676;0.108821;1.016633;1.033265;-0.532775;0.094306;0.591324;0.491180;1.420763;49.752454;
127.000000;1.420761;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208691;0.108836;1.016705;1.033412;-0.532764;0.094291;0.591309;0.491165;1.420761;49.750918;
128.000000;1.420759;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208705;0.108851;1.016776;1.033557;-0.532752;0.094276;0.591295;0.491149;1.420759;49.749399;
129.000000;1.420757;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208720;0.108866;1.016847;1.033702;-0.532741;0.094262;0.591281;0.491135;1.420757;49.747897;
130.000000;1.420755;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208734;0.108881;1.016917;1.033844;-0.532730;0.094247;0.591266;0.491120;1.420755;49.746411;
131.000000;1.420753;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208748;0.108895;1.016987;1.033985;-0.532719;0.094233;0.591252;0.491105;1.420753;49.744941;
132.000000;1.420751;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208761;0.108909;1.017055;1.034125;-0.532708;0.094218;0.591239;0.491091;1.420751;49.743487;
133.000000;1.420749;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208775;0.108924;1.017123;1.034263;-0.532697;0.094204;0.591225;0.491077;1.420749;49.742048;
134.000000;1.420748;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208789;0.108938;1.017190;1.034400;-0.532686;0.094190;0.591211;0.491062;1.420748;49.740626;
135.000000;1.420746;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208802;0.108952;1.017257;1.034535;-0.532676;0.094177;0.591198;0.491048;1.420746;49.739219;
136.000000;1.420744;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208815;0.108966;1.017322;1.034669;-0.532665;0.094163;0.591185;0.491035;1.420744;49.737828;
137.000000;1.420742;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208828;0.108979;1.017387;1.034802;-0.532655;0.094150;0.591172;0.491021;1.420742;49.736451;
138.000000;1.420740;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208841;0.108993;1.017452;1.034933;-0.532644;0.094136;0.591159;0.491007;1.420740;49.735090;
139.000000;1.420739;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208854;0.109006;1.017515;1.035063;-0.532634;0.094123;0.591146;0.490994;1.420739;49.733743;
140.000000;1.420737;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208867;0.109020;1.017578;1.035192;-0.532624;0.094110;0.591133;0.490981;1.420737;49.732411;
141.000000;1.420735;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208879;0.109033;1.017641;1.035319;-0.532614;0.094097;0.591121;0.490968;1.420735;49.731094;
142.000000;1.420733;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208892;0.109046;1.017703;1.035445;-0.532605;0.094084;0.591108;0.490955;1.420733;49.729790;
143.000000;1.420732;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208904;0.109059;1.017764;1.035570;-0.532595;0.094072;0.591096;0.490942;1.420732;49.728501;
144.000000;1.420730;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208916;0.109071;1.017824;1.035693;-0.532585;0.094059;0.591084;0.490929;1.420730;49.727227;
145.000000;1.420728;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208928;0.109084;1.017884;1.035815;-0.532576;0.094047;0.591072;0.490916;1.420728;49.725966;
