time;WPP3B_WPP_wT3BCurrentSource_controlMeasurements_PPuSnRef;WPP3B_WPP_wT3BCurrentSource_controlMeasurements_QPuSnRef;WPP3B_WPP_wT3BCurrentSource_controlMeasurements_UPu;InfBus_infiniteBus_PPu;InfBus_infiniteBus_QPu;InfBus_infiniteBus_UPu;WPP3B_WPP_terminal_V_re;WPP3B_WPP_terminal_V_im;WPP3B_WPP_terminal_i_re;WPP3B_WPP_terminal_i_im;WPP3B_WPP_wPPControl_qControl_xPDRefPu;WPP3B_WPP_wPPControl_qControl_absLimRateLimFeedthroughFreezeLimDetection_u;WPP3B_WPP_wPPControl_qControl_absLimRateLimFeedthroughFreezeLimDetection_Y0;
0.000002;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000004;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000006;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000011;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000017;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000022;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000027;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000033;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000038;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000043;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000049;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000054;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000059;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000070;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000079;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000089;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000099;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000100;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000100;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000100;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000100;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000101;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000101;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000102;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000104;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000107;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000110;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000117;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000123;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000129;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000135;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000141;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000147;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000154;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000160;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000166;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000172;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000178;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000184;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000190;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000196;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000202;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000208;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000214;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000220;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000226;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000233;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000239;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000245;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000251;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000257;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000263;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000269;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000275;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000281;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000287;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000293;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000299;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000305;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000311;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000318;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000324;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000330;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000336;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000348;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000359;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000370;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000381;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000392;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000403;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000414;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000424;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000435;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000446;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000457;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000468;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000479;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000490;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000501;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000512;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000523;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000534;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000545;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000567;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000586;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000606;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000626;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000645;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000665;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000685;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000704;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000724;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000764;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000803;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000842;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000882;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.000921;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001000;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001078;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001157;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001315;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001472;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001630;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001787;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.001945;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.002260;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.002575;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.002890;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.003204;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.003519;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.003834;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.004464;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.005094;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.005724;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.006354;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.007614;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.008874;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.010134;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.011393;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.012653;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.013913;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.016433;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.018953;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.021472;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.023992;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.029031;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.034071;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.044150;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.054228;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.074386;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.114701;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.195331;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.332333;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.332333;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.332701;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.333437;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.334910;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.337854;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.343743;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.355520;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.379075;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.426185;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.520406;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
0.708846;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
1.000000;0.600000;0.100000;1.000000;0.600000;0.100000;1.000000;1.000000;0.000000;-0.600000;0.100000;0.100000;0.100000;0.100000;
1.000000;0.120000;0.035984;0.200000;0.120000;0.035984;0.200000;0.200000;0.000000;-0.600000;0.179920;0.100000;0.100000;0.100000;
1.000001;0.120000;0.035985;0.200000;0.120000;0.035985;0.200000;0.200000;0.000000;-0.600000;0.179926;0.100000;0.100000;0.100000;
1.000002;0.120000;0.035988;0.200000;0.120000;0.035988;0.200000;0.200000;0.000000;-0.600000;0.179939;0.100000;0.100001;0.100000;
1.000002;0.120000;0.035988;0.200000;0.120000;0.035988;0.200000;0.200000;0.000000;-0.600000;0.179939;0.100000;0.100001;0.100000;
1.000003;0.120000;0.035989;0.200000;0.120000;0.035989;0.200000;0.200000;0.000000;-0.600000;0.179947;0.100000;0.100002;0.100000;
1.000005;0.120000;0.035993;0.200000;0.120000;0.035993;0.200000;0.200000;0.000000;-0.599999;0.179963;0.100000;0.100003;0.100000;
1.000009;0.120000;0.035999;0.200000;0.120000;0.035999;0.200000;0.200000;0.000000;-0.599998;0.179994;0.100000;0.100006;0.100000;
1.000017;0.119999;0.036011;0.200000;0.119999;0.036011;0.200000;0.200000;0.000000;-0.599993;0.180057;0.100001;0.100011;0.100000;
1.000033;0.119995;0.036036;0.200000;0.119995;0.036036;0.200000;0.200000;0.000000;-0.599974;0.180180;0.100004;0.100021;0.100000;
1.000049;0.119989;0.036060;0.200000;0.119989;0.036060;0.200000;0.200000;0.000000;-0.599946;0.180300;0.100008;0.100032;0.100000;
1.000082;0.119971;0.036106;0.200000;0.119971;0.036106;0.200000;0.200000;0.000000;-0.599857;0.180528;0.100019;0.100052;0.100000;
1.000114;0.119947;0.036149;0.200000;0.119947;0.036149;0.200000;0.200000;0.000000;-0.599735;0.180746;0.100032;0.100073;0.100000;
1.000146;0.119916;0.036191;0.200000;0.119916;0.036191;0.200000;0.200000;0.000000;-0.599582;0.180953;0.100047;0.100093;0.100000;
1.000178;0.119880;0.036230;0.200000;0.119880;0.036230;0.200000;0.200000;0.000000;-0.599399;0.181148;0.100063;0.100114;0.100000;
1.000210;0.119837;0.036267;0.200000;0.119837;0.036267;0.200000;0.200000;0.000000;-0.599187;0.181333;0.100081;0.100134;0.100000;
1.000243;0.119789;0.036301;0.200000;0.119789;0.036301;0.200000;0.200000;0.000000;-0.598947;0.181507;0.100099;0.100155;0.100000;
1.000275;0.119736;0.036334;0.200000;0.119736;0.036334;0.200000;0.200000;0.000000;-0.598681;0.181670;0.100117;0.100175;0.100000;
1.000307;0.119678;0.036364;0.200000;0.119678;0.036364;0.200000;0.200000;0.000000;-0.598388;0.181822;0.100137;0.100196;0.100000;
1.000339;0.119614;0.036393;0.200000;0.119614;0.036393;0.200000;0.200000;0.000000;-0.598072;0.181963;0.100156;0.100216;0.100000;
1.000371;0.119546;0.036419;0.200000;0.119546;0.036419;0.200000;0.200000;0.000000;-0.597732;0.182094;0.100176;0.100237;0.100000;
1.000404;0.119474;0.036443;0.200000;0.119474;0.036443;0.200000;0.200000;0.000000;-0.597369;0.182214;0.100196;0.100257;0.100000;
1.000436;0.119397;0.036465;0.200000;0.119397;0.036465;0.200000;0.200000;0.000000;-0.596984;0.182323;0.100216;0.100278;0.100000;
1.000468;0.119316;0.036484;0.200000;0.119316;0.036484;0.200000;0.200000;0.000000;-0.596579;0.182421;0.100236;0.100298;0.100000;
1.000500;0.119231;0.036502;0.200000;0.119231;0.036502;0.200000;0.200000;0.000000;-0.596154;0.182509;0.100256;0.100319;0.100000;
1.000532;0.119142;0.036517;0.200000;0.119142;0.036517;0.200000;0.200000;0.000000;-0.595710;0.182586;0.100276;0.100339;0.100000;
1.000565;0.119050;0.036531;0.200000;0.119050;0.036531;0.200000;0.200000;0.000000;-0.595248;0.182653;0.100297;0.100360;0.100000;
1.000597;0.118954;0.036542;0.200000;0.118954;0.036542;0.200000;0.200000;0.000000;-0.594769;0.182709;0.100317;0.100380;0.100000;
1.000629;0.118854;0.036551;0.200000;0.118854;0.036551;0.200000;0.200000;0.000000;-0.594271;0.182754;0.100337;0.100400;0.100000;
