time;BESS_BESS_injector_PInjPu;BESS_BESS_injector_PInjPuSn;BESS_BESS_injector_QInjPu;BESS_BESS_injector_QInjPuSn;BESS_BESS_injector_terminal_V_re;BESS_BESS_injector_terminal_i_re;BESS_BESS_injector_terminal_V_im;BESS_BESS_injector_terminal_i_im;BESS_BESS_injector_UPu;BESS_BESS_pll_omegaPLLPu;BESS_BESS_reecD_idCmdPu;BESS_BESS_reecD_iqCmdPu;
1.000010;0.016500;0.275000;0.000000;0.000000;0.550000;-0.030000;0.000000;-0.000000;0.550000;1.000000;0.500225;0.000000;
1.000020;0.016500;0.275000;0.000000;0.000000;0.550000;-0.030000;0.000000;-0.000000;0.550000;1.000000;0.500450;0.000000;
1.000040;0.016500;0.275001;0.000000;0.000000;0.550000;-0.030000;0.000000;-0.000000;0.550000;1.000000;0.500900;0.000000;
1.000060;0.016500;0.275001;0.000000;0.000000;0.550000;-0.030000;0.000000;-0.000000;0.550000;1.000000;0.501349;0.000000;
1.000080;0.016500;0.275002;0.000000;0.000000;0.550000;-0.030000;0.000000;-0.000000;0.550000;1.000000;0.501799;0.000000;
1.000120;0.016500;0.275005;0.000000;0.000000;0.550000;-0.030001;0.000000;-0.000000;0.550000;1.000000;0.502698;0.000000;
1.000160;0.016501;0.275009;0.000000;0.000000;0.550000;-0.030001;0.000000;-0.000000;0.550000;1.000000;0.503597;0.000000;
1.000240;0.016501;0.275021;0.000000;0.000000;0.550000;-0.030002;0.000000;-0.000000;0.550000;1.000000;0.505393;0.000000;
1.000400;0.016503;0.275058;0.000000;0.000000;0.550000;-0.030006;0.000000;-0.000000;0.550000;1.000000;0.508981;0.000000;
1.000560;0.016507;0.275113;0.000000;0.000000;0.550000;-0.030012;0.000000;-0.000000;0.550000;1.000000;0.512562;0.000000;
1.000880;0.016517;0.275276;0.000000;0.000000;0.550000;-0.030030;0.000000;-0.000000;0.550000;1.000000;0.519703;0.000000;
1.001177;0.016529;0.275490;0.000000;0.000000;0.550000;-0.030053;0.000000;-0.000000;0.550000;1.000000;0.526316;0.000000;
1.001177;0.016529;0.275490;0.000000;0.000000;0.550000;-0.030053;0.000000;-0.000000;0.550000;1.000000;0.526316;0.000000;
1.001187;0.016530;0.275499;0.000000;0.000002;0.550000;-0.030054;0.000000;0.000000;0.550000;1.000000;0.526538;0.005997;
1.001197;0.016530;0.275507;0.000000;0.000006;0.550000;-0.030055;0.000000;0.000001;0.550000;1.000000;0.526759;0.011985;
1.001217;0.016531;0.275524;0.000001;0.000018;0.550000;-0.030057;0.000000;0.000002;0.550000;1.000000;0.527202;0.023947;
1.001257;0.016533;0.275558;0.000004;0.000065;0.550000;-0.030061;0.000000;0.000007;0.550000;1.000000;0.528087;0.047800;
1.001274;0.016534;0.275573;0.000006;0.000094;0.550000;-0.030063;0.000000;0.000010;0.550000;1.000000;0.528458;0.057755;
1.001274;0.016534;0.275573;0.000006;0.000094;0.550000;-0.030063;0.000000;0.000010;0.550000;1.000000;0.528458;0.057755;
1.001284;0.016535;0.275582;0.000007;0.000115;0.550000;-0.030063;0.000000;0.000013;0.550000;1.000000;0.528679;0.063691;
1.001294;0.016535;0.275591;0.000008;0.000137;0.550000;-0.030064;0.000000;0.000015;0.550000;1.000000;0.528900;0.069622;
1.001314;0.016537;0.275609;0.000011;0.000186;0.550000;-0.030066;0.000000;0.000020;0.550000;1.000000;0.529342;0.081468;
1.001354;0.016539;0.275646;0.000018;0.000308;0.550000;-0.030071;0.000000;0.000034;0.550000;1.000000;0.530226;0.105092;
1.001434;0.016543;0.275724;0.000038;0.000639;0.550000;-0.030079;0.000000;0.000070;0.550000;1.000000;0.531993;0.152062;
1.001594;0.016553;0.275891;0.000099;0.001655;0.550000;-0.030097;0.000000;0.000181;0.550000;1.000000;0.535519;0.244886;
1.001914;0.016576;0.276274;0.000303;0.005053;0.550000;-0.030139;0.000000;0.000551;0.550000;1.000000;0.542543;0.426172;
1.002234;0.016603;0.276722;0.000613;0.010211;0.550000;-0.030188;0.000000;0.001114;0.550000;1.000000;0.549523;0.601764;
1.002513;0.016630;0.277163;0.000964;0.016059;0.550000;-0.030236;0.000000;0.001752;0.550000;1.000000;0.555558;0.750000;
1.002513;0.016630;0.277163;0.000964;0.016059;0.550000;-0.030236;0.000000;0.001752;0.550000;1.000000;0.555558;0.750000;
1.002513;0.016630;0.277163;0.000964;0.016059;0.550000;-0.030236;0.000000;0.001752;0.550000;1.000000;0.555558;0.750000;
1.002513;0.016630;0.277163;0.000964;0.016059;0.550000;-0.030236;0.000000;0.001752;0.550000;1.000000;0.555558;0.750000;
1.002513;0.016630;0.277164;0.000965;0.016077;0.550000;-0.030236;0.000000;0.001754;0.550000;1.000000;0.555574;0.750000;
1.002513;0.016630;0.277164;0.000965;0.016077;0.550000;-0.030236;0.000000;0.001754;0.550000;1.000000;0.555574;0.750000;
1.002523;0.016631;0.277181;0.000979;0.016310;0.550000;-0.030238;0.000000;0.001779;0.550000;1.000000;0.555791;0.750000;
1.002533;0.016632;0.277198;0.000993;0.016543;0.550000;-0.030240;0.000000;0.001805;0.550000;1.000000;0.556007;0.750000;
1.002553;0.016634;0.277232;0.001020;0.017008;0.550000;-0.030243;0.000000;0.001855;0.550000;1.000000;0.556439;0.750000;
1.002593;0.016638;0.277300;0.001076;0.017937;0.550000;-0.030251;0.000000;0.001957;0.550000;1.000000;0.557302;0.750000;
1.002673;0.016646;0.277440;0.001187;0.019790;0.550000;-0.030266;0.000000;0.002159;0.550000;1.000000;0.559026;0.750000;
1.002833;0.016664;0.277730;0.001408;0.023469;0.550000;-0.030298;0.000000;0.002560;0.550000;1.000000;0.562465;0.750000;
1.003153;0.016701;0.278354;0.001843;0.030724;0.550000;-0.030366;0.000000;0.003352;0.550000;1.000000;0.569305;0.750000;
1.003793;0.016786;0.279775;0.002690;0.044833;0.550000;-0.030521;0.000000;0.004891;0.550000;1.000000;0.582828;0.750000;
1.004433;0.016885;0.281414;0.003505;0.058423;0.550000;-0.030700;0.000000;0.006373;0.550000;1.000000;0.596116;0.750000;
1.005073;0.016996;0.283260;0.004291;0.071511;0.550000;-0.030901;0.000000;0.007801;0.550000;1.000000;0.609146;0.750000;
1.005713;0.017118;0.285299;0.005047;0.084116;0.550000;-0.031124;0.000000;0.009176;0.550000;1.000000;0.621902;0.750000;
1.006993;0.017394;0.289894;0.006478;0.107967;0.550000;-0.031625;0.000000;0.011778;0.550000;1.000000;0.646607;0.750000;
1.008273;0.017707;0.295111;0.007806;0.130093;0.550000;-0.032194;0.000000;0.014192;0.550000;1.000000;0.670040;0.750000;
1.009553;0.018051;0.300856;0.009037;0.150614;0.550000;-0.032821;0.000000;0.016431;0.550000;1.000000;0.692125;0.750000;
1.010833;0.018422;0.307039;0.010179;0.169644;0.550000;-0.033495;0.000000;0.018507;0.550000;1.000000;0.712840;0.750000;
1.012113;0.018814;0.313573;0.011238;0.187292;0.550000;-0.034208;0.000000;0.020432;0.550000;1.000000;0.732160;0.750000;
1.013393;0.019223;0.320378;0.012219;0.203658;0.550000;-0.034950;0.000000;0.022217;0.550000;1.000000;0.750092;0.750000;
1.014673;0.019641;0.327345;0.013130;0.218835;0.550000;-0.035710;0.000000;0.023873;0.550000;1.000000;0.766665;0.750000;
1.017233;0.020479;0.341323;0.014763;0.246058;0.550000;-0.037235;0.000000;0.026843;0.550000;1.000000;0.796326;0.750000;
1.017234;0.020479;0.341325;0.014764;0.246061;0.550000;-0.037235;0.000000;0.026843;0.550000;1.000000;0.796329;0.750000;
1.017234;0.020479;0.341325;0.014764;0.246061;0.550000;-0.037235;0.000000;0.026843;0.550000;1.000000;0.796329;0.750000;
1.017234;0.020479;0.341325;0.014764;0.246061;0.550000;-0.037235;0.000000;0.026843;0.550000;1.000000;0.796329;0.750000;
1.017234;0.020479;0.341325;0.014764;0.246061;0.550000;-0.037235;0.000000;0.026843;0.550000;1.000000;0.796329;0.750000;
1.017244;0.020483;0.341380;0.014770;0.246159;0.550000;-0.037241;0.000000;0.026854;0.550000;1.000000;0.796433;0.750000;
1.017254;0.020486;0.341435;0.014775;0.246257;0.550000;-0.037247;0.000000;0.026864;0.550000;1.000000;0.796536;0.750000;
1.017274;0.020493;0.341545;0.014787;0.246452;0.550000;-0.037259;0.000000;0.026886;0.550000;1.000000;0.796744;0.750000;
1.017314;0.020506;0.341765;0.014811;0.246842;0.550000;-0.037283;0.000000;0.026928;0.550000;1.000000;0.797157;0.750000;
1.017394;0.020532;0.342205;0.014857;0.247620;0.550000;-0.037331;0.000000;0.027013;0.550000;1.000000;0.797981;0.750000;
1.017554;0.020585;0.343085;0.014950;0.249165;0.550000;-0.037427;0.000000;0.027182;0.550000;1.000000;0.799614;0.750000;
1.017874;0.020691;0.344845;0.015133;0.252211;0.550000;-0.037619;0.000000;0.027514;0.550000;1.000000;0.802828;0.750000;
1.018514;0.020902;0.348365;0.015488;0.258135;0.550000;-0.038003;0.000000;0.028160;0.550000;1.000000;0.809048;0.750000;
1.018514;0.020902;0.348366;0.015488;0.258137;0.550000;-0.038004;0.000000;0.028160;0.550000;1.000000;0.809050;0.750000;
1.018514;0.020902;0.348366;0.015488;0.258137;0.550000;-0.038004;0.000000;0.028160;0.550000;1.000000;0.809050;0.750000;
1.018514;0.020902;0.348366;0.015488;0.258137;0.550000;-0.038004;0.000000;0.028160;0.550000;1.000000;0.809050;0.750000;
1.018514;0.020902;0.348366;0.015488;0.258137;0.550000;-0.038004;0.000000;0.028160;0.550000;1.000000;0.809050;0.750000;
1.018524;0.020905;0.348421;0.015494;0.258228;0.550000;-0.038010;0.000000;0.028170;0.550000;1.000000;0.809145;0.750000;
1.018534;0.020909;0.348476;0.015499;0.258318;0.550000;-0.038016;0.000000;0.028180;0.550000;1.000000;0.809240;0.750000;
1.018554;0.020915;0.348586;0.015510;0.258500;0.550000;-0.038028;0.000000;0.028200;0.550000;1.000000;0.809429;0.750000;
1.018594;0.020928;0.348806;0.015532;0.258862;0.550000;-0.038052;0.000000;0.028239;0.550000;1.000000;0.809807;0.750000;
1.018674;0.020955;0.349246;0.015575;0.259583;0.550000;-0.038100;0.000000;0.028318;0.550000;1.000000;0.810560;0.750000;
1.018834;0.021008;0.350126;0.015661;0.261015;0.550000;-0.038196;0.000000;0.028474;0.550000;1.000000;0.812054;0.750000;
1.019154;0.021113;0.351886;0.015830;0.263840;0.550000;-0.038388;0.000000;0.028783;0.550000;1.000000;0.814990;0.750000;
1.019154;0.021113;0.351887;0.015830;0.263842;0.550000;-0.038388;0.000000;0.028783;0.550000;1.000000;0.814992;0.750000;
1.019154;0.021113;0.351887;0.015830;0.263842;0.550000;-0.038388;0.000000;0.028783;0.550000;1.000000;0.814992;0.750000;
1.019154;0.021113;0.351887;0.015830;0.263842;0.550000;-0.038388;0.000000;0.028783;0.550000;1.000000;0.814992;0.750000;
1.019154;0.021113;0.351887;0.015830;0.263842;0.550000;-0.038388;0.000000;0.028783;0.550000;1.000000;0.814992;0.750000;
1.019164;0.021117;0.351942;0.015836;0.263929;0.550000;-0.038394;0.000000;0.028792;0.550000;1.000000;0.815082;0.750000;
1.019174;0.021120;0.351997;0.015841;0.264016;0.550000;-0.038400;0.000000;0.028802;0.550000;1.000000;0.815173;0.750000;
1.019194;0.021126;0.352107;0.015851;0.264191;0.550000;-0.038412;0.000000;0.028821;0.550000;1.000000;0.815354;0.750000;
1.019228;0.021138;0.352292;0.015869;0.264485;0.550000;-0.038432;0.000000;0.028853;0.550000;1.000000;0.815659;0.750000;
1.019228;0.021138;0.352292;0.015869;0.264485;0.550000;-0.038432;0.000000;0.028853;0.550000;1.000000;0.815659;0.750000;
1.019238;0.021141;0.352347;0.015874;0.264572;0.550000;-0.038438;0.000000;0.028862;0.550000;1.000000;0.815749;0.750000;
1.019248;0.021144;0.352402;0.015880;0.264659;0.550000;-0.038444;0.000000;0.028872;0.550000;1.000000;0.815839;0.750000;
1.019268;0.021151;0.352512;0.015890;0.264833;0.550000;-0.038456;0.000000;0.028891;0.550000;1.000000;0.816019;0.750000;
1.019308;0.021164;0.352732;0.015911;0.265180;0.550000;-0.038480;0.000000;0.028929;0.550000;1.000000;0.816378;0.750000;
1.019388;0.021190;0.353172;0.015952;0.265871;0.550000;-0.038528;0.000000;0.029004;0.550000;1.000000;0.817094;0.750000;
1.019388;0.021190;0.353174;0.015952;0.265875;0.550000;-0.038528;0.000000;0.029004;0.550000;1.000000;0.817097;0.750000;
1.019388;0.021190;0.353174;0.015952;0.265875;0.550000;-0.038528;0.000000;0.029004;0.550000;1.000000;0.817097;0.750000;
1.019388;0.021190;0.353174;0.015952;0.265875;0.550000;-0.038528;0.000000;0.029004;0.550000;1.000000;0.817097;0.750000;
1.019388;0.021190;0.353174;0.015952;0.265875;0.550000;-0.038528;0.000000;0.029004;0.550000;1.000000;0.817097;0.750000;
1.019398;0.021194;0.353229;0.015958;0.265961;0.550000;-0.038534;0.000000;0.029014;0.550000;1.000000;0.817187;0.750000;
1.019408;0.021197;0.353284;0.015963;0.266047;0.550000;-0.038540;0.000000;0.029023;0.550000;1.000000;0.817276;0.750000;
1.019428;0.021204;0.353394;0.015973;0.266219;0.550000;-0.038552;0.000000;0.029042;0.550000;1.000000;0.817454;0.750000;
1.019468;0.021217;0.353614;0.015994;0.266563;0.550000;-0.038576;0.000000;0.029080;0.550000;1.000000;0.817809;0.750000;
1.019468;0.021217;0.353615;0.015994;0.266564;0.550000;-0.038576;0.000000;0.029080;0.550000;1.000000;0.817810;0.750000;
1.019468;0.021217;0.353615;0.015994;0.266564;0.550000;-0.038576;0.000000;0.029080;0.550000;1.000000;0.817810;0.750000;
1.019468;0.021217;0.353615;0.015994;0.266564;0.550000;-0.038576;0.000000;0.029080;0.550000;1.000000;0.817810;0.750000;
1.019468;0.021217;0.353615;0.015994;0.266564;0.550000;-0.038576;0.000000;0.029080;0.550000;1.000000;0.817810;0.750000;
1.019478;0.021220;0.353670;0.015999;0.266650;0.550000;-0.038582;0.000000;0.029089;0.550000;1.000000;0.817899;0.750000;
1.019488;0.021224;0.353725;0.016004;0.266736;0.550000;-0.038588;0.000000;0.029098;0.550000;1.000000;0.817988;0.750000;
1.019508;0.021230;0.353835;0.016014;0.266907;0.550000;-0.038600;0.000000;0.029117;0.550000;1.000000;0.818165;0.750000;
1.019508;0.021230;0.353836;0.016015;0.266908;0.550000;-0.038600;0.000000;0.029117;0.550000;1.000000;0.818166;0.750000;
1.019508;0.021230;0.353836;0.016015;0.266908;0.550000;-0.038600;0.000000;0.029117;0.550000;1.000000;0.818166;0.750000;
1.019508;0.021230;0.353836;0.016015;0.266908;0.550000;-0.038600;0.000000;0.029117;0.550000;1.000000;0.818166;0.750000;
1.019508;0.021230;0.353836;0.016015;0.266908;0.550000;-0.038600;0.000000;0.029117;0.550000;1.000000;0.818166;0.750000;
1.019518;0.021233;0.353891;0.016020;0.266994;0.550000;-0.038606;0.000000;0.029127;0.550000;1.000000;0.818254;0.750000;
1.019518;0.021233;0.353891;0.016020;0.266994;0.550000;-0.038606;0.000000;0.029127;0.550000;1.000000;0.818254;0.750000;
1.019518;0.021233;0.353891;0.016020;0.266994;0.550000;-0.038606;0.000000;0.029127;0.550000;1.000000;0.818254;0.750000;
1.019528;0.021237;0.353946;0.016025;0.267080;0.550000;-0.038612;0.000000;0.029136;0.550000;1.000000;0.818343;0.749943;
1.019538;0.021240;0.354001;0.016030;0.267165;0.550000;-0.038618;0.000000;0.029145;0.550000;1.000000;0.818431;0.749847;
1.019558;0.021247;0.354111;0.016040;0.267336;0.550000;-0.038630;0.000000;0.029164;0.550000;1.000000;0.818607;0.749652;
1.019598;0.021260;0.354331;0.016061;0.267676;0.550000;-0.038654;0.000000;0.029201;0.550000;1.000000;0.818959;0.749270;
1.019678;0.021286;0.354771;0.016101;0.268353;0.550000;-0.038702;0.000000;0.029275;0.550000;1.000000;0.819660;0.748503;
1.019838;0.021339;0.355651;0.016182;0.269692;0.550000;-0.038798;0.000000;0.029421;0.550000;1.000000;0.821050;0.746978;
1.020158;0.021445;0.357411;0.016339;0.272309;0.550000;-0.038990;0.000000;0.029706;0.550000;1.000000;0.823783;0.743963;
1.020798;0.021656;0.360931;0.016639;0.277309;0.550000;-0.039374;0.000000;0.030252;0.550000;1.000000;0.829066;0.738071;
1.022078;0.022078;0.367969;0.017186;0.286434;0.550000;-0.040142;0.000000;0.031247;0.550000;1.000000;0.838945;0.726822;
1.024638;0.022898;0.381629;0.018098;0.301625;0.550000;-0.041632;0.000000;0.032905;0.550000;1.000000;0.856277;0.706321;
1.027198;0.023678;0.394637;0.018796;0.313259;0.550000;-0.043051;0.000000;0.034174;0.550000;1.000000;0.870638;0.688555;
1.029758;0.024411;0.406857;0.019319;0.321989;0.550000;-0.044384;0.000000;0.035126;0.550000;1.000000;0.882521;0.673293;
1.032318;0.025093;0.418219;0.019703;0.328382;0.550000;-0.045624;0.000000;0.035823;0.550000;1.000000;0.892405;0.660153;
1.037438;0.026301;0.438355;0.020182;0.336366;0.550000;-0.047821;0.000000;0.036694;0.550000;1.000000;0.908169;0.638223;
1.042558;0.027313;0.455215;0.020371;0.339520;0.550000;-0.049660;0.000000;0.037039;0.550000;1.000000;0.919552;0.621771;
1.047678;0.028148;0.469134;0.020378;0.339631;0.550000;-0.051178;0.000000;0.037051;0.550000;1.000000;0.928128;0.609001;
1.052798;0.028832;0.480536;0.020275;0.337912;0.550000;-0.052422;0.000000;0.036863;0.550000;1.000000;0.934932;0.598484;
1.057918;0.029391;0.489847;0.020109;0.335155;0.550000;-0.053438;0.000000;0.036562;0.550000;1.000000;0.940534;0.589591;
1.063038;0.029847;0.497456;0.019912;0.331867;0.550000;-0.054268;0.000000;0.036204;0.550000;1.000000;0.945264;0.581943;
1.068158;0.030221;0.503691;0.019702;0.328372;0.550000;-0.054948;0.000000;0.035822;0.550000;1.000000;0.949296;0.575312;
1.073278;0.030529;0.508817;0.019493;0.324878;0.550000;-0.055507;0.000000;0.035441;0.550000;1.000000;0.952719;0.569607;
1.083518;0.031001;0.516689;0.019110;0.318504;0.550000;-0.056366;0.000000;0.034746;0.550000;1.000000;0.957927;0.560782;
1.093758;0.031318;0.521966;0.018795;0.313257;0.550000;-0.056942;0.000000;0.034173;0.550000;1.000000;0.961046;0.555422;
1.103998;0.031518;0.525308;0.018567;0.309448;0.550000;-0.057306;0.000000;0.033758;0.550000;1.000000;0.962269;0.553304;
1.114238;0.031630;0.527160;0.018432;0.307196;0.550000;-0.057508;0.000000;0.033512;0.550000;1.000000;0.961816;0.554091;
1.124478;0.031670;0.527832;0.018388;0.306470;0.550000;-0.057582;0.000000;0.033433;0.550000;1.000000;0.959942;0.557330;
1.134718;0.031653;0.527555;0.018428;0.307129;0.550000;-0.057551;0.000000;0.033505;0.550000;1.000000;0.956920;0.562496;
1.155198;0.031505;0.525091;0.018686;0.311431;0.550000;-0.057283;0.000000;0.033974;0.550000;1.000000;0.948837;0.576028;
1.175678;0.031250;0.520839;0.019105;0.318422;0.550000;-0.056819;0.000000;0.034737;0.550000;1.000000;0.939210;0.591531;
1.196158;0.030946;0.515761;0.019590;0.326499;0.550000;-0.056265;0.000000;0.035618;0.550000;1.000000;0.929460;0.606641;
1.216638;0.030638;0.510627;0.020066;0.334441;0.550000;-0.055705;0.000000;0.036484;0.550000;1.000000;0.920623;0.619962;
1.237118;0.030359;0.505983;0.020487;0.341451;0.550000;-0.055198;0.000000;0.037249;0.550000;1.000000;0.913329;0.630696;
1.257598;0.030129;0.502157;0.020826;0.347104;0.550000;-0.054781;0.000000;0.037866;0.550000;1.000000;0.907857;0.638606;
1.278078;0.029958;0.499294;0.021076;0.351265;0.550000;-0.054468;0.000000;0.038320;0.550000;1.000000;0.904212;0.643817;
1.319038;0.029770;0.496175;0.021344;0.355728;0.550000;-0.054128;0.000000;0.038807;0.550000;1.000000;0.901129;0.648126;
1.359998;0.029743;0.495714;0.021382;0.356365;0.550000;-0.054078;0.000000;0.038876;0.550000;1.000000;0.901953;0.646975;
1.400958;0.029805;0.496755;0.021293;0.354882;0.550000;-0.054191;0.000000;0.038714;0.550000;1.000000;0.904543;0.643320;
1.441918;0.029897;0.498277;0.021163;0.352724;0.550000;-0.054357;0.000000;0.038479;0.550000;1.000000;0.907287;0.639433;
1.482878;0.029976;0.499604;0.021051;0.350844;0.550000;-0.054502;0.000000;0.038274;0.550000;1.000000;0.909298;0.636583;
1.500000;0.030001;0.500011;0.021016;0.350267;0.550000;-0.054547;0.000000;0.038211;0.550000;1.000000;0.909846;0.635809;
1.500000;0.054547;0.909112;0.038211;0.636849;1.000000;-0.054547;0.000000;0.038211;1.000000;1.000000;0.909846;0.635825;
1.500010;0.054547;0.909112;0.038211;0.636849;1.000000;-0.054547;0.000000;0.038211;1.000000;1.000000;0.909103;0.636892;
1.500020;0.054547;0.909111;0.038211;0.636849;1.000000;-0.054547;0.000000;0.038211;1.000000;1.000000;0.908362;0.637949;
1.500040;0.054547;0.909109;0.038211;0.636852;1.000000;-0.054547;0.000000;0.038211;1.000000;1.000000;0.906886;0.640045;
1.500080;0.054546;0.909100;0.038212;0.636865;1.000000;-0.054546;0.000000;0.038212;1.000000;1.000000;0.903956;0.644177;
1.500160;0.054544;0.909063;0.038215;0.636918;1.000000;-0.054544;0.000000;0.038215;1.000000;1.000000;0.898187;0.652196;
1.500320;0.054535;0.908909;0.038228;0.637130;1.000000;-0.054535;0.000000;0.038228;1.000000;1.000000;0.887000;0.667331;
1.500640;0.054499;0.908309;0.038276;0.637934;1.000000;-0.054499;0.000000;0.038276;1.000000;1.000000;0.865937;0.694444;
1.501280;0.054365;0.906090;0.038446;0.640762;1.000000;-0.054365;0.000000;0.038446;1.000000;1.000000;0.828408;0.738810;
1.501557;0.054288;0.904803;0.038524;0.642074;1.000000;-0.054288;0.000000;0.038524;1.000000;1.000000;0.813651;0.750000;
1.501557;0.054288;0.904803;0.038524;0.642074;1.000000;-0.054288;0.000000;0.038524;1.000000;1.000000;0.813786;0.750000;
1.501567;0.054285;0.904749;0.038528;0.642137;1.000000;-0.054285;0.000000;0.038528;1.000000;1.000000;0.813278;0.750000;
1.501577;0.054282;0.904695;0.038532;0.642201;1.000000;-0.054282;0.000000;0.038532;1.000000;1.000000;0.812770;0.750000;
1.501597;0.054275;0.904587;0.038540;0.642328;1.000000;-0.054275;0.000000;0.038540;1.000000;1.000000;0.811759;0.750000;
1.501637;0.054262;0.904366;0.038555;0.642581;1.000000;-0.054262;0.000000;0.038555;1.000000;1.000000;0.809749;0.750000;
1.501717;0.054235;0.903912;0.038585;0.643085;1.000000;-0.054235;0.000000;0.038585;1.000000;1.000000;0.805782;0.750000;
1.501877;0.054177;0.902957;0.038645;0.644086;1.000000;-0.054177;0.000000;0.038645;1.000000;1.000000;0.798056;0.750000;
1.502197;0.054052;0.900867;0.038764;0.646062;1.000000;-0.054052;0.000000;0.038764;1.000000;1.000000;0.783386;0.750000;
1.502837;0.053764;0.896060;0.038994;0.649903;1.000000;-0.053764;0.000000;0.038994;1.000000;1.000000;0.756842;0.750000;
1.504117;0.053071;0.884515;0.039430;0.657172;1.000000;-0.053071;0.000000;0.039430;1.000000;1.000000;0.712806;0.750000;
1.506677;0.051412;0.856866;0.040213;0.670212;1.000000;-0.051412;0.000000;0.040213;1.000000;1.000000;0.649583;0.750000;
1.509237;0.049543;0.825721;0.040886;0.681441;1.000000;-0.049543;0.000000;0.040886;1.000000;1.000000;0.607279;0.750000;
1.511797;0.047620;0.793671;0.041466;0.691098;1.000000;-0.047620;0.000000;0.041466;1.000000;1.000000;0.577847;0.750000;
1.514357;0.045742;0.762360;0.041964;0.699397;1.000000;-0.045742;0.000000;0.041964;1.000000;1.000000;0.556886;0.750000;
1.514781;0.045440;0.757328;0.042040;0.700661;1.000000;-0.045440;0.000000;0.042040;1.000000;1.000000;0.553945;0.750000;
1.514781;0.045440;0.757328;0.042040;0.700661;1.000000;-0.045440;0.000000;0.042040;1.000000;1.000000;0.554571;0.750000;
1.514791;0.045433;0.757208;0.042041;0.700689;1.000000;-0.045433;0.000000;0.042041;1.000000;1.000000;0.554507;0.748502;
1.514801;0.045425;0.757089;0.042043;0.700716;1.000000;-0.045425;0.000000;0.042043;1.000000;1.000000;0.554442;0.747004;
1.514821;0.045411;0.756851;0.042046;0.700768;1.000000;-0.045411;0.000000;0.042046;1.000000;1.000000;0.554314;0.744014;
