time;GFM_GFM_Control_PFilterPu;GFM_GFM_Control_PFilterRefPu;
20.9460;1.0000;1.0000;
20.9470;1.0000;1.0000;
20.9480;1.0000;1.0000;
20.9490;1.0000;1.0000;
20.9500;1.0000;1.0000;
20.9510;1.0000;1.0000;
20.9520;1.0000;1.0000;
20.9530;1.0000;1.0000;
20.9540;1.0000;1.0000;
20.9550;1.0000;1.0000;
20.9560;1.0000;1.0000;
20.9570;1.0000;1.0000;
20.9580;1.0000;1.0000;
20.9590;1.0000;1.0000;
20.9600;1.0000;1.0000;
20.9610;1.0000;1.0000;
20.9620;1.0000;1.0000;
20.9630;1.0000;1.0000;
20.9640;1.0000;1.0000;
20.9650;1.0000;1.0000;
20.9660;1.0000;1.0000;
20.9670;1.0000;1.0000;
20.9680;1.0000;1.0000;
20.9690;1.0000;1.0000;
20.9700;1.0000;1.0000;
20.9710;1.0000;1.0000;
20.9720;1.0000;1.0000;
20.9730;1.0000;1.0000;
20.9740;1.0000;1.0000;
20.9750;1.0000;1.0000;
20.9760;1.0000;1.0000;
20.9770;1.0000;1.0000;
20.9780;1.0000;1.0000;
20.9790;1.0000;1.0000;
20.9800;1.0000;1.0000;
20.9810;1.0000;1.0000;
20.9820;1.0000;1.0000;
20.9830;1.0000;1.0000;
20.9840;1.0000;1.0000;
20.9850;1.0000;1.0000;
20.9860;1.0000;1.0000;
20.9870;1.0000;1.0000;
20.9880;1.0000;1.0000;
20.9890;1.0000;1.0000;
20.9900;1.0000;1.0000;
20.9910;1.0000;1.0000;
20.9920;1.0000;1.0000;
20.9930;1.0000;1.0000;
20.9940;1.0000;1.0000;
20.9950;1.0000;1.0000;
20.9960;1.0000;1.0000;
20.9970;1.0000;1.0000;
20.9980;1.0000;1.0000;
20.9990;1.0000;1.0000;
21.0000;1.0000;1.0000;
21.0010;1.0000;1.0000;
21.0020;1.0000;1.0000;
21.0030;1.0000;1.0000;
21.0040;1.0000;1.0000;
21.0050;1.0000;1.0000;
21.0060;1.0000;1.0000;
21.0070;1.0000;1.0000;
21.0080;1.0000;1.0000;
21.0090;1.0000;1.0000;
21.0100;1.0000;1.0000;
21.0110;1.0000;1.0000;
21.0120;1.0000;1.0000;
21.0130;1.0000;1.0000;
21.0140;1.0000;1.0000;
21.0150;1.0000;1.0000;
21.0160;1.0000;1.0000;
21.0170;1.0000;1.0000;
21.0180;1.0000;1.0000;
21.0190;1.0000;1.0000;
21.0200;1.0000;1.0000;
21.0210;1.0000;1.0000;
21.0220;1.0000;1.0000;
21.0230;1.0000;1.0000;
21.0240;1.0000;1.0000;
21.0250;1.0000;1.0000;
21.0260;1.0000;1.0000;
21.0270;1.0000;1.0000;
21.0280;1.0000;1.0000;
21.0290;1.0000;1.0000;
21.0300;1.0000;1.0000;
21.0310;1.0000;1.0000;
21.0320;1.0000;1.0000;
21.0330;1.0000;1.0000;
21.0340;1.0000;1.0000;
21.0350;1.0000;1.0000;
21.0360;1.0000;1.0000;
21.0370;1.0000;1.0000;
21.0380;1.0000;1.0000;
21.0390;1.0000;1.0000;
21.0400;1.0000;1.0000;
21.0410;1.0000;1.0000;
21.0420;1.0000;1.0000;
21.0430;1.0000;1.0000;
21.0440;1.0000;1.0000;
21.0450;1.0000;1.0000;
21.0460;1.0000;1.0000;
21.0470;1.0000;1.0000;
21.0480;1.0000;1.0000;
21.0490;1.0000;1.0000;
21.0500;1.0000;1.0000;
21.0510;1.0000;1.0000;
21.0520;1.0000;1.0000;
21.0530;1.0000;1.0000;
21.0540;1.0000;1.0000;
21.0550;1.0000;1.0000;
21.0560;1.0000;1.0000;
21.0570;1.0000;1.0000;
21.0580;1.0000;1.0000;
21.0590;1.0000;1.0000;
21.0600;1.0000;1.0000;
21.0610;1.0000;1.0000;
21.0620;1.0000;1.0000;
21.0630;1.0000;1.0000;
21.0640;1.0000;1.0000;
21.0650;1.0000;1.0000;
21.0660;1.0000;1.0000;
21.0670;1.0000;1.0000;
21.0680;1.0000;1.0000;
21.0690;1.0000;1.0000;
21.0700;1.0000;1.0000;
21.0710;1.0000;1.0000;
21.0720;1.0000;1.0000;
21.0730;1.0000;1.0000;
21.0740;1.0000;1.0000;
21.0750;1.0000;1.0000;
21.0760;1.0000;1.0000;
21.0770;1.0000;1.0000;
21.0780;1.0000;1.0000;
21.0790;1.0000;1.0000;
21.0800;1.0000;1.0000;
21.0810;1.0000;1.0000;
21.0820;1.0000;1.0000;
21.0830;1.0000;1.0000;
21.0840;1.0000;1.0000;
21.0850;1.0000;1.0000;
21.0860;1.0000;1.0000;
21.0870;1.0000;1.0000;
21.0880;1.0000;1.0000;
21.0890;1.0000;1.0000;
21.0900;1.0000;1.0000;
21.0910;1.0000;1.0000;
21.0920;1.0000;1.0000;
21.0930;1.0000;1.0000;
21.0940;1.0000;1.0000;
21.0950;1.0000;1.0000;
21.0960;1.0000;1.0000;
21.0970;1.0000;1.0000;
21.0980;1.0000;1.0000;
21.0990;1.0000;1.0000;
21.1000;1.0000;1.0000;
21.1010;1.0000;1.0000;
21.1020;1.0000;1.0000;
21.1030;1.0000;1.0000;
21.1040;1.0000;1.0000;
21.1050;1.0000;1.0000;
21.1060;1.0000;1.0000;
21.1070;1.0000;1.0000;
21.1080;1.0000;1.0000;
21.1090;1.0000;1.0000;
21.1100;1.0000;1.0000;
21.1110;1.0000;1.0000;
21.1120;1.0000;1.0000;
21.1130;1.0000;1.0000;
21.1140;1.0000;1.0000;
21.1150;1.0000;1.0000;
21.1160;1.0000;1.0000;
21.1170;1.0000;1.0000;
21.1180;1.0000;1.0000;
21.1190;1.0000;1.0000;
21.1200;1.0000;1.0000;
21.1210;1.0000;1.0000;
21.1220;1.0000;1.0000;
21.1230;1.0000;1.0000;
21.1240;1.0000;1.0000;
21.1250;1.0000;1.0000;
21.1260;1.0000;1.0000;
21.1270;1.0000;1.0000;
21.1280;1.0000;1.0000;
21.1290;1.0000;1.0000;
21.1300;1.0000;1.0000;
21.1310;1.0000;1.0000;
21.1320;1.0000;1.0000;
21.1330;1.0000;1.0000;
21.1340;1.0000;1.0000;
21.1350;1.0000;1.0000;
21.1360;1.0000;1.0000;
21.1370;1.0000;1.0000;
21.1380;1.0000;1.0000;
21.1390;1.0000;1.0000;
21.1400;1.0000;1.0000;
21.1410;1.0000;1.0000;
21.1420;1.0000;1.0000;
21.1430;1.0000;1.0000;
21.1440;1.0000;1.0000;
21.1450;1.0000;1.0000;
21.1460;1.0000;1.0000;
21.1470;1.0000;1.0000;
21.1480;1.0000;1.0000;
21.1490;1.0000;1.0000;
21.1500;1.0000;1.0000;
21.1510;1.0000;1.0000;
21.1520;1.0000;1.0000;
21.1530;1.0000;1.0000;
21.1540;1.0000;1.0000;
21.1550;1.0000;1.0000;
21.1560;1.0000;1.0000;
21.1570;1.0000;1.0000;
21.1580;1.0000;1.0000;
21.1590;1.0000;1.0000;
21.1600;1.0000;1.0000;
21.1610;1.0000;1.0000;
21.1620;1.0000;1.0000;
21.1630;1.0000;1.0000;
21.1640;1.0000;1.0000;
21.1650;1.0000;1.0000;
21.1660;1.0000;1.0000;
21.1670;1.0000;1.0000;
21.1680;1.0000;1.0000;
21.1690;1.0000;1.0000;
21.1700;1.0000;1.0000;
21.1710;1.0000;1.0000;
21.1720;1.0000;1.0000;
21.1730;1.0000;1.0000;
21.1740;1.0000;1.0000;
21.1750;1.0000;1.0000;
21.1760;1.0000;1.0000;
21.1770;1.0000;1.0000;
21.1780;1.0000;1.0000;
21.1790;1.0000;1.0000;
21.1800;1.0000;1.0000;
21.1810;1.0000;1.0000;
21.1820;1.0000;1.0000;
21.1830;1.0000;1.0000;
21.1840;1.0000;1.0000;
21.1850;1.0000;1.0000;
21.1860;1.0000;1.0000;
21.1870;1.0000;1.0000;
21.1880;1.0000;1.0000;
21.1890;1.0000;1.0000;
21.1900;1.0000;1.0000;
21.1910;1.0000;1.0000;
21.1920;1.0000;1.0000;
21.1930;1.0000;1.0000;
21.1940;1.0000;1.0000;
21.1950;1.0000;1.0000;
21.1960;1.0000;1.0000;
21.1970;1.0000;1.0000;
21.1980;1.0000;1.0000;
21.1990;1.0000;1.0000;
21.2000;1.0000;1.0000;
21.2010;1.0000;1.0000;
21.2020;1.0000;1.0000;
21.2030;1.0000;1.0000;
21.2040;1.0000;1.0000;
21.2050;1.0000;1.0000;
21.2060;1.0000;1.0000;
21.2070;1.0000;1.0000;
21.2080;1.0000;1.0000;
21.2090;1.0000;1.0000;
21.2100;1.0000;1.0000;
21.2110;1.0000;1.0000;
21.2120;1.0000;1.0000;
21.2130;1.0000;1.0000;
21.2140;1.0000;1.0000;
21.2150;1.0000;1.0000;
21.2160;1.0000;1.0000;
21.2170;1.0000;1.0000;
21.2180;1.0000;1.0000;
21.2190;1.0000;1.0000;
21.2200;1.0000;1.0000;
21.2210;1.0000;1.0000;
21.2220;1.0000;1.0000;
21.2230;1.0000;1.0000;
21.2240;1.0000;1.0000;
21.2250;1.0000;1.0000;
21.2260;1.0000;1.0000;
21.2270;1.0000;1.0000;
21.2280;1.0000;1.0000;
21.2290;1.0000;1.0000;
21.2300;1.0000;1.0000;
21.2310;1.0000;1.0000;
21.2320;1.0000;1.0000;
21.2330;1.0000;1.0000;
21.2340;1.0000;1.0000;
21.2350;1.0000;1.0000;
21.2360;1.0000;1.0000;
21.2370;1.0000;1.0000;
21.2380;1.0000;1.0000;
21.2390;1.0000;1.0000;
21.2400;1.0000;1.0000;
21.2410;1.0000;1.0000;
21.2420;1.0000;1.0000;
21.2430;1.0000;1.0000;
21.2440;1.0000;1.0000;
21.2450;1.0000;1.0000;
21.2460;1.0000;1.0000;
21.2470;1.0000;1.0000;
21.2480;1.0000;1.0000;
21.2490;1.0000;1.0000;
21.2500;1.0000;1.0000;
21.2510;1.0000;1.0000;
21.2520;1.0000;1.0000;
21.2530;1.0000;1.0000;
21.2540;1.0000;1.0000;
21.2550;1.0000;1.0000;
21.2560;1.0000;1.0000;
21.2570;1.0000;1.0000;
21.2580;1.0000;1.0000;
21.2590;1.0000;1.0000;
21.2600;1.0000;1.0000;
21.2610;1.0000;1.0000;
21.2620;1.0000;1.0000;
21.2630;1.0000;1.0000;
21.2640;1.0000;1.0000;
21.2650;1.0000;1.0000;
21.2660;1.0000;1.0000;
21.2670;1.0000;1.0000;
21.2680;1.0000;1.0000;
21.2690;1.0000;1.0000;
21.2700;1.0000;1.0000;
21.2710;1.0000;1.0000;
21.2720;1.0000;1.0000;
21.2730;1.0000;1.0000;
21.2740;1.0000;1.0000;
21.2750;1.0000;1.0000;
21.2760;1.0000;1.0000;
21.2770;1.0000;1.0000;
21.2780;1.0000;1.0000;
21.2790;1.0000;1.0000;
21.2800;1.0000;1.0000;
21.2810;1.0000;1.0000;
21.2820;1.0000;1.0000;
21.2830;1.0000;1.0000;
21.2840;1.0000;1.0000;
21.2850;1.0000;1.0000;
21.2860;1.0000;1.0000;
21.2870;1.0000;1.0000;
21.2880;1.0000;1.0000;
21.2890;1.0000;1.0000;
21.2900;1.0000;1.0000;
21.2910;1.0000;1.0000;
21.2920;1.0000;1.0000;
21.2930;1.0000;1.0000;
21.2940;1.0000;1.0000;
21.2950;1.0000;1.0000;
21.2960;1.0000;1.0000;
21.2970;1.0000;1.0000;
21.2980;1.0000;1.0000;
21.2990;1.0000;1.0000;
21.3000;1.0000;1.0000;
21.3010;1.0000;1.0000;
21.3020;1.0000;1.0000;
21.3030;1.0000;1.0000;
21.3040;1.0000;1.0000;
21.3050;1.0000;1.0000;
21.3060;1.0000;1.0000;
21.3070;1.0000;1.0000;
21.3080;1.0000;1.0000;
21.3090;1.0000;1.0000;
21.3100;1.0000;1.0000;
21.3110;1.0000;1.0000;
21.3120;1.0000;1.0000;
21.3130;1.0000;1.0000;
21.3140;1.0000;1.0000;
21.3150;1.0000;1.0000;
21.3160;1.0000;1.0000;
21.3170;1.0000;1.0000;
21.3180;1.0000;1.0000;
21.3190;1.0000;1.0000;
21.3200;1.0000;1.0000;
21.3210;1.0000;1.0000;
21.3220;1.0000;1.0000;
21.3230;1.0000;1.0000;
21.3240;1.0000;1.0000;
21.3250;1.0000;1.0000;
21.3260;1.0000;1.0000;
21.3270;1.0000;1.0000;
21.3280;1.0000;1.0000;
21.3290;1.0000;1.0000;
21.3300;1.0000;1.0000;
21.3310;1.0000;1.0000;
21.3320;1.0000;1.0000;
21.3330;1.0000;1.0000;
21.3340;1.0000;1.0000;
21.3350;1.0000;1.0000;
21.3360;1.0000;1.0000;
21.3370;1.0000;1.0000;
21.3380;1.0000;1.0000;
21.3390;1.0000;1.0000;
21.3400;1.0000;1.0000;
21.3410;1.0000;1.0000;
21.3420;1.0000;1.0000;
21.3430;1.0000;1.0000;
21.3440;1.0000;1.0000;
21.3450;1.0000;1.0000;
21.3460;1.0000;1.0000;
21.3470;1.0000;1.0000;
21.3480;1.0000;1.0000;
21.3490;1.0000;1.0000;
21.3500;1.0000;1.0000;
21.3510;1.0000;1.0000;
21.3520;1.0000;1.0000;
21.3530;1.0000;1.0000;
21.3540;1.0000;1.0000;
21.3550;1.0000;1.0000;
21.3560;1.0000;1.0000;
21.3570;1.0000;1.0000;
21.3580;1.0000;1.0000;
21.3590;1.0000;1.0000;
21.3600;1.0000;1.0000;
21.3610;1.0000;1.0000;
21.3620;1.0000;1.0000;
21.3630;1.0000;1.0000;
21.3640;1.0000;1.0000;
21.3650;1.0000;1.0000;
21.3660;1.0000;1.0000;
21.3670;1.0000;1.0000;
21.3680;1.0000;1.0000;
21.3690;1.0000;1.0000;
21.3700;1.0000;1.0000;
21.3710;1.0000;1.0000;
21.3720;1.0000;1.0000;
21.3730;1.0000;1.0000;
21.3740;1.0000;1.0000;
21.3750;1.0000;1.0000;
21.3760;1.0000;1.0000;
21.3770;1.0000;1.0000;
21.3780;1.0000;1.0000;
21.3790;1.0000;1.0000;
21.3800;1.0000;1.0000;
21.3810;1.0000;1.0000;
21.3820;1.0000;1.0000;
21.3830;1.0000;1.0000;
21.3840;1.0000;1.0000;
21.3850;1.0000;1.0000;
21.3860;1.0000;1.0000;
21.3870;1.0000;1.0000;
21.3880;1.0000;1.0000;
21.3890;1.0000;1.0000;
21.3900;1.0000;1.0000;
21.3910;1.0000;1.0000;
21.3920;1.0000;1.0000;
21.3930;1.0000;1.0000;
21.3940;1.0000;1.0000;
21.3950;1.0000;1.0000;
21.3960;1.0000;1.0000;
21.3970;1.0000;1.0000;
21.3980;1.0000;1.0000;
21.3990;1.0000;1.0000;
21.4000;1.0000;1.0000;
21.4010;1.0000;1.0000;
21.4020;1.0000;1.0000;
21.4030;1.0000;1.0000;
21.4040;1.0000;1.0000;
21.4050;1.0000;1.0000;
21.4060;1.0000;1.0000;
21.4070;1.0000;1.0000;
21.4080;1.0000;1.0000;
21.4090;1.0000;1.0000;
21.4100;1.0000;1.0000;
21.4110;1.0000;1.0000;
21.4120;1.0000;1.0000;
21.4130;1.0000;1.0000;
21.4140;1.0000;1.0000;
21.4150;1.0000;1.0000;
21.4160;1.0000;1.0000;
21.4170;1.0000;1.0000;
21.4180;1.0000;1.0000;
21.4190;1.0000;1.0000;
21.4200;1.0000;1.0000;
21.4210;1.0000;1.0000;
21.4220;1.0000;1.0000;
21.4230;1.0000;1.0000;
21.4240;1.0000;1.0000;
21.4250;1.0000;1.0000;
21.4260;1.0000;1.0000;
21.4270;1.0000;1.0000;
21.4280;1.0000;1.0000;
21.4290;1.0000;1.0000;
21.4300;1.0000;1.0000;
21.4310;1.0000;1.0000;
21.4320;1.0000;1.0000;
21.4330;1.0000;1.0000;
21.4340;1.0000;1.0000;
21.4350;1.0000;1.0000;
21.4360;1.0000;1.0000;
21.4370;1.0000;1.0000;
21.4380;1.0000;1.0000;
21.4390;1.0000;1.0000;
21.4400;1.0000;1.0000;
21.4410;1.0000;1.0000;
21.4420;1.0000;1.0000;
21.4430;1.0000;1.0000;
21.4440;1.0000;1.0000;
21.4450;1.0000;1.0000;
21.4460;1.0000;1.0000;
21.4470;1.0000;1.0000;
21.4480;1.0000;1.0000;
21.4490;1.0000;1.0000;
21.4500;1.0000;1.0000;
21.4510;1.0000;1.0000;
21.4520;1.0000;1.0000;
21.4530;1.0000;1.0000;
21.4540;1.0000;1.0000;
21.4550;1.0000;1.0000;
21.4560;1.0000;1.0000;
21.4570;1.0000;1.0000;
21.4580;1.0000;1.0000;
21.4590;1.0000;1.0000;
21.4600;1.0000;1.0000;
21.4610;1.0000;1.0000;
21.4620;1.0000;1.0000;
21.4630;1.0000;1.0000;
21.4640;1.0000;1.0000;
21.4650;1.0000;1.0000;
21.4660;1.0000;1.0000;
21.4670;1.0000;1.0000;
21.4680;1.0000;1.0000;
21.4690;1.0000;1.0000;
21.4700;1.0000;1.0000;
21.4710;1.0000;1.0000;
21.4720;1.0000;1.0000;
21.4730;1.0000;1.0000;
21.4740;1.0000;1.0000;
21.4750;1.0000;1.0000;
21.4760;1.0000;1.0000;
21.4770;1.0000;1.0000;
21.4780;1.0000;1.0000;
21.4790;1.0000;1.0000;
21.4800;1.0000;1.0000;
21.4810;1.0000;1.0000;
21.4820;1.0000;1.0000;
21.4830;1.0000;1.0000;
21.4840;1.0000;1.0000;
21.4850;1.0000;1.0000;
21.4860;1.0000;1.0000;
21.4870;1.0000;1.0000;
21.4880;1.0000;1.0000;
21.4890;1.0000;1.0000;
21.4900;1.0000;1.0000;
21.4910;1.0000;1.0000;
21.4920;1.0000;1.0000;
21.4930;1.0000;1.0000;
21.4940;1.0000;1.0000;
21.4950;1.0000;1.0000;
21.4960;1.0000;1.0000;
21.4970;1.0000;1.0000;
21.4980;1.0000;1.0000;
21.4990;1.0000;1.0000;
21.5000;1.0000;1.0000;
21.5010;1.0000;1.0000;
21.5020;1.0000;1.0000;
21.5030;1.0000;1.0000;
21.5040;1.0000;1.0000;
21.5050;1.0000;1.0000;
21.5060;1.0000;1.0000;
21.5070;1.0000;1.0000;
21.5080;1.0000;1.0000;
21.5090;1.0000;1.0000;
21.5100;1.0000;1.0000;
21.5110;1.0000;1.0000;
21.5120;1.0000;1.0000;
21.5130;1.0000;1.0000;
21.5140;1.0000;1.0000;
21.5150;1.0000;1.0000;
21.5160;1.0000;1.0000;
21.5170;1.0000;1.0000;
21.5180;1.0000;1.0000;
21.5190;1.0000;1.0000;
21.5200;1.0000;1.0000;
21.5210;1.0000;1.0000;
21.5220;1.0000;1.0000;
21.5230;1.0000;1.0000;
21.5240;1.0000;1.0000;
21.5250;1.0000;1.0000;
21.5260;1.0000;1.0000;
21.5270;1.0000;1.0000;
21.5280;1.0000;1.0000;
21.5290;1.0000;1.0000;
21.5300;1.0000;1.0000;
21.5310;1.0000;1.0000;
21.5320;1.0000;1.0000;
21.5330;1.0000;1.0000;
21.5340;1.0000;1.0000;
21.5350;1.0000;1.0000;
21.5360;1.0000;1.0000;
21.5370;1.0000;1.0000;
21.5380;1.0000;1.0000;
21.5390;1.0000;1.0000;
21.5400;1.0000;1.0000;
21.5410;1.0000;1.0000;
21.5420;1.0000;1.0000;
21.5430;1.0000;1.0000;
21.5440;1.0000;1.0000;
21.5450;1.0000;1.0000;
21.5460;1.0000;1.0000;
21.5470;1.0000;1.0000;
21.5480;1.0000;1.0000;
21.5490;1.0000;1.0000;
21.5500;1.0000;1.0000;
21.5510;1.0000;1.0000;
21.5520;1.0000;1.0000;
21.5530;1.0000;1.0000;
21.5540;1.0000;1.0000;
21.5550;1.0000;1.0000;
21.5560;1.0000;1.0000;
21.5570;1.0000;1.0000;
21.5580;1.0000;1.0000;
21.5590;1.0000;1.0000;
21.5600;1.0000;1.0000;
21.5610;1.0000;1.0000;
21.5620;1.0000;1.0000;
21.5630;1.0000;1.0000;
21.5640;1.0000;1.0000;
21.5650;1.0000;1.0000;
21.5660;1.0000;1.0000;
21.5670;1.0000;1.0000;
21.5680;1.0000;1.0000;
21.5690;1.0000;1.0000;
21.5700;1.0000;1.0000;
21.5710;1.0000;1.0000;
21.5720;1.0000;1.0000;
21.5730;1.0000;1.0000;
21.5740;1.0000;1.0000;
21.5750;1.0000;1.0000;
21.5760;1.0000;1.0000;
21.5770;1.0000;1.0000;
21.5780;1.0000;1.0000;
21.5790;1.0000;1.0000;
21.5800;1.0000;1.0000;
21.5810;1.0000;1.0000;
21.5820;1.0000;1.0000;
21.5830;1.0000;1.0000;
21.5840;1.0000;1.0000;
21.5850;1.0000;1.0000;
21.5860;1.0000;1.0000;
21.5870;1.0000;1.0000;
21.5880;1.0000;1.0000;
21.5890;1.0000;1.0000;
21.5900;1.0000;1.0000;
21.5910;1.0000;1.0000;
21.5920;1.0000;1.0000;
21.5930;1.0000;1.0000;
21.5940;1.0000;1.0000;
21.5950;1.0000;1.0000;
21.5960;1.0000;1.0000;
21.5970;1.0000;1.0000;
21.5980;1.0000;1.0000;
21.5990;1.0000;1.0000;
21.6000;1.0000;1.0000;
21.6010;1.0000;1.0000;
21.6020;1.0000;1.0000;
21.6030;1.0000;1.0000;
21.6040;1.0000;1.0000;
21.6050;1.0000;1.0000;
21.6060;1.0000;1.0000;
21.6070;1.0000;1.0000;
21.6080;1.0000;1.0000;
21.6090;1.0000;1.0000;
21.6100;1.0000;1.0000;
21.6110;1.0000;1.0000;
21.6120;1.0000;1.0000;
21.6130;1.0000;1.0000;
21.6140;1.0000;1.0000;
21.6150;1.0000;1.0000;
21.6160;1.0000;1.0000;
21.6170;1.0000;1.0000;
21.6180;1.0000;1.0000;
21.6190;1.0000;1.0000;
21.6200;1.0000;1.0000;
21.6210;1.0000;1.0000;
21.6220;1.0000;1.0000;
21.6230;1.0000;1.0000;
21.6240;1.0000;1.0000;
21.6250;1.0000;1.0000;
21.6260;1.0000;1.0000;
21.6270;1.0000;1.0000;
21.6280;1.0000;1.0000;
21.6290;1.0000;1.0000;
21.6300;1.0000;1.0000;
21.6310;1.0000;1.0000;
21.6320;1.0000;1.0000;
21.6330;1.0000;1.0000;
21.6340;1.0000;1.0000;
21.6350;1.0000;1.0000;
21.6360;1.0000;1.0000;
21.6370;1.0000;1.0000;
21.6380;1.0000;1.0000;
21.6390;1.0000;1.0000;
21.6400;1.0000;1.0000;
21.6410;1.0000;1.0000;
21.6420;1.0000;1.0000;
21.6430;1.0000;1.0000;
21.6440;1.0000;1.0000;
21.6450;1.0000;1.0000;
21.6460;1.0000;1.0000;
21.6470;1.0000;1.0000;
21.6480;1.0000;1.0000;
21.6490;1.0000;1.0000;
21.6500;1.0000;1.0000;
21.6510;1.0000;1.0000;
21.6520;1.0000;1.0000;
21.6530;1.0000;1.0000;
21.6540;1.0000;1.0000;
21.6550;1.0000;1.0000;
21.6560;1.0000;1.0000;
21.6570;1.0000;1.0000;
21.6580;1.0000;1.0000;
21.6590;1.0000;1.0000;
21.6600;1.0000;1.0000;
21.6610;1.0000;1.0000;
21.6620;1.0000;1.0000;
21.6630;1.0000;1.0000;
21.6640;1.0000;1.0000;
21.6650;1.0000;1.0000;
21.6660;1.0000;1.0000;
21.6670;1.0000;1.0000;
21.6680;1.0000;1.0000;
21.6690;1.0000;1.0000;
21.6700;1.0000;1.0000;
21.6710;1.0000;1.0000;
21.6720;1.0000;1.0000;
21.6730;1.0000;1.0000;
21.6740;1.0000;1.0000;
21.6750;1.0000;1.0000;
21.6760;1.0000;1.0000;
21.6770;1.0000;1.0000;
21.6780;1.0000;1.0000;
21.6790;1.0000;1.0000;
21.6800;1.0000;1.0000;
21.6810;1.0000;1.0000;
21.6820;1.0000;1.0000;
21.6830;1.0000;1.0000;
21.6840;1.0000;1.0000;
21.6850;1.0000;1.0000;
21.6860;1.0000;1.0000;
21.6870;1.0000;1.0000;
21.6880;1.0000;1.0000;
21.6890;1.0000;1.0000;
21.6900;1.0000;1.0000;
21.6910;1.0000;1.0000;
21.6920;1.0000;1.0000;
21.6930;1.0000;1.0000;
21.6940;1.0000;1.0000;
21.6950;1.0000;1.0000;
21.6960;1.0000;1.0000;
21.6970;1.0000;1.0000;
21.6980;1.0000;1.0000;
21.6990;1.0000;1.0000;
21.7000;1.0000;1.0000;
21.7010;1.0000;1.0000;
21.7020;1.0000;1.0000;
21.7030;1.0000;1.0000;
21.7040;1.0000;1.0000;
21.7050;1.0000;1.0000;
21.7060;1.0000;1.0000;
21.7070;1.0000;1.0000;
21.7080;1.0000;1.0000;
21.7090;1.0000;1.0000;
21.7100;1.0000;1.0000;
21.7110;1.0000;1.0000;
21.7120;1.0000;1.0000;
21.7130;1.0000;1.0000;
21.7140;1.0000;1.0000;
21.7150;1.0000;1.0000;
21.7160;1.0000;1.0000;
21.7170;1.0000;1.0000;
21.7180;1.0000;1.0000;
21.7190;1.0000;1.0000;
21.7200;1.0000;1.0000;
21.7210;1.0000;1.0000;
21.7220;1.0000;1.0000;
21.7230;1.0000;1.0000;
21.7240;1.0000;1.0000;
21.7250;1.0000;1.0000;
21.7260;1.0000;1.0000;
21.7270;1.0000;1.0000;
21.7280;1.0000;1.0000;
21.7290;1.0000;1.0000;
21.7300;1.0000;1.0000;
21.7310;1.0000;1.0000;
21.7320;1.0000;1.0000;
21.7330;1.0000;1.0000;
21.7340;1.0000;1.0000;
21.7350;1.0000;1.0000;
21.7360;1.0000;1.0000;
21.7370;1.0000;1.0000;
21.7380;1.0000;1.0000;
21.7390;1.0000;1.0000;
21.7400;1.0000;1.0000;
21.7410;1.0000;1.0000;
21.7420;1.0000;1.0000;
21.7430;1.0000;1.0000;
21.7440;1.0000;1.0000;
21.7450;1.0000;1.0000;
21.7460;1.0000;1.0000;
21.7470;1.0000;1.0000;
21.7480;1.0000;1.0000;
21.7490;1.0000;1.0000;
21.7500;1.0000;1.0000;
21.7510;1.0000;1.0000;
21.7520;1.0000;1.0000;
21.7530;1.0000;1.0000;
21.7540;1.0000;1.0000;
21.7550;1.0000;1.0000;
21.7560;1.0000;1.0000;
21.7570;1.0000;1.0000;
21.7580;1.0000;1.0000;
21.7590;1.0000;1.0000;
21.7600;1.0000;1.0000;
21.7610;1.0000;1.0000;
21.7620;1.0000;1.0000;
21.7630;1.0000;1.0000;
21.7640;1.0000;1.0000;
21.7650;1.0000;1.0000;
21.7660;1.0000;1.0000;
21.7670;1.0000;1.0000;
21.7680;1.0000;1.0000;
21.7690;1.0000;1.0000;
21.7700;1.0000;1.0000;
21.7710;1.0000;1.0000;
21.7720;1.0000;1.0000;
21.7730;1.0000;1.0000;
21.7740;1.0000;1.0000;
21.7750;1.0000;1.0000;
21.7760;1.0000;1.0000;
21.7770;1.0000;1.0000;
21.7780;1.0000;1.0000;
21.7790;1.0000;1.0000;
21.7800;1.0000;1.0000;
21.7810;1.0000;1.0000;
21.7820;1.0000;1.0000;
21.7830;1.0000;1.0000;
21.7840;1.0000;1.0000;
21.7850;1.0000;1.0000;
21.7860;1.0000;1.0000;
21.7870;1.0000;1.0000;
21.7880;1.0000;1.0000;
21.7890;1.0000;1.0000;
21.7900;1.0000;1.0000;
21.7910;1.0000;1.0000;
21.7920;1.0000;1.0000;
21.7930;1.0000;1.0000;
21.7940;1.0000;1.0000;
21.7950;1.0000;1.0000;
21.7960;1.0000;1.0000;
21.7970;1.0000;1.0000;
21.7980;1.0000;1.0000;
21.7990;1.0000;1.0000;
21.8000;1.0000;1.0000;
21.8010;1.0000;1.0000;
21.8020;1.0000;1.0000;
21.8030;1.0000;1.0000;
21.8040;1.0000;1.0000;
21.8050;1.0000;1.0000;
21.8060;1.0000;1.0000;
21.8070;1.0000;1.0000;
21.8080;1.0000;1.0000;
21.8090;1.0000;1.0000;
21.8100;1.0000;1.0000;
21.8110;1.0000;1.0000;
21.8120;1.0000;1.0000;
21.8130;1.0000;1.0000;
21.8140;1.0000;1.0000;
21.8150;1.0000;1.0000;
21.8160;1.0000;1.0000;
21.8170;1.0000;1.0000;
