2019-08-05 22:50:06 | DEBUG |  ============================================================ 
2019-08-05 22:50:06 | DEBUG | DYNAWO VERSION  :     1.0.1
2019-08-05 22:50:06 | DEBUG | DYNAWO REVISION :  384_ModeFromModelica-093a76f
2019-08-05 22:50:06 | DEBUG |  ============================================================ 
2019-08-05 22:51:03 | DEBUG | connecting Network_tfo_terminal2 with SM_gen_terminal
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_cePu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_PePu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_cmPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_PmPu found.( gen_PmPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_ufPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_efdPu found.( gen_efdPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_omegaPu found.( gen_omegaPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_theta found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_PGenPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_QGenPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_PGen found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_QGen found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_UPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_IStatorPu found.( gen_IStatorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_IRotorPu found.( gen_IRotorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_UStatorPu found.( gen_UStatorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_QStatorPu found.( gen_QStatorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_thetaInternal found.( gen_thetaInternal_value )
2019-08-05 22:51:03 | DEBUG | Algebraic mode change for model SM
2019-08-05 22:51:03 | DEBUG | call of SolverReInit ie a new symbolic and numerical factorization will be performed
2019-08-05 22:51:03 | DEBUG | -----------------------------------------------------------------------
2019-08-05 22:51:03 | DEBUG | number of continuous variables : 101 (display limited to 4 variables)
2019-08-05 22:51:03 | DEBUG | number of discrete variables : 23
2019-08-05 22:51:03 | DEBUG | -----------------------------------------------------------------------
2019-08-05 22:51:03 | DEBUG |        5.677  4.748945e-01  7.714392e-01  0.000000e+00  9.008100e-01 | 245 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.702  4.754274e-01  7.708608e-01  0.000000e+00  9.008100e-01 | 246 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.728  4.759293e-01  7.703170e-01  0.000000e+00  9.008100e-01 | 247 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.753  4.763897e-01  7.698195e-01  0.000000e+00  9.008100e-01 | 248 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.778  4.767990e-01  7.693790e-01  0.000000e+00  9.008100e-01 | 249 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.804  4.771488e-01  7.690044e-01  0.000000e+00  9.008100e-01 | 250 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.829  4.774324e-01  7.687033e-01  0.000000e+00  9.008100e-01 | 251 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.854  4.776446e-01  7.684812e-01  0.000000e+00  9.008100e-01 | 252 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.880  4.777819e-01  7.683421e-01  0.000000e+00  9.008100e-01 | 253 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.905  4.778424e-01  7.682876e-01  0.000000e+00  9.008100e-01 | 254 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.930  4.778261e-01  7.683176e-01  0.000000e+00  9.008100e-01 | 255 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.966  4.776774e-01  7.684972e-01  0.000000e+00  9.008100e-01 | 256 2 3.565670e-02 
2019-08-05 22:51:03 | DEBUG |        6.002  4.773913e-01  7.688257e-01  0.000000e+00  9.008100e-01 | 257 2 3.565670e-02 
2019-08-05 22:51:03 | DEBUG |        6.037  4.769833e-01  7.692846e-01  0.000000e+00  9.008100e-01 | 258 2 3.565670e-02 
2019-08-05 22:51:03 | DEBUG |        6.069  4.765278e-01  7.697907e-01  0.000000e+00  9.008100e-01 | 259 2 3.209103e-02 
2019-08-05 22:51:03 | DEBUG |        6.101  4.760073e-01  7.703633e-01  0.000000e+00  9.008100e-01 | 260 2 3.209103e-02 
2019-08-05 22:51:03 | DEBUG |        6.130  4.754991e-01  7.709178e-01  0.000000e+00  9.008100e-01 | 261 2 2.888193e-02 
2019-08-05 22:51:03 | DEBUG |        6.159  4.749695e-01  7.714910e-01  0.000000e+00  9.008100e-01 | 262 2 2.888193e-02 
2019-08-05 22:51:03 | DEBUG |        6.185  4.744873e-01  7.720093e-01  0.000000e+00  9.008100e-01 | 263 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.211  4.740124e-01  7.725162e-01  0.000000e+00  9.008100e-01 | 264 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.237  4.735560e-01  7.729996e-01  0.000000e+00  9.008100e-01 | 265 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.263  4.731291e-01  7.734483e-01  0.000000e+00  9.008100e-01 | 266 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.289  4.727415e-01  7.738521e-01  0.000000e+00  9.008100e-01 | 267 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.315  4.724019e-01  7.742021e-01  0.000000e+00  9.008100e-01 | 268 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.341  4.721178e-01  7.744910e-01  0.000000e+00  9.008100e-01 | 269 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.367  4.718952e-01  7.747128e-01  0.000000e+00  9.008100e-01 | 270 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.393  4.717384e-01  7.748636e-01  0.000000e+00  9.008100e-01 | 271 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.419  4.716503e-01  7.749408e-01  0.000000e+00  9.008100e-01 | 272 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.445  4.716316e-01  7.749441e-01  0.000000e+00  9.008100e-01 | 273 2 2.599374e-02 
2019-08-05 22:51:03 | DEBUG |        6.497  4.717927e-01  7.747410e-01  0.000000e+00  9.008100e-01 | 274 2 5.198747e-02 
2019-08-05 22:51:03 | DEBUG |        6.544  4.721436e-01  7.743419e-01  0.000000e+00  9.008100e-01 | 275 2 4.654778e-02 
2019-08-05 22:51:03 | DEBUG |        6.586  4.725999e-01  7.738356e-01  0.000000e+00  9.008100e-01 | 276 2 4.189300e-02 
2019-08-05 22:51:03 | DEBUG |        6.622  4.730873e-01  7.733008e-01  0.000000e+00  9.008100e-01 | 277 2 3.686834e-02 
2019-08-05 22:51:03 | DEBUG |        6.656  4.735734e-01  7.727706e-01  0.000000e+00  9.008100e-01 | 278 2 3.318151e-02 
2019-08-05 22:51:03 | DEBUG |        6.685  4.740327e-01  7.722716e-01  0.000000e+00  9.008100e-01 | 279 2 2.986336e-02 
2019-08-05 22:51:03 | DEBUG |        6.715  4.744966e-01  7.717693e-01  0.000000e+00  9.008100e-01 | 280 2 2.986336e-02 
2019-08-05 22:51:03 | DEBUG |        6.733  4.747632e-01  7.714817e-01  0.000000e+00  9.008100e-01 | 281 1 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.750  4.750207e-01  7.712046e-01  0.000000e+00  9.008100e-01 | 282 1 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.768  4.752663e-01  7.709406e-01  0.000000e+00  9.008100e-01 | 283 1 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.785  4.755031e-01  7.706866e-01  0.000000e+00  9.008100e-01 | 284 2 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.803  4.757266e-01  7.704474e-01  0.000000e+00  9.008100e-01 | 285 2 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.820  4.759339e-01  7.702261e-01  0.000000e+00  9.008100e-01 | 286 2 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.838  4.761231e-01  7.700250e-01  0.000000e+00  9.008100e-01 | 287 2 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.855  4.762920e-01  7.698463e-01  0.000000e+00  9.008100e-01 | 288 2 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.873  4.764392e-01  7.696918e-01  0.000000e+00  9.008100e-01 | 289 2 1.748536e-02 
2019-08-05 22:51:03 | DEBUG |        6.908  4.766620e-01  7.694615e-01  0.000000e+00  9.008100e-01 | 290 2 3.497071e-02 
2019-08-05 22:51:03 | DEBUG |        6.943  4.767860e-01  7.693398e-01  0.000000e+00  9.008100e-01 | 291 2 3.497071e-02 
2019-08-05 22:51:03 | DEBUG |        6.978  4.768088e-01  7.693292e-01  0.000000e+00  9.008100e-01 | 292 2 3.497071e-02 
2019-08-05 22:51:03 | DEBUG |        7.013  4.767308e-01  7.694284e-01  0.000000e+00  9.008100e-01 | 293 2 3.497071e-02 
2019-08-05 22:51:03 | DEBUG |        7.046  4.765653e-01  7.696216e-01  0.000000e+00  9.008100e-01 | 294 2 3.389531e-02 
2019-08-05 22:51:03 | DEBUG |        7.080  4.763198e-01  7.699003e-01  0.000000e+00  9.008100e-01 | 295 2 3.389531e-02 
2019-08-05 22:51:03 | DEBUG |        7.114  4.760058e-01  7.702514e-01  0.000000e+00  9.008100e-01 | 296 2 3.389531e-02 
2019-08-05 22:51:03 | DEBUG |        7.148  4.756373e-01  7.706588e-01  0.000000e+00  9.008100e-01 | 297 2 3.389531e-02 
2019-08-05 22:51:03 | DEBUG |        7.182  4.752300e-01  7.711050e-01  0.000000e+00  9.008100e-01 | 298 2 3.389531e-02 
2019-08-05 22:51:03 | DEBUG |        7.213  4.748437e-01  7.715249e-01  0.000000e+00  9.008100e-01 | 299 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.243  4.744524e-01  7.719469e-01  0.000000e+00  9.008100e-01 | 300 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.274  4.740693e-01  7.723570e-01  0.000000e+00  9.008100e-01 | 301 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.304  4.737068e-01  7.727421e-01  0.000000e+00  9.008100e-01 | 302 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.335  4.733764e-01  7.730901e-01  0.000000e+00  9.008100e-01 | 303 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.365  4.730884e-01  7.733903e-01  0.000000e+00  9.008100e-01 | 304 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.396  4.728515e-01  7.736339e-01  0.000000e+00  9.008100e-01 | 305 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.426  4.726725e-01  7.738141e-01  0.000000e+00  9.008100e-01 | 306 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.457  4.725563e-01  7.739265e-01  0.000000e+00  9.008100e-01 | 307 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.487  4.725053e-01  7.739687e-01  0.000000e+00  9.008100e-01 | 308 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.518  4.725198e-01  7.739410e-01  0.000000e+00  9.008100e-01 | 309 2 3.050578e-02 
2019-08-05 22:51:03 | DEBUG |        7.560  4.726418e-01  7.737946e-01  0.000000e+00  9.008100e-01 | 310 2 4.192182e-02 
2019-08-05 22:51:03 | DEBUG |        7.601  4.728715e-01  7.735346e-01  0.000000e+00  9.008100e-01 | 311 2 4.192182e-02 
2019-08-05 22:51:03 | DEBUG |        7.643  4.731916e-01  7.731798e-01  0.000000e+00  9.008100e-01 | 312 2 4.192182e-02 
2019-08-05 22:51:03 | DEBUG |        7.681  4.735399e-01  7.727979e-01  0.000000e+00  9.008100e-01 | 313 2 3.772964e-02 
2019-08-05 22:51:03 | DEBUG |        7.719  4.739254e-01  7.723780e-01  0.000000e+00  9.008100e-01 | 314 2 3.772964e-02 
2019-08-05 22:51:03 | DEBUG |        7.753  4.742885e-01  7.719845e-01  0.000000e+00  9.008100e-01 | 315 2 3.395667e-02 
2019-08-05 22:51:03 | DEBUG |        7.787  4.746510e-01  7.715934e-01  0.000000e+00  9.008100e-01 | 316 2 3.395667e-02 
2019-08-05 22:51:03 | DEBUG |        7.804  4.748316e-01  7.713995e-01  0.000000e+00  9.008100e-01 | 317 1 1.750727e-02 
2019-08-05 22:51:03 | DEBUG |        7.822  4.750042e-01  7.712146e-01  0.000000e+00  9.008100e-01 | 318 1 1.750727e-02 
2019-08-05 22:51:03 | DEBUG |        7.839  4.751672e-01  7.710405e-01  0.000000e+00  9.008100e-01 | 319 1 1.750727e-02 
2019-08-05 22:51:03 | DEBUG |        7.874  4.754660e-01  7.707225e-01  0.000000e+00  9.008100e-01 | 320 2 3.501455e-02 
2019-08-05 22:51:03 | DEBUG |        7.909  4.757156e-01  7.704592e-01  0.000000e+00  9.008100e-01 | 321 2 3.501455e-02 
2019-08-05 22:51:03 | DEBUG |        7.941  4.758906e-01  7.702769e-01  0.000000e+00  9.008100e-01 | 322 2 3.151309e-02 
2019-08-05 22:51:03 | DEBUG |        7.972  4.760130e-01  7.701527e-01  0.000000e+00  9.008100e-01 | 323 2 3.151309e-02 
2019-08-05 22:51:03 | DEBUG |        8.004  4.760795e-01  7.700896e-01  0.000000e+00  9.008100e-01 | 324 2 3.151309e-02 
2019-08-05 22:51:03 | DEBUG |        8.035  4.760889e-01  7.700888e-01  0.000000e+00  9.008100e-01 | 325 2 3.151309e-02 
2019-08-05 22:51:03 | DEBUG |        8.098  4.759479e-01  7.702598e-01  0.000000e+00  9.008100e-01 | 326 2 6.302619e-02 
2019-08-05 22:51:03 | DEBUG |        8.151  4.756810e-01  7.705623e-01  0.000000e+00  9.008100e-01 | 327 2 5.305079e-02 
2019-08-05 22:51:03 | DEBUG |        8.199  4.753494e-01  7.709306e-01  0.000000e+00  9.008100e-01 | 328 2 4.774571e-02 
2019-08-05 22:51:03 | DEBUG |        8.242  4.749999e-01  7.713139e-01  0.000000e+00  9.008100e-01 | 329 2 4.297114e-02 
2019-08-05 22:51:03 | DEBUG |        8.281  4.746633e-01  7.716795e-01  0.000000e+00  9.008100e-01 | 330 2 3.867402e-02 
2019-08-05 22:51:03 | DEBUG |        8.316  4.743578e-01  7.720088e-01  0.000000e+00  9.008100e-01 | 331 2 3.480662e-02 
2019-08-05 22:51:03 | DEBUG |        8.336  4.741885e-01  7.721898e-01  0.000000e+00  9.008100e-01 | 332 1 1.995583e-02 
2019-08-05 22:51:03 | DEBUG |        8.356  4.740277e-01  7.723608e-01  0.000000e+00  9.008100e-01 | 333 1 1.995583e-02 
2019-08-05 22:51:03 | DEBUG |        8.375  4.738775e-01  7.725197e-01  0.000000e+00  9.008100e-01 | 334 1 1.995583e-02 
2019-08-05 22:51:03 | DEBUG |        8.395  4.737351e-01  7.726698e-01  0.000000e+00  9.008100e-01 | 335 2 1.995583e-02 
2019-08-05 22:51:03 | DEBUG |        8.415  4.736044e-01  7.728067e-01  0.000000e+00  9.008100e-01 | 336 2 1.995583e-02 
2019-08-05 22:51:03 | DEBUG |        8.435  4.734875e-01  7.729283e-01  0.000000e+00  9.008100e-01 | 337 2 1.995583e-02 
2019-08-05 22:51:03 | DEBUG |        8.455  4.733862e-01  7.730328e-01  0.000000e+00  9.008100e-01 | 338 2 1.995583e-02 
2019-08-05 22:51:03 | DEBUG |        8.495  4.732360e-01  7.731844e-01  0.000000e+00  9.008100e-01 | 339 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.535  4.731588e-01  7.732569e-01  0.000000e+00  9.008100e-01 | 340 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.575  4.731567e-01  7.732487e-01  0.000000e+00  9.008100e-01 | 341 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.615  4.732286e-01  7.731615e-01  0.000000e+00  9.008100e-01 | 342 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.655  4.733688e-01  7.730020e-01  0.000000e+00  9.008100e-01 | 343 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.695  4.735657e-01  7.727829e-01  0.000000e+00  9.008100e-01 | 344 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.735  4.738071e-01  7.725175e-01  0.000000e+00  9.008100e-01 | 345 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.775  4.740788e-01  7.722213e-01  0.000000e+00  9.008100e-01 | 346 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.815  4.743649e-01  7.719113e-01  0.000000e+00  9.008100e-01 | 347 2 3.991167e-02 
2019-08-05 22:51:03 | DEBUG |        8.850  4.746222e-01  7.716340e-01  0.000000e+00  9.008100e-01 | 348 2 3.592050e-02 
2019-08-05 22:51:03 | DEBUG |        8.871  4.747624e-01  7.714838e-01  0.000000e+00  9.008100e-01 | 349 1 2.050102e-02 
2019-08-05 22:51:03 | DEBUG |        8.891  4.748944e-01  7.713429e-01  0.000000e+00  9.008100e-01 | 350 1 2.050102e-02 
2019-08-05 22:51:03 | DEBUG |        8.912  4.750164e-01  7.712131e-01  0.000000e+00  9.008100e-01 | 351 1 2.050102e-02 
2019-08-05 22:51:03 | DEBUG |        8.953  4.752327e-01  7.709844e-01  0.000000e+00  9.008100e-01 | 352 2 4.100204e-02 
2019-08-05 22:51:03 | DEBUG |        8.994  4.753993e-01  7.708106e-01  0.000000e+00  9.008100e-01 | 353 2 4.100204e-02 
2019-08-05 22:51:03 | DEBUG |        9.031  4.755002e-01  7.707081e-01  0.000000e+00  9.008100e-01 | 354 2 3.690184e-02 
2019-08-05 22:51:03 | DEBUG |        9.068  4.755505e-01  7.706611e-01  0.000000e+00  9.008100e-01 | 355 2 3.690184e-02 
2019-08-05 22:51:03 | DEBUG |        9.105  4.755487e-01  7.706705e-01  0.000000e+00  9.008100e-01 | 356 2 3.690184e-02 
2019-08-05 22:51:03 | DEBUG |        9.156  4.754646e-01  7.707717e-01  0.000000e+00  9.008100e-01 | 357 2 5.120242e-02 
2019-08-05 22:51:03 | DEBUG |        9.207  4.752961e-01  7.709628e-01  0.000000e+00  9.008100e-01 | 358 2 5.120242e-02 
2019-08-05 22:51:03 | DEBUG |        9.258  4.750611e-01  7.712235e-01  0.000000e+00  9.008100e-01 | 359 2 5.120242e-02 
2019-08-05 22:51:03 | DEBUG |        9.304  4.748107e-01  7.714980e-01  0.000000e+00  9.008100e-01 | 360 2 4.608218e-02 
2019-08-05 22:51:03 | DEBUG |        9.346  4.745694e-01  7.717598e-01  0.000000e+00  9.008100e-01 | 361 2 4.147396e-02 
2019-08-05 22:51:03 | DEBUG |        9.387  4.743290e-01  7.720186e-01  0.000000e+00  9.008100e-01 | 362 2 4.147396e-02 
2019-08-05 22:51:03 | DEBUG |        9.409  4.742095e-01  7.721460e-01  0.000000e+00  9.008100e-01 | 363 1 2.171674e-02 
2019-08-05 22:51:03 | DEBUG |        9.431  4.740980e-01  7.722643e-01  0.000000e+00  9.008100e-01 | 364 1 2.171674e-02 
2019-08-05 22:51:03 | DEBUG |        9.452  4.739963e-01  7.723717e-01  0.000000e+00  9.008100e-01 | 365 1 2.171674e-02 
2019-08-05 22:51:04 | DEBUG |        9.496  4.738193e-01  7.725567e-01  0.000000e+00  9.008100e-01 | 366 2 4.343349e-02 
2019-08-05 22:51:04 | DEBUG |        9.539  4.736898e-01  7.726897e-01  0.000000e+00  9.008100e-01 | 367 2 4.343349e-02 
2019-08-05 22:51:04 | DEBUG |        9.583  4.736147e-01  7.727633e-01  0.000000e+00  9.008100e-01 | 368 2 4.343349e-02 
2019-08-05 22:51:04 | DEBUG |        9.626  4.735974e-01  7.727745e-01  0.000000e+00  9.008100e-01 | 369 2 4.343349e-02 
2019-08-05 22:51:04 | DEBUG |        9.670  4.736379e-01  7.727237e-01  0.000000e+00  9.008100e-01 | 370 2 4.343349e-02 
2019-08-05 22:51:04 | DEBUG |        9.716  4.737390e-01  7.726081e-01  0.000000e+00  9.008100e-01 | 371 2 4.635971e-02 
2019-08-05 22:51:04 | DEBUG |        9.762  4.738908e-01  7.724391e-01  0.000000e+00  9.008100e-01 | 372 2 4.635971e-02 
2019-08-05 22:51:04 | DEBUG |        9.809  4.740804e-01  7.722309e-01  0.000000e+00  9.008100e-01 | 373 2 4.635971e-02 
2019-08-05 22:51:04 | DEBUG |        9.855  4.742929e-01  7.719996e-01  0.000000e+00  9.008100e-01 | 374 2 4.635971e-02 
2019-08-05 22:51:04 | DEBUG |        9.901  4.745121e-01  7.717628e-01  0.000000e+00  9.008100e-01 | 375 2 4.635971e-02 
2019-08-05 22:51:04 | DEBUG |        9.929  4.746390e-01  7.716269e-01  0.000000e+00  9.008100e-01 | 376 1 2.791654e-02 
2019-08-05 22:51:04 | DEBUG |        9.957  4.747558e-01  7.715023e-01  0.000000e+00  9.008100e-01 | 377 1 2.791654e-02 
2019-08-05 22:51:04 | DEBUG |        9.982  4.748508e-01  7.714016e-01  0.000000e+00  9.008100e-01 | 378 1 2.512488e-02 
2019-08-05 22:51:04 | DEBUG |       10.007  4.749338e-01  7.713142e-01  0.000000e+00  9.008100e-01 | 379 1 2.512488e-02 
2019-08-05 22:51:04 | DEBUG |       10.030  4.749978e-01  7.712473e-01  0.000000e+00  9.008100e-01 | 380 1 2.261239e-02 
2019-08-05 22:51:04 | DEBUG |       10.050  4.750462e-01  7.711973e-01  0.000000e+00  9.008100e-01 | 381 1 2.035116e-02 
2019-08-05 22:51:04 | DEBUG |       10.071  4.750848e-01  7.711579e-01  0.000000e+00  9.008100e-01 | 382 1 2.035116e-02 
2019-08-05 22:51:04 | DEBUG |       10.091  4.751135e-01  7.711294e-01  0.000000e+00  9.008100e-01 | 383 1 2.035116e-02 
2019-08-05 22:51:04 | DEBUG |       10.132  4.751473e-01  7.710981e-01  0.000000e+00  9.008100e-01 | 384 2 4.070231e-02 
2019-08-05 22:51:04 | DEBUG |       10.173  4.751433e-01  7.711076e-01  0.000000e+00  9.008100e-01 | 385 2 4.070231e-02 
2019-08-05 22:51:04 | DEBUG |       10.213  4.751019e-01  7.711574e-01  0.000000e+00  9.008100e-01 | 386 2 4.070231e-02 
2019-08-05 22:51:04 | DEBUG |       10.264  4.750037e-01  7.712691e-01  0.000000e+00  9.008100e-01 | 387 2 5.067638e-02 
2019-08-05 22:51:04 | DEBUG |       10.315  4.748633e-01  7.714252e-01  0.000000e+00  9.008100e-01 | 388 2 5.067638e-02 
2019-08-05 22:51:04 | DEBUG |       10.365  4.746942e-01  7.716106e-01  0.000000e+00  9.008100e-01 | 389 2 5.067638e-02 
2019-08-05 22:51:04 | DEBUG |       10.416  4.745118e-01  7.718084e-01  0.000000e+00  9.008100e-01 | 390 2 5.067638e-02 
2019-08-05 22:51:04 | DEBUG |       10.462  4.743490e-01  7.719833e-01  0.000000e+00  9.008100e-01 | 391 2 4.560875e-02 
2019-08-05 22:51:04 | DEBUG |       10.487  4.742645e-01  7.720733e-01  0.000000e+00  9.008100e-01 | 392 1 2.564022e-02 
2019-08-05 22:51:04 | DEBUG |       10.513  4.741881e-01  7.721540e-01  0.000000e+00  9.008100e-01 | 393 1 2.564022e-02 
2019-08-05 22:51:04 | DEBUG |       10.538  4.741213e-01  7.722241e-01  0.000000e+00  9.008100e-01 | 394 1 2.564022e-02 
2019-08-05 22:51:04 | DEBUG |       10.590  4.740133e-01  7.723360e-01  0.000000e+00  9.008100e-01 | 395 2 5.128044e-02 
2019-08-05 22:51:04 | DEBUG |       10.641  4.739497e-01  7.723995e-01  0.000000e+00  9.008100e-01 | 396 2 5.128044e-02 
2019-08-05 22:51:04 | DEBUG |       10.692  4.739346e-01  7.724104e-01  0.000000e+00  9.008100e-01 | 397 2 5.128044e-02 
2019-08-05 22:51:04 | DEBUG |       10.744  4.739684e-01  7.723689e-01  0.000000e+00  9.008100e-01 | 398 2 5.128044e-02 
2019-08-05 22:51:04 | DEBUG |       10.797  4.740496e-01  7.722768e-01  0.000000e+00  9.008100e-01 | 399 2 5.349904e-02 
2019-08-05 22:51:04 | DEBUG |       10.851  4.741685e-01  7.721451e-01  0.000000e+00  9.008100e-01 | 400 2 5.349904e-02 
2019-08-05 22:51:04 | DEBUG |       10.904  4.743123e-01  7.719879e-01  0.000000e+00  9.008100e-01 | 401 2 5.349904e-02 
2019-08-05 22:51:04 | DEBUG |       10.958  4.744664e-01  7.718211e-01  0.000000e+00  9.008100e-01 | 402 2 5.349904e-02 
2019-08-05 22:51:04 | DEBUG |       11.011  4.746157e-01  7.716608e-01  0.000000e+00  9.008100e-01 | 403 2 5.349904e-02 
2019-08-05 22:51:04 | DEBUG |       11.037  4.746815e-01  7.715909e-01  0.000000e+00  9.008100e-01 | 404 1 2.626226e-02 
2019-08-05 22:51:04 | DEBUG |       11.064  4.747396e-01  7.715296e-01  0.000000e+00  9.008100e-01 | 405 1 2.626226e-02 
2019-08-05 22:51:04 | DEBUG |       11.090  4.747890e-01  7.714778e-01  0.000000e+00  9.008100e-01 | 406 1 2.626226e-02 
2019-08-05 22:51:04 | DEBUG |       11.142  4.748651e-01  7.713993e-01  0.000000e+00  9.008100e-01 | 407 2 5.252451e-02 
2019-08-05 22:51:04 | DEBUG |       11.195  4.749030e-01  7.713626e-01  0.000000e+00  9.008100e-01 | 408 2 5.252451e-02 
2019-08-05 22:51:04 | DEBUG |       11.247  4.749000e-01  7.713701e-01  0.000000e+00  9.008100e-01 | 409 2 5.252451e-02 
2019-08-05 22:51:04 | DEBUG |       11.300  4.748573e-01  7.714203e-01  0.000000e+00  9.008100e-01 | 410 2 5.252451e-02 
2019-08-05 22:51:04 | DEBUG |       11.354  4.747781e-01  7.715093e-01  0.000000e+00  9.008100e-01 | 411 2 5.423357e-02 
2019-08-05 22:51:04 | DEBUG |       11.408  4.746722e-01  7.716261e-01  0.000000e+00  9.008100e-01 | 412 2 5.423357e-02 
2019-08-05 22:51:04 | DEBUG |       11.463  4.745509e-01  7.717583e-01  0.000000e+00  9.008100e-01 | 413 2 5.423357e-02 
2019-08-05 22:51:04 | DEBUG |       11.517  4.744265e-01  7.718924e-01  0.000000e+00  9.008100e-01 | 414 2 5.423357e-02 
2019-08-05 22:51:04 | DEBUG |       11.571  4.743208e-01  7.720046e-01  0.000000e+00  9.008100e-01 | 415 1 5.423357e-02 
2019-08-05 22:51:04 | DEBUG |       11.610  4.742585e-01  7.720701e-01  0.000000e+00  9.008100e-01 | 416 1 3.898358e-02 
2019-08-05 22:51:04 | DEBUG |       11.645  4.742150e-01  7.721151e-01  0.000000e+00  9.008100e-01 | 417 1 3.508522e-02 
2019-08-05 22:51:04 | DEBUG |       11.677  4.741868e-01  7.721437e-01  0.000000e+00  9.008100e-01 | 418 1 3.157670e-02 
2019-08-05 22:51:04 | DEBUG |       11.705  4.741707e-01  7.721593e-01  0.000000e+00  9.008100e-01 | 419 1 2.841903e-02 
2019-08-05 22:51:04 | DEBUG |       11.734  4.741638e-01  7.721650e-01  0.000000e+00  9.008100e-01 | 420 1 2.841903e-02 
