time;Generator1_generator_UPu;Generator1_generator_UStatorPu;Generator1_generator_UStatorRefPu;Generator1_generator_PGenPu;Generator1_generator_QGenPu;Generator1_generator_QMaxPu;Generator1_generator_QMinPu;Generator1_reactivePowerControlLoop_level;Generator1_reactivePowerControlLoop_QStatorPu;Generator1_reactivePowerControlLoop_UStatorRefPu;Generator2_generator_UPu;Generator2_generator_UStatorPu;Generator2_generator_UStatorRefPu;Generator2_generator_PGenPu;Generator2_generator_QGenPu;Generator2_generator_QMaxPu;Generator2_generator_QMinPu;Generator2_reactivePowerControlLoop_level;Generator2_reactivePowerControlLoop_QStatorPu;Generator2_reactivePowerControlLoop_UStatorRefPu;SVC_UpPu;SVC_UpRefPu;SVC_level;Generator3_generator_UPu;Generator3_generator_UStatorPu;Generator3_generator_UStatorRefPu;Generator3_generator_PGenPu;Generator3_generator_QGenPu;Generator3_generator_QMaxPu;Generator3_generator_QMinPu;Generator3_reactivePowerControlLoop_level;Generator3_reactivePowerControlLoop_QStatorPu;Generator3_reactivePowerControlLoop_UStatorRefPu;Generator4_generator_UPu;Generator4_generator_UStatorPu;Generator4_generator_UStatorRefPu;Generator4_generator_PGenPu;Generator4_generator_QGenPu;Generator4_generator_QMaxPu;Generator4_generator_QMinPu;Generator4_reactivePowerControlLoop_level;Generator4_reactivePowerControlLoop_QStatorPu;Generator4_reactivePowerControlLoop_UStatorRefPu;SVC2_UpPu;SVC2_UpRefPu;SVC2_level;
170.000000;1.044569;1.072211;1.072211;1.600000;0.520252;0.620000;-2.000000;0.234352;0.324982;1.072211;1.044569;1.048319;1.080000;1.600000;0.019802;0.019802;-1.200000;0.234352;0.068565;1.080000;1.044569;1.050000;0.235905;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.233399;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.233399;0.068415;1.075000;1.045910;1.050000;0.234662;
180.000000;1.044692;1.072465;1.072465;1.600000;0.523096;0.620000;-2.000000;0.235905;0.326457;1.072465;1.044692;1.048440;1.080000;1.600000;0.019802;0.019802;-1.200000;0.235905;0.068551;1.080000;1.044692;1.050000;0.237393;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.234662;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.234662;0.068415;1.075000;1.045910;1.050000;0.235924;
190.000000;1.044828;1.072748;1.072748;1.600000;0.526267;0.620000;-2.000000;0.237393;0.328102;1.072748;1.044828;1.048575;1.080000;1.600000;0.019802;0.019802;-1.200000;0.237393;0.068536;1.080000;1.044828;1.050000;0.238821;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.235924;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.235924;0.068415;1.075000;1.045910;1.050000;0.237186;
200.000000;1.044972;1.073048;1.073048;1.600000;0.529630;0.620000;-2.000000;0.238821;0.329847;1.073048;1.044972;1.048718;1.080000;1.600000;0.019802;0.019802;-1.200000;0.238821;0.068520;1.080000;1.044972;1.050000;0.240195;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.237186;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.237186;0.068415;1.075000;1.045910;1.050000;0.238449;
210.000000;1.045120;1.073357;1.073357;1.600000;0.533089;0.620000;-2.000000;0.240195;0.331642;1.073357;1.045120;1.048865;1.080000;1.600000;0.019802;0.019802;-1.200000;0.240195;0.068503;1.080000;1.045120;1.050000;0.241518;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.238449;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.238449;0.068415;1.075000;1.045910;1.050000;0.239711;
220.000000;1.045270;1.073668;1.073668;1.600000;0.536580;0.620000;-2.000000;0.241518;0.333454;1.073668;1.045270;1.049013;1.080000;1.600000;0.019802;0.019802;-1.200000;0.241518;0.068486;1.080000;1.045270;1.050000;0.242793;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.239711;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.239711;0.068415;1.075000;1.045910;1.050000;0.240973;
230.000000;1.045419;1.073978;1.073978;1.600000;0.540056;0.620000;-2.000000;0.242793;0.335259;1.073978;1.045419;1.049161;1.080000;1.600000;0.019802;0.019802;-1.200000;0.242793;0.068470;1.080000;1.045419;1.050000;0.244023;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.240973;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.240973;0.068415;1.075000;1.045910;1.050000;0.242236;
240.000000;1.045566;1.074284;1.074284;1.600000;0.543488;0.620000;-2.000000;0.244023;0.337042;1.074284;1.045566;1.049306;1.080000;1.600000;0.019802;0.019802;-1.200000;0.244023;0.068453;1.080000;1.045566;1.050000;0.245210;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.242236;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.242236;0.068415;1.075000;1.045910;1.050000;0.243498;
250.000000;1.045710;1.074585;1.074585;1.600000;0.546855;0.620000;-2.000000;0.245210;0.338791;1.074585;1.045710;1.049449;1.080000;1.600000;0.019802;0.019802;-1.200000;0.245210;0.068437;1.080000;1.045710;1.050000;0.246355;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.243498;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.243498;0.068415;1.075000;1.045910;1.050000;0.244760;
260.000000;1.045851;1.074878;1.074878;1.600000;0.550144;0.620000;-2.000000;0.246355;0.340501;1.074878;1.045851;1.049589;1.080000;1.600000;0.019802;0.019802;-1.200000;0.246355;0.068421;1.080000;1.045851;1.050000;0.247462;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.244760;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.244760;0.068415;1.075000;1.045910;1.050000;0.246023;
270.000000;1.045988;1.075163;1.075163;1.600000;0.553347;0.620000;-2.000000;0.247462;0.342166;1.075163;1.045988;1.049725;1.080000;1.600000;0.019802;0.019802;-1.200000;0.247462;0.068406;1.080000;1.045988;1.050000;0.248531;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.246023;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.246023;0.068415;1.075000;1.045910;1.050000;0.247285;
280.000000;1.046122;1.075440;1.075440;1.600000;0.556460;0.620000;-2.000000;0.248531;0.343784;1.075440;1.046122;1.049857;1.080000;1.600000;0.019802;0.019802;-1.200000;0.248531;0.068391;1.080000;1.046122;1.050000;0.249563;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.247285;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.247285;0.068415;1.075000;1.045910;1.050000;0.248547;
290.000000;1.046251;1.075709;1.075709;1.600000;0.559480;0.620000;-2.000000;0.249563;0.345355;1.075709;1.046251;1.049985;1.080000;1.600000;0.019802;0.019802;-1.200000;0.249563;0.068377;1.080000;1.046251;1.050000;0.250561;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.248547;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.248547;0.068415;1.075000;1.045910;1.050000;0.249810;
300.000000;1.046376;1.075970;1.075970;1.600000;0.562406;0.620000;-2.000000;0.250561;0.346878;1.075970;1.046376;1.050109;1.080000;1.600000;0.019802;0.019802;-1.200000;0.250561;0.068363;1.080000;1.046376;1.050000;0.251525;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.249810;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.249810;0.068415;1.075000;1.045910;1.050000;0.251072;
310.000000;1.046497;1.076222;1.076222;1.600000;0.565239;0.620000;-2.000000;0.251525;0.348352;1.076222;1.046497;1.050229;1.080000;1.600000;0.019802;0.019802;-1.200000;0.251525;0.068349;1.080000;1.046497;1.050000;0.252456;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.251072;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.251072;0.068415;1.075000;1.045910;1.050000;0.252334;
320.000000;1.046615;1.076466;1.076466;1.600000;0.567981;0.620000;-2.000000;0.252456;0.349779;1.076466;1.046615;1.050346;1.080000;1.600000;0.019802;0.019802;-1.200000;0.252456;0.068336;1.080000;1.046615;1.050000;0.253356;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.252334;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.252334;0.068415;1.075000;1.045910;1.050000;0.253597;
330.000000;1.046728;1.076702;1.076702;1.600000;0.570633;0.620000;-2.000000;0.253356;0.351160;1.076702;1.046728;1.050458;1.080000;1.600000;0.019802;0.019802;-1.200000;0.253356;0.068323;1.080000;1.046728;1.050000;0.254226;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.253597;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.253597;0.068415;1.075000;1.045910;1.050000;0.254859;
340.000000;1.046838;1.076930;1.076930;1.600000;0.573198;0.620000;-2.000000;0.254226;0.352495;1.076930;1.046838;1.050567;1.080000;1.600000;0.019802;0.019802;-1.200000;0.254226;0.068311;1.080000;1.046838;1.050000;0.255067;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.254859;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.254859;0.068415;1.075000;1.045910;1.050000;0.256121;
350.000000;1.046944;1.077151;1.077151;1.600000;0.575677;0.620000;-2.000000;0.255067;0.353786;1.077151;1.046944;1.050672;1.080000;1.600000;0.019802;0.019802;-1.200000;0.255067;0.068299;1.080000;1.046944;1.050000;0.255880;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.256121;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.256121;0.068415;1.075000;1.045910;1.050000;0.257384;
360.000000;1.047046;1.077364;1.077364;1.600000;0.578074;0.620000;-2.000000;0.255880;0.355035;1.077364;1.047046;1.050773;1.080000;1.600000;0.019802;0.019802;-1.200000;0.255880;0.068288;1.080000;1.047046;1.050000;0.256665;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.257384;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.257384;0.068415;1.075000;1.045910;1.050000;0.258646;
370.000000;1.047145;1.077570;1.077570;1.600000;0.580390;0.620000;-2.000000;0.256665;0.356242;1.077570;1.047145;1.050871;1.080000;1.600000;0.019802;0.019802;-1.200000;0.256665;0.068277;1.080000;1.047145;1.050000;0.257424;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.258646;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.258646;0.068415;1.075000;1.045910;1.050000;0.259909;
380.000000;1.047241;1.077769;1.077769;1.600000;0.582629;0.620000;-2.000000;0.257424;0.357409;1.077769;1.047241;1.050966;1.080000;1.600000;0.019802;0.019802;-1.200000;0.257424;0.068266;1.080000;1.047241;1.050000;0.258158;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.259909;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.259909;0.068415;1.075000;1.045910;1.050000;0.261171;
390.000000;1.047333;1.077961;1.077961;1.600000;0.584792;0.620000;-2.000000;0.258158;0.358536;1.077961;1.047333;1.051058;1.080000;1.600000;0.019802;0.019802;-1.200000;0.258158;0.068256;1.080000;1.047333;1.050000;0.258867;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.261171;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.261171;0.068415;1.075000;1.045910;1.050000;0.262433;
400.000000;1.047422;1.078147;1.078147;1.600000;0.586883;0.620000;-2.000000;0.258867;0.359626;1.078147;1.047422;1.051146;1.080000;1.600000;0.019802;0.019802;-1.200000;0.258867;0.068246;1.080000;1.047422;1.050000;0.259552;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.262433;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.262433;0.068415;1.075000;1.045910;1.050000;0.263696;
410.000000;1.047509;1.078326;1.078326;1.600000;0.588904;0.620000;-2.000000;0.259552;0.360680;1.078326;1.047509;1.051232;1.080000;1.600000;0.019802;0.019802;-1.200000;0.259552;0.068236;1.080000;1.047509;1.050000;0.260214;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.263696;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.263696;0.068415;1.075000;1.045910;1.050000;0.264958;
420.000000;1.047592;1.078500;1.078500;1.600000;0.590857;0.620000;-2.000000;0.260214;0.361698;1.078500;1.047592;1.051314;1.080000;1.600000;0.019802;0.019802;-1.200000;0.260214;0.068227;1.080000;1.047592;1.050000;0.260855;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.264958;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.264958;0.068415;1.075000;1.045910;1.050000;0.266220;
430.000000;1.047672;1.078667;1.078667;1.600000;0.592744;0.620000;-2.000000;0.260855;0.362683;1.078667;1.047672;1.051394;1.080000;1.600000;0.019802;0.019802;-1.200000;0.260855;0.068218;1.080000;1.047672;1.050000;0.261474;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.266220;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.266220;0.068415;1.075000;1.045910;1.050000;0.267483;
440.000000;1.047750;1.078829;1.078829;1.600000;0.594568;0.620000;-2.000000;0.261474;0.363634;1.078829;1.047750;1.051471;1.080000;1.600000;0.019802;0.019802;-1.200000;0.261474;0.068209;1.080000;1.047750;1.050000;0.262072;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.267483;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.267483;0.068415;1.075000;1.045910;1.050000;0.268745;
450.000000;1.047825;1.078986;1.078986;1.600000;0.596331;0.620000;-2.000000;0.262072;0.364554;1.078986;1.047825;1.051546;1.080000;1.600000;0.019802;0.019802;-1.200000;0.262072;0.068201;1.080000;1.047825;1.050000;0.262650;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.268745;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.268745;0.068415;1.075000;1.045910;1.050000;0.270007;
460.000000;1.047898;1.079137;1.079137;1.600000;0.598034;0.620000;-2.000000;0.262650;0.365442;1.079137;1.047898;1.051618;1.080000;1.600000;0.019802;0.019802;-1.200000;0.262650;0.068193;1.080000;1.047898;1.050000;0.263209;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.270007;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.270007;0.068415;1.075000;1.045910;1.050000;0.271270;
470.000000;1.047968;1.079283;1.079283;1.600000;0.599680;0.620000;-2.000000;0.263209;0.366301;1.079283;1.047968;1.051687;1.080000;1.600000;0.019802;0.019802;-1.200000;0.263209;0.068185;1.080000;1.047968;1.050000;0.263750;1.045910;1.075000;1.075000;1.600000;0.551517;0.620000;-2.000000;0.271270;0.341214;1.075000;1.045910;1.049647;1.075000;1.600000;0.019802;0.019802;-1.200000;0.271270;0.068415;1.075000;1.045910;1.050000;0.272532;
