"time","loadAlphaBetaFrequencyDependent.QPu","loadAlphaBetaFrequencyDependent.PPu"
3.528,0.6163860975448341,0.6956481352465405
3.552,0.6163860975149749,0.6956481352873753
3.576,0.6163860974851155,0.6956481353282103
3.6,0.6163860974552562,0.6956481353690454
3.624,0.6163860974253969,0.69564813540988
3.648,0.6163860973955375,0.6956481354507152
3.672,0.6163860973656782,0.6956481354915501
3.696,0.6163860973358186,0.6956481355323849
3.72,0.6163860973059596,0.6956481355732198
3.744,0.6163860972760999,0.6956481356140547
3.768,0.6163860972462408,0.6956481356548895
3.792,0.6163860972163816,0.6956481356957245
3.816,0.6163860971865222,0.6956481357365595
3.84,0.6163860971671651,0.6956481357630315
3.864,0.6163860971624789,0.6956481357694402
3.888,0.6163860971577928,0.6956481357758488
3.912,0.6163860971531068,0.6956481357822574
3.936,0.6163860971484205,0.695648135788666
3.96,0.6163860971437345,0.6956481357950747
3.984,0.6163860971390487,0.6956481358014832
4.000000000800028,0.6163860971359242,0.6956481358057556
4.000000000800028,0.9564965649086513,0.9934408744719159
4.008,0.9674714721562195,0.979818875235936
4.032,0.969637961012014,0.977127603522313
4.056,0.9696444858882172,0.9771194970252551
4.08,0.969641690894416,0.9771229695224618
4.104,0.9696393618129167,0.9771258631697989
4.128,0.9696375533237722,0.9771281100333911
4.152,0.9696361441000722,0.9771298608499704
4.176,0.9696350522243105,0.9771312173939191
4.2,0.969634211304652,0.9771322621504512
4.224,0.9696335689236648,0.9771330602429472
4.248,0.9696330749697317,0.9771336739300064
4.272,0.969632679018899,0.9771341658582453
4.296,0.9696323672440847,0.9771345532064103
4.32,0.9696321230027363,0.9771348566511736
4.344,0.969631931648743,0.9771350943888297
4.368,0.9696317838001179,0.9771352780755359
4.392,0.9696316699548055,0.977135419516622
4.416,0.969631582912589,0.9771355276576185
4.44,0.9696315173790501,0.9771356090762953
4.464,0.9696314687679899,0.977135669470534
4.488,0.9696314326787021,0.977135714307759
4.512,0.9696314044270667,0.9771357494075076
4.536,0.9696313795398583,0.9771357803273014
4.56,0.9696313581552967,0.9771358068954176
4.584,0.9696313407567866,0.9771358285112753
4.608,0.9696313273443289,0.9771358451748734
4.632,0.969631321769731,0.9771358521007374
4.656,0.9696313168361298,0.9771358582302285
4.68,0.9696313119025285,0.9771358643597201
4.704,0.9696313079739972,0.9771358692405159
4.728,0.9696313052645275,0.9771358726067529
4.752,0.9696313025550576,0.9771358759729903
4.776,0.9696312998558041,0.9771358793265348
4.8,0.9696312989030312,0.977135880510257
4.824,0.9696312979502584,0.9771358816939795
4.848,0.9696312969974852,0.9771358828777018
4.872,0.9696312960447123,0.9771358840614244
4.896,0.9696312950919392,0.9771358852451465
4.92,0.9696312941391663,0.9771358864288688
4.944,0.9696312932545532,0.9771358875279095
4.968,0.9696312929014599,0.9771358879665913
4.992,0.9696312925483669,0.9771358884052732
5.016,0.9696312921952738,0.9771358888439551
5.04,0.9696312918421804,0.9771358892826372
5.064,0.9696312914890871,0.9771358897213193
5.088,0.9696312911359941,0.9771358901600011
5.112,0.9696312908437784,0.9771358905230487
5.136,0.969631290765521,0.9771358906202757
5.16,0.9696312906872637,0.9771358907175022
5.184,0.9696312906090063,0.9771358908147292
5.208,0.969631290530749,0.9771358909119556
5.232,0.9696312904524917,0.9771358910091823
5.256,0.9696312903742345,0.9771358911064091
5.28,0.9696312902959772,0.9771358912036356
5.304,0.9696312902177198,0.9771358913008623
5.328,0.9696312901394627,0.9771358913980891
5.352,0.9696312900612052,0.9771358914953158
5.376,0.9696312899829478,0.9771358915925424
5.4,0.9696312899046903,0.9771358916897691
5.424,0.969631289826433,0.9771358917869959
5.448,0.9696312897779964,0.9771358918471736
5.472,0.9696312897679477,0.977135891859658
5.496,0.9696312897578988,0.9771358918721424
5.52,0.9696312897478504,0.9771358918846267
5.544,0.9696312897378018,0.9771358918971111
5.568,0.969631289727753,0.9771358919095956
5.592,0.9696312897177046,0.9771358919220798
5.616,0.969631289707656,0.9771358919345643
5.64,0.9696312896976071,0.9771358919470484
5.664,0.9696312896875586,0.9771358919595332
5.688,0.9696312896775098,0.9771358919720172
5.712,0.9696312896674614,0.9771358919845018
5.736,0.9696312896574126,0.9771358919969864
5.76,0.9696312896473643,0.9771358920094704
5.784,0.9696312896373154,0.9771358920219549
5.808,0.969631289627267,0.9771358920344394
5.832,0.9696312896172183,0.9771358920469236
5.856,0.9696312896071696,0.9771358920594083
5.88,0.969631289597121,0.9771358920718924
5.904,0.9696312895870723,0.9771358920843769
5.928,0.9696312895770235,0.9771358920968614
5.952,0.9696312895669751,0.9771358921093455
5.976,0.9696312895569263,0.97713589212183
6,0.9696312895468775,0.9771358921343145
6.000000001200091,0.9696312895468775,0.9771358921343145
6.000000001200091,0.9696312656154057,0.9771359218667043
6.024,0.880534260714773,1.0872167138084576
6.048,0.8807442658463113,1.0869586613466073
6.072,0.8812212732293666,1.086372494567154
6.096,0.8815940863022882,1.085914342654334
6.12,0.8818846183668778,1.0855572920032208
6.144,0.8821109810845201,1.0852790938712091
6.168,0.8822873611942517,1.0850623187296118
6.192,0.8824248024860979,1.0848933970745673
6.216,0.8825319007546939,1.0847617664438887
6.24,0.8826153653939972,1.084659181876602
6.264,0.8826804099977161,1.0845792362562
6.288,0.882731095796343,1.0845169384527433
6.312,0.882770593056442,1.084468392192937
6.336,0.8828013718746273,1.0844305616486822
6.36,0.882825362255276,1.0844010747413706
6.384,0.8828440648449182,1.0843780870715465
6.408,0.8828586441083203,1.0843601674158476
6.432,0.8828700073171206,1.0843462006534135
6.456,0.8828788627253679,1.0843353162688656
6.48,0.882885765441072,1.0843268319752495
6.504,0.8828911468696162,1.0843202175273023
6.528,0.8828953419876884,1.0843150612001409
6.552,0.8828986118401222,1.0843110421388815
6.576,0.882901160139387,1.0843079099564181
6.6,0.8829031462126933,1.0843054688201783
6.624,0.8829046944873068,1.0843035657937075
6.648,0.8829059014611018,1.084302082269116
6.672,0.8829068423287834,1.0843009258226959
6.696,0.8829075755377851,1.0843000246151966
6.72,0.8829081454706899,1.0842993240948169
6.744,0.8829085870824533,1.0842987812974862
6.768,0.8829089285855368,1.0842983615465052
6.792,0.8829091957270647,1.0842980331953784
6.816,0.8829094042459054,1.0842977768990292
6.84,0.8829095663104243,1.0842975777009831
6.864,0.882909695353074,1.08429741909104
6.888,0.8829097986951848,1.0842972920703502
6.912,0.8829098807884099,1.08429719116726
6.936,0.8829099475601894,1.084297109096189
6.96,0.8829099983826493,1.0842970466288748
6.984,0.8829100385466015,1.0842969972622312
7.008,0.8829100689380216,1.084296959907282
7.032,0.8829100908637134,1.0842969329577974
7.056,0.8829101077138585,1.0842969122468102
7.08,0.8829101203425358,1.0842968967245472
7.104,0.8829101283921068,1.0842968868305929
7.128,0.8829101336398635,1.0842968803804278
7.152,0.882910137227274,1.0842968759710405
7.176,0.8829101402958346,1.0842968721993862
7.2,0.882910144197403,1.0842968674038589
7.224,0.8829101480558386,1.084296862661347
7.248,0.8829101515301745,1.0842968583909425
7.272,0.8829101546203968,1.0842968545926635
7.296,0.8829101571788144,1.0842968514480407
7.32,0.8829101579585442,1.0842968504896526
7.344,0.8829101587382742,1.0842968495312646
7.368,0.8829101595180086,1.084296848572871
7.392,0.8829101602977432,1.0842968476144774
7.416,0.8829101610774728,1.0842968466560896
7.44,0.8829101618572119,1.0842968456976905
7.464,0.8829101626369422,1.0842968447393022
7.488,0.8829101634166671,1.0842968437809202
7.512,0.8829101641964063,1.0842968428225208
7.536,0.8829101644908701,1.0842968424605872
7.56,0.8829101647277902,1.0842968421693822
7.584,0.8829101649647153,1.0842968418781704
7.608,0.8829101652016356,1.084296841586965
7.632,0.8829101654385565,1.084296841295759
7.656,0.8829101656754813,1.084296841004548
7.68,0.8829101659124017,1.0842968407133424
7.704,0.8829101661493224,1.084296840422137
7.728,0.8829101663862522,1.0842968401309196
7.752,0.8829101664863308,1.0842968400079098
7.776,0.8829101665287766,1.084296839955739
7.8,0.8829101665712226,1.0842968399035673
7.824,0.8829101666136637,1.0842968398514017
7.848,0.882910166656105,1.0842968397992356
7.872,0.8829101666985508,1.0842968397470647
7.896,0.8829101667409918,1.0842968396948993
7.92,0.8829101667834334,1.0842968396427333
7.944,0.882910166825879,1.084296839590562
7.968,0.8829101668683245,1.084296839538391
7.992,0.8829101669107658,1.0842968394862251
8.000000001600059,0.8829101669249143,1.0842968394688346
8.000000001600059,0.8829101998047777,1.0842967990552694
8.016,0.9701142734248359,0.9765358160023464
8.04,0.9719297620847573,0.9742798599008745
8.064,0.9714286219675992,0.9749026368523599
8.088,0.9710330909756459,0.9753941432093606
8.112,0.9707235503690198,0.9757787764384371
8.136,0.9704824340550697,0.9760783755908333
8.16,0.9702945411378171,0.9763118356352015
8.184,0.9701481265976264,0.9764937542517039
8.208,0.970034027340527,0.9766355191043773
8.232,0.9699451143384481,0.9767459893784673
8.256,0.9698758398572931,0.9768320588385102
8.28,0.9698218651804471,0.9768991186688082
8.304,0.9697798092700012,0.9769513699316705
8.328,0.969747035267107,0.9769920889385566
8.352,0.9697214914306441,0.9770238249399973
8.376,0.9697015877723624,0.9770485534378816
8.4,0.9696860859642108,0.9770678129912396
8.424,0.9696740084044342,0.9770828182085372
8.448,0.9696645994362227,0.9770945079391327
8.472,0.9696572628466941,0.9771036229304901
8.496,0.9696515385540087,0.9771107347956016
8.52,0.9696470762517713,0.9771162787593413
8.544,0.9696435984716202,0.9771205995507867
8.568,0.9696408872186661,0.9771239680080964
8.592,0.9696387727946529,0.9771265949650645
8.616,0.9696371249652652,0.9771286422251377
8.64,0.9696358405488046,0.9771302379813895
8.664,0.9696348386341379,0.9771314827578389
8.688,0.9696340559946731,0.9771324551071775
8.712,0.9696334458704138,0.9771332131239844
8.736,0.9696329709860307,0.9771338031190764
8.76,0.9696326013371435,0.9771342623698445
8.784,0.9696323124305352,0.9771346213066108
8.808,0.9696320866238727,0.9771349018481706
8.832,0.9696319106684113,0.9771351204547336
8.856,0.9696317756198793,0.9771352882386404
8.88,0.9696316726263845,0.9771354161974602
8.904,0.9696315925152096,0.9771355157273504
8.928,0.9696315269719838,0.9771355971580625
8.952,0.9696314779678861,0.9771356580406098
8.976,0.9696314395295401,0.9771357057962979
9,0.9696314085230355,0.977135744318688
9.024,0.9696313830253179,0.9771357759969769
9.048,0.9696313623039982,0.9771358017410835
9.072,0.9696313449159255,0.9771358233439736
9.096,0.9696313311810383,0.977135840408157
9.12,0.9696313212092599,0.977135852797065
9.144,0.9696313128544037,0.9771358631771135
9.168,0.9696313070263143,0.9771358704179143
9.192,0.9696313029418229,0.9771358754924743
9.216,0.969631299871451,0.9771358793070956
9.24,0.9696312976554423,0.9771358820602579
9.264,0.9696312964721532,0.9771358835303732
9.288,0.9696312958779139,0.9771358842686539
9.312,0.9696312956156914,0.9771358845944385
9.336,0.9696312954284335,0.9771358848270868
9.36,0.9696312950591023,0.9771358852859431
9.384,0.9696312944846867,0.9771358859995956
9.408,0.9696312938995382,0.9771358867265821
9.432,0.9696312933031038,0.9771358874675904
9.456,0.9696312926953883,0.9771358882226142
9.48,0.9696312920763868,0.9771358889916596
9.504,0.9696312917556364,0.977135889390159
9.528,0.9696312915910067,0.9771358895946949
9.552,0.9696312914263724,0.9771358897992364
9.576,0.9696312912617421,0.9771358900037723
9.6,0.969631291097112,0.977135890208308
9.624,0.9696312909324821,0.9771358904128439
9.648,0.9696312907678476,0.9771358906173853
9.672,0.9696312906032175,0.977135890821921
9.696,0.9696312904385875,0.9771358910264567
9.72,0.969631290273953,0.9771358912309983
9.744,0.9696312901408288,0.9771358913963913
9.768,0.9696312901134179,0.9771358914304467
9.792,0.9696312900860019,0.9771358914645076
9.816,0.9696312900585912,0.9771358914985633
9.84,0.9696312900311801,0.9771358915326186
9.864,0.9696312900037647,0.9771358915666796
9.888,0.9696312899763534,0.9771358916007349
9.912,0.9696312899489424,0.9771358916347903
9.936,0.9696312899215271,0.9771358916688515
9.96,0.969631289894116,0.9771358917029067
9.984,0.9696312898667049,0.977135891736962
10.008,0.9696312898392894,0.9771358917710233
10.032,0.9696312898118784,0.9771358918050785
10.056,0.9696312897844674,0.977135891839134
10.08,0.9696312897570564,0.9771358918731894
10.104,0.9696312897296406,0.9771358919072505
10.128,0.9696312897022294,0.9771358919413056
10.152,0.9696312896748187,0.9771358919753611
10.176,0.969631289647403,0.977135892009422
10.2,0.9696312896199922,0.9771358920434775
10.224,0.9696312895925809,0.9771358920775329
10.248,0.9696312895742848,0.9771358921002642
10.272,0.9696312895718778,0.9771358921032544
10.296,0.9696312895694714,0.9771358921062444
10.32,0.9696312895670647,0.9771358921092346
10.344,0.9696312895646536,0.97713589211223
10.368,0.9696312895622468,0.9771358921152197
10.392,0.9696312895598402,0.9771358921182103
10.416,0.9696312895574333,0.9771358921212001
10.44,0.9696312895550221,0.9771358921241957
10.464,0.9696312895526157,0.9771358921271857
10.488,0.9696312895502089,0.9771358921301759
10.512,0.9696312895478023,0.9771358921331659
10.536,0.9696312895453953,0.9771358921361559
10.56,0.9696312895429845,0.9771358921391516
10.584,0.9696312895405778,0.9771358921421416
10.608,0.9696312895381709,0.9771358921451315
10.632,0.9696312895357642,0.9771358921481217
10.656,0.9696312895333533,0.9771358921511175
10.68,0.9696312895309463,0.9771358921541077
10.704,0.9696312895285399,0.9771358921570974
10.728,0.9696312895261332,0.9771358921600877
10.752,0.969631289523722,0.9771358921630833
10.776,0.9696312895213154,0.9771358921660731
10.8,0.9696312895189086,0.9771358921690634
10.824,0.969631289516502,0.9771358921720532
10.848,0.9696312895140908,0.9771358921750491
10.872,0.9696312895116842,0.9771358921780388
10.896,0.9696312895092772,0.9771358921810291
10.92,0.9696312895068708,0.977135892184019
10.944,0.9696312895044594,0.9771358921870148
10.968,0.9696312895020529,0.9771358921900047
10.992,0.9696312894996463,0.9771358921929949
11.016,0.9696312894972395,0.9771358921959848
11.04,0.9696312894948327,0.977135892198975
11.064,0.9696312894924217,0.9771358922019706
11.088,0.9696312894900149,0.9771358922049602
11.112,0.9696312894876081,0.9771358922079504
11.136,0.9696312894852017,0.9771358922109405
11.16,0.9696312894827905,0.9771358922139364
11.184,0.969631289480384,0.9771358922169264
11.208,0.9696312894779772,0.9771358922199164
11.232,0.9696312894755705,0.9771358922229063
11.256,0.9696312894746323,0.977135892224072
11.28,0.9696312894745402,0.9771358922241866
11.304,0.969631289474452,0.9771358922242959
11.328,0.9696312894743598,0.9771358922244103
11.352,0.9696312894742718,0.9771358922245197
11.376,0.9696312894741798,0.9771358922246345
11.4,0.9696312894740919,0.9771358922247435
11.424,0.9696312894739995,0.9771358922248582
11.448,0.9696312894739116,0.9771358922249673
11.472,0.9696312894738195,0.977135892225082
11.496,0.9696312894737315,0.9771358922251911
11.52,0.9696312894736392,0.9771358922253058
11.544,0.9696312894735514,0.977135892225415
11.568,0.9696312894734589,0.9771358922255294
11.592,0.9696312894733713,0.9771358922256388
11.616,0.9696312894732789,0.9771358922257535
11.64,0.9696312894731911,0.9771358922258626
11.664,0.9696312894730988,0.9771358922259773
11.688,0.9696312894730108,0.9771358922260864
11.712,0.9696312894729185,0.9771358922262013
11.736,0.969631289472831,0.9771358922263105
11.76,0.9696312894727384,0.977135892226425
11.784,0.9696312894726503,0.9771358922265343
11.808,0.9696312894725581,0.9771358922266488
11.832,0.9696312894724705,0.977135892226758
11.856,0.9696312894723782,0.9771358922268727
11.88,0.9696312894722902,0.9771358922269817
11.904,0.9696312894721977,0.9771358922270966
11.928,0.9696312894721102,0.9771358922272058
11.952,0.9696312894720177,0.9771358922273202
11.976,0.9696312894719299,0.9771358922274296
12,0.9696312894718376,0.9771358922275443
12,0.9696312894718374,0.9771358922275444
