"time","reducedOrderSFR.deltaFrequency"
12.852,-0.8980720727187889
12.856,-0.8980514771721461
12.86,-0.8980309704951752
12.864,-0.8980105524492088
12.868,-0.8979902227960834
12.872,-0.8979699812981378
12.876,-0.8979498277182121
12.88,-0.8979297618196486
12.884,-0.8979097833662906
12.888,-0.8978898921224817
12.892,-0.8978700878530659
12.896,-0.8978503703233867
12.9,-0.8978307392992866
12.904,-0.8978111945471073
12.908,-0.897791735833688
12.912,-0.8977723629263665
12.916,-0.8977530755929772
12.92,-0.8977338736018514
12.924,-0.8977147567218172
12.928,-0.8976957247221981
12.932,-0.8976767773728129
12.936,-0.8976579144439759
12.94,-0.8976391357064953
12.944,-0.8976204409316734
12.948,-0.897601829891306
12.952,-0.8975833023576821
12.956,-0.8975648581035831
12.96,-0.8975464969022825
12.964,-0.8975282185275454
12.968,-0.8975100227536278
12.972,-0.8974919093552772
12.976,-0.89747387810773
12.98,-0.8974559287867134
12.984,-0.8974380611684434
12.988,-0.8974202750296246
12.992,-0.8974025701474504
12.996,-0.8973849462996017
13,-0.8973674032642464
13.004,-0.8973499408200403
13.008,-0.8973325587461245
13.012,-0.8973152568221265
13.016,-0.8972980348281597
13.02,-0.8972808925448218
13.024,-0.8972638297531951
13.028,-0.8972468462348463
13.032,-0.8972299417718256
13.036,-0.8972131161466659
13.04,-0.8971963691423834
13.044,-0.8971797005424759
13.048,-0.897163110130923
13.052,-0.8971465976921854
13.056,-0.8971301630112051
13.06,-0.8971138058734037
13.064,-0.8970975260646827
13.068,-0.8970813233714235
13.072,-0.8970651975804855
13.076,-0.8970491484792072
13.08,-0.8970331758554044
13.084,-0.8970172794973708
13.088,-0.8970014591938766
13.092,-0.8969857147341693
13.096,-0.8969700459079714
13.1,-0.8969544525054813
13.104,-0.8969389343173728
13.108,-0.896923491134794
13.112,-0.8969081227493672
13.116,-0.8968928289531882
13.12,-0.8968776095388259
13.124,-0.8968624642993225
13.128,-0.8968473930281919
13.132,-0.8968323955194195
13.136,-0.8968174715674628
13.14,-0.8968026209672495
13.144,-0.8967878435141776
13.148,-0.8967731390041156
13.152,-0.8967585072334003
13.156,-0.8967439479988386
13.16,-0.8967294610977052
13.164,-0.8967150463277428
13.168,-0.8967007034871616
13.172,-0.8966864323746391
13.176,-0.8966722327893193
13.18,-0.8966581045308116
13.184,-0.8966440473991922
13.188,-0.8966300611950013
13.192,-0.8966161457192446
13.196,-0.8966023007733916
13.2,-0.8965885261593753
13.204,-0.8965748216795927
13.208,-0.8965611871369028
13.212,-0.8965476223346273
13.216,-0.8965341270765496
13.22,-0.8965207011669143
13.224,-0.8965073444104272
13.228,-0.8964940566122549
13.232,-0.8964808375780225
13.236,-0.8964676871138161
13.24,-0.8964546050261802
13.244,-0.8964415911221175
13.248,-0.8964286452090893
13.252,-0.8964157670950139
13.256,-0.8964029565882674
13.26,-0.8963902134976821
13.264,-0.8963775376325462
13.268,-0.8963649288026043
13.272,-0.8963523868180556
13.276,-0.8963399114895545
13.28,-0.896327502628209
13.284,-0.8963151600455816
13.288,-0.8963028835536878
13.292,-0.8962906729649959
13.296,-0.8962785280924269
13.3,-0.896266448749353
13.304,-0.8962544347495988
13.308,-0.896242485907439
13.312,-0.8962306020375996
13.316,-0.8962187829552556
13.32,-0.8962070284760324
13.324,-0.8961953350902748
13.328,-0.8961837001988928
13.332,-0.8961721290818566
13.336,-0.8961606215522778
13.34,-0.8961491774236794
13.344,-0.8961377965099945
13.348,-0.8961264786255656
13.352,-0.8961152235851451
13.356,-0.8961040312038934
13.36,-0.8960929012973792
13.364,-0.8960818336815781
13.368,-0.896070828172873
13.372,-0.8960598845880522
13.376,-0.8960490027443104
13.38,-0.8960381824592464
13.384,-0.8960274235508636
13.388,-0.8960167258375693
13.392,-0.8960060891381737
13.396,-0.8959955132718896
13.4,-0.8959849980583314
13.404,-0.8959745433175152
13.408,-0.8959641488698575
13.412,-0.8959538145361752
13.416,-0.8959435401376838
13.42,-0.8959333254959987
13.424,-0.895923170433133
13.428,-0.8959130747714972
13.432,-0.8959030383338998
13.436,-0.8958930609435449
13.44,-0.8958831424240326
13.444,-0.8958732825993579
13.448,-0.8958634812939115
13.452,-0.8958537383324769
13.456,-0.8958440535402317
13.46,-0.8958344267427458
13.464,-0.8958248577659822
13.468,-0.8958153464362943
13.472,-0.8958058925804275
13.476,-0.8957964960255168
13.48,-0.8957871565990875
13.484,-0.8957778741290539
13.488,-0.8957686484437187
13.492,-0.8957594793717732
13.496,-0.8957503667422949
13.5,-0.8957413103847491
13.504,-0.8957323101289866
13.508,-0.8957233658052441
13.512,-0.8957144772441432
13.516,-0.8957056442766895
13.52,-0.8956968667342727
13.524,-0.8956881444486654
13.528,-0.8956794772520228
13.532,-0.895670864976882
13.536,-0.895662307456161
13.54,-0.8956538045231592
13.544,-0.8956453560115557
13.548,-0.8956369617554087
13.552,-0.8956286215891562
13.556,-0.8956203353476136
13.56,-0.8956121028659745
13.564,-0.8956039239798091
13.568,-0.8955957985250648
13.572,-0.8955877263380635
13.576,-0.8955797072555036
13.58,-0.895571741114458
13.584,-0.895563827752373
13.588,-0.8955559670070686
13.592,-0.8955481587167379
13.596,-0.8955404027199457
13.6,-0.8955326988556293
13.604,-0.8955250469630954
13.608,-0.8955174468820228
13.612,-0.8955098984524595
13.616,-0.895502401514822
13.62,-0.895494955909896
13.624,-0.8954875614788353
13.628,-0.8954802180631608
13.632,-0.8954729255047601
13.636,-0.8954656836458873
13.64,-0.8954584923291617
13.644,-0.8954513513975675
13.648,-0.8954442606944537
13.652,-0.8954372200635324
13.656,-0.8954302293488794
13.66,-0.8954232883949326
13.664,-0.8954163970464921
13.668,-0.8954095551487191
13.672,-0.8954027625471358
13.676,-0.8953960190876239
13.68,-0.8953893246164255
13.684,-0.8953826789801407
13.688,-0.8953760820257284
13.692,-0.8953695336005049
13.696,-0.8953630335521436
13.7,-0.8953565817286749
13.704,-0.8953501779784846
13.708,-0.8953438221503132
13.712,-0.8953375140932568
13.716,-0.8953312536567651
13.72,-0.8953250406906414
13.724,-0.8953188750450416
13.728,-0.8953127565704742
13.732,-0.8953066851177985
13.736,-0.8953006605382261
13.74,-0.8952946826833178
13.744,-0.8952887514049849
13.748,-0.8952828665554876
13.752,-0.8952770279874347
13.756,-0.8952712355537833
13.76,-0.8952654891078374
13.764,-0.8952597885032483
13.768,-0.8952541335940132
13.772,-0.8952485242344743
13.776,-0.8952429602793202
13.78,-0.895237441583582
13.784,-0.895231968002636
13.788,-0.8952265393922014
13.792,-0.8952211556083393
13.796,-0.8952158165074531
13.8,-0.8952105219462878
13.804,-0.8952052717819287
13.808,-0.8952000658718015
13.812,-0.8951949040736709
13.816,-0.8951897862456413
13.82,-0.8951847122461547
13.824,-0.8951796819339911
13.828,-0.8951746951682676
13.832,-0.8951697518084377
13.836,-0.8951648517142911
13.84,-0.8951599947459521
13.844,-0.8951551807638798
13.848,-0.8951504096288684
13.852,-0.895145681202044
13.856,-0.8951409953448666
13.86,-0.8951363519191278
13.864,-0.8951317495450704
13.868,-0.8951271873589102
13.872,-0.8951226670930413
13.876,-0.8951181886090547
13.88,-0.8951137517688573
13.884,-0.895109356434672
13.888,-0.8951050024690373
13.892,-0.8951006897348054
13.896,-0.8950964180951425
13.9,-0.895092187413528
13.904,-0.8950879975537541
13.908,-0.8950838483799245
13.912,-0.8950797397564535
13.916,-0.8950756715480674
13.92,-0.8950716436198008
13.924,-0.8950676558369988
13.928,-0.8950637080653141
13.932,-0.8950598001707079
13.936,-0.8950559320194482
13.94,-0.8950521034781105
13.944,-0.895048314413575
13.948,-0.895044564693028
13.952,-0.8950408541839604
13.956,-0.8950371827541672
13.96,-0.8950335502717461
13.964,-0.8950299566050983
13.968,-0.8950264016229267
13.972,-0.8950228851942352
13.976,-0.8950194071883292
13.98,-0.8950159674748136
13.984,-0.8950125659235928
13.988,-0.8950092024048705
13.992,-0.8950058767891476
13.996,-0.8950025889472235
14,-0.8949993387501937
14.004,-0.89499612606945
14.008,-0.8949929507766797
14.012,-0.8949898127438654
14.016,-0.8949867118432836
14.02,-0.8949836479475038
14.024,-0.8949806209293896
14.028,-0.8949776306620958
14.032,-0.8949746770190691
14.036,-0.8949717598740474
14.04,-0.8949688791010589
14.044,-0.8949660345744209
14.048,-0.8949632261687404
14.052,-0.894960453758912
14.056,-0.8949577172201187
14.06,-0.8949550164278303
14.064,-0.8949523512578023
14.068,-0.8949497215860771
14.072,-0.8949471272889815
14.076,-0.8949445682431266
14.08,-0.8949420443254077
14.084,-0.8949395554130026
14.088,-0.8949371013833723
14.092,-0.8949346821142591
14.096,-0.8949322974836867
14.1,-0.8949299473699591
14.104,-0.8949276316516602
14.108,-0.8949253502076536
14.112,-0.8949231029170807
14.116,-0.8949208896593608
14.12,-0.8949187103141913
14.124,-0.8949165647615454
14.128,-0.8949144528816724
14.132,-0.8949123745550971
14.136,-0.8949103296626185
14.14,-0.8949083180853104
14.144,-0.8949063397045188
14.148,-0.8949043944018634
14.152,-0.8949024820592351
14.156,-0.8949006025587969
14.16,-0.8948987557829821
14.164,-0.8948969416144937
14.168,-0.894895159936305
14.172,-0.8948934106316576
14.176,-0.8948916935840607
14.18,-0.894890008677292
14.184,-0.8948883557953952
14.188,-0.8948867348226803
14.192,-0.8948851456437231
14.196,-0.8948835881433639
14.2,-0.8948820622067073
14.204,-0.8948805677191214
14.208,-0.8948791045662373
14.212,-0.8948776726339482
14.216,-0.8948762718084091
14.22,-0.8948749019760356
14.224,-0.8948735630235037
14.228,-0.8948722548377491
14.232,-0.8948709773059667
14.236,-0.8948697303156086
14.24,-0.8948685137543861
14.244,-0.894867327510267
14.248,-0.8948661714714747
14.252,-0.8948650455264892
14.256,-0.8948639495640449
14.26,-0.8948628834731311
14.264,-0.894861847142991
14.268,-0.8948608404631199
14.272,-0.8948598633232662
14.276,-0.8948589156134308
14.28,-0.8948579972238644
14.284,-0.8948571080450688
14.288,-0.8948562479677961
14.292,-0.8948554168830467
14.296,-0.8948546146820697
14.3,-0.8948538412563629
14.304,-0.8948530964976704
14.308,-0.8948523802979833
14.312,-0.8948516925495382
14.316,-0.8948510331448176
14.32,-0.8948504019765481
14.324,-0.8948497989377003
14.328,-0.8948492239214884
14.332,-0.8948486768213691
14.336,-0.8948481575310412
14.34,-0.8948476659444442
14.344,-0.8948472019557595
14.348,-0.8948467654594071
14.352,-0.8948463563500477
14.356,-0.89484597452258
14.36,-0.894845619872141
14.364,-0.894845292294105
14.368,-0.8948449916840832
14.372,-0.894844717937923
14.376,-0.8948444709517067
14.38,-0.8948442506217527
14.384,-0.8948440568446118
14.388,-0.8948438895170699
14.392,-0.894843748536145
14.396,-0.8948436337990875
14.4,-0.8948435452033788
14.404,-0.8948434840414019
14.408,-0.8948434508488634
14.412,-0.894843443596643
14.416,-0.8948434621847687
14.42,-0.8948435065135104
14.424,-0.8948435764833793
14.428,-0.8948436719951274
14.432,-0.8948437929497468
14.436,-0.8948439392484695
14.44,-0.894844110792766
14.444,-0.8948443074843451
14.448,-0.8948445292251537
14.452,-0.8948447759173758
14.456,-0.8948450474634319
14.46,-0.894845343765978
14.464,-0.8948456647279062
14.468,-0.8948460102523429
14.472,-0.8948463802426486
14.476,-0.8948467746024172
14.48,-0.8948471932354761
14.484,-0.8948476360458845
14.488,-0.8948481029379335
14.492,-0.8948485938161452
14.496,-0.8948491085852726
14.5,-0.8948496471502979
14.504,-0.8948502094164336
14.508,-0.8948507952891198
14.512,-0.8948514046740255
14.516,-0.8948520374770468
14.52,-0.8948526936043074
14.524,-0.8948533729621561
14.528,-0.8948540754571681
14.532,-0.8948548009961442
14.536,-0.8948555494861089
14.54,-0.8948563208343105
14.544,-0.8948571149482213
14.548,-0.8948579317355357
14.552,-0.8948587711041707
14.556,-0.894859632962264
14.56,-0.8948605172181751
14.564,-0.8948614237804828
14.568,-0.8948623525579866
14.572,-0.8948633034597044
14.576,-0.8948642763948728
14.58,-0.8948652712729457
14.584,-0.8948662880035954
14.588,-0.89486732649671
14.592,-0.8948683866623937
14.596,-0.8948694684109664
14.6,-0.8948705716529628
14.604,-0.8948716962991319
14.608,-0.894872842260436
14.612,-0.8948740094480513
14.616,-0.8948751977733654
14.62,-0.8948764071479782
14.624,-0.8948776374837011
14.628,-0.8948788886925557
14.632,-0.8948801606867738
14.636,-0.8948814533787968
14.64,-0.8948827666812745
14.644,-0.8948841005070656
14.648,-0.8948854547692358
14.652,-0.8948868293810577
14.656,-0.8948882242560111
14.66,-0.8948896393077811
14.664,-0.894891074450258
14.668,-0.8948925295975366
14.672,-0.8948940046639164
14.676,-0.8948954995638995
14.68,-0.8948970142121911
14.684,-0.8948985485236987
14.688,-0.8949001024135311
14.692,-0.8949016757969988
14.696,-0.8949032685896117
14.7,-0.8949048807070801
14.704,-0.8949065120653135
14.708,-0.8949081625804198
14.712,-0.8949098321687052
14.716,-0.8949115207466726
14.72,-0.8949132282310225
14.724,-0.8949149545386507
14.728,-0.8949166995866497
14.732,-0.8949184632923058
14.736,-0.8949202455731006
14.74,-0.8949220463467087
14.744,-0.8949238655309985
14.748,-0.8949257030440305
14.752,-0.8949275588040574
14.756,-0.8949294327295235
14.76,-0.8949313247390632
14.764,-0.8949332347515017
14.768,-0.8949351626858533
14.772,-0.8949371084613212
14.776,-0.8949390719972975
14.78,-0.8949410532133617
14.784,-0.89494305202928
14.788,-0.8949450683650063
14.792,-0.8949471021406793
14.796,-0.8949491532766232
14.8,-0.8949512216933474
14.804,-0.8949533073115452
14.808,-0.8949554100520934
14.812,-0.8949575298360521
14.816,-0.8949596665846629
14.82,-0.8949618202193498
14.824,-0.8949639906617175
14.828,-0.8949661778335514
14.832,-0.8949683816568172
14.836,-0.8949706020536593
14.84,-0.8949728389464009
14.844,-0.8949750922575437
14.848,-0.8949773619097664
14.852,-0.8949796478259248
14.856,-0.8949819499290512
14.86,-0.8949842681423537
14.864,-0.8949866023892147
14.868,-0.8949889525931917
14.872,-0.8949913186780161
14.876,-0.8949937005675924
14.88,-0.8949960981859979
14.884,-0.8949985114574819
14.888,-0.8950009403064653
14.892,-0.8950033846575398
14.896,-0.8950058444354669
14.9,-0.8950083195651789
14.904,-0.8950108099717761
14.908,-0.8950133155805275
14.912,-0.8950158363168703
14.916,-0.8950183721064088
14.92,-0.8950209228749139
14.924,-0.8950234885483225
14.928,-0.8950260690527371
14.932,-0.8950286643144248
14.936,-0.8950312742598173
14.94,-0.8950338988155099
14.944,-0.8950365405894863
14.948,-0.8950392004252148
14.952,-0.895041874844579
14.956,-0.8950445637778011
14.96,-0.8950472671552887
14.964,-0.895049984907635
14.968,-0.8950527169656172
14.972,-0.8950554632601974
14.976,-0.8950582237225204
14.98,-0.8950609982839149
14.984,-0.8950637868758921
14.988,-0.8950665894301448
14.992,-0.8950694058785479
14.996,-0.8950722361531566
15,-0.8950750801862077
15.004,-0.8950779379101179
15.008,-0.8950808092574826
15.012,-0.8950836941610766
15.016,-0.8950865925538537
15.02,-0.8950895043689452
15.024,-0.89509242953966
15.028,-0.8950953679994841
15.032,-0.8950983196820799
15.036,-0.8951012845212858
15.04,-0.8951042624511156
15.044,-0.895107253405758
15.048,-0.8951102573195763
15.052,-0.8951132741271074
15.056,-0.8951163037630624
15.06,-0.8951193461623239
15.064,-0.8951224012599482
15.068,-0.8951254689911631
15.072,-0.8951285492913675
15.076,-0.8951316420961314
15.08,-0.8951347473411949
15.084,-0.8951378649624683
15.088,-0.8951409948960309
15.092,-0.895144137078131
15.096,-0.8951472914451853
15.1,-0.895150457933778
15.104,-0.8951536364806608
15.108,-0.8951568270227521
15.112,-0.8951600294971365
15.116,-0.8951632438410646
15.12,-0.8951664699919519
15.124,-0.8951697078873789
15.128,-0.8951729574650904
15.132,-0.8951762186629945
15.136,-0.8951794914191624
15.14,-0.8951827756718291
15.144,-0.8951860713593908
15.148,-0.895189378420405
15.152,-0.8951926967935913
15.156,-0.8951960264178298
15.16,-0.8951993672321602
15.164,-0.8952027191757823
15.168,-0.895206082188055
15.172,-0.8952094562084951
15.176,-0.8952128411767788
15.18,-0.8952162370327386
15.184,-0.8952196437163648
15.188,-0.895223061167804
15.192,-0.8952264893273592
15.196,-0.8952299281354883
15.2,-0.8952333775328047
15.204,-0.8952368374600764
15.208,-0.8952403078582252
15.212,-0.8952437886683263
15.216,-0.895247279831608
15.22,-0.8952507812894512
15.224,-0.8952542929833888
15.228,-0.8952578148551045
15.232,-0.8952613468464341
15.236,-0.895264888899363
15.24,-0.8952684409560264
15.244,-0.8952720029587099
15.248,-0.8952755748498467
15.252,-0.8952791565720194
15.256,-0.895282748067958
15.26,-0.8952863492805401
15.264,-0.8952899601527902
15.268,-0.8952935806278787
15.272,-0.895297210649122
15.276,-0.8953008501599825
15.28,-0.8953044991040668
15.284,-0.8953081574251257
15.288,-0.8953118250670541
15.292,-0.8953155019738903
15.296,-0.8953191880898146
15.3,-0.8953228833591509
15.304,-0.8953265877263636
15.308,-0.8953303011360592
15.312,-0.8953340235329842
15.316,-0.8953377548620259
15.32,-0.8953414950682113
15.324,-0.8953452440967063
15.328,-0.8953490018928156
15.332,-0.8953527684019819
15.336,-0.895356543569786
15.34,-0.8953603273419457
15.344,-0.8953641196643155
15.348,-0.8953679204828855
15.352,-0.8953717297437822
15.356,-0.8953755473932667
15.36,-0.8953793733777351
15.364,-0.8953832076437173
15.368,-0.8953870501378768
15.372,-0.8953909008070102
15.376,-0.895394759598047
15.38,-0.8953986264580481
15.384,-0.8954025013342067
15.388,-0.8954063841738464
15.392,-0.8954102749244218
15.396,-0.895414173533517
15.4,-0.8954180799488463
15.404,-0.8954219941182522
15.408,-0.8954259159897059
15.412,-0.8954298455113074
15.416,-0.8954337826312833
15.42,-0.8954377272979871
15.424,-0.8954416794598992
15.428,-0.8954456390656255
15.432,-0.8954496060638978
15.436,-0.8954535804035725
15.44,-0.8954575620336302
15.444,-0.8954615509031761
15.448,-0.895465546961438
15.452,-0.8954695501577669
15.456,-0.8954735604416362
15.46,-0.895477577762641
15.464,-0.8954816020704979
15.468,-0.8954856333150443
15.472,-0.8954896714462378
15.476,-0.8954937164141556
15.48,-0.895497768168995
15.484,-0.8955018291437293
15.488,-0.8955058998767227
15.492,-0.895509977418201
15.496,-0.8955140617214666
15.5,-0.89551815273996
15.504,-0.89552225042726
15.508,-0.8955263547370838
15.512,-0.8955304656232862
15.516,-0.8955345830398584
15.52,-0.8955387069409296
15.524,-0.895542837280764
15.528,-0.8955469740137627
15.532,-0.8955511170944616
15.536,-0.8955552664775317
15.54,-0.8955594221177786
15.544,-0.8955635839701426
15.548,-0.8955677519896963
15.552,-0.8955719261316474
15.556,-0.8955761063513351
15.56,-0.8955802926042317
15.564,-0.8955844848459411
15.568,-0.895588683032199
15.572,-0.8955928871188721
15.576,-0.895597097061958
15.58,-0.8956013128175846
15.584,-0.8956055343420092
15.588,-0.8956097615916194
15.592,-0.8956139945229307
15.596,-0.8956182330925879
15.6,-0.8956224772573639
15.604,-0.8956267269741589
15.608,-0.8956309822000006
15.612,-0.8956352428920438
15.616,-0.8956395090075693
15.62,-0.8956437805039841
15.624,-0.8956480573388208
15.628,-0.895652339469737
15.632,-0.8956566268545151
15.636,-0.8956609194510619
15.64,-0.8956652172174073
15.644,-0.8956695201117058
15.648,-0.8956738280922337
15.652,-0.895678141117391
15.656,-0.8956824591456988
15.66,-0.8956867821358003
15.664,-0.8956911100464602
15.668,-0.8956954428365639
15.672,-0.8956997804651171
15.676,-0.8957041228912452
15.68,-0.8957084700741936
15.684,-0.8957128219733268
15.688,-0.8957171785481279
15.692,-0.895721539758198
15.696,-0.8957259055632564
15.7,-0.8957302759231396
15.704,-0.8957346507978011
15.708,-0.895739030147311
15.712,-0.8957434139318554
15.716,-0.8957478021117365
15.72,-0.8957521946473709
15.724,-0.8957565914992907
15.728,-0.8957609926281426
15.732,-0.8957653979946862
15.736,-0.8957698075597962
15.74,-0.8957742212844587
15.744,-0.8957786391297737
15.748,-0.8957830610569533
15.752,-0.8957874870273209
15.756,-0.8957919170023114
15.76,-0.8957963509434713
15.764,-0.8958007888124571
15.768,-0.8958052305710348
15.772,-0.8958096761810815
15.776,-0.8958141256045825
15.78,-0.8958185788036322
15.784,-0.8958230357404334
15.788,-0.8958274963772971
15.792,-0.8958319606766409
15.796,-0.8958364286009907
15.8,-0.8958409001129785
15.804,-0.8958453751753424
15.808,-0.8958498537509264
15.812,-0.8958543358026801
15.816,-0.8958588212936581
15.82,-0.8958633101870191
15.824,-0.895867802446026
15.828,-0.8958722980340457
15.832,-0.8958767969145481
15.836,-0.8958812990511056
15.84,-0.8958858044073936
15.844,-0.895890312947189
15.848,-0.8958948246343704
15.852,-0.8958993394329176
15.856,-0.8959038573069106
15.86,-0.8959083782205298
15.864,-0.8959129021380561
15.868,-0.8959174290238686
15.872,-0.8959219588424461
15.876,-0.895926491558366
15.88,-0.8959310271363032
15.884,-0.8959355655410306
15.888,-0.8959401067374184
15.892,-0.8959446506904333
15.896,-0.8959491973651388
15.9,-0.8959537467266938
15.904,-0.8959582987403532
15.908,-0.8959628533714666
15.912,-0.8959674105854786
15.916,-0.8959719703479273
15.92,-0.8959765326244459
15.924,-0.8959810973807596
15.928,-0.8959856645826871
15.932,-0.89599023419614
15.936,-0.895994806187121
15.94,-0.8959993805217256
15.944,-0.8960039571661395
15.948,-0.8960085360866397
15.952,-0.8960131172495932
15.956,-0.8960177006214576
15.96,-0.8960222861687794
15.964,-0.8960268738581942
15.968,-0.8960314636564267
15.972,-0.8960360555302889
15.976,-0.8960406494466818
15.98,-0.8960452453725927
15.984,-0.8960498432750961
15.988,-0.8960544431213535
15.992,-0.8960590448786119
15.996,-0.8960636485142038
16,-0.8960682539955477
16.004,-0.8960728612901459
16.008,-0.8960774703655857
16.012,-0.8960820811895382
16.016,-0.8960866937297579
16.02,-0.8960913079540822
16.024,-0.8960959258790596
16.028,-0.8961005477612685
16.032,-0.896105171366017
16.036,-0.8961097966635494
16.04,-0.8961144236242078
16.044,-0.8961190522184327
16.048,-0.8961236824167622
16.052,-0.8961283141898312
16.056,-0.8961329475083721
16.06,-0.8961375823432136
16.064,-0.8961422186652804
16.068,-0.8961468564455938
16.072,-0.8961514956552693
16.076,-0.8961561362655184
16.08,-0.8961607782476472
16.084,-0.8961654215730558
16.088,-0.8961700662132388
16.092,-0.8961747121397839
16.096,-0.8961793593243723
16.1,-0.8961840077387785
16.104,-0.8961886573548687
16.108,-0.896193308144602
16.112,-0.8961979600800287
16.116,-0.8962026131332913
16.12,-0.8962072672766223
16.124,-0.896211922482346
16.128,-0.8962165787228762
16.132,-0.8962212359707172
16.136,-0.8962258941984627
16.14,-0.8962305533787956
16.144,-0.8962352134844883
16.148,-0.8962398744884001
16.152,-0.8962445363634806
16.156,-0.8962491990827652
16.16,-0.8962538626193783
16.164,-0.8962585269465303
16.168,-0.8962631920375186
16.172,-0.8962678578657272
16.176,-0.8962725244046257
16.18,-0.8962771916277694
16.184,-0.8962818595087987
16.188,-0.8962865280214394
16.192,-0.8962911971395012
16.196,-0.896295866836878
16.2,-0.8963005370875476
16.204,-0.8963052078655713
16.208,-0.8963098791450936
16.212,-0.8963145509003407
16.216,-0.8963192231056225
16.22,-0.8963238957353298
16.224,-0.8963285687639353
16.228,-0.896333242165993
16.232,-0.8963379159161375
16.236,-0.8963425899890842
16.24,-0.8963472643596285
16.244,-0.8963519390026454
16.248,-0.8963566138930895
16.252,-0.8963612890059942
16.256,-0.8963659643164716
16.26,-0.8963706397997123
16.264,-0.8963753154309845
16.268,-0.8963799911856342
16.272,-0.8963846670390844
16.276,-0.8963893429668353
16.28,-0.8963940189444629
16.284,-0.89639869494762
16.288,-0.8964033709520347
16.292,-0.8964080469335108
16.296,-0.8964127228679262
16.3,-0.896417398731235
16.304,-0.8964220744994641
16.308,-0.8964267501487152
16.312,-0.8964314256551631
16.316,-0.8964361009950558
16.32,-0.8964407761447143
16.324,-0.8964454510805322
16.328,-0.8964501257789743
16.332,-0.8964548002165784
16.336,-0.8964594743699527
16.34,-0.8964641482157768
16.344,-0.8964688217308006
16.348,-0.8964734948918445
16.352,-0.8964781676757988
16.356,-0.8964828400596232
16.36,-0.8964875120203466
16.364,-0.8964921835350668
16.368,-0.8964968545809497
16.372,-0.8965015251352298
16.376,-0.8965061951752087
16.38,-0.8965108646782557
16.384,-0.896515533621807
16.388,-0.8965202019833654
16.392,-0.8965248697404997
16.396,-0.8965295368708451
16.4,-0.8965342033521017
16.404,-0.8965388691620352
16.408,-0.8965435342784758
16.412,-0.896548198679318
16.416,-0.8965528623425212
16.42,-0.896557525246107
16.424,-0.8965621873681617
16.428,-0.8965668486868337
16.432,-0.8965715091803345
16.436,-0.8965761688269372
16.44,-0.8965808276049777
16.444,-0.8965854854928522
16.448,-0.8965901424690191
16.452,-0.8965947985119967
16.456,-0.8965994536003645
16.46,-0.8966041077127613
16.464,-0.8966087608278859
16.468,-0.8966134129244968
16.472,-0.8966180639814102
16.476,-0.8966227139775024
16.48,-0.8966273628917069
16.484,-0.896632010703015
16.488,-0.8966366573904763
16.492,-0.8966413029331965
16.496,-0.8966459473103389
16.5,-0.8966505905011225
16.504,-0.8966552324848225
16.508,-0.89665987324077
16.512,-0.8966645127483516
16.516,-0.8966691509870076
16.52,-0.8966737879362343
16.524,-0.8966784235755814
16.528,-0.8966830578846524
16.532,-0.8966876908431045
16.536,-0.896692322430648
16.54,-0.896696952627046
16.544,-0.8967015814121133
16.548,-0.8967062087657174
16.552,-0.8967108346677772
16.556,-0.896715459098263
16.56,-0.8967200820371958
16.564,-0.8967247055745526
16.568,-0.8967293298019785
16.572,-0.8967339526109329
16.576,-0.8967385739836888
16.58,-0.8967431939025853
16.584,-0.8967478123500272
16.588,-0.8967524293084856
16.592,-0.896757044760496
16.596,-0.89676165868866
16.6,-0.8967662710756437
16.604,-0.8967708819041773
16.608,-0.8967754911570559
16.612,-0.8967800988171378
16.616,-0.8967847048673453
16.62,-0.8967893092906642
16.624,-0.8967939120701424
16.628,-0.8967985131888914
16.632,-0.8968031126300847
16.636,-0.8968077103769581
16.64,-0.8968123064128087
16.644,-0.8968169007209954
16.648,-0.8968214932849385
16.652,-0.8968260840881189
16.656,-0.8968306731140779
16.66,-0.8968352603464176
16.664,-0.8968398457687994
16.668,-0.8968444293649448
16.672,-0.8968490111186348
16.676,-0.8968535910137089
16.68,-0.8968581690340657
16.684,-0.8968627451636626
16.688,-0.8968673193865148
16.692,-0.8968718916866948
16.696,-0.8968764620483337
16.7,-0.8968810304556194
16.704,-0.8968855968927966
16.708,-0.8968901613441667
16.712,-0.8968947237940875
16.716,-0.896899284226973
16.72,-0.8969038426272926
16.724,-0.8969083989795713
16.728,-0.8969129532683894
16.732,-0.8969175054783821
16.736,-0.8969220555942387
16.74,-0.8969266036007028
16.744,-0.8969311494825721
16.748,-0.8969356932246983
16.752,-0.8969402348119858
16.756,-0.8969447742293923
16.76,-0.8969493114619281
16.764,-0.896953846494656
16.768,-0.8969583793126914
16.772,-0.8969629099012004
16.776,-0.8969674382454014
16.78,-0.8969719643305643
16.784,-0.8969764881420087
16.788,-0.8969810096651063
16.792,-0.8969855288852782
16.796,-0.8969900457879953
16.8,-0.896994560358779
16.804,-0.8969990725831998
16.808,-0.8970035824468767
16.812,-0.8970080899354784
16.816,-0.8970125950347215
16.82,-0.8970170977303711
16.824,-0.8970215980082398
16.828,-0.8970260958541885
16.832,-0.8970305912541243
16.836,-0.8970350841940026
16.84,-0.8970395746598245
16.844,-0.8970440626376377
16.848,-0.8970485481135361
16.852,-0.8970530310736593
16.856,-0.8970575115041926
16.86,-0.8970619893913663
16.864,-0.8970664647214552
16.868,-0.8970709374807794
