"time","wPP4ACurrentSource.wPPControl.measurements.UFiltPu","wPP4ACurrentSource.wT4ACurrentSource.controlMeasurements.PFiltPu","wPP4ACurrentSource.wPPControl.measurements.QFiltPu","variableImpedantFault.ZvPu.re","variableImpedantFault.ZvPu.im"
0.033,1.00014461749309,1.000044747978142,-0.2100183832077587,0,10000
0.034,1.000145518201922,1.000042408228119,-0.2100177134672524,0,10000
0.035,1.000146367597396,1.00004013306806,-0.2100170264773739,0,10000
0.036,1.000147169385512,1.00003792650483,-0.2100163257605793,0,10000
0.037,1.000147926922241,1.000035791549842,-0.2100156146111462,0,10000
0.038,1.000148643251318,1.000033730340969,-0.2100148960970017,0,10000
0.039,1.000149321137902,1.000031744253785,-0.2100141730632647,0,10000
0.04,1.000149963098504,1.00002983400252,-0.2100134481371733,0,10000
0.041,1.000150571427547,1.000027999731343,-0.2100127237341649,0,10000
0.042,1.00015114822096,1.000026241096573,-0.2100120020648959,0,10000
0.043,1.000151695397118,1.000024557340464,-0.2100112851430105,0,10000
0.044,1.000152214715424,1.000022947357173,-0.210010574793483,0,10000
0.045,1.000152707792804,1.000021409751521,-0.2100098726613799,0,10000
0.046,1.00015317611834,1.000019942891144,-0.2100091802209059,0,10000
0.047,1.000153621066256,1.000018544952592,-0.2100084987846103,0,10000
0.048,1.00015404390745,1.000017213961903,-0.2100078295126541,0,10000
0.049,1.000154445824937,1.000015947819126,-0.2100071734260567,0,10000
0.05,1.00015482794755,1.000014744270791,-0.2100065314326043,0,10000
0.051,1.000155191256217,1.000013601154365,-0.2100059042575808,0,10000
0.052,1.000155536688931,1.00001251623418,-0.2100052925344522,0,10000
0.053,1.000155865135774,1.00001148722872,-0.2100046967996442,0,10000
0.054,1.000156177429418,1.000010511859815,-0.2100041174889988,0,10000
0.055,1.000156474343975,1.000009587886282,-0.2100035549434596,0,10000
0.056,1.000156756610597,1.000008713085123,-0.2100030094222417,0,10000
0.057,1.000157024917815,1.000007885270778,-0.2100024811075831,0,10000
0.058,1.000157279920952,1.000007102283085,-0.2100019701116157,0,10000
0.059,1.000157522226711,1.000006362056533,-0.2100014764804805,0,10000
0.06,1.000157752413408,1.000005662568482,-0.2100010002036653,0,10000
0.061,1.000157971028476,1.000005001859447,-0.2100005412184918,0,10000
0.062,1.000158178594683,1.000004378021432,-0.2100000994141195,0,10000
0.063,1.000158375603695,1.000003789231135,-0.2099996746383489,0,10000
0.064,1.000158562521381,1.000003233739194,-0.2099992667025107,0,10000
0.065,1.000158739792246,1.000002709860339,-0.2099988753846465,0,10000
0.066,1.000158907840597,1.000002215974436,-0.2099985004330082,0,10000
0.067,1.00015906707699,1.00000175050648,-0.2099981415649728,0,10000
0.068,1.00015921792731,1.000001311818783,-0.209997798444354,0,10000
0.069,1.000159360706171,1.000000898701623,-0.2099974707928973,0,10000
0.07,1.000159495769819,1.000000509787315,-0.2099971582715437,0,10000
0.071,1.000159623439523,1.000000143846192,-0.2099968605485023,0,10000
0.072,1.000159744056722,0.9999997995772688,-0.2099965772436697,0,10000
0.073,1.000159857909238,0.9999994758906807,-0.2099963080125344,0,10000
0.074,1.000159965287936,0.9999991716920256,-0.2099960524873047,0,10000
0.075,1.000160066471483,0.9999988859411221,-0.2099958102953746,0,10000
0.076,1.000160161742024,0.9999986175947873,-0.2099955810386068,0,10000
0.077,1.00016025134974,0.9999983657378753,-0.2099953643457879,0,10000
0.078,1.000160335535887,0.9999981294969775,-0.2099951598439794,0,10000
0.079,1.000160414534986,0.9999979080324898,-0.2099949671563997,0,10000
0.08,1.000160488580912,0.9999977005175898,-0.2099947858927154,0,10000
0.081,1.000160557891077,0.9999975061939771,-0.2099946156767299,0,10000
0.082,1.000160622666585,0.9999973243694377,-0.2099944561493983,0,10000
0.083,1.000160683105524,0.9999971543708706,-0.2099943069471606,0,10000
0.084,1.000160739402592,0.9999969955460555,-0.2099941677026076,0,10000
0.085,1.00016079174659,0.9999968472720244,-0.209994038049779,0,10000
0.086,1.000160840333871,0.9999967089130024,-0.2099939175965028,0,10000
0.087,1.000160885346021,0.9999965798885734,-0.2099938059731674,0,10000
0.088,1.000160926924424,0.9999964597571703,-0.2099937028829096,0,10000
0.089,1.000160965167482,0.9999963482143799,-0.2099936081167812,0,10000
0.09,1.000161000274686,0.9999962446450411,-0.2099935212495254,0,10000
0.091,1.0001610324041,0.9999961485751835,-0.2099934419333939,0,10000
0.092,1.000161061633738,0.9999960597744054,-0.2099933699940769,0,10000
0.093,1.000161088110482,0.9999959778083527,-0.2099933051038328,0,10000
0.094,1.000161112011956,0.999995902164831,-0.2099932468566083,0,10000
0.095,1.000161133394961,0.9999958326852159,-0.2099931951188972,0,10000
0.096,1.000161152387618,0.9999957690066003,-0.2099931495932025,0,10000
0.097,1.00016116914321,0.9999957107052589,-0.2099931099163974,0,10000
0.098,1.000161183727814,0.999995657603743,-0.209993075928491,0,10000
0.099,1.000161196243289,0.9999956094261735,-0.2099930473844377,0,10000
0.1,1.000161206820139,0.999995565826252,-0.2099930239656522,0,10000
0.101,1.000161215533222,0.9999955266104207,-0.2099930054862321,0,10000
0.102,1.00016122246106,0.9999954915751844,-0.2099929917514878,0,10000
0.103,1.000161227713475,0.9999954604402231,-0.209992982486506,0,10000
0.104,1.000161231373275,0.9999954329990249,-0.2099929774811238,0,10000
0.105,1.000161233525909,0.9999954090415919,-0.2099929765167468,0,10000
0.106,1.000161234333159,0.9999953881735955,-0.2099929791776121,0,10000
0.107,1.000161233745261,0.9999953705166063,-0.2099929855914449,0,10000
0.108,1.000161231869386,0.9999953558168406,-0.2099929954787098,0,10000
0.109,1.000161228815945,0.9999953438128336,-0.2099930085514111,0,10000
0.11,1.000161224501089,0.9999953347031469,-0.2099930250282587,0,10000
0.111,1.000161219098275,0.9999953280838623,-0.2099930444531432,0,10000
0.112,1.000161212706207,0.9999953237251374,-0.2099930665665239,0,10000
0.113,1.000161205229613,0.9999953218488197,-0.2099930916189136,0,10000
0.114,1.000161196857506,0.9999953220260424,-0.2099931191073112,0,10000
0.115,1.0001611876342,0.999995324156254,-0.209993148913784,0,10000
0.116,1.000161177488184,0.9999953284017096,-0.2099931812286344,0,10000
0.117,1.000161166616788,0.9999953343258133,-0.2099932155208938,0,10000
0.118,1.00016115501614,0.9999953419371309,-0.2099932518009797,0,10000
0.119,1.000161142637477,0.999995351343552,-0.2099932902001024,0,10000
0.12,1.000161129681727,0.9999953621107701,-0.2099933301723115,0,10000
0.121,1.000161116104816,0.9999953743340455,-0.2099933718373554,0,10000
0.122,1.000161101878055,0.9999953880753931,-0.2099934152731904,0,10000
0.123,1.000161087202591,0.9999954029089618,-0.2099934599286764,0,10000
0.124,1.000161072001864,0.9999954189968359,-0.2099935060135842,0,10000
0.125,1.000161056266998,0.99999543635791,-0.2099935535521845,0,10000
0.126,1.000161040188662,0.999995454595632,-0.2099936020183523,0,10000
0.127,1.000161023672856,0.9999954739055054,-0.2099936516714718,0,10000
0.128,1.000161006743082,0.9999954942396118,-0.2099937024461563,0,10000
0.129,1.000160989646219,0.9999955150946417,-0.2099937536556213,0,10000
0.13,1.000160972254273,0.9999955367315349,-0.2099938056559288,0,10000
0.131,1.000160954567244,0.9999955591502914,-0.2099938584470787,0,10000
0.132,1.000160936585132,0.9999955823509111,-0.2099939120290713,0,10000
0.133,1.000160918307938,0.9999956063333941,-0.2099939664019062,0,10000
0.134,1.0001608998095,0.9999956309493629,-0.2099940213587823,0,10000
0.135,1.000160881249529,0.99999565587788,-0.209994076452393,0,10000
0.136,1.00016086247755,0.9999956814213241,-0.2099941321041787,0,10000
0.137,1.000160843493562,0.9999957075796955,-0.2099941883141396,0,10000
0.138,1.000160824297565,0.9999957343529938,-0.2099942450822756,0,10000
0.139,1.00016080488956,0.9999957617412193,-0.2099943024085866,0,10000
0.14,1.000160785423231,0.999995789435721,-0.209994359861925,0,10000
0.141,1.00016076599254,0.9999958172477899,-0.2099944171786871,0,10000
0.142,1.000160746453229,0.9999958454671458,-0.2099944747635765,0,10000
0.143,1.000160726805298,0.9999958740937891,-0.2099945326165933,0,10000
0.144,1.000160707048747,0.9999959031277195,-0.2099945907377375,0,10000
0.145,1.000160687183576,0.9999959325689372,-0.2099946491270091,0,10000
0.146,1.000160667384117,0.9999959620665022,-0.2099947072941505,0,10000
0.147,1.000160647636305,0.9999959916487298,-0.2099947652787173,0,10000
0.148,1.000160627862217,0.9999960214724797,-0.2099948232998406,0,10000
0.149,1.000160608061855,0.9999960515377521,-0.2099948813575203,0,10000
0.15,1.000160588235217,0.9999960818445467,-0.2099949394517563,0,10000
0.151,1.000160568382305,0.9999961123928637,-0.2099949975825488,0,10000
0.152,1.000160548677067,0.9999961428279942,-0.2099950552604356,0,10000
0.153,1.000160529037153,0.9999961733178617,-0.2099951127171342,0,10000
0.154,1.00016050943352,0.9999962039216905,-0.2099951700343677,0,10000
0.155,1.000160489866169,0.9999962346394804,-0.2099952272121362,0,10000
0.156,1.000160470335098,0.9999962654712315,-0.2099952842504396,0,10000
0.157,1.000160450843713,0.9999962964096245,-0.209995341139747,0,10000
0.158,1.000160431615298,0.99999632697462,-0.209995397254975,0,10000
0.159,1.000160412490312,0.9999963575092117,-0.2099954530427528,0,10000
0.16,1.000160393468758,0.9999963880133993,-0.2099955085030803,0,10000
0.161,1.000160374550634,0.999996418487183,-0.2099955636359576,0,10000
0.162,1.00016035573594,0.9999964489305628,-0.2099956184413846,0,10000
0.163,1.000160337024677,0.9999964793435389,-0.2099956729193615,0,10000
0.164,1.000160318416844,0.9999965097261108,-0.2099957270698881,0,10000
0.165,1.000160299912442,0.9999965400782788,-0.2099957808929645,0,10000
0.166,1.00016028151147,0.9999965704000429,-0.2099958343885907,0,10000
0.167,1.000160263213929,0.9999966006914029,-0.2099958875567666,0,10000
0.168,1.000160245019818,0.9999966309523591,-0.2099959403974923,0,10000
0.169,1.000160226986046,0.9999966610427495,-0.2099959927544901,0,10000
0.17,1.000160209165503,0.9999966908323004,-0.209996044482508,0,10000
0.171,1.000160191473277,0.9999967205301545,-0.2099960958147357,0,10000
0.172,1.000160173909367,0.9999967501363124,-0.2099961467511733,0,10000
0.173,1.000160156473773,0.9999967796507736,-0.2099961972918208,0,10000
0.174,1.000160139166495,0.9999968090735383,-0.2099962474366782,0,10000
0.175,1.000160121987532,0.9999968384046065,-0.2099962971857454,0,10000
0.176,1.000160104936886,0.9999968676439782,-0.2099963465390225,0,10000
0.177,1.000160088014556,0.9999968967916534,-0.2099963954965094,0,10000
0.178,1.000160071220542,0.9999969258476321,-0.2099964440582063,0,10000
0.179,1.000160054554844,0.9999969548119142,-0.209996492224113,0,10000
0.18,1.000160038017462,0.9999969836844997,-0.2099965399942296,0,10000
0.181,1.000160021720645,0.9999970119836964,-0.2099965870990469,0,10000
0.182,1.000160005612069,0.9999970399340432,-0.2099966336641957,0,10000
0.183,1.000159989656188,0.9999970676880735,-0.2099966797750189,0,10000
0.184,1.000159973853003,0.9999970952457872,-0.2099967254315166,0,10000
0.185,1.000159958202513,0.9999971226071842,-0.2099967706336888,0,10000
0.186,1.000159942704719,0.9999971497722647,-0.2099968153815354,0,10000
0.187,1.000159927359621,0.9999971767410285,-0.2099968596750564,0,10000
0.188,1.000159912167218,0.9999972035134757,-0.2099969035142519,0,10000
0.189,1.000159897127511,0.9999972300896063,-0.2099969468991219,0,10000
0.19,1.0001598822405,0.9999972564694204,-0.2099969898296662,0,10000
0.191,1.000159867506185,0.9999972826529178,-0.2099970323058851,0,10000
0.192,1.000159852924565,0.9999973086400986,-0.2099970743277784,0,10000
0.192511,1.00015984552761,0.999997321852155,-0.209997095639102,0,10000
0.192511,1.00015984552761,0.999997321852155,-0.209997095639102,0,10000
0.193,1.000159838442006,0.9999973347659624,-0.2099971160043726,0,10000
0.193756,1.000159827614527,0.9999973545590461,-0.209997147113324,0,10000
0.193756,1.000159827614527,0.9999973545590461,-0.209997147113324,0,10000
0.194,1.000159824117532,0.9999973609535648,-0.2099971571603602,0,10000
0.195,1.000159809969236,0.9999973868996247,-0.2099971977951044,0,10000
0.196,1.000159796055227,0.9999974125213966,-0.2099972377372466,0,10000
0.197,1.00015978239748,0.9999974377855587,-0.2099972769223551,0,10000
0.198,1.000159768897985,0.9999974628199715,-0.2099973156416273,0,10000
0.199,1.000159755896564,0.999997487131278,-0.2099973528947394,0,10000
0.2,1.000159742895143,0.9999975114425845,-0.2099973901478515,0,10000
0.201,1.000159729893722,0.9999975357538911,-0.2099974274009635,0,10000
0.202,1.000159717184123,0.9999975595930891,-0.209997463804124,0,10000
0.203,1.000159705409381,0.9999975819198796,-0.2099974974844498,0,10000
0.204,1.000159693634638,0.9999976042466702,-0.2099975311647756,0,10000
0.205,1.000159681859896,0.9999976265734607,-0.2099975648451014,0,10000
0.206,1.000159670085153,0.9999976489002512,-0.2099975985254272,0,10000
0.207,1.000159658310411,0.9999976712270418,-0.209997632205753,0,10000
0.208,1.000159646535668,0.9999976935538323,-0.2099976658860788,0,10000
0.209,1.000159634760925,0.9999977158806228,-0.2099976995664045,0,10000
0.21,1.000159623475716,0.9999977372985754,-0.2099977318428572,0,10000
0.211,1.000159613815997,0.9999977556987346,-0.209997759457753,0,10000
0.212,1.000159604156278,0.9999977740988938,-0.2099977870726488,0,10000
0.213,1.000159594496559,0.9999977924990531,-0.2099978146875446,0,10000
0.214,1.000159584836841,0.9999978108992122,-0.2099978423024404,0,10000
0.215,1.000159575177122,0.9999978292993714,-0.2099978699173362,0,10000
0.216,1.000159565517403,0.9999978476995307,-0.209997897532232,0,10000
0.217,1.000159555857684,0.9999978660996899,-0.2099979251471278,0,10000
0.218,1.000159546197966,0.9999978844998492,-0.2099979527620236,0,10000
0.219,1.000159536538247,0.9999979029000083,-0.2099979803769194,0,10000
0.22,1.000159526878528,0.9999979213001675,-0.2099980079918152,0,10000
0.221,1.000159517218809,0.9999979397003268,-0.209998035606711,0,10000
0.222,1.000159507559091,0.999997958100486,-0.2099980632216068,0,10000
0.223,1.000159497899372,0.9999979765006451,-0.2099980908365026,0,10000
0.224,1.000159488239653,0.9999979949008044,-0.2099981184513984,0,10000
0.225,1.000159478579935,0.9999980133009636,-0.2099981460662942,0,10000
0.226,1.000159469312169,0.9999980309353804,-0.2099981725642912,0,10000
0.227,1.000159461445694,0.9999980458321599,-0.2099981950692174,0,10000
0.228,1.000159453579218,0.9999980607289394,-0.2099982175741437,0,10000
0.229,1.000159445712742,0.9999980756257189,-0.2099982400790699,0,10000
0.23,1.000159437846266,0.9999980905224983,-0.2099982625839962,0,10000
0.231,1.000159429979791,0.9999981054192778,-0.2099982850889224,0,10000
0.232,1.000159422113315,0.9999981203160573,-0.2099983075938487,0,10000
0.233,1.000159414246839,0.9999981352128368,-0.2099983300987749,0,10000
0.234,1.000159406380363,0.9999981501096162,-0.2099983526037012,0,10000
0.235,1.000159398513888,0.9999981650063957,-0.2099983751086274,0,10000
0.236,1.000159390647412,0.9999981799031752,-0.2099983976135537,0,10000
0.237,1.000159382780936,0.9999981947999547,-0.2099984201184799,0,10000
0.238,1.000159374914461,0.9999982096967341,-0.2099984426234062,0,10000
0.239,1.000159367047985,0.9999982245935136,-0.2099984651283325,0,10000
0.24,1.000159359181509,0.9999982394902932,-0.2099984876332587,0,10000
0.241,1.000159351315033,0.9999982543870727,-0.209998510138185,0,10000
0.242,1.000159343756319,0.9999982686867884,-0.2099985317653295,0,10000
0.243,1.000159337386081,0.9999982806808347,-0.2099985500027605,0,10000
0.244,1.000159331015844,0.9999982926748809,-0.2099985682401916,0,10000
0.245,1.000159324645606,0.9999983046689271,-0.2099985864776227,0,10000
0.246,1.000159318275368,0.9999983166629733,-0.2099986047150537,0,10000
0.247,1.00015931190513,0.9999983286570195,-0.2099986229524848,0,10000
0.248,1.000159305534893,0.9999983406510657,-0.2099986411899158,0,10000
0.249,1.000159299164655,0.9999983526451121,-0.2099986594273469,0,10000
0.25,1.000159292794417,0.9999983646391583,-0.2099986776647779,0,10000
0.251,1.00015928642418,0.9999983766332045,-0.209998695902209,0,10000
0.252,1.000159280053942,0.9999983886272507,-0.2099987141396401,0,10000
0.253,1.000159273683704,0.9999984006212969,-0.2099987323770711,0,10000
0.254,1.000159267313466,0.9999984126153431,-0.2099987506145022,0,10000
0.255,1.000159260943229,0.9999984246093893,-0.2099987688519332,0,10000
0.256,1.000159254572991,0.9999984366034356,-0.2099987870893643,0,10000
0.257,1.000159248202753,0.9999984485974818,-0.2099988053267954,0,10000
0.258,1.000159241920945,0.9999984604282347,-0.2099988233104589,0,10000
0.259,1.000159236043105,0.9999984715130219,-0.2099988401348461,0,10000
0.26,1.000159230221867,0.9999984824932874,-0.2099988567968005,0,10000
0.261,1.000159224457231,0.9999984933690313,-0.2099988732963221,0,10000
0.262,1.000159218749197,0.9999985041402538,-0.2099988896334107,0,10000
0.263,1.000159213097766,0.9999985148069547,-0.2099989058080665,0,10000
0.264,1.000159207502938,0.9999985253691339,-0.2099989218202895,0,10000
0.265,1.000159201964711,0.9999985358267917,-0.2099989376700796,0,10000
0.266,1.000159196483086,0.9999985461799278,-0.2099989533574369,0,10000
0.267,1.000159191058065,0.9999985564285423,-0.2099989688823613,0,10000
0.268,1.000159185689645,0.9999985665726353,-0.2099989842448529,0,10000
0.269,1.000159180377828,0.9999985766122068,-0.2099989994449116,0,10000
0.27,1.000159175122612,0.9999985865472568,-0.2099990144825375,0,10000
0.271,1.000159169924,0.999998596377785,-0.2099990293577305,0,10000
0.272,1.000159164781989,0.9999986061037919,-0.2099990440704906,0,10000
0.273,1.000159159696581,0.999998615725277,-0.2099990586208179,0,10000
0.274,1.000159154667775,0.9999986252422407,-0.2099990730087124,0,10000
0.275,1.000159149695571,0.9999986346546827,-0.209999087234174,0,10000
0.276,1.00015914477997,0.9999986439626033,-0.2099991012972027,0,10000
0.277,1.000159139920971,0.9999986531660022,-0.2099991151977986,0,10000
0.278,1.000159135118574,0.9999986622648795,-0.2099991289359616,0,10000
0.279,1.00015913037278,0.9999986712592354,-0.2099991425116918,0,10000
0.28,1.000159125683588,0.9999986801490697,-0.2099991559249892,0,10000
0.281,1.000159121050998,0.9999986889343824,-0.2099991691758537,0,10000
0.282,1.00015911647501,0.9999986976151735,-0.2099991822642853,0,10000
0.283,1.000159111955625,0.999998706191443,-0.209999195190284,0,10000
0.284,1.000159107492842,0.999998714663191,-0.20999920795385,0,10000
0.285,1.000159103086661,0.9999987230304175,-0.209999220554983,0,10000
0.286,1.000159098737082,0.9999987312931223,-0.2099992329936833,0,10000
0.287,1.000159094444106,0.9999987394513056,-0.2099992452699506,0,10000
0.288,1.000159090207732,0.9999987475049674,-0.2099992573837852,0,10000
0.289,1.000159086027961,0.9999987554541074,-0.2099992693351868,0,10000
0.29,1.000159081900598,0.9999987633159549,-0.2099992811344057,0,10000
0.291,1.000159077808018,0.9999987711629313,-0.209999292824528,0,10000
0.292,1.00015907377048,0.9999987789117938,-0.2099993043560296,0,10000
0.293,1.000159069787985,0.9999987865625423,-0.2099993157289104,0,10000
0.294,1.000159065860533,0.999998794115177,-0.2099993269431706,0,10000
0.295,1.000159061988123,0.9999988015696977,-0.20999933799881,0,10000
0.296,1.000159058170756,0.9999988089261045,-0.2099993488958288,0,10000
0.297,1.000159054408432,0.9999988161843973,-0.2099993596342268,0,10000
0.298,1.000159050701151,0.9999988233445763,-0.2099993702140042,0,10000
0.299,1.000159047048912,0.9999988304066415,-0.2099993806351608,0,10000
0.3,1.000159043451716,0.9999988373705927,-0.2099993908976967,0,10000
0.301,1.000159039909563,0.9999988442364299,-0.2099994010016119,0,10000
0.302,1.000159036422453,0.9999988510041533,-0.2099994109469065,0,10000
0.303,1.000159032990385,0.9999988576737627,-0.2099994207335803,0,10000
0.304,1.00015902961336,0.9999988642452583,-0.2099994303616334,0,10000
0.305,1.000159026291377,0.99999887071864,-0.2099994398310658,0,10000
0.306,1.000159023024438,0.9999988770939079,-0.2099994491418775,0,10000
0.307,1.000159019812541,0.9999988833710618,-0.2099994582940685,0,10000
0.308,1.000159016655687,0.9999988895501017,-0.2099994672876387,0,10000
0.309,1.000159013553875,0.9999988956310277,-0.2099994761225883,0,10000
0.31,1.000159010507107,0.9999989016138399,-0.2099994847989172,0,10000
0.311,1.000159007515381,0.9999989074985381,-0.2099994933166253,0,10000
0.312,1.000159004578697,0.9999989132851225,-0.2099995016757128,0,10000
0.313,1.000159001697057,0.9999989189735928,-0.2099995098761795,0,10000
0.314,1.000158998870459,0.9999989245639495,-0.2099995179180256,0,10000
0.315,1.000158996098904,0.999998930056192,-0.2099995258012509,0,10000
0.316,1.000158993382392,0.9999989354503207,-0.2099995335258556,0,10000
0.317,1.000158990720922,0.9999989407463357,-0.2099995410918395,0,10000
0.318,1.000158988114495,0.9999989459442366,-0.2099995484992027,0,10000
0.319,1.000158985563111,0.9999989510440236,-0.2099995557479453,0,10000
0.32,1.000158983066769,0.9999989560456967,-0.2099995628380671,0,10000
0.321,1.000158980625471,0.9999989609492559,-0.2099995697695682,0,10000
0.322,1.000158978182742,0.9999989658639928,-0.2099995767035673,0,10000
0.323,1.000158975437621,0.9999989713723616,-0.2099995844987231,0,10000
0.324,1.000158972722691,0.9999989768307148,-0.2099995922061652,0,10000
0.325,1.000158970037949,0.9999989822390524,-0.2099995998258936,0,10000
0.326,1.000158967383398,0.9999989875973744,-0.2099996073579082,0,10000
0.327,1.000158964759036,0.9999989929056808,-0.2099996148022091,0,10000
0.328,1.000158962164863,0.9999989981639718,-0.2099996221587963,0,10000
0.329,1.000158959600881,0.9999990033722471,-0.2099996294276697,0,10000
0.33,1.000158957067087,0.9999990085305068,-0.2099996366088294,0,10000
0.331,1.000158954563484,0.999999013638751,-0.2099996437022754,0,10000
0.332,1.00015895209007,0.9999990186969796,-0.2099996507080077,0,10000
0.333,1.000158949646846,0.9999990237051927,-0.2099996576260262,0,10000
0.334,1.000158947233812,0.9999990286633901,-0.2099996644563309,0,10000
0.335,1.000158944850967,0.9999990335715719,-0.209999671198922,0,10000
0.336,1.000158942498311,0.9999990384297383,-0.2099996778537993,0,10000
0.337,1.000158940175846,0.999999043237889,-0.2099996844209629,0,10000
0.338,1.00015893788357,0.9999990479960242,-0.2099996909004127,0,10000
0.339,1.000158935621484,0.9999990527041438,-0.2099996972921489,0,10000
0.34,1.000158933389587,0.9999990573622479,-0.2099997035961713,0,10000
0.341,1.00015893118788,0.9999990619703364,-0.2099997098124799,0,10000
0.342,1.000158929016363,0.9999990665284093,-0.2099997159410749,0,10000
0.343,1.000158926875035,0.9999990710364665,-0.209999721981956,0,10000
0.344,1.000158924763897,0.9999990754945083,-0.2099997279351235,0,10000
0.345,1.000158922682948,0.9999990799025344,-0.2099997338005772,0,10000
0.346,1.000158920632189,0.9999990842605451,-0.2099997395783172,0,10000
0.347,1.00015891861162,0.99999908856854,-0.2099997452683435,0,10000
0.348,1.000158916621241,0.9999990928265196,-0.209999750870656,0,10000
0.349,1.000158914661051,0.9999990970344834,-0.2099997563852548,0,10000
0.35,1.00015891273105,0.9999991011924317,-0.2099997618121399,0,10000
0.351,1.00015891083124,0.9999991053003644,-0.2099997671513112,0,10000
0.352,1.000158908961619,0.9999991093582816,-0.2099997724027688,0,10000
0.353,1.000158907122187,0.9999991133661832,-0.2099997775665127,0,10000
0.354,1.000158905312946,0.9999991173240692,-0.2099997826425428,0,10000
0.355,1.000158903533894,0.9999991212319397,-0.2099997876308592,0,10000
0.356,1.000158901785031,0.9999991250897946,-0.2099997925314619,0,10000
0.357,1.000158900066358,0.9999991288976339,-0.2099997973443509,0,10000
0.358,1.000158898377875,0.9999991326554576,-0.2099998020695261,0,10000
0.359,1.000158896719582,0.9999991363632658,-0.2099998067069875,0,10000
0.36,1.000158895091478,0.9999991400210583,-0.2099998112567353,0,10000
0.361,1.000158893493564,0.9999991436288354,-0.2099998157187693,0,10000
0.362,1.000158891925839,0.9999991471865968,-0.2099998200930896,0,10000
0.363,1.000158890388304,0.9999991506943426,-0.2099998243796962,0,10000
0.364,1.000158888880959,0.999999154152073,-0.209999828578589,0,10000
0.365,1.000158887403803,0.9999991575597877,-0.209999832689768,0,10000
0.366,1.000158885956837,0.9999991609174869,-0.2099998367132334,0,10000
0.367,1.000158884540061,0.9999991642251705,-0.209999840648985,0,10000
0.368,1.000158883153474,0.9999991674828385,-0.2099998444970229,0,10000
0.369,1.000158881797077,0.9999991706904908,-0.2099998482573471,0,10000
0.37,1.000158880470869,0.9999991738481278,-0.2099998519299575,0,10000
0.371,1.000158879174851,0.999999176955749,-0.2099998555148542,0,10000
0.372,1.000158877909023,0.9999991800133549,-0.2099998590120372,0,10000
0.373,1.000158876673385,0.9999991830209449,-0.2099998624215064,0,10000
0.374,1.000158875467936,0.9999991859785196,-0.2099998657432619,0,10000
0.375,1.000158874292677,0.9999991888860786,-0.2099998689773037,0,10000
0.376,1.000158873147607,0.9999991917436221,-0.2099998721236317,0,10000
