time;WPP4A_WPP_wPPControl_measurements_PPu;WPP4A_WPP_wPPControl_measurements_QPu;WPP4A_WPP_wPPControl_measurements_UPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;WPP4A_WPP_wT4ACurrentSource_gridProtection_fOCB;
3.506151;0.483117;-0.210007;1.018370;1.014786;0.085357;-0.455448;-0.245256;-1.000000;
3.506284;0.483121;-0.210007;1.018370;1.014786;0.085358;-0.455452;-0.245257;-1.000000;
3.506551;0.483128;-0.210007;1.018370;1.014786;0.085360;-0.455459;-0.245258;-1.000000;
3.506684;0.483132;-0.210007;1.018370;1.014786;0.085361;-0.455462;-0.245259;-1.000000;
3.506950;0.483140;-0.210007;1.018370;1.014786;0.085363;-0.455469;-0.245260;-1.000000;
3.507083;0.483143;-0.210007;1.018370;1.014786;0.085364;-0.455472;-0.245261;-1.000000;
3.507349;0.483151;-0.210007;1.018369;1.014785;0.085366;-0.455479;-0.245263;-1.000000;
3.507482;0.483154;-0.210007;1.018369;1.014785;0.085367;-0.455483;-0.245263;-1.000000;
3.507748;0.483162;-0.210007;1.018369;1.014785;0.085369;-0.455489;-0.245265;-1.000000;
3.507882;0.483165;-0.210007;1.018369;1.014785;0.085370;-0.455493;-0.245266;-1.000000;
3.508148;0.483173;-0.210007;1.018369;1.014784;0.085372;-0.455500;-0.245267;-1.000000;
3.508281;0.483177;-0.210007;1.018369;1.014784;0.085372;-0.455503;-0.245268;-1.000000;
3.508547;0.483184;-0.210007;1.018369;1.014784;0.085374;-0.455510;-0.245269;-1.000000;
3.508680;0.483188;-0.210007;1.018369;1.014784;0.085375;-0.455513;-0.245270;-1.000000;
3.508946;0.483195;-0.210006;1.018369;1.014784;0.085377;-0.455520;-0.245272;-1.000000;
3.509079;0.483199;-0.210006;1.018369;1.014784;0.085378;-0.455524;-0.245272;-1.000000;
3.509346;0.483206;-0.210006;1.018369;1.014783;0.085380;-0.455530;-0.245274;-1.000000;
3.509479;0.483210;-0.210006;1.018369;1.014783;0.085381;-0.455534;-0.245274;-1.000000;
3.509745;0.483217;-0.210006;1.018369;1.014783;0.085383;-0.455541;-0.245276;-1.000000;
3.509878;0.483221;-0.210006;1.018368;1.014783;0.085384;-0.455544;-0.245277;-1.000000;
3.510144;0.483228;-0.210006;1.018368;1.014782;0.085386;-0.455551;-0.245278;-1.000000;
3.510277;0.483232;-0.210006;1.018368;1.014782;0.085387;-0.455554;-0.245279;-1.000000;
3.510544;0.483239;-0.210006;1.018368;1.014782;0.085388;-0.455561;-0.245280;-1.000000;
3.510677;0.483243;-0.210006;1.018368;1.014782;0.085389;-0.455565;-0.245281;-1.000000;
3.510943;0.483250;-0.210006;1.018368;1.014782;0.085391;-0.455571;-0.245283;-1.000000;
3.511076;0.483254;-0.210006;1.018368;1.014782;0.085392;-0.455575;-0.245283;-1.000000;
3.511342;0.483262;-0.210006;1.018368;1.014781;0.085394;-0.455582;-0.245285;-1.000000;
3.511475;0.483265;-0.210006;1.018368;1.014781;0.085395;-0.455585;-0.245286;-1.000000;
3.511741;0.483273;-0.210006;1.018368;1.014781;0.085397;-0.455592;-0.245287;-1.000000;
3.511875;0.483276;-0.210006;1.018368;1.014781;0.085398;-0.455595;-0.245288;-1.000000;
3.512141;0.483284;-0.210006;1.018368;1.014780;0.085400;-0.455602;-0.245289;-1.000000;
3.512274;0.483287;-0.210006;1.018368;1.014780;0.085401;-0.455605;-0.245290;-1.000000;
3.512540;0.483295;-0.210006;1.018367;1.014780;0.085403;-0.455612;-0.245291;-1.000000;
3.512673;0.483298;-0.210006;1.018367;1.014780;0.085403;-0.455616;-0.245292;-1.000000;
3.512939;0.483306;-0.210006;1.018367;1.014780;0.085405;-0.455622;-0.245294;-1.000000;
3.513072;0.483309;-0.210006;1.018367;1.014780;0.085406;-0.455626;-0.245294;-1.000000;
3.513339;0.483317;-0.210006;1.018367;1.014779;0.085408;-0.455632;-0.245296;-1.000000;
3.513472;0.483320;-0.210006;1.018367;1.014779;0.085409;-0.455636;-0.245297;-1.000000;
3.513738;0.483328;-0.210006;1.018367;1.014779;0.085411;-0.455643;-0.245298;-1.000000;
3.513871;0.483331;-0.210006;1.018367;1.014779;0.085412;-0.455646;-0.245299;-1.000000;
3.514137;0.483339;-0.210006;1.018367;1.014779;0.085414;-0.455653;-0.245300;-1.000000;
3.514270;0.483342;-0.210006;1.018367;1.014778;0.085415;-0.455656;-0.245301;-1.000000;
3.514537;0.483350;-0.210006;1.018367;1.014778;0.085417;-0.455663;-0.245302;-1.000000;
3.514670;0.483353;-0.210006;1.018367;1.014778;0.085417;-0.455666;-0.245303;-1.000000;
3.514936;0.483361;-0.210006;1.018366;1.014778;0.085419;-0.455673;-0.245305;-1.000000;
3.515069;0.483364;-0.210006;1.018366;1.014778;0.085420;-0.455676;-0.245305;-1.000000;
3.515335;0.483372;-0.210006;1.018366;1.014777;0.085422;-0.455683;-0.245307;-1.000000;
3.515468;0.483375;-0.210006;1.018366;1.014777;0.085423;-0.455687;-0.245308;-1.000000;
3.515734;0.483383;-0.210006;1.018366;1.014777;0.085425;-0.455693;-0.245309;-1.000000;
3.515868;0.483386;-0.210006;1.018366;1.014777;0.085426;-0.455697;-0.245310;-1.000000;
3.516134;0.483394;-0.210006;1.018366;1.014777;0.085428;-0.455703;-0.245311;-1.000000;
3.516267;0.483397;-0.210006;1.018366;1.014776;0.085429;-0.455707;-0.245312;-1.000000;
3.516533;0.483405;-0.210006;1.018366;1.014776;0.085430;-0.455714;-0.245313;-1.000000;
3.516666;0.483408;-0.210006;1.018366;1.014776;0.085431;-0.455717;-0.245314;-1.000000;
3.516932;0.483415;-0.210006;1.018366;1.014776;0.085433;-0.455724;-0.245316;-1.000000;
3.517065;0.483419;-0.210006;1.018366;1.014776;0.085434;-0.455727;-0.245316;-1.000000;
3.517332;0.483426;-0.210006;1.018366;1.014775;0.085436;-0.455734;-0.245318;-1.000000;
3.517465;0.483430;-0.210006;1.018365;1.014775;0.085437;-0.455737;-0.245319;-1.000000;
3.517731;0.483437;-0.210006;1.018365;1.014775;0.085439;-0.455744;-0.245320;-1.000000;
3.517864;0.483441;-0.210006;1.018365;1.014775;0.085440;-0.455747;-0.245321;-1.000000;
3.518130;0.483448;-0.210006;1.018365;1.014775;0.085442;-0.455754;-0.245322;-1.000000;
3.518263;0.483452;-0.210006;1.018365;1.014774;0.085443;-0.455757;-0.245323;-1.000000;
3.518530;0.483459;-0.210006;1.018365;1.014774;0.085444;-0.455764;-0.245324;-1.000000;
3.518663;0.483463;-0.210006;1.018365;1.014774;0.085445;-0.455767;-0.245325;-1.000000;
3.518929;0.483470;-0.210006;1.018365;1.014774;0.085447;-0.455774;-0.245327;-1.000000;
3.519062;0.483474;-0.210006;1.018365;1.014774;0.085448;-0.455777;-0.245327;-1.000000;
3.519328;0.483481;-0.210006;1.018365;1.014773;0.085450;-0.455784;-0.245329;-1.000000;
3.519461;0.483485;-0.210006;1.018365;1.014773;0.085451;-0.455788;-0.245330;-1.000000;
3.519727;0.483492;-0.210006;1.018365;1.014773;0.085453;-0.455794;-0.245331;-1.000000;
3.519861;0.483496;-0.210006;1.018365;1.014773;0.085454;-0.455798;-0.245332;-1.000000;
3.520127;0.483503;-0.210006;1.018364;1.014773;0.085456;-0.455804;-0.245333;-1.000000;
3.520260;0.483506;-0.210006;1.018364;1.014772;0.085456;-0.455808;-0.245334;-1.000000;
3.520526;0.483514;-0.210006;1.018364;1.014772;0.085458;-0.455814;-0.245335;-1.000000;
3.520659;0.483517;-0.210006;1.018364;1.014772;0.085459;-0.455818;-0.245336;-1.000000;
3.520925;0.483525;-0.210006;1.018364;1.014772;0.085461;-0.455824;-0.245338;-1.000000;
3.521058;0.483528;-0.210006;1.018364;1.014772;0.085462;-0.455828;-0.245338;-1.000000;
3.521325;0.483535;-0.210006;1.018364;1.014771;0.085464;-0.455834;-0.245340;-1.000000;
3.521458;0.483539;-0.210006;1.018364;1.014771;0.085465;-0.455838;-0.245340;-1.000000;
3.521724;0.483546;-0.210006;1.018364;1.014771;0.085467;-0.455844;-0.245342;-1.000000;
3.521857;0.483550;-0.210006;1.018364;1.014771;0.085468;-0.455848;-0.245343;-1.000000;
3.522123;0.483557;-0.210006;1.018364;1.014771;0.085469;-0.455855;-0.245344;-1.000000;
3.522256;0.483561;-0.210006;1.018364;1.014771;0.085470;-0.455858;-0.245345;-1.000000;
3.522523;0.483568;-0.210006;1.018363;1.014770;0.085472;-0.455865;-0.245346;-1.000000;
3.522656;0.483572;-0.210006;1.018363;1.014770;0.085473;-0.455868;-0.245347;-1.000000;
3.522922;0.483579;-0.210006;1.018363;1.014770;0.085475;-0.455875;-0.245348;-1.000000;
3.523055;0.483582;-0.210006;1.018363;1.014770;0.085476;-0.455878;-0.245349;-1.000000;
3.523321;0.483590;-0.210006;1.018363;1.014770;0.085478;-0.455885;-0.245351;-1.000000;
3.523454;0.483593;-0.210006;1.018363;1.014769;0.085479;-0.455888;-0.245351;-1.000000;
3.523720;0.483601;-0.210006;1.018363;1.014769;0.085480;-0.455895;-0.245353;-1.000000;
3.523854;0.483604;-0.210006;1.018363;1.014769;0.085481;-0.455898;-0.245353;-1.000000;
3.524120;0.483611;-0.210006;1.018363;1.014769;0.085483;-0.455905;-0.245355;-1.000000;
3.524253;0.483615;-0.210006;1.018363;1.014769;0.085484;-0.455908;-0.245356;-1.000000;
3.524519;0.483622;-0.210006;1.018363;1.014768;0.085486;-0.455915;-0.245357;-1.000000;
3.524652;0.483626;-0.210006;1.018363;1.014768;0.085487;-0.455918;-0.245358;-1.000000;
3.524918;0.483633;-0.210006;1.018363;1.014768;0.085489;-0.455924;-0.245359;-1.000000;
3.525051;0.483637;-0.210006;1.018363;1.014768;0.085490;-0.455928;-0.245360;-1.000000;
3.525318;0.483644;-0.210006;1.018362;1.014768;0.085491;-0.455934;-0.245361;-1.000000;
3.525451;0.483647;-0.210006;1.018362;1.014767;0.085492;-0.455938;-0.245362;-1.000000;
3.525717;0.483655;-0.210006;1.018362;1.014767;0.085494;-0.455944;-0.245364;-1.000000;
3.525850;0.483658;-0.210006;1.018362;1.014767;0.085495;-0.455948;-0.245364;-1.000000;
3.526116;0.483665;-0.210006;1.018362;1.014767;0.085497;-0.455954;-0.245366;-1.000000;
3.526249;0.483669;-0.210006;1.018362;1.014767;0.085498;-0.455958;-0.245366;-1.000000;
3.526516;0.483676;-0.210006;1.018362;1.014766;0.085500;-0.455964;-0.245368;-1.000000;
3.526649;0.483680;-0.210006;1.018362;1.014766;0.085501;-0.455968;-0.245369;-1.000000;
3.526915;0.483687;-0.210006;1.018362;1.014766;0.085502;-0.455974;-0.245370;-1.000000;
3.527048;0.483691;-0.210006;1.018362;1.014766;0.085503;-0.455978;-0.245371;-1.000000;
3.527314;0.483698;-0.210006;1.018362;1.014766;0.085505;-0.455984;-0.245372;-1.000000;
3.527447;0.483701;-0.210006;1.018362;1.014766;0.085506;-0.455988;-0.245373;-1.000000;
3.527713;0.483708;-0.210006;1.018361;1.014765;0.085508;-0.455994;-0.245374;-1.000000;
3.527847;0.483712;-0.210006;1.018361;1.014765;0.085509;-0.455997;-0.245375;-1.000000;
3.528113;0.483719;-0.210006;1.018361;1.014765;0.085511;-0.456004;-0.245377;-1.000000;
3.528246;0.483723;-0.210006;1.018361;1.014765;0.085511;-0.456007;-0.245377;-1.000000;
3.528512;0.483730;-0.210006;1.018361;1.014764;0.085513;-0.456014;-0.245379;-1.000000;
3.528645;0.483734;-0.210006;1.018361;1.014764;0.085514;-0.456017;-0.245379;-1.000000;
3.528911;0.483741;-0.210006;1.018361;1.014764;0.085516;-0.456024;-0.245381;-1.000000;
3.529044;0.483744;-0.210006;1.018361;1.014764;0.085517;-0.456027;-0.245382;-1.000000;
3.529311;0.483751;-0.210006;1.018361;1.014764;0.085519;-0.456034;-0.245383;-1.000000;
3.529444;0.483755;-0.210006;1.018361;1.014764;0.085520;-0.456037;-0.245384;-1.000000;
3.529710;0.483762;-0.210006;1.018361;1.014763;0.085522;-0.456044;-0.245385;-1.000000;
3.529843;0.483766;-0.210006;1.018361;1.014763;0.085522;-0.456047;-0.245386;-1.000000;
3.530109;0.483773;-0.210006;1.018361;1.014763;0.085524;-0.456054;-0.245387;-1.000000;
3.530242;0.483776;-0.210006;1.018361;1.014763;0.085525;-0.456057;-0.245388;-1.000000;
3.530509;0.483784;-0.210006;1.018360;1.014763;0.085527;-0.456063;-0.245389;-1.000000;
3.530642;0.483787;-0.210006;1.018360;1.014762;0.085528;-0.456067;-0.245390;-1.000000;
3.530908;0.483794;-0.210006;1.018360;1.014762;0.085530;-0.456073;-0.245392;-1.000000;
3.531041;0.483798;-0.210006;1.018360;1.014762;0.085531;-0.456077;-0.245392;-1.000000;
3.531307;0.483805;-0.210006;1.018360;1.014762;0.085532;-0.456083;-0.245394;-1.000000;
3.531440;0.483808;-0.210006;1.018360;1.014762;0.085533;-0.456087;-0.245394;-1.000000;
3.531706;0.483816;-0.210006;1.018360;1.014761;0.085535;-0.456093;-0.245396;-1.000000;
3.531840;0.483819;-0.210006;1.018360;1.014761;0.085536;-0.456096;-0.245397;-1.000000;
3.532106;0.483826;-0.210006;1.018360;1.014761;0.085538;-0.456103;-0.245398;-1.000000;
3.532239;0.483830;-0.210006;1.018360;1.014761;0.085539;-0.456106;-0.245399;-1.000000;
3.532505;0.483837;-0.210006;1.018360;1.014761;0.085541;-0.456113;-0.245400;-1.000000;
3.532638;0.483841;-0.210006;1.018360;1.014761;0.085541;-0.456116;-0.245401;-1.000000;
3.532904;0.483848;-0.210006;1.018359;1.014760;0.085543;-0.456123;-0.245402;-1.000000;
3.533037;0.483851;-0.210006;1.018359;1.014760;0.085544;-0.456126;-0.245403;-1.000000;
3.533304;0.483858;-0.210006;1.018359;1.014760;0.085546;-0.456132;-0.245404;-1.000000;
3.533437;0.483862;-0.210006;1.018359;1.014760;0.085547;-0.456136;-0.245405;-1.000000;
3.533703;0.483869;-0.210006;1.018359;1.014759;0.085549;-0.456142;-0.245407;-1.000000;
3.533836;0.483872;-0.210006;1.018359;1.014759;0.085550;-0.456146;-0.245407;-1.000000;
3.534102;0.483880;-0.210006;1.018359;1.014759;0.085551;-0.456152;-0.245409;-1.000000;
3.534235;0.483883;-0.210006;1.018359;1.014759;0.085552;-0.456155;-0.245409;-1.000000;
3.534502;0.483890;-0.210006;1.018359;1.014759;0.085554;-0.456162;-0.245411;-1.000000;
3.534635;0.483894;-0.210006;1.018359;1.014759;0.085555;-0.456165;-0.245412;-1.000000;
3.534901;0.483901;-0.210006;1.018359;1.014758;0.085557;-0.456172;-0.245413;-1.000000;
3.535034;0.483904;-0.210006;1.018359;1.014758;0.085558;-0.456175;-0.245414;-1.000000;
3.535300;0.483911;-0.210006;1.018359;1.014758;0.085560;-0.456182;-0.245415;-1.000000;
3.535433;0.483915;-0.210006;1.018359;1.014758;0.085560;-0.456185;-0.245416;-1.000000;
3.535699;0.483922;-0.210006;1.018358;1.014758;0.085562;-0.456191;-0.245417;-1.000000;
3.535833;0.483926;-0.210006;1.018358;1.014757;0.085563;-0.456195;-0.245418;-1.000000;
3.536099;0.483933;-0.210006;1.018358;1.014757;0.085565;-0.456201;-0.245419;-1.000000;
3.536232;0.483936;-0.210006;1.018358;1.014757;0.085566;-0.456204;-0.245420;-1.000000;
3.536498;0.483943;-0.210006;1.018358;1.014757;0.085568;-0.456211;-0.245421;-1.000000;
3.536631;0.483947;-0.210006;1.018358;1.014757;0.085569;-0.456214;-0.245422;-1.000000;
3.536897;0.483954;-0.210006;1.018358;1.014756;0.085570;-0.456221;-0.245424;-1.000000;
3.537030;0.483957;-0.210006;1.018358;1.014756;0.085571;-0.456224;-0.245424;-1.000000;
3.537297;0.483964;-0.210006;1.018358;1.014756;0.085573;-0.456231;-0.245426;-1.000000;
3.537430;0.483968;-0.210006;1.018358;1.014756;0.085574;-0.456234;-0.245426;-1.000000;
3.537696;0.483975;-0.210006;1.018358;1.014756;0.085576;-0.456240;-0.245428;-1.000000;
3.537829;0.483979;-0.210006;1.018358;1.014756;0.085577;-0.456244;-0.245429;-1.000000;
3.538095;0.483986;-0.210006;1.018357;1.014755;0.085578;-0.456250;-0.245430;-1.000000;
3.538228;0.483989;-0.210006;1.018357;1.014755;0.085579;-0.456253;-0.245431;-1.000000;
3.538494;0.483996;-0.210006;1.018357;1.014755;0.085581;-0.456260;-0.245432;-1.000000;
3.538628;0.484000;-0.210006;1.018357;1.014755;0.085582;-0.456263;-0.245433;-1.000000;
3.538894;0.484007;-0.210006;1.018357;1.014755;0.085584;-0.456270;-0.245434;-1.000000;
3.539027;0.484010;-0.210006;1.018357;1.014754;0.085585;-0.456273;-0.245435;-1.000000;
3.539293;0.484017;-0.210006;1.018357;1.014754;0.085586;-0.456279;-0.245436;-1.000000;
3.539426;0.484021;-0.210006;1.018357;1.014754;0.085587;-0.456283;-0.245437;-1.000000;
3.539692;0.484028;-0.210006;1.018357;1.014754;0.085589;-0.456289;-0.245438;-1.000000;
3.539825;0.484031;-0.210006;1.018357;1.014754;0.085590;-0.456292;-0.245439;-1.000000;
3.540092;0.484038;-0.210006;1.018357;1.014753;0.085592;-0.456299;-0.245441;-1.000000;
3.540225;0.484042;-0.210006;1.018357;1.014753;0.085593;-0.456302;-0.245441;-1.000000;
3.540491;0.484049;-0.210006;1.018357;1.014753;0.085595;-0.456308;-0.245443;-1.000000;
3.540624;0.484052;-0.210006;1.018357;1.014753;0.085595;-0.456312;-0.245443;-1.000000;
3.540890;0.484059;-0.210006;1.018356;1.014753;0.085597;-0.456318;-0.245445;-1.000000;
3.541023;0.484063;-0.210006;1.018356;1.014753;0.085598;-0.456321;-0.245445;-1.000000;
3.541290;0.484070;-0.210006;1.018356;1.014752;0.085600;-0.456328;-0.245447;-1.000000;
3.541423;0.484073;-0.210006;1.018356;1.014752;0.085601;-0.456331;-0.245448;-1.000000;
3.541689;0.484081;-0.210006;1.018356;1.014752;0.085603;-0.456338;-0.245449;-1.000000;
3.541822;0.484084;-0.210006;1.018356;1.014752;0.085603;-0.456341;-0.245450;-1.000000;
3.542088;0.484091;-0.210006;1.018356;1.014752;0.085605;-0.456347;-0.245451;-1.000000;
3.542221;0.484095;-0.210006;1.018356;1.014751;0.085606;-0.456351;-0.245452;-1.000000;
3.542487;0.484102;-0.210006;1.018356;1.014751;0.085608;-0.456357;-0.245453;-1.000000;
3.542621;0.484105;-0.210006;1.018356;1.014751;0.085609;-0.456360;-0.245454;-1.000000;
3.542887;0.484112;-0.210006;1.018356;1.014751;0.085611;-0.456367;-0.245455;-1.000000;
3.543020;0.484115;-0.210006;1.018356;1.014751;0.085611;-0.456370;-0.245456;-1.000000;
3.543286;0.484122;-0.210006;1.018356;1.014750;0.085613;-0.456376;-0.245457;-1.000000;
3.543419;0.484126;-0.210006;1.018355;1.014750;0.085614;-0.456380;-0.245458;-1.000000;
3.543685;0.484133;-0.210006;1.018355;1.014750;0.085616;-0.456386;-0.245460;-1.000000;
3.543818;0.484136;-0.210006;1.018355;1.014750;0.085617;-0.456389;-0.245460;-1.000000;
3.544085;0.484143;-0.210006;1.018355;1.014750;0.085619;-0.456396;-0.245462;-1.000000;
3.544218;0.484147;-0.210006;1.018355;1.014750;0.085619;-0.456399;-0.245462;-1.000000;
3.544484;0.484154;-0.210006;1.018355;1.014749;0.085621;-0.456405;-0.245464;-1.000000;
3.544617;0.484157;-0.210006;1.018355;1.014749;0.085622;-0.456409;-0.245464;-1.000000;
3.544883;0.484164;-0.210006;1.018355;1.014749;0.085624;-0.456415;-0.245466;-1.000000;
3.545016;0.484168;-0.210006;1.018355;1.014749;0.085625;-0.456418;-0.245467;-1.000000;
3.545283;0.484175;-0.210006;1.018355;1.014749;0.085627;-0.456425;-0.245468;-1.000000;
3.545416;0.484178;-0.210006;1.018355;1.014748;0.085627;-0.456428;-0.245469;-1.000000;
3.545682;0.484185;-0.210006;1.018355;1.014748;0.085629;-0.456434;-0.245470;-1.000000;
3.545815;0.484189;-0.210006;1.018355;1.014748;0.085630;-0.456438;-0.245471;-1.000000;
3.546081;0.484196;-0.210006;1.018354;1.014748;0.085632;-0.456444;-0.245472;-1.000000;
3.546214;0.484199;-0.210006;1.018354;1.014748;0.085633;-0.456447;-0.245473;-1.000000;
3.546480;0.484206;-0.210006;1.018354;1.014747;0.085635;-0.456454;-0.245474;-1.000000;
3.546614;0.484210;-0.210006;1.018354;1.014747;0.085635;-0.456457;-0.245475;-1.000000;
3.546880;0.484217;-0.210006;1.018354;1.014747;0.085637;-0.456463;-0.245476;-1.000000;
3.547013;0.484220;-0.210006;1.018354;1.014747;0.085638;-0.456466;-0.245477;-1.000000;
3.547279;0.484227;-0.210006;1.018354;1.014747;0.085640;-0.456473;-0.245478;-1.000000;
3.547412;0.484230;-0.210006;1.018354;1.014747;0.085641;-0.456476;-0.245479;-1.000000;
3.547678;0.484237;-0.210006;1.018354;1.014746;0.085642;-0.456482;-0.245480;-1.000000;
3.547811;0.484241;-0.210006;1.018354;1.014746;0.085643;-0.456486;-0.245481;-1.000000;
3.548078;0.484248;-0.210006;1.018354;1.014746;0.085645;-0.456492;-0.245483;-1.000000;
3.548211;0.484251;-0.210006;1.018354;1.014746;0.085646;-0.456495;-0.245483;-1.000000;
3.548477;0.484258;-0.210006;1.018354;1.014746;0.085648;-0.456502;-0.245485;-1.000000;
3.548610;0.484262;-0.210006;1.018354;1.014745;0.085649;-0.456505;-0.245485;-1.000000;
3.548876;0.484269;-0.210006;1.018353;1.014745;0.085650;-0.456511;-0.245487;-1.000000;
3.549009;0.484272;-0.210006;1.018353;1.014745;0.085651;-0.456514;-0.245487;-1.000000;
3.549276;0.484279;-0.210006;1.018353;1.014745;0.085653;-0.456521;-0.245489;-1.000000;
3.549409;0.484282;-0.210006;1.018353;1.014745;0.085654;-0.456524;-0.245490;-1.000000;
3.549675;0.484289;-0.210006;1.018353;1.014744;0.085656;-0.456530;-0.245491;-1.000000;
3.549808;0.484293;-0.210006;1.018353;1.014744;0.085657;-0.456534;-0.245492;-1.000000;
3.550074;0.484300;-0.210006;1.018353;1.014744;0.085658;-0.456540;-0.245493;-1.000000;
3.550207;0.484303;-0.210006;1.018353;1.014744;0.085659;-0.456543;-0.245494;-1.000000;
3.550473;0.484310;-0.210006;1.018353;1.014744;0.085661;-0.456549;-0.245495;-1.000000;
3.550607;0.484313;-0.210006;1.018353;1.014744;0.085662;-0.456553;-0.245496;-1.000000;
3.550873;0.484320;-0.210006;1.018353;1.014743;0.085664;-0.456559;-0.245497;-1.000000;
3.551006;0.484324;-0.210006;1.018353;1.014743;0.085664;-0.456562;-0.245498;-1.000000;
3.551272;0.484331;-0.210006;1.018353;1.014743;0.085666;-0.456569;-0.245499;-1.000000;
3.551405;0.484334;-0.210006;1.018352;1.014743;0.085667;-0.456572;-0.245500;-1.000000;
3.551671;0.484341;-0.210006;1.018352;1.014743;0.085669;-0.456578;-0.245501;-1.000000;
3.551804;0.484345;-0.210006;1.018352;1.014742;0.085670;-0.456581;-0.245502;-1.000000;
3.552071;0.484351;-0.210006;1.018352;1.014742;0.085671;-0.456588;-0.245503;-1.000000;
3.552204;0.484355;-0.210006;1.018352;1.014742;0.085672;-0.456591;-0.245504;-1.000000;
3.552470;0.484362;-0.210006;1.018352;1.014742;0.085674;-0.456597;-0.245505;-1.000000;
3.552603;0.484365;-0.210006;1.018352;1.014742;0.085675;-0.456600;-0.245506;-1.000000;
3.552869;0.484372;-0.210006;1.018352;1.014741;0.085677;-0.456607;-0.245508;-1.000000;
3.553002;0.484375;-0.210006;1.018352;1.014741;0.085678;-0.456610;-0.245508;-1.000000;
3.553269;0.484382;-0.210006;1.018352;1.014741;0.085679;-0.456616;-0.245510;-1.000000;
3.553402;0.484386;-0.210006;1.018352;1.014741;0.085680;-0.456619;-0.245510;-1.000000;
3.553668;0.484393;-0.210006;1.018352;1.014741;0.085682;-0.456626;-0.245512;-1.000000;
3.553801;0.484396;-0.210006;1.018352;1.014741;0.085683;-0.456629;-0.245512;-1.000000;
3.554067;0.484403;-0.210006;1.018351;1.014740;0.085685;-0.456635;-0.245514;-1.000000;
3.554200;0.484406;-0.210006;1.018351;1.014740;0.085685;-0.456638;-0.245514;-1.000000;
3.554466;0.484413;-0.210006;1.018351;1.014740;0.085687;-0.456645;-0.245516;-1.000000;
3.554600;0.484417;-0.210006;1.018351;1.014740;0.085688;-0.456648;-0.245516;-1.000000;
3.554866;0.484424;-0.210006;1.018351;1.014740;0.085690;-0.456654;-0.245518;-1.000000;
3.554999;0.484427;-0.210006;1.018351;1.014739;0.085691;-0.456657;-0.245519;-1.000000;
3.555265;0.484434;-0.210006;1.018351;1.014739;0.085692;-0.456664;-0.245520;-1.000000;
3.555398;0.484437;-0.210006;1.018351;1.014739;0.085693;-0.456667;-0.245521;-1.000000;
3.555664;0.484444;-0.210006;1.018351;1.014739;0.085695;-0.456673;-0.245522;-1.000000;
3.555797;0.484448;-0.210006;1.018351;1.014739;0.085696;-0.456676;-0.245523;-1.000000;
3.556064;0.484454;-0.210006;1.018351;1.014738;0.085698;-0.456683;-0.245524;-1.000000;
3.556197;0.484458;-0.210006;1.018351;1.014738;0.085699;-0.456686;-0.245525;-1.000000;
3.556463;0.484465;-0.210006;1.018351;1.014738;0.085700;-0.456692;-0.245526;-1.000000;
3.556596;0.484468;-0.210006;1.018351;1.014738;0.085701;-0.456695;-0.245527;-1.000000;
3.556862;0.484475;-0.210006;1.018350;1.014738;0.085703;-0.456702;-0.245528;-1.000000;
3.556995;0.484478;-0.210006;1.018350;1.014738;0.085704;-0.456705;-0.245529;-1.000000;
3.557262;0.484485;-0.210006;1.018350;1.014737;0.085706;-0.456711;-0.245530;-1.000000;
3.557395;0.484489;-0.210006;1.018350;1.014737;0.085706;-0.456714;-0.245531;-1.000000;
3.557661;0.484495;-0.210006;1.018350;1.014737;0.085708;-0.456721;-0.245532;-1.000000;
3.557794;0.484499;-0.210006;1.018350;1.014737;0.085709;-0.456724;-0.245533;-1.000000;
3.558060;0.484506;-0.210006;1.018350;1.014737;0.085711;-0.456730;-0.245534;-1.000000;
3.558193;0.484509;-0.210006;1.018350;1.014736;0.085712;-0.456733;-0.245535;-1.000000;
3.558459;0.484516;-0.210006;1.018350;1.014736;0.085713;-0.456739;-0.245536;-1.000000;
3.558593;0.484519;-0.210006;1.018350;1.014736;0.085714;-0.456743;-0.245537;-1.000000;
3.558859;0.484526;-0.210006;1.018350;1.014736;0.085716;-0.456749;-0.245538;-1.000000;
3.558992;0.484529;-0.210006;1.018350;1.014736;0.085717;-0.456752;-0.245539;-1.000000;
3.559258;0.484536;-0.210006;1.018350;1.014736;0.085719;-0.456758;-0.245541;-1.000000;
3.559391;0.484540;-0.210006;1.018350;1.014735;0.085719;-0.456761;-0.245541;-1.000000;
3.559657;0.484546;-0.210006;1.018349;1.014735;0.085721;-0.456768;-0.245543;-1.000000;
3.559790;0.484550;-0.210006;1.018349;1.014735;0.085722;-0.456771;-0.245543;-1.000000;
3.560057;0.484557;-0.210006;1.018349;1.014735;0.085724;-0.456777;-0.245545;-1.000000;
3.560190;0.484560;-0.210006;1.018349;1.014735;0.085725;-0.456780;-0.245545;-1.000000;
3.560456;0.484567;-0.210006;1.018349;1.014734;0.085726;-0.456787;-0.245547;-1.000000;
3.560589;0.484570;-0.210006;1.018349;1.014734;0.085727;-0.456790;-0.245547;-1.000000;
3.560855;0.484577;-0.210006;1.018349;1.014734;0.085729;-0.456796;-0.245549;-1.000000;
3.560988;0.484580;-0.210006;1.018349;1.014734;0.085730;-0.456799;-0.245549;-1.000000;
