time;BESS_BESS_HvMeasurements_PPu;BESS_BESS_HvMeasurements_QPu;BESS_BESS_HvMeasurements_UPu;BESS_BESS_LvMeasurements_PPu;BESS_BESS_LvMeasurements_QPu;BESS_BESS_LvMeasurements_UPu;BESS_BESS_injector_PInjPu;BESS_BESS_injector_PInjPuSn;BESS_BESS_injector_QInjPu;BESS_BESS_injector_QInjPuSn;BESS_BESS_injector_terminal_V_re;BESS_BESS_injector_terminal_i_re;BESS_BESS_injector_terminal_V_im;BESS_BESS_injector_terminal_i_im;BESS_BESS_injector_UPu;BESS_BESS_injector_idPu;BESS_BESS_injector_iqPu;BESS_BESS_pll_omegaPLLPu;BESS_BESS_reecC_idCmdPu;BESS_BESS_reecC_iqCmdPu;BESS_BESS_LvTfo_RPu;BESS_BESS_LvTfo_XPu;BESS_BESS_HvTfo_RPu;BESS_BESS_HvTfo_XPu;
1.0003800;0.2750522;-0.0000000;0.5500000;0.2750522;0.0000002;0.5500000;0.0165033;0.2750547;0.0000002;0.0000027;0.5500050;-0.0300057;0.0000056;-0.0000000;0.5500050;0.5000948;-0.0000003;1.0000006;0.5085327;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0005400;0.2751048;-0.0000000;0.5500000;0.2751048;0.0000002;0.5500000;0.0165064;0.2751073;0.0000002;0.0000027;0.5500050;-0.0300114;0.0000056;-0.0000000;0.5500050;0.5001906;-0.0000003;1.0000006;0.5121145;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0007000;0.2751754;-0.0000000;0.5500000;0.2751754;0.0000002;0.5500000;0.0165107;0.2751779;0.0000002;0.0000027;0.5500050;-0.0300191;0.0000056;-0.0000000;0.5500050;0.5003189;-0.0000003;1.0000005;0.5156892;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0008600;0.2752637;-0.0000000;0.5500000;0.2752637;0.0000002;0.5500000;0.0165160;0.2752662;0.0000002;0.0000027;0.5500050;-0.0300288;0.0000056;-0.0000000;0.5500050;0.5004795;-0.0000003;1.0000005;0.5192561;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0010200;0.2753696;-0.0000000;0.5500000;0.2753696;0.0000002;0.5500000;0.0165223;0.2753721;0.0000002;0.0000027;0.5500050;-0.0300403;0.0000056;-0.0000000;0.5500050;0.5006720;-0.0000003;1.0000005;0.5228150;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0011777;0.2754909;-0.0000000;0.5500000;0.2754909;0.0000002;0.5500000;0.0165296;0.2754935;0.0000002;0.0000027;0.5500050;-0.0300536;0.0000056;-0.0000000;0.5500050;0.5008926;-0.0000003;1.0000004;0.5263159;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0011877;0.2754992;0.0000019;0.5500000;0.2754992;0.0000021;0.5500000;0.0165301;0.2755017;0.0000003;0.0000047;0.5500050;-0.0300545;0.0000056;0.0000002;0.5500050;0.5009077;-0.0000038;1.0000004;0.5265375;0.0059946;0.0000100;0.0000100;0.0000000;0.0000167;
1.0011977;0.2755076;0.0000058;0.5500000;0.2755076;0.0000060;0.5500000;0.0165306;0.2755101;0.0000005;0.0000085;0.5500050;-0.0300554;0.0000056;0.0000006;0.5500050;0.5009229;-0.0000108;1.0000004;0.5267589;0.0119826;0.0000100;0.0000100;0.0000000;0.0000167;
1.0012177;0.2755245;0.0000180;0.5500000;0.2755245;0.0000183;0.5500000;0.0165316;0.2755270;0.0000012;0.0000208;0.5500050;-0.0300572;0.0000056;0.0000020;0.5500050;0.5009536;-0.0000331;1.0000004;0.5272019;0.0239446;0.0000100;0.0000100;0.0000000;0.0000167;
1.0012577;0.2755590;0.0000653;0.5500000;0.2755590;0.0000656;0.5500000;0.0165337;0.2755615;0.0000041;0.0000681;0.5500050;-0.0300610;0.0000056;0.0000071;0.5500050;0.5010164;-0.0001192;1.0000004;0.5280874;0.0477980;0.0000100;0.0000100;0.0000000;0.0000167;
1.0012977;0.2755946;0.0001426;0.5500000;0.2755946;0.0001429;0.5500000;0.0165358;0.2755971;0.0000087;0.0001454;0.5500050;-0.0300649;0.0000056;0.0000156;0.5500050;0.5010811;-0.0002597;1.0000004;0.5289724;0.0715583;0.0000100;0.0000100;0.0000000;0.0000167;
1.0013777;0.2756689;0.0003879;0.5500000;0.2756689;0.0003882;0.5500000;0.0165403;0.2756714;0.0000234;0.0003907;0.5500050;-0.0300730;0.0000056;0.0000423;0.5500050;0.5012162;-0.0007056;1.0000004;0.5307407;0.1187960;0.0000100;0.0000100;0.0000000;0.0000167;
1.0014287;0.2757184;0.0006062;0.5500000;0.2757184;0.0006064;0.5500000;0.0165433;0.2757209;0.0000365;0.0006090;0.5500050;-0.0300784;0.0000056;0.0000661;0.5500050;0.5013062;-0.0011025;1.0000004;0.5318658;0.1486885;0.0000100;0.0000100;0.0000000;0.0000167;
1.0014387;0.2757284;0.0006558;0.5500000;0.2757284;0.0006560;0.5500000;0.0165439;0.2757309;0.0000395;0.0006586;0.5500050;-0.0300795;0.0000056;0.0000715;0.5500050;0.5013243;-0.0011927;1.0000004;0.5320864;0.1545340;0.0000100;0.0000100;0.0000000;0.0000167;
1.0014487;0.2757384;0.0007073;0.5500000;0.2757384;0.0007075;0.5500000;0.0165445;0.2757409;0.0000426;0.0007100;0.5500050;-0.0300806;0.0000056;0.0000772;0.5500050;0.5013425;-0.0012863;1.0000004;0.5323069;0.1603736;0.0000100;0.0000100;0.0000000;0.0000167;
1.0014687;0.2757586;0.0008146;0.5500000;0.2757586;0.0008148;0.5500000;0.0165457;0.2757611;0.0000490;0.0008173;0.5500050;-0.0300828;0.0000056;0.0000889;0.5500050;0.5013792;-0.0014814;1.0000004;0.5327480;0.1720392;0.0000100;0.0000100;0.0000000;0.0000167;
1.0015087;0.2757997;0.0010510;0.5500000;0.2757997;0.0010512;0.5500000;0.0165481;0.2758022;0.0000632;0.0010538;0.5500050;-0.0300872;0.0000056;0.0001147;0.5500050;0.5014540;-0.0019113;1.0000004;0.5336298;0.1953015;0.0000100;0.0000100;0.0000000;0.0000167;
1.0015487;0.2758419;0.0013162;0.5500000;0.2758419;0.0013165;0.5500000;0.0165507;0.2758444;0.0000791;0.0013190;0.5500050;-0.0300918;0.0000056;0.0001436;0.5500050;0.5015307;-0.0023935;1.0000003;0.5345111;0.2184730;0.0000100;0.0000100;0.0000000;0.0000167;
1.0016287;0.2759293;0.0019338;0.5500000;0.2759293;0.0019341;0.5500000;0.0165559;0.2759319;0.0001162;0.0019366;0.5500051;-0.0301014;0.0000055;0.0002110;0.5500051;0.5016897;-0.0035164;1.0000003;0.5362719;0.2645401;0.0000100;0.0000100;0.0000000;0.0000167;
1.0017887;0.2761165;0.0035119;0.5500000;0.2761165;0.0035122;0.5500000;0.0165671;0.2761191;0.0002109;0.0035147;0.5500051;-0.0301218;0.0000055;0.0003831;0.5500051;0.5020301;-0.0063857;1.0000003;0.5397860;0.3555813;0.0000100;0.0000100;0.0000000;0.0000167;
1.0021087;0.2765395;0.0079927;0.5500000;0.2765395;0.0079929;0.5500000;0.0165925;0.2765420;0.0004797;0.0079955;0.5500052;-0.0301679;0.0000054;0.0008719;0.5500052;0.5027990;-0.0145325;1.0000003;0.5467836;0.5333823;0.0000100;0.0000100;0.0000000;0.0000167;
1.0024287;0.2770259;0.0141783;0.5500000;0.2770259;0.0141786;0.5500000;0.0166217;0.2770285;0.0008509;0.0141811;0.5500053;-0.0302210;0.0000053;0.0015467;0.5500053;0.5036834;-0.0257792;1.0000002;0.5537368;0.7055966;0.0000100;0.0000100;0.0000000;0.0000167;
1.0025129;0.2771642;0.0160750;0.5500000;0.2771642;0.0160752;0.5500000;0.0166300;0.2771667;0.0009647;0.0160778;0.5500054;-0.0302361;0.0000053;0.0017536;0.5500054;0.5039348;-0.0292276;1.0000002;0.5555581;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0025129;0.2771642;0.0160750;0.5500000;0.2771642;0.0160752;0.5500000;0.0166300;0.2771667;0.0009647;0.0160778;0.5500054;-0.0302361;0.0000053;0.0017536;0.5500054;0.5039348;-0.0292276;1.0000002;0.5555587;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0025229;0.2771809;0.0163080;0.5500000;0.2771809;0.0163083;0.5500000;0.0166310;0.2771835;0.0009786;0.0163108;0.5500054;-0.0302379;0.0000053;0.0017791;0.5500054;0.5039653;-0.0296514;1.0000002;0.5557746;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0025329;0.2771978;0.0165409;0.5500000;0.2771978;0.0165412;0.5500000;0.0166320;0.2772003;0.0009926;0.0165438;0.5500054;-0.0302398;0.0000053;0.0018045;0.5500054;0.5039959;-0.0300748;1.0000002;0.5559905;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0025529;0.2772315;0.0170065;0.5500000;0.2772315;0.0170067;0.5500000;0.0166340;0.2772341;0.0010206;0.0170093;0.5500054;-0.0302434;0.0000053;0.0018552;0.5500054;0.5040573;-0.0309212;1.0000002;0.5564224;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0025929;0.2772998;0.0179359;0.5500000;0.2772998;0.0179361;0.5500000;0.0166381;0.2773024;0.0010763;0.0179387;0.5500054;-0.0302509;0.0000053;0.0019566;0.5500054;0.5041815;-0.0326111;1.0000002;0.5572855;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0026729;0.2774392;0.0197882;0.5500000;0.2774392;0.0197885;0.5500000;0.0166465;0.2774417;0.0011875;0.0197910;0.5500054;-0.0302661;0.0000053;0.0021587;0.5500054;0.5044349;-0.0359790;1.0000002;0.5590095;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0028329;0.2777292;0.0234670;0.5500000;0.2777292;0.0234672;0.5500000;0.0166639;0.2777318;0.0014082;0.0234698;0.5500055;-0.0302977;0.0000052;0.0025600;0.5500055;0.5049622;-0.0426677;1.0000002;0.5624484;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0031529;0.2783537;0.0307220;0.5500000;0.2783537;0.0307222;0.5500001;0.0167014;0.2783563;0.0018435;0.0307248;0.5500057;-0.0303659;0.0000051;0.0033515;0.5500057;0.5060976;-0.0558585;1.0000002;0.5692885;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0034729;0.2790363;0.0378419;0.5500000;0.2790363;0.0378421;0.5500001;0.0167423;0.2790389;0.0022707;0.0378448;0.5500058;-0.0304403;0.0000050;0.0041282;0.5500058;0.5073387;-0.0688039;1.0000001;0.5760748;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0037929;0.2797754;0.0448291;0.5500000;0.2797754;0.0448294;0.5500001;0.0167867;0.2797781;0.0026899;0.0448320;0.5500060;-0.0305210;0.0000048;0.0048904;0.5500060;0.5086825;-0.0815079;1.0000001;0.5828041;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0041129;0.2805695;0.0516860;0.5500000;0.2805695;0.0516863;0.5500001;0.0168343;0.2805721;0.0031013;0.0516890;0.5500061;-0.0306076;0.0000047;0.0056385;0.5500061;0.5101262;-0.0939750;1.0000001;0.5894739;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0044329;0.2814168;0.0584151;0.5500000;0.2814168;0.0584154;0.5500001;0.0168852;0.2814195;0.0035051;0.0584181;0.5500063;-0.0307000;0.0000046;0.0063726;0.5500063;0.5116667;-0.1062097;1.0000001;0.5960817;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0047529;0.2823157;0.0650186;0.5500000;0.2823157;0.0650189;0.5500001;0.0169391;0.2823185;0.0039013;0.0650217;0.5500064;-0.0307981;0.0000045;0.0070929;0.5500064;0.5133012;-0.1182162;1.0000001;0.6026251;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0050260;0.2831216;0.0705590;0.5500000;0.2831216;0.0705592;0.5500001;0.0169875;0.2831244;0.0042337;0.0705621;0.5500066;-0.0308860;0.0000044;0.0076973;0.5500066;0.5147664;-0.1282895;1.0000001;0.6081594;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0050360;0.2831519;0.0707600;0.5500000;0.2831519;0.0707603;0.5500001;0.0169893;0.2831547;0.0042458;0.0707631;0.5500066;-0.0308893;0.0000044;0.0077193;0.5500066;0.5148214;-0.1286550;1.0000001;0.6083641;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0050460;0.2831822;0.0709609;0.5500000;0.2831822;0.0709612;0.5500001;0.0169911;0.2831850;0.0042578;0.0709640;0.5500066;-0.0308926;0.0000044;0.0077412;0.5500066;0.5148766;-0.1290203;1.0000001;0.6085655;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0050660;0.2832429;0.0713624;0.5500000;0.2832429;0.0713627;0.5500001;0.0169947;0.2832457;0.0042819;0.0713655;0.5500066;-0.0308992;0.0000044;0.0077850;0.5500066;0.5149870;-0.1297503;1.0000001;0.6089680;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0051060;0.2833649;0.0721641;0.5500000;0.2833649;0.0721644;0.5500001;0.0170021;0.2833678;0.0043300;0.0721672;0.5500066;-0.0309125;0.0000044;0.0078724;0.5500066;0.5152088;-0.1312079;1.0000001;0.6097728;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0051860;0.2836112;0.0737619;0.5500000;0.2836112;0.0737622;0.5500002;0.0170168;0.2836140;0.0044259;0.0737650;0.5500066;-0.0309394;0.0000044;0.0080467;0.5500066;0.5156566;-0.1341129;1.0000001;0.6113789;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0053460;0.2841126;0.0769350;0.5500000;0.2841126;0.0769353;0.5500002;0.0170469;0.2841155;0.0046163;0.0769382;0.5500067;-0.0309941;0.0000043;0.0083929;0.5500067;0.5165683;-0.1398823;1.0000001;0.6145783;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0056660;0.2851502;0.0831929;0.5500000;0.2851502;0.0831932;0.5500002;0.0171092;0.2851531;0.0049918;0.0831961;0.5500069;-0.0311073;0.0000043;0.0090756;0.5500069;0.5184548;-0.1512603;1.0000001;0.6209254;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0063060;0.2873579;0.0953636;0.5500000;0.2873579;0.0953639;0.5500002;0.0172417;0.2873610;0.0057220;0.0953670;0.5500072;-0.0313481;0.0000041;0.0104033;0.5500072;0.5224688;-0.1733889;1.0000001;0.6334094;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0069460;0.2897338;0.1070858;0.5500000;0.2897338;0.1070861;0.5500002;0.0173842;0.2897370;0.0064254;0.1070893;0.5500074;-0.0316073;0.0000039;0.0116821;0.5500074;0.5267885;-0.1947020;1.0000001;0.6455927;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0075860;0.2922660;0.1183752;0.5500000;0.2922660;0.1183755;0.5500002;0.0175362;0.2922693;0.0071027;0.1183788;0.5500077;-0.0318836;0.0000038;0.0129137;0.5500077;0.5313925;-0.2152281;1.0000001;0.6574613;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0082260;0.2949425;0.1292474;0.5500000;0.2949425;0.1292477;0.5500003;0.0176968;0.2949460;0.0077551;0.1292511;0.5500080;-0.0321755;0.0000036;0.0140997;0.5500080;0.5362589;-0.2349957;1.0000001;0.6690057;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0088660;0.2977514;0.1397177;0.5500000;0.2977514;0.1397181;0.5500003;0.0178653;0.2977550;0.0083833;0.1397217;0.5500082;-0.0324820;0.0000035;0.0152419;0.5500082;0.5413659;-0.2540327;1.0000001;0.6802172;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0095060;0.3006809;0.1498011;0.5500000;0.3006809;0.1498014;0.5500003;0.0180411;0.3006847;0.0089883;0.1498052;0.5500085;-0.0328016;0.0000034;0.0163419;0.5500085;0.5466923;-0.2723661;1.0000001;0.6910896;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0101460;0.3037198;0.1595117;0.5500000;0.3037198;0.1595121;0.5500003;0.0182234;0.3037237;0.0095710;0.1595160;0.5500087;-0.0331331;0.0000032;0.0174013;0.5500087;0.5522175;-0.2900218;1.0000001;0.7016184;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0107860;0.3068569;0.1688634;0.5500000;0.3068569;0.1688638;0.5500003;0.0184117;0.3068609;0.0101321;0.1688678;0.5500090;-0.0334753;0.0000031;0.0184215;0.5500090;0.5579213;-0.3070248;1.0000001;0.7118008;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0114260;0.3100816;0.1778693;0.5500000;0.3100816;0.1778698;0.5500004;0.0186051;0.3100858;0.0106724;0.1778740;0.5500092;-0.0338271;0.0000030;0.0194039;0.5500092;0.5637843;-0.3233993;1.0000001;0.7216356;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0127060;0.3167418;0.1949107;0.5500000;0.3167418;0.1949111;0.5500004;0.0190048;0.3167464;0.0116949;0.1949157;0.5500097;-0.0345537;0.0000029;0.0212630;0.5500097;0.5758938;-0.3543836;1.0000001;0.7403268;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0139860;0.3236336;0.2107197;0.5500000;0.3236336;0.2107202;0.5500004;0.0194183;0.3236385;0.0126435;0.2107251;0.5500101;-0.0353055;0.0000027;0.0229876;0.5500101;0.5884243;-0.3831273;1.0000001;0.7576403;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0152660;0.3306315;0.2253819;0.5500001;0.3306315;0.2253825;0.5500005;0.0198382;0.3306368;0.0135233;0.2253878;0.5500106;-0.0360689;0.0000026;0.0245871;0.5500106;0.6011477;-0.4097859;1.0000001;0.7736126;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
1.0165460;0.3376628;0.2389794;0.5500001;0.3376628;0.2389800;0.5500005;0.0202601;0.3376684;0.0143391;0.2389856;0.5500110;-0.0368359;0.0000025;0.0260705;0.5500110;0.6139318;-0.4345086;1.0000001;0.7883032;0.7500003;0.0000100;0.0000100;0.0000000;0.0000167;
