time;WPP4A_WPP_wPPControl_measurements_PGenNomPu;WPP4A_WPP_wPPControl_measurements_QGenNomPu;WPP4A_WPP_wPPControl_measurements_UPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;
2.001722;1.000000;-0.210590;1.000001;0.976008;0.217743;-0.930150;-0.423279;
2.002653;0.999998;-0.210590;1.000001;0.976008;0.217742;-0.930149;-0.423278;
2.004515;0.999988;-0.210592;1.000001;0.976008;0.217740;-0.930140;-0.423276;
2.006377;0.999963;-0.210597;1.000001;0.976010;0.217733;-0.930117;-0.423269;
2.010100;0.999794;-0.210627;1.000002;0.976020;0.217691;-0.929964;-0.423221;
2.013824;0.999456;-0.210682;1.000005;0.976041;0.217605;-0.929656;-0.423117;
2.017548;0.998904;-0.210764;1.000011;0.976080;0.217466;-0.929155;-0.422940;
2.021271;0.998107;-0.210872;1.000024;0.976138;0.217264;-0.928430;-0.422672;
2.024995;0.997047;-0.211004;1.000045;0.976219;0.216995;-0.927466;-0.422302;
2.032443;0.993864;-0.211328;1.000129;0.976485;0.216185;-0.924569;-0.421108;
2.039890;0.989702;-0.211678;1.000261;0.976854;0.215123;-0.920777;-0.419467;
2.047338;0.984689;-0.212025;1.000440;0.977319;0.213842;-0.916209;-0.417416;
2.062233;0.972281;-0.212629;1.000953;0.978533;0.210664;-0.904891;-0.412104;
2.077127;0.958259;-0.213141;1.001567;0.979928;0.207069;-0.892092;-0.406015;
2.092022;0.943143;-0.213599;1.002238;0.981424;0.203192;-0.878287;-0.399480;
2.121812;0.910585;-0.214584;1.003610;0.984514;0.194846;-0.848536;-0.385894;
2.151602;0.876746;-0.215778;1.004881;0.987482;0.186185;-0.817596;-0.372667;
2.211182;0.807520;-0.219213;1.006868;0.992665;0.168521;-0.754259;-0.348880;
2.270762;0.738173;-0.223527;1.008201;0.996843;0.150883;-0.690746;-0.328786;
2.330341;0.669372;-0.228440;1.008961;1.000088;0.133432;-0.627665;-0.312163;
2.389921;0.601283;-0.233629;1.009257;1.002528;0.116199;-0.565164;-0.298545;
2.449501;0.533938;-0.238859;1.009178;1.004271;0.099183;-0.503269;-0.287547;
2.499000;0.478568;-0.243223;1.008862;1.005213;0.085213;-0.452324;-0.280305;
2.499000;0.478615;-0.242939;1.008900;1.005295;0.085216;-0.452358;-0.280005;
2.502650;0.474520;-0.243244;1.008872;1.005353;0.084184;-0.448589;-0.279511;
2.506300;0.470501;-0.243544;1.008842;1.005408;0.083170;-0.444888;-0.279036;
2.513601;0.463101;-0.244110;1.008781;1.005499;0.081304;-0.438073;-0.278197;
2.520901;0.456571;-0.244645;1.008713;1.005562;0.079659;-0.432061;-0.277519;
2.535502;0.447217;-0.245640;1.008543;1.005575;0.077309;-0.423454;-0.276834;
2.550104;0.440966;-0.246630;1.008331;1.005482;0.075750;-0.417712;-0.276754;
2.564705;0.437029;-0.247636;1.008084;1.005307;0.074779;-0.414107;-0.277132;
2.579306;0.434714;-0.248661;1.007812;1.005075;0.074222;-0.412002;-0.277831;
2.593907;0.433513;-0.249696;1.007523;1.004806;0.073948;-0.410925;-0.278743;
2.623109;0.433470;-0.251714;1.006933;1.004210;0.073999;-0.410950;-0.280941;
2.652311;0.434709;-0.253628;1.006357;1.003605;0.074373;-0.412157;-0.283260;
2.710716;0.439007;-0.256934;1.005334;1.002490;0.075567;-0.416232;-0.287671;
2.769120;0.443806;-0.259730;1.004450;1.001504;0.076874;-0.420754;-0.291637;
2.885929;0.452643;-0.263739;1.003151;1.000016;0.079245;-0.429042;-0.297734;
3.002738;0.460139;-0.266575;1.002209;0.998910;0.081240;-0.436053;-0.302329;
3.119547;0.466533;-0.268550;1.001531;0.998091;0.082928;-0.442018;-0.305789;
3.236356;0.471937;-0.269908;1.001047;0.997486;0.084346;-0.447049;-0.308390;
3.469974;0.479878;-0.271261;1.000521;0.996782;0.086409;-0.454421;-0.311530;
3.703592;0.485523;-0.271903;1.000239;0.996372;0.087866;-0.459651;-0.313428;
3.937210;0.489359;-0.272179;1.000095;0.996139;0.088851;-0.463199;-0.314549;
4.170827;0.492307;-0.272254;1.000023;0.996000;0.089605;-0.465922;-0.315264;
4.638063;0.495765;-0.272189;0.999983;0.995881;0.090483;-0.469111;-0.315937;
5.105299;0.497376;-0.272105;0.999981;0.995842;0.090891;-0.470594;-0.316193;
5.572535;0.498547;-0.272029;0.999983;0.995817;0.091187;-0.471672;-0.316362;
5.999999;0.498977;-0.271992;0.999987;0.995811;0.091295;-0.472068;-0.316415;
5.999999;0.368036;-0.178515;0.719768;0.712837;0.099642;-0.472068;-0.316415;
6.000068;0.367956;-0.178631;0.719724;0.712797;0.099620;-0.471971;-0.316569;
6.000206;0.367820;-0.178859;0.719639;0.712716;0.099585;-0.471807;-0.316878;
6.000344;0.367707;-0.179083;0.719555;0.712635;0.099556;-0.471670;-0.317189;
6.000620;0.367563;-0.179517;0.719388;0.712470;0.099525;-0.471501;-0.317828;
6.000769;0.367528;-0.179747;0.719298;0.712380;0.099523;-0.471464;-0.318184;
6.000769;0.367528;-0.179747;0.719298;0.712380;0.099523;-0.471464;-0.318184;
6.000770;0.367528;-0.179747;0.719298;0.712379;0.099523;-0.471464;-0.318186;
6.000770;0.367528;-0.179747;0.719298;0.712379;0.099523;-0.471464;-0.318186;
6.000770;0.367528;-0.179747;0.719298;0.712379;0.099523;-0.471464;-0.318186;
6.000770;0.367528;-0.179747;0.719298;0.712379;0.099523;-0.471464;-0.318186;
6.000942;0.367466;-0.180019;0.719192;0.712274;0.099513;-0.471394;-0.318598;
6.001287;0.367351;-0.180579;0.718974;0.712056;0.099497;-0.471264;-0.319452;
6.001632;0.367241;-0.181158;0.718748;0.711829;0.099483;-0.471142;-0.320342;
6.001775;0.367200;-0.181415;0.718647;0.711728;0.099479;-0.471098;-0.320740;
6.001775;0.367201;-0.181415;0.718647;0.711728;0.099479;-0.471098;-0.320740;
6.001908;0.367160;-0.181646;0.718557;0.711638;0.099475;-0.471053;-0.321095;
6.002174;0.367081;-0.182119;0.718371;0.711451;0.099467;-0.470967;-0.321827;
6.002707;0.366936;-0.183117;0.717978;0.711056;0.099457;-0.470811;-0.323382;
6.003068;0.366850;-0.183853;0.717688;0.710763;0.099457;-0.470723;-0.324537;
6.003068;0.366852;-0.183852;0.717688;0.710764;0.099457;-0.470725;-0.324537;
6.003068;0.366852;-0.183853;0.717688;0.710763;0.099457;-0.470725;-0.324539;
6.003068;0.366852;-0.183853;0.717688;0.710763;0.099457;-0.470725;-0.324539;
6.003068;0.366852;-0.183853;0.717688;0.710763;0.099457;-0.470725;-0.324539;
6.003068;0.366852;-0.183853;0.717688;0.710763;0.099457;-0.470725;-0.324539;
6.003194;0.366819;-0.184098;0.717591;0.710666;0.099456;-0.470691;-0.324922;
6.003445;0.366756;-0.184598;0.717394;0.710467;0.099454;-0.470625;-0.325706;
6.003939;0.366640;-0.185619;0.716990;0.710059;0.099455;-0.470506;-0.327315;
6.003939;0.366640;-0.185619;0.716990;0.710059;0.099455;-0.470506;-0.327315;
6.003939;0.366640;-0.185619;0.716990;0.710059;0.099455;-0.470506;-0.327316;
6.003939;0.366640;-0.185619;0.716990;0.710059;0.099455;-0.470506;-0.327316;
6.003939;0.366640;-0.185619;0.716990;0.710059;0.099455;-0.470506;-0.327316;
6.003939;0.366640;-0.185619;0.716990;0.710059;0.099455;-0.470506;-0.327316;
6.004079;0.366607;-0.185912;0.716874;0.709941;0.099455;-0.470473;-0.327777;
6.004360;0.366544;-0.186508;0.716638;0.709703;0.099457;-0.470409;-0.328720;
6.004415;0.366533;-0.186628;0.716590;0.709654;0.099458;-0.470398;-0.328910;
6.004415;0.366533;-0.186628;0.716590;0.709654;0.099458;-0.470399;-0.328910;
6.004475;0.366520;-0.186758;0.716538;0.709602;0.099458;-0.470385;-0.329116;
6.004475;0.366520;-0.186758;0.716538;0.709602;0.099458;-0.470385;-0.329116;
6.004479;0.366519;-0.186766;0.716535;0.709599;0.099458;-0.470385;-0.329129;
6.004479;0.366519;-0.186766;0.716535;0.709599;0.099458;-0.470385;-0.329129;
6.004479;0.366519;-0.186766;0.716535;0.709599;0.099458;-0.470385;-0.329129;
6.004479;0.366519;-0.186766;0.716535;0.709599;0.099458;-0.470385;-0.329129;
6.004631;0.366503;-0.186987;0.716447;0.709510;0.099461;-0.470370;-0.329481;
6.004935;0.366504;-0.187248;0.716342;0.709402;0.099472;-0.470378;-0.329908;
6.005542;0.366643;-0.187046;0.716418;0.709473;0.099509;-0.470548;-0.329639;
6.006758;0.367396;-0.184250;0.717508;0.710555;0.099649;-0.471418;-0.325416;
6.007071;0.367693;-0.183047;0.717977;0.711021;0.099700;-0.471759;-0.323593;
6.007071;0.367691;-0.183047;0.717977;0.711021;0.099699;-0.471756;-0.323592;
6.007280;0.367853;-0.182416;0.718223;0.711265;0.099728;-0.471944;-0.322640;
6.007697;0.368228;-0.180923;0.718803;0.711842;0.099794;-0.472374;-0.320385;
6.008531;0.369148;-0.177154;0.720265;0.713296;0.099952;-0.473427;-0.314700;
6.010200;0.371487;-0.167527;0.723969;0.716980;0.100352;-0.476097;-0.300293;
6.011868;0.374191;-0.156591;0.728124;0.721110;0.100823;-0.479181;-0.284151;
6.013484;0.377032;-0.145350;0.732339;0.725295;0.101329;-0.482419;-0.267798;
6.013484;0.377023;-0.145351;0.732339;0.725296;0.101326;-0.482407;-0.267796;
6.013997;0.377946;-0.141726;0.733687;0.726633;0.101492;-0.483458;-0.262572;
6.015022;0.379831;-0.134418;0.736387;0.729311;0.101835;-0.485605;-0.252114;
6.017071;0.383616;-0.120236;0.741561;0.734437;0.102543;-0.489919;-0.232115;
6.018902;0.386936;-0.108334;0.745839;0.738667;0.103186;-0.493709;-0.215630;
6.018902;0.386928;-0.108335;0.745839;0.738667;0.103184;-0.493699;-0.215627;
6.019587;0.388167;-0.103931;0.747408;0.740218;0.103426;-0.495112;-0.209585;
6.020957;0.390572;-0.095660;0.750334;0.743105;0.103906;-0.497861;-0.198344;
6.023698;0.395011;-0.081549;0.755259;0.747948;0.104835;-0.502964;-0.179527;
6.026439;0.399072;-0.069865;0.759272;0.751875;0.105732;-0.507664;-0.164311;
6.029180;0.402754;-0.060488;0.762447;0.754959;0.106589;-0.511961;-0.152403;
6.034661;0.408885;-0.048947;0.766261;0.758588;0.108165;-0.519251;-0.138562;
6.040143;0.414167;-0.042490;0.768313;0.760449;0.109648;-0.525650;-0.131668;
6.045625;0.418862;-0.039386;0.769218;0.761159;0.111061;-0.531431;-0.129287;
6.051106;0.423187;-0.038344;0.769423;0.761165;0.112427;-0.536820;-0.129667;
6.056588;0.427294;-0.038483;0.769227;0.760768;0.113766;-0.541978;-0.131632;
6.062070;0.431282;-0.039242;0.768817;0.760155;0.115087;-0.547007;-0.134440;
6.067924;0.435462;-0.040423;0.768253;0.759369;0.116486;-0.552290;-0.137953;
6.067924;0.435464;-0.040416;0.768254;0.759371;0.116487;-0.552292;-0.137944;
6.071930;0.438325;-0.041207;0.767870;0.758836;0.117444;-0.555909;-0.140340;
6.079942;0.444020;-0.042872;0.767070;0.757727;0.119353;-0.563107;-0.145278;
6.095966;0.455396;-0.046014;0.765511;0.755539;0.123161;-0.577471;-0.155037;
6.111989;0.466744;-0.048959;0.763992;0.753370;0.126955;-0.591784;-0.164712;
6.144036;0.489330;-0.054449;0.761009;0.749030;0.134497;-0.620234;-0.184063;
6.176083;0.511714;-0.059650;0.758017;0.744603;0.141971;-0.648385;-0.203736;
6.240177;0.555889;-0.069189;0.752001;0.735491;0.156714;-0.703809;-0.244035;
6.249999;0.562511;-0.070662;0.751063;0.734031;0.158928;-0.712106;-0.250447;
6.249999;0.764259;-0.144453;1.030320;1.018575;0.155130;-0.712203;-0.250288;
6.250057;0.764416;-0.144218;1.030382;1.018632;0.155163;-0.712340;-0.250087;
6.250175;0.764709;-0.143826;1.030483;1.018725;0.155226;-0.712596;-0.249763;
6.250410;0.765209;-0.143349;1.030602;1.018828;0.155339;-0.713040;-0.249416;
6.250645;0.765630;-0.143162;1.030641;1.018852;0.155441;-0.713421;-0.249356;
6.250880;0.765977;-0.143254;1.030603;1.018800;0.155533;-0.713742;-0.249572;
6.251350;0.766402;-0.144448;1.030249;1.018419;0.155678;-0.714172;-0.251006;
6.251819;0.766590;-0.146558;1.029642;1.017788;0.155791;-0.714413;-0.253351;
6.251933;0.766544;-0.147431;1.029395;1.017536;0.155806;-0.714399;-0.254279;
6.251933;0.766542;-0.147432;1.029395;1.017536;0.155805;-0.714396;-0.254279;
6.252113;0.766567;-0.148433;1.029109;1.017240;0.155842;-0.714452;-0.255372;
6.252473;0.766501;-0.150897;1.028407;1.016522;0.155900;-0.714471;-0.258021;
6.253113;0.766035;-0.156678;1.026769;1.014855;0.155958;-0.714230;-0.264144;
6.253113;0.766033;-0.156679;1.026769;1.014855;0.155957;-0.714227;-0.264144;
6.253113;0.766032;-0.156684;1.026767;1.014854;0.155957;-0.714227;-0.264149;
6.253113;0.766032;-0.156684;1.026767;1.014854;0.155957;-0.714227;-0.264149;
6.253113;0.766032;-0.156684;1.026767;1.014854;0.155957;-0.714227;-0.264149;
6.253113;0.766032;-0.156684;1.026767;1.014854;0.155957;-0.714227;-0.264149;
6.253308;0.765881;-0.158498;1.026252;1.014330;0.155974;-0.714147;-0.266073;
6.253609;0.765570;-0.161625;1.025365;1.013430;0.155990;-0.713961;-0.269378;
6.253609;0.765568;-0.161625;1.025365;1.013430;0.155990;-0.713960;-0.269378;
6.253611;0.765567;-0.161639;1.025361;1.013426;0.155990;-0.713959;-0.269393;
6.253611;0.765567;-0.161639;1.025361;1.013426;0.155990;-0.713959;-0.269393;
6.253611;0.765567;-0.161640;1.025361;1.013426;0.155990;-0.713959;-0.269393;
6.253611;0.765567;-0.161640;1.025361;1.013426;0.155990;-0.713959;-0.269393;
6.253611;0.765567;-0.161640;1.025361;1.013426;0.155990;-0.713959;-0.269393;
6.253611;0.765567;-0.161640;1.025361;1.013426;0.155990;-0.713959;-0.269393;
6.253618;0.765559;-0.161714;1.025339;1.013404;0.155990;-0.713954;-0.269472;
6.253618;0.765559;-0.161714;1.025339;1.013404;0.155990;-0.713954;-0.269472;
6.253817;0.765264;-0.163849;1.024735;1.012795;0.155980;-0.713752;-0.271703;
6.254216;0.764302;-0.168520;1.023422;1.011482;0.155876;-0.713017;-0.276488;
6.254424;0.763475;-0.171304;1.022646;1.010716;0.155750;-0.712346;-0.279260;
6.254424;0.763468;-0.171305;1.022646;1.010716;0.155748;-0.712340;-0.279258;
6.254465;0.763342;-0.171792;1.022510;1.010581;0.155731;-0.712241;-0.279750;
6.254465;0.763342;-0.171792;1.022510;1.010581;0.155731;-0.712241;-0.279750;
6.254670;0.762703;-0.174224;1.021828;1.009905;0.155642;-0.711731;-0.282204;
6.255080;0.761227;-0.178925;1.020515;1.008613;0.155409;-0.710524;-0.286875;
6.255900;0.757626;-0.187705;1.018084;1.006253;0.154757;-0.707495;-0.295348;
6.257539;0.748672;-0.203033;1.013902;1.002301;0.152937;-0.699753;-0.309339;
6.258376;0.743563;-0.209843;1.012071;1.000616;0.151839;-0.695273;-0.315218;
6.258376;0.743540;-0.209841;1.012072;1.000618;0.151833;-0.695251;-0.315208;
6.258376;0.743539;-0.209841;1.012072;1.000618;0.151833;-0.695251;-0.315208;
6.258376;0.743539;-0.209841;1.012072;1.000618;0.151833;-0.695251;-0.315208;
6.258640;0.741925;-0.212340;1.011389;0.999978;0.151497;-0.693846;-0.317462;
6.259167;0.738617;-0.216985;1.010127;0.998808;0.150794;-0.690952;-0.321559;
6.260222;0.731798;-0.225008;1.007977;0.996859;0.149296;-0.684935;-0.328298;
6.261277;0.724873;-0.231903;1.006156;0.995250;0.147738;-0.678786;-0.333771;
6.262332;0.717900;-0.237810;1.004624;0.993939;0.146136;-0.672561;-0.338145;
6.264442;0.704040;-0.246556;1.002459;0.992228;0.142861;-0.660094;-0.343528;
6.266342;0.691847;-0.252456;1.001080;0.991253;0.139925;-0.649068;-0.346306;
6.268241;0.680036;-0.256798;1.000145;0.990712;0.137039;-0.638343;-0.347504;
6.270140;0.668684;-0.259911;0.999557;0.990503;0.134233;-0.628001;-0.347509;
6.272039;0.657842;-0.262053;0.999238;0.990544;0.131527;-0.618096;-0.346627;
6.273938;0.647544;-0.263431;0.999124;0.990770;0.128937;-0.608666;-0.345096;
6.275837;0.637808;-0.264211;0.999168;0.991131;0.126474;-0.599733;-0.343105;
6.279635;0.620600;-0.264252;0.999629;0.992147;0.122079;-0.583900;-0.338190;
6.283433;0.605571;-0.263388;1.000285;0.993273;0.118213;-0.570039;-0.333015;
6.287232;0.592562;-0.261996;1.001029;0.994415;0.114849;-0.558017;-0.327915;
6.291030;0.581382;-0.260333;1.001796;0.995517;0.111944;-0.547669;-0.323090;
6.294828;0.571820;-0.258569;1.002544;0.996546;0.109450;-0.538806;-0.318642;
6.298626;0.563660;-0.256811;1.003250;0.997488;0.107314;-0.531233;-0.314610;
6.302424;0.556691;-0.255128;1.003901;0.998338;0.105484;-0.524757;-0.310998;
6.306223;0.550714;-0.253559;1.004492;0.999098;0.103912;-0.519200;-0.307788;
6.310021;0.545554;-0.252125;1.005023;0.999772;0.102552;-0.514398;-0.304947;
6.313819;0.541055;-0.250835;1.005495;1.000368;0.101365;-0.510210;-0.302441;
6.317617;0.537088;-0.249688;1.005912;1.000893;0.100318;-0.506517;-0.300232;
6.325214;0.530590;-0.247876;1.006569;1.001727;0.098606;-0.500468;-0.296713;
6.332810;0.525057;-0.246536;1.007068;1.002370;0.097155;-0.495323;-0.293962;
6.340406;0.520254;-0.245550;1.007446;1.002871;0.095901;-0.490862;-0.291786;
6.348003;0.516037;-0.244848;1.007728;1.003259;0.094805;-0.486950;-0.290068;
6.363195;0.509481;-0.244204;1.008033;1.003723;0.093115;-0.480882;-0.287910;
6.378388;0.504494;-0.244077;1.008155;1.003963;0.091841;-0.476277;-0.286682;
6.393581;0.500788;-0.244308;1.008150;1.004043;0.090904;-0.472866;-0.286136;
6.408774;0.498092;-0.244789;1.008053;1.004007;0.090232;-0.470393;-0.286087;
6.439159;0.495133;-0.246274;1.007666;1.003681;0.089524;-0.467710;-0.287088;
6.469545;0.493592;-0.247999;1.007184;1.003228;0.089185;-0.466343;-0.288658;
6.530316;0.492788;-0.251490;1.006170;1.002219;0.089087;-0.465712;-0.292330;
6.591087;0.492933;-0.254674;1.005229;1.001262;0.089222;-0.465947;-0.295873;
6.712629;0.493861;-0.259510;1.003785;0.999777;0.089607;-0.466955;-0.301420;
6.834171;0.494828;-0.263050;1.002719;0.998676;0.089962;-0.467959;-0.305554;
6.955714;0.495682;-0.265604;1.001947;0.997873;0.090259;-0.468828;-0.308576;
7.077256;0.496410;-0.267433;1.001390;0.997292;0.090501;-0.469556;-0.310770;
7.320340;0.497478;-0.269457;1.000769;0.996638;0.090835;-0.470605;-0.313258;
7.563424;0.498160;-0.270576;1.000424;0.996272;0.091044;-0.471270;-0.314655;
7.806509;0.498693;-0.271189;1.000232;0.996065;0.091198;-0.471780;-0.315456;
8.292677;0.499303;-0.271643;1.000085;0.995903;0.091368;-0.472357;-0.316096;
8.778846;0.499566;-0.271810;1.000031;0.995842;0.091440;-0.472605;-0.316340;
9.751184;0.499853;-0.271877;1.000006;0.995810;0.091515;-0.472872;-0.316478;
11.695858;0.499979;-0.271888;1.000001;0.995801;0.091547;-0.472988;-0.316518;
11.999998;0.499981;-0.271888;1.000000;0.995801;0.091548;-0.472990;-0.316519;
11.999998;0.296296;-0.149489;0.583124;0.578756;0.071244;-0.472990;-0.316519;
12.000096;0.296248;-0.149576;0.583099;0.578732;0.071233;-0.472915;-0.316663;
12.000292;0.296203;-0.149744;0.583051;0.578684;0.071224;-0.472844;-0.316964;
12.000489;0.296206;-0.149910;0.583001;0.578634;0.071227;-0.472850;-0.317281;
12.000501;0.296212;-0.149920;0.582998;0.578630;0.071229;-0.472859;-0.317303;
12.000501;0.296212;-0.149920;0.582998;0.578630;0.071229;-0.472859;-0.317303;
12.000501;0.296212;-0.149920;0.582998;0.578630;0.071229;-0.472859;-0.317303;
12.000501;0.296212;-0.149920;0.582998;0.578630;0.071229;-0.472859;-0.317303;
12.000501;0.296212;-0.149920;0.582998;0.578630;0.071229;-0.472859;-0.317303;
12.000501;0.296212;-0.149920;0.582998;0.578630;0.071229;-0.472859;-0.317303;
12.000652;0.296217;-0.150052;0.582958;0.578590;0.071232;-0.472868;-0.317557;
12.000766;0.296221;-0.150160;0.582926;0.578557;0.071234;-0.472875;-0.317764;
12.000766;0.296221;-0.150160;0.582926;0.578557;0.071234;-0.472876;-0.317764;
12.000910;0.296227;-0.150294;0.582886;0.578516;0.071238;-0.472885;-0.318023;
12.001199;0.296239;-0.150587;0.582798;0.578427;0.071245;-0.472905;-0.318585;
12.001487;0.296251;-0.150905;0.582703;0.578330;0.071252;-0.472925;-0.319198;
12.002064;0.296274;-0.151655;0.582479;0.578102;0.071268;-0.472965;-0.320639;
12.002824;0.296298;-0.152923;0.582099;0.577717;0.071292;-0.473009;-0.323073;
12.002824;0.296299;-0.152922;0.582099;0.577717;0.071292;-0.473011;-0.323073;
12.002824;0.296299;-0.152922;0.582099;0.577717;0.071292;-0.473011;-0.323073;
12.002824;0.296299;-0.152922;0.582099;0.577717;0.071292;-0.473011;-0.323073;
12.002856;0.296302;-0.152957;0.582088;0.577706;0.071293;-0.473016;-0.323140;
12.002856;0.296302;-0.152957;0.582088;0.577706;0.071293;-0.473016;-0.323140;
12.002940;0.296313;-0.153018;0.582070;0.577687;0.071297;-0.473034;-0.323262;
12.002940;0.296313;-0.153018;0.582070;0.577687;0.071297;-0.473034;-0.323262;
12.003057;0.296333;-0.153075;0.582053;0.577669;0.071303;-0.473065;-0.323378;
12.003291;0.296392;-0.153037;0.582062;0.577676;0.071317;-0.473158;-0.323333;
12.003711;0.296564;-0.152485;0.582223;0.577834;0.071353;-0.473429;-0.322352;
12.003711;0.296564;-0.152485;0.582223;0.577834;0.071353;-0.473429;-0.322352;
12.003840;0.296625;-0.152257;0.582289;0.577899;0.071366;-0.473524;-0.321942;
12.004100;0.296776;-0.151586;0.582486;0.578094;0.071395;-0.473761;-0.320727;
12.004619;0.297157;-0.149707;0.583036;0.578640;0.071466;-0.474354;-0.317307;
12.004759;0.297301;-0.148914;0.583269;0.578871;0.071491;-0.474579;-0.315860;
